fold,suite,method,calibration,alpha,scope,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query,tp_lead0,recall_lead0,legacy_filtered_fp_lead0,tp_lead2,recall_lead2,legacy_filtered_fp_lead2,tp_lead4,recall_lead4,legacy_filtered_fp_lead4,tp_lead8,recall_lead8,legacy_filtered_fp_lead8,tp_lead12,recall_lead12,legacy_filtered_fp_lead12,tp_lead16,recall_lead16,legacy_filtered_fp_lead16,tp_lead20,recall_lead20,legacy_filtered_fp_lead20,recall_by_q7,fpr_by_q7,recall_by_q10,fpr_by_q10,recall_by_q14,fpr_by_q14,recall_by_q21,fpr_by_q21,recall_by_q29,fpr_by_q29,recall_by_q39,fpr_by_q39,recall_by_q51,fpr_by_q51
libero_goal_20260907,libero_goal,knn10,task_init,0.01,seen,560,12,548,0,0,0.0,0.0,,0.5,1.0,,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_goal_20260907,libero_goal,knn10,task_init,0.01,unseen,1200,78,1122,0,0,0.0,0.0,,0.5,1.0,,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_goal_20260907,libero_goal,knn10,task_init,0.03,seen,560,12,548,12,2,1.0,0.0036496350364963502,0.8571428571428571,0.9981751824817519,0.488888888888889,13.0,12,1.0,2,12,1.0,2,12,1.0,2,12,1.0,0,11,0.9166666666666666,0,8,0.6666666666666666,0,0,0.0,0,0.0,0.0,0.0,0.0018248175182481751,0.6666666666666666,0.0036496350364963502,1.0,0.0036496350364963502,1.0,0.0036496350364963502,1.0,0.0036496350364963502,1.0,0.0036496350364963502
libero_goal_20260907,libero_goal,knn10,task_init,0.03,unseen,1200,78,1122,76,17,0.9743589743589743,0.015151515151515152,0.8172043010752689,0.9796037296037297,0.6512820512820513,17.5,76,0.9743589743589743,17,75,0.9615384615384616,11,72,0.9230769230769231,10,67,0.8589743589743589,4,46,0.5897435897435898,2,15,0.19230769230769232,1,0,0.0,0,0.0,0.0,0.0,0.0017825311942959,0.19230769230769232,0.008912655971479501,0.6666666666666666,0.015151515151515152,0.9743589743589743,0.015151515151515152,0.9743589743589743,0.015151515151515152,0.9743589743589743,0.015151515151515152
libero_goal_20260907,libero_goal,knn10,task_init,0.05,seen,560,12,548,12,3,1.0,0.005474452554744526,0.8,0.9972627737226277,0.488888888888889,13.0,12,1.0,3,12,1.0,3,12,1.0,3,12,1.0,1,11,0.9166666666666666,0,8,0.6666666666666666,0,0,0.0,0,0.0,0.0,0.0,0.0018248175182481751,0.6666666666666666,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526
libero_goal_20260907,libero_goal,knn10,task_init,0.05,unseen,1200,78,1122,77,21,0.9871794871794872,0.01871657754010695,0.7857142857142857,0.9842314548196901,0.6457264957264959,17.0,77,0.9871794871794872,21,76,0.9743589743589743,12,72,0.9230769230769231,11,69,0.8846153846153846,4,47,0.6025641025641025,2,16,0.20512820512820512,1,1,0.01282051282051282,0,0.0,0.0,0.01282051282051282,0.0017825311942959,0.20512820512820512,0.00980392156862745,0.6923076923076923,0.01871657754010695,0.9871794871794872,0.01871657754010695,0.9871794871794872,0.01871657754010695,0.9871794871794872,0.01871657754010695
libero_goal_20260907,libero_goal,knn10,task_init,0.1,seen,560,12,548,12,12,1.0,0.021897810218978103,0.5,0.9890510948905109,0.42500000000000004,11.0,12,1.0,12,12,1.0,9,12,1.0,4,12,1.0,1,12,1.0,0,11,0.9166666666666666,0,3,0.25,0,0.0,0.0,0.25,0.0036496350364963502,0.9166666666666666,0.014598540145985401,1.0,0.021897810218978103,1.0,0.021897810218978103,1.0,0.021897810218978103,1.0,0.021897810218978103
libero_goal_20260907,libero_goal,knn10,task_init,0.1,unseen,1200,78,1122,78,90,1.0,0.08021390374331551,0.4642857142857143,0.9598930481283422,0.5645299145299146,16.0,78,1.0,90,77,0.9871794871794872,57,77,0.9871794871794872,37,77,0.9871794871794872,16,62,0.7948717948717948,3,25,0.32051282051282054,1,7,0.08974358974358974,0,0.0,0.0,0.08974358974358974,0.0071301247771836,0.32051282051282054,0.029411764705882353,0.8589743589743589,0.07932263814616755,1.0,0.08021390374331551,1.0,0.08021390374331551,1.0,0.08021390374331551
libero_goal_20260907,libero_goal,knn10,task_init,0.15,seen,560,12,548,12,30,1.0,0.05474452554744526,0.2857142857142857,0.9726277372262774,0.40277777777777773,10.5,12,1.0,30,12,1.0,17,12,1.0,10,12,1.0,4,12,1.0,0,12,1.0,0,6,0.5,0,0.0,0.0,0.5,0.016423357664233577,1.0,0.04562043795620438,1.0,0.05474452554744526,1.0,0.05474452554744526,1.0,0.05474452554744526,1.0,0.05474452554744526
libero_goal_20260907,libero_goal,knn10,task_init,0.15,unseen,1200,78,1122,78,163,1.0,0.14527629233511585,0.3236514522821577,0.9273618538324421,0.5282051282051282,15.0,78,1.0,163,78,1.0,116,77,0.9871794871794872,63,77,0.9871794871794872,38,70,0.8974358974358975,3,32,0.41025641025641024,1,13,0.16666666666666666,0,0.0,0.0,0.16666666666666666,0.024955436720142603,0.41025641025641024,0.05169340463458111,0.9358974358974359,0.14527629233511585,1.0,0.14527629233511585,1.0,0.14527629233511585,1.0,0.14527629233511585
libero_goal_20260907,libero_goal,knn10,task_init,0.2,seen,560,12,548,12,42,1.0,0.07664233576642336,0.2222222222222222,0.9616788321167883,0.39999999999999997,10.0,12,1.0,42,12,1.0,22,12,1.0,11,12,1.0,6,12,1.0,0,12,1.0,0,7,0.5833333333333334,0,0.0,0.0,0.5833333333333334,0.02737226277372263,1.0,0.06934306569343066,1.0,0.07664233576642336,1.0,0.07664233576642336,1.0,0.07664233576642336,1.0,0.07664233576642336
libero_goal_20260907,libero_goal,knn10,task_init,0.2,unseen,1200,78,1122,78,206,1.0,0.1836007130124777,0.2746478873239437,0.9081996434937611,0.505982905982906,15.0,78,1.0,206,78,1.0,154,78,1.0,89,78,1.0,64,73,0.9358974358974359,4,35,0.44871794871794873,1,16,0.20512820512820512,0,0.0,0.0,0.20512820512820512,0.04634581105169341,0.44871794871794873,0.07397504456327986,0.9871794871794872,0.1836007130124777,1.0,0.1836007130124777,1.0,0.1836007130124777,1.0,0.1836007130124777
libero_goal_20260907,libero_goal,knn10_persist3,episode,0.01,seen,560,12,548,12,3,1.0,0.005474452554744526,0.8,0.9972627737226277,0.5333333333333333,14.0,12,1.0,3,12,1.0,2,12,1.0,1,11,0.9166666666666666,0,10,0.8333333333333334,0,7,0.5833333333333334,0,0,0.0,0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0036496350364963502,0.9166666666666666,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526
libero_goal_20260907,libero_goal,knn10_persist3,episode,0.01,unseen,1200,78,1122,76,18,0.9743589743589743,0.016042780748663103,0.8085106382978723,0.9791580968051556,0.6867521367521368,20.0,76,0.9743589743589743,18,75,0.9615384615384616,13,75,0.9615384615384616,11,50,0.6410256410256411,6,30,0.38461538461538464,1,13,0.16666666666666666,1,4,0.05128205128205128,0,0.0,0.0,0.05128205128205128,0.0017825311942959,0.16666666666666666,0.008912655971479501,0.5769230769230769,0.016042780748663103,0.9743589743589743,0.016042780748663103,0.9743589743589743,0.016042780748663103,0.9743589743589743,0.016042780748663103
libero_goal_20260907,libero_goal,knn10_persist3,episode,0.03,seen,560,12,548,12,14,1.0,0.025547445255474453,0.46153846153846156,0.9872262773722628,0.4444444444444446,12.0,12,1.0,14,12,1.0,8,12,1.0,4,12,1.0,1,12,1.0,0,10,0.8333333333333334,0,0,0.0,0,0.0,0.0,0.0,0.0018248175182481751,0.8333333333333334,0.014598540145985401,1.0,0.025547445255474453,1.0,0.025547445255474453,1.0,0.025547445255474453,1.0,0.025547445255474453
libero_goal_20260907,libero_goal,knn10_persist3,episode,0.03,unseen,1200,78,1122,77,146,0.9871794871794872,0.13012477718360071,0.3452914798206278,0.9285273549979433,0.5675213675213674,17.0,77,0.9871794871794872,146,77,0.9871794871794872,88,77,0.9871794871794872,69,74,0.9487179487179487,34,63,0.8076923076923077,1,26,0.3333333333333333,1,12,0.15384615384615385,0,0.0,0.0,0.15384615384615385,0.008021390374331552,0.3333333333333333,0.054367201426024955,0.8974358974358975,0.13012477718360071,0.9871794871794872,0.13012477718360071,0.9871794871794872,0.13012477718360071,0.9871794871794872,0.13012477718360071
libero_goal_20260907,libero_goal,knn10_persist3,episode,0.05,seen,560,12,548,12,29,1.0,0.05291970802919708,0.2926829268292683,0.9735401459854015,0.4222222222222223,11.0,12,1.0,29,12,1.0,13,12,1.0,4,12,1.0,1,12,1.0,0,11,0.9166666666666666,0,1,0.08333333333333333,0,0.0,0.0,0.08333333333333333,0.009124087591240875,0.9166666666666666,0.03832116788321168,1.0,0.05291970802919708,1.0,0.05291970802919708,1.0,0.05291970802919708,1.0,0.05291970802919708
libero_goal_20260907,libero_goal,knn10_persist3,episode,0.05,unseen,1200,78,1122,78,221,1.0,0.19696969696969696,0.2608695652173913,0.9015151515151515,0.5294871794871795,16.0,78,1.0,221,78,1.0,165,78,1.0,142,78,1.0,76,70,0.8974358974358975,1,33,0.4230769230769231,1,16,0.20512820512820512,0,0.0,0.0,0.20512820512820512,0.0285204991087344,0.4230769230769231,0.11586452762923351,0.9871794871794872,0.19696969696969696,1.0,0.19696969696969696,1.0,0.19696969696969696,1.0,0.19696969696969696
libero_goal_20260907,libero_goal,knn10_persist3,episode,0.1,seen,560,12,548,12,64,1.0,0.11678832116788321,0.15789473684210525,0.9416058394160584,0.4111111111111112,11.0,12,1.0,64,12,1.0,33,12,1.0,17,12,1.0,5,12,1.0,0,11,0.9166666666666666,0,3,0.25,0,0.0,0.0,0.25,0.01824817518248175,0.9166666666666666,0.10401459854014598,1.0,0.11678832116788321,1.0,0.11678832116788321,1.0,0.11678832116788321,1.0,0.11678832116788321
libero_goal_20260907,libero_goal,knn10_persist3,episode,0.1,unseen,1200,78,1122,78,298,1.0,0.26559714795008915,0.2074468085106383,0.8672014260249554,0.4717948717948718,11.5,78,1.0,298,78,1.0,253,78,1.0,219,78,1.0,134,78,1.0,2,48,0.6153846153846154,1,20,0.2564102564102564,1,0.0,0.0,0.2564102564102564,0.08288770053475936,0.6153846153846154,0.1889483065953654,1.0,0.26559714795008915,1.0,0.26559714795008915,1.0,0.26559714795008915,1.0,0.26559714795008915
libero_goal_20260907,libero_goal,knn10_persist3,episode,0.15,seen,560,12,548,12,82,1.0,0.14963503649635038,0.1276595744680851,0.9251824817518248,0.3972222222222223,11.0,12,1.0,82,12,1.0,49,12,1.0,25,12,1.0,8,12,1.0,0,12,1.0,0,5,0.4166666666666667,0,0.0,0.0,0.4166666666666667,0.032846715328467155,1.0,0.14233576642335766,1.0,0.14963503649635038,1.0,0.14963503649635038,1.0,0.14963503649635038,1.0,0.14963503649635038
libero_goal_20260907,libero_goal,knn10_persist3,episode,0.15,unseen,1200,78,1122,78,331,1.0,0.29500891265597146,0.19070904645476772,0.8524955436720143,0.4401709401709401,11.0,78,1.0,331,78,1.0,298,78,1.0,281,78,1.0,176,78,1.0,2,58,0.7435897435897436,1,24,0.3076923076923077,1,0.0,0.0,0.3076923076923077,0.12745098039215685,0.7435897435897436,0.24509803921568626,1.0,0.29500891265597146,1.0,0.29500891265597146,1.0,0.29500891265597146,1.0,0.29500891265597146
libero_goal_20260907,libero_goal,knn10_persist3,episode,0.2,seen,560,12,548,12,117,1.0,0.21350364963503649,0.09302325581395349,0.8932481751824818,0.3888888888888889,10.5,12,1.0,117,12,1.0,75,12,1.0,30,12,1.0,10,12,1.0,0,12,1.0,0,6,0.5,0,0.0,0.0,0.5,0.051094890510948905,1.0,0.2116788321167883,1.0,0.21350364963503649,1.0,0.21350364963503649,1.0,0.21350364963503649,1.0,0.21350364963503649
libero_goal_20260907,libero_goal,knn10_persist3,episode,0.2,unseen,1200,78,1122,78,340,1.0,0.30303030303030304,0.18660287081339713,0.8484848484848485,0.4235042735042735,11.0,78,1.0,340,78,1.0,313,78,1.0,297,78,1.0,213,78,1.0,3,64,0.8205128205128205,1,29,0.3717948717948718,1,0.0,0.0,0.3717948717948718,0.15597147950089127,0.8205128205128205,0.2620320855614973,1.0,0.30303030303030304,1.0,0.30303030303030304,1.0,0.30303030303030304,1.0,0.30303030303030304
libero_goal_20260907,libero_goal,knn10_persist3,task_init,0.01,seen,560,12,548,0,0,0.0,0.0,,0.5,1.0,,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_goal_20260907,libero_goal,knn10_persist3,task_init,0.01,unseen,1200,78,1122,0,0,0.0,0.0,,0.5,1.0,,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libero_goal_20260907,libero_goal,knn10_persist3,task_init,0.03,seen,560,12,548,12,3,1.0,0.005474452554744526,0.8,0.9972627737226277,0.5444444444444445,15.0,12,1.0,3,12,1.0,2,12,1.0,1,11,0.9166666666666666,0,10,0.8333333333333334,0,5,0.4166666666666667,0,0,0.0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0036496350364963502,0.9166666666666666,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526
libero_goal_20260907,libero_goal,knn10_persist3,task_init,0.03,unseen,1200,78,1122,74,10,0.9487179487179487,0.008912655971479501,0.8809523809523809,0.9699026463732345,0.7098290598290599,20.0,74,0.9487179487179487,10,73,0.9358974358974359,9,73,0.9358974358974359,9,46,0.5897435897435898,5,26,0.3333333333333333,1,11,0.14102564102564102,1,1,0.01282051282051282,0,0.0,0.0,0.01282051282051282,0.0017825311942959,0.14102564102564102,0.0071301247771836,0.5256410256410257,0.008912655971479501,0.9487179487179487,0.008912655971479501,0.9487179487179487,0.008912655971479501,0.9487179487179487,0.008912655971479501
libero_goal_20260907,libero_goal,knn10_persist3,task_init,0.05,seen,560,12,548,12,3,1.0,0.005474452554744526,0.8,0.9972627737226277,0.5444444444444445,15.0,12,1.0,3,12,1.0,2,12,1.0,1,11,0.9166666666666666,0,10,0.8333333333333334,0,5,0.4166666666666667,0,0,0.0,0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0036496350364963502,0.9166666666666666,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526
libero_goal_20260907,libero_goal,knn10_persist3,task_init,0.05,unseen,1200,78,1122,74,10,0.9487179487179487,0.008912655971479501,0.8809523809523809,0.9699026463732345,0.7055555555555555,20.0,74,0.9487179487179487,10,73,0.9358974358974359,9,73,0.9358974358974359,9,47,0.6025641025641025,5,28,0.358974358974359,1,11,0.14102564102564102,1,1,0.01282051282051282,0,0.0,0.0,0.01282051282051282,0.0017825311942959,0.14102564102564102,0.0071301247771836,0.5384615384615384,0.008912655971479501,0.9487179487179487,0.008912655971479501,0.9487179487179487,0.008912655971479501,0.9487179487179487,0.008912655971479501
libero_goal_20260907,libero_goal,knn10_persist3,task_init,0.1,seen,560,12,548,12,28,1.0,0.051094890510948905,0.3,0.9744525547445255,0.42500000000000004,11.0,12,1.0,28,12,1.0,12,12,1.0,4,12,1.0,1,12,1.0,0,11,0.9166666666666666,0,0,0.0,0,0.0,0.0,0.0,0.0072992700729927005,0.9166666666666666,0.0364963503649635,1.0,0.051094890510948905,1.0,0.051094890510948905,1.0,0.051094890510948905,1.0,0.051094890510948905
libero_goal_20260907,libero_goal,knn10_persist3,task_init,0.1,unseen,1200,78,1122,78,219,1.0,0.19518716577540107,0.26262626262626265,0.9024064171122994,0.5350427350427349,16.5,78,1.0,219,78,1.0,162,78,1.0,137,78,1.0,73,70,0.8974358974358975,1,30,0.38461538461538464,1,16,0.20512820512820512,0,0.0,0.0,0.20512820512820512,0.025846702317290554,0.38461538461538464,0.10962566844919786,0.9871794871794872,0.19518716577540107,1.0,0.19518716577540107,1.0,0.19518716577540107,1.0,0.19518716577540107
libero_goal_20260907,libero_goal,knn10_persist3,task_init,0.15,seen,560,12,548,12,42,1.0,0.07664233576642336,0.2222222222222222,0.9616788321167883,0.4222222222222223,11.0,12,1.0,42,12,1.0,19,12,1.0,6,12,1.0,2,12,1.0,0,11,0.9166666666666666,0,1,0.08333333333333333,0,0.0,0.0,0.08333333333333333,0.010948905109489052,0.9166666666666666,0.05656934306569343,1.0,0.07664233576642336,1.0,0.07664233576642336,1.0,0.07664233576642336,1.0,0.07664233576642336
libero_goal_20260907,libero_goal,knn10_persist3,task_init,0.15,unseen,1200,78,1122,78,258,1.0,0.22994652406417113,0.23214285714285715,0.8850267379679144,0.5175213675213675,15.0,78,1.0,258,78,1.0,207,78,1.0,176,78,1.0,97,73,0.9358974358974359,1,35,0.44871794871794873,1,16,0.20512820512820512,0,0.0,0.0,0.20512820512820512,0.044563279857397504,0.44871794871794873,0.14705882352941177,0.9871794871794872,0.22994652406417113,1.0,0.22994652406417113,1.0,0.22994652406417113,1.0,0.22994652406417113
libero_goal_20260907,libero_goal,knn10_persist3,task_init,0.2,seen,560,12,548,12,56,1.0,0.10218978102189781,0.17647058823529413,0.948905109489051,0.4194444444444445,11.0,12,1.0,56,12,1.0,29,12,1.0,17,12,1.0,5,12,1.0,0,11,0.9166666666666666,0,2,0.16666666666666666,0,0.0,0.0,0.16666666666666666,0.01824817518248175,0.9166666666666666,0.08941605839416059,1.0,0.10218978102189781,1.0,0.10218978102189781,1.0,0.10218978102189781,1.0,0.10218978102189781
libero_goal_20260907,libero_goal,knn10_persist3,task_init,0.2,unseen,1200,78,1122,78,290,1.0,0.25846702317290554,0.21195652173913043,0.8707664884135472,0.485042735042735,13.5,78,1.0,290,78,1.0,242,78,1.0,212,78,1.0,127,78,1.0,2,43,0.5512820512820513,1,20,0.2564102564102564,0,0.0,0.0,0.2564102564102564,0.06951871657754011,0.5512820512820513,0.18181818181818182,1.0,0.25846702317290554,1.0,0.25846702317290554,1.0,0.25846702317290554,1.0,0.25846702317290554
libero_goal_20260907,libero_goal,knn10_delta_q7,episode,0.01,seen,560,12,548,12,3,1.0,0.005474452554744526,0.8,0.9972627737226277,0.488888888888889,13.0,12,1.0,3,12,1.0,3,12,1.0,3,12,1.0,1,11,0.9166666666666666,0,8,0.6666666666666666,0,0,0.0,0,0.0,0.0,0.0,0.0018248175182481751,0.6666666666666666,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526
libero_goal_20260907,libero_goal,knn10_delta_q7,episode,0.01,unseen,1200,78,1122,75,17,0.9615384615384616,0.015151515151515152,0.8152173913043478,0.9731934731934733,0.6440170940170942,17.0,75,0.9615384615384616,17,74,0.9487179487179487,9,70,0.8974358974358975,7,68,0.8717948717948718,2,51,0.6538461538461539,2,15,0.19230769230769232,1,0,0.0,0,0.0,0.0,0.0,0.0,0.19230769230769232,0.006238859180035651,0.7435897435897436,0.015151515151515152,0.9615384615384616,0.015151515151515152,0.9615384615384616,0.015151515151515152,0.9615384615384616,0.015151515151515152
libero_goal_20260907,libero_goal,knn10_delta_q7,episode,0.03,seen,560,12,548,12,14,1.0,0.025547445255474453,0.46153846153846156,0.9872262773722628,0.45833333333333326,12.0,12,1.0,14,12,1.0,10,12,1.0,5,12,1.0,1,12,1.0,0,9,0.75,0,2,0.16666666666666666,0,0.0,0.0,0.16666666666666666,0.0036496350364963502,0.75,0.016423357664233577,1.0,0.025547445255474453,1.0,0.025547445255474453,1.0,0.025547445255474453,1.0,0.025547445255474453
libero_goal_20260907,libero_goal,knn10_delta_q7,episode,0.03,unseen,1200,78,1122,78,84,1.0,0.0748663101604278,0.48148148148148145,0.9625668449197861,0.576068376068376,16.0,78,1.0,84,77,0.9871794871794872,52,76,0.9743589743589743,34,76,0.9743589743589743,9,64,0.8205128205128205,2,23,0.2948717948717949,1,1,0.01282051282051282,0,0.0,0.0,0.01282051282051282,0.0017825311942959,0.2948717948717949,0.026737967914438502,0.8846153846153846,0.0748663101604278,1.0,0.0748663101604278,1.0,0.0748663101604278,1.0,0.0748663101604278
