scope,suite,method,recall,fpr,precision,recall_lead4,recall_by_q10,recall_by_q14,recall_by_q21,fpr_by_q14
unseen,libero_goal,v7_guard,0.6866096866096866,0.10740122426265998,0.6683848797250859,0.6652421652421653,0.16666666666666666,0.16666666666666666,0.5028490028490028,0.10628825820812465
unseen,libero_goal,v82_guard,0.9658119658119658,0.10688243527288994,0.6591435185185185,0.9273504273504273,0.16666666666666666,0.17094017094017092,0.7777777777777777,0.10378408458542014
unseen,libero_goal,v8_guard,0.9444444444444445,0.1057506221996058,0.6633659428935019,0.9102564102564102,0.16666666666666666,0.17094017094017092,0.7564102564102564,0.10434056761268783
unseen,libero_long,knn10,0.7341415198558056,0.014812383822584407,0.7886657727833822,0.7268155125297983,0.012820512820512822,0.03296703296703297,0.047619047619047616,0.0022920759659463
unseen,libero_long,knn10_delta_q7,0.707977207977208,0.00900387294553809,0.8603386670809384,0.6636141636141636,0.007326007326007327,0.009157509157509158,0.023809523809523808,0.00032743942370661423
unseen,libero_long,knn10_persist3,0.7660619803476947,0.0327837159462979,0.7322786690433749,0.7605674748531891,0.012820512820512822,0.08974358974358974,0.11538461538461538,0.0183366077275704
unseen,libero_long,knn12_v8,0.6910576196290482,0.042880055895132906,0.7092628342628342,0.6855631141345427,0.040293040293040296,0.08974358974358974,0.10805860805860806,0.019646365422396856
unseen,libero_long,knn_and_v7,0.6420431420431421,0.008694816923237425,0.7821178650671738,0.6347171347171346,0.012820512820512822,0.023809523809523808,0.0347985347985348,0.0006548788474132285
unseen,libero_long,knn_and_v8,0.7262922262922263,0.013964964266145949,0.8090522300469484,0.7189662189662189,0.012820512820512822,0.02197802197802198,0.0347985347985348,0.0006548788474132285
unseen,libero_long,knn_or_v8,0.7341415198558056,0.014812383822584407,0.7886657727833822,0.7268155125297983,0.012820512820512822,0.03296703296703297,0.047619047619047616,0.0022920759659463
unseen,libero_long,v7_guard,0.631054131054131,0.00836737749953081,0.7826847584912101,0.6237281237281237,0.012820512820512822,0.02197802197802198,0.0347985347985348,0.0006548788474132285
unseen,libero_long,v82_guard,0.8555729984301413,0.015175167636315311,0.7067232345713359,0.8346415489272632,0.012820512820512822,0.05535205535205535,0.07000407000407,0.00032743942370661423
unseen,libero_long,v8_guard,0.7244607244607245,0.012441275688063738,0.8219522742461768,0.7171347171347171,0.012820512820512822,0.020146520146520148,0.0347985347985348,0.0006548788474132285
unseen,libero_object,knn10,0.9607843137254902,0.04182279660777208,0.19305555555555554,0.9411764705882352,0.025641025641025644,0.41101055806938164,0.8959276018099548,0.03930809582194569
unseen,libero_object,knn10_delta_q7,0.9607843137254902,0.04375515378070934,0.18786605551311433,0.9411764705882352,0.025641025641025644,0.49434389140271495,0.8763197586726998,0.04095963300049935
unseen,libero_object,knn10_persist3,0.9607843137254902,0.0289191338631624,0.2396825396825397,0.9607843137254902,0.0,0.2631975867269985,0.8310708898944194,0.021087871929486635
unseen,libero_object,knn12_v8,0.9411764705882352,0.030009794795812773,0.302869740583468,0.9215686274509803,0.0,0.4758672699849171,0.8763197586726998,0.024415690523299994
unseen,libero_object,knn_and_v7,0.5214932126696833,0.0210528971507014,0.16417310167310167,0.5214932126696833,0.0,0.0196078431372549,0.4309954751131222,0.019648061818255638
unseen,libero_object,knn_and_v8,0.9547511312217195,0.015443386430078943,0.3708010335917313,0.9351432880844645,0.0,0.22624434389140272,0.8261689291101056,0.013760793815342396
unseen,libero_object,knn_or_v8,0.9607843137254902,0.042103616602155676,0.19266621743036838,0.9411764705882352,0.025641025641025644,0.41101055806938164,0.8959276018099548,0.03958891581632929
unseen,libero_object,v7_guard,0.5214932126696833,0.019666652248439897,0.18837818528221006,0.5214932126696833,0.0,0.0196078431372549,0.3476621417797889,0.01826181691599414
unseen,libero_object,v82_guard,0.9351432880844645,0.007016794674615042,0.5595238095238095,0.9351432880844645,0.0,0.1417797888386124,0.7929864253393665,0.005338214290126449
unseen,libero_object,v8_guard,0.9351432880844645,0.009548186854315398,0.5288600288600288,0.9351432880844645,0.0,0.1417797888386124,0.7673453996983408,0.008148313270272736
unseen,libero_spatial,knn10,1.0,0.042271525379224496,0.45904350491506457,1.0,0.14045454545454547,0.8846103896103896,1.0,0.0419801500878492
unseen,libero_spatial,knn10_delta_q7,1.0,0.03539868192632643,0.5374554642137931,0.9848484848484849,0.1444155844155844,0.8178787878787879,1.0,0.03510730663495113
unseen,libero_spatial,knn10_persist3,1.0,0.06036516054010702,0.36955344013621233,0.9940476190476191,0.03785714285714286,0.8343073593073593,1.0,0.05978545039517948
unseen,libero_spatial,knn12_v8,1.0,0.039904482589578925,0.4767091858213353,1.0,0.2022943722943723,0.861904761904762,1.0,0.03961310729820363
unseen,libero_spatial,knn_and_v7,0.857012987012987,0.01047349958178924,0.8227339181286549,0.7179870129870128,0.005952380952380952,0.17493506493506494,0.857012987012987,0.009602414145486413
unseen,libero_spatial,knn_and_v8,0.98,0.020043083193227135,0.7071708780431522,0.8893073593073594,0.07428571428571429,0.4607792207792208,0.98,0.019171997756924308
unseen,libero_spatial,knn_or_v8,1.0,0.04168877479647392,0.46397655635974394,1.0,0.14045454545454547,0.8846103896103896,1.0,0.041397399505098624
unseen,libero_spatial,v7_guard,0.8503463203463203,0.01047349958178924,0.8219951474430758,0.7179870129870128,0.005952380952380952,0.15311688311688312,0.8503463203463203,0.009602414145486413
unseen,libero_spatial,v82_guard,0.954047619047619,0.00784808152158857,0.8541700268042979,0.848917748917749,0.07357142857142858,0.36627705627705626,0.954047619047619,0.006976996085285744
unseen,libero_spatial,v8_guard,0.954047619047619,0.004061722952621307,0.9078728377746611,0.8296320346320346,0.06166666666666667,0.3601515151515151,0.954047619047619,0.003190637516318479
