scope,suite,method,recall,fpr,precision,recall_lead4,recall_by_q10,recall_by_q14,recall_by_q21,fpr_by_q14
seen,libero_goal,knn10,0.9848484848484849,0.008028680827882913,0.813888888888889,0.9696969696969697,0.0,0.4132630654369785,0.7318840579710145,0.006788369677081844
seen,libero_goal,knn10_delta_q7,1.0,0.012370346744594,0.7540616246498599,1.0,0.0,0.45740008783487046,0.9097496706192358,0.011130035593792933
seen,libero_goal,knn10_persist3,0.9703557312252965,0.005548058526280777,0.8564534231200898,0.9703557312252965,0.0,0.24033816425120777,0.5875054896794026,0.004319053555890168
seen,libero_goal,knn12_v8,0.9848484848484849,0.008649413292190796,0.8056451612903226,0.9545454545454546,0.16666666666666666,0.5110891523935002,0.7167325428194994,0.007409102141389727
seen,libero_goal,knn_and_v7,0.8314668423364076,0.017866257882344746,0.5997549019607843,0.7759112867808521,0.014492753623188406,0.29150197628458496,0.36396574440052704,0.017866257882344746
seen,libero_goal,knn_and_v8,1.0,0.013574431798534292,0.7164502164502164,0.9848484848484849,0.05555555555555555,0.4038208168642951,0.659310496267018,0.012953699334226408
seen,libero_goal,knn_or_v8,0.9848484848484849,0.008028680827882913,0.813888888888889,0.9696969696969697,0.0,0.4132630654369785,0.7318840579710145,0.006788369677081844
seen,libero_goal,v7_guard,0.8036890645586299,0.01791609771524538,0.6037037037037037,0.7759112867808521,0.014492753623188406,0.2750329380764163,0.36396574440052704,0.01791609771524538
seen,libero_goal,v82_guard,1.0,0.01298646409764309,0.7431451612903226,0.9848484848484849,0.05555555555555555,0.37285902503293805,0.6889547650417215,0.01174499916902732
seen,libero_goal,v8_guard,0.9848484848484849,0.013582276645500655,0.7166561248155175,0.9848484848484849,0.05555555555555555,0.3583662714097497,0.6303249890206412,0.012961544181192773
seen,libero_long,knn10,0.5823885109599395,0.015835782200843113,0.6832566069906223,0.5823885109599395,0.0,0.0,0.007936507936507936,0.0006150061500615006
seen,libero_long,knn10_delta_q7,0.5823885109599395,0.015229591128089838,0.6893939393939394,0.5823885109599395,0.0,0.0,0.007936507936507936,0.0006150061500615006
seen,libero_long,knn10_persist3,0.6009070294784581,0.016367354132101643,0.6962233169129721,0.6009070294784581,0.0,0.0,0.0,0.0
seen,libero_long,knn12_v8,0.583522297808012,0.02028124845695487,0.6259259259259259,0.5755857898715041,0.0,0.0,0.007936507936507936,0.0
seen,libero_long,knn_and_v7,0.5430839002267573,0.011464935086226093,0.7410394265232975,0.5245653817082389,0.0,0.0,0.0,0.0
seen,libero_long,knn_and_v8,0.5899470899470899,0.01855697379632071,0.6689754689754689,0.5634920634920635,0.0,0.007936507936507936,0.007936507936507936,0.0
seen,libero_long,knn_or_v8,0.5823885109599395,0.015835782200843113,0.6832566069906223,0.5823885109599395,0.0,0.0,0.007936507936507936,0.0006150061500615006
seen,libero_long,v7_guard,0.5430839002267573,0.011464935086226093,0.7410394265232975,0.5245653817082389,0.0,0.0,0.0,0.0
seen,libero_long,v82_guard,0.6386999244142101,0.01922691967174604,0.6902356902356903,0.5956160241874527,0.0,0.015873015873015872,0.015873015873015872,0.0
seen,libero_long,v8_guard,0.5839002267573696,0.016654966359257922,0.6988304093567251,0.5653817082388511,0.0,0.007936507936507936,0.007936507936507936,0.0
seen,libero_object,knn10,0.8238095238095239,0.0048221820373719115,0.7222222222222222,0.8238095238095239,0.0,0.37142857142857144,0.7095238095238096,0.004219409282700422
seen,libero_object,knn10_delta_q7,0.8714285714285714,0.007233273056057866,0.6761904761904761,0.8714285714285714,0.0,0.48095238095238096,0.7571428571428571,0.006630500301386378
seen,libero_object,knn10_persist3,0.8714285714285714,0.008438818565400843,0.7243107769423558,0.8714285714285714,0.0,0.1619047619047619,0.6761904761904761,0.008438818565400843
seen,libero_object,knn12_v8,0.8095238095238094,0.0024143788700750728,0.8268398268398268,0.8095238095238094,0.0,0.3523809523809524,0.7428571428571429,0.0012055455093429777
seen,libero_object,knn_and_v7,0.27619047619047615,0.007845909364896706,0.2904761904761905,0.27619047619047615,0.0,0.08095238095238096,0.1619047619047619,0.006637076004164612
seen,libero_object,knn_and_v8,0.9047619047619048,0.009650939777522056,0.6350762527233116,0.8571428571428571,0.11428571428571428,0.3428571428571428,0.7904761904761904,0.009048167022850566
seen,libero_object,knn_or_v8,0.8238095238095239,0.0048221820373719115,0.7222222222222222,0.8238095238095239,0.0,0.37142857142857144,0.7095238095238096,0.004219409282700422
seen,libero_object,v7_guard,0.27619047619047615,0.007845909364896706,0.2904761904761905,0.27619047619047615,0.0,0.03333333333333333,0.1619047619047619,0.006637076004164612
seen,libero_object,v82_guard,1.0,0.008438818565400843,0.7777777777777777,0.9047619047619048,0.18095238095238098,0.3238095238095238,0.8047619047619047,0.007836045810729355
seen,libero_object,v8_guard,0.9047619047619048,0.0054249547920434,0.7999999999999999,0.9047619047619048,0.18095238095238098,0.27619047619047615,0.7571428571428571,0.004822182037371911
seen,libero_spatial,knn10,1.0,0.014212622883522442,0.7264969135802469,1.0,0.0,0.7994363929146537,1.0,0.01359533893290516
seen,libero_spatial,knn10_delta_q7,1.0,0.010505407040414291,0.7840086690661403,0.9814814814814815,0.0,0.7954106280193236,1.0,0.010505407040414291
seen,libero_spatial,knn10_persist3,1.0,0.014843637263188275,0.7281025262769685,1.0,0.0,0.7389694041867955,1.0,0.014226353312570989
seen,libero_spatial,knn12_v8,1.0,0.010491676611365741,0.780360873694207,1.0,0.07463768115942028,0.7805958132045089,1.0,0.009874392660748457
seen,libero_spatial,knn_and_v7,0.8617552334943639,0.01856341282221016,0.669578853046595,0.7106280193236715,0.0,0.10120772946859902,0.8617552334943639,0.017946128871592876
seen,libero_spatial,knn_and_v8,0.9814814814814815,0.01235725889226614,0.7564313081554461,0.9213365539452495,0.031159420289855074,0.43937198067632854,0.9814814814814815,0.011739974941648856
seen,libero_spatial,knn_or_v8,1.0,0.01298261058339944,0.7473664787976383,1.0,0.0,0.7994363929146537,1.0,0.012365326632782156
seen,libero_spatial,v7_guard,0.8617552334943639,0.020419883900887427,0.6434135623689204,0.6939613526570048,0.0,0.08671497584541062,0.8617552334943639,0.019802599950270144
seen,libero_spatial,v82_guard,0.9629629629629629,0.0030853126656654527,0.9187710437710438,0.865780998389694,0.016666666666666666,0.27987117552334945,0.9629629629629629,0.0024680287150481684
seen,libero_spatial,v8_guard,0.9444444444444445,0.0012345679012345679,0.9696969696969697,0.8472624798711754,0.016666666666666666,0.2135265700483092,0.9444444444444445,0.0006172839506172839
unseen,libero_goal,knn10,0.9957264957264957,0.14063441628682852,0.5132878877692156,0.9743589743589745,0.17094017094017092,0.3091168091168091,0.8974358974358975,0.13543759885393133
unseen,libero_goal,knn10_delta_q7,0.982905982905983,0.13078942255935275,0.4661383390472377,0.9658119658119658,0.16666666666666666,0.3376068376068376,0.9017094017094017,0.12563029916395319
unseen,libero_goal,knn10_persist3,0.982905982905983,0.11705317659479918,0.568004082638229,0.9786324786324787,0.004273504273504273,0.25071225071225073,0.8461538461538461,0.11562427498913236
unseen,libero_goal,knn12_v8,0.9957264957264957,0.1706828644187323,0.535760066216919,0.9700854700854701,0.17094017094017092,0.4601139601139601,0.8888888888888888,0.16310933872677394
unseen,libero_goal,knn_and_v7,0.7321937321937323,0.10769831279504265,0.6618489320126676,0.727920227920228,0.16666666666666666,0.16666666666666666,0.5441595441595442,0.10628825820812465
unseen,libero_goal,knn_and_v8,0.9487179487179488,0.11662088825007415,0.6584538349946184,0.923076923076923,0.16666666666666666,0.17094017094017092,0.7606837606837606,0.11407902058987202
unseen,libero_goal,knn_or_v8,0.9957264957264957,0.14063441628682852,0.5132878877692156,0.9743589743589745,0.17094017094017092,0.3091168091168091,0.8974358974358975,0.13543759885393133
