head,quantile,finite_real_queries,finite_padded_queries,original_threshold,valid_only_threshold,valid_after_warmup_threshold
frontback_flowpath,0.005,221781,547819,0.0,0.06585969775915146,0.051326364278793335
curvature_3step,0.995,221781,72878,0.3890000581741333,0.3038744330406189,0.3136219084262848
