scope,suite,method,failure,episodes,unique_episodes,bin,count,fraction
seen,all,knn10_delta_q7,True,251,200,0-25%,0,0.0
seen,all,knn10_delta_q7,True,251,200,25-50%,23,0.09163346613545817
seen,all,knn10_delta_q7,True,251,200,50-75%,146,0.5816733067729084
seen,all,knn10_delta_q7,True,251,200,75-100%,27,0.10756972111553785
seen,all,knn10_delta_q7,True,251,200,no_alarm,55,0.21912350597609562
seen,libero_goal,knn10_delta_q7,False,1623,1471,0-25%,0,0.0
seen,libero_goal,knn10_delta_q7,False,1623,1471,25-50%,1,0.0006161429451632779
seen,libero_goal,knn10_delta_q7,False,1623,1471,50-75%,13,0.008009858287122612
seen,libero_goal,knn10_delta_q7,False,1623,1471,75-100%,6,0.0036968576709796672
seen,libero_goal,knn10_delta_q7,False,1623,1471,no_alarm,1603,0.9876771410967344
seen,libero_goal,knn10_delta_q7,True,57,49,0-25%,0,0.0
seen,libero_goal,knn10_delta_q7,True,57,49,25-50%,21,0.3684210526315789
seen,libero_goal,knn10_delta_q7,True,57,49,50-75%,30,0.5263157894736842
seen,libero_goal,knn10_delta_q7,True,57,49,75-100%,6,0.10526315789473684
seen,libero_goal,knn10_delta_q7,True,57,49,no_alarm,0,0.0
seen,libero_long,knn10_delta_q7,False,1571,1357,0-25%,0,0.0
seen,libero_long,knn10_delta_q7,False,1571,1357,25-50%,2,0.001273074474856779
seen,libero_long,knn10_delta_q7,False,1571,1357,50-75%,10,0.006365372374283896
seen,libero_long,knn10_delta_q7,False,1571,1357,75-100%,12,0.0076384468491406746
seen,libero_long,knn10_delta_q7,False,1571,1357,no_alarm,1547,0.9847231063017187
seen,libero_long,knn10_delta_q7,True,109,83,0-25%,0,0.0
seen,libero_long,knn10_delta_q7,True,109,83,25-50%,1,0.009174311926605505
seen,libero_long,knn10_delta_q7,True,109,83,50-75%,47,0.43119266055045874
seen,libero_long,knn10_delta_q7,True,109,83,75-100%,9,0.08256880733944955
seen,libero_long,knn10_delta_q7,True,109,83,no_alarm,52,0.47706422018348627
seen,libero_object,knn10_delta_q7,False,1656,1414,0-25%,0,0.0
seen,libero_object,knn10_delta_q7,False,1656,1414,25-50%,0,0.0
seen,libero_object,knn10_delta_q7,False,1656,1414,50-75%,0,0.0
seen,libero_object,knn10_delta_q7,False,1656,1414,75-100%,12,0.007246376811594203
seen,libero_object,knn10_delta_q7,False,1656,1414,no_alarm,1644,0.9927536231884058
seen,libero_object,knn10_delta_q7,True,24,18,0-25%,0,0.0
seen,libero_object,knn10_delta_q7,True,24,18,25-50%,1,0.041666666666666664
seen,libero_object,knn10_delta_q7,True,24,18,50-75%,16,0.6666666666666666
seen,libero_object,knn10_delta_q7,True,24,18,75-100%,4,0.16666666666666666
seen,libero_object,knn10_delta_q7,True,24,18,no_alarm,3,0.125
seen,libero_spatial,knn10_delta_q7,False,1619,1462,0-25%,0,0.0
seen,libero_spatial,knn10_delta_q7,False,1619,1462,25-50%,0,0.0
seen,libero_spatial,knn10_delta_q7,False,1619,1462,50-75%,2,0.0012353304508956147
seen,libero_spatial,knn10_delta_q7,False,1619,1462,75-100%,15,0.00926497838171711
seen,libero_spatial,knn10_delta_q7,False,1619,1462,no_alarm,1602,0.9894996911673872
seen,libero_spatial,knn10_delta_q7,True,61,50,0-25%,0,0.0
seen,libero_spatial,knn10_delta_q7,True,61,50,25-50%,0,0.0
seen,libero_spatial,knn10_delta_q7,True,61,50,50-75%,53,0.8688524590163934
seen,libero_spatial,knn10_delta_q7,True,61,50,75-100%,8,0.13114754098360656
seen,libero_spatial,knn10_delta_q7,True,61,50,no_alarm,0,0.0
seen,all,knn10_persist3,False,6469,5704,0-25%,0,0.0
seen,all,knn10_persist3,False,6469,5704,25-50%,0,0.0
seen,all,knn10_persist3,False,6469,5704,50-75%,25,0.0038645849435770597
seen,all,knn10_persist3,False,6469,5704,75-100%,48,0.007420003091667955
seen,all,knn10_persist3,False,6469,5704,no_alarm,6396,0.988715411964755
seen,all,knn10_persist3,True,251,200,0-25%,0,0.0
seen,all,knn10_persist3,True,251,200,25-50%,11,0.043824701195219126
seen,all,knn10_persist3,True,251,200,50-75%,131,0.5219123505976095
seen,all,knn10_persist3,True,251,200,75-100%,53,0.21115537848605578
seen,all,knn10_persist3,True,251,200,no_alarm,56,0.22310756972111553
seen,libero_goal,knn10_persist3,False,1623,1471,0-25%,0,0.0
seen,libero_goal,knn10_persist3,False,1623,1471,25-50%,0,0.0
seen,libero_goal,knn10_persist3,False,1623,1471,50-75%,6,0.0036968576709796672
seen,libero_goal,knn10_persist3,False,1623,1471,75-100%,3,0.0018484288354898336
seen,libero_goal,knn10_persist3,False,1623,1471,no_alarm,1614,0.9944547134935305
seen,libero_goal,knn10_persist3,True,57,49,0-25%,0,0.0
seen,libero_goal,knn10_persist3,True,57,49,25-50%,9,0.15789473684210525
seen,libero_goal,knn10_persist3,True,57,49,50-75%,21,0.3684210526315789
seen,libero_goal,knn10_persist3,True,57,49,75-100%,25,0.43859649122807015
seen,libero_goal,knn10_persist3,True,57,49,no_alarm,2,0.03508771929824561
seen,libero_long,knn10_persist3,False,1571,1357,0-25%,0,0.0
seen,libero_long,knn10_persist3,False,1571,1357,25-50%,0,0.0
seen,libero_long,knn10_persist3,False,1571,1357,50-75%,14,0.008911521323997454
seen,libero_long,knn10_persist3,False,1571,1357,75-100%,12,0.0076384468491406746
seen,libero_long,knn10_persist3,False,1571,1357,no_alarm,1545,0.9834500318268619
seen,libero_long,knn10_persist3,True,109,83,0-25%,0,0.0
seen,libero_long,knn10_persist3,True,109,83,25-50%,2,0.01834862385321101
seen,libero_long,knn10_persist3,True,109,83,50-75%,41,0.3761467889908257
seen,libero_long,knn10_persist3,True,109,83,75-100%,15,0.13761467889908258
seen,libero_long,knn10_persist3,True,109,83,no_alarm,51,0.46788990825688076
seen,libero_object,knn10_persist3,False,1656,1414,0-25%,0,0.0
seen,libero_object,knn10_persist3,False,1656,1414,25-50%,0,0.0
seen,libero_object,knn10_persist3,False,1656,1414,50-75%,2,0.0012077294685990338
seen,libero_object,knn10_persist3,False,1656,1414,75-100%,12,0.007246376811594203
seen,libero_object,knn10_persist3,False,1656,1414,no_alarm,1642,0.9915458937198067
seen,libero_object,knn10_persist3,True,24,18,0-25%,0,0.0
seen,libero_object,knn10_persist3,True,24,18,25-50%,0,0.0
seen,libero_object,knn10_persist3,True,24,18,50-75%,14,0.5833333333333334
seen,libero_object,knn10_persist3,True,24,18,75-100%,7,0.2916666666666667
seen,libero_object,knn10_persist3,True,24,18,no_alarm,3,0.125
seen,libero_spatial,knn10_persist3,False,1619,1462,0-25%,0,0.0
seen,libero_spatial,knn10_persist3,False,1619,1462,25-50%,0,0.0
seen,libero_spatial,knn10_persist3,False,1619,1462,50-75%,3,0.0018529956763434219
seen,libero_spatial,knn10_persist3,False,1619,1462,75-100%,21,0.012970969734403953
seen,libero_spatial,knn10_persist3,False,1619,1462,no_alarm,1595,0.9851760345892526
seen,libero_spatial,knn10_persist3,True,61,50,0-25%,0,0.0
seen,libero_spatial,knn10_persist3,True,61,50,25-50%,0,0.0
seen,libero_spatial,knn10_persist3,True,61,50,50-75%,55,0.9016393442622951
seen,libero_spatial,knn10_persist3,True,61,50,75-100%,6,0.09836065573770492
seen,libero_spatial,knn10_persist3,True,61,50,no_alarm,0,0.0
seen,all,knn12_v8,False,6469,5704,0-25%,0,0.0
seen,all,knn12_v8,False,6469,5704,25-50%,2,0.0003091667954861648
seen,all,knn12_v8,False,6469,5704,50-75%,36,0.005565002318750966
seen,all,knn12_v8,False,6469,5704,75-100%,29,0.00448291853454939
seen,all,knn12_v8,False,6469,5704,no_alarm,6402,0.9896429123512135
seen,all,knn12_v8,True,251,200,0-25%,0,0.0
seen,all,knn12_v8,True,251,200,25-50%,24,0.09561752988047809
seen,all,knn12_v8,True,251,200,50-75%,129,0.5139442231075697
seen,all,knn12_v8,True,251,200,75-100%,41,0.16334661354581673
seen,all,knn12_v8,True,251,200,no_alarm,57,0.22709163346613545
seen,libero_goal,knn12_v8,False,1623,1471,0-25%,0,0.0
seen,libero_goal,knn12_v8,False,1623,1471,25-50%,1,0.0006161429451632779
seen,libero_goal,knn12_v8,False,1623,1471,50-75%,9,0.005545286506469501
seen,libero_goal,knn12_v8,False,1623,1471,75-100%,4,0.0024645717806531116
seen,libero_goal,knn12_v8,False,1623,1471,no_alarm,1609,0.9913739987677141
seen,libero_goal,knn12_v8,True,57,49,0-25%,0,0.0
seen,libero_goal,knn12_v8,True,57,49,25-50%,19,0.3333333333333333
seen,libero_goal,knn12_v8,True,57,49,50-75%,19,0.3333333333333333
seen,libero_goal,knn12_v8,True,57,49,75-100%,18,0.3157894736842105
seen,libero_goal,knn12_v8,True,57,49,no_alarm,1,0.017543859649122806
seen,libero_long,knn12_v8,False,1571,1357,0-25%,0,0.0
seen,libero_long,knn12_v8,False,1571,1357,25-50%,1,0.0006365372374283895
seen,libero_long,knn12_v8,False,1571,1357,50-75%,22,0.014003819223424571
seen,libero_long,knn12_v8,False,1571,1357,75-100%,9,0.005728835136855506
seen,libero_long,knn12_v8,False,1571,1357,no_alarm,1539,0.9796308084022916
seen,libero_long,knn12_v8,True,109,83,0-25%,0,0.0
seen,libero_long,knn12_v8,True,109,83,25-50%,3,0.027522935779816515
seen,libero_long,knn12_v8,True,109,83,50-75%,43,0.3944954128440367
seen,libero_long,knn12_v8,True,109,83,75-100%,11,0.10091743119266056
seen,libero_long,knn12_v8,True,109,83,no_alarm,52,0.47706422018348627
seen,libero_object,knn12_v8,False,1656,1414,0-25%,0,0.0
seen,libero_object,knn12_v8,False,1656,1414,25-50%,0,0.0
seen,libero_object,knn12_v8,False,1656,1414,50-75%,1,0.0006038647342995169
seen,libero_object,knn12_v8,False,1656,1414,75-100%,3,0.0018115942028985507
seen,libero_object,knn12_v8,False,1656,1414,no_alarm,1652,0.9975845410628019
seen,libero_object,knn12_v8,True,24,18,0-25%,0,0.0
seen,libero_object,knn12_v8,True,24,18,25-50%,2,0.08333333333333333
seen,libero_object,knn12_v8,True,24,18,50-75%,15,0.625
seen,libero_object,knn12_v8,True,24,18,75-100%,3,0.125
seen,libero_object,knn12_v8,True,24,18,no_alarm,4,0.16666666666666666
seen,libero_spatial,knn12_v8,False,1619,1462,0-25%,0,0.0
seen,libero_spatial,knn12_v8,False,1619,1462,25-50%,0,0.0
seen,libero_spatial,knn12_v8,False,1619,1462,50-75%,4,0.0024706609017912293
seen,libero_spatial,knn12_v8,False,1619,1462,75-100%,13,0.008029647930821495
seen,libero_spatial,knn12_v8,False,1619,1462,no_alarm,1602,0.9894996911673872
seen,libero_spatial,knn12_v8,True,61,50,0-25%,0,0.0
seen,libero_spatial,knn12_v8,True,61,50,25-50%,0,0.0
seen,libero_spatial,knn12_v8,True,61,50,50-75%,52,0.8524590163934426
seen,libero_spatial,knn12_v8,True,61,50,75-100%,9,0.14754098360655737
seen,libero_spatial,knn12_v8,True,61,50,no_alarm,0,0.0
seen,all,knn_and_v7,False,6469,5704,0-25%,0,0.0
seen,all,knn_and_v7,False,6469,5704,25-50%,4,0.0006183335909723295
seen,all,knn_and_v7,False,6469,5704,50-75%,13,0.002009584170660071
seen,all,knn_and_v7,False,6469,5704,75-100%,73,0.011284588035245015
seen,all,knn_and_v7,False,6469,5704,no_alarm,6379,0.9860874942031226
seen,all,knn_and_v7,True,251,200,0-25%,0,0.0
seen,all,knn_and_v7,True,251,200,25-50%,13,0.05179282868525897
seen,all,knn_and_v7,True,251,200,50-75%,69,0.2749003984063745
seen,all,knn_and_v7,True,251,200,75-100%,83,0.33067729083665337
seen,all,knn_and_v7,True,251,200,no_alarm,86,0.3426294820717131
seen,libero_goal,knn_and_v7,False,1623,1471,0-25%,0,0.0
seen,libero_goal,knn_and_v7,False,1623,1471,25-50%,0,0.0
seen,libero_goal,knn_and_v7,False,1623,1471,50-75%,5,0.0030807147258163892
seen,libero_goal,knn_and_v7,False,1623,1471,75-100%,24,0.014787430683918669
seen,libero_goal,knn_and_v7,False,1623,1471,no_alarm,1594,0.982131854590265
seen,libero_goal,knn_and_v7,True,57,49,0-25%,0,0.0
seen,libero_goal,knn_and_v7,True,57,49,25-50%,12,0.21052631578947367
seen,libero_goal,knn_and_v7,True,57,49,50-75%,10,0.17543859649122806
seen,libero_goal,knn_and_v7,True,57,49,75-100%,28,0.49122807017543857
seen,libero_goal,knn_and_v7,True,57,49,no_alarm,7,0.12280701754385964
seen,libero_long,knn_and_v7,False,1571,1357,0-25%,0,0.0
seen,libero_long,knn_and_v7,False,1571,1357,25-50%,4,0.002546148949713558
seen,libero_long,knn_and_v7,False,1571,1357,50-75%,8,0.005092297899427116
seen,libero_long,knn_and_v7,False,1571,1357,75-100%,6,0.0038192234245703373
seen,libero_long,knn_and_v7,False,1571,1357,no_alarm,1553,0.988542329726289
seen,libero_long,knn_and_v7,True,109,83,0-25%,0,0.0
seen,libero_long,knn_and_v7,True,109,83,25-50%,1,0.009174311926605505
seen,libero_long,knn_and_v7,True,109,83,50-75%,44,0.4036697247706422
seen,libero_long,knn_and_v7,True,109,83,75-100%,10,0.09174311926605505
seen,libero_long,knn_and_v7,True,109,83,no_alarm,54,0.4954128440366973
seen,libero_object,knn_and_v7,False,1656,1414,0-25%,0,0.0
seen,libero_object,knn_and_v7,False,1656,1414,25-50%,0,0.0
seen,libero_object,knn_and_v7,False,1656,1414,50-75%,0,0.0
seen,libero_object,knn_and_v7,False,1656,1414,75-100%,13,0.00785024154589372
seen,libero_object,knn_and_v7,False,1656,1414,no_alarm,1643,0.9921497584541062
seen,libero_object,knn_and_v7,True,24,18,0-25%,0,0.0
seen,libero_object,knn_and_v7,True,24,18,25-50%,0,0.0
seen,libero_object,knn_and_v7,True,24,18,50-75%,2,0.08333333333333333
seen,libero_object,knn_and_v7,True,24,18,75-100%,5,0.20833333333333334
seen,libero_object,knn_and_v7,True,24,18,no_alarm,17,0.7083333333333334
seen,libero_spatial,knn_and_v7,False,1619,1462,0-25%,0,0.0
seen,libero_spatial,knn_and_v7,False,1619,1462,25-50%,0,0.0
seen,libero_spatial,knn_and_v7,False,1619,1462,50-75%,0,0.0
seen,libero_spatial,knn_and_v7,False,1619,1462,75-100%,30,0.01852995676343422
seen,libero_spatial,knn_and_v7,False,1619,1462,no_alarm,1589,0.9814700432365658
seen,libero_spatial,knn_and_v7,True,61,50,0-25%,0,0.0
seen,libero_spatial,knn_and_v7,True,61,50,25-50%,0,0.0
seen,libero_spatial,knn_and_v7,True,61,50,50-75%,13,0.21311475409836064
seen,libero_spatial,knn_and_v7,True,61,50,75-100%,40,0.6557377049180327
seen,libero_spatial,knn_and_v7,True,61,50,no_alarm,8,0.13114754098360656
seen,all,knn_and_v8,False,6469,5704,0-25%,0,0.0
seen,all,knn_and_v8,False,6469,5704,25-50%,5,0.000772916988715412
seen,all,knn_and_v8,False,6469,5704,50-75%,34,0.005255835523264802
seen,all,knn_and_v8,False,6469,5704,75-100%,48,0.007420003091667955
seen,all,knn_and_v8,False,6469,5704,no_alarm,6382,0.9865512443963518
seen,all,knn_and_v8,True,251,200,0-25%,0,0.0
seen,all,knn_and_v8,True,251,200,25-50%,22,0.08764940239043825
seen,all,knn_and_v8,True,251,200,50-75%,112,0.44621513944223107
seen,all,knn_and_v8,True,251,200,75-100%,65,0.2589641434262948
seen,all,knn_and_v8,True,251,200,no_alarm,52,0.20717131474103587
seen,libero_goal,knn_and_v8,False,1623,1471,0-25%,0,0.0
seen,libero_goal,knn_and_v8,False,1623,1471,25-50%,1,0.0006161429451632779
seen,libero_goal,knn_and_v8,False,1623,1471,50-75%,9,0.005545286506469501
seen,libero_goal,knn_and_v8,False,1623,1471,75-100%,12,0.0073937153419593345
seen,libero_goal,knn_and_v8,False,1623,1471,no_alarm,1601,0.9864448552064079
seen,libero_goal,knn_and_v8,True,57,49,0-25%,0,0.0
seen,libero_goal,knn_and_v8,True,57,49,25-50%,14,0.24561403508771928
seen,libero_goal,knn_and_v8,True,57,49,50-75%,21,0.3684210526315789
seen,libero_goal,knn_and_v8,True,57,49,75-100%,22,0.38596491228070173
seen,libero_goal,knn_and_v8,True,57,49,no_alarm,0,0.0
seen,libero_long,knn_and_v8,False,1571,1357,0-25%,0,0.0
seen,libero_long,knn_and_v8,False,1571,1357,25-50%,4,0.002546148949713558
seen,libero_long,knn_and_v8,False,1571,1357,50-75%,17,0.010821133036282623
seen,libero_long,knn_and_v8,False,1571,1357,75-100%,8,0.005092297899427116
seen,libero_long,knn_and_v8,False,1571,1357,no_alarm,1542,0.9815404201145767
seen,libero_long,knn_and_v8,True,109,83,0-25%,0,0.0
seen,libero_long,knn_and_v8,True,109,83,25-50%,1,0.009174311926605505
seen,libero_long,knn_and_v8,True,109,83,50-75%,47,0.43119266055045874
seen,libero_long,knn_and_v8,True,109,83,75-100%,12,0.11009174311926606
seen,libero_long,knn_and_v8,True,109,83,no_alarm,49,0.44954128440366975
seen,libero_object,knn_and_v8,False,1656,1414,0-25%,0,0.0
seen,libero_object,knn_and_v8,False,1656,1414,25-50%,0,0.0
seen,libero_object,knn_and_v8,False,1656,1414,50-75%,7,0.004227053140096618
seen,libero_object,knn_and_v8,False,1656,1414,75-100%,9,0.005434782608695652
seen,libero_object,knn_and_v8,False,1656,1414,no_alarm,1640,0.9903381642512077
seen,libero_object,knn_and_v8,True,24,18,0-25%,0,0.0
seen,libero_object,knn_and_v8,True,24,18,25-50%,7,0.2916666666666667
seen,libero_object,knn_and_v8,True,24,18,50-75%,9,0.375
seen,libero_object,knn_and_v8,True,24,18,75-100%,6,0.25
seen,libero_object,knn_and_v8,True,24,18,no_alarm,2,0.08333333333333333
seen,libero_spatial,knn_and_v8,False,1619,1462,0-25%,0,0.0
seen,libero_spatial,knn_and_v8,False,1619,1462,25-50%,0,0.0
seen,libero_spatial,knn_and_v8,False,1619,1462,50-75%,1,0.0006176652254478073
seen,libero_spatial,knn_and_v8,False,1619,1462,75-100%,19,0.01173563928350834
seen,libero_spatial,knn_and_v8,False,1619,1462,no_alarm,1599,0.9876466954910439
seen,libero_spatial,knn_and_v8,True,61,50,0-25%,0,0.0
seen,libero_spatial,knn_and_v8,True,61,50,25-50%,0,0.0
seen,libero_spatial,knn_and_v8,True,61,50,50-75%,35,0.5737704918032787
seen,libero_spatial,knn_and_v8,True,61,50,75-100%,25,0.4098360655737705
seen,libero_spatial,knn_and_v8,True,61,50,no_alarm,1,0.01639344262295082
seen,all,knn_or_v8,False,6469,5704,0-25%,0,0.0
seen,all,knn_or_v8,False,6469,5704,25-50%,3,0.0004637501932292472
seen,all,knn_or_v8,False,6469,5704,50-75%,22,0.0034008347503478127
seen,all,knn_or_v8,False,6469,5704,75-100%,42,0.00649250270520946
seen,all,knn_or_v8,False,6469,5704,no_alarm,6402,0.9896429123512135
seen,all,knn_or_v8,True,251,200,0-25%,0,0.0
seen,all,knn_or_v8,True,251,200,25-50%,19,0.07569721115537849
seen,all,knn_or_v8,True,251,200,50-75%,138,0.549800796812749
seen,all,knn_or_v8,True,251,200,75-100%,37,0.14741035856573706
seen,all,knn_or_v8,True,251,200,no_alarm,57,0.22709163346613545
seen,libero_goal,knn_or_v8,False,1623,1471,0-25%,0,0.0
seen,libero_goal,knn_or_v8,False,1623,1471,25-50%,1,0.0006161429451632779
seen,libero_goal,knn_or_v8,False,1623,1471,50-75%,8,0.004929143561306223
seen,libero_goal,knn_or_v8,False,1623,1471,75-100%,4,0.0024645717806531116
seen,libero_goal,knn_or_v8,False,1623,1471,no_alarm,1610,0.9919901417128774
seen,libero_goal,knn_or_v8,True,57,49,0-25%,0,0.0
seen,libero_goal,knn_or_v8,True,57,49,25-50%,16,0.2807017543859649
seen,libero_goal,knn_or_v8,True,57,49,50-75%,23,0.40350877192982454
seen,libero_goal,knn_or_v8,True,57,49,75-100%,17,0.2982456140350877
seen,libero_goal,knn_or_v8,True,57,49,no_alarm,1,0.017543859649122806
seen,libero_long,knn_or_v8,False,1571,1357,0-25%,0,0.0
seen,libero_long,knn_or_v8,False,1571,1357,25-50%,2,0.001273074474856779
seen,libero_long,knn_or_v8,False,1571,1357,50-75%,11,0.007001909611712286
seen,libero_long,knn_or_v8,False,1571,1357,75-100%,12,0.0076384468491406746
seen,libero_long,knn_or_v8,False,1571,1357,no_alarm,1546,0.9840865690642903
seen,libero_long,knn_or_v8,True,109,83,0-25%,0,0.0
seen,libero_long,knn_or_v8,True,109,83,25-50%,1,0.009174311926605505
seen,libero_long,knn_or_v8,True,109,83,50-75%,47,0.43119266055045874
seen,libero_long,knn_or_v8,True,109,83,75-100%,9,0.08256880733944955
seen,libero_long,knn_or_v8,True,109,83,no_alarm,52,0.47706422018348627
seen,libero_object,knn_or_v8,False,1656,1414,0-25%,0,0.0
seen,libero_object,knn_or_v8,False,1656,1414,25-50%,0,0.0
seen,libero_object,knn_or_v8,False,1656,1414,50-75%,0,0.0
seen,libero_object,knn_or_v8,False,1656,1414,75-100%,8,0.004830917874396135
seen,libero_object,knn_or_v8,False,1656,1414,no_alarm,1648,0.9951690821256038
seen,libero_object,knn_or_v8,True,24,18,0-25%,0,0.0
seen,libero_object,knn_or_v8,True,24,18,25-50%,2,0.08333333333333333
seen,libero_object,knn_or_v8,True,24,18,50-75%,13,0.5416666666666666
seen,libero_object,knn_or_v8,True,24,18,75-100%,5,0.20833333333333334
seen,libero_object,knn_or_v8,True,24,18,no_alarm,4,0.16666666666666666
seen,libero_spatial,knn_or_v8,False,1619,1462,0-25%,0,0.0
seen,libero_spatial,knn_or_v8,False,1619,1462,25-50%,0,0.0
seen,libero_spatial,knn_or_v8,False,1619,1462,50-75%,3,0.0018529956763434219
seen,libero_spatial,knn_or_v8,False,1619,1462,75-100%,18,0.011117974058060531
seen,libero_spatial,knn_or_v8,False,1619,1462,no_alarm,1598,0.9870290302655961
seen,libero_spatial,knn_or_v8,True,61,50,0-25%,0,0.0
seen,libero_spatial,knn_or_v8,True,61,50,25-50%,0,0.0
seen,libero_spatial,knn_or_v8,True,61,50,50-75%,55,0.9016393442622951
seen,libero_spatial,knn_or_v8,True,61,50,75-100%,6,0.09836065573770492
seen,libero_spatial,knn_or_v8,True,61,50,no_alarm,0,0.0
seen,all,v7_guard,False,6469,5704,0-25%,0,0.0
seen,all,v7_guard,False,6469,5704,25-50%,4,0.0006183335909723295
seen,all,v7_guard,False,6469,5704,50-75%,13,0.002009584170660071
seen,all,v7_guard,False,6469,5704,75-100%,76,0.011748338228474263
seen,all,v7_guard,False,6469,5704,no_alarm,6376,0.9856237440098934
seen,all,v7_guard,True,251,200,0-25%,0,0.0
seen,all,v7_guard,True,251,200,25-50%,7,0.027888446215139442
seen,all,v7_guard,True,251,200,50-75%,75,0.29880478087649404
seen,all,v7_guard,True,251,200,75-100%,82,0.32669322709163345
seen,all,v7_guard,True,251,200,no_alarm,87,0.3466135458167331
seen,libero_goal,v7_guard,False,1623,1471,0-25%,0,0.0
seen,libero_goal,v7_guard,False,1623,1471,25-50%,0,0.0
seen,libero_goal,v7_guard,False,1623,1471,50-75%,5,0.0030807147258163892
seen,libero_goal,v7_guard,False,1623,1471,75-100%,24,0.014787430683918669
seen,libero_goal,v7_guard,False,1623,1471,no_alarm,1594,0.982131854590265
seen,libero_goal,v7_guard,True,57,49,0-25%,0,0.0
seen,libero_goal,v7_guard,True,57,49,25-50%,7,0.12280701754385964
seen,libero_goal,v7_guard,True,57,49,50-75%,15,0.2631578947368421
seen,libero_goal,v7_guard,True,57,49,75-100%,27,0.47368421052631576
seen,libero_goal,v7_guard,True,57,49,no_alarm,8,0.14035087719298245
seen,libero_long,v7_guard,False,1571,1357,0-25%,0,0.0
seen,libero_long,v7_guard,False,1571,1357,25-50%,4,0.002546148949713558
seen,libero_long,v7_guard,False,1571,1357,50-75%,8,0.005092297899427116
seen,libero_long,v7_guard,False,1571,1357,75-100%,6,0.0038192234245703373
