method,sample,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query,tp_lead0,recall_lead0,legacy_filtered_fp_lead0,tp_lead2,recall_lead2,legacy_filtered_fp_lead2,tp_lead4,recall_lead4,legacy_filtered_fp_lead4,tp_lead8,recall_lead8,legacy_filtered_fp_lead8,tp_lead12,recall_lead12,legacy_filtered_fp_lead12,tp_lead16,recall_lead16,legacy_filtered_fp_lead16,tp_lead20,recall_lead20,legacy_filtered_fp_lead20,recall_by_q7,fpr_by_q7,recall_by_q10,fpr_by_q10,recall_by_q14,fpr_by_q14,recall_by_q21,fpr_by_q21,recall_by_q29,fpr_by_q29,recall_by_q39,fpr_by_q39,recall_by_q51,fpr_by_q51
v7_frozen,historical_external_15600,15600,564,15036,439,80,0.7783687943262412,0.005320563979781857,0.8458574181117534,0.8865241151732297,0.7844472902983541,25.0,439,0.7783687943262412,80,410,0.7269503546099291,71,347,0.6152482269503546,57,261,0.4627659574468085,43,228,0.40425531914893614,31,199,0.3528368794326241,17,136,0.24113475177304963,11,0.0,6.650704974727321e-05,0.024822695035460994,6.650704974727321e-05,0.05851063829787234,0.00033253524873636604,0.30319148936170215,0.002194732641660016,0.4574468085106383,0.003923915935089119,0.7145390070921985,0.005320563979781857,0.7783687943262412,0.005320563979781857
v8_frozen,historical_external_15600,15600,564,15036,460,90,0.8156028368794326,0.005985634477254589,0.8363636363636363,0.904808601201089,0.7646991306565775,24.5,460,0.8156028368794326,90,436,0.7730496453900709,80,377,0.6684397163120568,66,287,0.5088652482269503,47,242,0.42907801418439717,32,202,0.35815602836879434,18,137,0.2429078014184397,11,0.0,6.650704974727321e-05,0.026595744680851064,0.00019952114924181964,0.07092198581560284,0.0007315775472200053,0.3546099290780142,0.002926310188880021,0.49645390070921985,0.004655493482309125,0.7535460992907801,0.005985634477254589,0.8156028368794326,0.005985634477254589
v82_frozen,historical_external_15600,15600,564,15036,475,98,0.8421985815602837,0.006517690875232775,0.8289703315881326,0.9178404453425255,0.7517068628770757,24.0,475,0.8421985815602837,98,452,0.8014184397163121,89,396,0.7021276595744681,73,303,0.5372340425531915,55,254,0.450354609929078,36,207,0.3670212765957447,18,141,0.25,11,0.0,6.650704974727321e-05,0.030141843971631204,0.00019952114924181964,0.0851063829787234,0.0008645916467145518,0.37943262411347517,0.00352487363660548,0.5212765957446809,0.0051875498802873106,0.7819148936170213,0.006517690875232775,0.8421985815602837,0.006517690875232775
v83_frozen,historical_external_15600,15600,564,15036,478,95,0.8475177304964538,0.006318169725990955,0.8342059336823735,0.9205997803852315,0.7496533608235735,24.0,478,0.8475177304964538,95,454,0.8049645390070922,86,398,0.7056737588652482,70,303,0.5372340425531915,57,260,0.46099290780141844,35,212,0.375886524822695,18,140,0.24822695035460993,11,0.0,6.650704974727321e-05,0.03368794326241135,0.0003990422984836393,0.08865248226950355,0.0008645916467145518,0.3829787234042553,0.0032588454376163874,0.5230496453900709,0.004988028731045491,0.7872340425531915,0.006318169725990955,0.8475177304964538,0.006318169725990955
