fold,scope,method,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query,tp_lead0,recall_lead0,legacy_filtered_fp_lead0,tp_lead2,recall_lead2,legacy_filtered_fp_lead2,tp_lead4,recall_lead4,legacy_filtered_fp_lead4,tp_lead8,recall_lead8,legacy_filtered_fp_lead8,tp_lead12,recall_lead12,legacy_filtered_fp_lead12,tp_lead16,recall_lead16,legacy_filtered_fp_lead16,tp_lead20,recall_lead20,legacy_filtered_fp_lead20,recall_by_q7,fpr_by_q7,recall_by_q10,fpr_by_q10,recall_by_q14,fpr_by_q14,recall_by_q21,fpr_by_q21,recall_by_q29,fpr_by_q29,recall_by_q39,fpr_by_q39,recall_by_q51,fpr_by_q51
libero_goal_20260907,unseen,v8_frozen_or_knn10,1200,78,1122,77,21,0.9871794871794872,0.01871657754010695,0.7857142857142857,0.9842314548196901,0.6457264957264959,17.0,77,0.9871794871794872,21,76,0.9743589743589743,12,72,0.9230769230769231,11,69,0.8846153846153846,4,47,0.6025641025641025,2,16,0.20512820512820512,1,1,0.01282051282051282,0,0.0,0.0,0.01282051282051282,0.0017825311942959,0.20512820512820512,0.00980392156862745,0.6923076923076923,0.01871657754010695,0.9871794871794872,0.01871657754010695,0.9871794871794872,0.01871657754010695,0.9871794871794872,0.01871657754010695
libero_goal_20260907,unseen,v8_frozen_and_knn10,1200,78,1122,55,1,0.7051282051282052,0.00089126559714795,0.9821428571428571,0.8521184697655286,0.8653846153846155,24.0,55,0.7051282051282052,1,48,0.6153846153846154,1,46,0.5897435897435898,1,17,0.21794871794871795,0,10,0.1282051282051282,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,0.7051282051282052,0.00089126559714795,0.7051282051282052,0.00089126559714795,0.7051282051282052,0.00089126559714795
libero_goal_20260907,unseen,v82_frozen_or_knn10,1200,78,1122,77,21,0.9871794871794872,0.01871657754010695,0.7857142857142857,0.9842314548196901,0.6448717948717949,17.0,77,0.9871794871794872,21,76,0.9743589743589743,12,72,0.9230769230769231,11,69,0.8846153846153846,4,47,0.6025641025641025,2,16,0.20512820512820512,1,1,0.01282051282051282,0,0.0,0.0,0.01282051282051282,0.0017825311942959,0.20512820512820512,0.00980392156862745,0.6923076923076923,0.01871657754010695,0.9871794871794872,0.01871657754010695,0.9871794871794872,0.01871657754010695,0.9871794871794872,0.01871657754010695
libero_goal_20260907,unseen,v82_frozen_and_knn10,1200,78,1122,59,1,0.7564102564102564,0.00089126559714795,0.9833333333333333,0.8777594954065542,0.8452991452991453,24.0,59,0.7564102564102564,1,52,0.6666666666666666,1,48,0.6153846153846154,1,20,0.2564102564102564,1,16,0.20512820512820512,1,1,0.01282051282051282,0,0,0.0,0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.2564102564102564,0.00089126559714795,0.7564102564102564,0.00089126559714795,0.7564102564102564,0.00089126559714795,0.7564102564102564,0.00089126559714795
libero_goal_20260907,unseen,v83_frozen_or_knn10,1200,78,1122,77,21,0.9871794871794872,0.01871657754010695,0.7857142857142857,0.9842314548196901,0.6414529914529915,17.0,77,0.9871794871794872,21,76,0.9743589743589743,12,72,0.9230769230769231,11,69,0.8846153846153846,4,48,0.6153846153846154,2,18,0.23076923076923078,1,1,0.01282051282051282,0,0.0,0.0,0.01282051282051282,0.0017825311942959,0.23076923076923078,0.00980392156862745,0.6923076923076923,0.01871657754010695,0.9871794871794872,0.01871657754010695,0.9871794871794872,0.01871657754010695,0.9871794871794872,0.01871657754010695
libero_goal_20260907,unseen,v83_frozen_and_knn10,1200,78,1122,64,2,0.8205128205128205,0.0017825311942959,0.9696969696969697,0.9093651446592623,0.8162393162393163,24.0,64,0.8205128205128205,2,57,0.7307692307692307,2,53,0.6794871794871795,2,24,0.3076923076923077,1,20,0.2564102564102564,1,4,0.05128205128205128,0,0,0.0,0,0.0,0.0,0.0,0.0,0.05128205128205128,0.00089126559714795,0.3076923076923077,0.00089126559714795,0.8205128205128205,0.0017825311942959,0.8205128205128205,0.0017825311942959,0.8205128205128205,0.0017825311942959
libero_goal_20260908,seen,v7_frozen_or_knn10,560,22,538,21,3,0.9545454545454546,0.0055762081784386614,0.875,0.9744846231835079,0.6878787878787879,21.0,21,0.9545454545454546,3,21,0.9545454545454546,1,20,0.9090909090909091,1,15,0.6818181818181818,0,10,0.45454545454545453,0,4,0.18181818181818182,0,0,0.0,0,0.0,0.0,0.0,0.0018587360594795538,0.18181818181818182,0.0037174721189591076,0.5,0.0055762081784386614,0.9545454545454546,0.0055762081784386614,0.9545454545454546,0.0055762081784386614,0.9545454545454546,0.0055762081784386614
libero_goal_20260908,seen,v7_frozen_and_knn10,560,22,538,18,0,0.8181818181818182,0.0,1.0,0.9090909090909092,0.7909090909090911,23.5,18,0.8181818181818182,0,14,0.6363636363636364,0,13,0.5909090909090909,0,8,0.36363636363636365,0,8,0.36363636363636365,0,3,0.13636363636363635,0,0,0.0,0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.36363636363636365,0.0,0.8181818181818182,0.0,0.8181818181818182,0.0,0.8181818181818182,0.0
libero_goal_20260908,seen,v8_frozen_or_knn10,560,22,538,21,3,0.9545454545454546,0.0055762081784386614,0.875,0.9744846231835079,0.6878787878787879,21.0,21,0.9545454545454546,3,21,0.9545454545454546,1,20,0.9090909090909091,1,15,0.6818181818181818,0,10,0.45454545454545453,0,4,0.18181818181818182,0,0,0.0,0,0.0,0.0,0.0,0.0018587360594795538,0.18181818181818182,0.0037174721189591076,0.5,0.0055762081784386614,0.9545454545454546,0.0055762081784386614,0.9545454545454546,0.0055762081784386614,0.9545454545454546,0.0055762081784386614
libero_goal_20260908,seen,v8_frozen_and_knn10,560,22,538,18,1,0.8181818181818182,0.0018587360594795538,0.9473684210526315,0.9081615410611694,0.7803030303030305,20.0,18,0.8181818181818182,1,14,0.6363636363636364,1,13,0.5909090909090909,1,9,0.4090909090909091,0,9,0.4090909090909091,0,3,0.13636363636363635,0,0,0.0,0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0018587360594795538,0.4090909090909091,0.0018587360594795538,0.8181818181818182,0.0018587360594795538,0.8181818181818182,0.0018587360594795538,0.8181818181818182,0.0018587360594795538
libero_goal_20260908,seen,v82_frozen_or_knn10,560,22,538,22,3,1.0,0.0055762081784386614,0.88,0.9972118959107806,0.6863636363636364,21.5,22,1.0,3,22,1.0,1,20,0.9090909090909091,1,15,0.6818181818181818,0,10,0.45454545454545453,0,4,0.18181818181818182,0,0,0.0,0,0.0,0.0,0.0,0.0018587360594795538,0.18181818181818182,0.0037174721189591076,0.5,0.0055762081784386614,1.0,0.0055762081784386614,1.0,0.0055762081784386614,1.0,0.0055762081784386614
libero_goal_20260908,seen,v82_frozen_and_knn10,560,22,538,18,1,0.8181818181818182,0.0018587360594795538,0.9473684210526315,0.9081615410611694,0.7803030303030305,20.0,18,0.8181818181818182,1,14,0.6363636363636364,1,13,0.5909090909090909,1,9,0.4090909090909091,0,9,0.4090909090909091,0,3,0.13636363636363635,0,0,0.0,0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0018587360594795538,0.4090909090909091,0.0018587360594795538,0.8181818181818182,0.0018587360594795538,0.8181818181818182,0.0018587360594795538,0.8181818181818182,0.0018587360594795538
libero_goal_20260908,seen,v83_frozen_or_knn10,560,22,538,22,3,1.0,0.0055762081784386614,0.88,0.9972118959107806,0.6848484848484848,21.5,22,1.0,3,22,1.0,1,20,0.9090909090909091,1,15,0.6818181818181818,0,10,0.45454545454545453,0,4,0.18181818181818182,0,0,0.0,0,0.0,0.0,0.0,0.0018587360594795538,0.18181818181818182,0.0037174721189591076,0.5,0.0055762081784386614,1.0,0.0055762081784386614,1.0,0.0055762081784386614,1.0,0.0055762081784386614
libero_goal_20260908,seen,v83_frozen_and_knn10,560,22,538,18,0,0.8181818181818182,0.0,1.0,0.9090909090909092,0.7833333333333333,21.0,18,0.8181818181818182,0,14,0.6363636363636364,0,13,0.5909090909090909,0,9,0.4090909090909091,0,9,0.4090909090909091,0,3,0.13636363636363635,0,0,0.0,0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.4090909090909091,0.0,0.8181818181818182,0.0,0.8181818181818182,0.0,0.8181818181818182,0.0
libero_goal_20260908,unseen,v7_frozen_or_knn10,1200,9,1191,9,3,1.0,0.0025188916876574307,0.75,0.9987405541561712,0.5518518518518518,15.0,9,1.0,3,9,1.0,3,9,1.0,1,9,1.0,0,9,1.0,0,2,0.2222222222222222,0,0,0.0,0,0.0,0.0,0.0,0.0008396305625524769,0.2222222222222222,0.0025188916876574307,1.0,0.0025188916876574307,1.0,0.0025188916876574307,1.0,0.0025188916876574307,1.0,0.0025188916876574307
libero_goal_20260908,unseen,v7_frozen_and_knn10,1200,9,1191,8,0,0.8888888888888888,0.0,1.0,0.9444444444444444,0.7851851851851852,22.5,8,0.8888888888888888,0,8,0.8888888888888888,0,8,0.8888888888888888,0,4,0.4444444444444444,0,1,0.1111111111111111,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.8888888888888888,0.0,0.8888888888888888,0.0,0.8888888888888888,0.0
libero_goal_20260908,unseen,v8_frozen_or_knn10,1200,9,1191,9,3,1.0,0.0025188916876574307,0.75,0.9987405541561712,0.5518518518518518,15.0,9,1.0,3,9,1.0,3,9,1.0,1,9,1.0,0,9,1.0,0,2,0.2222222222222222,0,0,0.0,0,0.0,0.0,0.0,0.0008396305625524769,0.2222222222222222,0.0025188916876574307,1.0,0.0025188916876574307,1.0,0.0025188916876574307,1.0,0.0025188916876574307,1.0,0.0025188916876574307
libero_goal_20260908,unseen,v8_frozen_and_knn10,1200,9,1191,9,0,1.0,0.0,1.0,1.0,0.674074074074074,19.0,9,1.0,0,9,1.0,0,9,1.0,0,8,0.8888888888888888,0,4,0.4444444444444444,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_goal_20260908,unseen,v82_frozen_or_knn10,1200,9,1191,9,3,1.0,0.0025188916876574307,0.75,0.9987405541561712,0.5518518518518518,15.0,9,1.0,3,9,1.0,3,9,1.0,1,9,1.0,0,9,1.0,0,2,0.2222222222222222,0,0,0.0,0,0.0,0.0,0.0,0.0008396305625524769,0.2222222222222222,0.0025188916876574307,1.0,0.0025188916876574307,1.0,0.0025188916876574307,1.0,0.0025188916876574307,1.0,0.0025188916876574307
libero_goal_20260908,unseen,v82_frozen_and_knn10,1200,9,1191,9,0,1.0,0.0,1.0,1.0,0.6333333333333333,18.0,9,1.0,0,9,1.0,0,9,1.0,0,9,1.0,0,7,0.7777777777777778,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_goal_20260908,unseen,v83_frozen_or_knn10,1200,9,1191,9,3,1.0,0.0025188916876574307,0.75,0.9987405541561712,0.5481481481481482,15.0,9,1.0,3,9,1.0,3,9,1.0,1,9,1.0,0,9,1.0,0,2,0.2222222222222222,0,0,0.0,0,0.0,0.0,0.0,0.0008396305625524769,0.2222222222222222,0.0025188916876574307,1.0,0.0025188916876574307,1.0,0.0025188916876574307,1.0,0.0025188916876574307,1.0,0.0025188916876574307
libero_goal_20260908,unseen,v83_frozen_and_knn10,1200,9,1191,9,0,1.0,0.0,1.0,1.0,0.6148148148148148,17.0,9,1.0,0,9,1.0,0,9,1.0,0,9,1.0,0,9,1.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_goal_20260909,seen,v7_frozen_or_knn10,560,23,537,23,7,1.0,0.01303538175046555,0.7666666666666667,0.9934823091247672,0.5913043478260871,17.0,23,1.0,7,23,1.0,7,23,1.0,6,21,0.9130434782608695,6,15,0.6521739130434783,1,9,0.391304347826087,0,0,0.0,0,0.0,0.0,0.0,0.0111731843575419,0.391304347826087,0.0111731843575419,0.6956521739130435,0.01303538175046555,1.0,0.01303538175046555,1.0,0.01303538175046555,1.0,0.01303538175046555
libero_goal_20260909,seen,v7_frozen_and_knn10,560,23,537,17,0,0.7391304347826086,0.0,1.0,0.8695652173913043,0.8231884057971015,24.0,17,0.7391304347826086,0,14,0.6086956521739131,0,12,0.5217391304347826,0,6,0.2608695652173913,0,6,0.2608695652173913,0,5,0.21739130434782608,0,0,0.0,0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.2608695652173913,0.0,0.7391304347826086,0.0,0.7391304347826086,0.0,0.7391304347826086,0.0
libero_goal_20260909,seen,v8_frozen_or_knn10,560,23,537,23,7,1.0,0.01303538175046555,0.7666666666666667,0.9934823091247672,0.5913043478260871,17.0,23,1.0,7,23,1.0,7,23,1.0,6,21,0.9130434782608695,6,15,0.6521739130434783,1,9,0.391304347826087,0,0,0.0,0,0.0,0.0,0.0,0.0111731843575419,0.391304347826087,0.0111731843575419,0.6956521739130435,0.01303538175046555,1.0,0.01303538175046555,1.0,0.01303538175046555,1.0,0.01303538175046555
libero_goal_20260909,seen,v8_frozen_and_knn10,560,23,537,17,5,0.7391304347826086,0.00931098696461825,0.7727272727272727,0.8649097239089952,0.8231884057971015,24.0,17,0.7391304347826086,5,14,0.6086956521739131,4,12,0.5217391304347826,4,6,0.2608695652173913,1,6,0.2608695652173913,1,5,0.21739130434782608,0,0,0.0,0,0.0,0.0,0.0,0.0037243947858473,0.21739130434782608,0.00931098696461825,0.2608695652173913,0.00931098696461825,0.7391304347826086,0.00931098696461825,0.7391304347826086,0.00931098696461825,0.7391304347826086,0.00931098696461825
libero_goal_20260909,seen,v82_frozen_or_knn10,560,23,537,23,7,1.0,0.01303538175046555,0.7666666666666667,0.9934823091247672,0.5913043478260871,17.0,23,1.0,7,23,1.0,7,23,1.0,6,21,0.9130434782608695,6,15,0.6521739130434783,1,9,0.391304347826087,0,0,0.0,0,0.0,0.0,0.0,0.0111731843575419,0.391304347826087,0.0111731843575419,0.6956521739130435,0.01303538175046555,1.0,0.01303538175046555,1.0,0.01303538175046555,1.0,0.01303538175046555
libero_goal_20260909,seen,v82_frozen_and_knn10,560,23,537,19,5,0.8260869565217391,0.00931098696461825,0.7916666666666666,0.9083879847785605,0.8144927536231883,24.0,19,0.8260869565217391,5,16,0.6956521739130435,5,12,0.5217391304347826,4,7,0.30434782608695654,1,6,0.2608695652173913,1,5,0.21739130434782608,0,0,0.0,0,0.0,0.0,0.0,0.0037243947858473,0.21739130434782608,0.00931098696461825,0.30434782608695654,0.00931098696461825,0.8260869565217391,0.00931098696461825,0.8260869565217391,0.00931098696461825,0.8260869565217391,0.00931098696461825
libero_goal_20260909,seen,v83_frozen_or_knn10,560,23,537,23,7,1.0,0.01303538175046555,0.7666666666666667,0.9934823091247672,0.5913043478260871,17.0,23,1.0,7,23,1.0,7,23,1.0,6,21,0.9130434782608695,6,15,0.6521739130434783,1,9,0.391304347826087,0,0,0.0,0,0.0,0.0,0.0,0.0111731843575419,0.391304347826087,0.0111731843575419,0.6956521739130435,0.01303538175046555,1.0,0.01303538175046555,1.0,0.01303538175046555,1.0,0.01303538175046555
libero_goal_20260909,seen,v83_frozen_and_knn10,560,23,537,20,6,0.8695652173913043,0.0111731843575419,0.7692307692307693,0.9291960165168811,0.7623188405797101,21.5,20,0.8695652173913043,6,17,0.7391304347826086,6,14,0.6086956521739131,5,10,0.43478260869565216,5,9,0.391304347826087,1,6,0.2608695652173913,0,0,0.0,0,0.0,0.0,0.0,0.00931098696461825,0.2608695652173913,0.0111731843575419,0.43478260869565216,0.0111731843575419,0.8695652173913043,0.0111731843575419,0.8695652173913043,0.0111731843575419,0.8695652173913043,0.0111731843575419
libero_goal_20260909,unseen,v7_frozen_or_knn10,1200,2,1198,2,480,1.0,0.4006677796327212,0.004149377593360996,0.7996661101836394,0.5,14.0,2,1.0,480,2,1.0,438,2,1.0,287,2,1.0,19,1,0.5,11,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.31552587646076796,0.5,0.39398998330550916,1.0,0.4006677796327212,1.0,0.4006677796327212,1.0,0.4006677796327212,1.0,0.4006677796327212
libero_goal_20260909,unseen,v7_frozen_and_knn10,1200,2,1198,2,0,1.0,0.0,1.0,1.0,0.7833333333333334,22.5,2,1.0,0,2,1.0,0,2,1.0,0,1,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_goal_20260909,unseen,v8_frozen_or_knn10,1200,2,1198,2,480,1.0,0.4006677796327212,0.004149377593360996,0.7996661101836394,0.5,14.0,2,1.0,480,2,1.0,438,2,1.0,287,2,1.0,19,1,0.5,11,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.31552587646076796,0.5,0.39398998330550916,1.0,0.4006677796327212,1.0,0.4006677796327212,1.0,0.4006677796327212,1.0,0.4006677796327212
libero_goal_20260909,unseen,v8_frozen_and_knn10,1200,2,1198,2,3,1.0,0.0025041736227045075,0.4,0.9987479131886478,0.6666666666666667,19.0,2,1.0,3,2,1.0,3,2,1.0,3,2,1.0,0,1,0.5,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0008347245409015025,0.5,0.0025041736227045075,1.0,0.0025041736227045075,1.0,0.0025041736227045075,1.0,0.0025041736227045075
libero_goal_20260909,unseen,v82_frozen_or_knn10,1200,2,1198,2,480,1.0,0.4006677796327212,0.004149377593360996,0.7996661101836394,0.5,14.0,2,1.0,480,2,1.0,438,2,1.0,287,2,1.0,19,1,0.5,11,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.31552587646076796,0.5,0.39398998330550916,1.0,0.4006677796327212,1.0,0.4006677796327212,1.0,0.4006677796327212,1.0,0.4006677796327212
libero_goal_20260909,unseen,v82_frozen_and_knn10,1200,2,1198,2,4,1.0,0.00333889816360601,0.3333333333333333,0.998330550918197,0.6666666666666667,19.0,2,1.0,4,2,1.0,4,2,1.0,4,2,1.0,1,1,0.5,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.001669449081803005,0.5,0.00333889816360601,1.0,0.00333889816360601,1.0,0.00333889816360601,1.0,0.00333889816360601
libero_goal_20260909,unseen,v83_frozen_or_knn10,1200,2,1198,2,480,1.0,0.4006677796327212,0.004149377593360996,0.7996661101836394,0.5,14.0,2,1.0,480,2,1.0,438,2,1.0,287,2,1.0,19,1,0.5,11,1,0.5,0,1,0.5,0,0.0,0.0,0.5,0.31552587646076796,0.5,0.39398998330550916,1.0,0.4006677796327212,1.0,0.4006677796327212,1.0,0.4006677796327212,1.0,0.4006677796327212
libero_goal_20260909,unseen,v83_frozen_and_knn10,1200,2,1198,2,0,1.0,0.0,1.0,1.0,0.7,20.0,2,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,1,0.5,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_long_20260907,seen,v7_frozen_or_knn10,560,42,518,33,9,0.7857142857142857,0.017374517374517374,0.7857142857142857,0.8841698841698841,0.7307692307692308,33.0,33,0.7857142857142857,9,33,0.7857142857142857,9,33,0.7857142857142857,9,33,0.7857142857142857,6,31,0.7380952380952381,4,27,0.6428571428571429,3,15,0.35714285714285715,2,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.005791505791505791,0.09523809523809523,0.007722007722007722,0.7142857142857143,0.017374517374517374,0.7857142857142857,0.017374517374517374
libero_long_20260907,seen,v7_frozen_and_knn10,560,42,518,26,6,0.6190476190476191,0.011583011583011582,0.8125,0.8037323037323038,0.798076923076923,33.5,26,0.6190476190476191,6,26,0.6190476190476191,6,26,0.6190476190476191,6,26,0.6190476190476191,6,26,0.6190476190476191,4,23,0.5476190476190477,2,5,0.11904761904761904,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019305019305019305,0.0,0.003861003861003861,0.5952380952380952,0.011583011583011582,0.6190476190476191,0.011583011583011582
libero_long_20260907,seen,v8_frozen_or_knn10,560,42,518,33,9,0.7857142857142857,0.017374517374517374,0.7857142857142857,0.8841698841698841,0.7307692307692308,33.0,33,0.7857142857142857,9,33,0.7857142857142857,9,33,0.7857142857142857,9,33,0.7857142857142857,6,31,0.7380952380952381,4,27,0.6428571428571429,3,15,0.35714285714285715,2,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.005791505791505791,0.09523809523809523,0.007722007722007722,0.7142857142857143,0.017374517374517374,0.7857142857142857,0.017374517374517374
libero_long_20260907,seen,v8_frozen_and_knn10,560,42,518,26,6,0.6190476190476191,0.011583011583011582,0.8125,0.8037323037323038,0.798076923076923,33.5,26,0.6190476190476191,6,26,0.6190476190476191,6,26,0.6190476190476191,6,26,0.6190476190476191,6,26,0.6190476190476191,4,23,0.5476190476190477,2,5,0.11904761904761904,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019305019305019305,0.0,0.003861003861003861,0.5952380952380952,0.011583011583011582,0.6190476190476191,0.011583011583011582
libero_long_20260907,seen,v82_frozen_or_knn10,560,42,518,33,9,0.7857142857142857,0.017374517374517374,0.7857142857142857,0.8841698841698841,0.7307692307692308,33.0,33,0.7857142857142857,9,33,0.7857142857142857,9,33,0.7857142857142857,9,33,0.7857142857142857,6,31,0.7380952380952381,4,27,0.6428571428571429,3,15,0.35714285714285715,2,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.005791505791505791,0.09523809523809523,0.007722007722007722,0.7142857142857143,0.017374517374517374,0.7857142857142857,0.017374517374517374
libero_long_20260907,seen,v82_frozen_and_knn10,560,42,518,26,6,0.6190476190476191,0.011583011583011582,0.8125,0.8037323037323038,0.798076923076923,33.5,26,0.6190476190476191,6,26,0.6190476190476191,6,26,0.6190476190476191,6,26,0.6190476190476191,6,26,0.6190476190476191,4,23,0.5476190476190477,2,5,0.11904761904761904,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019305019305019305,0.0,0.003861003861003861,0.5952380952380952,0.011583011583011582,0.6190476190476191,0.011583011583011582
