fold,suite,scope,method,view,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc,scorable_fraction,mixed_tasks
libero_long_20260908,libero_long,seen,knn_and_v7,full,560,18,0.9722222222222222,0.6615692197055749,0.9883254913391072,0.9196626984126984,1.0,6
libero_long_20260908,libero_long,seen,knn_and_v7,common_horizon,560,18,0.5810783107831078,0.06592959029295757,0.6557043831048661,0.6460714285714285,1.0,6
libero_long_20260908,libero_long,unseen,knn_and_v7,full,1200,182,0.9695535309484229,0.8886937531947776,0.9619647110606978,0.9007180650037793,1.0,3
libero_long_20260908,libero_long,unseen,knn_and_v7,common_horizon,1200,182,0.9314158336751657,0.7790690722594756,0.8340545317560943,0.6865126606198034,1.0,3
libero_long_20260908,libero_long,seen,knn_and_v8,full,560,18,0.9855473554735548,0.7033332240020836,0.9928342524736594,0.9193452380952382,1.0,6
libero_long_20260908,libero_long,seen,knn_and_v8,common_horizon,560,18,0.5486879868798687,0.05678638292625172,0.641722405020831,0.6801587301587301,1.0,6
libero_long_20260908,libero_long,unseen,knn_and_v8,full,1200,182,0.9694725706513526,0.8885044713374486,0.9622684449389948,0.9081254724111867,1.0,3
libero_long_20260908,libero_long,unseen,knn_and_v8,common_horizon,1200,182,0.941978453766273,0.786938595235602,0.9279947692635458,0.8496078987150416,1.0,3
libero_long_20260908,libero_long,seen,knn_or_v8,full,560,18,0.9866748667486674,0.6641238462474233,0.9893082466627187,0.911468253968254,1.0,6
libero_long_20260908,libero_long,seen,knn_or_v8,common_horizon,560,18,0.5011275112751128,0.05786775967393744,0.6311764254125596,0.6301587301587301,1.0,6
libero_long_20260908,libero_long,unseen,knn_or_v8,full,1200,182,0.9806936678252984,0.9193338043277137,0.978072423336925,0.9025651927437642,1.0,3
libero_long_20260908,libero_long,unseen,knn_or_v8,common_horizon,1200,182,0.9462909389235519,0.7824401156318288,0.9390955385290342,0.8537722033257747,1.0,3
libero_long_20260909,libero_long,seen,knn10,full,560,49,0.9716841726906027,0.6905594679538977,0.9747712483925814,0.8043888888888888,1.0,5
libero_long_20260909,libero_long,seen,knn10,common_horizon,560,49,0.660529573864771,0.24007184949317903,0.7679496104509046,0.5033095238095238,1.0,5
libero_long_20260909,libero_long,unseen,knn10,full,1200,9,0.9978542774512548,0.8930686172065483,0.9976851851851851,0.9761904761904763,1.0,3
libero_long_20260909,libero_long,unseen,knn10,common_horizon,1200,9,0.8247970892807165,0.1947651375381182,0.8914141414141414,0.8531746031746031,1.0,3
libero_long_20260909,libero_long,seen,knn10_persist3,full,560,49,0.9708454810495627,0.6925620822356859,0.9704597226903093,0.8138888888888889,1.0,5
libero_long_20260909,libero_long,seen,knn10_persist3,common_horizon,560,49,0.6351691361476097,0.1904380797826835,0.747013171398633,0.4939920634920635,1.0,5
libero_long_20260909,libero_long,unseen,knn10_persist3,full,1200,9,0.9980408620207109,0.8861538461538463,0.9978956228956228,0.9761904761904763,1.0,3
libero_long_20260909,libero_long,unseen,knn10_persist3,common_horizon,1200,9,0.8303946263643996,0.12617142885958912,0.8947938026885395,0.8664021164021164,1.0,3
libero_long_20260909,libero_long,seen,knn10_delta_q7,full,560,49,0.9686888454011742,0.6803670698475743,0.9735603681023223,0.8252222222222223,1.0,5
libero_long_20260909,libero_long,seen,knn10_delta_q7,common_horizon,560,49,0.6622868325412357,0.2350263924559134,0.7569532650146326,0.5098095238095237,1.0,5
libero_long_20260909,libero_long,unseen,knn10_delta_q7,full,1200,9,0.9980408620207109,0.8956228956228957,0.9974747474747474,0.9761904761904763,1.0,3
libero_long_20260909,libero_long,unseen,knn10_delta_q7,common_horizon,1200,9,0.8141617688217184,0.24677981106996946,0.8573232323232323,0.873015873015873,1.0,3
libero_long_20260909,libero_long,seen,v7_guard,full,560,49,0.9607013059626982,0.6700656013873955,0.9598190399620512,0.8058888888888889,1.0,5
libero_long_20260909,libero_long,seen,v7_guard,common_horizon,560,49,0.6546986700746835,0.23901702627656946,0.6952494821351595,0.625547619047619,1.0,5
libero_long_20260909,libero_long,unseen,v7_guard,full,1200,9,0.9909506483813788,0.8211517165005537,0.9953703703703703,0.9761904761904763,1.0,3
libero_long_20260909,libero_long,unseen,v7_guard,common_horizon,1200,9,0.7486705849426253,0.16142184401725648,0.6846899445583655,0.4285714285714286,1.0,3
libero_long_20260909,libero_long,seen,v8_guard,full,560,49,0.9472822397060585,0.5387447474378617,0.9672819658531479,0.8305,1.0,5
libero_long_20260909,libero_long,seen,v8_guard,common_horizon,560,49,0.5346459523143896,0.13931037132046756,0.6964311549226346,0.6343015873015874,1.0,5
libero_long_20260909,libero_long,unseen,v8_guard,full,1200,9,0.9991603694374476,0.9252525252525254,0.9983164983164983,0.9761904761904763,1.0,3
libero_long_20260909,libero_long,unseen,v8_guard,common_horizon,1200,9,0.843362253941599,0.3321968731239072,0.8453346117819803,0.8055555555555555,1.0,3
libero_long_20260909,libero_long,seen,v82_guard,full,560,49,0.9514357602140661,0.5512983850539601,0.9827471533475632,0.8601666666666666,1.0,5
libero_long_20260909,libero_long,seen,v82_guard,common_horizon,560,49,0.5146771037181996,0.11808296503457003,0.7213808001029743,0.6592380952380952,1.0,5
libero_long_20260909,libero_long,unseen,v82_guard,full,1200,9,0.9989737848679914,0.86500629000629,0.9993686868686869,0.9880952380952381,1.0,3
libero_long_20260909,libero_long,unseen,v82_guard,common_horizon,1200,9,0.8526914824144043,0.2545132384792912,0.8423821548821548,0.8412698412698413,1.0,3
libero_long_20260909,libero_long,seen,knn12_v8,full,560,49,0.9653340788370143,0.5990622787510966,0.977422766572896,0.8352222222222224,1.0,5
libero_long_20260909,libero_long,seen,knn12_v8,common_horizon,560,49,0.684931506849315,0.19968414361574194,0.7914084682932827,0.5754285714285714,1.0,5
libero_long_20260909,libero_long,unseen,knn12_v8,full,1200,9,0.9986939080138073,0.8664073036622056,0.9989478114478114,0.9880952380952381,1.0,3
libero_long_20260909,libero_long,unseen,knn12_v8,common_horizon,1200,9,0.8894486425972572,0.2891586214827945,0.8992003367003366,0.8174603174603176,1.0,3
libero_long_20260909,libero_long,seen,knn_and_v7,full,560,49,0.9646950756819361,0.6772595506818253,0.964627564770576,0.8192222222222222,1.0,5
libero_long_20260909,libero_long,seen,knn_and_v7,common_horizon,560,49,0.708894125164743,0.2569698934749364,0.7590558572862283,0.6104920634920635,1.0,5
libero_long_20260909,libero_long,unseen,knn_and_v7,full,1200,9,0.9944957552010448,0.831965811965812,0.9964225589225589,0.9880952380952381,1.0,3
libero_long_20260909,libero_long,unseen,knn_and_v7,common_horizon,1200,9,0.8287153652392947,0.1749430683013358,0.8324694311536417,0.7023809523809524,1.0,3
libero_long_20260909,libero_long,seen,knn_and_v8,full,560,49,0.9587443588002715,0.5466384287624295,0.9660719308612968,0.8247777777777777,1.0,5
libero_long_20260909,libero_long,seen,knn_and_v8,common_horizon,560,49,0.593673868764727,0.1758465628184729,0.71772151487186,0.6266825396825396,1.0,5
libero_long_20260909,libero_long,unseen,knn_and_v8,full,1200,9,0.9993469540069037,0.9380952380952381,0.9987373737373737,0.9761904761904763,1.0,3
libero_long_20260909,libero_long,unseen,knn_and_v8,common_horizon,1200,9,0.894393133687844,0.34725770943756135,0.9107807397281081,0.8452380952380952,1.0,3
libero_long_20260909,libero_long,seen,knn_or_v8,full,560,49,0.9718838611765646,0.6915747269900724,0.9747712483925814,0.8043888888888888,1.0,5
libero_long_20260909,libero_long,seen,knn_or_v8,common_horizon,560,49,0.6251447741523224,0.23411300434770385,0.7661946253104579,0.4854047619047619,1.0,5
libero_long_20260909,libero_long,unseen,knn_or_v8,full,1200,9,0.9978542774512548,0.8930686172065483,0.9976851851851851,0.9761904761904763,1.0,3
libero_long_20260909,libero_long,unseen,knn_or_v8,common_horizon,1200,9,0.8484000373169139,0.19557643143145906,0.9101430976430976,0.8531746031746031,1.0,3
libero_object_20260907,libero_object,seen,knn10,full,560,7,0.9814001549987084,0.7091503267973857,0.9923245614035089,1.0,1.0,3
libero_object_20260907,libero_object,seen,knn10,common_horizon,560,7,0.7773185223456471,0.03159659795326021,0.7422772282865555,0.5535714285714285,1.0,3
libero_object_20260907,libero_object,unseen,knn10,full,1200,4,1.0,1.0,1.0,1.0,1.0,2
libero_object_20260907,libero_object,unseen,knn10,common_horizon,1200,4,0.7911789297658863,0.5048432218907025,0.6866284098154707,0.6904761904761905,1.0,2
libero_object_20260907,libero_object,seen,knn10_persist3,full,560,7,0.9917334022216482,0.8373015873015873,0.9989035087719298,1.0,1.0,3
libero_object_20260907,libero_object,seen,knn10_persist3,common_horizon,560,7,0.49418754843709634,0.01355896969927341,0.29935705256324846,0.25,1.0,3
libero_object_20260907,libero_object,unseen,knn10_persist3,full,1200,4,1.0,1.0,1.0,1.0,1.0,2
libero_object_20260907,libero_object,unseen,knn10_persist3,common_horizon,1200,4,0.7251254180602007,0.13834157433354694,0.6372480319185874,0.5952380952380952,1.0,2
libero_object_20260907,libero_object,seen,knn10_delta_q7,full,560,7,0.9932833893050891,0.8201970443349753,0.9989035087719298,1.0,1.0,3
libero_object_20260907,libero_object,seen,knn10_delta_q7,common_horizon,560,7,0.8783260139498837,0.05637848893993429,0.8517747427640833,0.7351190476190476,1.0,3
libero_object_20260907,libero_object,unseen,knn10_delta_q7,full,1200,4,1.0,1.0,1.0,1.0,1.0,2
libero_object_20260907,libero_object,unseen,knn10_delta_q7,common_horizon,1200,4,0.8139632107023411,0.35527676901067456,0.7175179763009539,0.5952380952380952,1.0,2
libero_object_20260907,libero_object,seen,v7_guard,full,560,7,0.5688452596228365,0.44040005799920096,0.7620614035087719,0.7708333333333334,1.0,3
libero_object_20260907,libero_object,seen,v7_guard,common_horizon,560,7,0.16998191681735986,0.008551464173640496,0.2882312788625247,0.49404761904761907,1.0,3
libero_object_20260907,libero_object,unseen,v7_guard,full,1200,4,0.75,0.7508333333333334,0.8333333333333333,0.8333333333333333,1.0,2
libero_object_20260907,libero_object,unseen,v7_guard,common_horizon,1200,4,0.17642140468227424,0.002429643087494425,0.2934856031767075,0.40476190476190477,1.0,2
libero_object_20260907,libero_object,seen,v8_guard,full,560,7,0.9938000516662361,0.8333333333333333,1.0,1.0,1.0,3
libero_object_20260907,libero_object,seen,v8_guard,common_horizon,560,7,0.7341772151898734,0.024669658977741208,0.6570996828325276,0.4613095238095238,1.0,3
libero_object_20260907,libero_object,unseen,v8_guard,full,1200,4,1.0,1.0,1.0,1.0,1.0,2
libero_object_20260907,libero_object,unseen,v8_guard,common_horizon,1200,4,0.35911371237458195,0.003807756234007639,0.4178771866694444,0.5238095238095238,1.0,2
libero_object_20260907,libero_object,seen,v82_guard,full,560,7,0.9974166881942651,0.8795918367346939,1.0,1.0,1.0,3
libero_object_20260907,libero_object,seen,v82_guard,common_horizon,560,7,0.7615603203306639,0.027514723232680477,0.6973235791523601,0.4613095238095238,1.0,3
libero_object_20260907,libero_object,unseen,v82_guard,full,1200,4,1.0,1.0,1.0,1.0,1.0,2
libero_object_20260907,libero_object,unseen,v82_guard,common_horizon,1200,4,0.3841973244147157,0.006147746643737229,0.428429385807087,0.5238095238095238,1.0,2
libero_object_20260907,libero_object,seen,knn12_v8,full,560,7,0.9901834151382072,0.7423211708925994,0.9967105263157895,1.0,1.0,3
libero_object_20260907,libero_object,seen,knn12_v8,common_horizon,560,7,0.8300180831826401,0.043910935244285604,0.680249491791797,0.5238095238095238,1.0,3
libero_object_20260907,libero_object,unseen,knn12_v8,full,1200,4,0.9995819397993311,0.9166666666666666,0.9991603694374476,1.0,1.0,2
libero_object_20260907,libero_object,unseen,knn12_v8,common_horizon,1200,4,0.7176003344481605,0.04137165717202547,0.5859958460382695,0.6904761904761905,1.0,2
libero_object_20260907,libero_object,seen,knn_and_v7,full,560,7,0.5877034358047016,0.44847213470611014,0.7664473684210527,0.7708333333333334,1.0,3
libero_object_20260907,libero_object,seen,knn_and_v7,common_horizon,560,7,0.18548178765176956,0.01029143573109677,0.3978234595739592,0.43154761904761907,1.0,3
libero_object_20260907,libero_object,unseen,knn_and_v7,full,1200,4,0.75,0.7508333333333334,0.8333333333333333,0.8333333333333333,1.0,2
libero_object_20260907,libero_object,unseen,knn_and_v7,common_horizon,1200,4,0.3601588628762542,0.0031588657889070654,0.4237861656660543,0.3333333333333333,1.0,2
libero_object_20260907,libero_object,seen,knn_and_v8,full,560,7,0.9922500645827952,0.8006211180124223,1.0,1.0,1.0,3
libero_object_20260907,libero_object,seen,knn_and_v8,common_horizon,560,7,0.8367346938775511,0.04103375318731413,0.7420701014138721,0.5357142857142857,1.0,3
libero_object_20260907,libero_object,unseen,knn_and_v8,full,1200,4,1.0,1.0,1.0,1.0,1.0,2
libero_object_20260907,libero_object,unseen,knn_and_v8,common_horizon,1200,4,0.5006270903010034,0.006702573182773017,0.5569970265714664,0.3571428571428571,1.0,2
libero_object_20260907,libero_object,seen,knn_or_v8,full,560,7,0.9888917592353397,0.7226890756302521,0.9967105263157895,1.0,1.0,3
libero_object_20260907,libero_object,seen,knn_or_v8,common_horizon,560,7,0.7217773185223456,0.023614887287775797,0.6238437195715677,0.41071428571428575,1.0,3
libero_object_20260907,libero_object,unseen,knn_or_v8,full,1200,4,1.0,1.0,1.0,1.0,1.0,2
libero_object_20260907,libero_object,unseen,knn_or_v8,common_horizon,1200,4,0.7086120401337793,0.5029659524204244,0.5887956667487358,0.5,1.0,2
libero_object_20260908,libero_object,seen,knn10,full,560,7,0.9969000258331181,0.8802521008403361,0.9906666666666666,1.0,1.0,2
libero_object_20260908,libero_object,seen,knn10,common_horizon,560,7,0.8785843451304572,0.12731780910363008,0.865051282051282,0.7522321428571428,1.0,2
libero_object_20260908,libero_object,unseen,knn10,full,1200,13,0.9954636770138033,0.8657650042265427,0.9944871794871795,0.9523809523809523,1.0,2
libero_object_20260908,libero_object,unseen,knn10,common_horizon,1200,13,0.7795995074849329,0.036712039105748356,0.8342356132532456,0.759920634920635,1.0,2
libero_object_20260908,libero_object,seen,knn10_persist3,full,560,7,0.9987083440971325,0.9276437847866419,0.9933333333333334,1.0,1.0,2
libero_object_20260908,libero_object,seen,knn10_persist3,common_horizon,560,7,0.6117282355980367,0.0419619690628094,0.615102564102564,0.42410714285714285,1.0,2
libero_object_20260908,libero_object,unseen,knn10_persist3,full,1200,13,0.9977966431209903,0.893117138279677,0.9967948717948718,0.9841269841269842,1.0,2
libero_object_20260908,libero_object,unseen,knn10_persist3,common_horizon,1200,13,0.6623031559847061,0.023080660071954265,0.775814118710844,0.6666666666666666,1.0,2
libero_object_20260908,libero_object,seen,knn10_delta_q7,full,560,7,0.998966675277706,0.9480519480519478,0.996,1.0,1.0,2
libero_object_20260908,libero_object,seen,knn10_delta_q7,common_horizon,560,7,0.9119090674244381,0.1499806780766533,0.8957179487179487,0.671875,1.0,2
libero_object_20260908,libero_object,unseen,knn10_delta_q7,full,1200,13,0.9956580908560689,0.8926930779585167,0.9955128205128205,0.9523809523809523,1.0,2
libero_object_20260908,libero_object,unseen,knn10_delta_q7,common_horizon,1200,13,0.7648240554727497,0.039924437613062094,0.8415081056642769,0.773809523809524,1.0,2
libero_object_20260908,libero_object,seen,v7_guard,full,560,7,0.19349005424954793,0.00893493705038995,0.21066666666666667,0.328125,1.0,2
libero_object_20260908,libero_object,seen,v7_guard,common_horizon,560,7,0.017566520278997674,0.007250892390724525,0.04161538461538462,0.15625,1.0,2
libero_object_20260908,libero_object,unseen,v7_guard,full,1200,13,0.684466334002981,0.47768339470607873,0.7525641025641026,0.7235449735449735,1.0,2
libero_object_20260908,libero_object,unseen,v7_guard,common_horizon,1200,13,0.12993325124748883,0.006336743412734874,0.1669741006264936,0.2275132275132275,1.0,2
libero_object_20260908,libero_object,seen,v8_guard,full,560,7,0.9997416688194265,0.9821428571428572,1.0,1.0,1.0,2
libero_object_20260908,libero_object,seen,v8_guard,common_horizon,560,7,0.9522087315939034,0.39491462507102515,0.8786666666666667,0.828125,1.0,2
libero_object_20260908,libero_object,unseen,v8_guard,full,1200,13,0.9872982956386495,0.8908974358974359,0.9937179487179487,0.9814814814814814,1.0,2
libero_object_20260908,libero_object,unseen,v8_guard,common_horizon,1200,13,0.6510919577473916,0.020564869367871892,0.6463059484596008,0.6236772486772486,1.0,2
libero_object_20260908,libero_object,seen,v82_guard,full,560,7,1.0,1.0,1.0,1.0,1.0,2
libero_object_20260908,libero_object,seen,v82_guard,common_horizon,560,7,0.9630586411779902,0.4193907718297962,0.892,0.828125,1.0,2
libero_object_20260908,libero_object,unseen,v82_guard,full,1200,13,0.9927418832220855,0.9058392587804353,0.9956410256410256,0.9953703703703703,1.0,2
libero_object_20260908,libero_object,unseen,v82_guard,common_horizon,1200,13,0.6760417341714731,0.02443623550662404,0.6675657172382613,0.6236772486772486,1.0,2
libero_object_20260908,libero_object,seen,knn12_v8,full,560,7,0.9997416688194265,0.9821428571428572,0.9986666666666666,1.0,1.0,2
libero_object_20260908,libero_object,seen,knn12_v8,common_horizon,560,7,0.8977008524928959,0.44765524755740016,0.9034615384615385,0.875,1.0,2
libero_object_20260908,libero_object,unseen,knn12_v8,full,1200,13,0.9983798846477869,0.8776040199117122,0.9981347284118065,1.0,1.0,2
libero_object_20260908,libero_object,unseen,knn12_v8,common_horizon,1200,13,0.8359147171278595,0.04491374331491281,0.8721039204288574,0.753968253968254,1.0,2
libero_object_20260908,libero_object,seen,knn_and_v7,full,560,7,0.23378971841901316,0.01137041826351081,0.2234871794871795,0.328125,1.0,2
libero_object_20260908,libero_object,seen,knn_and_v7,common_horizon,560,7,0.021441487987600105,0.007241421799631768,0.031205128205128205,0.109375,1.0,2
libero_object_20260908,libero_object,unseen,knn_and_v7,full,1200,13,0.7007970967532888,0.4819344127987966,0.7539743589743589,0.7235449735449735,1.0,2
libero_object_20260908,libero_object,unseen,knn_and_v7,common_horizon,1200,13,0.16363165057352083,0.006527868041607945,0.30262707485629403,0.2638888888888889,1.0,2
libero_object_20260908,libero_object,seen,knn_and_v8,full,560,7,1.0,1.0,1.0,1.0,1.0,2
libero_object_20260908,libero_object,seen,knn_and_v8,common_horizon,560,7,0.9555670369413588,0.40637904284520826,0.9653333333333334,0.828125,1.0,2
libero_object_20260908,libero_object,unseen,knn_and_v8,full,1200,13,0.9939083662756788,0.9010256410256411,0.9947435897435897,0.9861111111111112,1.0,2
libero_object_20260908,libero_object,unseen,knn_and_v8,common_horizon,1200,13,0.706759121249433,0.03182401361951304,0.6415219918620423,0.5601851851851851,1.0,2
libero_object_20260908,libero_object,seen,knn_or_v8,full,560,7,0.9971583570136916,0.8839285714285714,0.9906666666666666,1.0,1.0,2
libero_object_20260908,libero_object,seen,knn_or_v8,common_horizon,560,7,0.9307672436063033,0.16313717834978103,0.8626666666666667,0.7366071428571428,1.0,2
libero_object_20260908,libero_object,unseen,knn_or_v8,full,1200,13,0.9954636770138033,0.8657650042265427,0.9944871794871795,0.9523809523809523,1.0,2
libero_object_20260908,libero_object,unseen,knn_or_v8,common_horizon,1200,13,0.7869872334910245,0.035863355639486685,0.847206936640186,0.759920634920635,1.0,2
libero_object_20260909,libero_object,seen,knn10,full,560,10,0.9996363636363637,0.9833333333333333,0.9989035087719298,0.9791666666666666,1.0,3
libero_object_20260909,libero_object,seen,knn10,common_horizon,560,10,0.9234545454545454,0.2990965531948799,0.8302688207861425,0.6386904761904763,1.0,3
libero_object_20260909,libero_object,unseen,knn10,full,1200,17,0.9829943811844264,0.6980256616726431,0.9834327377457148,0.9445684523809523,1.0,2
libero_object_20260909,libero_object,unseen,knn10,common_horizon,1200,17,0.7312416090696634,0.031197485251332882,0.7482249811257444,0.5844494047619048,1.0,2
libero_object_20260909,libero_object,seen,knn10_persist3,full,560,10,0.9998181818181818,0.9909090909090909,0.9989035087719298,0.9791666666666666,1.0,3
libero_object_20260909,libero_object,seen,knn10_persist3,common_horizon,560,10,0.7458181818181818,0.08007229265695719,0.6791085942704864,0.5438492063492063,1.0,3
libero_object_20260909,libero_object,unseen,knn10_persist3,full,1200,17,0.9902540898016011,0.7747976799700939,0.9930640606213126,0.9761904761904762,1.0,2
libero_object_20260909,libero_object,unseen,knn10_persist3,common_horizon,1200,17,0.5626274178310378,0.019448738740655808,0.5937921874563096,0.4363839285714286,1.0,2
libero_object_20260909,libero_object,seen,knn10_delta_q7,full,560,10,0.9994545454545455,0.976923076923077,0.9989035087719298,0.9791666666666666,1.0,3
libero_object_20260909,libero_object,seen,knn10_delta_q7,common_horizon,560,10,0.9025454545454545,0.31760990094140173,0.8511233992153379,0.8402777777777777,1.0,3
libero_object_20260909,libero_object,unseen,knn10_delta_q7,full,1200,17,0.990651882054597,0.7699773769850496,0.9928076503649023,0.9523809523809523,1.0,2
libero_object_20260909,libero_object,unseen,knn10_delta_q7,common_horizon,1200,17,0.7691313211675203,0.03791129215970427,0.7880601459609093,0.6139632936507937,1.0,2
libero_object_20260909,libero_object,seen,v7_guard,full,560,10,0.48854545454545456,0.4109718456849407,0.7057777777777777,0.6777777777777777,1.0,3
libero_object_20260909,libero_object,seen,v7_guard,common_horizon,560,10,0.08527272727272728,0.010283527494213287,0.23000477459471466,0.38392857142857145,1.0,3
libero_object_20260909,libero_object,unseen,v7_guard,full,1200,17,0.6684401571279399,0.37122980663453675,0.7101412073931158,0.8122106481481481,1.0,2
libero_object_20260909,libero_object,unseen,v7_guard,common_horizon,1200,17,0.13828253194769033,0.008229976127065866,0.21698557168022817,0.406291335978836,1.0,2
libero_object_20260909,libero_object,seen,v8_guard,full,560,10,1.0,1.0,1.0,1.0,1.0,3
libero_object_20260909,libero_object,seen,v8_guard,common_horizon,560,10,0.9301818181818182,0.6963886113886114,0.8213552076393515,0.6696428571428571,1.0,3
libero_object_20260909,libero_object,unseen,v8_guard,full,1200,17,0.9830938292476754,0.843777167901303,0.991506025780835,0.9814814814814814,1.0,2
libero_object_20260909,libero_object,unseen,v8_guard,common_horizon,1200,17,0.7139376460643428,0.029911349320575764,0.8025319464250762,0.7698826058201058,1.0,2
libero_object_20260909,libero_object,seen,v82_guard,full,560,10,1.0,1.0,1.0,1.0,1.0,3
libero_object_20260909,libero_object,seen,v82_guard,common_horizon,560,10,0.9350909090909091,0.6985013890896243,0.8413557628247834,0.6964285714285715,1.0,3
libero_object_20260909,libero_object,unseen,v82_guard,full,1200,17,0.9932375316990701,0.8693857838964851,0.9950746581662613,1.0,1.0,2
libero_object_20260909,libero_object,unseen,v82_guard,common_horizon,1200,17,0.7270647904132067,0.03256313262204057,0.8106685680731482,0.7540095899470899,1.0,2
libero_object_20260909,libero_object,seen,knn12_v8,full,560,10,0.9998181818181818,0.9909090909090909,1.0,1.0,1.0,3
libero_object_20260909,libero_object,seen,knn12_v8,common_horizon,560,10,0.9369090909090909,0.6386785926491809,0.8017698571322822,0.7738095238095237,1.0,3
libero_object_20260909,libero_object,unseen,knn12_v8,full,1200,17,0.9938839441101884,0.8667343005578299,0.9979796158040433,1.0,1.0,2
libero_object_20260909,libero_object,unseen,knn12_v8,common_horizon,1200,17,0.7973248470986027,0.043055930901469204,0.8071287364035455,0.7074652777777778,1.0,2
libero_object_20260909,libero_object,seen,knn_and_v7,full,560,10,0.49927272727272726,0.4134981626728608,0.7031111111111111,0.6777777777777777,1.0,3
libero_object_20260909,libero_object,seen,knn_and_v7,common_horizon,560,10,0.11654545454545455,0.010798084912048136,0.3164043230438967,0.4583333333333333,1.0,3
libero_object_20260909,libero_object,unseen,knn_and_v7,full,1200,17,0.677589378946845,0.3744467388275799,0.7113810362665325,0.8122106481481481,1.0,2
libero_object_20260909,libero_object,unseen,knn_and_v7,common_horizon,1200,17,0.1408681815921635,0.008240340957598704,0.22554595531694768,0.42679398148148145,1.0,2
libero_object_20260909,libero_object,seen,knn_and_v8,full,560,10,1.0,1.0,1.0,1.0,1.0,3
libero_object_20260909,libero_object,seen,knn_and_v8,common_horizon,560,10,0.9490909090909091,0.648620720842943,0.8441541194759049,0.8579365079365079,1.0,3
libero_object_20260909,libero_object,unseen,knn_and_v8,full,1200,17,0.9956740092486699,0.8841322763923383,0.9929162821910913,0.9814814814814814,1.0,2
libero_object_20260909,libero_object,unseen,knn_and_v8,common_horizon,1200,17,0.8427726120033813,0.057230994938828564,0.8567249671448145,0.7550843253968255,1.0,2
libero_object_20260909,libero_object,seen,knn_or_v8,full,560,10,0.9996363636363637,0.9833333333333333,0.9989035087719298,0.9791666666666666,1.0,3
libero_object_20260909,libero_object,seen,knn_or_v8,common_horizon,560,10,0.9352727272727273,0.5517456017124892,0.793828336664446,0.6636904761904762,1.0,3
libero_object_20260909,libero_object,unseen,knn_or_v8,full,1200,17,0.9883645765998708,0.7088922940183446,0.9901575650812292,0.9523809523809523,1.0,2
libero_object_20260909,libero_object,unseen,knn_or_v8,common_horizon,1200,17,0.7312416090696634,0.02946957670535475,0.7940600620753293,0.5868055555555556,1.0,2
libero_spatial_20260907,libero_spatial,seen,knn10,full,560,20,0.999537037037037,0.9867685144233131,0.9992307692307693,1.0,1.0,4
libero_spatial_20260907,libero_spatial,seen,knn10,common_horizon,560,20,0.6766666666666666,0.06396999165037312,0.6002986043492373,0.342202380952381,1.0,4
libero_spatial_20260907,libero_spatial,unseen,knn10,full,1200,22,0.9992282759685137,0.930349307886279,0.9985682751900623,1.0,0.9883333333333333,3
libero_spatial_20260907,libero_spatial,unseen,knn10,common_horizon,1200,22,0.6866607501157586,0.03354698756055434,0.632660498109003,0.5464285714285714,0.6666666666666666,3
libero_spatial_20260907,libero_spatial,seen,knn10_persist3,full,560,20,1.0,1.0,1.0,1.0,0.9,4
libero_spatial_20260907,libero_spatial,seen,knn10_persist3,common_horizon,560,20,0.6878703703703704,0.06536955030977756,0.5698604349237261,0.42345238095238097,0.42857142857142855,4
libero_spatial_20260907,libero_spatial,unseen,knn10_persist3,full,1200,22,0.9985723105417502,0.9273656314836303,0.998700786950481,1.0,0.37083333333333335,3
libero_spatial_20260907,libero_spatial,unseen,knn10_persist3,common_horizon,1200,22,0.5022765858928847,0.01797862681351869,0.4637542517006803,0.47883597883597884,0.3333333333333333,3
libero_spatial_20260907,libero_spatial,seen,knn10_delta_q7,full,560,20,0.999537037037037,0.9867685144233134,0.9992307692307693,1.0,1.0,4
libero_spatial_20260907,libero_spatial,seen,knn10_delta_q7,common_horizon,560,20,0.5898148148148148,0.04565321204355388,0.6160864978902953,0.4510119047619047,1.0,4
libero_spatial_20260907,libero_spatial,unseen,knn10_delta_q7,full,1200,22,0.9992282759685137,0.923144852262851,0.9985020193098529,1.0,0.9883333333333333,3
libero_spatial_20260907,libero_spatial,unseen,knn10_delta_q7,common_horizon,1200,22,0.6470906004012965,0.04184634312997744,0.6075680272108843,0.5534391534391534,0.6666666666666666,3
libero_spatial_20260907,libero_spatial,seen,v7_guard,full,560,20,0.9956481481481482,0.9501560046653116,0.9951282051282051,1.0,1.0,4
libero_spatial_20260907,libero_spatial,seen,v7_guard,common_horizon,560,20,0.6039814814814815,0.04619090016637138,0.4368752028562155,0.4443154761904762,1.0,4
libero_spatial_20260907,libero_spatial,unseen,v7_guard,full,1200,22,0.9097468745176724,0.7894414506617222,0.9233932464228407,0.9396825396825398,1.0,3
libero_spatial_20260907,libero_spatial,unseen,v7_guard,common_horizon,1200,22,0.3677265010032412,0.013864916680702166,0.37248209863614656,0.36719576719576724,1.0,3
libero_spatial_20260907,libero_spatial,seen,v8_guard,full,560,20,0.9996296296296296,0.9897096908939014,0.9994871794871795,1.0,1.0,4
libero_spatial_20260907,libero_spatial,seen,v8_guard,common_horizon,560,20,0.653425925925926,0.0739167028692364,0.643681434599156,0.5754761904761905,1.0,4
libero_spatial_20260907,libero_spatial,unseen,v8_guard,full,1200,22,0.9992282759685137,0.9135928101021134,0.999271185317697,0.9952380952380953,1.0,3
