scope,calibration,method,alpha,recall,fpr,precision,recall_lead4,recall_by_q10,recall_by_q14,recall_by_q21,fpr_by_q14
unseen,episode,v7_guard,0.03,0.7396656553064117,0.04670100839992575,0.548676997674357,0.6955159557995693,0.05563186813186813,0.11613239701474996,0.49068358384534855,0.042126843889159375
unseen,episode,v7_guard,0.05,0.7563851636225586,0.05927084007154787,0.4949624103159717,0.7200670967687773,0.06536172161172162,0.13976126814362108,0.5200564441005617,0.05252074500324153
unseen,episode,v7_guard,0.1,0.7801811692042784,0.09534416824833634,0.42383102836861825,0.7574252544840779,0.09752747252747253,0.21441700262078414,0.5689411176280924,0.08611571058205458
unseen,episode,v7_guard,0.15,0.8610348657722607,0.1394476250913951,0.33655843790856993,0.8432024204398153,0.13961385836385837,0.31348709258373125,0.6817516140100174,0.12858813395679872
unseen,episode,v7_guard,0.2,0.8724526807615044,0.18090113415781092,0.28500414900914567,0.860964585523409,0.16159188034188035,0.3693557147023534,0.6989473812057846,0.16918727903718556
unseen,episode,v82_guard,0.01,0.9414391782353967,0.03847459892327806,0.6270264605655592,0.8990871675010331,0.06808608058608058,0.2010851865998925,0.6782304759510641,0.03189318748024136
unseen,episode,v82_guard,0.03,0.9668925518925519,0.07852071425372024,0.45596551072035724,0.9394498556998557,0.09715820943762121,0.32119048979343096,0.710911099482528,0.05999137266633528
unseen,episode,v82_guard,0.05,0.981990231990232,0.10974635260141517,0.3927192360456065,0.9603350815850815,0.14249917099707016,0.3870755151322378,0.7441421012849584,0.08460440170423283
unseen,episode,v82_guard,0.1,0.9888583638583639,0.1763998478222788,0.311566169464117,0.976880896880897,0.21935390939592622,0.49694963338870907,0.7604729926158497,0.14050597954500169
unseen,episode,v82_guard,0.15,0.9922161172161172,0.2185426049772623,0.26610496710620196,0.9847774447774448,0.25228169589514127,0.5439944602549645,0.8056136984708413,0.1761521472712415
unseen,episode,v82_guard,0.2,0.9931318681318682,0.2564024111183636,0.20422277119690987,0.9914652014652016,0.2970240586522099,0.5966709504314546,0.8280495959067388,0.20517761657677577
unseen,episode,v8_guard,0.01,0.9250153266434779,0.0406446310473963,0.6062944535380136,0.8831077500930443,0.06641941391941392,0.21152222505163684,0.6439783391989274,0.03535275677743327
unseen,episode,v8_guard,0.03,0.9520725726187912,0.06435255721500806,0.495006100663318,0.9231417811879997,0.0949191984486102,0.2820550663933017,0.6979444256335013,0.05503839912596
unseen,episode,v8_guard,0.05,0.9668650024112209,0.09504416972828165,0.4195493093711782,0.9430730998693183,0.12661422261212177,0.3516234671801899,0.7255282967888009,0.08080523030083138
unseen,episode,v8_guard,0.1,0.9893284493284494,0.16389521157031184,0.330756460504602,0.974017649017649,0.2150532100952269,0.5030195819586576,0.7872672829815688,0.13695519545927198
unseen,episode,v8_guard,0.15,0.9954212454212454,0.2088302653972264,0.2792572960078375,0.983898323898324,0.2564117325251779,0.5634010259115301,0.8231147159718589,0.17425887394016915
unseen,episode,v8_guard,0.2,0.9967948717948718,0.25138527509020897,0.20672415008067127,0.988006993006993,0.30000671325251155,0.6382569305888633,0.8511977440548869,0.20511946600827088
unseen,task_init,knn10,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
unseen,task_init,knn10,0.03,0.8557192107612276,0.04897509029713312,0.5550131472214989,0.8317333600106709,0.06713036963036963,0.34208889422124716,0.643265639589169,0.04468320565953465
unseen,task_init,knn10,0.05,0.9226630823269479,0.05988528052410238,0.4885131802558045,0.910587739369252,0.08746406371406372,0.4094261974409033,0.710245636716225,0.05475448018241814
unseen,task_init,knn10,0.1,0.9810637930385829,0.10979209603435315,0.2627360594220107,0.9748933761538803,0.20214396714396712,0.6048372977784743,0.7949124094082077,0.09342801423738241
unseen,task_init,knn10,0.15,0.9929394834857019,0.14006298237672304,0.2128521679564519,0.9884697468731082,0.2528280624604154,0.6773664461899757,0.8246743141701125,0.11746735225817635
unseen,task_init,knn10,0.2,0.9946401637578108,0.1812291279844621,0.1544103847438777,0.9946401637578108,0.31282096171802054,0.7106590110791791,0.8619182715821371,0.14908115171329658
unseen,task_init,knn10_delta_q7,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
unseen,task_init,knn10_delta_q7,0.03,0.855449872256595,0.04451091766960379,0.5830558691590927,0.8315097274340971,0.06657176157176158,0.33089607016077605,0.6769553975436328,0.04101888219280248
unseen,task_init,knn10_delta_q7,0.05,0.9129168761521703,0.054736782802981644,0.5129496314637709,0.8888627712157123,0.08601232101232102,0.4147467565114624,0.7004596710479064,0.05050616955577757
unseen,task_init,knn10_delta_q7,0.1,0.975111412086202,0.08676342056204704,0.32261126909483767,0.9692680490999819,0.15878468753468755,0.5553508365273071,0.7703577157358671,0.07405370509151245
unseen,task_init,knn10_delta_q7,0.15,0.9786435941898127,0.11003829330570492,0.2677544710521031,0.974173857577219,0.19568576031811327,0.5944767433002728,0.8001196204977717,0.09458113604528962
unseen,task_init,knn10_delta_q7,0.2,0.9977106227106227,0.14474784457410905,0.20327455306783335,0.9977106227106227,0.2389675357322416,0.6522958110983321,0.8378723284185469,0.11949623751936074
unseen,task_init,knn10_persist3,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
unseen,task_init,knn10_persist3,0.03,0.8881116549183776,0.04898339001281971,0.5270898547106261,0.8822355865423092,0.010876068376068375,0.332451402083755,0.6801425698484521,0.043814623060706416
unseen,task_init,knn10_persist3,0.05,0.927438069244792,0.05978029673609162,0.477379682875089,0.9235079715646943,0.013737789987789987,0.3594901966225496,0.6981523378582203,0.05370855126034222
unseen,task_init,knn10_persist3,0.1,0.9907809277557177,0.1279089032934003,0.23580359913401264,0.9873795672114999,0.042941086691086684,0.5389426151190857,0.8332572345177387,0.10773291321650158
unseen,task_init,knn10_persist3,0.15,1.0,0.15693721788760454,0.19319971663252108,1.0,0.06469017094017095,0.6168600388873499,0.8464009535438107,0.13358016032588343
unseen,task_init,knn10_persist3,0.2,1.0,0.19504122638176516,0.14769290704951807,1.0,0.13772990897990897,0.678826735822534,0.8641200069771499,0.16583778134755786
unseen,task_init,knn12_v8,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
unseen,task_init,knn12_v8,0.03,0.8903540048498031,0.05742286314230169,0.57772291868645,0.870073533686979,0.08822011322011321,0.4168168976992506,0.6816867772750125,0.05160359396094539
unseen,task_init,knn12_v8,0.05,0.9069901464859448,0.07086929942481422,0.5061504567211391,0.8943043029177483,0.10338189588189588,0.4719073954368072,0.7183168139050492,0.0616961254926686
unseen,task_init,knn12_v8,0.1,0.979534121340844,0.1272224306635331,0.25877435014410805,0.9718631042160454,0.2497337384837385,0.6736753932342167,0.8147139197559365,0.11039771519506188
unseen,task_init,knn12_v8,0.15,0.9995421245421245,0.1774206725626574,0.1777217748742759,0.9995421245421245,0.28143334606569903,0.7218992255021667,0.8358518621123663,0.1447209726427917
unseen,task_init,knn12_v8,0.2,1.0,0.22986568924453954,0.13002662766396197,1.0,0.34868939883645766,0.7575662743729971,0.8842955985813129,0.19090962541685275
unseen,task_init,knn_and_v7,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
unseen,task_init,knn_and_v7,0.03,0.673480553060385,0.033157121266732884,0.6604615567243243,0.6281246018220809,0.04487179487179487,0.08793850757086051,0.4427153837447955,0.031202528182930612
unseen,task_init,knn_and_v7,0.05,0.6881857684798861,0.036979881612692674,0.6077184542203995,0.6505293970735148,0.04635989010989011,0.09625477463712757,0.466741635271047,0.03404840325481998
unseen,task_init,knn_and_v7,0.1,0.7577481019602869,0.052591111429029606,0.5237544234693846,0.7171469372519792,0.06948260073260074,0.17303355141590435,0.5109318540936189,0.04720691517070685
unseen,task_init,knn_and_v7,0.15,0.8131822157767536,0.07341347369187223,0.4519636334521624,0.7876572447160682,0.09752747252747253,0.2407077753401283,0.6080326345767523,0.06584534173731836
unseen,task_init,knn_and_v7,0.2,0.8383095487612294,0.12011648609319348,0.3546023425906962,0.8149213298372963,0.1485424297924298,0.31688298901534195,0.6934614385769847,0.11036363918754516
unseen,task_init,knn_and_v8,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
unseen,task_init,knn_and_v8,0.03,0.853136280153087,0.036491031456691185,0.7067355250940284,0.8070219315387384,0.061776556776556774,0.19355184031654618,0.6069961574373339,0.033174501566047794
unseen,task_init,knn_and_v8,0.05,0.9024403265579736,0.04151808053488155,0.6363694941691126,0.8666234473587414,0.06344322344322344,0.21998543939720414,0.6504128061481003,0.03691667275238799
unseen,task_init,knn_and_v8,0.1,0.9675806732949591,0.0664109403032771,0.4849425513290789,0.9450806336520623,0.10819758672699849,0.3690258597611538,0.7286060236060236,0.05970532129900818
unseen,task_init,knn_and_v8,0.15,0.9854814233385661,0.09004297770882298,0.3844111970185952,0.966382744239887,0.15014059469941823,0.4194903027255968,0.772838246409675,0.0783671439581005
unseen,task_init,knn_and_v8,0.2,0.9920538984824699,0.11700447078060612,0.3118097368407564,0.9778114742400458,0.19140056022408966,0.49135909297674,0.8279963951392523,0.09787002821846487
unseen,task_init,knn_or_v8,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
unseen,task_init,knn_or_v8,0.03,0.8557192107612276,0.04839233971438254,0.5607172470432458,0.8317333600106709,0.06861846486846486,0.3391127037450567,0.643265639589169,0.04410045507678407
unseen,task_init,knn_or_v8,0.05,0.9226630823269479,0.05980979787701063,0.48964910858567756,0.910587739369252,0.08746406371406372,0.4094261974409033,0.710245636716225,0.054678997535326394
unseen,task_init,knn_or_v8,0.1,0.9810637930385829,0.10618809759332694,0.2694581604537014,0.9748933761538803,0.15583444333444332,0.561503964445141,0.7949124094082077,0.08975445541794774
unseen,task_init,knn_or_v8,0.15,0.9929394834857019,0.1346675815722412,0.22120809685134538,0.9884697468731082,0.2496733005556535,0.6664405202640497,0.8246743141701125,0.11206975564140133
unseen,task_init,knn_or_v8,0.2,0.9995421245421245,0.17518649791952248,0.16165780687881626,0.9984737484737485,0.3120318896789485,0.7046350459375669,0.8662097317559502,0.14297094891385811
unseen,task_init,v7_guard,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
unseen,task_init,v7_guard,0.03,0.6620845416643736,0.032801883563671246,0.6718206185048708,0.6097200434175224,0.04487179487179487,0.08627184090419383,0.4334561244855362,0.030921562612964637
unseen,task_init,v7_guard,0.05,0.6723758376699553,0.03647718839810498,0.6153607427353954,0.6321126286567463,0.04635989010989011,0.09034235372470667,0.4339139999434117,0.03370184202925461
unseen,task_init,v7_guard,0.1,0.7361770803892652,0.05124500126559791,0.5402211261104063,0.6920273808824229,0.06581959706959707,0.12931005269240564,0.49709384025560494,0.045988807277718334
unseen,task_init,v7_guard,0.15,0.7761653791275641,0.06538369305586053,0.4850079662130466,0.7449447148711855,0.08321886446886446,0.17903680741916037,0.547409774321539,0.05873462539595675
unseen,task_init,v7_guard,0.2,0.827943248394929,0.10195156423966746,0.3793361410093627,0.8051533200692864,0.12229090354090355,0.28140832479067773,0.647736977852524,0.09231414018223368
unseen,task_init,v82_guard,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
unseen,task_init,v82_guard,0.03,0.8837735307798332,0.024255627946673908,0.7487115509941752,0.8056206056626225,0.05118131868131868,0.14214699516170104,0.5867436076994901,0.02013065700306702
unseen,task_init,v82_guard,0.05,0.9276439678435476,0.034230619776352215,0.6948901473544904,0.886513253319976,0.06326465201465202,0.18358726785197374,0.6487039730422083,0.029106683596134737
unseen,task_init,v82_guard,0.1,0.9651835093011564,0.06254518971835149,0.48221784658222894,0.9392792746469217,0.08001831501831502,0.28352700132111897,0.7073525991593218,0.05010056226190401
unseen,task_init,v82_guard,0.15,0.9841269841269842,0.10314973865355509,0.4038111566385845,0.9635402097902098,0.1407984907249613,0.41093954792484205,0.7535830571544858,0.08705657807043787
unseen,task_init,v82_guard,0.2,0.98992673992674,0.14647943813863692,0.3221327996241145,0.9735631035631035,0.18111414262674766,0.47443191962099523,0.785656142799,0.11757473028400635
unseen,task_init,v8_guard,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
unseen,task_init,v8_guard,0.03,0.8531187731502857,0.02715333782277231,0.7506555437227554,0.7868474981290108,0.05118131868131868,0.15613300914771502,0.5971747288659054,0.02368632544538951
unseen,task_init,v8_guard,0.05,0.8895240190093131,0.032950451923651564,0.7305127709435921,0.8480416125269067,0.06028846153846154,0.17325449876920465,0.6281504524886877,0.029083599311673064
unseen,task_init,v8_guard,0.1,0.9635072490534675,0.05732632287271847,0.5069459997943848,0.9282912768837139,0.08217948717948718,0.2700425690866867,0.7056763389116331,0.049416548052004815
unseen,task_init,v8_guard,0.15,0.9761930926216641,0.10204004654419811,0.4227909072575447,0.9556063182848896,0.1505141672053437,0.35710371872136576,0.740786964358393,0.09110374081153923
unseen,task_init,v8_guard,0.2,0.982014652014652,0.13697468620871953,0.33371230472155494,0.9639843489843489,0.17202989354249862,0.4307154971545728,0.7974835746264318,0.11729059480166017
