fold,suite,task,scope,method,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query,tp_lead0,recall_lead0,legacy_filtered_fp_lead0,tp_lead2,recall_lead2,legacy_filtered_fp_lead2,tp_lead4,recall_lead4,legacy_filtered_fp_lead4,tp_lead8,recall_lead8,legacy_filtered_fp_lead8,tp_lead12,recall_lead12,legacy_filtered_fp_lead12,tp_lead16,recall_lead16,legacy_filtered_fp_lead16,tp_lead20,recall_lead20,legacy_filtered_fp_lead20,recall_by_q7,fpr_by_q7,recall_by_q10,fpr_by_q10,recall_by_q14,fpr_by_q14,recall_by_q21,fpr_by_q21,recall_by_q29,fpr_by_q29,recall_by_q39,fpr_by_q39,recall_by_q51,fpr_by_q51
libero_goal_20260909,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,unseen,knn_or_v8,400,1,399,1,387,1.0,0.9699248120300752,0.002577319587628866,0.5150375939849624,0.3333333333333333,9.0,1,1.0,387,1,1.0,381,1,1.0,261,1,1.0,18,1,1.0,10,1,1.0,0,1,1.0,0,0.0,0.0,1.0,0.8421052631578947,1.0,0.949874686716792,1.0,0.9699248120300752,1.0,0.9699248120300752,1.0,0.9699248120300752,1.0,0.9699248120300752
libero_goal_20260909,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,unseen,knn_or_v8,400,1,399,1,93,1.0,0.23308270676691728,0.010638297872340425,0.8834586466165414,0.6666666666666666,19.0,1,1.0,93,1,1.0,57,1,1.0,26,1,1.0,1,0,0.0,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.10526315789473684,0.0,0.23308270676691728,1.0,0.23308270676691728,1.0,0.23308270676691728,1.0,0.23308270676691728,1.0,0.23308270676691728
libero_goal_20260909,libero_goal,libero_goal/turn_on_the_stove,unseen,knn_or_v8,400,0,400,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,seen,knn10,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seen,knn10,80,28,52,20,3,0.7142857142857143,0.057692307692307696,0.8695652173913043,0.8282967032967034,0.7699175824175823,33.5,20,0.7142857142857143,3,20,0.7142857142857143,3,20,0.7142857142857143,3,20,0.7142857142857143,3,19,0.6785714285714286,2,18,0.6428571428571429,0,2,0.07142857142857142,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785714285714286,0.057692307692307696,0.7142857142857143,0.057692307692307696
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,seen,knn10,80,5,75,4,0,0.8,0.0,1.0,0.9,0.7923076923076924,37.5,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,2,0.4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.8,0.0
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,seen,knn10,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,seen,knn10,80,1,79,1,3,1.0,0.0379746835443038,0.25,0.9810126582278481,0.36538461538461536,18.0,1,1.0,3,1,1.0,3,1,1.0,3,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012658227848101266,1.0,0.0379746835443038,1.0,0.0379746835443038,1.0,0.0379746835443038
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,seen,knn10,80,8,72,2,1,0.25,0.013888888888888888,0.6666666666666666,0.6180555555555556,0.9038461538461539,31.0,2,0.25,1,2,0.25,1,2,0.25,1,2,0.25,1,2,0.25,0,2,0.25,0,2,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.013888888888888888,0.25,0.013888888888888888
libero_long_20260907,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,seen,knn10,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,unseen,knn10,400,1,399,1,2,1.0,0.005012531328320802,0.3333333333333333,0.9974937343358397,0.5961538461538461,30.0,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005012531328320802,0.0,0.005012531328320802,1.0,0.005012531328320802,1.0,0.005012531328320802
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,unseen,knn10,400,1,399,1,9,1.0,0.022556390977443608,0.1,0.9887218045112782,0.8076923076923077,41.0,1,1.0,9,1,1.0,9,1,1.0,9,1,1.0,9,0,0.0,6,0,0.0,4,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015037593984962405,0.0,0.022556390977443608,0.0,0.022556390977443608,1.0,0.022556390977443608
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,unseen,knn10,400,47,353,25,3,0.5319148936170213,0.0084985835694051,0.8928571428571429,0.7617081550238081,0.8465630114566284,34.0,25,0.5319148936170213,3,25,0.5319148936170213,3,25,0.5319148936170213,3,24,0.5106382978723404,3,19,0.40425531914893614,3,15,0.3191489361702128,2,6,0.1276595744680851,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056657223796034,0.02127659574468085,0.0084985835694051,0.3829787234042553,0.0084985835694051,0.5319148936170213,0.0084985835694051
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,seen,knn10_persist3,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seen,knn10_persist3,80,28,52,20,4,0.7142857142857143,0.07692307692307693,0.8333333333333334,0.8186813186813188,0.7864010989010988,35.0,20,0.7142857142857143,4,20,0.7142857142857143,4,20,0.7142857142857143,4,19,0.6785714285714286,3,19,0.6785714285714286,1,16,0.5714285714285714,0,1,0.03571428571428571,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785714285714286,0.07692307692307693,0.7142857142857143,0.07692307692307693
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,seen,knn10_persist3,80,5,75,4,0,0.8,0.0,1.0,0.9,0.8192307692307692,39.5,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,2,0.4,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,seen,knn10_persist3,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,seen,knn10_persist3,80,1,79,1,3,1.0,0.0379746835443038,0.25,0.9810126582278481,0.6538461538461539,33.0,1,1.0,3,1,1.0,3,1,1.0,3,1,1.0,2,1,1.0,2,1,1.0,2,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0379746835443038,1.0,0.0379746835443038,1.0,0.0379746835443038
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,seen,knn10_persist3,80,8,72,2,1,0.25,0.013888888888888888,0.6666666666666666,0.6180555555555556,0.9134615384615384,33.0,2,0.25,1,2,0.25,1,2,0.25,1,2,0.25,0,2,0.25,0,2,0.25,0,1,0.125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.013888888888888888,0.25,0.013888888888888888
libero_long_20260907,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,seen,knn10_persist3,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,unseen,knn10_persist3,400,1,399,1,5,1.0,0.012531328320802004,0.16666666666666666,0.993734335839599,0.6346153846153846,32.0,1,1.0,5,1,1.0,5,1,1.0,5,1,1.0,4,1,1.0,2,1,1.0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012531328320802004,1.0,0.012531328320802004,1.0,0.012531328320802004
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,unseen,knn10_persist3,400,1,399,1,8,1.0,0.020050125313283207,0.1111111111111111,0.9899749373433584,0.8461538461538461,43.0,1,1.0,8,1,1.0,8,1,1.0,8,1,1.0,8,0,0.0,4,0,0.0,3,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005012531328320802,0.0,0.020050125313283207,0.0,0.020050125313283207,1.0,0.020050125313283207
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,unseen,knn10_persist3,400,47,353,27,2,0.574468085106383,0.0056657223796034,0.9310344827586207,0.7844011813633898,0.8322422258592472,34.0,27,0.574468085106383,2,27,0.574468085106383,2,27,0.574468085106383,2,25,0.5319148936170213,2,23,0.48936170212765956,2,18,0.3829787234042553,1,5,0.10638297872340426,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028328611898017,0.0425531914893617,0.0056657223796034,0.48936170212765956,0.0056657223796034,0.574468085106383,0.0056657223796034
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,seen,knn10_delta_q7,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seen,knn10_delta_q7,80,28,52,20,3,0.7142857142857143,0.057692307692307696,0.8695652173913043,0.8282967032967034,0.7692307692307693,33.5,20,0.7142857142857143,3,20,0.7142857142857143,3,20,0.7142857142857143,3,20,0.7142857142857143,3,19,0.6785714285714286,2,18,0.6428571428571429,0,2,0.07142857142857142,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785714285714286,0.057692307692307696,0.7142857142857143,0.057692307692307696
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,seen,knn10_delta_q7,80,5,75,4,0,0.8,0.0,1.0,0.9,0.7923076923076924,37.5,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,2,0.4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.8,0.0
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,seen,knn10_delta_q7,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,seen,knn10_delta_q7,80,1,79,1,2,1.0,0.02531645569620253,0.3333333333333333,0.9873417721518988,0.36538461538461536,18.0,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,1,1,1.0,1,1,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.02531645569620253,1.0,0.02531645569620253,1.0,0.02531645569620253
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,seen,knn10_delta_q7,80,8,72,2,1,0.25,0.013888888888888888,0.6666666666666666,0.6180555555555556,0.9038461538461539,31.0,2,0.25,1,2,0.25,1,2,0.25,1,2,0.25,1,2,0.25,0,2,0.25,0,2,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.013888888888888888,0.25,0.013888888888888888
libero_long_20260907,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,seen,knn10_delta_q7,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,unseen,knn10_delta_q7,400,1,399,1,2,1.0,0.005012531328320802,0.3333333333333333,0.9974937343358397,0.5961538461538461,30.0,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002506265664160401,0.0,0.005012531328320802,1.0,0.005012531328320802,1.0,0.005012531328320802
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,unseen,knn10_delta_q7,400,1,399,1,8,1.0,0.020050125313283207,0.1111111111111111,0.9899749373433584,0.8076923076923077,41.0,1,1.0,8,1,1.0,8,1,1.0,8,1,1.0,8,0,0.0,5,0,0.0,4,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012531328320802004,0.0,0.020050125313283207,0.0,0.020050125313283207,1.0,0.020050125313283207
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,unseen,knn10_delta_q7,400,47,353,26,3,0.5531914893617021,0.0084985835694051,0.896551724137931,0.7723464528961486,0.8400163666121112,34.5,26,0.5531914893617021,3,26,0.5531914893617021,3,26,0.5531914893617021,3,25,0.5319148936170213,3,20,0.425531914893617,3,15,0.3191489361702128,2,7,0.14893617021276595,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056657223796034,0.02127659574468085,0.0084985835694051,0.40425531914893614,0.0084985835694051,0.5531914893617021,0.0084985835694051
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,seen,v7_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seen,v7_guard,80,28,52,18,3,0.6428571428571429,0.057692307692307696,0.8571428571428571,0.7925824175824175,0.7843406593406593,33.0,18,0.6428571428571429,3,18,0.6428571428571429,3,18,0.6428571428571429,3,18,0.6428571428571429,3,18,0.6428571428571429,1,18,0.6428571428571429,0,2,0.07142857142857142,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.057692307692307696,0.6428571428571429,0.057692307692307696
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,seen,v7_guard,80,5,75,4,0,0.8,0.0,1.0,0.9,0.7884615384615385,37.5,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,2,0.4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,seen,v7_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,seen,v7_guard,80,1,79,1,2,1.0,0.02531645569620253,0.3333333333333333,0.9873417721518988,0.6346153846153846,32.0,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.02531645569620253,1.0,0.02531645569620253,1.0,0.02531645569620253
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,seen,v7_guard,80,8,72,2,1,0.25,0.013888888888888888,0.6666666666666666,0.6180555555555556,0.9038461538461539,31.0,2,0.25,1,2,0.25,1,2,0.25,1,2,0.25,1,2,0.25,0,2,0.25,0,2,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.013888888888888888,0.25,0.013888888888888888
libero_long_20260907,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,seen,v7_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,unseen,v7_guard,400,1,399,1,1,1.0,0.002506265664160401,0.5,0.9987468671679198,0.5961538461538461,30.0,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002506265664160401,0.0,0.002506265664160401,1.0,0.002506265664160401,1.0,0.002506265664160401
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,unseen,v7_guard,400,1,399,1,5,1.0,0.012531328320802004,0.16666666666666666,0.993734335839599,0.8076923076923077,41.0,1,1.0,5,1,1.0,5,1,1.0,5,1,1.0,5,0,0.0,4,0,0.0,3,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005012531328320802,0.0,0.012531328320802004,0.0,0.012531328320802004,1.0,0.012531328320802004
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,unseen,v7_guard,400,47,353,19,4,0.40425531914893614,0.0113314447592068,0.8260869565217391,0.6964619371948647,0.8813420621931259,34.0,19,0.40425531914893614,4,19,0.40425531914893614,4,19,0.40425531914893614,4,19,0.40425531914893614,4,15,0.3191489361702128,3,11,0.23404255319148937,2,7,0.14893617021276595,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084985835694051,0.02127659574468085,0.0113314447592068,0.2765957446808511,0.0113314447592068,0.40425531914893614,0.0113314447592068
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,seen,v8_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seen,v8_guard,80,28,52,18,3,0.6428571428571429,0.057692307692307696,0.8571428571428571,0.7925824175824175,0.7905219780219779,34.0,18,0.6428571428571429,3,18,0.6428571428571429,3,18,0.6428571428571429,3,18,0.6428571428571429,3,18,0.6428571428571429,1,18,0.6428571428571429,0,1,0.03571428571428571,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.057692307692307696,0.6428571428571429,0.057692307692307696
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,seen,v8_guard,80,5,75,4,0,0.8,0.0,1.0,0.9,0.7923076923076924,37.5,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,2,0.4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.8,0.0
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,seen,v8_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,seen,v8_guard,80,1,79,1,2,1.0,0.02531645569620253,0.3333333333333333,0.9873417721518988,0.28846153846153844,14.0,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.012658227848101266,1.0,0.02531645569620253,1.0,0.02531645569620253,1.0,0.02531645569620253
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,seen,v8_guard,80,8,72,2,0,0.25,0.0,1.0,0.625,0.90625,31.5,2,0.25,0,2,0.25,0,2,0.25,0,2,0.25,0,2,0.25,0,2,0.25,0,2,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
libero_long_20260907,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,seen,v8_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,unseen,v8_guard,400,1,399,1,1,1.0,0.002506265664160401,0.5,0.9987468671679198,0.5961538461538461,30.0,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002506265664160401,0.0,0.002506265664160401,1.0,0.002506265664160401,1.0,0.002506265664160401
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,unseen,v8_guard,400,1,399,1,21,1.0,0.05263157894736842,0.045454545454545456,0.9736842105263158,0.8269230769230769,42.0,1,1.0,21,1,1.0,21,1,1.0,21,1,1.0,21,0,0.0,8,0,0.0,4,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045112781954887216,0.0,0.05263157894736842,0.0,0.05263157894736842,1.0,0.05263157894736842
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,unseen,v8_guard,400,47,353,33,4,0.7021276595744681,0.0113314447592068,0.8918918918918919,0.8453981074076307,0.7855973813420621,34.0,33,0.7021276595744681,4,33,0.7021276595744681,4,33,0.7021276595744681,4,31,0.6595744680851063,3,25,0.5319148936170213,3,22,0.46808510638297873,2,15,0.3191489361702128,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056657223796034,0.1276595744680851,0.0113314447592068,0.5106382978723404,0.0113314447592068,0.7021276595744681,0.0113314447592068
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,seen,v82_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seen,v82_guard,80,28,52,18,3,0.6428571428571429,0.057692307692307696,0.8571428571428571,0.7925824175824175,0.7912087912087912,34.0,18,0.6428571428571429,3,18,0.6428571428571429,3,18,0.6428571428571429,3,18,0.6428571428571429,3,18,0.6428571428571429,1,18,0.6428571428571429,0,1,0.03571428571428571,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.057692307692307696,0.6428571428571429,0.057692307692307696
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,seen,v82_guard,80,5,75,4,0,0.8,0.0,1.0,0.9,0.6884615384615385,35.5,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,4,0.8,0,3,0.6,0,1,0.2,0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.8,0.0,0.8,0.0
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,seen,v82_guard,80,0,80,0,0,,0.0,,,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
libero_long_20260907,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,seen,v82_guard,80,1,79,1,2,1.0,0.02531645569620253,0.3333333333333333,0.9873417721518988,0.28846153846153844,14.0,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,2,1,1.0,1,1,1.0,1,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.012658227848101266,1.0,0.02531645569620253,1.0,0.02531645569620253,1.0,0.02531645569620253
