fold,scope,method,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query,tp_lead0,recall_lead0,legacy_filtered_fp_lead0,tp_lead2,recall_lead2,legacy_filtered_fp_lead2,tp_lead4,recall_lead4,legacy_filtered_fp_lead4,tp_lead8,recall_lead8,legacy_filtered_fp_lead8,tp_lead12,recall_lead12,legacy_filtered_fp_lead12,tp_lead16,recall_lead16,legacy_filtered_fp_lead16,tp_lead20,recall_lead20,legacy_filtered_fp_lead20,recall_by_q7,fpr_by_q7,recall_by_q10,fpr_by_q10,recall_by_q14,fpr_by_q14,recall_by_q21,fpr_by_q21,recall_by_q29,fpr_by_q29,recall_by_q39,fpr_by_q39,recall_by_q51,fpr_by_q51
libero_goal_20260907,seen,knn10,560,12,548,12,3,1.0,0.005474452554744526,0.8,0.9972627737226277,0.488888888888889,13.0,12,1.0,3,12,1.0,3,12,1.0,3,12,1.0,1,11,0.9166666666666666,0,8,0.6666666666666666,0,0,0.0,0,0.0,0.0,0.0,0.0018248175182481751,0.6666666666666666,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526,1.0,0.005474452554744526
libero_goal_20260907,seen,v7_frozen,560,12,548,6,0,0.5,0.0,1.0,0.75,0.8416666666666668,19.0,6,0.5,0,6,0.5,0,5,0.4166666666666667,0,3,0.25,0,3,0.25,0,2,0.16666666666666666,0,0,0.0,0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.25,0.0,0.5,0.0,0.5,0.0,0.5,0.0
libero_goal_20260907,seen,v8_frozen,560,12,548,12,1,1.0,0.0018248175182481751,0.9230769230769231,0.9990875912408759,0.6444444444444444,21.0,12,1.0,1,12,1.0,1,12,1.0,1,11,0.9166666666666666,0,5,0.4166666666666667,0,3,0.25,0,0,0.0,0,0.0,0.0,0.0,0.0,0.25,0.0018248175182481751,0.8333333333333334,0.0018248175182481751,1.0,0.0018248175182481751,1.0,0.0018248175182481751,1.0,0.0018248175182481751
libero_goal_20260907,seen,v82_frozen,560,12,548,12,1,1.0,0.0018248175182481751,0.9230769230769231,0.9990875912408759,0.6027777777777777,18.0,12,1.0,1,12,1.0,1,12,1.0,1,11,0.9166666666666666,0,6,0.5,0,4,0.3333333333333333,0,2,0.16666666666666666,0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0018248175182481751,0.9166666666666666,0.0018248175182481751,1.0,0.0018248175182481751,1.0,0.0018248175182481751,1.0,0.0018248175182481751
libero_goal_20260907,seen,v83_frozen,560,12,548,12,0,1.0,0.0,1.0,1.0,0.5499999999999999,14.5,12,1.0,0,12,1.0,0,12,1.0,0,11,0.9166666666666666,0,8,0.6666666666666666,0,6,0.5,0,4,0.3333333333333333,0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.9166666666666666,0.0,1.0,0.0,1.0,0.0,1.0,0.0
libero_goal_20260907,unseen,knn10,1200,78,1122,77,21,0.9871794871794872,0.01871657754010695,0.7857142857142857,0.9842314548196901,0.6457264957264959,17.0,77,0.9871794871794872,21,76,0.9743589743589743,12,72,0.9230769230769231,11,69,0.8846153846153846,4,47,0.6025641025641025,2,16,0.20512820512820512,1,1,0.01282051282051282,0,0.0,0.0,0.01282051282051282,0.0017825311942959,0.20512820512820512,0.00980392156862745,0.6923076923076923,0.01871657754010695,0.9871794871794872,0.01871657754010695,0.9871794871794872,0.01871657754010695,0.9871794871794872,0.01871657754010695
libero_goal_20260907,unseen,v7_frozen,1200,78,1122,51,1,0.6538461538461539,0.00089126559714795,0.9807692307692307,0.8264774441245029,0.9012820512820513,24.0,51,0.6538461538461539,1,44,0.5641025641025641,1,42,0.5384615384615384,1,8,0.10256410256410256,0,1,0.01282051282051282,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0641025641025641,0.0,0.6538461538461539,0.00089126559714795,0.6538461538461539,0.00089126559714795,0.6538461538461539,0.00089126559714795
libero_goal_20260907,unseen,v8_frozen,1200,78,1122,55,1,0.7051282051282052,0.00089126559714795,0.9821428571428571,0.8521184697655286,0.8653846153846155,24.0,55,0.7051282051282052,1,48,0.6153846153846154,1,46,0.5897435897435898,1,17,0.21794871794871795,0,10,0.1282051282051282,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,0.7051282051282052,0.00089126559714795,0.7051282051282052,0.00089126559714795,0.7051282051282052,0.00089126559714795
libero_goal_20260907,unseen,v82_frozen,1200,78,1122,59,1,0.7564102564102564,0.00089126559714795,0.9833333333333333,0.8777594954065542,0.8444444444444443,24.0,59,0.7564102564102564,1,52,0.6666666666666666,1,48,0.6153846153846154,1,20,0.2564102564102564,1,16,0.20512820512820512,1,1,0.01282051282051282,0,0,0.0,0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.2564102564102564,0.00089126559714795,0.7564102564102564,0.00089126559714795,0.7564102564102564,0.00089126559714795,0.7564102564102564,0.00089126559714795
libero_goal_20260907,unseen,v83_frozen,1200,78,1122,64,2,0.8205128205128205,0.0017825311942959,0.9696969696969697,0.9093651446592623,0.8119658119658121,24.0,64,0.8205128205128205,2,57,0.7307692307692307,2,53,0.6794871794871795,2,24,0.3076923076923077,1,21,0.2692307692307692,1,6,0.07692307692307693,0,0,0.0,0,0.0,0.0,0.0,0.0,0.07692307692307693,0.00089126559714795,0.3076923076923077,0.00089126559714795,0.8205128205128205,0.0017825311942959,0.8205128205128205,0.0017825311942959,0.8205128205128205,0.0017825311942959
libero_goal_20260908,seen,knn10,560,22,538,21,3,0.9545454545454546,0.0055762081784386614,0.875,0.9744846231835079,0.6878787878787879,21.0,21,0.9545454545454546,3,21,0.9545454545454546,1,20,0.9090909090909091,1,15,0.6818181818181818,0,10,0.45454545454545453,0,4,0.18181818181818182,0,0,0.0,0,0.0,0.0,0.0,0.0018587360594795538,0.18181818181818182,0.0037174721189591076,0.5,0.0055762081784386614,0.9545454545454546,0.0055762081784386614,0.9545454545454546,0.0055762081784386614,0.9545454545454546,0.0055762081784386614
libero_goal_20260908,seen,v7_frozen,560,22,538,18,0,0.8181818181818182,0.0,1.0,0.9090909090909092,0.7909090909090911,23.5,18,0.8181818181818182,0,14,0.6363636363636364,0,13,0.5909090909090909,0,8,0.36363636363636365,0,8,0.36363636363636365,0,3,0.13636363636363635,0,0,0.0,0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.36363636363636365,0.0,0.8181818181818182,0.0,0.8181818181818182,0.0,0.8181818181818182,0.0
libero_goal_20260908,seen,v8_frozen,560,22,538,18,1,0.8181818181818182,0.0018587360594795538,0.9473684210526315,0.9081615410611694,0.7803030303030305,20.0,18,0.8181818181818182,1,14,0.6363636363636364,1,13,0.5909090909090909,1,9,0.4090909090909091,0,9,0.4090909090909091,0,3,0.13636363636363635,0,0,0.0,0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0018587360594795538,0.4090909090909091,0.0018587360594795538,0.8181818181818182,0.0018587360594795538,0.8181818181818182,0.0018587360594795538,0.8181818181818182,0.0018587360594795538
libero_goal_20260908,seen,v82_frozen,560,22,538,19,1,0.8636363636363636,0.0018587360594795538,0.95,0.9308888137884421,0.7787878787878789,24.0,19,0.8636363636363636,1,15,0.6818181818181818,1,13,0.5909090909090909,1,9,0.4090909090909091,0,9,0.4090909090909091,0,3,0.13636363636363635,0,0,0.0,0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0018587360594795538,0.4090909090909091,0.0018587360594795538,0.8636363636363636,0.0018587360594795538,0.8636363636363636,0.0018587360594795538,0.8636363636363636,0.0018587360594795538
