estimator,stage,saving,mean_relative_error,median_relative_error,p90_relative_error,p95_relative_error,unsafe_rate,unsafe_count,unsafe_query_count,unsafe_query_any_rate,unsafe_rollout_count,physical_rms,physical_max_abs_p95,gripper_sign_flip_rate
linear_fit_3,7,0.3,0.06367776144889929,0.05372970452127165,0.0891158787731259,0.1380124503750177,0.5580110497237569,101,101,0.5580110497237569,4,0.01932007025261973,0.51916796258671,0.011049723756906077
linear_fit_3,8,0.2,0.051025268263911606,0.04534555574720381,0.06943918727014561,0.0940823456331431,0.3867403314917127,70,70,0.3867403314917127,4,0.014816238331373542,0.3200629809493455,0.0055248618784530384
linear_fit_3,9,0.1,0.033876383123954974,0.033095622830100896,0.04706514738688204,0.05137384461295109,0.0718232044198895,13,13,0.0718232044198895,4,0.009385646104740748,0.06856296785042663,0.0
linear_fit_4,2,0.8,0.11520939673681665,0.0933753425336283,0.20823718223230397,0.2652696564632717,0.9668508287292817,175,175,0.9668508287292817,4,0.03771023086327316,0.7893735790326326,0.027624309392265192
linear_fit_4,3,0.7,0.10951300674442221,0.0892196350202526,0.19091788035255133,0.25390569029736976,0.9392265193370166,170,170,0.9392265193370166,4,0.03577522923579447,0.7837019332936945,0.027624309392265192
linear_fit_4,4,0.6,0.0998286937983543,0.08006842459500554,0.1688755078817158,0.2232328768069494,0.9116022099447514,165,165,0.9116022099447514,4,0.03248219419844853,0.7128321920856908,0.022099447513812154
linear_fit_4,5,0.5,0.08938826933867045,0.07141915061741906,0.156367655398078,0.20150436651163262,0.8397790055248618,152,152,0.8397790055248618,4,0.02879909992131076,0.693104985512799,0.027624309392265192
linear_fit_4,6,0.4,0.07847733391636293,0.06317972798571804,0.13105524753443928,0.1724644434550634,0.7403314917127072,134,134,0.7403314917127072,4,0.024895481533705424,0.6768439473764873,0.016574585635359115
linear_fit_4,7,0.3,0.06727200592693672,0.056068779959526874,0.10180203306266111,0.14670635373429675,0.6022099447513812,109,109,0.6022099447513812,4,0.020720185457482287,0.5462817759289319,0.011049723756906077
linear_fit_4,8,0.2,0.05466877015080665,0.047732123949919276,0.07559711516571667,0.10780934091439569,0.4419889502762431,80,80,0.4419889502762431,4,0.016099018663100928,0.38987455780872937,0.0055248618784530384
linear_fit_4,9,0.1,0.03804765519383215,0.03567816804221679,0.054067125274874825,0.059794338262495556,0.13812154696132597,25,25,0.13812154696132597,4,0.010752083171952533,0.16049367853272647,0.0
quadratic_fit_3,2,0.8,0.1599820005860845,0.1472204297305684,0.2228915047765397,0.2772626769368649,1.0,181,181,1.0,4,0.05490024433698832,0.74923393706529,0.027624309392265192
quadratic_fit_3,3,0.7,0.11345248052842084,0.09969027203290745,0.18160556368268305,0.2373103765644769,0.994475138121547,180,180,0.994475138121547,4,0.03637608219789535,0.6964130916018394,0.03314917127071823
quadratic_fit_3,4,0.6,0.09662719348242714,0.08300364745277741,0.15046883854103002,0.1925333627778049,0.9281767955801105,168,168,0.9281767955801105,4,0.03145645070839507,0.511375937020958,0.03314917127071823
quadratic_fit_3,5,0.5,0.08391451466619311,0.0694019772572858,0.12018959470912216,0.1669395541444044,0.8453038674033149,153,153,0.8453038674033149,4,0.028811243763779793,0.6769047647983824,0.016574585635359115
quadratic_fit_3,6,0.4,0.06982584530926525,0.06037867264158401,0.09900631669233705,0.1522517986374258,0.6574585635359116,119,119,0.6574585635359116,4,0.022521315762419798,0.5806766796049799,0.0055248618784530384
quadratic_fit_3,7,0.3,0.06006341036292883,0.05226768933561748,0.08804641391874465,0.10569708308055248,0.5469613259668509,99,99,0.5469613259668509,4,0.01903387874313866,0.30999259338062857,0.0055248618784530384
quadratic_fit_3,8,0.2,0.04477330784024012,0.04208873046486168,0.06396616437375986,0.07221687639775734,0.281767955801105,51,51,0.281767955801105,4,0.013131648329516542,0.14799080193996153,0.0
quadratic_fit_3,9,0.1,0.02834872528611829,0.027026012942919574,0.03863452678506164,0.04769705058416389,0.04419889502762431,8,8,0.04419889502762431,3,0.008038216649045289,0.07511429663048512,0.0
learned_velocity_scalar,2,0.8,0.11077712601822909,0.08978967683635679,0.19416567961979642,0.26015935853414407,0.9392265193370166,170,170,0.9392265193370166,4,0.03628593289907319,0.7861772199799396,0.027624309392265192
learned_velocity_scalar,3,0.7,0.10218368907023374,0.08339820585876682,0.17506473516063475,0.23322193961845217,0.9226519337016574,167,167,0.9226519337016574,4,0.03290174907938084,0.7595823836559713,0.022099447513812154
learned_velocity_scalar,4,0.6,0.09215432120216424,0.07415733375574513,0.16471513046752134,0.20656440122876377,0.8397790055248618,152,152,0.8397790055248618,4,0.029630168163423676,0.6812303351111516,0.027624309392265192
learned_velocity_scalar,5,0.5,0.08126844182917976,0.06605410651759071,0.14159653642706607,0.18263335113020418,0.7734806629834254,140,140,0.7734806629834254,4,0.026145217126538278,0.714941941284237,0.027624309392265192
learned_velocity_scalar,6,0.4,0.0706336390784809,0.057558402342044165,0.1066174311736506,0.15366479236149655,0.6740331491712708,122,122,0.6740331491712708,4,0.021978036575908844,0.651831469230095,0.011049723756906077
learned_velocity_scalar,7,0.3,0.05981696391464247,0.05147938296241902,0.08222184565294087,0.1278616214993556,0.5303867403314917,96,96,0.5303867403314917,4,0.017910007503006434,0.4279123246520113,0.0055248618784530384
learned_velocity_scalar,8,0.2,0.04611093762450508,0.041009952672537334,0.06274260691859343,0.07383021982908526,0.3259668508287293,59,59,0.3259668508287293,4,0.013009817754819046,0.20588996079263203,0.0055248618784530384
learned_velocity_scalar,9,0.1,0.027763172483379946,0.027886018136098666,0.03807421503233862,0.041439982916779146,0.016574585635359115,3,3,0.016574585635359115,2,0.007073916032845679,0.04716238252202879,0.0
learned_two_velocity_scalar,2,0.8,0.10733889824404093,0.0874723730518166,0.19255301137943448,0.23525170361882616,0.9447513812154696,171,171,0.9447513812154696,4,0.03558869712536421,0.7512447150769826,0.027624309392265192
learned_two_velocity_scalar,3,0.7,0.0988030319405125,0.08158692226127799,0.17405566453160712,0.22347386698762958,0.9116022099447514,165,165,0.9116022099447514,4,0.03139145527911388,0.7325531689834722,0.03314917127071823
learned_two_velocity_scalar,4,0.6,0.08728517901951126,0.0715321772828326,0.14522528654821926,0.1931821931015187,0.8287292817679558,150,150,0.8287292817679558,4,0.028234581705453926,0.6682564760824993,0.027624309392265192
learned_two_velocity_scalar,5,0.5,0.07687630937993188,0.06282085099643205,0.11821325771503653,0.16144084365484854,0.7458563535911602,135,135,0.7458563535911602,4,0.025177846418832125,0.6710736079057266,0.022099447513812154
learned_two_velocity_scalar,6,0.4,0.0663403132928327,0.05693758832951107,0.08989910720536909,0.15232888340872971,0.6187845303867403,112,112,0.6187845303867403,4,0.020645548744754796,0.5560858144207474,0.0
learned_two_velocity_scalar,7,0.3,0.05684798181366824,0.04956078422251162,0.07824443916801496,0.10593163259776095,0.4972375690607735,90,90,0.4972375690607735,4,0.017389519200211916,0.3496869247579331,0.0055248618784530384
learned_two_velocity_scalar,8,0.2,0.04250709556655273,0.04030566033487943,0.059142574194690885,0.06936334083201655,0.23756906077348067,43,43,0.23756906077348067,4,0.011799295031184933,0.1069637067637299,0.0
learned_two_velocity_scalar,9,0.1,0.02520917874558208,0.024043528985255566,0.03477370149893178,0.041548306879999594,0.016574585635359115,3,3,0.016574585635359115,2,0.006449800207713583,0.05392971830048129,0.0
learned_two_velocity_per_dim,2,0.8,0.10618789271638819,0.08642503583105436,0.18123006471772868,0.23394155373902903,0.9502762430939227,172,172,0.9502762430939227,4,0.03605315361087808,0.7360459608381593,0.027624309392265192
learned_two_velocity_per_dim,3,0.7,0.09778269295191375,0.08004039574424619,0.17105463815689545,0.22568700923241966,0.9060773480662984,164,164,0.9060773480662984,4,0.031508879234907236,0.727178611503585,0.027624309392265192
learned_two_velocity_per_dim,4,0.6,0.08623068195553271,0.07013244793278146,0.14039089011494282,0.18575974181797406,0.8342541436464088,151,151,0.8342541436464088,4,0.028379465330783362,0.6655856835225501,0.03314917127071823
learned_two_velocity_per_dim,5,0.5,0.07709314533280523,0.06311063498369332,0.1237922823717065,0.15541091414579195,0.7403314917127072,134,134,0.7403314917127072,4,0.025447405385282833,0.6723136697440324,0.022099447513812154
learned_two_velocity_per_dim,6,0.4,0.06597560795328715,0.05693996751129947,0.09000726322944334,0.15320516065251827,0.5966850828729282,108,108,0.5966850828729282,4,0.020832623760358666,0.568527941426751,0.0055248618784530384
learned_two_velocity_per_dim,7,0.3,0.056749140070856734,0.04989616832314905,0.08039747593587998,0.10091699277332813,0.49171270718232046,89,89,0.49171270718232046,4,0.017713291127052957,0.3217330317556273,0.0055248618784530384
learned_two_velocity_per_dim,8,0.2,0.04203535464250311,0.03985753484989684,0.059037889215815965,0.06880202746486329,0.22099447513812154,40,40,0.22099447513812154,4,0.011698751614097868,0.1243521458004077,0.0
learned_two_velocity_per_dim,9,0.1,0.024944220001398447,0.023383348611774272,0.03492714985705168,0.039990769484715326,0.016574585635359115,3,3,0.016574585635359115,2,0.006388618673466508,0.054558209090356226,0.0
