protocol,family,signal,endpoint_estimator,direction,min_stage,saving,unsafe_rate,unsafe_count,unsafe_query_count,unsafe_query_any_rate,unsafe_rollout_count,mean_relative_error,p95_relative_error,p99_relative_error,early_fraction,mean_completed_rounds,threshold_mean
compute_matched_10,route,prob_site_hellinger_max__two_round_max,constant_velocity,ge,4,0.10386740331491712,0.2541436464088398,46,46,0.2541436464088398,4,0.031245133764059917,0.09502669799239138,0.19991470572735853,0.574585635359116,8.96132596685083,0.018536198970766672
compute_matched_20,route,prob_site_hellinger_max__two_round_max,constant_velocity,ge,4,0.20110497237569064,0.3314917127071823,60,60,0.3314917127071823,4,0.051279032872004054,0.13443249705249571,0.2463504278517438,0.9668508287292817,7.988950276243094,0.014749437493510995
compute_matched_30,route,prob_site_hellinger_max__two_round_max,constant_velocity,ge,4,0.2977900552486188,0.5082872928176796,92,92,0.5082872928176796,4,0.0646178580744046,0.18884211647863625,0.24901863498163626,1.0,7.0220994475138125,0.012900208132323109
safety_calibrated_loeo,route,prob_site_hellinger_max__two_round_max,constant_velocity,ge,6,0.0027624309392265192,0.0,0,0,0.0,0,0.0011183911658625288,0.0,0.04153779971732461,0.027624309392265192,9.972375690607734,0.057535200945141834
compute_matched_10,route,prob_site_hellinger_max__two_round_max,constant_velocity,ge,6,0.10386740331491712,0.2541436464088398,46,46,0.2541436464088398,4,0.031245133764059917,0.09502669799239138,0.19991470572735853,0.574585635359116,8.96132596685083,0.018536198970766672
compute_matched_20,route,prob_site_hellinger_max__two_round_max,constant_velocity,ge,6,0.19889502762430938,0.3314917127071823,60,60,0.3314917127071823,4,0.05110677393790949,0.13443249705249571,0.2463504278517438,0.9668508287292817,8.011049723756907,0.014564754228498128
compute_matched_30,route,prob_site_hellinger_max__two_round_max,constant_velocity,ge,6,0.3016574585635359,0.5414364640883977,98,98,0.5414364640883977,4,0.06336725043807426,0.15239750211309167,0.26554029527467116,1.0,6.983425414364641,0.012378212661069256
safety_calibrated_loeo,route,prob_site_hellinger_max__two_round_max,constant_velocity,ge,8,0.0027624309392265192,0.0,0,0,0.0,0,0.0011183911658625288,0.0,0.04153779971732461,0.027624309392265192,9.972375690607734,0.057535200945141834
compute_matched_10,route,prob_site_hellinger_max__two_round_max,constant_velocity,ge,8,0.09999999999999996,0.2430939226519337,44,44,0.2430939226519337,4,0.031683598794094596,0.07142379171863746,0.14322149213013452,0.6850828729281768,9.0,0.017419991119065573
compute_matched_20,route,prob_site_hellinger_max__two_round_max,constant_velocity,ge,8,0.19944751381215467,0.32044198895027626,58,58,0.32044198895027626,4,0.0467511323778674,0.07564484643409873,0.14322149213013452,1.0,8.005524861878452,0.011593008523221511
compute_matched_30,route,prob_site_hellinger_max__two_round_max,constant_velocity,ge,8,0.19944751381215467,0.32044198895027626,58,58,0.32044198895027626,4,0.0467511323778674,0.07564484643409873,0.14322149213013452,1.0,8.005524861878452,0.011593008523221511
safety_calibrated_loeo,route,prob_site_hellinger_max__two_round_mean,constant_velocity,le,4,0.008839779005524863,0.0,0,0,0.0,0,0.0008458412210924915,0.0,0.03779905529593828,0.022099447513812154,9.911602209944752,0.00917378515482353
compute_matched_10,route,prob_site_hellinger_max__two_round_mean,constant_velocity,le,4,0.09944751381215469,0.10497237569060773,19,19,0.10497237569060773,3,0.012311456527795273,0.07262099539432092,0.12216551018348798,0.19337016574585636,9.005524861878452,0.009982618732579232
compute_matched_20,route,prob_site_hellinger_max__two_round_mean,constant_velocity,le,4,0.21160220994475137,0.2596685082872928,47,47,0.2596685082872928,4,0.026745669420133875,0.09413002371795993,0.14058608781842882,0.39779005524861877,7.883977900552487,0.01034862074981694
compute_matched_30,route,prob_site_hellinger_max__two_round_mean,constant_velocity,le,4,0.3027624309392265,0.3867403314917127,70,70,0.3867403314917127,4,0.04293853159335016,0.13300603754656276,0.25704597950197894,0.5524861878453039,6.972375690607735,0.010691547839939372
safety_calibrated_loeo,route,prob_site_hellinger_max__two_round_mean,constant_velocity,le,6,0.011049723756906077,0.0055248618784530384,1,1,0.0055248618784530384,1,0.0011309450301582246,0.0,0.04052634821859006,0.027624309392265192,9.88950276243094,0.009324875317964013
compute_matched_10,route,prob_site_hellinger_max__two_round_mean,constant_velocity,le,6,0.09944751381215469,0.11602209944751381,21,21,0.11602209944751381,4,0.012021839721442896,0.06015686799878167,0.07866716571317316,0.24861878453038674,9.005524861878452,0.01041451666760043
compute_matched_20,route,prob_site_hellinger_max__two_round_mean,constant_velocity,le,6,0.194475138121547,0.27071823204419887,49,49,0.27071823204419887,4,0.02666997118544224,0.07233542336132306,0.1051350584087139,0.4861878453038674,8.05524861878453,0.011200145827299111
compute_matched_30,route,prob_site_hellinger_max__two_round_mean,constant_velocity,le,6,0.29558011049723754,0.425414364640884,77,77,0.425414364640884,4,0.043713804978720114,0.0836647264012006,0.22651308794721148,0.7403314917127072,7.044198895027624,0.012271506575695017
safety_calibrated_loeo,route,prob_site_hellinger_max__two_round_mean,constant_velocity,le,8,0.05193370165745857,0.0055248618784530384,1,1,0.0055248618784530384,1,0.007970433229555195,0.03426508589990381,0.04700646789432717,0.2596685082872928,9.480662983425415,0.01284840957605388
compute_matched_10,route,prob_site_hellinger_max__two_round_mean,constant_velocity,le,8,0.09834254143646408,0.04419889502762431,8,8,0.04419889502762431,4,0.01759992308353288,0.048759047909249245,0.0561127829962857,0.49171270718232046,9.01657458563536,0.014032167980321806
compute_matched_20,route,prob_site_hellinger_max__two_round_mean,constant_velocity,le,8,0.19999999999999993,0.32044198895027626,58,58,0.32044198895027626,4,0.04678490913035551,0.07564484643409873,0.14322149213013452,1.0,8.0,0.04683022271669263
compute_matched_30,route,prob_site_hellinger_max__two_round_mean,constant_velocity,le,8,0.19999999999999993,0.32044198895027626,58,58,0.32044198895027626,4,0.04678490913035551,0.07564484643409873,0.14322149213013452,1.0,8.0,0.04683022271669263
safety_calibrated_loeo,route,prob_site_hellinger_max__two_round_mean,constant_velocity,ge,4,0.0066298342541436465,0.0055248618784530384,1,1,0.0055248618784530384,1,0.0024472759672524813,0.033266949360375477,0.043686874222242246,0.06077348066298342,9.933701657458563,0.044120881948341795
compute_matched_10,route,prob_site_hellinger_max__two_round_mean,constant_velocity,ge,4,0.10331491712707185,0.2541436464088398,46,46,0.2541436464088398,4,0.03123957462901271,0.0955890262100887,0.19991470572735853,0.5580110497237569,8.966850828729282,0.016609670309432
compute_matched_20,route,prob_site_hellinger_max__two_round_mean,constant_velocity,ge,4,0.19944751381215467,0.35911602209944754,65,65,0.35911602209944754,4,0.05102923384979057,0.12849388664184758,0.2357538433855642,0.9447513812154696,8.005524861878452,0.0137251515386561
compute_matched_30,route,prob_site_hellinger_max__two_round_mean,constant_velocity,ge,4,0.2972375690607735,0.49171270718232046,89,89,0.49171270718232046,4,0.06354649915012893,0.182527388828537,0.24901863498163626,1.0,7.027624309392265,0.012237135130339015
safety_calibrated_loeo,route,prob_site_hellinger_max__two_round_mean,constant_velocity,ge,6,0.0066298342541436465,0.0055248618784530384,1,1,0.0055248618784530384,1,0.0024472759672524813,0.033266949360375477,0.043686874222242246,0.06077348066298342,9.933701657458563,0.044120881948341795
compute_matched_10,route,prob_site_hellinger_max__two_round_mean,constant_velocity,ge,6,0.10331491712707185,0.2541436464088398,46,46,0.2541436464088398,4,0.03123957462901271,0.0955890262100887,0.19991470572735853,0.5580110497237569,8.966850828729282,0.016609670309432
compute_matched_20,route,prob_site_hellinger_max__two_round_mean,constant_velocity,ge,6,0.20165745856353592,0.36464088397790057,66,66,0.36464088397790057,4,0.05159864924593859,0.13443249705249571,0.2357538433855642,0.9668508287292817,7.983425414364641,0.013592006215390886
compute_matched_30,route,prob_site_hellinger_max__two_round_mean,constant_velocity,ge,6,0.29779005524861873,0.5248618784530387,95,95,0.5248618784530387,4,0.06280215296258362,0.15239750211309167,0.26503672806181444,1.0,7.0220994475138125,0.011714306724066632
safety_calibrated_loeo,route,prob_site_hellinger_max__two_round_mean,constant_velocity,ge,8,0.0066298342541436465,0.0055248618784530384,1,1,0.0055248618784530384,1,0.0024472759672524813,0.033266949360375477,0.043686874222242246,0.06077348066298342,9.933701657458563,0.044120881948341795
compute_matched_10,route,prob_site_hellinger_max__two_round_mean,constant_velocity,ge,8,0.1016574585635359,0.23756906077348067,43,43,0.23756906077348067,4,0.03186723897041734,0.0698388968673781,0.14322149213013452,0.7016574585635359,8.98342541436464,0.01558541431499606
compute_matched_20,route,prob_site_hellinger_max__two_round_mean,constant_velocity,ge,8,0.19889502762430936,0.32044198895027626,58,58,0.32044198895027626,4,0.046697614118360486,0.07564484643409873,0.14322149213013452,1.0,8.011049723756907,0.011338919955480784
compute_matched_30,route,prob_site_hellinger_max__two_round_mean,constant_velocity,ge,8,0.19889502762430936,0.32044198895027626,58,58,0.32044198895027626,4,0.046697614118360486,0.07564484643409873,0.14322149213013452,1.0,8.011049723756907,0.011338919955480784
safety_calibrated_loeo,route,prob_site_hellinger_max__three_round_max,constant_velocity,le,4,0.0022099447513812156,0.0,0,0,0.0,0,0.00020603053764476446,0.0,0.0,0.0055248618784530384,9.977900552486188,0.009498151947707058
compute_matched_10,route,prob_site_hellinger_max__three_round_max,constant_velocity,le,4,0.1,0.1270718232044199,23,23,0.1270718232044199,4,0.012386518323786002,0.07262099539432092,0.12700456746258157,0.19337016574585636,9.0,0.01063133766633358
compute_matched_20,route,prob_site_hellinger_max__three_round_max,constant_velocity,le,4,0.20497237569060775,0.24861878453038674,45,45,0.24861878453038674,4,0.028715991126280017,0.10467053229319243,0.21466748848854436,0.3756906077348066,7.9502762430939224,0.011070394390134745
compute_matched_30,route,prob_site_hellinger_max__three_round_max,constant_velocity,le,4,0.2900552486187845,0.3812154696132597,69,69,0.3812154696132597,4,0.040262653132096884,0.12853224632783897,0.21466748848854436,0.5193370165745856,7.099447513812155,0.011427281577891434
safety_calibrated_loeo,route,prob_site_hellinger_max__three_round_max,constant_velocity,le,6,0.0022099447513812156,0.0,0,0,0.0,0,0.00020603053764476446,0.0,0.0,0.0055248618784530384,9.977900552486188,0.009575547005388188
compute_matched_10,route,prob_site_hellinger_max__three_round_max,constant_velocity,le,6,0.10386740331491713,0.10497237569060773,19,19,0.10497237569060773,4,0.012156871412307157,0.05465585356945588,0.07877108135060923,0.2596685082872928,8.96132596685083,0.011126970796019956
compute_matched_20,route,prob_site_hellinger_max__three_round_max,constant_velocity,le,6,0.20165745856353592,0.2541436464088398,46,46,0.2541436464088398,4,0.026882118016215154,0.07073275877305107,0.08902573512637944,0.5082872928176796,7.983425414364641,0.012055219034290316
compute_matched_30,route,prob_site_hellinger_max__three_round_max,constant_velocity,le,6,0.30055248618784525,0.43646408839779005,79,79,0.43646408839779005,4,0.044534701504661746,0.0836647264012006,0.22651308794721148,0.7569060773480663,6.994475138121547,0.01328385055018889
safety_calibrated_loeo,route,prob_site_hellinger_max__three_round_max,constant_velocity,le,8,0.04088397790055249,0.0055248618784530384,1,1,0.0055248618784530384,1,0.006336226577314108,0.03423548866719206,0.04432729864150757,0.20441988950276244,9.591160220994475,0.013085928620662613
compute_matched_10,route,prob_site_hellinger_max__three_round_max,constant_velocity,le,8,0.09723756906077347,0.03314917127071823,6,6,0.03314917127071823,3,0.016886057243293836,0.04744644827152557,0.05365572215304463,0.4861878453038674,9.027624309392266,0.015001997688684644
compute_matched_20,route,prob_site_hellinger_max__three_round_max,constant_velocity,le,8,0.19999999999999993,0.32044198895027626,58,58,0.32044198895027626,4,0.04678490913035551,0.07564484643409873,0.14322149213013452,1.0,8.0,0.055681603557960396
compute_matched_30,route,prob_site_hellinger_max__three_round_max,constant_velocity,le,8,0.19999999999999993,0.32044198895027626,58,58,0.32044198895027626,4,0.04678490913035551,0.07564484643409873,0.14322149213013452,1.0,8.0,0.055681603557960396
safety_calibrated_loeo,route,prob_site_hellinger_max__three_round_max,constant_velocity,ge,4,0.0033149171270718232,0.0,0,0,0.0,0,0.001364650093566546,0.0,0.043686874222242246,0.03314917127071823,9.966850828729282,0.055681603557960396
compute_matched_10,route,prob_site_hellinger_max__three_round_max,constant_velocity,ge,4,0.10386740331491712,0.2541436464088398,46,46,0.2541436464088398,4,0.031245133764059917,0.09502669799239138,0.19991470572735853,0.574585635359116,8.96132596685083,0.0185545801655765
compute_matched_20,route,prob_site_hellinger_max__three_round_max,constant_velocity,ge,4,0.2,0.3314917127071823,60,60,0.3314917127071823,4,0.0511919266475168,0.13443249705249571,0.2463504278517438,0.9668508287292817,8.0,0.014769364795757866
compute_matched_30,route,prob_site_hellinger_max__three_round_max,constant_velocity,ge,4,0.29944751381215473,0.5082872928176796,92,92,0.5082872928176796,4,0.06453055740978915,0.18884211647863625,0.24901863498163626,1.0,7.005524861878453,0.01290925574234214
safety_calibrated_loeo,route,prob_site_hellinger_max__three_round_max,constant_velocity,ge,6,0.0033149171270718232,0.0,0,0,0.0,0,0.001364650093566546,0.0,0.043686874222242246,0.03314917127071823,9.966850828729282,0.055681603557960396
compute_matched_10,route,prob_site_hellinger_max__three_round_max,constant_velocity,ge,6,0.10386740331491712,0.2541436464088398,46,46,0.2541436464088398,4,0.031245133764059917,0.09502669799239138,0.19991470572735853,0.574585635359116,8.96132596685083,0.0185545801655765
compute_matched_20,route,prob_site_hellinger_max__three_round_max,constant_velocity,ge,6,0.20165745856353592,0.3370165745856354,61,61,0.3370165745856354,4,0.05141036070882203,0.13443249705249571,0.2463504278517438,0.9668508287292817,7.983425414364641,0.014555779406234296
compute_matched_30,route,prob_site_hellinger_max__three_round_max,constant_velocity,ge,6,0.2994475138121546,0.5359116022099447,97,97,0.5359116022099447,4,0.06261528904787676,0.15239750211309167,0.2570351533940343,1.0,7.005524861878453,0.01246407705834125
safety_calibrated_loeo,route,prob_site_hellinger_max__three_round_max,constant_velocity,ge,8,0.0033149171270718232,0.0,0,0,0.0,0,0.001364650093566546,0.0,0.043686874222242246,0.03314917127071823,9.966850828729282,0.055681603557960396
compute_matched_10,route,prob_site_hellinger_max__three_round_max,constant_velocity,ge,8,0.09999999999999996,0.2430939226519337,44,44,0.2430939226519337,4,0.031683598794094596,0.07142379171863746,0.14322149213013452,0.6850828729281768,9.0,0.017423736283828282
compute_matched_20,route,prob_site_hellinger_max__three_round_max,constant_velocity,ge,8,0.19944751381215467,0.32044198895027626,58,58,0.32044198895027626,4,0.0467511323778674,0.07564484643409873,0.14322149213013452,1.0,8.005524861878452,0.011591643317418713
compute_matched_30,route,prob_site_hellinger_max__three_round_max,constant_velocity,ge,8,0.19944751381215467,0.32044198895027626,58,58,0.32044198895027626,4,0.0467511323778674,0.07564484643409873,0.14322149213013452,1.0,8.005524861878452,0.011591643317418713
safety_calibrated_loeo,route,prob_site_hellinger_max__three_round_mean,constant_velocity,le,4,0.006629834254143647,0.0055248618784530384,1,1,0.0055248618784530384,1,0.0006574947766588276,0.0,0.031547295719258614,0.016574585635359115,9.933701657458563,0.009162028011754187
compute_matched_10,route,prob_site_hellinger_max__three_round_mean,constant_velocity,le,4,0.1005524861878453,0.11049723756906077,20,20,0.11049723756906077,3,0.01299850296122796,0.07674978591610371,0.13334840604303402,0.1878453038674033,8.994475138121548,0.010078613551751221
compute_matched_20,route,prob_site_hellinger_max__three_round_mean,constant_velocity,le,4,0.20607734806629838,0.2596685082872928,47,47,0.2596685082872928,4,0.028992462719629894,0.11945537834271948,0.18501634288115673,0.3756906077348066,7.939226519337017,0.010440601187850103
compute_matched_30,route,prob_site_hellinger_max__three_round_mean,constant_velocity,le,4,0.3033149171270718,0.3812154696132597,69,69,0.3812154696132597,4,0.04147458849822882,0.12853224632783897,0.21466748848854436,0.5414364640883977,6.966850828729282,0.010759460120139341
safety_calibrated_loeo,route,prob_site_hellinger_max__three_round_mean,constant_velocity,le,6,0.006629834254143647,0.0055248618784530384,1,1,0.0055248618784530384,1,0.0006574947766588276,0.0,0.031547295719258614,0.016574585635359115,9.933701657458563,0.009162028011754187
compute_matched_10,route,prob_site_hellinger_max__three_round_mean,constant_velocity,le,6,0.1011049723756906,0.12154696132596685,22,22,0.12154696132596685,4,0.012693492974258092,0.06409595495057631,0.08243079399376052,0.2541436464088398,8.988950276243093,0.010497537139518894
compute_matched_20,route,prob_site_hellinger_max__three_round_mean,constant_velocity,le,6,0.2005524861878453,0.281767955801105,51,51,0.281767955801105,4,0.02835870779350665,0.07233542336132306,0.12936025064220225,0.5027624309392266,7.994475138121547,0.011074695822974028
compute_matched_30,route,prob_site_hellinger_max__three_round_mean,constant_velocity,le,6,0.2955801104972375,0.430939226519337,78,78,0.430939226519337,4,0.04408175263512494,0.0836647264012006,0.22651308794721148,0.7403314917127072,7.044198895027624,0.011951618612760678
safety_calibrated_loeo,route,prob_site_hellinger_max__three_round_mean,constant_velocity,le,8,0.049723756906077346,0.0055248618784530384,1,1,0.0055248618784530384,1,0.00757379208930018,0.033826875178575876,0.044601997406766854,0.24861878453038674,9.502762430939226,0.012273410454442428
compute_matched_10,route,prob_site_hellinger_max__three_round_mean,constant_velocity,le,8,0.09834254143646408,0.055248618784530384,10,10,0.055248618784530384,4,0.017402141523713777,0.050011637186804785,0.057893311691263674,0.49171270718232046,9.01657458563536,0.013193787182249618
compute_matched_20,route,prob_site_hellinger_max__three_round_mean,constant_velocity,le,8,0.19999999999999993,0.32044198895027626,58,58,0.32044198895027626,4,0.04678490913035551,0.07564484643409873,0.14322149213013452,1.0,8.0,0.04065270911385845
compute_matched_30,route,prob_site_hellinger_max__three_round_mean,constant_velocity,le,8,0.19999999999999993,0.32044198895027626,58,58,0.32044198895027626,4,0.04678490913035551,0.07564484643409873,0.14322149213013452,1.0,8.0,0.04065270911385845
safety_calibrated_loeo,route,prob_site_hellinger_max__three_round_mean,constant_velocity,ge,4,0.007734806629834254,0.0055248618784530384,1,1,0.0055248618784530384,1,0.002827327368011584,0.03475542604048086,0.043686874222242246,0.0718232044198895,9.922651933701658,0.037063211939206406
compute_matched_10,route,prob_site_hellinger_max__three_round_mean,constant_velocity,ge,4,0.10386740331491713,0.24861878453038674,45,45,0.24861878453038674,4,0.03148259004878388,0.09502669799239138,0.19991470572735853,0.5911602209944752,8.96132596685083,0.015240363321049472
compute_matched_20,route,prob_site_hellinger_max__three_round_mean,constant_velocity,ge,4,0.1977900552486188,0.3314917127071823,60,60,0.3314917127071823,4,0.05008093765072279,0.12849388664184758,0.2357538433855642,0.9447513812154696,8.022099447513812,0.01296656160814789
compute_matched_30,route,prob_site_hellinger_max__three_round_mean,constant_velocity,ge,4,0.2988950276243094,0.49171270718232046,89,89,0.49171270718232046,4,0.06370508632733925,0.182527388828537,0.24901863498163626,1.0,7.011049723756906,0.011798955272904258
safety_calibrated_loeo,route,prob_site_hellinger_max__three_round_mean,constant_velocity,ge,6,0.007734806629834254,0.0055248618784530384,1,1,0.0055248618784530384,1,0.002827327368011584,0.03475542604048086,0.043686874222242246,0.0718232044198895,9.922651933701658,0.037063211939206406
compute_matched_10,route,prob_site_hellinger_max__three_round_mean,constant_velocity,ge,6,0.10386740331491713,0.24861878453038674,45,45,0.24861878453038674,4,0.03148259004878388,0.09502669799239138,0.19991470572735853,0.5911602209944752,8.96132596685083,0.015240363321049472
compute_matched_20,route,prob_site_hellinger_max__three_round_mean,constant_velocity,ge,6,0.20165745856353592,0.36464088397790057,66,66,0.36464088397790057,4,0.050963355930957376,0.13443249705249571,0.2357538433855642,0.9668508287292817,7.983425414364641,0.0128636096830615
compute_matched_30,route,prob_site_hellinger_max__three_round_mean,constant_velocity,ge,6,0.30055248618784525,0.5303867403314917,96,96,0.5303867403314917,4,0.06274085166652556,0.15239750211309167,0.26503672806181444,1.0,6.994475138121547,0.011335499443790009
safety_calibrated_loeo,route,prob_site_hellinger_max__three_round_mean,constant_velocity,ge,8,0.007734806629834254,0.0055248618784530384,1,1,0.0055248618784530384,1,0.002827327368011584,0.03475542604048086,0.043686874222242246,0.0718232044198895,9.922651933701658,0.037063211939206406
compute_matched_10,route,prob_site_hellinger_max__three_round_mean,constant_velocity,ge,8,0.10055248618784528,0.2430939226519337,44,44,0.2430939226519337,4,0.031528199298355854,0.0698388968673781,0.14322149213013452,0.6961325966850829,8.994475138121548,0.014571485481286877
compute_matched_20,route,prob_site_hellinger_max__three_round_mean,constant_velocity,ge,8,0.19999999999999993,0.32044198895027626,58,58,0.32044198895027626,4,0.04678490913035551,0.07564484643409873,0.14322149213013452,1.0,8.0,0.010729118058761368
compute_matched_30,route,prob_site_hellinger_max__three_round_mean,constant_velocity,ge,8,0.19999999999999993,0.32044198895027626,58,58,0.32044198895027626,4,0.04678490913035551,0.07564484643409873,0.14322149213013452,1.0,8.0,0.010729118058761368
safety_calibrated_loeo,route,prob_site_tv_mean,constant_velocity,le,4,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,-inf
compute_matched_10,route,prob_site_tv_mean,constant_velocity,le,4,0.09668508287292818,0.12154696132596685,22,22,0.12154696132596685,4,0.012551852441930057,0.07977457356993084,0.14027657073200325,0.16574585635359115,9.033149171270718,0.00657815334877425
compute_matched_20,route,prob_site_tv_mean,constant_velocity,le,4,0.19613259668508287,0.23756906077348067,43,43,0.23756906077348067,4,0.02510974391421346,0.09413002371795993,0.2178137357704612,0.3314917127071823,8.03867403314917,0.00672370425937649
compute_matched_30,route,prob_site_tv_mean,constant_velocity,le,4,0.2988950276243094,0.3812154696132597,69,69,0.3812154696132597,4,0.04025882734267547,0.12474070091271271,0.2561429433757816,0.5082872928176796,7.011049723756906,0.0068727563337763805
safety_calibrated_loeo,route,prob_site_tv_mean,constant_velocity,le,6,0.017679558011049725,0.0055248618784530384,1,1,0.0055248618784530384,1,0.0015892410162081526,0.0,0.03849623628964627,0.04419889502762431,9.823204419889503,0.006608686340795087
compute_matched_10,route,prob_site_tv_mean,constant_velocity,le,6,0.09502762430939228,0.08839779005524862,16,16,0.08839779005524862,4,0.011313351428695181,0.05381363511879897,0.06922627024970379,0.23756906077348067,9.049723756906078,0.0070283157954236924
compute_matched_20,route,prob_site_tv_mean,constant_velocity,le,6,0.19668508287292816,0.24861878453038674,45,45,0.24861878453038674,4,0.02571980275264874,0.07031918727246234,0.08383765773469633,0.49171270718232046,8.033149171270718,0.0073966800950680325
compute_matched_30,route,prob_site_tv_mean,constant_velocity,le,6,0.2917127071823204,0.4143646408839779,75,75,0.4143646408839779,4,0.04119546452970079,0.07910097295644329,0.13414566196628447,0.7292817679558011,7.082872928176796,0.007946752298937397
safety_calibrated_loeo,route,prob_site_tv_mean,constant_velocity,le,8,0.03977900552486188,0.0055248618784530384,1,1,0.0055248618784530384,1,0.006216878715726384,0.033826875178575876,0.04836209549680968,0.19889502762430938,9.602209944751381,0.009274619988376755
compute_matched_10,route,prob_site_tv_mean,constant_velocity,le,8,0.09723756906077347,0.055248618784530384,10,10,0.055248618784530384,4,0.017711010901356496,0.050011637186804785,0.057345581214520255,0.4861878453038674,9.027624309392266,0.00981900905392511
compute_matched_20,route,prob_site_tv_mean,constant_velocity,le,8,0.19558011049723753,0.2983425414364641,54,54,0.2983425414364641,4,0.04401911335562827,0.06918059277257192,0.12866423061401794,0.9779005524861878,8.044198895027625,0.01397753781571271
compute_matched_30,route,prob_site_tv_mean,constant_velocity,le,8,0.19558011049723753,0.2983425414364641,54,54,0.2983425414364641,4,0.04401911335562827,0.06918059277257192,0.12866423061401794,0.9779005524861878,8.044198895027625,0.01397753781571271
safety_calibrated_loeo,route,prob_site_tv_mean,constant_velocity,ge,4,0.0038674033149171273,0.011049723756906077,2,2,0.011049723756906077,1,0.0019694419169249367,0.0,0.04712951689940859,0.03867403314917127,9.96132596685083,inf
compute_matched_10,route,prob_site_tv_mean,constant_velocity,ge,4,0.10110497237569059,0.13259668508287292,24,24,0.13259668508287292,4,0.031023011072990506,0.06750170585115517,0.11082204471914243,0.8674033149171271,8.988950276243093,0.011726558018970334
compute_matched_20,route,prob_site_tv_mean,constant_velocity,ge,4,0.2005524861878453,0.34806629834254144,63,63,0.34806629834254144,4,0.05090207132723954,0.12849388664184758,0.22804095183106474,1.0,7.994475138121547,0.0094271996662556
compute_matched_30,route,prob_site_tv_mean,constant_velocity,ge,4,0.2983425414364641,0.5027624309392266,91,91,0.5027624309392266,4,0.06255859521914522,0.16213467635046794,0.23805890163825552,1.0,7.016574585635359,0.008196807087342158
safety_calibrated_loeo,route,prob_site_tv_mean,constant_velocity,ge,6,0.0038674033149171273,0.011049723756906077,2,2,0.011049723756906077,1,0.0019694419169249367,0.0,0.04712951689940859,0.03867403314917127,9.96132596685083,inf
compute_matched_10,route,prob_site_tv_mean,constant_velocity,ge,6,0.10110497237569059,0.13259668508287292,24,24,0.13259668508287292,4,0.031023011072990506,0.06750170585115517,0.11082204471914243,0.8674033149171271,8.988950276243093,0.011726558018970334
compute_matched_20,route,prob_site_tv_mean,constant_velocity,ge,6,0.2005524861878453,0.34806629834254144,63,63,0.34806629834254144,4,0.05090207132723954,0.12849388664184758,0.22804095183106474,1.0,7.994475138121547,0.0094271996662556
compute_matched_30,route,prob_site_tv_mean,constant_velocity,ge,6,0.29999999999999993,0.5248618784530387,95,95,0.5248618784530387,4,0.06209237727279903,0.15377245297034203,0.23805890163825552,1.0,7.0,0.008147346855753475
safety_calibrated_loeo,route,prob_site_tv_mean,constant_velocity,ge,8,0.0038674033149171273,0.011049723756906077,2,2,0.011049723756906077,1,0.0019694419169249367,0.0,0.04712951689940859,0.03867403314917127,9.96132596685083,inf
compute_matched_10,route,prob_site_tv_mean,constant_velocity,ge,8,0.10055248618784528,0.13259668508287292,24,24,0.13259668508287292,4,0.0309133405278491,0.06750170585115517,0.11082204471914243,0.8674033149171271,8.994475138121548,0.011726558018970334
compute_matched_20,route,prob_site_tv_mean,constant_velocity,ge,8,0.19944751381215467,0.32044198895027626,58,58,0.32044198895027626,4,0.04670577248238232,0.07564484643409873,0.14322149213013452,1.0,8.005524861878452,0.008485036511652139
compute_matched_30,route,prob_site_tv_mean,constant_velocity,ge,8,0.19944751381215467,0.32044198895027626,58,58,0.32044198895027626,4,0.04670577248238232,0.07564484643409873,0.14322149213013452,1.0,8.005524861878452,0.008485036511652139
safety_calibrated_loeo,route,prob_site_tv_mean__two_round_max,constant_velocity,le,4,0.0055248618784530384,0.0055248618784530384,1,1,0.0055248618784530384,1,0.0005014329310229088,0.0,0.006532298857146496,0.011049723756906077,9.94475138121547,0.00641717712288126
compute_matched_10,route,prob_site_tv_mean__two_round_max,constant_velocity,le,4,0.0977900552486188,0.13259668508287292,24,24,0.13259668508287292,4,0.011671999235811114,0.07234739689983347,0.11062180936550818,0.17679558011049723,9.022099447513812,0.006734059522669405
compute_matched_20,route,prob_site_tv_mean__two_round_max,constant_velocity,le,4,0.19779005524861876,0.2541436464088398,46,46,0.2541436464088398,4,0.024491048173785494,0.08407470035951524,0.15633562836550888,0.35359116022099446,8.022099447513812,0.006909057579909303
compute_matched_30,route,prob_site_tv_mean__two_round_max,constant_velocity,le,4,0.29944751381215473,0.3812154696132597,69,69,0.3812154696132597,4,0.037700475341298084,0.10034170717468685,0.22605513350143017,0.5359116022099447,7.005524861878453,0.007060216751431305
safety_calibrated_loeo,route,prob_site_tv_mean__two_round_max,constant_velocity,le,6,0.01988950276243094,0.011049723756906077,2,2,0.011049723756906077,1,0.0019443244805471818,0.0,0.044972815642917205,0.049723756906077346,9.80110497237569,0.006675162214667629
compute_matched_10,route,prob_site_tv_mean__two_round_max,constant_velocity,le,6,0.09502762430939228,0.09944751381215469,18,18,0.09944751381215469,4,0.011477343686613408,0.0555778098061492,0.06922627024970379,0.23756906077348067,9.049723756906078,0.007044393467846038
