episode_row,query,eligible,already_complete,progress,success_h5,goal_advance_h5,grasp_lift_h5,first_event_chunks,stage,goal_fraction,grasp_fraction,lift_fraction,reach_fraction,unfinished_grasp_lift_fraction,min_target_distance,max_target_lift,suite,task,split,success,source_run,episode,moe,moe_unseen_task
10709,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09702483,0.030500412,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_unseen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,309,0.004622857984510433,0.007703264533359255
10712,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09707293,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_unseen_init,True,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,312,0.004180160840850959,0.020189176782697278
10713,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.099131726,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_unseen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,313,0.004038239084738456,0.00946001297080213
10714,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09940916,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_unseen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,314,0.004151445333226799,0.02016131532471468
10715,37,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.097167924,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_unseen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,315,0.003902524932765576,0.009810512863946373
10716,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.095841475,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_unseen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,316,0.004393226558322211,0.010079929338127465
10717,36,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09822852,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_unseen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,317,0.004853440578664859,0.008062287518841598
10718,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09593023,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_unseen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,318,0.005310845072881838,0.011019770701248167
10720,35,True,False,False,False,False,False,,6:0:2:0,0.6666667,0.0,0.5,0.0,0.0,0.12008033,0.030500412,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,320,0.0070382435228771145,
10724,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.11443676,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,324,0.005686916632443295,
10727,36,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.093705565,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,327,0.06992278938276598,
10729,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09922903,0.030500412,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,329,0.004976979551048865,
10731,43,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.11154888,0.030500352,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,331,0.011100701574895008,
10735,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.100961395,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,335,0.012054896212829635,
10743,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.10197602,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,343,0.004038239084738456,
10755,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.0968833,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_unseen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,355,0.008989291244775151,0.0075063985702411625
10776,32,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.11130203,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,calibration,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,376,0.059742020110599904,
10786,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.10093756,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,386,0.024165344170403065,
10787,50,False,False,False,False,False,False,,5:0:1:0,0.6666667,0.0,0.5,0.0,0.0,0.12742464,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,387,,
10792,32,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09660006,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,392,0.004081804273419098,
10793,32,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09333483,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,393,0.0045182722633721915,
10795,32,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.096143715,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,395,0.0046504162603601285,
10796,31,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.096726306,0.030500412,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,396,0.004462366807222263,
10797,31,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09760756,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,397,0.004735267371743038,
10798,32,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09831128,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,train,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8-20260903,398,0.003645063283716391,
10801,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.1019234,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_unseen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,1,0.0035343013094152878,0.01145609567765508
10809,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09599709,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,9,0.0037506589173931107,0.009818614303099457
10812,36,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.10020401,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,12,0.004099330469467568,0.020590684160690983
10813,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09903864,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,13,0.0036615369266548765,0.015952477263671463
10814,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.097167626,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,14,0.00347949031989025,0.010079929338127465
10815,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.098768026,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,15,0.0037506589173931107,0.010543916079298365
10816,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09810479,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,16,0.004622857984510433,0.00941000486073545
10817,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.098091535,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,17,0.004570891612704426,0.00946001297080213
10819,36,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.095438704,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,19,0.00397913256715088,0.010668722866816718
10821,32,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09838772,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,21,0.004622857984510433,0.01989547798139921
10824,36,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09170566,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,24,0.0038691828824166026,0.007724163475190124
10825,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09394033,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,25,0.012079298428096867,0.017419469342114392
10826,47,False,False,False,False,False,False,,6:0:2:2,0.6666667,0.0,0.5,0.5,0.0,0.089233,0.034607887,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,26,,
10827,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09464258,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,27,0.004901125152640888,0.00941000486073545
10835,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09447818,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,35,0.05095782012623792,0.08084346308589273
10839,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.10048644,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,39,0.003967060289825831,0.010207870692471092
10850,44,True,False,False,False,False,False,,6:0:3:3,0.6666667,0.0,1.0,1.0,0.0,0.07493478,0.038992643,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,50,0.007376666845957161,0.004949015497525546
10856,33,True,False,True,False,False,True,5.0,6:1:2:1,0.6666667,0.5,0.5,0.5,0.0,0.061940044,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,True,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,56,0.007519207646330902,0.010922448780917055
10863,34,True,False,False,False,False,False,,6:1:2:1,0.6666667,0.5,0.5,0.5,0.0,0.059315186,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,True,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,63,0.005171315175827144,0.004091071679116084
10868,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.11705727,0.030500233,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,68,0.007758207212402771,0.007104870917440375
10883,32,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.0956559,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,True,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,83,0.004469204497511949,0.009180744293584994
10885,38,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09641876,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,85,0.004825409935661648,0.010133461244921324
10886,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.100378215,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,86,0.0033663691182266807,0.010933970488133058
10893,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.100469716,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_unseen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,93,0.00397913256715088,0.014873410222014915
10904,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09528774,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,104,0.004976979551048865,0.010668722866816718
10905,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09101108,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,105,0.004540011945228394,0.008031059373792001
10906,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09658281,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,106,0.004684334370068024,0.008019608331425386
10907,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.0965532,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,107,0.004735267371743038,0.007408801308469967
10909,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09541282,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,109,0.004622857984510433,0.007466639931560094
10910,32,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09506512,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,110,0.00447761018607436,0.008922283709981414
10911,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09455947,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,111,0.003942310744270828,0.013244157723988657
10920,33,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09557387,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,120,0.004354499897074612,0.01221189818601702
10921,32,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.091757305,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,121,0.0035935984862026675,0.007181156405537435
10923,32,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09388744,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,123,0.00532586689387457,0.007389556100936615
10927,32,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09325557,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,127,0.00371027698030343,0.007466639931560094
10952,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09932217,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,152,0.004892731421543524,0.015912971408692293
10953,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.0988027,0.030500412,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,153,0.004500077473017673,0.010543916079298365
10954,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.0991212,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,154,0.00420706212170126,0.011802933386718725
10957,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09814826,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,157,0.005414417006685381,0.01853536273524178
10958,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09974701,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,158,0.004038239084738456,0.014909719223589272
10972,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09793809,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,172,0.004806852663592649,0.008731064949611896
10974,35,True,False,True,False,False,True,5.0,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.096879065,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,True,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,174,0.005043141309674509,0.007804710303280137
10975,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09724701,0.030500054,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,175,0.0035343013094152878,0.00941000486073545
11008,46,True,False,False,False,False,False,,6:0:3:1,0.6666667,0.0,1.0,0.5,0.0,0.089234866,0.084079504,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,208,0.03475572374059889,0.031021764111702547
11010,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.086168274,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,210,0.007980552216961144,0.00790443588148969
11013,38,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09361607,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,213,0.004452249830065787,0.00946001297080213
11014,47,False,False,False,False,False,False,,5:0:3:1,0.6666667,0.0,1.0,0.5,0.0,0.07890058,0.034225225,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,214,,
11017,35,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.09927537,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,217,0.0037506589173931107,0.010159096621695582
11019,34,True,False,False,False,False,False,,6:0:2:1,0.6666667,0.0,0.5,0.5,0.0,0.11671836,0.030500293,libero_long,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,test_new_noise_seen_init,False,cache_new/HiMoE-VLA/libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove/right-50x8b-20260903,219,0.013620061725444383,0.008827864360963143
