task,model,pairs,matched_auroc
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,prior,11172,0.5
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task_clock,11172,0.5
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,moe,11172,0.5526315789473685
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,physical,11172,0.701172574292875
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,physical_moe,11172,0.7317400644468314
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,physical_task_clock,11172,0.7036340852130326
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,physical_task_clock_moe,11172,0.7161206587898318
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,prior_unseen_task,11172,0.5
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,moe_unseen_task,11172,0.45658789831722163
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,physical_unseen_task,11172,0.6958020050125313
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,physical_moe_unseen_task,11172,0.6903866809881848
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,prior,13504,0.5
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_clock,13504,0.5
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,moe,13504,0.5526880924170616
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,physical,13504,0.7234523104265402
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,physical_moe,13504,0.6446978672985783
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,physical_task_clock,13504,0.7123074644549763
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,physical_task_clock_moe,13504,0.6734300947867299
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,prior_unseen_task,13504,0.5
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,moe_unseen_task,13504,0.4790802725118483
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,physical_unseen_task,13504,0.5315832345971564
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,physical_moe_unseen_task,13504,0.44820053317535546
KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,prior,35442,0.5
KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_clock,35442,0.5
KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,moe,35442,0.7290079566615879
KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,physical,35442,0.7560944641950229
KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,physical_moe,35442,0.8202979515828678
KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,physical_task_clock,35442,0.7335223745838271
KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,physical_task_clock_moe,35442,0.8046244568590938
KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,prior_unseen_task,35442,0.5
KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,moe_unseen_task,35442,0.6712092997009198
KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,physical_unseen_task,35442,0.3612804017831951
KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,physical_moe_unseen_task,35442,0.44809830145025675
KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,prior,44627,0.5
KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_clock,44627,0.5
KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,moe,44627,0.7145113944473077
KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,physical,44627,0.7804019987899702
KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,physical_moe,44627,0.7867210433145854
KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,physical_task_clock,44627,0.7690523674009008
KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,physical_task_clock_moe,44627,0.7939252022318327
KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,prior_unseen_task,44627,0.5
KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,moe_unseen_task,44627,0.6357586214623434
KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,physical_unseen_task,44627,0.558742465323683
KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,physical_moe_unseen_task,44627,0.6782665202679992
