selection,model,matched_auroc,low,high,pairs,strata,covered_rows,all_rows,bootstrap_valid
task_query,prior,0.5,0.5,0.5,803895,484,46818,55389,1000
task_query,task_clock,0.5,0.5,0.5,803895,484,46818,55389,1000
task_query,moe,0.734515079705683,0.7105609402122881,0.7483760876085429,803895,484,46818,55389,1000
task_query,physical,0.7832092499642366,0.7587111164317949,0.7992265300315523,803895,484,46818,55389,1000
task_query,physical_moe,0.8366409792323625,0.8104804732462396,0.8499142106046212,803895,484,46818,55389,1000
task_query,physical_task_clock,0.7953656883050647,0.7704381408484151,0.8125018478803835,803895,484,46818,55389,1000
task_query,physical_task_clock_moe,0.8395169767195965,0.8137483135136448,0.8532913346033075,803895,484,46818,55389,1000
task_query,prior_unseen_task,0.5,0.5,0.5,803895,484,46818,55389,1000
task_query,moe_unseen_task,0.660699469458076,0.6349097910672603,0.681633754645396,803895,484,46818,55389,1000
task_query,physical_unseen_task,0.6559034451016613,0.6326923151996424,0.6768301597219952,803895,484,46818,55389,1000
task_query,physical_moe_unseen_task,0.7351886751379222,0.7069119279134667,0.7559718333279106,803895,484,46818,55389,1000
task_query_stage,prior,0.5,0.5,0.5,382198,557,33573,55389,1000
task_query_stage,task_clock,0.5,0.5,0.5,382198,557,33573,55389,1000
task_query_stage,moe,0.681067143208494,0.6541127068804774,0.6971775263971366,382198,557,33573,55389,1000
task_query_stage,physical,0.6696175804164334,0.636264087118537,0.6955142324733088,382198,557,33573,55389,1000
task_query_stage,physical_moe,0.7472291848727622,0.7146113798162181,0.7640475692743594,382198,557,33573,55389,1000
task_query_stage,physical_task_clock,0.6623634869884196,0.6281799635889286,0.6915941538469293,382198,557,33573,55389,1000
task_query_stage,physical_task_clock_moe,0.7419034113208337,0.7075596021380329,0.7620123002686846,382198,557,33573,55389,1000
task_query_stage,prior_unseen_task,0.5,0.5,0.5,382198,557,33573,55389,1000
task_query_stage,moe_unseen_task,0.621247363931784,0.5936090695598981,0.642774027553232,382198,557,33573,55389,1000
task_query_stage,physical_unseen_task,0.5610089534743772,0.5328378484975038,0.5887981503804066,382198,557,33573,55389,1000
task_query_stage,physical_moe_unseen_task,0.6449916012119372,0.6145171523037978,0.6660629672070764,382198,557,33573,55389,1000
