split,model,bin,low,high,rows,weight,predicted,observed
test_unseen_init,physical_moe_raw,2,0.2,0.3,2635,2635.0,0.24668979659979567,0.11385199240986717
test_unseen_init,physical_moe_raw,3,0.3,0.4,2109,2109.0,0.34973803912231594,0.26126126126126126
test_unseen_init,physical_moe_raw,4,0.4,0.5,2024,2024.0,0.44773155079715193,0.37203557312252966
test_unseen_init,physical_moe_raw,5,0.5,0.6,1980,1980.0,0.5512651052395517,0.5333333333333333
test_unseen_init,physical_moe_raw,6,0.6,0.7,2596,2596.0,0.6517741998199326,0.7014637904468413
test_unseen_init,physical_moe_raw,7,0.7,0.8,3653,3653.0,0.7536250711595656,0.7944155488639474
test_unseen_init,physical_moe_raw,8,0.8,0.9,9045,9045.0,0.859064797081957,0.9016030956329464
test_unseen_init,physical_moe_raw,9,0.9,1.0,21766,21766.0,0.9498631701855023,0.9797390425434164
test_unseen_init,physical_task_clock_raw,0,0.0,0.1,6010,6010.0,0.05412654427947522,0.007986688851913478
test_unseen_init,physical_task_clock_raw,1,0.1,0.2,4328,4328.0,0.1406409240312556,0.056377079482439925
test_unseen_init,physical_task_clock_raw,2,0.2,0.3,2124,2124.0,0.2456369145785522,0.10875706214689265
test_unseen_init,physical_task_clock_raw,3,0.3,0.4,1892,1892.0,0.33859151854606423,0.20031712473572938
test_unseen_init,physical_task_clock_raw,4,0.4,0.5,1376,1376.0,0.4570053577041945,0.3321220930232558
test_unseen_init,physical_task_clock_raw,5,0.5,0.6,1887,1887.0,0.5563614270796728,0.5861155272919979
test_unseen_init,physical_task_clock_raw,6,0.6,0.7,2783,2783.0,0.6601572416029589,0.7071505569529285
test_unseen_init,physical_task_clock_raw,7,0.7,0.8,4030,4030.0,0.7545057734811178,0.7598014888337469
test_unseen_init,physical_task_clock_raw,8,0.8,0.9,8553,8553.0,0.8582348417420712,0.9106746170934175
test_unseen_init,physical_task_clock_raw,9,0.9,1.0,22406,22406.0,0.9476324669269093,0.9738909220744444
test_unseen_init,physical_task_clock_moe_raw,0,0.0,0.1,7120,7120.0,0.05317389227859516,0.0049157303370786515
test_unseen_init,physical_task_clock_moe_raw,1,0.1,0.2,3987,3987.0,0.14184006427578813,0.04439428141459744
test_unseen_init,physical_task_clock_moe_raw,2,0.2,0.3,2156,2156.0,0.24710627649069067,0.1414656771799629
test_unseen_init,physical_task_clock_moe_raw,3,0.3,0.4,1605,1605.0,0.34855606826808255,0.24922118380062305
test_unseen_init,physical_task_clock_moe_raw,4,0.4,0.5,1549,1549.0,0.452067451841628,0.3750806972240155
test_unseen_init,physical_task_clock_moe_raw,5,0.5,0.6,1730,1730.0,0.5511126387090532,0.5063583815028901
test_unseen_init,physical_task_clock_moe_raw,6,0.6,0.7,2085,2085.0,0.653944491286337,0.6954436450839329
test_unseen_init,physical_task_clock_moe_raw,7,0.7,0.8,3186,3186.0,0.755354848330193,0.8138731952291274
test_unseen_init,physical_task_clock_moe_raw,8,0.8,0.9,8397,8397.0,0.8601188140449149,0.901988805525783
test_unseen_init,physical_task_clock_moe_raw,9,0.9,1.0,23574,23574.0,0.9522352754893775,0.9804869771782472
test_unseen_init,moe_unseen_task_raw,0,0.0,0.1,1372,1372.0,0.048119596932497274,0.10276967930029154
test_unseen_init,moe_unseen_task_raw,1,0.1,0.2,1691,1691.0,0.15193575562773104,0.3772915434654051
test_unseen_init,moe_unseen_task_raw,2,0.2,0.3,2408,2408.0,0.2526147937115182,0.3546511627906977
test_unseen_init,moe_unseen_task_raw,3,0.3,0.4,3465,3465.0,0.35306315668176613,0.41789321789321787
test_unseen_init,moe_unseen_task_raw,4,0.4,0.5,4086,4086.0,0.4505239936778739,0.4836025452765541
test_unseen_init,moe_unseen_task_raw,5,0.5,0.6,4671,4671.0,0.5520922706136776,0.5628345108113895
test_unseen_init,moe_unseen_task_raw,6,0.6,0.7,5945,5945.0,0.6529576396717044,0.6430613961312027
test_unseen_init,moe_unseen_task_raw,7,0.7,0.8,8386,8386.0,0.7544778544876669,0.7377772477939423
test_unseen_init,moe_unseen_task_raw,8,0.8,0.9,14248,14248.0,0.8536718078892286,0.7982874789444132
test_unseen_init,moe_unseen_task_raw,9,0.9,1.0,9117,9117.0,0.9311667774942288,0.8813206098497313
test_unseen_init,physical_unseen_task_raw,0,0.0,0.1,3570,3570.0,0.04657729301143065,0.18907563025210083
test_unseen_init,physical_unseen_task_raw,1,0.1,0.2,4042,4042.0,0.14713825219121743,0.43691241959426025
test_unseen_init,physical_unseen_task_raw,2,0.2,0.3,2041,2041.0,0.2501054005007369,0.45173934345908867
test_unseen_init,physical_unseen_task_raw,3,0.3,0.4,1585,1585.0,0.3508005033273923,0.35583596214511043
test_unseen_init,physical_unseen_task_raw,4,0.4,0.5,2082,2082.0,0.44697907013126714,0.45196926032660906
test_unseen_init,physical_unseen_task_raw,5,0.5,0.6,2417,2417.0,0.5582216699465881,0.4729002896152255
test_unseen_init,physical_unseen_task_raw,6,0.6,0.7,5543,5543.0,0.6609701863178828,0.5798304167418366
test_unseen_init,physical_unseen_task_raw,7,0.7,0.8,7023,7023.0,0.7472441528619302,0.739000427167877
test_unseen_init,physical_unseen_task_raw,8,0.8,0.9,11653,11653.0,0.8556043886243971,0.8227065991590149
test_unseen_init,physical_unseen_task_raw,9,0.9,1.0,15433,15433.0,0.945869129170168,0.8490248169506901
test_unseen_init,physical_moe_unseen_task_raw,0,0.0,0.1,4602,4602.0,0.05900833670888437,0.17253368100825728
test_unseen_init,physical_moe_unseen_task_raw,1,0.1,0.2,3637,3637.0,0.14531797814139943,0.1718449271377509
test_unseen_init,physical_moe_unseen_task_raw,2,0.2,0.3,2978,2978.0,0.24848158536696496,0.3535930154466085
test_unseen_init,physical_moe_unseen_task_raw,3,0.3,0.4,2657,2657.0,0.348795228159815,0.36507339104252917
test_unseen_init,physical_moe_unseen_task_raw,4,0.4,0.5,2543,2543.0,0.4517989609384028,0.4176169878096736
test_unseen_init,physical_moe_unseen_task_raw,5,0.5,0.6,3032,3032.0,0.5501092854871875,0.5474934036939314
test_unseen_init,physical_moe_unseen_task_raw,6,0.6,0.7,3260,3260.0,0.6513844682013309,0.6417177914110429
test_unseen_init,physical_moe_unseen_task_raw,7,0.7,0.8,4186,4186.0,0.7520793014770019,0.743191591017678
test_unseen_init,physical_moe_unseen_task_raw,8,0.8,0.9,8078,8078.0,0.8593428016111012,0.8338697697449864
test_unseen_init,physical_moe_unseen_task_raw,9,0.9,1.0,20416,20416.0,0.9540936306132591,0.9307405956112853
test_new_noise_seen_init,prior,6,0.6,0.7,111658,111658.0,0.6640517396251272,0.6632753586845547
test_new_noise_seen_init,task_clock,0,0.0,0.1,9346,9346.0,0.061698164573939576,0.045580997218061206
test_new_noise_seen_init,task_clock,1,0.1,0.2,5909,5909.0,0.15026018481477654,0.11694026061939415
test_new_noise_seen_init,task_clock,2,0.2,0.3,9126,9126.0,0.2558739713865045,0.28172255095332016
test_new_noise_seen_init,task_clock,3,0.3,0.4,5238,5238.0,0.3425425826691067,0.2619320351279114
test_new_noise_seen_init,task_clock,4,0.4,0.5,3401,3401.0,0.43377263346440054,0.36900911496618644
test_new_noise_seen_init,task_clock,5,0.5,0.6,1972,1972.0,0.5458481551879272,0.3843813387423935
test_new_noise_seen_init,task_clock,6,0.6,0.7,8396,8396.0,0.6493241917764746,0.6667460695569318
test_new_noise_seen_init,task_clock,7,0.7,0.8,7847,7847.0,0.7557079671746334,0.7267745635274627
test_new_noise_seen_init,task_clock,8,0.8,0.9,18289,18289.0,0.8564122474900143,0.8577286893761277
test_new_noise_seen_init,task_clock,9,0.9,1.0,42134,42134.0,0.944791487001799,0.949328333412446
test_new_noise_seen_init,moe,0,0.0,0.1,6731,6731.0,0.046910899856105616,0.06581488634675382
test_new_noise_seen_init,moe,1,0.1,0.2,6614,6614.0,0.15019112016972738,0.13017840943453282
test_new_noise_seen_init,moe,2,0.2,0.3,6803,6803.0,0.25005243891583323,0.2254887549610466
test_new_noise_seen_init,moe,3,0.3,0.4,6006,6006.0,0.3479663079989426,0.31718281718281716
test_new_noise_seen_init,moe,4,0.4,0.5,5473,5473.0,0.45017643383049477,0.4458249588890919
test_new_noise_seen_init,moe,5,0.5,0.6,5854,5854.0,0.5516116514339112,0.5228903313973352
test_new_noise_seen_init,moe,6,0.6,0.7,7294,7294.0,0.6527242125483316,0.6340828077872224
test_new_noise_seen_init,moe,7,0.7,0.8,10627,10627.0,0.7530109413162754,0.7215582949091935
test_new_noise_seen_init,moe,8,0.8,0.9,19212,19212.0,0.857526924792346,0.8501457422444305
test_new_noise_seen_init,moe,9,0.9,1.0,37044,37044.0,0.9490429548863522,0.9499514091350826
test_new_noise_seen_init,physical,0,0.0,0.1,12529,12529.0,0.029324135507845378,0.027775560699177908
test_new_noise_seen_init,physical,1,0.1,0.2,5653,5653.0,0.14965271496239985,0.1657526976826464
test_new_noise_seen_init,physical,2,0.2,0.3,3996,3996.0,0.24265999839041152,0.2062062062062062
test_new_noise_seen_init,physical,3,0.3,0.4,3171,3171.0,0.3481174488503345,0.3175654367707348
test_new_noise_seen_init,physical,4,0.4,0.5,3757,3757.0,0.4570142543467613,0.4852275751929731
test_new_noise_seen_init,physical,5,0.5,0.6,5531,5531.0,0.5571146887937873,0.5640932923521967
test_new_noise_seen_init,physical,6,0.6,0.7,7589,7589.0,0.6535603640521916,0.6647779681117407
test_new_noise_seen_init,physical,7,0.7,0.8,15065,15065.0,0.7525869120570086,0.7221374045801526
test_new_noise_seen_init,physical,8,0.8,0.9,25407,25407.0,0.8614350734834384,0.8704687684496398
test_new_noise_seen_init,physical,9,0.9,1.0,28960,28960.0,0.9562564228330619,0.9655041436464088
test_new_noise_seen_init,physical_moe,0,0.0,0.1,20091,20091.0,0.03214151803783345,0.024339256383455278
test_new_noise_seen_init,physical_moe,1,0.1,0.2,5415,5415.0,0.14330361981381412,0.10433979686057249
test_new_noise_seen_init,physical_moe,2,0.2,0.3,3575,3575.0,0.2482319955761228,0.22685314685314686
test_new_noise_seen_init,physical_moe,3,0.3,0.4,2903,2903.0,0.35008902930279534,0.33207027213227697
test_new_noise_seen_init,physical_moe,4,0.4,0.5,2605,2605.0,0.44977603764532353,0.4472168905950096
test_new_noise_seen_init,physical_moe,5,0.5,0.6,2851,2851.0,0.5515218292218192,0.5773412837600842
test_new_noise_seen_init,physical_moe,6,0.6,0.7,3654,3654.0,0.6509368494059785,0.6685823754789272
test_new_noise_seen_init,physical_moe,7,0.7,0.8,4991,4991.0,0.753957610350847,0.7477459426968543
test_new_noise_seen_init,physical_moe,8,0.8,0.9,9879,9879.0,0.8573648334415317,0.8431015284947869
test_new_noise_seen_init,physical_moe,9,0.9,1.0,55694,55694.0,0.969373871562013,0.9680755557151578
test_new_noise_seen_init,physical_task_clock,0,0.0,0.1,21869,21869.0,0.03186667522048289,0.02638437971557913
test_new_noise_seen_init,physical_task_clock,1,0.1,0.2,4897,4897.0,0.1484748278429256,0.12007351439656933
test_new_noise_seen_init,physical_task_clock,2,0.2,0.3,3146,3146.0,0.2376805723629208,0.18499682136045772
test_new_noise_seen_init,physical_task_clock,3,0.3,0.4,1739,1739.0,0.3509804344510585,0.33352501437607823
test_new_noise_seen_init,physical_task_clock,4,0.4,0.5,2007,2007.0,0.4512264467054584,0.4773293472845042
test_new_noise_seen_init,physical_task_clock,5,0.5,0.6,3386,3386.0,0.5508283547412105,0.6139988186650915
test_new_noise_seen_init,physical_task_clock,6,0.6,0.7,3279,3279.0,0.6568184736393753,0.6261055199756023
test_new_noise_seen_init,physical_task_clock,7,0.7,0.8,5886,5886.0,0.744913219484174,0.7580699966021067
test_new_noise_seen_init,physical_task_clock,8,0.8,0.9,9606,9606.0,0.8582684404570575,0.8467624401415782
test_new_noise_seen_init,physical_task_clock,9,0.9,1.0,55843,55843.0,0.9686338817290623,0.9678384040972011
test_new_noise_seen_init,physical_task_clock_moe,0,0.0,0.1,23438,23438.0,0.029819865643207766,0.021375543988394915
test_new_noise_seen_init,physical_task_clock_moe,1,0.1,0.2,4280,4280.0,0.14406902752738165,0.12383177570093458
test_new_noise_seen_init,physical_task_clock_moe,2,0.2,0.3,2437,2437.0,0.2473984267519501,0.2531801395157981
test_new_noise_seen_init,physical_task_clock_moe,3,0.3,0.4,2293,2293.0,0.34982374691308143,0.30178805058874836
test_new_noise_seen_init,physical_task_clock_moe,4,0.4,0.5,2308,2308.0,0.4516865144002838,0.40294627383015597
test_new_noise_seen_init,physical_task_clock_moe,5,0.5,0.6,2581,2581.0,0.550249486936328,0.5447500968616815
test_new_noise_seen_init,physical_task_clock_moe,6,0.6,0.7,2960,2960.0,0.6523662002086136,0.668918918918919
test_new_noise_seen_init,physical_task_clock_moe,7,0.7,0.8,4075,4075.0,0.7524064302353455,0.7597546012269939
test_new_noise_seen_init,physical_task_clock_moe,8,0.8,0.9,8204,8204.0,0.8593632625876156,0.8336177474402731
test_new_noise_seen_init,physical_task_clock_moe,9,0.9,1.0,59082,59082.0,0.9716414852594174,0.9726989607663925
test_new_noise_seen_init,prior_unseen_task,6,0.6,0.7,111658,111658.0,0.6660509976230825,0.6632753586845547
test_new_noise_seen_init,moe_unseen_task,0,0.0,0.1,6147,6147.0,0.04313269656238863,0.22612656580445745
test_new_noise_seen_init,moe_unseen_task,1,0.1,0.2,5118,5118.0,0.15055774521678356,0.32942555685814773
test_new_noise_seen_init,moe_unseen_task,2,0.2,0.3,5851,5851.0,0.2510101840969369,0.35344385575115367
test_new_noise_seen_init,moe_unseen_task,3,0.3,0.4,6074,6074.0,0.3490920333579633,0.42739545604214685
test_new_noise_seen_init,moe_unseen_task,4,0.4,0.5,6254,6254.0,0.45061347202987256,0.5238247521586185
test_new_noise_seen_init,moe_unseen_task,5,0.5,0.6,6999,6999.0,0.5516735208792104,0.5700814402057437
test_new_noise_seen_init,moe_unseen_task,6,0.6,0.7,8309,8309.0,0.6513709766269863,0.6310025273799494
test_new_noise_seen_init,moe_unseen_task,7,0.7,0.8,10912,10912.0,0.7537472861789499,0.7042705278592375
test_new_noise_seen_init,moe_unseen_task,8,0.8,0.9,20106,20106.0,0.8565862008116747,0.7807619616035014
test_new_noise_seen_init,moe_unseen_task,9,0.9,1.0,35888,35888.0,0.9484445472047754,0.8478600089166295
test_new_noise_seen_init,physical_unseen_task,0,0.0,0.1,14291,14291.0,0.04118677058538385,0.3057168847526415
test_new_noise_seen_init,physical_unseen_task,1,0.1,0.2,5131,5131.0,0.14599891107735474,0.4279867472227636
test_new_noise_seen_init,physical_unseen_task,2,0.2,0.3,3186,3186.0,0.25360322701108606,0.37131198995605774
test_new_noise_seen_init,physical_unseen_task,3,0.3,0.4,3465,3465.0,0.3481505693748391,0.402020202020202
test_new_noise_seen_init,physical_unseen_task,4,0.4,0.5,3259,3259.0,0.44741958439836593,0.48174286590978826
test_new_noise_seen_init,physical_unseen_task,5,0.5,0.6,3961,3961.0,0.5473007632214232,0.5372380711941429
test_new_noise_seen_init,physical_unseen_task,6,0.6,0.7,9576,9576.0,0.6554226355191659,0.5664160401002506
test_new_noise_seen_init,physical_unseen_task,7,0.7,0.8,11733,11733.0,0.7442004088147662,0.7240262507457598
