task,model,pairs,matched_auroc
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,moe,36846,0.813019052271617
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,physical,36846,0.7830293654670792
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,physical_moe,36846,0.9254193128155024
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,physical_task_clock,36846,0.7963958095858438
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,physical_task_clock_moe,36846,0.9212668946425664
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,prior_unseen_task,36846,0.5
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,moe_unseen_task,36846,0.7434456928838952
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,physical_unseen_task,36846,0.7633664441187646
LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,physical_moe_unseen_task,36846,0.8887124789665093
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,prior,36587,0.5
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_clock,36587,0.5
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,moe,36587,0.7088856697734168
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,physical,36587,0.8543608385492115
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,physical_moe,36587,0.8618088392051821
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,physical_task_clock,36587,0.8764451854483833
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,physical_task_clock_moe,36587,0.8382758903435646
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,prior_unseen_task,36587,0.5
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,moe_unseen_task,36587,0.6507502664880969
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,physical_unseen_task,36587,0.7978516959575805
LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,physical_moe_unseen_task,36587,0.6950556208489355
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,prior,55562,0.5
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_clock,55562,0.5
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,moe,55562,0.6565998344192073
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,physical,55562,0.7891454591267413
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,physical_moe,55562,0.7828731867103416
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,physical_task_clock,55562,0.8089521615492603
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,physical_task_clock_moe,55562,0.8051725999784025
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,prior_unseen_task,55562,0.5
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,moe_unseen_task,55562,0.6328785860840143
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,physical_unseen_task,55562,0.7397771858464418
LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,physical_moe_unseen_task,55562,0.7292934019653721
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,prior,37568,0.5
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_clock,37568,0.5
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,moe,37568,0.7011552385008518
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,physical,37568,0.6994782793867121
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,physical_moe,37568,0.6979344122657581
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,physical_task_clock,37568,0.5757559625212947
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,physical_task_clock_moe,37568,0.6752289182282794
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,prior_unseen_task,37568,0.5
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,moe_unseen_task,37568,0.7157953577512777
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,physical_unseen_task,37568,0.2646534284497445
STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,physical_moe_unseen_task,37568,0.6263841567291312
open_the_middle_drawer_of_the_cabinet,prior,6963,0.5
open_the_middle_drawer_of_the_cabinet,task_clock,6963,0.5
open_the_middle_drawer_of_the_cabinet,moe,6963,0.506031882809134
open_the_middle_drawer_of_the_cabinet,physical,6963,0.5
open_the_middle_drawer_of_the_cabinet,physical_moe,6963,0.6695389918138733
open_the_middle_drawer_of_the_cabinet,physical_task_clock,6963,0.5
open_the_middle_drawer_of_the_cabinet,physical_task_clock_moe,6963,0.39329312078127243
open_the_middle_drawer_of_the_cabinet,prior_unseen_task,6963,0.5
open_the_middle_drawer_of_the_cabinet,moe_unseen_task,6963,0.6613528651443343
open_the_middle_drawer_of_the_cabinet,physical_unseen_task,6963,0.5
open_the_middle_drawer_of_the_cabinet,physical_moe_unseen_task,6963,0.34353008760591697
open_the_top_drawer_and_put_the_bowl_inside,prior,37587,0.5
open_the_top_drawer_and_put_the_bowl_inside,task_clock,37587,0.5
open_the_top_drawer_and_put_the_bowl_inside,moe,37587,0.5240641711229946
open_the_top_drawer_and_put_the_bowl_inside,physical,37587,0.680221885226275
open_the_top_drawer_and_put_the_bowl_inside,physical_moe,37587,0.6763109585761035
open_the_top_drawer_and_put_the_bowl_inside,physical_task_clock,37587,0.6540958310054008
open_the_top_drawer_and_put_the_bowl_inside,physical_task_clock_moe,37587,0.6763907734056988
open_the_top_drawer_and_put_the_bowl_inside,prior_unseen_task,37587,0.5
open_the_top_drawer_and_put_the_bowl_inside,moe_unseen_task,37587,0.46675712347354137
open_the_top_drawer_and_put_the_bowl_inside,physical_unseen_task,37587,0.6634740734828531
open_the_top_drawer_and_put_the_bowl_inside,physical_moe_unseen_task,37587,0.6693404634581105
pick_up_the_alphabet_soup_and_place_it_in_the_basket,prior,9593,0.5
pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_clock,9593,0.5
pick_up_the_alphabet_soup_and_place_it_in_the_basket,moe,9593,0.4637756697591994
pick_up_the_alphabet_soup_and_place_it_in_the_basket,physical,9593,0.6215469613259669
pick_up_the_alphabet_soup_and_place_it_in_the_basket,physical_moe,9593,0.5571771083081414
pick_up_the_alphabet_soup_and_place_it_in_the_basket,physical_task_clock,9593,0.6213905973105389
pick_up_the_alphabet_soup_and_place_it_in_the_basket,physical_task_clock_moe,9593,0.5823517147920358
pick_up_the_alphabet_soup_and_place_it_in_the_basket,prior_unseen_task,9593,0.5
pick_up_the_alphabet_soup_and_place_it_in_the_basket,moe_unseen_task,9593,0.4175440425310122
pick_up_the_alphabet_soup_and_place_it_in_the_basket,physical_unseen_task,9593,0.5862608151777338
pick_up_the_alphabet_soup_and_place_it_in_the_basket,physical_moe_unseen_task,9593,0.5083915354946315
pick_up_the_bbq_sauce_and_place_it_in_the_basket,prior,10381,0.5
pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_clock,10381,0.5
pick_up_the_bbq_sauce_and_place_it_in_the_basket,moe,10381,0.6808592621134766
pick_up_the_bbq_sauce_and_place_it_in_the_basket,physical,10381,0.9261631827376938
pick_up_the_bbq_sauce_and_place_it_in_the_basket,physical_moe,10381,0.8819959541469993
pick_up_the_bbq_sauce_and_place_it_in_the_basket,physical_task_clock,10381,0.9548694730758116
pick_up_the_bbq_sauce_and_place_it_in_the_basket,physical_task_clock_moe,10381,0.90550043348425
pick_up_the_bbq_sauce_and_place_it_in_the_basket,prior_unseen_task,10381,0.5
pick_up_the_bbq_sauce_and_place_it_in_the_basket,moe_unseen_task,10381,0.6652538291108756
pick_up_the_bbq_sauce_and_place_it_in_the_basket,physical_unseen_task,10381,0.9057412580676235
pick_up_the_bbq_sauce_and_place_it_in_the_basket,physical_moe_unseen_task,10381,0.874963876312494
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,prior,0,
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,task_clock,0,
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,moe,0,
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,physical,0,
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,physical_moe,0,
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,physical_task_clock,0,
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,physical_task_clock_moe,0,
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,prior_unseen_task,0,
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,moe_unseen_task,0,
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,physical_unseen_task,0,
pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,physical_moe_unseen_task,0,
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,prior,950,0.5
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,task_clock,950,0.5
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,moe,950,0.7347368421052631
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,physical,950,0.5836842105263158
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,physical_moe,950,0.5705263157894737
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,physical_task_clock,950,0.45210526315789473
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,physical_task_clock_moe,950,0.5452631578947369
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,prior_unseen_task,950,0.5
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,moe_unseen_task,950,0.7557894736842106
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,physical_unseen_task,950,0.36105263157894735
pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,physical_moe_unseen_task,950,0.42105263157894735
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,prior,11070,0.5
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,task_clock,11070,0.5
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,moe,11070,0.7251129177958446
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,physical,11070,0.7670731707317073
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,physical_moe,11070,0.7209123757904246
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,physical_task_clock,11070,0.8780939476061427
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,physical_task_clock_moe,11070,0.8790876242095754
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,prior_unseen_task,11070,0.5
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,moe_unseen_task,11070,0.5248419150858176
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,physical_unseen_task,11070,0.6240289069557362
pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,physical_moe_unseen_task,11070,0.5571364046973803
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,prior,0,
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,task_clock,0,
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,moe,0,
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,physical,0,
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,physical_moe,0,
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,physical_task_clock,0,
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,physical_task_clock_moe,0,
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,prior_unseen_task,0,
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,moe_unseen_task,0,
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,physical_unseen_task,0,
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,physical_moe_unseen_task,0,
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,prior,4482,0.5
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,task_clock,4482,0.5
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,moe,4482,0.5026773761713521
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,physical,4482,0.5174029451137885
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,physical_moe,4482,0.5431726907630522
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,physical_task_clock,4482,0.5210843373493976
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,physical_task_clock_moe,4482,0.5903614457831325
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,prior_unseen_task,4482,0.5
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,moe_unseen_task,4482,0.46285140562248994
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,physical_unseen_task,4482,0.5512048192771084
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,physical_moe_unseen_task,4482,0.5856760374832664
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,prior,993,0.5
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,task_clock,993,0.5
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,moe,993,0.6017119838872105
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,physical,993,0.6475327291037261
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,physical_moe,993,0.56797583081571
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,physical_task_clock,993,0.7094662638469285
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,physical_task_clock_moe,993,0.6012084592145015
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,prior_unseen_task,993,0.5
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,moe_unseen_task,993,0.701913393756294
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,physical_unseen_task,993,0.5876132930513596
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,physical_moe_unseen_task,993,0.5166163141993958
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,prior,2028,0.5
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,task_clock,2028,0.5
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,moe,2028,0.867603550295858
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,physical,2028,0.6343688362919132
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,physical_moe,2028,0.4770710059171598
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,physical_task_clock,2028,0.6730769230769231
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,physical_task_clock_moe,2028,0.4474852071005917
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,prior_unseen_task,2028,0.5
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,moe_unseen_task,2028,0.7021696252465484
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,physical_unseen_task,2028,0.48422090729783035
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,physical_moe_unseen_task,2028,0.3557692307692308
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,prior,2701,0.5
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,task_clock,2701,0.5
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,moe,2701,0.6012587930396149
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,physical,2701,0.6641984450203628
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,physical_moe,2701,0.33802295446131064
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,physical_task_clock,2701,0.5312847093669012
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,physical_task_clock_moe,2701,0.4468715290633099
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,prior_unseen_task,2701,0.5
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,moe_unseen_task,2701,0.6325435024065161
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,physical_unseen_task,2701,0.6047760088855979
pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,physical_moe_unseen_task,2701,0.48759718622732323
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,prior,20335,0.5
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,task_clock,20335,0.5
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,moe,20335,0.810253257929678
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,physical,20335,0.9149495942955496
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,physical_moe,20335,0.8913695598721416
pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,physical_task_clock,20335,0.9285468404229161
