cohort,window,layer_group,target,prior_band,lift,ci_low,ci_high,ci_excludes_one,mh_lift,mh_ci_low,mh_ci_high,mh_ci_excludes_one,n_cells,target_episode_weight,n_target_episodes,n_target_cohort,finite_draws,draws
development_main,3,all,loop,low,2.8389658632429122,1.1127634825852741,15.967799398791302,True,0.9898747687733203,0.7371798728142954,1.4593784380100687,False,60,4008.0,256,256,2000,2000
development_main,3,all,loop,high,2.466649279189283,1.310606153137606,4.754963350371811,True,1.4047523851484136,0.7797803187339183,2.4448738817783977,False,30,2164.0,256,256,2000,2000
development_main,3,all,loop,all_matched,2.7084258295598187,1.4610049637844147,11.796450786172548,True,1.0372066728206695,0.7581489467309973,1.5094851074283133,False,90,6172.0,256,256,2000,2000
development_main,3,all,loop,pooled_unmatched,0.6630305835858966,0.4621543984786168,1.1071491371407793,False,0.6630305835858966,0.4621543984786168,1.1071491371407793,False,120,8224.0,256,256,2000,2000
development_main,3,all,static,low,0.7304629990587138,0.45542985113394163,12.953481637735393,False,0.5627215669734891,0.426895146995641,1.0022021703105664,False,60,2722.0,135,135,2000,2000
development_main,3,all,static,high,0.15152403889130145,0.03899253138832296,0.3583821914858266,True,0.179134913169036,0.03442072130299337,0.3642345879500892,True,30,2024.0,135,135,2000,2000
development_main,3,all,static,all_matched,0.4835661479464418,0.30486099467736033,8.559844964603357,False,0.5049584933946183,0.37809660549128676,0.8603204947369526,True,90,4746.0,135,135,2000,2000
development_main,3,all,static,pooled_unmatched,0.23932656089421628,0.1725435124357052,0.4273702681922547,True,0.23932656089421628,0.1725435124357052,0.4273702681922547,True,120,5937.0,135,135,2000,2000
development_main,3,all,pure_phantom,low,0.6362941151946835,0.2982948335343733,2.2249092640012345,False,0.5116818672331643,0.37088671978327103,0.7240316504620415,True,46,292.0,22,22,1965,2000
development_main,3,all,pure_phantom,high,0.7807342657342657,0.3012793116476685,4.94108893557423,False,0.7083898373105993,0.15663824840714624,4.65840466000951,False,24,130.0,22,22,1966,2000
development_main,3,all,pure_phantom,all_matched,0.6807898961665928,0.3811974548218296,2.1202570768368263,False,0.5318818752293651,0.39445401179104145,0.8937352902417834,True,70,422.0,22,22,1966,2000
development_main,3,all,pure_phantom,pooled_unmatched,0.37666401815721395,0.06299359960339804,0.6018061426484954,True,0.37666401815721395,0.06299359960339804,0.6018061426484954,True,95,592.0,22,22,1994,2000
development_main,4,all,loop,low,5.122819244581268,1.0015772491355195,27.245134386771145,True,0.9534884026171849,0.6315656806116787,1.6030839275142297,False,55,3680.0,256,256,2000,2000
development_main,4,all,loop,high,2.1576776560454514,1.1029208485165147,5.6241952547940475,True,1.3449190883606117,0.7845495089299243,2.3817583756910334,False,32,2338.0,256,256,2000,2000
development_main,4,all,loop,all_matched,3.9708582884502044,1.3237240079981458,20.18132808725892,True,0.9987781487761123,0.6707505848840235,1.6399199193338592,False,87,6018.0,256,256,2000,2000
development_main,4,all,loop,pooled_unmatched,0.6270875636726968,0.4095913342633736,1.1143203858956552,False,0.6270875636726968,0.4095913342633736,1.1143203858956552,False,116,7968.0,256,256,2000,2000
development_main,4,all,static,low,1.0094681255958182,0.35700725445375525,9.636120831238598,False,0.4873010297695401,0.3408482462686862,0.9704307411723918,True,55,2566.0,135,135,2000,2000
development_main,4,all,static,high,0.12699598878636248,0.003978385486399451,0.32346372490003816,True,0.17180782490005442,0.012137004094571326,0.37499687973028806,True,32,2236.0,135,135,2000,2000
development_main,4,all,static,all_matched,0.5985544025833354,0.22946027007488726,6.004367338878128,False,0.4424969414396762,0.30441949176097854,0.8308981935481445,True,87,4802.0,135,135,2000,2000
development_main,4,all,static,pooled_unmatched,0.22417037673270795,0.14445818956169748,0.44928121010801775,True,0.22417037673270795,0.14445818956169748,0.44928121010801775,True,116,5802.0,135,135,2000,2000
development_main,4,all,pure_phantom,low,0.3261167559477796,0.0,0.8043227194352872,True,0.4477451775825638,0.0,0.6800154120521449,True,42,267.0,22,22,1965,2000
development_main,4,all,pure_phantom,high,0.115,0.0,1.5542528735632166,False,0.15283901772857808,0.0,1.550935666532773,False,26,140.0,22,22,1965,2000
development_main,4,all,pure_phantom,all_matched,0.25349674161684804,0.0,0.8894855711336398,True,0.4163261389681312,0.0,0.7176462184248843,True,68,407.0,22,22,1966,2000
