snapshot_key,worker,candidate,episode_id,success,query,layers,sibling_divergence,self_churn
w00_s000,0,0,100000000,False,0,deep,0.4455555555555557,
w00_s000,0,1,100000001,False,0,deep,0.44276190476190486,
w00_s000,0,2,100000002,False,0,deep,0.412904761904762,
w00_s000,0,3,100000003,True,0,deep,0.4330793650793651,
w00_s000,0,4,100000004,True,0,deep,0.41790476190476195,
w00_s000,0,5,100000005,False,0,deep,0.427888888888889,
w00_s000,0,6,100000006,False,0,deep,0.4363492063492063,
w00_s000,0,7,100000007,True,0,deep,0.40653968253968265,
w00_s000,0,8,100000008,True,0,deep,0.41320634920634924,
w00_s000,0,9,100000009,False,0,deep,0.42206349206349203,
w00_s000,0,10,100000010,True,0,deep,0.42428571428571427,
w00_s000,0,11,100000011,False,0,deep,0.4077777777777778,
w00_s000,0,12,100000012,True,0,deep,0.44752380952380955,
w00_s000,0,13,100000013,True,0,deep,0.43203174603174604,
w00_s000,0,14,100000014,False,0,deep,0.4100952380952382,
w00_s000,0,15,100000015,False,0,deep,0.4486349206349206,
w00_s000,0,0,100000000,False,0,front,0.6494920634920637,
w00_s000,0,1,100000001,False,0,front,0.605920634920635,
w00_s000,0,2,100000002,False,0,front,0.5988253968253969,
w00_s000,0,3,100000003,True,0,front,0.6196507936507937,
w00_s000,0,4,100000004,True,0,front,0.6144285714285717,
w00_s000,0,5,100000005,False,0,front,0.586984126984127,
w00_s000,0,6,100000006,False,0,front,0.6142857142857144,
w00_s000,0,7,100000007,True,0,front,0.6147460317460319,
w00_s000,0,8,100000008,True,0,front,0.5806984126984128,
w00_s000,0,9,100000009,False,0,front,0.5821587301587303,
w00_s000,0,10,100000010,True,0,front,0.5712857142857144,
w00_s000,0,11,100000011,False,0,front,0.5953174603174605,
w00_s000,0,12,100000012,True,0,front,0.614952380952381,
w00_s000,0,13,100000013,True,0,front,0.6086349206349209,
w00_s000,0,14,100000014,False,0,front,0.5849047619047619,
w00_s000,0,15,100000015,False,0,front,0.5930793650793652,
w00_s000,0,0,100000000,False,1,deep,0.5998412698412701,0.7721428571428572
