target,split,window,c_value,model,episodes,positives,prevalence,mean_score,brier,log_loss,positive_coverage_at_train_negative_q90,negative_trigger_rate_at_train_negative_q90
active_return,heldout_init,q0,0.03,task_init,512.0,39.0,0.076171875,0.07711581291759467,0.07157171684416247,0.27802662098547426,0.0,0.0
active_return,heldout_init,q0,0.03,task_init_router,512.0,39.0,0.076171875,0.07809834422971285,0.07237906135626561,0.28331013397555693,0.0,0.0
active_return,heldout_init,q0,0.03,task_only,512.0,39.0,0.076171875,0.07711581291759467,0.07157171684416247,0.27802662098547426,0.0,0.0
active_return,heldout_init,q0,0.03,task_router,512.0,39.0,0.076171875,0.08306350178695494,0.07495177204568995,0.30003309241585663,0.0,0.006342494714587738
active_return,heldout_init,q0,0.1,task_hidden,512.0,39.0,0.076171875,0.10127052530045422,0.07962798960143251,0.30930675071195635,0.07692307692307693,0.08879492600422834
active_return,heldout_init,q0,0.1,task_init,512.0,39.0,0.076171875,0.07711581291759467,0.07157171684416247,0.27802662098547426,0.0,0.0
active_return,heldout_init,q0,0.1,task_init_hidden,512.0,39.0,0.076171875,0.08038464014534237,0.07259748503853271,0.2833364679745113,0.0,0.0
active_return,heldout_init,q0,0.1,task_init_router,512.0,39.0,0.076171875,0.0781671718205629,0.07251136029410285,0.2842363406227388,0.0,0.0
active_return,heldout_init,q0,0.1,task_init_router_hidden,512.0,39.0,0.076171875,0.09781850385092547,0.07901960710927888,0.3093885650407092,0.02564102564102564,0.04439746300211417
active_return,heldout_init,q0,0.1,task_only,512.0,39.0,0.076171875,0.07711581291759467,0.07157171684416247,0.27802662098547426,0.0,0.0
active_return,heldout_init,q0,0.1,task_router,512.0,39.0,0.076171875,0.08321269934920386,0.07520188264531064,0.30131180549689945,0.0,0.012684989429175475
active_return,heldout_init,q0,0.1,task_router_hidden,512.0,39.0,0.076171875,0.11052623355519023,0.07994221359126857,0.31460316448393805,0.05128205128205128,0.06765327695560254
active_return,heldout_init,q0,0.3,task_init,512.0,39.0,0.076171875,0.07711581291759467,0.07157171684416247,0.27802662098547426,0.0,0.0
active_return,heldout_init,q0,0.3,task_init_router,512.0,39.0,0.076171875,0.07818195140192366,0.07256263330880164,0.28460333608937444,0.0,0.0
active_return,heldout_init,q0,0.3,task_only,512.0,39.0,0.076171875,0.07711581291759467,0.07157171684416247,0.27802662098547426,0.0,0.0
active_return,heldout_init,q0,0.3,task_router,512.0,39.0,0.076171875,0.08326938186313912,0.07528372682161172,0.30171192850230744,0.0,0.012684989429175475
active_return,heldout_init,q0_to_q2,0.03,task_init,512.0,39.0,0.076171875,0.07711581291759467,0.07157171684416247,0.27802662098547426,0.0,0.0
active_return,heldout_init,q0_to_q2,0.03,task_init_router,512.0,39.0,0.076171875,0.08239847315125895,0.07259781545512839,0.2838342526841053,0.0,0.0
active_return,heldout_init,q0_to_q2,0.03,task_only,512.0,39.0,0.076171875,0.07711581291759467,0.07157171684416247,0.27802662098547426,0.0,0.0
active_return,heldout_init,q0_to_q2,0.03,task_router,512.0,39.0,0.076171875,0.08441735280260479,0.07584695935955599,0.30034452123707045,0.0,0.004228329809725159
active_return,heldout_init,q0_to_q2,0.1,task_hidden,512.0,39.0,0.076171875,0.09943903422513961,0.07866613992466381,0.3050600558397456,0.05128205128205128,0.12050739957716702
active_return,heldout_init,q0_to_q2,0.1,task_init,512.0,39.0,0.076171875,0.07711581291759467,0.07157171684416247,0.27802662098547426,0.0,0.0
active_return,heldout_init,q0_to_q2,0.1,task_init_hidden,512.0,39.0,0.076171875,0.08801475753230859,0.07347738708897542,0.2885472845620669,0.02564102564102564,0.004228329809725159
