trajectories,risk_n,nonrisk_n,alarms,tp,fp,recall,precision,nonrisk_fpr,cohort,detector
14800,487,14313,253,230,23,0.4722792607802875,0.9090909090909091,0.0016069307622441137,development_main,lock
14800,487,14313,78,55,23,0.11293634496919917,0.7051282051282052,0.0016069307622441137,development_main,instability
14800,487,14313,331,285,46,0.5852156057494866,0.8610271903323263,0.0032138615244882273,development_main,dual
15600,564,15036,293,251,42,0.4450354609929078,0.856655290102389,0.002793296089385475,external_8b,lock
15600,564,15036,121,75,46,0.13297872340425532,0.6198347107438017,0.0030593242883745677,external_8b,instability
15600,564,15036,411,324,87,0.574468085106383,0.7883211678832117,0.00578611332801277,external_8b,dual
