parent,label,operator,dose,fraction,sign,randomized,normalized_action_rms,gripper_sign_changes,score_screen,instantaneous_screen,request_bias_l2,effective_logit_delta_l2,delta_freeze,instant_delta_freeze,delta_acceleration,instant_delta_acceleration,delta_periodicity,instant_delta_periodicity,delta_inversion,instant_delta_inversion,delta_curvature,instant_delta_curvature
plus-task00-init026,mobility-low-minus,mobility,low,0.5,-1,False,0.002010104940702506,0,False,False,1.697268791462137,1.721867733367153,0.1745622031775964,1.0473742573599496,0.0,0.3612366533022967,0.0,4.223806886611551,-0.004597951968510872,-0.027587711811065674,-0.03612259805444602,-0.21673566433750463
plus-task00-init026,mobility-low-plus,mobility,low,0.5,1,False,0.001989996741991593,0,True,False,1.697268791462137,1.722417075233141,-0.149419904933767,-0.8965196891761965,0.0,0.2579855644845403,0.0,-3.297449915107927,0.006511770188808441,0.03907062113285065,0.024529669038531335,0.1471781119978782
plus-task00-init026,mobility-high-minus,mobility,high,1.0,-1,False,0.0033508901577246637,0,False,False,3.394537582924274,3.4047758779832886,0.381231583253558,2.287388850587363,0.0,0.3639862455933755,0.0,7.715418751740349,-0.0018490230043728406,-0.011094138026237488,0.052397443538650355,0.3143846119891616
plus-task00-init026,mobility-high-plus,mobility,high,1.0,1,False,0.002299069050095388,0,True,False,3.394537582924274,3.406447098655357,-0.298471994085876,-1.7908327432360314,0.0,0.712046166538179,-0.037184150734677957,-6.539277418581471,0.007300153374671936,0.043800920248031616,-0.02569290535908035,-0.15415746985588102
plus-task00-init026,balance-low-minus,balance,low,0.5,-1,False,0.002259682638096653,0,False,False,1.6972687950051155,1.725576818471236,-0.09228204643667759,-0.5536925381936585,0.0,12.31865979708667,0.0,1.2428583584967707,0.43162311116854346,2.589738667011261,0.21129037193749442,1.2677421156712698
plus-task00-init026,balance-low-plus,balance,low,0.5,1,False,0.002284895255721345,0,False,False,1.6972687950051155,1.7276138625871016,0.053355352096004616,0.32013302108360553,0.0,-10.210394747894092,0.0,-2.2122471133157937,-0.5058387418588002,-3.0350324511528015,-0.3346257208953552,-2.0077545431456922
plus-task00-init026,balance-high-minus,balance,high,1.0,-1,False,0.0026465729632956527,0,False,False,3.394537590010231,3.4069330772946014,-0.21703778768541326,-1.3022269856860738,0.0,21.426659485500863,0.0,0.7254390091454823,0.7606672247250874,4.564003348350525,0.39583467890514695,2.3750080524837576
plus-task00-init026,balance-high-plus,balance,high,1.0,1,False,0.0045236111262378425,0,False,False,3.394537590010231,3.4132445029779768,0.056223899875196715,0.3373441130785636,-1.1622938100318985,-20.676119200144814,0.0,-4.516124326922595,-1.1786032716433206,-7.071619629859924,-0.7913295089449198,-4.747977160946107
plus-task00-init026,curvature-low-minus,curvature,low,0.5,-1,False,0.0014847315718880137,0,False,False,1.6972687935725188,1.7252363402408089,3.841689180372754e-05,0.00023024177722771248,0.0,20.812746735625815,0.0,0.07477797656630623,0.40012110024690617,2.4007266014814377,-0.028765697304117432,-0.17259435406278145
plus-task00-init026,curvature-low-plus,curvature,low,0.5,1,False,0.001626317035841442,0,True,False,1.6972687935725188,1.724904640989702,0.004455061581238873,0.0267307588478255,0.0,-12.185753826975068,0.0,0.13623569972586047,-0.15773706138134003,-0.9464223682880402,-0.5405235429654326,-3.2431411446052363
plus-task00-init026,curvature-high-minus,curvature,high,1.0,-1,False,0.001772907913277922,0,False,False,3.3945375871450376,3.4045293819410634,0.006004975506635368,0.03603024240020434,0.0,35.89181163445883,0.0,0.12134153083630317,0.8089798192183175,4.853878915309906,-0.11912694170743224,-0.714761456747124
plus-task00-init026,curvature-high-plus,curvature,high,1.0,1,False,0.001804872569159451,0,True,True,3.3945375871450376,3.4044038861910173,0.001001954070010136,0.006011983993653945,0.0,-2.597616100343347,0.0,-0.0038771579633247485,-0.019872188568115234,-0.1192331314086914,-0.9813277180729342,-5.887966429875705
plus-task00-init026,mobility_balance-low-minus,mobility_balance,low,0.5,-1,False,0.00228699305684965,0,False,False,1.6972687960273107,1.7335874126743112,0.07519431679191957,0.45116609543171243,0.0,9.904903782635078,0.0,3.2963366481212257,0.32354142516851414,1.9412485510110855,0.1324734832472736,0.7948406543584602
plus-task00-init026,mobility_balance-low-plus,mobility_balance,low,0.5,1,False,0.0017681922901310388,0,True,True,1.6972687960273107,1.73313405774319,-0.0682024424836829,-0.4092142655417093,0.0,-6.596416229573318,0.0,-4.146380181192647,-0.33684159318606066,-2.0210495591163635,-0.18578408582544775,-1.1147047067118432
