parent,arm,query,accepted,guard_reasons,old_screen,fp32_old_screen,donor_action_rms,executed_candidate_action_rms,top4_set_change
pro-task03-init039,joint,20,True,,True,True,0.002559815014256031,0.002559815014256031,0.7225
pro-task03-init039,joint,21,True,,True,True,0.002598443532187833,0.002598443532187833,0.6925
pro-task03-init039,joint,22,True,,True,True,0.003074444042167367,0.003074444042167367,0.6325
pro-task03-init039,joint,23,True,,True,True,0.0025517632007310063,0.0025517632007310063,0.6925
pro-task03-init039,joint,24,True,,True,True,0.002559436627761873,0.0025594366277618724,0.7575
pro-task03-init039,joint,25,True,,True,True,0.0022129689925647605,0.00221296899256476,0.6875
pro-task03-init039,joint,26,True,,True,True,0.003355856760878146,0.003355856760878146,0.67
pro-task03-init039,joint,27,True,,True,True,0.0029451332045783386,0.002945133204578338,0.6525
pro-task03-init039,joint,28,True,,True,True,0.0032906362621243743,0.0032906362621243743,0.6575
pro-task03-init039,joint,29,True,,True,True,0.00245003948539692,0.00245003948539692,0.68
pro-task03-init039,route_only,18,True,,True,True,0.0025284132774634495,0.0,0.72
pro-task03-init039,route_only,19,True,,False,False,0.0035365275713283065,0.0,0.7375
pro-task03-init039,route_only,20,True,,True,True,0.0027210430158960356,0.0,0.6975
pro-task03-init039,route_only,21,True,,True,True,0.0028859653879255796,0.0,0.65
pro-task03-init039,route_only,22,True,,True,True,0.0026550004316237283,0.0,0.63
pro-task03-init039,route_only,23,True,,True,True,0.0024725224372536083,0.0,0.6825
pro-task03-init039,route_only,24,True,,True,True,0.002704070956806927,0.0,0.745
pro-task03-init039,route_only,25,True,,True,True,0.0022490830406881037,0.0,0.675
pro-task03-init039,route_only,26,True,,True,True,0.003075591235823293,0.0,0.6475
pro-task03-init039,route_only,27,True,,True,True,0.003059692497263433,0.0,0.6175
pro-task03-init039,route_only,28,True,,True,True,0.002389197259233151,0.0,0.6475
pro-task03-init039,route_only,29,True,,True,True,0.0025522348573176457,0.0,0.65
pro-task03-init039,output_only,18,True,,False,False,0.0025284132774634495,0.0025284132774634495,0.1375
pro-task03-init039,output_only,19,True,,True,True,0.0035234458175507953,0.0035234458175507953,0.1625
pro-task03-init039,output_only,20,True,,False,False,0.002941736841356906,0.002941736841356906,0.16
pro-task03-init039,output_only,21,True,,False,False,0.002677130882628925,0.002677130882628925,0.14
pro-task03-init039,output_only,22,True,,False,False,0.0027799175052558426,0.0027799175052558426,0.1375
pro-task03-init039,output_only,23,True,,False,False,0.003221123436893795,0.003221123436893795,0.1325
pro-task03-init039,output_only,24,True,,False,False,0.0026124853015702036,0.0026124853015702036,0.1575
pro-task03-init039,output_only,25,True,,False,False,0.002491737944285811,0.002491737944285811,0.1375
pro-task03-init039,output_only,26,True,,False,False,0.003596584216748814,0.003596584216748814,0.145
pro-task03-init039,output_only,27,True,,False,False,0.0024825793559964788,0.0024825793559964783,0.14
pro-task03-init039,output_only,28,True,,False,False,0.003098969534693651,0.0030989695346936505,0.14
pro-task03-init039,output_only,29,True,,False,False,0.003020977083575279,0.003020977083575279,0.155
plus-task06-init026,joint,30,True,,True,True,0.002634067006440413,0.002634067006440413,0.4525
plus-task06-init026,joint,31,True,,True,True,0.0022809714683314206,0.0022809714683314206,0.46
plus-task06-init026,joint,32,True,,True,True,0.00381892146237306,0.0038189214623730594,0.5025
plus-task06-init026,joint,33,True,,True,True,0.002403898283619511,0.002403898283619511,0.4675
plus-task06-init026,joint,34,True,,True,True,0.002921726519052123,0.002921726519052123,0.615
plus-task06-init026,joint,35,True,,True,True,0.0027996560675074595,0.0027996560675074595,0.5575
plus-task06-init026,joint,36,True,,True,True,0.0019525310652467073,0.0019525310652467073,0.5925
plus-task06-init026,joint,37,True,,True,True,0.0022127315826243905,0.0022127315826243905,0.5575
plus-task06-init026,joint,38,True,,True,True,0.001828303745270611,0.001828303745270611,0.49
plus-task06-init026,joint,39,True,,True,True,0.0020097285176672412,0.002009728517667241,0.5325
plus-task06-init026,joint,40,True,,True,True,0.0018616385512843082,0.0018616385512843082,0.46
plus-task06-init026,joint,41,True,,True,True,0.002140799385498327,0.0021407993854983265,0.48
plus-task06-init026,route_only,30,True,,True,True,0.002634067006440413,0.0,0.4325
plus-task06-init026,route_only,31,True,,True,True,0.003058093745584941,0.0,0.4575
plus-task06-init026,route_only,32,True,,True,True,0.0032900657583882008,0.0,0.485
plus-task06-init026,route_only,33,True,,True,True,0.002550523203179299,0.0,0.4125
plus-task06-init026,route_only,34,True,,True,True,0.002349094048327899,0.0,0.625
plus-task06-init026,route_only,35,True,,True,True,0.0022440555186228283,0.0,0.49
plus-task06-init026,route_only,36,True,,True,True,0.0020529754467211764,0.0,0.5625
plus-task06-init026,route_only,37,True,,True,True,0.0021824871712528217,0.0,0.52
plus-task06-init026,route_only,38,True,,True,True,0.0016675575045070718,0.0,0.4175
plus-task06-init026,route_only,39,True,,True,True,0.0016643654375212362,0.0,0.52
plus-task06-init026,route_only,40,True,,True,True,0.002273616177331011,0.0,0.45
plus-task06-init026,route_only,41,True,,True,True,0.002040365478825171,0.0,0.435
plus-task06-init026,output_only,30,True,,False,False,0.002634067006440413,0.002634067006440413,0.1125
plus-task06-init026,output_only,31,True,,False,False,0.0024084464558906927,0.0024084464558906927,0.1075
plus-task06-init026,output_only,32,True,,False,False,0.003324551720932151,0.0033245517209321506,0.105
plus-task06-init026,output_only,33,True,,False,False,0.002196574484021433,0.002196574484021433,0.1175
plus-task06-init026,output_only,34,True,,False,False,0.0025690960109218683,0.002569096010921868,0.16
plus-task06-init026,output_only,35,True,,False,False,0.0017841608921969683,0.0017841608921969683,0.1225
plus-task06-init026,output_only,36,True,,False,False,0.0015026526047291471,0.0015026526047291471,0.1475
plus-task06-init026,output_only,37,True,,False,False,0.0021183411319836407,0.0021183411319836407,0.1725
plus-task06-init026,output_only,38,True,,False,False,0.002177794979841587,0.002177794979841587,0.1375
plus-task06-init026,output_only,39,True,,False,False,0.0020153292265882436,0.0020153292265882436,0.1225
plus-task06-init026,output_only,40,True,,False,False,0.002012851537969824,0.002012851537969824,0.1675
plus-task06-init026,output_only,41,True,,False,False,0.002251438681153832,0.002251438681153832,0.155
plus-task03-init026,joint,34,True,,False,False,0.01670772924024181,0.01670772924024181,0.3725
plus-task03-init026,joint,35,True,,True,True,0.0026637527963878247,0.0026637527963878243,0.5075
plus-task03-init026,joint,36,True,,True,True,0.003512466369695295,0.003512466369695295,0.5775
plus-task03-init026,joint,37,True,,True,True,0.002282516221945941,0.002282516221945941,0.4975
plus-task03-init026,joint,38,True,,True,True,0.004962630918136027,0.004962630918136028,0.525
plus-task03-init026,joint,39,True,,True,True,0.0035806850312423257,0.0035806850312423257,0.4675
plus-task03-init026,joint,40,True,,True,True,0.00504659249020899,0.00504659249020899,0.645
plus-task03-init026,joint,41,True,,True,True,0.004304151288156897,0.004304151288156896,0.6825
plus-task03-init026,joint,42,True,,True,True,0.0036015666817487053,0.0036015666817487053,0.675
plus-task03-init026,joint,43,True,,True,True,0.004613024134705762,0.004613024134705762,0.7375
plus-task03-init026,joint,44,True,,True,True,0.0038631854623145654,0.0038631854623145654,0.77
plus-task03-init026,joint,45,True,,True,True,0.004690506041868887,0.0046905060418688865,0.7625
plus-task03-init026,route_only,34,True,,True,True,0.01670772924024181,0.0,0.3425
plus-task03-init026,route_only,35,True,,True,True,0.0028286470843930703,0.0,0.4825
plus-task03-init026,route_only,36,True,,True,True,0.0032513920487269093,0.0,0.5525
plus-task03-init026,route_only,37,True,,True,True,0.0025580339963226775,0.0,0.5175
plus-task03-init026,route_only,38,True,,True,True,0.0032965270165305734,0.0,0.535
plus-task03-init026,route_only,39,False,action_rms;gripper_change,True,True,0.05180713918397808,0.0,0.3725
plus-task03-init026,route_only,40,True,,True,True,0.003873483544896838,0.0,0.5775
plus-task03-init026,route_only,41,True,,True,True,0.0029367836804709132,0.0,0.43
plus-task03-init026,route_only,42,True,,True,True,0.004095331642331093,0.0,0.7125
plus-task03-init026,route_only,43,True,,True,True,0.005192864726899155,0.0,0.7425
plus-task03-init026,route_only,44,True,,True,True,0.00493343570079843,0.0,0.7375
plus-task03-init026,route_only,45,True,,True,True,0.0038070176128880283,0.0,0.705
plus-task03-init026,output_only,34,True,,False,False,0.01670772924024181,0.01670772924024181,0.135
plus-task03-init026,output_only,35,True,,False,False,0.00261971836697039,0.00261971836697039,0.1125
plus-task03-init026,output_only,36,True,,False,False,0.0034191186541417365,0.003419118654141736,0.1625
plus-task03-init026,output_only,37,True,,False,False,0.0020477730635459317,0.0020477730635459317,0.1425
plus-task03-init026,output_only,38,True,,True,False,0.004589057313508469,0.004589057313508468,0.115
plus-task03-init026,output_only,39,True,,False,False,0.004154803696936291,0.00415480369693629,0.1225
plus-task03-init026,output_only,40,True,,False,False,0.004657052093969752,0.004657052093969752,0.195
plus-task03-init026,output_only,41,True,,False,False,0.004751356632122487,0.004751356632122486,0.15
plus-task03-init026,output_only,42,True,,False,False,0.004265514313568433,0.004265514313568432,0.1275
plus-task03-init026,output_only,43,True,,False,False,0.00533353205303843,0.00533353205303843,0.125
plus-task03-init026,output_only,44,True,,False,False,0.005072590842888313,0.005072590842888313,0.1725
plus-task03-init026,output_only,45,True,,False,False,0.004632026233001003,0.004632026233001002,0.1425
plus-task03-init039,joint,23,True,,True,True,0.0031641374841247945,0.003164137484124794,0.4025
plus-task03-init039,joint,24,True,,True,True,0.0028228630110678906,0.0028228630110678906,0.46
plus-task03-init039,joint,25,True,,True,True,0.005616974678263032,0.005616974678263033,0.8175
plus-task03-init039,joint,26,True,,True,True,0.004751686614766903,0.004751686614766903,0.78
plus-task03-init039,joint,27,True,,True,True,0.004700608588784187,0.004700608588784187,0.88
plus-task03-init039,joint,28,True,,True,True,0.004004284594343531,0.004004284594343531,0.7525
plus-task03-init039,joint,29,True,,True,True,0.004313624228959364,0.004313624228959364,0.7425
plus-task03-init039,joint,30,True,,True,True,0.003397369347048173,0.003397369347048173,0.68
plus-task03-init039,joint,31,True,,True,True,0.003329368854750388,0.0033293688547503877,0.63
plus-task03-init039,joint,32,True,,True,True,0.0034915014551051204,0.0034915014551051204,0.7875
plus-task03-init039,route_only,23,True,,True,True,0.0031641374841247945,0.0,0.3675
plus-task03-init039,route_only,24,True,,True,True,0.0030260553456821827,0.0,0.45
plus-task03-init039,route_only,25,True,,True,True,0.005038935446793518,0.0,0.84
plus-task03-init039,route_only,26,True,,True,True,0.004986145454286327,0.0,0.8075
plus-task03-init039,route_only,27,True,,True,True,0.005009445510052903,0.0,0.8225
plus-task03-init039,route_only,28,True,,True,True,0.003977074038522863,0.0,0.7275
plus-task03-init039,route_only,29,True,,True,True,0.0031341634150511134,0.0,0.685
plus-task03-init039,route_only,30,True,,True,True,0.0033427077927411517,0.0,0.7
plus-task03-init039,route_only,31,True,,True,True,0.003297110993342356,0.0,0.5975
plus-task03-init039,route_only,32,True,,True,True,0.0035210987266737544,0.0,0.7575
plus-task03-init039,output_only,23,True,,False,False,0.0031641374841247945,0.003164137484124794,0.1375
plus-task03-init039,output_only,24,True,,False,False,0.002841186843507898,0.002841186843507898,0.1225
plus-task03-init039,output_only,25,True,,False,False,0.0048710250324273145,0.0048710250324273145,0.185
plus-task03-init039,output_only,26,True,,False,False,0.0050057918074933655,0.0050057918074933655,0.1425
plus-task03-init039,output_only,27,True,,False,False,0.00511080326527039,0.0051108032652703896,0.1675
plus-task03-init039,output_only,28,True,,False,False,0.004034583361068519,0.004034583361068519,0.145
plus-task03-init039,output_only,29,True,,False,False,0.003860189722610008,0.003860189722610008,0.15
plus-task03-init039,output_only,30,True,,False,False,0.004158784534533766,0.004158784534533766,0.13
plus-task03-init039,output_only,31,True,,False,False,0.0029946094786355323,0.0029946094786355323,0.1425
plus-task03-init039,output_only,32,True,,False,False,0.004111576062464086,0.004111576062464086,0.15
