corpus,suite,task,scene,K,n_fail,n_loop,n_static,n_anyloop,loop_valid,med_nq
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,25,8,1,1,0,1,1,15.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,26,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,27,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,28,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,29,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,30,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,31,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,32,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,33,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,34,8,1,1,0,1,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,35,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,36,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,37,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,38,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,39,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,40,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,41,8,1,1,0,3,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,42,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,43,8,0,0,0,0,1,13.5
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,44,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,45,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,46,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,47,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,48,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket,49,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,0,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,1,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,2,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,3,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,4,8,0,0,0,8,1,17.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,5,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,6,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,7,8,0,0,0,0,1,12.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,8,8,1,1,1,3,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,10,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,11,8,0,0,0,8,1,17.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,12,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,13,8,1,1,0,4,1,14.5
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,14,8,2,2,1,3,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,15,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,16,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,17,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,18,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,19,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,20,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,21,8,1,1,0,3,1,15.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,22,8,0,0,0,4,1,15.5
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,23,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,24,8,0,0,0,8,1,17.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,25,8,0,0,0,0,1,12.5
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,26,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,27,8,1,1,0,1,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,28,8,1,1,0,7,1,17.5
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,29,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,30,8,1,1,0,4,1,17.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,31,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,32,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,33,8,1,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,34,8,0,0,0,1,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,35,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,36,8,1,1,0,3,1,13.5
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,37,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,38,8,1,1,0,3,1,14.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,39,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,40,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,41,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,42,8,0,0,0,1,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,43,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,44,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,45,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,46,8,0,0,0,2,1,13.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,47,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,48,8,0,0,0,3,1,16.0
grid50x8,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket,49,8,0,0,0,1,1,13.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,0,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,1,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,2,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,3,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,4,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,5,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,6,8,0,0,0,0,1,14.5
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,7,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,8,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,9,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,10,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,11,8,2,2,0,2,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,12,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,13,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,14,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,15,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,16,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,17,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,18,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,19,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,20,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,21,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,22,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,23,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,24,8,0,0,0,0,1,15.5
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,25,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,26,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,27,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,28,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,29,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,30,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,31,8,0,0,0,0,1,15.5
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,32,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,33,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,34,8,0,0,0,0,1,15.5
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,35,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,36,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,37,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,38,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,39,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,40,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,41,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,42,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,43,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,44,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,45,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,46,8,0,0,0,0,1,15.5
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,47,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,48,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,49,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,1,8,0,0,0,0,1,15.5
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,2,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,3,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,4,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,5,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,6,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,7,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,8,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,9,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,10,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,11,8,0,0,0,0,1,14.5
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,12,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,13,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,14,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,15,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,16,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,17,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,18,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,19,8,0,0,0,0,1,15.5
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,20,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,21,8,0,0,0,0,1,15.5
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,22,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,23,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,24,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,25,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,26,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,27,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,28,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,29,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,30,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,31,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,32,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,33,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,34,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,35,8,0,0,0,0,1,14.5
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,36,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,37,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,38,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,39,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,40,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,41,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,42,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,43,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,44,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,45,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,46,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,47,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,48,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,49,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,1,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,2,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,3,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,4,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,5,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,6,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,7,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,8,8,1,1,0,1,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,9,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,10,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,11,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,12,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,13,8,0,0,0,0,1,12.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,14,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,15,8,0,0,0,0,1,12.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,16,8,0,0,0,0,1,16.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,17,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,18,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,19,8,0,0,0,3,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,20,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,21,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,22,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,23,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,24,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,25,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,26,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,27,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,28,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,29,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,30,8,1,1,0,1,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,31,8,0,0,0,0,1,13.5
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,32,8,0,0,0,0,1,12.5
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,33,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,34,8,1,1,0,3,1,14.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,35,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,36,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,37,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,38,8,0,0,0,0,1,12.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,39,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,40,8,0,0,0,0,1,12.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,41,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,42,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,43,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,44,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,45,8,0,0,0,0,1,12.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,46,8,0,0,0,1,1,13.5
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,47,8,2,2,0,2,1,14.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,48,8,0,0,0,0,1,13.0
grid50x8,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket,49,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,0,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,1,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,2,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,3,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,4,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,5,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,6,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,7,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,8,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,9,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,10,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,11,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,12,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,13,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,14,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,15,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,16,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,17,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,18,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,19,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,20,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,21,8,0,0,0,0,1,15.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,22,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,23,8,0,0,0,0,1,14.0
grid50x8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,24,8,0,0,0,0,1,15.0
