representation,family,direction,width,confirmations,quantile,risk_n,timely_n,tp,fp,recall,timely_fpr,precision,late_recall,persistent_recall,risk_task_macro_recall,risk_tasks_detected,risk_tasks,detected_risk_lead_median,early4_recall,pareto
delta_L15,derivative,high,4,8,0.975,487,14313,4,0,0.008213552361396304,0.0,1.0,0.0,0.0087527352297593,0.013778409090909091,4,32,6.0,0.006160164271047228,False
delta_L15,derivative,high,4,8,0.98,487,14313,3,0,0.006160164271047228,0.0,1.0,0.0,0.006564551422319475,0.008570075757575759,3,32,4.0,0.004106776180698152,False
delta_L15,derivative,high,4,8,0.99,487,14313,2,0,0.004106776180698152,0.0,1.0,0.0,0.00437636761487965,0.005445075757575758,2,32,1.5,0.0,False
delta_L15,derivative,high,4,8,0.995,487,14313,2,0,0.004106776180698152,0.0,1.0,0.0,0.00437636761487965,0.005445075757575758,2,32,1.5,0.0,False
delta_front_mean,derivative,high,1,1,0.5,487,14313,318,7057,0.6529774127310062,0.49304827778942223,0.04311864406779661,0.5333333333333333,0.6608315098468271,0.6239108830687426,27,32,16.0,0.6283367556468172,False
delta_front_mean,derivative,high,1,1,0.6,487,14313,288,5645,0.5913757700205339,0.3943967022986097,0.048542052924321594,0.5,0.5973741794310722,0.5886152677538993,26,32,14.0,0.5708418891170431,False
delta_front_mean,derivative,high,1,1,0.7,487,14313,247,4220,0.5071868583162218,0.2948368615943548,0.05529438101634206,0.36666666666666664,0.5164113785557987,0.5160451726339823,24,32,12.0,0.486652977412731,False
delta_front_mean,derivative,high,1,1,0.75,487,14313,225,3487,0.4620123203285421,0.24362467686718367,0.060614224137931036,0.3333333333333333,0.47045951859956237,0.43490685715378846,23,32,12.0,0.4455852156057495,False
delta_front_mean,derivative,high,1,1,0.8,487,14313,202,2802,0.41478439425051333,0.19576608677426116,0.06724367509986684,0.26666666666666666,0.424507658643326,0.3963756082845943,22,32,12.0,0.39835728952772076,False
delta_front_mean,derivative,high,1,1,0.85,487,14313,167,2083,0.34291581108829566,0.14553203381541258,0.07422222222222222,0.2,0.3522975929978118,0.33773913653981347,22,32,11.0,0.324435318275154,False
delta_front_mean,derivative,high,1,1,0.9,487,14313,141,1393,0.28952772073921973,0.09732411094808915,0.09191655801825294,0.16666666666666666,0.2975929978118162,0.30058699305103687,22,32,11.0,0.2751540041067762,False
delta_front_mean,derivative,high,1,1,0.925,487,14313,122,1043,0.25051334702258726,0.07287081674002654,0.10472103004291845,0.13333333333333333,0.25820568927789933,0.2727258318690172,21,32,10.0,0.24229979466119098,False
delta_front_mean,derivative,high,1,1,0.95,487,14313,93,682,0.19096509240246407,0.04764899042828198,0.12,0.06666666666666667,0.19912472647702406,0.19593235708556628,18,32,9.0,0.18275154004106775,False
delta_front_mean,derivative,high,1,1,0.96,487,14313,82,545,0.16837782340862423,0.03807727240969748,0.13078149920255183,0.03333333333333333,0.1772428884026258,0.16501889554710475,16,32,9.0,0.162217659137577,False
delta_front_mean,derivative,high,1,1,0.975,487,14313,64,333,0.13141683778234087,0.02326556277509956,0.16120906801007556,0.03333333333333333,0.13785557986870897,0.13006669197113346,15,32,9.0,0.12525667351129363,False
delta_front_mean,derivative,high,1,1,0.98,487,14313,51,266,0.10472279260780287,0.018584503598127577,0.1608832807570978,0.03333333333333333,0.10940919037199125,0.11480349886884265,14,32,9.0,0.09856262833675565,False
delta_front_mean,derivative,high,1,1,0.99,487,14313,34,138,0.06981519507186858,0.009641584573464682,0.19767441860465115,0.03333333333333333,0.07221006564551423,0.07359932110216488,13,32,10.0,0.06570841889117043,False
delta_front_mean,derivative,high,1,1,0.995,487,14313,22,79,0.045174537987679675,0.00551945783553413,0.21782178217821782,0.03333333333333333,0.045951859956236324,0.04707196786964861,13,32,11.0,0.045174537987679675,False
delta_front_mean,derivative,high,1,2,0.5,487,14313,41,69,0.08418891170431211,0.004820792286732341,0.37272727272727274,0.03333333333333333,0.087527352297593,0.08328331350497048,11,32,9.0,0.07186858316221766,False
delta_front_mean,derivative,high,1,2,0.6,487,14313,24,42,0.049281314168377825,0.002934395304967512,0.36363636363636365,0.03333333333333333,0.05032822757111598,0.046950647463002114,8,32,8.5,0.045174537987679675,False
delta_front_mean,derivative,high,1,2,0.7,487,14313,16,31,0.03285420944558522,0.0021658632012855447,0.3404255319148936,0.03333333333333333,0.03282275711159737,0.036055194805194805,6,32,8.0,0.030800821355236138,False
delta_front_mean,derivative,high,1,2,0.75,487,14313,13,25,0.026694045174537988,0.0017466638720044715,0.34210526315789475,0.03333333333333333,0.0262582056892779,0.03032602813852814,6,32,8.0,0.024640657084188913,False
delta_front_mean,derivative,high,1,2,0.8,487,14313,8,15,0.01642710472279261,0.0010479983232026828,0.34782608695652173,0.0,0.0175054704595186,0.016919642857142855,5,32,8.0,0.014373716632443531,False
delta_front_mean,derivative,high,1,2,0.85,487,14313,4,10,0.008213552361396304,0.0006986655488017886,0.2857142857142857,0.0,0.0087527352297593,0.011294642857142856,4,32,6.0,0.006160164271047228,False
delta_front_mean,derivative,high,1,2,0.9,487,14313,2,6,0.004106776180698152,0.00041919932928107315,0.25,0.0,0.00437636761487965,0.0078125,2,32,12.0,0.004106776180698152,False
delta_front_mean,derivative,high,1,2,0.925,487,14313,1,3,0.002053388090349076,0.00020959966464053657,0.25,0.0,0.002188183807439825,0.005208333333333333,1,32,4.0,0.002053388090349076,False
delta_front_mean,derivative,high,1,2,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,2,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,2,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,2,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,2,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,2,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.5,487,14313,0,3,0.0,0.00020959966464053657,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.6,487,14313,0,2,0.0,0.00013973310976035772,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.7,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.75,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.8,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.85,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,4,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.5,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.6,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.7,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.75,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.8,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.85,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,6,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.5,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.6,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.7,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.75,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.8,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.85,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,1,8,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,1,0.5,487,14313,352,7022,0.7227926078028748,0.49060294836861595,0.047735286140493625,0.5666666666666667,0.7330415754923414,0.733963183385366,29,32,17.5,0.7104722792607803,False
delta_front_mean,derivative,high,2,1,0.6,487,14313,330,5587,0.6776180698151951,0.3903444421155593,0.05577150583065743,0.5,0.6892778993435449,0.7028327412214694,29,32,16.0,0.6632443531827515,False
delta_front_mean,derivative,high,2,1,0.7,487,14313,289,4190,0.5934291581108829,0.29274086494794943,0.06452333110069212,0.5,0.5995623632385121,0.6206247653954506,28,32,14.0,0.5811088295687885,False
delta_front_mean,derivative,high,2,1,0.75,487,14313,270,3442,0.5544147843942505,0.24048068189757563,0.07273706896551724,0.4,0.5645514223194749,0.563444778085588,27,32,14.0,0.5420944558521561,False
delta_front_mean,derivative,high,2,1,0.8,487,14313,246,2760,0.5051334702258727,0.19283169146929366,0.08183632734530938,0.36666666666666664,0.5142231947483589,0.5286359335660192,25,32,12.0,0.486652977412731,False
delta_front_mean,derivative,high,2,1,0.85,487,14313,222,2038,0.45585215605749485,0.1423880388458045,0.09823008849557523,0.3,0.4660831509846827,0.49057336403126306,24,32,11.0,0.4394250513347023,False
delta_front_mean,derivative,high,2,1,0.9,487,14313,184,1349,0.37782340862423,0.09424998253336128,0.12002609262883235,0.2,0.38949671772428884,0.4156209395860819,23,32,11.0,0.36344969199178645,False
delta_front_mean,derivative,high,2,1,0.925,487,14313,164,1002,0.33675564681724846,0.07000628798993921,0.14065180102915953,0.16666666666666666,0.3479212253829322,0.36003586615369537,22,32,11.0,0.32238193018480493,False
delta_front_mean,derivative,high,2,1,0.95,487,14313,128,635,0.26283367556468173,0.044365262348913574,0.16775884665792923,0.13333333333333333,0.2713347921225383,0.2764118939690949,21,32,11.0,0.25051334702258726,False
delta_front_mean,derivative,high,2,1,0.96,487,14313,113,513,0.23203285420944558,0.035841542653531754,0.1805111821086262,0.13333333333333333,0.23851203501094093,0.22808046845016933,19,32,11.0,0.22176591375770022,False
delta_front_mean,derivative,high,2,1,0.975,487,14313,82,311,0.16837782340862423,0.021728498567735625,0.20865139949109415,0.1,0.17286652078774617,0.17813248294484912,18,32,11.0,0.1601642710472279,False
delta_front_mean,derivative,high,2,1,0.98,487,14313,73,252,0.14989733059548255,0.01760637182980507,0.2246153846153846,0.1,0.15317286652078774,0.16695206878746957,18,32,11.0,0.14168377823408623,False
delta_front_mean,derivative,high,2,1,0.99,487,14313,45,128,0.09240246406570841,0.008942919024662894,0.26011560693641617,0.1,0.09190371991247265,0.12216861631490564,17,32,10.0,0.08418891170431211,False
delta_front_mean,derivative,high,2,1,0.995,487,14313,25,67,0.0513347022587269,0.0046810591769719835,0.2717391304347826,0.06666666666666667,0.05032822757111598,0.07910037117180585,17,32,9.0,0.045174537987679675,False
delta_front_mean,derivative,high,2,2,0.5,487,14313,215,1202,0.4414784394250513,0.08397959896597498,0.15172900494001412,0.3,0.45076586433260396,0.4616079848164303,23,32,11.0,0.42915811088295686,False
delta_front_mean,derivative,high,2,2,0.6,487,14313,185,790,0.3798767967145791,0.0551945783553413,0.18974358974358974,0.2,0.3916849015317287,0.42187761575639443,22,32,10.0,0.3655030800821355,False
delta_front_mean,derivative,high,2,2,0.7,487,14313,157,509,0.32238193018480493,0.03556207643401104,0.23573573573573572,0.13333333333333333,0.3347921225382932,0.36391365846867174,20,32,9.0,0.3080082135523614,False
delta_front_mean,derivative,high,2,2,0.75,487,14313,144,385,0.29568788501026694,0.02689862362886886,0.2722117202268431,0.1,0.3085339168490153,0.34044291468063254,20,32,9.0,0.2751540041067762,False
delta_front_mean,derivative,high,2,2,0.8,487,14313,119,292,0.24435318275154005,0.020401034025012227,0.2895377128953771,0.06666666666666667,0.25601750547045954,0.2795416070421925,20,32,9.0,0.22587268993839835,False
delta_front_mean,derivative,high,2,2,0.85,487,14313,103,199,0.21149897330595482,0.013903444421155592,0.34105960264900664,0.06666666666666667,0.2210065645514223,0.24876112281599294,20,32,9.0,0.20123203285420946,False
delta_front_mean,derivative,high,2,2,0.9,487,14313,82,121,0.16837782340862423,0.008453853140501642,0.4039408866995074,0.06666666666666667,0.175054704595186,0.19820284850292322,18,32,9.0,0.162217659137577,False
delta_front_mean,derivative,high,2,2,0.925,487,14313,63,85,0.1293634496919918,0.005938657164815203,0.42567567567567566,0.06666666666666667,0.13347921225382933,0.16898842879795117,17,32,9.0,0.12320328542094455,False
delta_front_mean,derivative,high,2,2,0.95,487,14313,37,56,0.07597535934291581,0.003912527073290016,0.3978494623655914,0.03333333333333333,0.0787746170678337,0.07949587539093242,15,32,9.0,0.06981519507186858,False
delta_front_mean,derivative,high,2,2,0.96,487,14313,30,45,0.061601642710472276,0.0031439949696080486,0.4,0.03333333333333333,0.06345733041575492,0.06662616659731058,13,32,9.0,0.057494866529774126,False
delta_front_mean,derivative,high,2,2,0.975,487,14313,20,28,0.04106776180698152,0.001956263536645008,0.4166666666666667,0.03333333333333333,0.04157549234135667,0.054861016776201456,13,32,8.0,0.03696098562628337,False
delta_front_mean,derivative,high,2,2,0.98,487,14313,17,21,0.03490759753593429,0.001467197652483756,0.4473684210526316,0.03333333333333333,0.0350109409190372,0.04965268344286812,11,32,8.0,0.03285420944558522,False
delta_front_mean,derivative,high,2,2,0.99,487,14313,12,12,0.024640657084188913,0.0008383986585621463,0.5,0.03333333333333333,0.024070021881838075,0.038214133701266056,10,32,8.0,0.022587268993839837,False
delta_front_mean,derivative,high,2,2,0.995,487,14313,8,5,0.01642710472279261,0.0003493327744008943,0.6153846153846154,0.03333333333333333,0.015317286652078774,0.029765949940582296,7,32,7.5,0.014373716632443531,False
delta_front_mean,derivative,high,2,4,0.5,487,14313,47,61,0.09650924024640657,0.00426185984769091,0.4351851851851852,0.03333333333333333,0.10065645514223195,0.1196614767329114,15,32,8.0,0.08213552361396304,False
delta_front_mean,derivative,high,2,4,0.6,487,14313,39,34,0.08008213552361396,0.0023754628659260813,0.5342465753424658,0.03333333333333333,0.08315098468271334,0.10061385768529235,14,32,8.0,0.06570841889117043,False
delta_front_mean,derivative,high,2,4,0.7,487,14313,26,15,0.053388090349075976,0.0010479983232026828,0.6341463414634146,0.03333333333333333,0.05470459518599562,0.07420965016895249,11,32,6.5,0.04106776180698152,False
delta_front_mean,derivative,high,2,4,0.75,487,14313,21,6,0.043121149897330596,0.00041919932928107315,0.7777777777777778,0.03333333333333333,0.0437636761487965,0.06540432355112588,8,32,5.0,0.03285420944558522,False
delta_front_mean,derivative,high,2,4,0.8,487,14313,16,4,0.03285420944558522,0.00027946621952071543,0.8,0.03333333333333333,0.03282275711159737,0.05471979974160206,6,32,5.0,0.022587268993839837,False
delta_front_mean,derivative,high,2,4,0.85,487,14313,9,1,0.018480492813141684,6.986655488017886e-05,0.9,0.0,0.019693654266958426,0.031158291805094128,4,32,5.0,0.014373716632443531,False
delta_front_mean,derivative,high,2,4,0.9,487,14313,4,0,0.008213552361396304,0.0,1.0,0.0,0.0087527352297593,0.013913690476190475,3,32,4.5,0.006160164271047228,False
delta_front_mean,derivative,high,2,4,0.925,487,14313,3,0,0.006160164271047228,0.0,1.0,0.0,0.006564551422319475,0.010007440476190475,3,32,4.0,0.004106776180698152,False
delta_front_mean,derivative,high,2,4,0.95,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.00390625,1,32,4.0,0.002053388090349076,False
delta_front_mean,derivative,high,2,4,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,4,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,4,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,4,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,4,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,6,0.5,487,14313,4,0,0.008213552361396304,0.0,1.0,0.0,0.0087527352297593,0.019107142857142857,4,32,4.0,0.004106776180698152,False
delta_front_mean,derivative,high,2,6,0.6,487,14313,3,0,0.006160164271047228,0.0,1.0,0.0,0.006564551422319475,0.00869047619047619,3,32,0.0,0.002053388090349076,False
delta_front_mean,derivative,high,2,6,0.7,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.005208333333333333,1,32,0.0,0.0,False
delta_front_mean,derivative,high,2,6,0.75,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.005208333333333333,1,32,0.0,0.0,False
delta_front_mean,derivative,high,2,6,0.8,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.005208333333333333,1,32,0.0,0.0,False
delta_front_mean,derivative,high,2,6,0.85,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.005208333333333333,1,32,0.0,0.0,False
delta_front_mean,derivative,high,2,6,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,6,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,6,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,6,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,6,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,6,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,6,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,6,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.5,487,14313,1,0,0.002053388090349076,0.0,1.0,0.0,0.002188183807439825,0.005208333333333333,1,32,0.0,0.0,False
delta_front_mean,derivative,high,2,8,0.6,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.7,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.75,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.8,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.85,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,2,8,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
delta_front_mean,derivative,high,4,1,0.5,487,14313,346,7040,0.7104722792607803,0.49186054635645915,0.04684538315732467,0.6,0.7177242888402626,0.7038246871353135,29,32,16.0,0.6940451745379876,False
delta_front_mean,derivative,high,4,1,0.6,487,14313,321,5607,0.6591375770020534,0.39174177321316284,0.0541497975708502,0.5,0.6695842450765864,0.6815690017990692,29,32,15.0,0.6406570841889117,False
delta_front_mean,derivative,high,4,1,0.7,487,14313,298,4155,0.6119096509240246,0.29029553552714316,0.06692117673478554,0.5,0.6192560175054704,0.6356649686339602,28,32,12.0,0.5954825462012321,False
delta_front_mean,derivative,high,4,1,0.75,487,14313,279,3433,0.5728952772073922,0.23985188290365403,0.07516163793103449,0.4666666666666667,0.5798687089715536,0.6051257250334322,27,32,11.0,0.5564681724845996,False
delta_front_mean,derivative,high,4,1,0.8,487,14313,272,2720,0.5585215605749486,0.1900370292740865,0.09090909090909091,0.43333333333333335,0.5667396061269147,0.5946339437255879,27,32,11.0,0.5379876796714579,False
delta_front_mean,derivative,high,4,1,0.85,487,14313,251,2005,0.5154004106776181,0.1400824425347586,0.11125886524822695,0.36666666666666664,0.5251641137855579,0.5526291988477778,26,32,10.0,0.49691991786447637,False
delta_front_mean,derivative,high,4,1,0.9,487,14313,228,1314,0.4681724845995893,0.09180465311255502,0.14785992217898833,0.36666666666666664,0.474835886214442,0.5033180930690112,24,32,10.0,0.44969199178644764,False
delta_front_mean,derivative,high,4,1,0.925,487,14313,191,972,0.3921971252566735,0.06791029134353385,0.1642304385210662,0.3333333333333333,0.39606126914660833,0.44959652493283464,24,32,10.0,0.37782340862423,False
delta_front_mean,derivative,high,4,1,0.95,487,14313,153,636,0.3141683778234086,0.04443512890379375,0.19391634980988592,0.23333333333333334,0.31947483588621445,0.36362654384452064,23,32,10.0,0.3059548254620123,False
delta_front_mean,derivative,high,4,1,0.96,487,14313,134,502,0.2751540041067762,0.035073010549849785,0.21069182389937108,0.23333333333333334,0.2778993435448578,0.31656663553998393,22,32,9.5,0.2648870636550308,False
delta_front_mean,derivative,high,4,1,0.975,487,14313,101,303,0.20739219712525667,0.021169566128694195,0.25,0.16666666666666666,0.2100656455142232,0.2683335801165847,21,32,10.0,0.1971252566735113,False
delta_front_mean,derivative,high,4,1,0.98,487,14313,90,237,0.18480492813141683,0.01655837350660239,0.27522935779816515,0.13333333333333333,0.18818380743982493,0.2503991643750406,21,32,9.0,0.17659137577002054,False
delta_front_mean,derivative,high,4,1,0.99,487,14313,54,110,0.11088295687885011,0.007685321036819674,0.32926829268292684,0.1,0.11159737417943107,0.1438379934442412,19,32,10.0,0.1026694045174538,False
delta_front_mean,derivative,high,4,1,0.995,487,14313,30,56,0.061601642710472276,0.003912527073290016,0.3488372093023256,0.1,0.05908096280087528,0.08828069711106647,15,32,9.0,0.0513347022587269,False
delta_front_mean,derivative,high,4,2,0.5,487,14313,268,2265,0.5503080082135524,0.15824774680360512,0.10580339518357679,0.43333333333333335,0.5579868708971554,0.6034909049030284,26,32,11.0,0.5297741273100616,False
delta_front_mean,derivative,high,4,2,0.6,487,14313,244,1573,0.5010266940451745,0.10990009082652134,0.13428728673637866,0.36666666666666664,0.5098468271334792,0.5644929758416904,26,32,10.0,0.4804928131416838,False
delta_front_mean,derivative,high,4,2,0.7,487,14313,227,1031,0.46611909650924027,0.0720324180814644,0.18044515103338632,0.3333333333333333,0.474835886214442,0.5374314018391797,25,32,9.0,0.44353182751540043,False
delta_front_mean,derivative,high,4,2,0.75,487,14313,216,793,0.44353182751540043,0.055404178019981834,0.21407333994053518,0.26666666666666666,0.4551422319474836,0.5170979706931054,25,32,9.0,0.42299794661190965,False
delta_front_mean,derivative,high,4,2,0.8,487,14313,205,568,0.4209445585215606,0.039684203171941594,0.2652005174644243,0.23333333333333334,0.43326039387308535,0.48423710497613504,25,32,9.0,0.4004106776180698,False
delta_front_mean,derivative,high,4,2,0.85,487,14313,188,397,0.3860369609856263,0.027737022287431006,0.3213675213675214,0.2,0.3982494529540481,0.45866210419168885,25,32,9.0,0.3613963039014374,False
