representation,family,direction,width,confirmations,quantile,risk_n,timely_n,tp,fp,recall,timely_fpr,precision,late_recall,persistent_recall,risk_task_macro_recall,risk_tasks_detected,risk_tasks,detected_risk_lead_median,early4_recall,pareto
L2,mobility,low,1,1,0.5,487,14313,366,7019,0.7515400410677618,0.4903933487039754,0.049559918754231554,0.6666666666666666,0.7571115973741794,0.7931727639987245,30,32,16.0,0.7063655030800822,False
L2,mobility,low,1,1,0.6,487,14313,351,5571,0.7207392197125256,0.38922657723747645,0.05927051671732523,0.5666666666666667,0.7308533916849015,0.7783315829610922,30,32,15.0,0.6714579055441479,False
L2,mobility,low,1,1,0.7,487,14313,323,4131,0.6632443531827515,0.2886187382100189,0.07251908396946564,0.5,0.6739606126914661,0.7290238437496139,28,32,13.0,0.6078028747433265,False
L2,mobility,low,1,1,0.75,487,14313,314,3392,0.6447638603696099,0.2369873541535667,0.08472746896923908,0.5,0.6542669584245077,0.7229910027982948,28,32,13.0,0.5831622176591376,False
L2,mobility,low,1,1,0.8,487,14313,298,2689,0.6119096509240246,0.18787116607280094,0.09976565115500502,0.43333333333333335,0.6236323851203501,0.6821200693172438,28,32,11.0,0.5503080082135524,False
L2,mobility,low,1,1,0.85,487,14313,271,1964,0.5564681724845996,0.13721791378467127,0.12125279642058165,0.36666666666666664,0.5689277899343544,0.6531071522596867,28,32,10.0,0.5010266940451745,False
L2,mobility,low,1,1,0.9,487,14313,239,1282,0.49075975359342916,0.0895689233563893,0.1571334648257725,0.3333333333333333,0.5010940919037199,0.5824423547495909,27,32,8.0,0.433264887063655,False
L2,mobility,low,1,1,0.925,487,14313,214,927,0.4394250513347023,0.06476629637392581,0.18755477651183172,0.3333333333333333,0.44638949671772427,0.5285284694636833,26,32,8.0,0.38193018480492813,False
L2,mobility,low,1,1,0.95,487,14313,184,582,0.37782340862423,0.0406623349402641,0.2402088772845953,0.3,0.38293216630196936,0.4886938447909869,25,32,8.0,0.3141683778234086,False
L2,mobility,low,1,1,0.96,487,14313,167,451,0.34291581108829566,0.031509816250960665,0.2702265372168285,0.26666666666666666,0.3479212253829322,0.43752527010112285,24,32,7.0,0.2813141683778234,False
L2,mobility,low,1,1,0.975,487,14313,129,256,0.2648870636550308,0.017885838049325788,0.33506493506493507,0.23333333333333334,0.26695842450765866,0.36813574757869166,24,32,7.0,0.19917864476386038,False
L2,mobility,low,1,1,0.98,487,14313,108,205,0.22176591375770022,0.014322643750436665,0.3450479233226837,0.16666666666666666,0.22538293216630198,0.32145644900259074,23,32,7.0,0.1704312114989733,False
L2,mobility,low,1,1,0.99,487,14313,73,91,0.14989733059548255,0.006357856494096276,0.4451219512195122,0.16666666666666666,0.1487964989059081,0.23716625899539606,21,32,7.0,0.1026694045174538,False
L2,mobility,low,1,1,0.995,487,14313,39,45,0.08008213552361396,0.0031439949696080486,0.4642857142857143,0.06666666666666667,0.08096280087527352,0.14735155272603973,17,32,7.0,0.055441478439425054,False
L2,mobility,low,1,2,0.5,487,14313,264,889,0.5420944558521561,0.062111367288479005,0.22896790980052037,0.36666666666666664,0.5536105032822757,0.6199976292835055,28,32,8.0,0.4414784394250513,False
L2,mobility,low,1,2,0.6,487,14313,236,541,0.48459958932238195,0.03779780619017676,0.30373230373230375,0.3333333333333333,0.49452954048140046,0.5522342366788908,26,32,7.0,0.38809034907597534,False
L2,mobility,low,1,2,0.7,487,14313,216,276,0.44353182751540043,0.019283169146929364,0.43902439024390244,0.3333333333333333,0.45076586433260396,0.5055274884235361,25,32,7.0,0.35523613963039014,False
L2,mobility,low,1,2,0.75,487,14313,203,188,0.41683778234086244,0.013134912317473626,0.5191815856777494,0.3333333333333333,0.4223194748358862,0.4721367574844051,24,32,7.0,0.32238193018480493,False
L2,mobility,low,1,2,0.8,487,14313,186,126,0.38193018480492813,0.008803185914902536,0.5961538461538461,0.3,0.387308533916849,0.443157093286504,24,32,7.0,0.29774127310061604,False
L2,mobility,low,1,2,0.85,487,14313,170,58,0.3490759753593429,0.004052260183050374,0.7456140350877193,0.26666666666666666,0.3544857768052516,0.42023951133869797,24,32,7.0,0.27104722792607805,False
L2,mobility,low,1,2,0.9,487,14313,135,33,0.27720739219712526,0.002305596311045902,0.8035714285714286,0.23333333333333334,0.2800875273522976,0.3478955636055146,24,32,6.0,0.2135523613963039,False
L2,mobility,low,1,2,0.925,487,14313,118,21,0.24229979466119098,0.001467197652483756,0.8489208633093526,0.23333333333333334,0.24288840262582057,0.3060670261253794,22,32,7.0,0.188911704312115,False
L2,mobility,low,1,2,0.95,487,14313,88,9,0.1806981519507187,0.0006287989939216097,0.9072164948453608,0.2,0.17943107221006566,0.2574682355425772,20,32,7.0,0.13963039014373715,False
L2,mobility,low,1,2,0.96,487,14313,70,5,0.1437371663244353,0.0003493327744008943,0.9333333333333333,0.16666666666666666,0.1422319474835886,0.2142042889755783,19,32,7.0,0.11498973305954825,False
L2,mobility,low,1,2,0.975,487,14313,39,2,0.08008213552361396,0.00013973310976035772,0.9512195121951219,0.16666666666666666,0.07439824945295405,0.1425504816565863,16,32,6.0,0.059548254620123205,False
L2,mobility,low,1,2,0.98,487,14313,28,2,0.057494866529774126,0.00013973310976035772,0.9333333333333333,0.16666666666666666,0.05032822757111598,0.11403846153846153,13,32,6.0,0.045174537987679675,False
L2,mobility,low,1,2,0.99,487,14313,22,1,0.045174537987679675,6.986655488017886e-05,0.9565217391304348,0.13333333333333333,0.03938730853391685,0.10174603174603174,11,32,4.0,0.028747433264887063,False
L2,mobility,low,1,2,0.995,487,14313,10,1,0.02053388090349076,6.986655488017886e-05,0.9090909090909091,0.0,0.02188183807439825,0.06484375,6,32,4.0,0.014373716632443531,False
L2,mobility,low,1,4,0.5,487,14313,141,9,0.28952772073921973,0.0006287989939216097,0.94,0.26666666666666666,0.2910284463894967,0.3282226659094819,21,32,5.0,0.1806981519507187,False
L2,mobility,low,1,4,0.6,487,14313,124,7,0.2546201232032854,0.000489065884161252,0.9465648854961832,0.2,0.25820568927789933,0.29217546760125424,21,32,5.0,0.15811088295687886,False
L2,mobility,low,1,4,0.7,487,14313,109,5,0.22381930184804927,0.0003493327744008943,0.956140350877193,0.2,0.22538293216630198,0.26579014588163014,21,32,5.0,0.1437371663244353,False
L2,mobility,low,1,4,0.75,487,14313,93,5,0.19096509240246407,0.0003493327744008943,0.9489795918367347,0.2,0.19037199124726478,0.22904472510598536,19,32,5.0,0.11909650924024641,False
L2,mobility,low,1,4,0.8,487,14313,84,4,0.17248459958932238,0.00027946621952071543,0.9545454545454546,0.16666666666666666,0.17286652078774617,0.2075951850626953,17,32,6.0,0.11088295687885011,False
L2,mobility,low,1,4,0.85,487,14313,71,4,0.1457905544147844,0.00027946621952071543,0.9466666666666667,0.13333333333333333,0.14660831509846828,0.18116638292168388,15,32,5.0,0.0944558521560575,False
L2,mobility,low,1,4,0.9,487,14313,62,2,0.1273100616016427,0.00013973310976035772,0.96875,0.13333333333333333,0.12691466083150985,0.1637572126346066,15,32,5.0,0.07802874743326489,False
L2,mobility,low,1,4,0.925,487,14313,48,1,0.09856262833675565,6.986655488017886e-05,0.9795918367346939,0.13333333333333333,0.0962800875273523,0.1415414947284817,13,32,5.0,0.06776180698151951,False
L2,mobility,low,1,4,0.95,487,14313,34,1,0.06981519507186858,6.986655488017886e-05,0.9714285714285714,0.13333333333333333,0.06564551422319474,0.11882732259570494,11,32,5.5,0.04722792607802875,False
L2,mobility,low,1,4,0.96,487,14313,25,1,0.0513347022587269,6.986655488017886e-05,0.9615384615384616,0.13333333333333333,0.045951859956236324,0.08959325396825397,9,32,5.0,0.03696098562628337,False
L2,mobility,low,1,4,0.975,487,14313,14,1,0.028747433264887063,6.986655488017886e-05,0.9333333333333333,0.13333333333333333,0.02188183807439825,0.057673611111111106,6,32,4.0,0.018480492813141684,False
L2,mobility,low,1,4,0.98,487,14313,13,1,0.026694045174537988,6.986655488017886e-05,0.9285714285714286,0.13333333333333333,0.019693654266958426,0.05506944444444445,6,32,4.0,0.01642710472279261,False
L2,mobility,low,1,4,0.99,487,14313,6,1,0.012320328542094456,6.986655488017886e-05,0.8571428571428571,0.0,0.01312910284463895,0.03255208333333333,4,32,3.0,0.004106776180698152,False
L2,mobility,low,1,4,0.995,487,14313,2,1,0.004106776180698152,6.986655488017886e-05,0.6666666666666666,0.0,0.00437636761487965,0.014322916666666666,2,32,1.5,0.0,False
L2,mobility,low,1,6,0.5,487,14313,94,6,0.19301848049281314,0.00041919932928107315,0.94,0.16666666666666666,0.19474835886214442,0.2135160891889688,17,32,4.0,0.10472279260780287,False
L2,mobility,low,1,6,0.6,487,14313,87,4,0.17864476386036962,0.00027946621952071543,0.9560439560439561,0.16666666666666666,0.17943107221006566,0.19814881349081076,16,32,4.0,0.09650924024640657,False
L2,mobility,low,1,6,0.7,487,14313,76,3,0.15605749486652978,0.00020959966464053657,0.9620253164556962,0.16666666666666666,0.15536105032822758,0.17327448078217572,15,32,4.0,0.09034907597535935,False
L2,mobility,low,1,6,0.75,487,14313,64,2,0.13141683778234087,0.00013973310976035772,0.9696969696969697,0.16666666666666666,0.12910284463894967,0.15948077121426985,14,32,4.0,0.07392197125256673,False
L2,mobility,low,1,6,0.8,487,14313,55,1,0.11293634496919917,6.986655488017886e-05,0.9821428571428571,0.16666666666666666,0.10940919037199125,0.13840884728966124,11,32,4.0,0.06365503080082136,False
L2,mobility,low,1,6,0.85,487,14313,50,1,0.1026694045174538,6.986655488017886e-05,0.9803921568627451,0.13333333333333333,0.10065645514223195,0.13302106404577335,10,32,3.0,0.049281314168377825,False
L2,mobility,low,1,6,0.9,487,14313,39,1,0.08008213552361396,6.986655488017886e-05,0.975,0.13333333333333333,0.07658643326039387,0.11146825396825397,9,32,3.0,0.026694045174537988,False
L2,mobility,low,1,6,0.925,487,14313,34,1,0.06981519507186858,6.986655488017886e-05,0.9714285714285714,0.13333333333333333,0.06564551422319474,0.1016765873015873,9,32,3.0,0.026694045174537988,False
L2,mobility,low,1,6,0.95,487,14313,22,1,0.045174537987679675,6.986655488017886e-05,0.9565217391304348,0.13333333333333333,0.03938730853391685,0.08146825396825397,8,32,3.5,0.022587268993839837,False
L2,mobility,low,1,6,0.96,487,14313,16,1,0.03285420944558522,6.986655488017886e-05,0.9411764705882353,0.13333333333333333,0.0262582056892779,0.06215277777777778,6,32,4.0,0.018480492813141684,False
L2,mobility,low,1,6,0.975,487,14313,9,1,0.018480492813141684,6.986655488017886e-05,0.9,0.13333333333333333,0.010940919037199124,0.03689236111111111,3,32,2.0,0.008213552361396304,False
L2,mobility,low,1,6,0.98,487,14313,8,0,0.01642710472279261,0.0,1.0,0.13333333333333333,0.0087527352297593,0.029079861111111112,2,32,2.0,0.004106776180698152,False
L2,mobility,low,1,6,0.99,487,14313,2,0,0.004106776180698152,0.0,1.0,0.0,0.00437636761487965,0.0078125,1,32,0.5,0.0,False
L2,mobility,low,1,6,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,low,1,8,0.5,487,14313,59,2,0.12114989733059549,0.00013973310976035772,0.9672131147540983,0.16666666666666666,0.11816192560175055,0.1386247732545612,14,32,6.0,0.06570841889117043,False
L2,mobility,low,1,8,0.6,487,14313,51,2,0.10472279260780287,0.00013973310976035772,0.9622641509433962,0.16666666666666666,0.10065645514223195,0.11895585604545933,11,32,6.0,0.057494866529774126,False
L2,mobility,low,1,8,0.7,487,14313,45,1,0.09240246406570841,6.986655488017886e-05,0.9782608695652174,0.1,0.09190371991247265,0.10957743972663604,10,32,6.0,0.049281314168377825,False
L2,mobility,low,1,8,0.75,487,14313,37,1,0.07597535934291581,6.986655488017886e-05,0.9736842105263158,0.1,0.07439824945295405,0.08929586563307493,6,32,5.0,0.043121149897330596,False
L2,mobility,low,1,8,0.8,487,14313,35,1,0.07186858316221766,6.986655488017886e-05,0.9722222222222222,0.1,0.0700218818380744,0.0859625322997416,6,32,4.0,0.03696098562628337,False
L2,mobility,low,1,8,0.85,487,14313,29,1,0.059548254620123205,6.986655488017886e-05,0.9666666666666667,0.1,0.05689277899343545,0.07648578811369508,6,32,3.0,0.026694045174537988,False
L2,mobility,low,1,8,0.9,487,14313,20,1,0.04106776180698152,6.986655488017886e-05,0.9523809523809523,0.1,0.037199124726477024,0.05690972222222222,5,32,1.5,0.014373716632443531,False
L2,mobility,low,1,8,0.925,487,14313,16,0,0.03285420944558522,0.0,1.0,0.1,0.028446389496717725,0.049409722222222216,5,32,1.5,0.01026694045174538,False
L2,mobility,low,1,8,0.95,487,14313,12,0,0.024640657084188913,0.0,1.0,0.1,0.019693654266958426,0.04357638888888889,4,32,2.0,0.008213552361396304,False
L2,mobility,low,1,8,0.96,487,14313,9,0,0.018480492813141684,0.0,1.0,0.1,0.01312910284463895,0.029774305555555554,3,32,2.0,0.004106776180698152,False
L2,mobility,low,1,8,0.975,487,14313,4,0,0.008213552361396304,0.0,1.0,0.1,0.002188183807439825,0.013888888888888888,1,32,2.0,0.0,False
L2,mobility,low,1,8,0.98,487,14313,3,0,0.006160164271047228,0.0,1.0,0.06666666666666667,0.002188183807439825,0.010416666666666666,1,32,1.0,0.0,False
L2,mobility,low,1,8,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,low,1,8,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,1,0.5,487,14313,263,7107,0.5400410677618069,0.49654160553343113,0.035685210312075985,0.5,0.5426695842450766,0.5218128382759825,27,32,20.0,0.5318275154004107,False
L2,mobility,high,1,1,0.6,487,14313,212,5712,0.4353182751540041,0.39907776147558166,0.03578663065496286,0.43333333333333335,0.43544857768052514,0.4555607813802737,26,32,20.0,0.4271047227926078,False
L2,mobility,high,1,1,0.7,487,14313,166,4288,0.3408624229979466,0.29958778732620694,0.037269869779973056,0.3333333333333333,0.3413566739606127,0.3540392183530864,25,32,20.0,0.32854209445585214,False
L2,mobility,high,1,1,0.75,487,14313,138,3579,0.28336755646817247,0.25005239991616013,0.03712671509281679,0.26666666666666666,0.2844638949671772,0.29683684840135577,23,32,20.0,0.2731006160164271,False
L2,mobility,high,1,1,0.8,487,14313,120,2886,0.2464065708418891,0.2016348773841962,0.03992015968063872,0.23333333333333334,0.24726477024070023,0.25927511891707195,22,32,20.0,0.23819301848049282,False
L2,mobility,high,1,1,0.85,487,14313,101,2153,0.20739219712525667,0.15042269265702507,0.04480922803904171,0.16666666666666666,0.2100656455142232,0.22474062677246223,22,32,20.0,0.2032854209445585,False
L2,mobility,high,1,1,0.9,487,14313,73,1464,0.14989733059548255,0.10228463634458185,0.04749512036434613,0.03333333333333333,0.1575492341356674,0.17994352970549776,22,32,19.0,0.14784394250513347,False
L2,mobility,high,1,1,0.925,487,14313,60,1096,0.12320328542094455,0.07657374414867603,0.05190311418685121,0.03333333333333333,0.12910284463894967,0.14266787247597298,19,32,17.0,0.12114989733059549,False
L2,mobility,high,1,1,0.95,487,14313,39,746,0.08008213552361396,0.05212044994061343,0.049681528662420385,0.03333333333333333,0.08315098468271334,0.08187133546198146,12,32,19.0,0.08008213552361396,False
L2,mobility,high,1,1,0.96,487,14313,36,594,0.07392197125256673,0.041500733598826244,0.05714285714285714,0.03333333333333333,0.07658643326039387,0.07643655285328581,11,32,18.5,0.07392197125256673,False
L2,mobility,high,1,1,0.975,487,14313,31,377,0.06365503080082136,0.02633969118982743,0.07598039215686274,0.03333333333333333,0.06564551422319474,0.0658727443125119,10,32,19.0,0.06365503080082136,False
L2,mobility,high,1,1,0.98,487,14313,26,300,0.053388090349075976,0.020959966464053657,0.07975460122699386,0.03333333333333333,0.05470459518599562,0.0568394768553314,10,32,18.5,0.0513347022587269,False
L2,mobility,high,1,1,0.99,487,14313,15,165,0.030800821355236138,0.011527981555229511,0.08333333333333333,0.03333333333333333,0.030634573304157548,0.029990191261417398,7,32,16.0,0.030800821355236138,False
L2,mobility,high,1,1,0.995,487,14313,9,84,0.018480492813141684,0.005868790609935024,0.0967741935483871,0.03333333333333333,0.0175054704595186,0.019372417211514933,7,32,17.0,0.018480492813141684,False
L2,mobility,high,1,2,0.5,487,14313,29,491,0.059548254620123205,0.03430447844616782,0.05576923076923077,0.06666666666666667,0.05908096280087528,0.09752598661028894,12,32,15.0,0.053388090349075976,False
L2,mobility,high,1,2,0.6,487,14313,23,324,0.04722792607802875,0.02263676378117795,0.06628242074927954,0.06666666666666667,0.045951859956236324,0.07648431994362227,11,32,15.0,0.043121149897330596,False
L2,mobility,high,1,2,0.7,487,14313,12,179,0.024640657084188913,0.012506113323552016,0.06282722513089005,0.03333333333333333,0.024070021881838075,0.041042851689654006,7,32,16.0,0.022587268993839837,False
L2,mobility,high,1,2,0.75,487,14313,9,148,0.018480492813141684,0.010340250122266472,0.05732484076433121,0.03333333333333333,0.0175054704595186,0.03218868502298735,6,32,16.0,0.018480492813141684,False
L2,mobility,high,1,2,0.8,487,14313,7,102,0.014373716632443531,0.0071263885977782436,0.06422018348623854,0.0,0.015317286652078774,0.025591462800765123,5,32,16.0,0.014373716632443531,False
L2,mobility,high,1,2,0.85,487,14313,5,70,0.01026694045174538,0.00489065884161252,0.06666666666666667,0.0,0.010940919037199124,0.019341462800765125,5,32,15.0,0.01026694045174538,False
L2,mobility,high,1,2,0.9,487,14313,2,48,0.004106776180698152,0.003353594634248585,0.04,0.0,0.00437636761487965,0.0035676532769556026,2,32,16.0,0.004106776180698152,False
L2,mobility,high,1,2,0.925,487,14313,1,30,0.002053388090349076,0.0020959966464053656,0.03225806451612903,0.0,0.002188183807439825,0.0007267441860465116,1,32,17.0,0.002053388090349076,False
L2,mobility,high,1,2,0.95,487,14313,1,18,0.002053388090349076,0.0012575979878432194,0.05263157894736842,0.0,0.002188183807439825,0.0007267441860465116,1,32,17.0,0.002053388090349076,False
L2,mobility,high,1,2,0.96,487,14313,1,15,0.002053388090349076,0.0010479983232026828,0.0625,0.0,0.002188183807439825,0.0007267441860465116,1,32,17.0,0.002053388090349076,False
L2,mobility,high,1,2,0.975,487,14313,1,12,0.002053388090349076,0.0008383986585621463,0.07692307692307693,0.0,0.002188183807439825,0.0007267441860465116,1,32,17.0,0.002053388090349076,False
L2,mobility,high,1,2,0.98,487,14313,1,10,0.002053388090349076,0.0006986655488017886,0.09090909090909091,0.0,0.002188183807439825,0.0007267441860465116,1,32,17.0,0.002053388090349076,False
L2,mobility,high,1,2,0.99,487,14313,0,4,0.0,0.00027946621952071543,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,2,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.5,487,14313,2,10,0.004106776180698152,0.0006986655488017886,0.16666666666666666,0.0,0.00437636761487965,0.00625,1,32,14.5,0.004106776180698152,False
L2,mobility,high,1,4,0.6,487,14313,0,8,0.0,0.0005589324390414309,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.7,487,14313,0,5,0.0,0.0003493327744008943,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.75,487,14313,0,3,0.0,0.00020959966464053657,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.8,487,14313,0,2,0.0,0.00013973310976035772,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.85,487,14313,0,2,0.0,0.00013973310976035772,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.9,487,14313,0,1,0.0,6.986655488017886e-05,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,4,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.5,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.6,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.7,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.75,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.8,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.85,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,6,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.5,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.6,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.7,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.75,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.8,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.85,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.9,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.925,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.95,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.96,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.975,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.98,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.99,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,high,1,8,0.995,487,14313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,,0.0,False
L2,mobility,low,2,1,0.5,487,14313,368,7026,0.75564681724846,0.49088241458813664,0.04977008385177171,0.5666666666666667,0.7680525164113785,0.7811314851625455,30,32,15.0,0.7125256673511293,False
L2,mobility,low,2,1,0.6,487,14313,355,5576,0.728952772073922,0.3895759100118773,0.059854999156971844,0.4666666666666667,0.7461706783369803,0.7668204312644719,30,32,14.0,0.6817248459958932,False
L2,mobility,low,2,1,0.7,487,14313,336,4109,0.6899383983572895,0.28708167400265494,0.07559055118110236,0.4666666666666667,0.7045951859956237,0.7312752213326731,29,32,12.0,0.6262833675564682,False
L2,mobility,low,2,1,0.75,487,14313,322,3391,0.6611909650924025,0.2369174875986865,0.08672232695933207,0.4,0.6783369803063457,0.7218372341812909,29,32,11.0,0.5934291581108829,False
L2,mobility,low,2,1,0.8,487,14313,313,2680,0.6427104722792608,0.18724236707887934,0.10457734714333444,0.4,0.6586433260393874,0.7099529960612159,29,32,9.0,0.5708418891170431,False
L2,mobility,low,2,1,0.85,487,14313,298,1943,0.6119096509240246,0.13575071613218753,0.13297634984381973,0.4,0.6258205689277899,0.6904838842726841,29,32,9.0,0.5379876796714579,False
L2,mobility,low,2,1,0.9,487,14313,266,1264,0.5462012320328542,0.08831132536854608,0.1738562091503268,0.4,0.5557986870897156,0.6453936666648743,29,32,8.0,0.45585215605749485,False
L2,mobility,low,2,1,0.925,487,14313,241,910,0.4948665297741273,0.06357856494096276,0.20938314509122502,0.36666666666666664,0.5032822757111597,0.598585451918717,27,32,8.0,0.4106776180698152,False
L2,mobility,low,2,1,0.95,487,14313,213,560,0.43737166324435317,0.03912527073290016,0.2755498059508409,0.3,0.44638949671772427,0.5624137488745418,26,32,7.0,0.35728952772073924,False
L2,mobility,low,2,1,0.96,487,14313,192,429,0.3942505133470226,0.02997275204359673,0.30917874396135264,0.23333333333333334,0.4048140043763676,0.5397576117684071,26,32,7.0,0.3162217659137577,False
L2,mobility,low,2,1,0.975,487,14313,158,241,0.324435318275154,0.016837839726123106,0.39598997493734334,0.23333333333333334,0.3304157549234136,0.46392177650095634,24,32,7.0,0.24229979466119098,False
L2,mobility,low,2,1,0.98,487,14313,141,180,0.28952772073921973,0.012575979878432194,0.4392523364485981,0.23333333333333334,0.29321663019693656,0.4322509880678132,24,32,7.0,0.21971252566735114,False
L2,mobility,low,2,1,0.99,487,14313,84,84,0.17248459958932238,0.005868790609935024,0.5,0.16666666666666666,0.17286652078774617,0.2926081516615534,24,32,7.0,0.13347022587268995,False
L2,mobility,low,2,1,0.995,487,14313,51,39,0.10472279260780287,0.0027247956403269754,0.5666666666666667,0.1,0.1050328227571116,0.19529570504998744,24,32,7.0,0.07597535934291581,False
L2,mobility,low,2,2,0.5,487,14313,318,1720,0.6529774127310062,0.12017047439390764,0.1560353287536801,0.43333333333333335,0.6673960612691466,0.6719546027239479,28,32,10.0,0.5564681724845996,False
L2,mobility,low,2,2,0.6,487,14313,296,1107,0.6078028747433265,0.077342276252358,0.21097647897362795,0.4,0.6214442013129103,0.644142646949766,28,32,8.0,0.4948665297741273,False
L2,mobility,low,2,2,0.7,487,14313,272,678,0.5585215605749486,0.04736952420876127,0.2863157894736842,0.4,0.5689277899343544,0.6116923622466208,27,32,7.0,0.433264887063655,False
L2,mobility,low,2,2,0.75,487,14313,262,504,0.5379876796714579,0.03521274365961014,0.34203655352480417,0.4,0.5470459518599562,0.5792012400685749,26,32,7.0,0.406570841889117,False
L2,mobility,low,2,2,0.8,487,14313,254,369,0.5215605749486653,0.025780758750786,0.40770465489566615,0.4,0.5295404814004376,0.5667944266976638,25,32,7.0,0.3839835728952772,False
L2,mobility,low,2,2,0.85,487,14313,229,228,0.4702258726899384,0.015929574512680778,0.5010940919037199,0.36666666666666664,0.47702407002188185,0.5196566182096352,24,32,7.0,0.34291581108829566,False
