sample,fold,suite,scope,method,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query,tp_lead0,recall_lead0,legacy_filtered_fp_lead0,tp_lead2,recall_lead2,legacy_filtered_fp_lead2,tp_lead4,recall_lead4,legacy_filtered_fp_lead4,tp_lead8,recall_lead8,legacy_filtered_fp_lead8,tp_lead12,recall_lead12,legacy_filtered_fp_lead12,tp_lead16,recall_lead16,legacy_filtered_fp_lead16,tp_lead20,recall_lead20,legacy_filtered_fp_lead20,recall_by_q7,fpr_by_q7,recall_by_q10,fpr_by_q10,recall_by_q14,fpr_by_q14,recall_by_q21,fpr_by_q21,recall_by_q29,fpr_by_q29,recall_by_q39,fpr_by_q39,recall_by_q51,fpr_by_q51
historical_coverage,libero_long_20260907,libero_long,unseen,knn10_cross_task_or_v8_frozen,1200,49,1151,48,21,0.9795918367346939,0.018245004344048653,0.6956521739130435,0.9806734161953226,0.6287284144427001,31.0,48,0.9795918367346939,21,48,0.9795918367346939,18,48,0.9795918367346939,18,47,0.9591836734693877,18,45,0.9183673469387755,9,43,0.8775510204081632,6,36,0.7346938775510204,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011294526498696786,0.3469387755102041,0.015638575152041704,0.8979591836734694,0.018245004344048653,0.9795918367346939,0.018245004344048653
historical_coverage,libero_long_20260907,libero_long,seen,knn12_cross_task_or_v8_frozen,560,42,518,33,8,0.7857142857142857,0.015444015444015444,0.8048780487804879,0.8851351351351351,0.7312271062271063,33.0,33,0.7857142857142857,8,33,0.7857142857142857,8,33,0.7857142857142857,8,32,0.7619047619047619,6,31,0.7380952380952381,4,27,0.6428571428571429,3,15,0.35714285714285715,2,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.005791505791505791,0.09523809523809523,0.005791505791505791,0.7142857142857143,0.015444015444015444,0.7857142857142857,0.015444015444015444
historical_coverage,libero_long_20260907,libero_long,unseen,knn12_cross_task_or_v8_frozen,1200,49,1151,49,34,1.0,0.029539530842745437,0.5903614457831325,0.9852302345786272,0.6181318681318682,31.0,49,1.0,34,49,1.0,31,49,1.0,30,49,1.0,30,47,0.9591836734693877,21,45,0.9183673469387755,6,36,0.7346938775510204,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020851433536055605,0.3469387755102041,0.02693310165073849,0.9387755102040817,0.029539530842745437,1.0,0.029539530842745437
historical_coverage,libero_long_20260907,libero_long,seen,v82_frozen,560,42,518,32,8,0.7619047619047619,0.015444015444015444,0.8,0.8732303732303732,0.7403846153846154,33.0,32,0.7619047619047619,8,32,0.7619047619047619,8,32,0.7619047619047619,8,32,0.7619047619047619,6,31,0.7380952380952381,4,27,0.6428571428571429,3,15,0.35714285714285715,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005791505791505791,0.07142857142857142,0.005791505791505791,0.7142857142857143,0.015444015444015444,0.7619047619047619,0.015444015444015444
historical_coverage,libero_long_20260907,libero_long,unseen,v82_frozen,1200,49,1151,49,26,1.0,0.022589052997393572,0.6533333333333333,0.9887054735013032,0.6173469387755102,31.0,49,1.0,26,49,1.0,23,49,1.0,23,49,1.0,23,47,0.9591836734693877,11,44,0.8979591836734694,6,36,0.7346938775510204,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015638575152041704,0.3469387755102041,0.01998262380538662,0.9387755102040817,0.022589052997393572,1.0,0.022589052997393572
historical_coverage,libero_long_20260907,libero_long,seen,knn10_cross_task_or_v82_frozen,560,42,518,33,8,0.7857142857142857,0.015444015444015444,0.8048780487804879,0.8851351351351351,0.7380952380952381,33.0,33,0.7857142857142857,8,33,0.7857142857142857,8,33,0.7857142857142857,8,32,0.7619047619047619,6,31,0.7380952380952381,4,27,0.6428571428571429,3,15,0.35714285714285715,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005791505791505791,0.07142857142857142,0.005791505791505791,0.7142857142857143,0.015444015444015444,0.7857142857142857,0.015444015444015444
historical_coverage,libero_long_20260907,libero_long,unseen,knn10_cross_task_or_v82_frozen,1200,49,1151,49,26,1.0,0.022589052997393572,0.6533333333333333,0.9887054735013032,0.6173469387755102,31.0,49,1.0,26,49,1.0,23,49,1.0,23,49,1.0,23,47,0.9591836734693877,11,44,0.8979591836734694,6,36,0.7346938775510204,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015638575152041704,0.3469387755102041,0.01998262380538662,0.9387755102040817,0.022589052997393572,1.0,0.022589052997393572
historical_coverage,libero_long_20260907,libero_long,seen,knn12_cross_task_or_v82_frozen,560,42,518,33,8,0.7857142857142857,0.015444015444015444,0.8048780487804879,0.8851351351351351,0.7312271062271063,33.0,33,0.7857142857142857,8,33,0.7857142857142857,8,33,0.7857142857142857,8,32,0.7619047619047619,6,31,0.7380952380952381,4,27,0.6428571428571429,3,15,0.35714285714285715,2,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.005791505791505791,0.09523809523809523,0.005791505791505791,0.7142857142857143,0.015444015444015444,0.7857142857142857,0.015444015444015444
historical_coverage,libero_long_20260907,libero_long,unseen,knn12_cross_task_or_v82_frozen,1200,49,1151,49,34,1.0,0.029539530842745437,0.5903614457831325,0.9852302345786272,0.6169544740973313,31.0,49,1.0,34,49,1.0,31,49,1.0,30,49,1.0,30,47,0.9591836734693877,21,45,0.9183673469387755,6,36,0.7346938775510204,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020851433536055605,0.3469387755102041,0.02693310165073849,0.9387755102040817,0.029539530842745437,1.0,0.029539530842745437
all_test_rows,libero_long_20260908,libero_long,seen,knn10_cross_task,560,18,542,13,4,0.7222222222222222,0.007380073800738007,0.7647058823529411,0.8574210742107422,0.7542735042735044,32.0,13,0.7222222222222222,4,13,0.7222222222222222,4,13,0.7222222222222222,4,13,0.7222222222222222,3,12,0.6666666666666666,3,9,0.5,2,7,0.3888888888888889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.005535055350553505,0.6111111111111112,0.007380073800738007,0.7222222222222222,0.007380073800738007
all_test_rows,libero_long_20260908,libero_long,unseen,knn10_cross_task,1200,182,1018,134,13,0.7362637362637363,0.012770137524557957,0.9115646258503401,0.8617467993695892,0.753486897717667,33.0,134,0.7362637362637363,13,133,0.7307692307692307,13,131,0.7197802197802198,13,118,0.6483516483516484,13,111,0.6098901098901099,9,106,0.5824175824175825,3,47,0.25824175824175827,1,0.0,0.0,0.02197802197802198,0.0009823182711198428,0.027472527472527472,0.0009823182711198428,0.06593406593406594,0.0009823182711198428,0.08241758241758242,0.0009823182711198428,0.6043956043956044,0.012770137524557957,0.7362637362637363,0.012770137524557957
all_test_rows,libero_long_20260908,libero_long,seen,knn12_cross_task,560,18,542,10,7,0.5555555555555556,0.012915129151291513,0.5882352941176471,0.7713202132021321,0.8087606837606838,31.5,10,0.5555555555555556,7,10,0.5555555555555556,7,10,0.5555555555555556,7,10,0.5555555555555556,6,9,0.5,3,7,0.3888888888888889,2,6,0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005535055350553505,0.16666666666666666,0.012915129151291513,0.5,0.012915129151291513,0.5555555555555556,0.012915129151291513
all_test_rows,libero_long_20260908,libero_long,unseen,knn12_cross_task,1200,182,1018,124,14,0.6813186813186813,0.0137524557956778,0.8985507246376812,0.8337831127615017,0.7503169907016062,32.0,124,0.6813186813186813,14,123,0.6758241758241759,14,122,0.6703296703296703,14,118,0.6483516483516484,14,113,0.6208791208791209,12,105,0.5769230769230769,2,71,0.3901098901098901,1,0.0,0.0,0.02197802197802198,0.0009823182711198428,0.02197802197802198,0.0009823182711198428,0.06043956043956044,0.0029469548133595285,0.14285714285714285,0.003929273084479371,0.6153846153846154,0.0137524557956778,0.6813186813186813,0.0137524557956778
all_test_rows,libero_long_20260908,libero_long,seen,knn10,560,18,542,14,11,0.7777777777777778,0.02029520295202952,0.56,0.878741287412874,0.7158119658119658,31.0,14,0.7777777777777778,11,14,0.7777777777777778,10,14,0.7777777777777778,9,14,0.7777777777777778,7,12,0.6666666666666666,5,10,0.5555555555555556,4,10,0.5555555555555556,2,0.0,0.0,0.0,0.0,0.0,0.0018450184501845018,0.0,0.0036900369003690036,0.2777777777777778,0.016605166051660517,0.6666666666666666,0.02029520295202952,0.7777777777777778,0.02029520295202952
all_test_rows,libero_long_20260908,libero_long,unseen,knn10,1200,182,1018,159,32,0.8736263736263736,0.03143418467583497,0.8324607329842932,0.9210960944752693,0.6730769230769231,32.0,159,0.8736263736263736,32,159,0.8736263736263736,32,155,0.8516483516483516,32,140,0.7692307692307693,32,127,0.6978021978021978,25,124,0.6813186813186813,13,88,0.4835164835164835,11,0.0,0.0,0.038461538461538464,0.0009823182711198428,0.0989010989010989,0.0068762278978389,0.14285714285714285,0.015717092337917484,0.2087912087912088,0.018664047151277015,0.6978021978021978,0.03143418467583497,0.8736263736263736,0.03143418467583497
all_test_rows,libero_long_20260908,libero_long,seen,knn12_v8,560,18,542,14,14,0.7777777777777778,0.025830258302583026,0.5,0.8759737597375973,0.7083333333333334,31.0,14,0.7777777777777778,14,14,0.7777777777777778,14,14,0.7777777777777778,14,14,0.7777777777777778,12,13,0.7222222222222222,7,11,0.6111111111111112,4,9,0.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00922509225092251,0.2222222222222222,0.02029520295202952,0.6666666666666666,0.025830258302583026,0.7777777777777778,0.025830258302583026
all_test_rows,libero_long_20260908,libero_long,unseen,knn12_v8,1200,182,1018,159,100,0.8736263736263736,0.09823182711198428,0.6138996138996139,0.8876972732571947,0.5680473372781065,29.0,159,0.8736263736263736,100,159,0.8736263736263736,100,156,0.8571428571428571,99,148,0.8131868131868132,98,138,0.7582417582417582,81,135,0.7417582417582418,64,126,0.6923076923076923,63,0.0,0.0,0.12087912087912088,0.007858546168958742,0.2692307692307692,0.05893909626719057,0.3241758241758242,0.06777996070726916,0.47802197802197804,0.09135559921414538,0.7582417582417582,0.09823182711198428,0.8736263736263736,0.09823182711198428
historical_coverage,libero_long_20260908,libero_long,seen,knn10_cross_task,560,18,542,13,4,0.7222222222222222,0.007380073800738007,0.7647058823529411,0.8574210742107422,0.7542735042735044,32.0,13,0.7222222222222222,4,13,0.7222222222222222,4,13,0.7222222222222222,4,13,0.7222222222222222,3,12,0.6666666666666666,3,9,0.5,2,7,0.3888888888888889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.005535055350553505,0.6111111111111112,0.007380073800738007,0.7222222222222222,0.007380073800738007
historical_coverage,libero_long_20260908,libero_long,unseen,knn10_cross_task,1200,182,1018,134,13,0.7362637362637363,0.012770137524557957,0.9115646258503401,0.8617467993695892,0.753486897717667,33.0,134,0.7362637362637363,13,133,0.7307692307692307,13,131,0.7197802197802198,13,118,0.6483516483516484,13,111,0.6098901098901099,9,106,0.5824175824175825,3,47,0.25824175824175827,1,0.0,0.0,0.02197802197802198,0.0009823182711198428,0.027472527472527472,0.0009823182711198428,0.06593406593406594,0.0009823182711198428,0.08241758241758242,0.0009823182711198428,0.6043956043956044,0.012770137524557957,0.7362637362637363,0.012770137524557957
historical_coverage,libero_long_20260908,libero_long,seen,knn12_cross_task,560,18,542,10,7,0.5555555555555556,0.012915129151291513,0.5882352941176471,0.7713202132021321,0.8087606837606838,31.5,10,0.5555555555555556,7,10,0.5555555555555556,7,10,0.5555555555555556,7,10,0.5555555555555556,6,9,0.5,3,7,0.3888888888888889,2,6,0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005535055350553505,0.16666666666666666,0.012915129151291513,0.5,0.012915129151291513,0.5555555555555556,0.012915129151291513
historical_coverage,libero_long_20260908,libero_long,unseen,knn12_cross_task,1200,182,1018,124,14,0.6813186813186813,0.0137524557956778,0.8985507246376812,0.8337831127615017,0.7503169907016062,32.0,124,0.6813186813186813,14,123,0.6758241758241759,14,122,0.6703296703296703,14,118,0.6483516483516484,14,113,0.6208791208791209,12,105,0.5769230769230769,2,71,0.3901098901098901,1,0.0,0.0,0.02197802197802198,0.0009823182711198428,0.02197802197802198,0.0009823182711198428,0.06043956043956044,0.0029469548133595285,0.14285714285714285,0.003929273084479371,0.6153846153846154,0.0137524557956778,0.6813186813186813,0.0137524557956778
historical_coverage,libero_long_20260908,libero_long,seen,knn10,560,18,542,14,11,0.7777777777777778,0.02029520295202952,0.56,0.878741287412874,0.7158119658119658,31.0,14,0.7777777777777778,11,14,0.7777777777777778,10,14,0.7777777777777778,9,14,0.7777777777777778,7,12,0.6666666666666666,5,10,0.5555555555555556,4,10,0.5555555555555556,2,0.0,0.0,0.0,0.0,0.0,0.0018450184501845018,0.0,0.0036900369003690036,0.2777777777777778,0.016605166051660517,0.6666666666666666,0.02029520295202952,0.7777777777777778,0.02029520295202952
historical_coverage,libero_long_20260908,libero_long,unseen,knn10,1200,182,1018,159,32,0.8736263736263736,0.03143418467583497,0.8324607329842932,0.9210960944752693,0.6730769230769231,32.0,159,0.8736263736263736,32,159,0.8736263736263736,32,155,0.8516483516483516,32,140,0.7692307692307693,32,127,0.6978021978021978,25,124,0.6813186813186813,13,88,0.4835164835164835,11,0.0,0.0,0.038461538461538464,0.0009823182711198428,0.0989010989010989,0.0068762278978389,0.14285714285714285,0.015717092337917484,0.2087912087912088,0.018664047151277015,0.6978021978021978,0.03143418467583497,0.8736263736263736,0.03143418467583497
historical_coverage,libero_long_20260908,libero_long,seen,knn12_v8,560,18,542,14,14,0.7777777777777778,0.025830258302583026,0.5,0.8759737597375973,0.7083333333333334,31.0,14,0.7777777777777778,14,14,0.7777777777777778,14,14,0.7777777777777778,14,14,0.7777777777777778,12,13,0.7222222222222222,7,11,0.6111111111111112,4,9,0.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00922509225092251,0.2222222222222222,0.02029520295202952,0.6666666666666666,0.025830258302583026,0.7777777777777778,0.025830258302583026
historical_coverage,libero_long_20260908,libero_long,unseen,knn12_v8,1200,182,1018,159,100,0.8736263736263736,0.09823182711198428,0.6138996138996139,0.8876972732571947,0.5680473372781065,29.0,159,0.8736263736263736,100,159,0.8736263736263736,100,156,0.8571428571428571,99,148,0.8131868131868132,98,138,0.7582417582417582,81,135,0.7417582417582418,64,126,0.6923076923076923,63,0.0,0.0,0.12087912087912088,0.007858546168958742,0.2692307692307692,0.05893909626719057,0.3241758241758242,0.06777996070726916,0.47802197802197804,0.09135559921414538,0.7582417582417582,0.09823182711198428,0.8736263736263736,0.09823182711198428
historical_coverage,libero_long_20260908,libero_long,seen,v8_frozen,560,18,542,17,11,0.9444444444444444,0.02029520295202952,0.6071428571428571,0.9620746207462074,0.642094017094017,30.0,17,0.9444444444444444,11,17,0.9444444444444444,9,17,0.9444444444444444,8,17,0.9444444444444444,7,15,0.8333333333333334,7,14,0.7777777777777778,6,13,0.7222222222222222,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018450184501845018,0.3333333333333333,0.016605166051660517,0.8333333333333334,0.02029520295202952,0.9444444444444444,0.02029520295202952
historical_coverage,libero_long_20260908,libero_long,unseen,v8_frozen,1200,182,1018,151,21,0.8296703296703297,0.0206286836935167,0.877906976744186,0.9045208229884065,0.7031910397295013,33.0,151,0.8296703296703297,21,151,0.8296703296703297,21,149,0.8186813186813187,19,142,0.7802197802197802,15,127,0.6978021978021978,12,113,0.6208791208791209,4,70,0.38461538461538464,3,0.0,0.0009823182711198428,0.038461538461538464,0.0009823182711198428,0.07142857142857142,0.0019646365422396855,0.1043956043956044,0.005893909626719057,0.10989010989010989,0.0068762278978389,0.6758241758241759,0.0206286836935167,0.8296703296703297,0.0206286836935167
historical_coverage,libero_long_20260908,libero_long,seen,knn10_cross_task_or_v8_frozen,560,18,542,18,11,1.0,0.02029520295202952,0.6206896551724138,0.9898523985239852,0.625,30.5,18,1.0,11,18,1.0,9,18,1.0,8,18,1.0,7,16,0.8888888888888888,7,15,0.8333333333333334,6,13,0.7222222222222222,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018450184501845018,0.3333333333333333,0.016605166051660517,0.8888888888888888,0.02029520295202952,1.0,0.02029520295202952
historical_coverage,libero_long_20260908,libero_long,unseen,knn10_cross_task_or_v8_frozen,1200,182,1018,157,22,0.8626373626373627,0.021611001964636542,0.8770949720670391,0.9205131803363631,0.6968512256973795,33.0,157,0.8626373626373627,22,157,0.8626373626373627,22,155,0.8516483516483516,20,145,0.7967032967032966,17,128,0.7032967032967034,13,114,0.6263736263736264,4,71,0.3901098901098901,3,0.0,0.0009823182711198428,0.038461538461538464,0.0009823182711198428,0.07142857142857142,0.0019646365422396855,0.1043956043956044,0.005893909626719057,0.10989010989010989,0.0068762278978389,0.6813186813186813,0.021611001964636542,0.8626373626373627,0.021611001964636542
historical_coverage,libero_long_20260908,libero_long,seen,knn12_cross_task_or_v8_frozen,560,18,542,18,14,1.0,0.025830258302583026,0.5625,0.9870848708487084,0.625,30.5,18,1.0,14,18,1.0,12,18,1.0,11,18,1.0,10,16,0.8888888888888888,7,15,0.8333333333333334,6,13,0.7222222222222222,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007380073800738007,0.3333333333333333,0.02214022140221402,0.8888888888888888,0.025830258302583026,1.0,0.025830258302583026
historical_coverage,libero_long_20260908,libero_long,unseen,knn12_cross_task_or_v8_frozen,1200,182,1018,154,24,0.8461538461538461,0.023575638506876228,0.8651685393258427,0.911289103823485,0.6944209636517329,32.0,154,0.8461538461538461,24,154,0.8461538461538461,24,152,0.8351648351648352,22,144,0.7912087912087912,18,128,0.7032967032967034,15,115,0.6318681318681318,4,80,0.43956043956043955,3,0.0,0.0009823182711198428,0.038461538461538464,0.0009823182711198428,0.07142857142857142,0.0019646365422396855,0.1043956043956044,0.007858546168958742,0.17032967032967034,0.009823182711198428,0.6813186813186813,0.023575638506876228,0.8461538461538461,0.023575638506876228
historical_coverage,libero_long_20260908,libero_long,seen,v82_frozen,560,18,542,18,13,1.0,0.023985239852398525,0.5806451612903226,0.9880073800738007,0.6228632478632479,30.5,18,1.0,13,18,1.0,11,18,1.0,10,18,1.0,9,16,0.8888888888888888,7,15,0.8333333333333334,6,13,0.7222222222222222,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005535055350553505,0.3333333333333333,0.02029520295202952,0.8888888888888888,0.023985239852398525,1.0,0.023985239852398525
historical_coverage,libero_long_20260908,libero_long,unseen,v82_frozen,1200,182,1018,153,22,0.8406593406593407,0.021611001964636542,0.8742857142857143,0.9095241693473521,0.695054945054945,33.0,153,0.8406593406593407,22,153,0.8406593406593407,22,151,0.8296703296703297,20,144,0.7912087912087912,16,129,0.7087912087912088,12,115,0.6318681318681318,4,72,0.3956043956043956,3,0.0,0.0009823182711198428,0.038461538461538464,0.0009823182711198428,0.08241758241758242,0.0019646365422396855,0.11538461538461539,0.0068762278978389,0.12087912087912088,0.007858546168958742,0.6868131868131868,0.021611001964636542,0.8406593406593407,0.021611001964636542
historical_coverage,libero_long_20260908,libero_long,seen,knn10_cross_task_or_v82_frozen,560,18,542,18,13,1.0,0.023985239852398525,0.5806451612903226,0.9880073800738007,0.6228632478632479,30.5,18,1.0,13,18,1.0,11,18,1.0,10,18,1.0,9,16,0.8888888888888888,7,15,0.8333333333333334,6,13,0.7222222222222222,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005535055350553505,0.3333333333333333,0.02029520295202952,0.8888888888888888,0.023985239852398525,1.0,0.023985239852398525
historical_coverage,libero_long_20260908,libero_long,unseen,knn10_cross_task_or_v82_frozen,1200,182,1018,159,23,0.8736263736263736,0.022593320235756387,0.8736263736263736,0.9255165266953086,0.6887151310228233,33.0,159,0.8736263736263736,23,159,0.8736263736263736,23,157,0.8626373626373627,21,147,0.8076923076923077,18,130,0.7142857142857143,13,116,0.6373626373626373,4,73,0.4010989010989011,3,0.0,0.0009823182711198428,0.038461538461538464,0.0009823182711198428,0.08241758241758242,0.0019646365422396855,0.11538461538461539,0.0068762278978389,0.12087912087912088,0.007858546168958742,0.6923076923076923,0.022593320235756387,0.8736263736263736,0.022593320235756387
historical_coverage,libero_long_20260908,libero_long,seen,knn12_cross_task_or_v82_frozen,560,18,542,18,14,1.0,0.025830258302583026,0.5625,0.9870848708487084,0.6228632478632479,30.5,18,1.0,14,18,1.0,12,18,1.0,11,18,1.0,10,16,0.8888888888888888,7,15,0.8333333333333334,6,13,0.7222222222222222,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007380073800738007,0.3333333333333333,0.02214022140221402,0.8888888888888888,0.025830258302583026,1.0,0.025830258302583026
historical_coverage,libero_long_20260908,libero_long,unseen,knn12_cross_task_or_v82_frozen,1200,182,1018,156,24,0.8571428571428571,0.023575638506876228,0.8666666666666667,0.9167836093179905,0.6862848689771767,32.0,156,0.8571428571428571,24,156,0.8571428571428571,24,154,0.8461538461538461,22,146,0.8021978021978022,18,130,0.7142857142857143,15,117,0.6428571428571429,4,82,0.45054945054945056,3,0.0,0.0009823182711198428,0.038461538461538464,0.0009823182711198428,0.08241758241758242,0.0019646365422396855,0.11538461538461539,0.007858546168958742,0.1813186813186813,0.009823182711198428,0.6923076923076923,0.023575638506876228,0.8571428571428571,0.023575638506876228
all_test_rows,libero_long_20260909,libero_long,seen,knn10_cross_task,560,49,511,13,4,0.2653061224489796,0.007827788649706457,0.7647058823529411,0.6287391668996366,0.9379905808477237,37.0,13,0.2653061224489796,4,13,0.2653061224489796,4,13,0.2653061224489796,4,11,0.22448979591836735,4,9,0.1836734693877551,3,5,0.10204081632653061,2,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003913894324853229,0.0,0.005870841487279843,0.1836734693877551,0.007827788649706457,0.2653061224489796,0.007827788649706457
all_test_rows,libero_long_20260909,libero_long,unseen,knn10_cross_task,1200,9,1191,7,0,0.7777777777777778,0.0,1.0,0.8888888888888888,0.826923076923077,39.0,7,0.7777777777777778,0,7,0.7777777777777778,0,6,0.6666666666666666,0,5,0.5555555555555556,0,4,0.4444444444444444,0,3,0.3333333333333333,0,2,0.2222222222222222,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.7777777777777778,0.0
all_test_rows,libero_long_20260909,libero_long,seen,knn12_cross_task,560,49,511,15,10,0.30612244897959184,0.019569471624266144,0.6,0.643276488677663,0.9199372056514913,37.0,15,0.30612244897959184,10,15,0.30612244897959184,10,15,0.30612244897959184,10,13,0.2653061224489796,10,11,0.22448979591836735,8,7,0.14285714285714285,2,3,0.061224489795918366,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.02040816326530612,0.015655577299412915,0.22448979591836735,0.019569471624266144,0.30612244897959184,0.019569471624266144
all_test_rows,libero_long_20260909,libero_long,unseen,knn12_cross_task,1200,9,1191,4,0,0.4444444444444444,0.0,1.0,0.7222222222222222,0.8675213675213675,34.5,4,0.4444444444444444,0,4,0.4444444444444444,0,4,0.4444444444444444,0,4,0.4444444444444444,0,4,0.4444444444444444,0,3,0.3333333333333333,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0
all_test_rows,libero_long_20260909,libero_long,seen,knn10,560,49,511,16,7,0.32653061224489793,0.0136986301369863,0.6956521739130435,0.6564159910539558,0.9030612244897959,35.5,16,0.32653061224489793,7,16,0.32653061224489793,7,16,0.32653061224489793,7,16,0.32653061224489793,7,13,0.2653061224489796,5,11,0.22448979591836735,3,4,0.08163265306122448,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003913894324853229,0.02040816326530612,0.009784735812133072,0.2653061224489796,0.0136986301369863,0.32653061224489793,0.0136986301369863
all_test_rows,libero_long_20260909,libero_long,unseen,knn10,1200,9,1191,7,1,0.7777777777777778,0.0008396305625524769,0.875,0.8884690736076126,0.8012820512820513,39.0,7,0.7777777777777778,1,7,0.7777777777777778,1,7,0.7777777777777778,1,5,0.5555555555555556,1,5,0.5555555555555556,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008396305625524769,0.4444444444444444,0.0008396305625524769,0.7777777777777778,0.0008396305625524769
all_test_rows,libero_long_20260909,libero_long,seen,knn12_v8,560,49,511,15,10,0.30612244897959184,0.019569471624266144,0.6,0.643276488677663,0.9152276295133439,36.0,15,0.30612244897959184,10,15,0.30612244897959184,10,15,0.30612244897959184,10,13,0.2653061224489796,10,12,0.24489795918367346,8,9,0.1836734693877551,2,3,0.061224489795918366,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.04081632653061224,0.015655577299412915,0.24489795918367346,0.019569471624266144,0.30612244897959184,0.019569471624266144
all_test_rows,libero_long_20260909,libero_long,unseen,knn12_v8,1200,9,1191,4,0,0.4444444444444444,0.0,1.0,0.7222222222222222,0.8653846153846154,34.0,4,0.4444444444444444,0,4,0.4444444444444444,0,4,0.4444444444444444,0,4,0.4444444444444444,0,4,0.4444444444444444,0,3,0.3333333333333333,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0
historical_coverage,libero_long_20260909,libero_long,seen,knn10_cross_task,560,49,511,13,4,0.2653061224489796,0.007827788649706457,0.7647058823529411,0.6287391668996366,0.9379905808477237,37.0,13,0.2653061224489796,4,13,0.2653061224489796,4,13,0.2653061224489796,4,11,0.22448979591836735,4,9,0.1836734693877551,3,5,0.10204081632653061,2,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003913894324853229,0.0,0.005870841487279843,0.1836734693877551,0.007827788649706457,0.2653061224489796,0.007827788649706457
historical_coverage,libero_long_20260909,libero_long,unseen,knn10_cross_task,1200,9,1191,7,0,0.7777777777777778,0.0,1.0,0.8888888888888888,0.826923076923077,39.0,7,0.7777777777777778,0,7,0.7777777777777778,0,6,0.6666666666666666,0,5,0.5555555555555556,0,4,0.4444444444444444,0,3,0.3333333333333333,0,2,0.2222222222222222,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.7777777777777778,0.0
historical_coverage,libero_long_20260909,libero_long,seen,knn12_cross_task,560,49,511,15,10,0.30612244897959184,0.019569471624266144,0.6,0.643276488677663,0.9199372056514913,37.0,15,0.30612244897959184,10,15,0.30612244897959184,10,15,0.30612244897959184,10,13,0.2653061224489796,10,11,0.22448979591836735,8,7,0.14285714285714285,2,3,0.061224489795918366,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.02040816326530612,0.015655577299412915,0.22448979591836735,0.019569471624266144,0.30612244897959184,0.019569471624266144
historical_coverage,libero_long_20260909,libero_long,unseen,knn12_cross_task,1200,9,1191,4,0,0.4444444444444444,0.0,1.0,0.7222222222222222,0.8675213675213675,34.5,4,0.4444444444444444,0,4,0.4444444444444444,0,4,0.4444444444444444,0,4,0.4444444444444444,0,4,0.4444444444444444,0,3,0.3333333333333333,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0
