scope,suite,method,failure,episodes,unique_episodes,query,executed_action_steps,new_alarms,cumulative_alarms,cumulative_fraction,at_risk,new_alarm_rate,ended_without_alarm
seen,libero_goal,knn10,False,1623,1471,41,410,0,13,0.008009858287122612,0,,1610
seen,libero_goal,knn10,False,1623,1471,42,420,0,13,0.008009858287122612,0,,1610
seen,libero_goal,knn10,False,1623,1471,43,430,0,13,0.008009858287122612,0,,1610
seen,libero_goal,knn10,False,1623,1471,44,440,0,13,0.008009858287122612,0,,1610
seen,libero_goal,knn10,False,1623,1471,45,450,0,13,0.008009858287122612,0,,1610
seen,libero_goal,knn10,False,1623,1471,46,460,0,13,0.008009858287122612,0,,1610
seen,libero_goal,knn10,False,1623,1471,47,470,0,13,0.008009858287122612,0,,1610
seen,libero_goal,knn10,False,1623,1471,48,480,0,13,0.008009858287122612,0,,1610
seen,libero_goal,knn10,False,1623,1471,49,490,0,13,0.008009858287122612,0,,1610
seen,libero_goal,knn10,False,1623,1471,50,500,0,13,0.008009858287122612,0,,1610
seen,libero_goal,knn10,False,1623,1471,51,510,0,13,0.008009858287122612,0,,1610
seen,libero_goal,knn10,True,57,49,0,0,0,0,0.0,57,0.0,0
seen,libero_goal,knn10,True,57,49,1,10,0,0,0.0,57,0.0,0
seen,libero_goal,knn10,True,57,49,2,20,0,0,0.0,57,0.0,0
seen,libero_goal,knn10,True,57,49,3,30,0,0,0.0,57,0.0,0
seen,libero_goal,knn10,True,57,49,4,40,0,0,0.0,57,0.0,0
seen,libero_goal,knn10,True,57,49,5,50,0,0,0.0,57,0.0,0
seen,libero_goal,knn10,True,57,49,6,60,0,0,0.0,57,0.0,0
seen,libero_goal,knn10,True,57,49,7,70,0,0,0.0,57,0.0,0
seen,libero_goal,knn10,True,57,49,8,80,0,0,0.0,57,0.0,0
seen,libero_goal,knn10,True,57,49,9,90,0,0,0.0,57,0.0,0
seen,libero_goal,knn10,True,57,49,10,100,0,0,0.0,57,0.0,0
seen,libero_goal,knn10,True,57,49,11,110,6,6,0.10526315789473684,57,0.10526315789473684,0
seen,libero_goal,knn10,True,57,49,12,120,6,12,0.21052631578947367,51,0.11764705882352941,0
seen,libero_goal,knn10,True,57,49,13,130,4,16,0.2807017543859649,45,0.08888888888888889,0
seen,libero_goal,knn10,True,57,49,14,140,5,21,0.3684210526315789,41,0.12195121951219512,0
seen,libero_goal,knn10,True,57,49,15,150,7,28,0.49122807017543857,36,0.19444444444444445,0
seen,libero_goal,knn10,True,57,49,16,160,2,30,0.5263157894736842,29,0.06896551724137931,0
seen,libero_goal,knn10,True,57,49,17,170,4,34,0.5964912280701754,27,0.14814814814814814,0
seen,libero_goal,knn10,True,57,49,18,180,2,36,0.631578947368421,23,0.08695652173913043,0
seen,libero_goal,knn10,True,57,49,19,190,1,37,0.6491228070175439,21,0.047619047619047616,0
seen,libero_goal,knn10,True,57,49,20,200,0,37,0.6491228070175439,20,0.0,0
seen,libero_goal,knn10,True,57,49,21,210,2,39,0.6842105263157895,20,0.1,0
seen,libero_goal,knn10,True,57,49,22,220,9,48,0.8421052631578947,18,0.5,0
seen,libero_goal,knn10,True,57,49,23,230,5,53,0.9298245614035088,9,0.5555555555555556,0
seen,libero_goal,knn10,True,57,49,24,240,1,54,0.9473684210526315,4,0.25,0
seen,libero_goal,knn10,True,57,49,25,250,1,55,0.9649122807017544,3,0.3333333333333333,0
seen,libero_goal,knn10,True,57,49,26,260,0,55,0.9649122807017544,2,0.0,0
seen,libero_goal,knn10,True,57,49,27,270,0,55,0.9649122807017544,2,0.0,0
seen,libero_goal,knn10,True,57,49,28,280,1,56,0.9824561403508771,2,0.5,0
seen,libero_goal,knn10,True,57,49,29,290,0,56,0.9824561403508771,1,0.0,0
seen,libero_goal,knn10,True,57,49,30,300,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,31,310,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,32,320,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,33,330,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,34,340,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,35,350,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,36,360,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,37,370,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,38,380,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,39,390,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,40,400,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,41,410,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,42,420,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,43,430,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,44,440,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,45,450,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,46,460,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,47,470,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,48,480,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,49,490,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,50,500,0,56,0.9824561403508771,0,,1
seen,libero_goal,knn10,True,57,49,51,510,0,56,0.9824561403508771,0,,1
seen,libero_long,knn10,False,1571,1357,0,0,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,1,10,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,2,20,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,3,30,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,4,40,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,5,50,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,6,60,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,7,70,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,8,80,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,9,90,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,10,100,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,11,110,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,12,120,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,13,130,0,0,0.0,1571,0.0,0
seen,libero_long,knn10,False,1571,1357,14,140,1,1,0.0006365372374283895,1571,0.0006365372374283895,0
seen,libero_long,knn10,False,1571,1357,15,150,1,2,0.001273074474856779,1553,0.000643915003219575,17
seen,libero_long,knn10,False,1571,1357,16,160,0,2,0.001273074474856779,1519,0.0,50
seen,libero_long,knn10,False,1571,1357,17,170,0,2,0.001273074474856779,1461,0.0,108
seen,libero_long,knn10,False,1571,1357,18,180,2,4,0.002546148949713558,1407,0.0014214641080312722,162
seen,libero_long,knn10,False,1571,1357,19,190,0,4,0.002546148949713558,1368,0.0,199
seen,libero_long,knn10,False,1571,1357,20,200,0,4,0.002546148949713558,1350,0.0,217
seen,libero_long,knn10,False,1571,1357,21,210,1,5,0.003182686187141948,1296,0.0007716049382716049,271
seen,libero_long,knn10,False,1571,1357,22,220,2,7,0.004455760661998727,1190,0.0016806722689075631,376
seen,libero_long,knn10,False,1571,1357,23,230,1,8,0.005092297899427116,1027,0.0009737098344693282,537
seen,libero_long,knn10,False,1571,1357,24,240,3,11,0.007001909611712286,772,0.0038860103626943004,791
seen,libero_long,knn10,False,1571,1357,25,250,4,15,0.009548058561425843,509,0.007858546168958742,1051
seen,libero_long,knn10,False,1571,1357,26,260,0,15,0.009548058561425843,340,0.0,1216
seen,libero_long,knn10,False,1571,1357,27,270,2,17,0.010821133036282623,235,0.00851063829787234,1321
seen,libero_long,knn10,False,1571,1357,28,280,0,17,0.010821133036282623,171,0.0,1383
seen,libero_long,knn10,False,1571,1357,29,290,0,17,0.010821133036282623,154,0.0,1400
seen,libero_long,knn10,False,1571,1357,30,300,0,17,0.010821133036282623,145,0.0,1409
seen,libero_long,knn10,False,1571,1357,31,310,0,17,0.010821133036282623,137,0.0,1417
seen,libero_long,knn10,False,1571,1357,32,320,3,20,0.012730744748567792,130,0.023076923076923078,1424
seen,libero_long,knn10,False,1571,1357,33,330,3,23,0.01464035646085296,124,0.024193548387096774,1427
seen,libero_long,knn10,False,1571,1357,34,340,1,24,0.015276893698281349,121,0.008264462809917356,1427
seen,libero_long,knn10,False,1571,1357,35,350,1,25,0.015913430935709738,119,0.008403361344537815,1428
seen,libero_long,knn10,False,1571,1357,36,360,0,25,0.015913430935709738,115,0.0,1431
seen,libero_long,knn10,False,1571,1357,37,370,0,25,0.015913430935709738,104,0.0,1442
seen,libero_long,knn10,False,1571,1357,38,380,0,25,0.015913430935709738,91,0.0,1455
seen,libero_long,knn10,False,1571,1357,39,390,0,25,0.015913430935709738,49,0.0,1497
seen,libero_long,knn10,False,1571,1357,40,400,0,25,0.015913430935709738,16,0.0,1530
seen,libero_long,knn10,False,1571,1357,41,410,0,25,0.015913430935709738,12,0.0,1534
seen,libero_long,knn10,False,1571,1357,42,420,0,25,0.015913430935709738,9,0.0,1537
seen,libero_long,knn10,False,1571,1357,43,430,0,25,0.015913430935709738,6,0.0,1540
seen,libero_long,knn10,False,1571,1357,44,440,0,25,0.015913430935709738,4,0.0,1542
seen,libero_long,knn10,False,1571,1357,45,450,0,25,0.015913430935709738,3,0.0,1543
seen,libero_long,knn10,False,1571,1357,46,460,0,25,0.015913430935709738,1,0.0,1545
seen,libero_long,knn10,False,1571,1357,47,470,0,25,0.015913430935709738,1,0.0,1545
seen,libero_long,knn10,False,1571,1357,48,480,0,25,0.015913430935709738,1,0.0,1545
seen,libero_long,knn10,False,1571,1357,49,490,0,25,0.015913430935709738,1,0.0,1545
seen,libero_long,knn10,False,1571,1357,50,500,0,25,0.015913430935709738,1,0.0,1545
seen,libero_long,knn10,False,1571,1357,51,510,0,25,0.015913430935709738,0,,1546
seen,libero_long,knn10,True,109,83,0,0,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,1,10,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,2,20,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,3,30,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,4,40,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,5,50,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,6,60,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,7,70,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,8,80,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,9,90,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,10,100,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,11,110,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,12,120,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,13,130,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,14,140,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,15,150,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,16,160,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,17,170,0,0,0.0,109,0.0,0
seen,libero_long,knn10,True,109,83,18,180,1,1,0.009174311926605505,109,0.009174311926605505,0
seen,libero_long,knn10,True,109,83,19,190,0,1,0.009174311926605505,108,0.0,0
seen,libero_long,knn10,True,109,83,20,200,0,1,0.009174311926605505,108,0.0,0
seen,libero_long,knn10,True,109,83,21,210,0,1,0.009174311926605505,108,0.0,0
seen,libero_long,knn10,True,109,83,22,220,0,1,0.009174311926605505,108,0.0,0
seen,libero_long,knn10,True,109,83,23,230,0,1,0.009174311926605505,108,0.0,0
seen,libero_long,knn10,True,109,83,24,240,0,1,0.009174311926605505,108,0.0,0
seen,libero_long,knn10,True,109,83,25,250,1,2,0.01834862385321101,108,0.009259259259259259,0
seen,libero_long,knn10,True,109,83,26,260,0,2,0.01834862385321101,107,0.0,0
seen,libero_long,knn10,True,109,83,27,270,3,5,0.045871559633027525,107,0.028037383177570093,0
seen,libero_long,knn10,True,109,83,28,280,2,7,0.06422018348623854,104,0.019230769230769232,0
seen,libero_long,knn10,True,109,83,29,290,0,7,0.06422018348623854,102,0.0,0
seen,libero_long,knn10,True,109,83,30,300,4,11,0.10091743119266056,102,0.0392156862745098,0
seen,libero_long,knn10,True,109,83,31,310,2,13,0.11926605504587157,98,0.02040816326530612,0
seen,libero_long,knn10,True,109,83,32,320,6,19,0.1743119266055046,96,0.0625,0
seen,libero_long,knn10,True,109,83,33,330,9,28,0.25688073394495414,90,0.1,0
seen,libero_long,knn10,True,109,83,34,340,5,33,0.30275229357798167,81,0.06172839506172839,0
seen,libero_long,knn10,True,109,83,35,350,6,39,0.3577981651376147,76,0.07894736842105263,0
seen,libero_long,knn10,True,109,83,36,360,5,44,0.4036697247706422,70,0.07142857142857142,0
seen,libero_long,knn10,True,109,83,37,370,4,48,0.44036697247706424,65,0.06153846153846154,0
seen,libero_long,knn10,True,109,83,38,380,1,49,0.44954128440366975,61,0.01639344262295082,0
seen,libero_long,knn10,True,109,83,39,390,1,50,0.45871559633027525,60,0.016666666666666666,0
seen,libero_long,knn10,True,109,83,40,400,1,51,0.46788990825688076,59,0.01694915254237288,0
seen,libero_long,knn10,True,109,83,41,410,1,52,0.47706422018348627,58,0.017241379310344827,0
seen,libero_long,knn10,True,109,83,42,420,2,54,0.4954128440366973,57,0.03508771929824561,0
seen,libero_long,knn10,True,109,83,43,430,1,55,0.5045871559633027,55,0.01818181818181818,0
seen,libero_long,knn10,True,109,83,44,440,2,57,0.5229357798165137,54,0.037037037037037035,0
seen,libero_long,knn10,True,109,83,45,450,0,57,0.5229357798165137,52,0.0,0
seen,libero_long,knn10,True,109,83,46,460,0,57,0.5229357798165137,52,0.0,0
seen,libero_long,knn10,True,109,83,47,470,0,57,0.5229357798165137,52,0.0,0
seen,libero_long,knn10,True,109,83,48,480,0,57,0.5229357798165137,52,0.0,0
seen,libero_long,knn10,True,109,83,49,490,0,57,0.5229357798165137,52,0.0,0
seen,libero_long,knn10,True,109,83,50,500,0,57,0.5229357798165137,52,0.0,0
seen,libero_long,knn10,True,109,83,51,510,0,57,0.5229357798165137,52,0.0,0
seen,libero_object,knn10,False,1656,1414,0,0,0,0,0.0,1656,0.0,0
seen,libero_object,knn10,False,1656,1414,1,10,0,0,0.0,1656,0.0,0
seen,libero_object,knn10,False,1656,1414,2,20,0,0,0.0,1656,0.0,0
