window,threshold_mode,method,alpha,level,group,episodes,failures,successes,tp,fp,fn,tn,recall,fpr,precision,auc_peak_ratio,ap_peak_ratio,auc_peak_raw,ap_peak_raw,auc_endpoint_ratio,auc_endpoint_raw
fixed_q10,frozen_full,c4_assigned_radius,0.05,all,all,8000,541,7459,13,1,528,7458,0.024029574861367836,0.0001340662287169862,0.9285714285714286,0.766015028799458,0.2982617604753978,0.760602941180115,0.2968449655170513,0.7645103150457251,0.7596871523663928
fixed_q10,prefix_calibration,knn20,0.05,all,all,8000,541,7459,200,316,341,7143,0.36968576709796674,0.042364928274567636,0.3875968992248062,0.799709019286951,0.33384670938457595,0.7756920828316176,0.33513321681702374,0.7980360412646436,0.7760405063391519
fixed_q10,prefix_calibration,c32_centroid_distance,0.05,all,all,8000,541,7459,189,339,352,7120,0.34935304990757854,0.04544845153505832,0.35795454545454547,0.7785756219025064,0.2943094853047676,0.7620292224728702,0.2952785490463415,0.7757010040594065,0.7644986678872229
fixed_q10,prefix_calibration,c4_centroid_distance,0.05,all,all,8000,541,7459,239,297,302,7162,0.4417744916820702,0.0398176699289449,0.4458955223880597,0.8153204244819308,0.3705088043677308,0.8105022180402591,0.35976651889286937,0.8186839751702406,0.8139111183031627
fixed_q10,prefix_calibration,c4_assigned_radius,0.05,all,all,8000,541,7459,143,197,398,7262,0.2643253234750462,0.02641104705724628,0.42058823529411765,0.7542345475041751,0.2923662168392145,0.760602941180115,0.2968449655170513,0.7534841731223728,0.7596871523663928
fixed_q10,frozen_full,knn20,0.05,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,800,10,790,0,0,10,790,0.0,0.0,,0.700379746835443,0.029773035077349456,0.700379746835443,0.029773035077349456,0.6631645569620253,0.6631645569620253
fixed_q10,frozen_full,c32_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,800,10,790,0,0,10,790,0.0,0.0,,0.6874683544303797,0.026347477963889344,0.6874683544303797,0.026347477963889344,0.679620253164557,0.679620253164557
fixed_q10,frozen_full,c4_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,800,10,790,0,0,10,790,0.0,0.0,,0.7079746835443037,0.028287886212734134,0.7079746835443037,0.028287886212734134,0.6234177215189873,0.6234177215189873
fixed_q10,frozen_full,c4_assigned_radius,0.05,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,800,10,790,0,0,10,790,0.0,0.0,,0.7222784810126582,0.03132584245149302,0.7222784810126582,0.03132584245149302,0.640253164556962,0.640253164556962
fixed_q10,prefix_calibration,knn20,0.05,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,800,10,790,0,5,10,785,0.0,0.006329113924050633,0.0,0.700379746835443,0.029773035077349456,0.700379746835443,0.029773035077349456,0.6631645569620253,0.6631645569620253
fixed_q10,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,800,10,790,0,2,10,788,0.0,0.002531645569620253,0.0,0.6874683544303797,0.026347477963889344,0.6874683544303797,0.026347477963889344,0.679620253164557,0.679620253164557
fixed_q10,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,800,10,790,0,0,10,790,0.0,0.0,,0.7079746835443037,0.028287886212734134,0.7079746835443037,0.028287886212734134,0.6234177215189873,0.6234177215189873
fixed_q10,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,800,10,790,0,0,10,790,0.0,0.0,,0.7222784810126582,0.03132584245149302,0.7222784810126582,0.03132584245149302,0.640253164556962,0.640253164556962
fixed_q10,frozen_full,knn20,0.05,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,800,5,795,0,0,5,795,0.0,0.0,,0.7154716981132075,0.01269832138423577,0.7154716981132075,0.01269832138423577,0.7506918238993711,0.7506918238993711
fixed_q10,frozen_full,c32_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,800,5,795,0,0,5,795,0.0,0.0,,0.6860377358490566,0.011589368124222087,0.6860377358490566,0.011589368124222087,0.7277987421383648,0.7277987421383648
fixed_q10,frozen_full,c4_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,800,5,795,0,0,5,795,0.0,0.0,,0.5484276729559749,0.00808756334857632,0.5484276729559749,0.00808756334857632,0.5693081761006289,0.5693081761006289
fixed_q10,frozen_full,c4_assigned_radius,0.05,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,800,5,795,0,0,5,795,0.0,0.0,,0.5849056603773586,0.009200922708870872,0.5849056603773586,0.009200922708870872,0.5861635220125786,0.5861635220125786
fixed_q10,prefix_calibration,knn20,0.05,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,800,5,795,0,15,5,780,0.0,0.018867924528301886,0.0,0.7154716981132075,0.01269832138423577,0.7154716981132075,0.01269832138423577,0.7506918238993711,0.7506918238993711
fixed_q10,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,800,5,795,0,37,5,758,0.0,0.04654088050314465,0.0,0.6860377358490566,0.011589368124222087,0.6860377358490566,0.011589368124222087,0.7277987421383648,0.7277987421383648
fixed_q10,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,800,5,795,0,1,5,794,0.0,0.0012578616352201257,0.0,0.5484276729559749,0.00808756334857632,0.5484276729559749,0.00808756334857632,0.5693081761006289,0.5693081761006289
fixed_q10,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,800,5,795,0,3,5,792,0.0,0.0037735849056603774,0.0,0.5849056603773586,0.009200922708870872,0.5849056603773586,0.009200922708870872,0.5861635220125786,0.5861635220125786
fixed_q10,frozen_full,knn20,0.05,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,800,7,793,0,0,7,793,0.0,0.0,,0.3885786344802738,0.009333512118055482,0.3885786344802738,0.009333512118055482,0.38533597549990994,0.38533597549990994
fixed_q10,frozen_full,c32_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,800,7,793,0,0,7,793,0.0,0.0,,0.34192037470725994,0.009061346967888996,0.34192037470725994,0.009061346967888996,0.37110430553053503,0.37110430553053503
fixed_q10,frozen_full,c4_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,800,7,793,0,0,7,793,0.0,0.0,,0.31976220500810665,0.010822533026125566,0.31976220500810665,0.010822533026125566,0.3125562961628535,0.3125562961628535
fixed_q10,frozen_full,c4_assigned_radius,0.05,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,800,7,793,0,0,7,793,0.0,0.0,,0.3911007025761124,0.012392985586679844,0.3911007025761124,0.012392985586679844,0.3251666366420465,0.3251666366420465
fixed_q10,prefix_calibration,knn20,0.05,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,800,7,793,0,0,7,793,0.0,0.0,,0.3885786344802738,0.009333512118055482,0.3885786344802738,0.009333512118055482,0.38533597549990994,0.38533597549990994
fixed_q10,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,800,7,793,0,0,7,793,0.0,0.0,,0.34192037470725994,0.009061346967888996,0.34192037470725994,0.009061346967888996,0.37110430553053503,0.37110430553053503
fixed_q10,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,800,7,793,0,1,7,792,0.0,0.0012610340479192938,0.0,0.31976220500810665,0.010822533026125566,0.31976220500810665,0.010822533026125566,0.3125562961628535,0.3125562961628535
fixed_q10,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,800,7,793,0,1,7,792,0.0,0.0012610340479192938,0.0,0.3911007025761124,0.012392985586679844,0.3911007025761124,0.012392985586679844,0.3251666366420465,0.3251666366420465
fixed_q10,frozen_full,knn20,0.05,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,800,289,511,0,0,289,511,0.0,0.0,,0.5210896606829678,0.3807838077910507,0.5210896606829678,0.3807838077910507,0.5222001774118189,0.5222001774118189
fixed_q10,frozen_full,c32_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,800,289,511,2,2,287,509,0.006920415224913495,0.003913894324853229,0.5,0.5255791277026525,0.3911746141066345,0.5255791277026525,0.3911746141066345,0.5256739279112128,0.5256739279112128
fixed_q10,frozen_full,c4_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,800,289,511,0,0,289,511,0.0,0.0,,0.5385058132842178,0.3600068961933449,0.5385058132842178,0.3600068961933449,0.5380724409022272,0.5380724409022272
fixed_q10,frozen_full,c4_assigned_radius,0.05,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,800,289,511,0,0,289,511,0.0,0.0,,0.5380588980152898,0.3770643955961611,0.5380588980152898,0.3770643955961611,0.5398262447605957,0.5398262447605957
fixed_q10,prefix_calibration,knn20,0.05,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,800,289,511,146,273,143,238,0.5051903114186851,0.5342465753424658,0.34844868735083534,0.5210896606829678,0.3807838077910507,0.5210896606829678,0.3807838077910507,0.5222001774118189,0.5222001774118189
fixed_q10,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,800,289,511,146,262,143,249,0.5051903114186851,0.512720156555773,0.35784313725490197,0.5255791277026525,0.3911746141066345,0.5255791277026525,0.3911746141066345,0.5256739279112128,0.5256739279112128
fixed_q10,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,800,289,511,184,274,105,237,0.6366782006920415,0.5362035225048923,0.4017467248908297,0.5385058132842178,0.3600068961933449,0.5385058132842178,0.3600068961933449,0.5380724409022272,0.5380724409022272
fixed_q10,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,800,289,511,96,137,193,374,0.33217993079584773,0.26810176125244617,0.41201716738197425,0.5380588980152898,0.3770643955961611,0.5380588980152898,0.3770643955961611,0.5398262447605957,0.5398262447605957
fixed_q10,frozen_full,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,800,56,744,14,1,42,743,0.25,0.0013440860215053765,0.9333333333333333,0.8992655529953918,0.6535780533243273,0.8992655529953918,0.6535780533243273,0.8474462365591399,0.8474462365591399
fixed_q10,frozen_full,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,800,56,744,8,2,48,742,0.14285714285714285,0.002688172043010753,0.8,0.8734399001536098,0.590215042217121,0.8734399001536098,0.590215042217121,0.821932603686636,0.821932603686636
fixed_q10,frozen_full,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,800,56,744,13,1,43,743,0.23214285714285715,0.0013440860215053765,0.9285714285714286,0.9250912058371735,0.7077450658167689,0.9250912058371735,0.7077450658167689,0.8481422811059908,0.8481422811059908
fixed_q10,frozen_full,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,800,56,744,13,1,43,743,0.23214285714285715,0.0013440860215053765,0.9285714285714286,0.9111943164362518,0.6790900781795163,0.9111943164362518,0.6790900781795163,0.833453341013825,0.833453341013825
fixed_q10,prefix_calibration,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,800,56,744,37,10,19,734,0.6607142857142857,0.013440860215053764,0.7872340425531915,0.8992655529953918,0.6535780533243273,0.8992655529953918,0.6535780533243273,0.8474462365591399,0.8474462365591399
fixed_q10,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,800,56,744,31,10,25,734,0.5535714285714286,0.013440860215053764,0.7560975609756098,0.8734399001536098,0.590215042217121,0.8734399001536098,0.590215042217121,0.821932603686636,0.821932603686636
fixed_q10,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,800,56,744,34,10,22,734,0.6071428571428571,0.013440860215053764,0.7727272727272727,0.9250912058371735,0.7077450658167689,0.9250912058371735,0.7077450658167689,0.8481422811059908,0.8481422811059908
fixed_q10,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,800,56,744,25,6,31,738,0.44642857142857145,0.008064516129032258,0.8064516129032258,0.9111943164362518,0.6790900781795163,0.9111943164362518,0.6790900781795163,0.833453341013825,0.833453341013825
fixed_q10,frozen_full,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,0,0,23,777,0.0,0.0,,0.8908846734933692,0.7562104898972393,0.8908846734933692,0.7562104898972393,0.8897095853617593,0.8897095853617593
fixed_q10,frozen_full,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,0,0,23,777,0.0,0.0,,0.8840020144367969,0.6454241608076483,0.8840020144367969,0.6454241608076483,0.7154048458396285,0.7154048458396285
fixed_q10,frozen_full,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,0,0,23,777,0.0,0.0,,0.8751049185831794,0.72860742851063,0.8751049185831794,0.72860742851063,0.879413575065749,0.879413575065749
fixed_q10,frozen_full,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,0,0,23,777,0.0,0.0,,0.8690616081920429,0.7243760769570949,0.8690616081920429,0.7243760769570949,0.8744334396508309,0.8744334396508309
fixed_q10,prefix_calibration,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,17,1,6,776,0.7391304347826086,0.001287001287001287,0.9444444444444444,0.8908846734933692,0.7562104898972393,0.8908846734933692,0.7562104898972393,0.8897095853617593,0.8897095853617593
fixed_q10,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,11,1,12,776,0.4782608695652174,0.001287001287001287,0.9166666666666666,0.8840020144367969,0.6454241608076483,0.8840020144367969,0.6454241608076483,0.7154048458396285,0.7154048458396285
fixed_q10,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,17,1,6,776,0.7391304347826086,0.001287001287001287,0.9444444444444444,0.8751049185831794,0.72860742851063,0.8751049185831794,0.72860742851063,0.879413575065749,0.879413575065749
fixed_q10,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,800,23,777,17,23,6,754,0.7391304347826086,0.029601029601029602,0.425,0.8690616081920429,0.7243760769570949,0.8690616081920429,0.7243760769570949,0.8744334396508309,0.8744334396508309
fixed_q10,frozen_full,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,0,0,10,790,0.0,0.0,,0.7013924050632911,0.08206916189902759,0.7013924050632911,0.08206916189902759,0.6864556962025317,0.6864556962025317
fixed_q10,frozen_full,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,0,0,10,790,0.0,0.0,,0.659746835443038,0.053850933018326906,0.659746835443038,0.053850933018326906,0.6632911392405064,0.6632911392405064
fixed_q10,frozen_full,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,0,0,10,790,0.0,0.0,,0.6960759493670886,0.12268684526965089,0.6960759493670886,0.12268684526965089,0.7012658227848101,0.7012658227848101
fixed_q10,frozen_full,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,0,0,10,790,0.0,0.0,,0.7003797468354431,0.12785248701448237,0.7003797468354431,0.12785248701448237,0.7032911392405062,0.7032911392405062
fixed_q10,prefix_calibration,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,0,8,10,782,0.0,0.010126582278481013,0.0,0.7013924050632911,0.08206916189902759,0.7013924050632911,0.08206916189902759,0.6864556962025317,0.6864556962025317
fixed_q10,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,0,10,10,780,0.0,0.012658227848101266,0.0,0.659746835443038,0.053850933018326906,0.659746835443038,0.053850933018326906,0.6632911392405064,0.6632911392405064
fixed_q10,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,4,10,6,780,0.4,0.012658227848101266,0.2857142857142857,0.6960759493670886,0.12268684526965089,0.6960759493670886,0.12268684526965089,0.7012658227848101,0.7012658227848101
fixed_q10,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,800,10,790,4,10,6,780,0.4,0.012658227848101266,0.2857142857142857,0.7003797468354431,0.12785248701448237,0.7003797468354431,0.12785248701448237,0.7032911392405062,0.7032911392405062
fixed_q10,frozen_full,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,0,37,763,0.0,0.0,,0.532358046119514,0.07737395550222737,0.532358046119514,0.07737395550222737,0.539159080443484,0.539159080443484
fixed_q10,frozen_full,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,0,37,763,0.0,0.0,,0.5646275371046012,0.0836601392799523,0.5646275371046012,0.0836601392799523,0.5812404803230491,0.5812404803230491
fixed_q10,frozen_full,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,0,37,763,0.0,0.0,,0.5680280542665864,0.08419749663070289,0.5680280542665864,0.08419749663070289,0.6005100775742978,0.6005100775742978
fixed_q10,frozen_full,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,0,37,763,0.0,0.0,,0.5694095143636428,0.0894271960287328,0.5694095143636428,0.0894271960287328,0.613545393361907,0.613545393361907
fixed_q10,prefix_calibration,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,0,37,763,0.0,0.0,,0.532358046119514,0.07737395550222737,0.532358046119514,0.07737395550222737,0.539159080443484,0.539159080443484
fixed_q10,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,0,37,763,0.0,0.0,,0.5646275371046012,0.0836601392799523,0.5646275371046012,0.0836601392799523,0.5812404803230491,0.5812404803230491
fixed_q10,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,0,0,37,763,0.0,0.0,,0.5680280542665864,0.08419749663070289,0.5680280542665864,0.08419749663070289,0.6005100775742978,0.6005100775742978
fixed_q10,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,800,37,763,1,6,36,757,0.02702702702702703,0.007863695937090432,0.14285714285714285,0.5694095143636428,0.0894271960287328,0.5694095143636428,0.0894271960287328,0.613545393361907,0.613545393361907
fixed_q10,frozen_full,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,0,90,710,0.0,0.0,,0.48532081377151803,0.11805375442573966,0.48532081377151803,0.11805375442573966,0.4805946791862285,0.4805946791862285
fixed_q10,frozen_full,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,0,90,710,0.0,0.0,,0.4665727699530516,0.11474587932629535,0.4665727699530516,0.11474587932629535,0.46801251956181533,0.46801251956181533
fixed_q10,frozen_full,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,0,90,710,0.0,0.0,,0.5451017214397497,0.16453172316691705,0.5451017214397497,0.16453172316691705,0.572206572769953,0.572206572769953
fixed_q10,frozen_full,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,0,90,710,0.0,0.0,,0.5149295774647886,0.13221060062481624,0.5149295774647886,0.13221060062481624,0.5237402190923317,0.5237402190923317
fixed_q10,prefix_calibration,knn20,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,4,90,706,0.0,0.005633802816901409,0.0,0.48532081377151803,0.11805375442573966,0.48532081377151803,0.11805375442573966,0.4805946791862285,0.4805946791862285
fixed_q10,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,1,17,89,693,0.011111111111111112,0.023943661971830985,0.05555555555555555,0.4665727699530516,0.11474587932629535,0.4665727699530516,0.11474587932629535,0.46801251956181533,0.46801251956181533
fixed_q10,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,0,90,710,0.0,0.0,,0.5451017214397497,0.16453172316691705,0.5451017214397497,0.16453172316691705,0.572206572769953,0.572206572769953
fixed_q10,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,800,90,710,0,0,90,710,0.0,0.0,,0.5149295774647886,0.13221060062481624,0.5149295774647886,0.13221060062481624,0.5237402190923317,0.5237402190923317
fixed_q10,frozen_full,knn20,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,0,0,14,786,0.0,0.0,,0.6960196292257361,0.04236418416547144,0.6960196292257361,0.04236418416547144,0.7211922937113777,0.7211922937113777
fixed_q10,frozen_full,c32_centroid_distance,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,0,0,14,786,0.0,0.0,,0.4423845874227554,0.01624610719836441,0.4423845874227554,0.01624610719836441,0.5604325699745547,0.5604325699745547
fixed_q10,frozen_full,c4_centroid_distance,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,0,0,14,786,0.0,0.0,,0.7506361323155216,0.06663223507719532,0.7506361323155216,0.06663223507719532,0.7484551072337331,0.7484551072337331
fixed_q10,frozen_full,c4_assigned_radius,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,0,0,14,786,0.0,0.0,,0.7756270447110142,0.07989281065765369,0.7756270447110142,0.07989281065765369,0.7684478371501272,0.7684478371501272
fixed_q10,prefix_calibration,knn20,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,0,0,14,786,0.0,0.0,,0.6960196292257361,0.04236418416547144,0.6960196292257361,0.04236418416547144,0.7211922937113777,0.7211922937113777
fixed_q10,prefix_calibration,c32_centroid_distance,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,0,0,14,786,0.0,0.0,,0.4423845874227554,0.01624610719836441,0.4423845874227554,0.01624610719836441,0.5604325699745547,0.5604325699745547
fixed_q10,prefix_calibration,c4_centroid_distance,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,0,0,14,786,0.0,0.0,,0.7506361323155216,0.06663223507719532,0.7506361323155216,0.06663223507719532,0.7484551072337331,0.7484551072337331
fixed_q10,prefix_calibration,c4_assigned_radius,0.05,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,800,14,786,0,11,14,775,0.0,0.013994910941475827,0.0,0.7756270447110142,0.07989281065765369,0.7756270447110142,0.07989281065765369,0.7684478371501272,0.7684478371501272
fixed_q10,frozen_full,knn20,0.05,fold,libero_long_full_0,2400,74,2326,0,0,74,2326,0.0,0.0,,0.6671004624572983,0.2821714174245697,0.6671004624572983,0.2821714174245697,0.68057330761544,0.68057330761544
fixed_q10,frozen_full,c32_centroid_distance,0.05,fold,libero_long_full_0,2400,74,2326,0,0,74,2326,0.0,0.0,,0.6496479282377821,0.24195085129079075,0.6496479282377821,0.24195085129079075,0.6403232553275545,0.6403232553275545
