design,scope,cluster_unit,layer,token_role,relative_query,metric,n_strata,n_pairs,n_tasks,n_clusters,auc,auc_lo,auc_hi,auc_abs,null_auc,null_lo,null_hi,null_abs_mean,n_strata_null,delta_abs,delta_abs_lo,delta_abs_hi,p_boot,exceeds_null_paired,exceeds_null_disjoint,q_bh,exceeds_null_bh
primary,both,run_task,L14,state,4,hellinger_to_pre,154,445,10,16,0.5897186147186142,0.43863450683303634,0.7693570788530467,0.0897186147186142,0.4987352898550701,0.3904910714285714,0.6055597014925372,0.04339582849187602,115,0.046322786226738175,-0.06904251887455531,0.24001421376940418,0.2142,False,False,0.37675247524752475,False
primary,both,run_task,L14,state,5,hellinger_to_pre,150,440,10,16,0.5085555555555554,0.39821634718355103,0.6992731696527313,0.008555555555555427,0.4992042035398219,0.3894726144629867,0.6079242734724293,0.043331579872597115,113,-0.03477602431704169,-0.08296354118433905,0.15969946849317906,0.3805,False,False,0.41780392156862745,False
primary,both,run_task,L14,action,-1,hellinger_to_pre,155,446,10,16,0.5883870967741937,0.3794923368214831,0.7129588279289711,0.08838709677419365,0.500384927536232,0.38934076937406853,0.6090965584486923,0.043744216298628874,115,0.04464288047556478,-0.07057493699753312,0.18635185141537255,0.21,False,False,0.37675247524752475,False
primary,both,run_task,L14,action,0,hellinger_to_pre,155,446,10,16,0.5777419354838707,0.4767689356750664,0.6489900258870107,0.07774193548387065,0.5000608695652148,0.3909030303030303,0.6099811046511627,0.04333133137064556,115,0.03441060411322509,-0.08432395411011223,0.12520089438798013,0.2511,False,False,0.3834981818181818,False
primary,both,run_task,L14,action,1,hellinger_to_pre,155,446,10,16,0.7065591397849458,0.6305193140193142,0.780852331109578,0.20655913978494578,0.4987144202898549,0.3874971846846847,0.6083347902097901,0.043636758406941374,115,0.1629223813780044,0.042125121236555325,0.2522598070460546,0.0071,True,True,0.1632,False
primary,both,run_task,L14,action,2,hellinger_to_pre,155,446,10,16,0.7048387096774191,0.5511262987566002,0.7911684463819122,0.20483870967741913,0.4999128260869596,0.39054665398497707,0.6102798080309969,0.04371053837872151,115,0.1611281712986976,-0.017647580857489655,0.2662927271502378,0.0344,False,False,0.2329220338983051,False
primary,both,run_task,L14,action,3,hellinger_to_pre,155,446,10,16,0.646559139784946,0.49635328796012274,0.8174603500136719,0.14655913978494595,0.4998734057971028,0.39178793532338313,0.6095805874129865,0.0434638213243962,115,0.10309531846054976,-0.052238337190133585,0.2852125226449273,0.1075,False,False,0.30638644067796605,False
primary,both,run_task,L14,action,4,hellinger_to_pre,154,445,10,16,0.6079004329004329,0.45943428760393085,0.7614873340640602,0.10790043290043294,0.49995586956521704,0.3906690351981771,0.6076790444870741,0.0433845142663039,115,0.06451591863412903,-0.06646571289334438,0.21913489160651775,0.1826,False,False,0.3615438596491228,False
primary,both,run_task,L14,action,5,hellinger_to_pre,150,440,10,16,0.5767777777777778,0.47150043455952423,0.7777792096219932,0.07677777777777783,0.4997797197640097,0.38943676659332593,0.6089743589743589,0.04391639750122851,113,0.03286138027654932,-0.07865096142535818,0.22504613817113814,0.2881,False,False,0.39245344129554655,False
primary,both,run_task,L15,state,-1,hellinger_to_pre,155,446,10,16,0.42129032258064514,0.28499456521739136,0.5014936854190586,0.07870967741935486,0.5007785507246387,0.3912262799856785,0.6095928596694321,0.043748827692546954,115,0.03496084972680791,-0.06728219913619878,0.17326817145031276,0.2386,False,False,0.3782311926605505,False
primary,both,run_task,L15,state,0,hellinger_to_pre,155,446,10,16,0.42860215053763445,0.31666424418604633,0.5113942616033753,0.07139784946236555,0.5008145652173908,0.39024355200448557,0.611111111111111,0.04389388642087236,115,0.02750396304149319,-0.07851891499147438,0.14876199487362954,0.2931,False,False,0.39262470119521914,False
primary,both,run_task,L15,state,1,hellinger_to_pre,155,446,10,16,0.2541935483870968,0.1952560422004998,0.4151182156999764,0.2458064516129032,0.5004876811594205,0.394660806145932,0.610545409752686,0.043137106780606504,115,0.2026693448322967,0.016899523537259428,0.2841051302999833,0.018,True,False,0.22079999999999997,False
primary,both,run_task,L15,state,2,hellinger_to_pre,155,446,10,16,0.42451612903225794,0.33634184900682806,0.5238132440476189,0.07548387096774206,0.5002084057971027,0.39316196236559137,0.6089033362470863,0.04327189093671829,115,0.032211980031023775,-0.07631478613778435,0.13197528800410901,0.2595,False,False,0.3876693333333333,False
primary,both,run_task,L15,state,3,hellinger_to_pre,155,446,10,16,0.46172043010752684,0.3941596676336641,0.5391092582942506,0.038279569892473164,0.5007957246376814,0.392214101209346,0.611684305768809,0.043067759191127986,115,-0.004788189298654821,-0.09865529107422287,0.07880541691920373,0.4826,False,False,0.5004740740740741,False
primary,both,run_task,L15,state,4,hellinger_to_pre,154,445,10,16,0.4556277056277058,0.30916383744855963,0.5667771156378908,0.044372294372294174,0.5012326811594184,0.3919262035472973,0.6109536498708009,0.04350227019721445,115,0.0008700241750797255,-0.08876450614980809,0.16023570142918533,0.367,False,False,0.41318019801980194,False
primary,both,run_task,L15,state,5,hellinger_to_pre,150,440,10,16,0.39233333333333337,0.3483421209751339,0.48615415941446855,0.10766666666666663,0.50072448377581,0.3918701554313186,0.6111153455284553,0.04364310944109358,113,0.06402355722557306,-0.053158206416413986,0.13172494334598517,0.1166,False,False,0.31200000000000006,False
primary,both,run_task,L15,action,-1,hellinger_to_pre,155,446,10,16,0.5022580645161292,0.4036991392801251,0.6047445262435153,0.002258064516129199,0.5004560144927562,0.3908730158730158,0.6100018656716416,0.043810586939394984,115,-0.041552522423265785,-0.09515917154791255,0.08447947608007919,0.5233,False,False,0.531204833836858,False
primary,both,run_task,L15,action,0,hellinger_to_pre,155,446,10,16,0.5370967741935484,0.3377546207162111,0.685321275946276,0.0370967741935484,0.5001055072463779,0.3928453169347209,0.6095689439439439,0.04357658299505533,115,-0.006479808801506934,-0.07451615716396878,0.16337393846936185,0.2987,False,False,0.39375,False
primary,both,run_task,L15,action,1,hellinger_to_pre,155,446,10,16,0.6803225806451615,0.5364545281582952,0.7899484126984126,0.1803225806451615,0.5001056521739129,0.389998427672956,0.6122875370243791,0.04408839660060761,115,0.1362341840445539,-0.02335340611583558,0.25757266992267003,0.0491,False,False,0.2462328358208955,False
primary,both,run_task,L15,action,2,hellinger_to_pre,155,446,10,16,0.7031182795698926,0.6054877190237796,0.7687123547114987,0.2031182795698926,0.5007552173913074,0.3924226641414142,0.6141310551915823,0.04327774987337105,115,0.15984052969652154,0.03537125223483157,0.24399536064425761,0.0097,True,False,0.1632,False
primary,both,run_task,L15,action,3,hellinger_to_pre,155,446,10,16,0.6896774193548385,0.5988153671583725,0.8139184712014339,0.1896774193548385,0.4992115942028977,0.39042596919349265,0.6084051241888564,0.043635301611096314,115,0.1460421177437422,0.023972611084932354,0.2787581022196609,0.0124,True,False,0.17359999999999998,False
primary,both,run_task,L15,action,4,hellinger_to_pre,154,445,10,16,0.7525974025974025,0.5265983280254777,0.9018620942586244,0.2525974025974025,0.5001786956521752,0.3907559134765018,0.6102616279069767,0.04357624614946893,115,0.20902115644793356,-0.018017371238388608,0.3670356008864081,0.0381,False,False,0.2329220338983051,False
primary,both,run_task,L15,action,5,hellinger_to_pre,150,440,10,16,0.6659999999999998,0.5563155523944997,0.7972562727976124,0.16599999999999981,0.4999267699115056,0.3899553571428571,0.6102721291866029,0.043792260927093,113,0.12220773907290682,-0.007680848287051416,0.25859804840845557,0.032,False,False,0.2329220338983051,False
primary,both,run_task,L2,state,-1,gate_entropy,155,446,10,16,0.5466666666666666,0.3925093243819265,0.7435187432578209,0.046666666666666634,0.500343260869567,0.39215591275269795,0.6060168997668998,0.043332911118025154,115,0.00333375554864148,-0.07993076266397697,0.21030734004127952,0.3095,False,False,0.3966844106463878,False
primary,both,run_task,L2,state,0,gate_entropy,155,446,10,16,0.401505376344086,0.3174638921977368,0.5173077956989247,0.098494623655914,0.5004497101449297,0.393936799501868,0.6088831180984465,0.04345118731905516,115,0.055043436336858834,-0.0695853909658529,0.15107299301919694,0.1939,False,False,0.3669573033707865,False
primary,both,run_task,L2,state,1,gate_entropy,155,446,10,16,0.5640860215053763,0.37980957616953226,0.8206812976148979,0.06408602150537634,0.5002615217391306,0.3903497583243824,0.6101731907452247,0.04395123067343876,115,0.020134790831937588,-0.07942193884350675,0.2850655773900075,0.2596,False,False,0.3876693333333333,False
primary,both,run_task,L2,state,2,gate_entropy,155,446,10,16,0.5565591397849465,0.33732255803338557,0.7052230198931078,0.05655913978494653,0.5009271014492761,0.39138373229115775,0.6094545131485429,0.043598537051951256,115,0.012960602732995277,-0.07999846681096683,0.1827090712149526,0.2965,False,False,0.39375,False
primary,both,run_task,L2,state,3,gate_entropy,155,446,10,16,0.6379569892473119,0.504237714987715,0.7671388641094259,0.13795698924731192,0.49984427536231707,0.39473328591749646,0.6070411328902587,0.04333785203869421,115,0.09461913720861771,-0.052354402620475235,0.23682808542593292,0.1015,False,False,0.30638644067796605,False
primary,both,run_task,L2,state,4,gate_entropy,154,445,10,16,0.6412337662337663,0.5014083745107062,0.8062730374161013,0.14123376623376627,0.5002073188405789,0.389998427672956,0.609759779663014,0.043696258069300956,115,0.09753750816446531,-0.05668852055636781,0.27110234985994397,0.1112,False,False,0.31200000000000006,False
primary,both,run_task,L2,state,5,gate_entropy,150,440,10,16,0.5754444444444448,0.4025985923060391,0.7226212042788132,0.07544444444444476,0.49965988200590145,0.38847940385831753,0.6091276827632461,0.04405312492043631,113,0.03139131952400845,-0.07699132756444466,0.1864869263308161,0.2766,False,False,0.39245344129554655,False
primary,both,run_task,L2,action,-1,gate_entropy,155,446,10,16,0.4901075268817203,0.36920056708872084,0.6509392271349612,0.009892473118279677,0.4994738405797104,0.38991527881348914,0.6065215121136174,0.043407444467702914,115,-0.03351497134942324,-0.0821840598970707,0.12755014441144008,0.3687,False,False,0.41318019801980194,False
primary,both,run_task,L2,action,0,gate_entropy,155,446,10,16,0.44989247311827957,0.2776280746970519,0.6826691609977324,0.05010752688172043,0.4998683333333331,0.391155328798186,0.6076398642322098,0.043157121072300346,115,0.006950405809420086,-0.07209440574475409,0.198346222136852,0.2417,False,False,0.3782311926605505,False
primary,both,run_task,L2,action,1,gate_entropy,155,446,10,16,0.28827956989247294,0.1657540174719586,0.46506793478260877,0.21172043010752706,0.5002529710144918,0.3904750881834216,0.608456749445061,0.04332467980161655,115,0.1683957503059105,-0.016068190186304353,0.30349260658284394,0.0353,False,False,0.2329220338983051,False
primary,both,run_task,L2,action,2,gate_entropy,155,446,10,16,0.2529032258064515,0.15289700894233738,0.33824921151192583,0.24709677419354847,0.49991376811594,0.38999702380952384,0.6055132478973703,0.043214008717737465,115,0.20388276547581102,0.08126312123455269,0.3200909045886396,0.0028,True,True,0.112,False
primary,both,run_task,L2,action,3,gate_entropy,155,446,10,16,0.34000000000000014,0.12526209677419353,0.5013168495775628,0.15999999999999986,0.5001915942028976,0.38776757923033395,0.6095283303194695,0.0436271124125072,115,0.11637288758749267,-0.05458328821186496,0.3367740564279441,0.1014,False,False,0.30638644067796605,False
primary,both,run_task,L2,action,4,gate_entropy,154,445,10,16,0.36028138528138537,0.18144004477767367,0.6196029577464788,0.13971861471861463,0.5000097101449297,0.3901515151515152,0.607980072463768,0.04336155873543139,115,0.09635705598318324,-0.05928652558584395,0.2850246038276698,0.1378,False,False,0.3237818181818182,False
primary,both,run_task,L2,action,5,gate_entropy,150,440,10,16,0.37377777777777765,0.18881101087207958,0.6082703488372091,0.12622222222222235,0.5002160029498532,0.39027612433862435,0.6098309248554914,0.04389298938875263,113,0.08232923283346971,-0.06444075905456138,0.27195282776075447,0.1578,False,False,0.3424771084337349,False
primary,both,run_task,L3,state,-1,gate_entropy,155,446,10,16,0.5445161290322583,0.3708888888888887,0.678661991033154,0.04451612903225832,0.49962992753623187,0.3893015865792986,0.6083333333333333,0.0432669480641828,115,0.001249180968075525,-0.0794550320497004,0.1474355900395582,0.2851,False,False,0.39245344129554655,False
primary,both,run_task,L3,state,0,gate_entropy,155,446,10,16,0.42860215053763445,0.26494612794612793,0.5877646821120691,0.07139784946236555,0.5000818115942043,0.39140819964349377,0.6068120551264576,0.043399504208684894,115,0.027998345253680654,-0.0681619092691676,0.18981904217436874,0.2551,False,False,0.3855713004484306,False
primary,both,run_task,L3,state,1,gate_entropy,155,446,10,16,0.4779569892473118,0.23817883597883602,0.7752023326932649,0.02204301075268822,0.49996101449275304,0.39080459770114945,0.6081583132265848,0.04348370994287997,115,-0.021440699190191752,-0.07131454798530912,0.26305511831854067,0.2305,False,False,0.37690434782608695,False
primary,both,run_task,L3,state,2,gate_entropy,155,446,10,16,0.42322580645161284,0.19097197654612166,0.7735044642857141,0.07677419354838716,0.5000746376811589,0.3913490643918547,0.6081432582207867,0.04329751079556798,115,0.03347668275281918,-0.06125669629671692,0.2882711515863691,0.1684,False,False,0.3424771084337349,False
primary,both,run_task,L3,state,3,gate_entropy,155,446,10,16,0.5230107526881719,0.27541297043010754,0.7434651489876688,0.023010752688171876,0.5004091304347843,0.39459625066242715,0.6135551948051947,0.04337567528258512,115,-0.02036492259441324,-0.07437751140354523,0.2306756303769578,0.2665,False,False,0.39063652173913044,False
primary,both,run_task,L3,state,4,gate_entropy,154,445,10,16,0.4707792207792208,0.22670907750997055,0.6561871778350514,0.029220779220779203,0.5004921739130432,0.39007054949639436,0.610001572327044,0.04353582927495133,115,-0.014315050054172128,-0.07891312919557253,0.2252578001584924,0.292,False,False,0.39262470119521914,False
primary,both,run_task,L3,state,5,gate_entropy,150,440,10,16,0.4321111111111111,0.20751081234884047,0.5590620347896439,0.06788888888888889,0.5001237463126833,0.39130244088482075,0.6108978565179353,0.04369217846735134,113,0.024196710421537544,-0.07965312934957418,0.24975349674854883,0.3073,False,False,0.3966344827586207,False
primary,both,run_task,L3,action,-1,gate_entropy,155,446,10,16,0.434516129032258,0.3421014497547723,0.6104187499999998,0.065483870967742,0.5001165942028971,0.39096567622950823,0.6089758566978193,0.043306429635178,115,0.022177441332563996,-0.080214688025748,0.1331963172639596,0.2885,False,False,0.39245344129554655,False
primary,both,run_task,L3,action,0,gate_entropy,155,446,10,16,0.3456989247311828,0.23290416666666663,0.527726905759975,0.1543010752688172,0.4998373913043499,0.38908803104575157,0.6088768567786276,0.04335645518471891,115,0.11094462008409829,-0.04693849754626696,0.23683959133321025,0.0867,False,False,0.30638644067796605,False
primary,both,run_task,L3,action,1,gate_entropy,155,446,10,16,0.12193548387096774,0.06442292944785277,0.2340437620889748,0.37806451612903225,0.4998198550724639,0.38974264705882355,0.6051009831793414,0.04373670742436039,115,0.3343278087046719,0.19175288925994066,0.4142125746509947,0.0003,True,True,0.033600000000000005,True
primary,both,run_task,L3,action,2,gate_entropy,155,446,10,16,0.42451612903225805,0.24979200808478097,0.5617356349206349,0.07548387096774195,0.4998578260869586,0.38817110177404296,0.6085453491741524,0.043779671603904106,115,0.031704199363837844,-0.0771147441416899,0.21155067801105606,0.2772,False,False,0.39245344129554655,False
primary,both,run_task,L3,action,3,gate_entropy,155,446,10,16,0.5154838709677417,0.2926652515723271,0.6457075563325564,0.01548387096774173,0.49995275362318925,0.3902439024390244,0.608447488584475,0.04367036410780165,115,-0.028186493140059922,-0.07950601357104209,0.16316882507507516,0.3206,False,False,0.40057695167286245,False
primary,both,run_task,L3,action,4,gate_entropy,154,445,10,16,0.5194805194805195,0.3349983333333334,0.6539201578627807,0.019480519480519543,0.5005534057971031,0.3903445207220951,0.6108229905437351,0.043196705901356255,115,-0.023716186420836713,-0.08342186150455048,0.14744850902222417,0.3557,False,False,0.41318019801980194,False
primary,both,run_task,L3,action,5,gate_entropy,150,440,10,16,0.37488888888888894,0.22270631843065683,0.5183630686886709,0.12511111111111106,0.5001161504424793,0.39025705156867135,0.6103603603603603,0.04375701878867384,113,0.08135409232243722,-0.06229738545512494,0.23652249232743613,0.1352,False,False,0.3237818181818182,False
primary,both,run_task,L4,state,-1,gate_entropy,155,446,10,16,0.6407526881720427,0.5044494233906147,0.7720523989898987,0.14075268817204267,0.49907681159420236,0.38993570305480685,0.6076415193602692,0.04327886573515185,115,0.09747382243689082,-0.049871004391339756,0.23603775396942853,0.0911,False,False,0.30638644067796605,False
primary,both,run_task,L4,state,0,gate_entropy,155,446,10,16,0.4107526881720429,0.2727456554121152,0.6020418792517004,0.08924731182795709,0.49974971014492703,0.3903458931419458,0.6111111111111112,0.04344216283108269,115,0.0458051489968744,-0.06952951524510079,0.19539387602023442,0.208,False,False,0.37675247524752475,False
primary,both,run_task,L4,state,1,gate_entropy,155,446,10,16,0.46075268817204307,0.24522673742658407,0.7623569209039543,0.03924731182795693,0.4999952173913036,0.39054617898877697,0.6077244533221193,0.04336364654180546,115,-0.004116334713848528,-0.06766626380117076,0.24290153218264382,0.2139,False,False,0.37675247524752475,False
primary,both,run_task,L4,state,2,gate_entropy,155,446,10,16,0.39419354838709664,0.32132228399489876,0.49397023809523816,0.10580645161290336,0.4997702173913016,0.3881266040062661,0.6115205961416825,0.04355948842789908,115,0.062246963185004285,-0.06126097241442419,0.15152728781792202,0.1263,False,False,0.31744477611940297,False
primary,both,run_task,L4,state,3,gate_entropy,155,446,10,16,0.3167741935483871,0.23953873250486413,0.4367729859239294,0.1832258064516129,0.49936485507246425,0.39166232638888887,0.6096551474840948,0.044134266868105815,115,0.1390915395835071,-0.0087468767198533,0.2326263083959147,0.0313,False,False,0.2329220338983051,False
primary,both,run_task,L4,state,4,gate_entropy,154,445,10,16,0.3905844155844157,0.26303397759988756,0.5694740501834534,0.1094155844155843,0.5003102173913044,0.39101702508960573,0.6075990288083806,0.04345543101606235,115,0.06596015339952195,-0.06505966314428402,0.2013360187894834,0.1775,False,False,0.356,False
primary,both,run_task,L4,state,5,gate_entropy,150,440,10,16,0.4767777777777777,0.38203647518878103,0.6150846439493227,0.02322222222222231,0.4998081858407076,0.38968991904134126,0.6092105944208348,0.04417666841806832,113,-0.020954446195846008,-0.08939328302276318,0.0989685878890663,0.4426,False,False,0.46473,False
primary,both,run_task,L4,action,-1,gate_entropy,155,446,10,16,0.4103225806451612,0.2568338359446868,0.6682730978260868,0.0896774193548388,0.5000274637681141,0.39062368476430975,0.6090775979190137,0.043247635839314964,115,0.04642978351552384,-0.0722936638568991,0.20891825411710077,0.2055,False,False,0.37675247524752475,False
primary,both,run_task,L4,action,0,gate_entropy,155,446,10,16,0.41311827956989244,0.18269188596491226,0.7469248782315473,0.08688172043010756,0.499665724637682,0.3908725769068689,0.6065461349480336,0.043615834135293796,115,0.04326588629481376,-0.06096130115588892,0.28852960620354484,0.1662,False,False,0.3424771084337349,False
primary,both,run_task,L4,action,1,gate_entropy,155,446,10,16,0.4080645161290321,0.14781126881947376,0.7500073099415202,0.0919354838709679,0.49910594202898684,0.39102393617021275,0.6057705026455026,0.043551569015688046,115,0.04838391485527985,-0.05937081988449794,0.31274596636438945,0.1644,False,False,0.3424771084337349,False
primary,both,run_task,L4,action,2,gate_entropy,155,446,10,16,0.40956989247311826,0.22908014726706316,0.6097597597597595,0.09043010752688174,0.49999014492753757,0.3892075163398693,0.6058609746109747,0.04364914691518669,115,0.04678096061169505,-0.06805876506368667,0.22698554464044857,0.2159,False,False,0.37675247524752475,False
primary,both,run_task,L4,action,3,gate_entropy,155,446,10,16,0.4459139784946237,0.26678797124012327,0.5946824484058528,0.05408602150537628,0.4995806521739123,0.39102366255144033,0.6080589657738095,0.0431919078256156,115,0.010894113679760682,-0.08154661150727048,0.19005556345253202,0.3245,False,False,0.40233210332103325,False
primary,both,run_task,L4,action,4,gate_entropy,154,445,10,16,0.3545454545454545,0.18060934103139817,0.6140108923884512,0.1454545454545455,0.5004180434782576,0.3924714169048591,0.611111111111111,0.043233584697292333,115,0.10222096075725318,-0.0584365011428875,0.2844057279116587,0.1335,False,False,0.3231884892086331,False
primary,both,run_task,L4,action,5,gate_entropy,150,440,10,16,0.4565555555555554,0.2637048615681629,0.6933944171444169,0.04344444444444462,0.49975612094395483,0.3885920309247695,0.6104303395634185,0.04415606938719255,113,-0.0007116249427479293,-0.07141632957206734,0.20383964069432103,0.2547,False,False,0.3855713004484306,False
primary,both,run_task,L5,state,-1,gate_entropy,155,446,10,16,0.6937634408602145,0.5719541847041847,0.7699838308457712,0.19376344086021446,0.5001094927536236,0.39018340039806165,0.6087610888095947,0.04336947882885176,115,0.1503939620313627,0.0007887212361114059,0.24332998750688692,0.0242,True,False,0.23232,False
primary,both,run_task,L5,state,0,gate_entropy,155,446,10,16,0.37064516129032254,0.21841644900497514,0.6054249281609192,0.12935483870967746,0.49979644927536254,0.38919305929919146,0.6092457854701515,0.04363059997023325,115,0.08572423873944421,-0.06084635416666667,0.2483571538816758,0.1486,False,False,0.3373621621621622,False
primary,both,run_task,L5,state,1,gate_entropy,155,446,10,16,0.37763440860215064,0.12829875951214428,0.726714303522456,0.12236559139784936,0.49963818840579677,0.38827907700190306,0.6099296936564224,0.043604906408136225,115,0.07876068498971314,-0.06135428119273698,0.33145188838938844,0.1457,False,False,0.3330285714285714,False
primary,both,run_task,L5,state,2,gate_entropy,155,446,10,16,0.3904301075268817,0.21819994422755157,0.6055126601227516,0.10956989247311832,0.4994531159420295,0.39066572306251207,0.6068210311075355,0.043744484283931025,115,0.0658254081891873,-0.06327940386680993,0.24339452491239125,0.178,False,False,0.356,False
primary,both,run_task,L5,state,3,gate_entropy,155,446,10,16,0.38795698924731176,0.27903597308488615,0.5469052820157189,0.11204301075268824,0.4999132608695642,0.38987657563025213,0.6087971600331674,0.04350663348220623,115,0.06853637727048201,-0.07199062053350228,0.19057063095917026,0.1899,False,False,0.36253636363636366,False
primary,both,run_task,L5,state,4,gate_entropy,154,445,10,16,0.32889610389610396,0.25,0.48552400468384066,0.17110389610389604,0.5002854347826082,0.3913490643918547,0.60880627394636,0.04339304703807625,115,0.12771084906581978,-0.04087092825692148,0.22783098103683389,0.0634,False,False,0.27999999999999997,False
primary,both,run_task,L5,state,5,gate_entropy,150,440,10,16,0.3178888888888891,0.2401416933431832,0.4753756063756065,0.1821111111111109,0.4999648230088495,0.3911382536382536,0.6064879837702871,0.043699969930754784,113,0.1384111411803561,-0.031152669583197918,0.2374439865248456,0.0515,False,False,0.25078260869565216,False
primary,both,run_task,L5,action,-1,gate_entropy,155,446,10,16,0.40591397849462363,0.295224859775641,0.5888926426426426,0.09408602150537637,0.4997442028985507,0.3883876770644967,0.609047912527289,0.043567606629986017,115,0.050518414875390355,-0.07902942251461985,0.1750583703915556,0.2433,False,False,0.3782311926605505,False
primary,both,run_task,L5,action,0,gate_entropy,155,446,10,16,0.46290322580645116,0.28726581790123445,0.7385554975002051,0.03709677419354884,0.49932405797101365,0.38781702898550724,0.6076833234772323,0.04375992855522125,115,-0.006663154361672405,-0.07564260170895153,0.2115499709697517,0.2454,False,False,0.3782311926605505,False
primary,both,run_task,L5,action,1,gate_entropy,155,446,10,16,0.22720430107526887,0.15432471688419575,0.3734725870546239,0.2727956989247311,0.49939231884058,0.3884569597069597,0.6060634118967452,0.043251829169329375,115,0.22954386975540172,0.0540863539445631,0.3220334174446525,0.0102,True,True,0.1632,False
primary,both,run_task,L5,action,2,gate_entropy,155,446,10,16,0.340752688172043,0.27133179824561393,0.4500051440329218,0.15924731182795698,0.49947891304347675,0.38801938657407403,0.6086993493049393,0.043935772855297664,115,0.11531153897265932,-0.026494026398438106,0.2040896668351609,0.0479,False,False,0.24487272727272727,False
primary,both,run_task,L5,action,3,gate_entropy,155,446,10,16,0.5496774193548388,0.3047170891933308,0.7168871753246753,0.049677419354838825,0.5003395652173924,0.39092921499585753,0.6080749944592199,0.04347424370764091,115,0.0062031756471979185,-0.07468227685973813,0.19730954732772157,0.2444,False,False,0.3782311926605505,False
primary,both,run_task,L5,action,4,gate_entropy,154,445,10,16,0.49361471861471873,0.37204523533950606,0.6825874624624626,0.006385281385281272,0.5000903623188374,0.3920176925752043,0.6111177884615384,0.04361290628306118,115,-0.03722762489777991,-0.08383895623194983,0.14510230446850947,0.361,False,False,0.41318019801980194,False
primary,both,run_task,L5,action,5,gate_entropy,150,440,10,16,0.3463333333333334,0.1641730787498813,0.6007045408652634,0.15366666666666662,0.5000904129793498,0.3868003063089768,0.6090544332210998,0.04436585446431771,113,0.10930081220234891,-0.05785819958614051,0.29948656389702644,0.1316,False,False,0.3231884892086331,False
primary,both,run_task,L12,state,-1,gate_entropy,155,446,10,16,0.5797849462365591,0.4105951463790447,0.6657367282638598,0.07978494623655907,0.5004195652173927,0.39336087570621464,0.6093767361111111,0.04304868072871245,115,0.03673626550784662,-0.07657531070472635,0.14280457478567943,0.2386,False,False,0.3782311926605505,False
primary,both,run_task,L12,state,0,gate_entropy,155,446,10,16,0.3924731182795701,0.2615077624617098,0.6198281512333722,0.1075268817204299,0.4994671014492756,0.39119925213675216,0.6090544332210999,0.043362631864105085,115,0.06416424985632482,-0.06599284761464544,0.21677929973806254,0.1687,False,False,0.3424771084337349,False
primary,both,run_task,L12,state,1,gate_entropy,155,446,10,16,0.4883870967741933,0.3126546474358975,0.6278987613751265,0.011612903225806714,0.500007173913041,0.38982739282153533,0.6083880249203405,0.043477494239584136,115,-0.03186459101377742,-0.0841244452619954,0.1562727567599328,0.3711,False,False,0.41318019801980194,False
primary,both,run_task,L12,state,2,gate_entropy,155,446,10,16,0.5832258064516127,0.46812104044834313,0.6422567688579855,0.0832258064516127,0.4999516666666672,0.3903473962684489,0.6077869929783289,0.04358094906267459,115,0.039644857388938116,-0.07340811490986787,0.1202471122821048,0.2278,False,False,0.37690434782608695,False
primary,both,run_task,L12,state,3,gate_entropy,155,446,10,16,0.6536559139784948,0.46097557574308706,0.7712128639334521,0.15365591397849476,0.5004278985507248,0.39351036776212833,0.6100978667014252,0.04297286563630046,115,0.1106830483421943,-0.06088838524947688,0.2432222756449172,0.1035,False,False,0.30638644067796605,False
primary,both,run_task,L12,state,4,gate_entropy,154,445,10,16,0.620995670995671,0.49925308641975297,0.7339771870286574,0.12099567099567099,0.4994906521739119,0.39008957326892113,0.6120702716823406,0.043633860780463884,115,0.0773618102152071,-0.06342040667620663,0.20415702465717311,0.1306,False,False,0.3231884892086331,False
primary,both,run_task,L12,state,5,gate_entropy,150,440,10,16,0.5861111111111111,0.4523784461152881,0.7554357095859905,0.08611111111111114,0.4988654129793527,0.3896924019607843,0.6055580357142857,0.04368001452722101,113,0.042431096583890125,-0.07706391402714939,0.22497330657524714,0.2446,False,False,0.3782311926605505,False
primary,both,run_task,L12,action,-1,gate_entropy,155,446,10,16,0.3036559139784947,0.21699159562246814,0.4272117019884877,0.19634408602150533,0.49979760869565343,0.3888888888888889,0.6093761322463768,0.04363090053095183,115,0.1527131854905535,-0.0032524078436806446,0.2551267556550922,0.0265,False,False,0.2329220338983051,False
primary,both,run_task,L12,action,0,gate_entropy,155,446,10,16,0.41268817204301067,0.3024635405186981,0.5469949865965562,0.08731182795698933,0.5003544202898541,0.38888888888888895,0.6092716533383314,0.04359342828767193,115,0.0437183996693174,-0.08777907562481511,0.16695953376948866,0.2799,False,False,0.39245344129554655,False
primary,both,run_task,L12,action,1,gate_entropy,155,446,10,16,0.2784946236559138,0.20851318002591876,0.4160974565908534,0.22150537634408618,0.49941028985507063,0.3871197169059011,0.6114608534946236,0.04426727410115053,115,0.17723810224293565,0.010599657069641224,0.2677253180378181,0.0203,True,False,0.22785,False
primary,both,run_task,L12,action,2,gate_entropy,155,446,10,16,0.22655913978494616,0.16044824050086354,0.3311229591136722,0.27344086021505387,0.49982615942029135,0.38985056839017235,0.6081095996658911,0.04381423886459241,115,0.22962662135046147,0.08876415730265627,0.31196122070277876,0.0056,True,True,0.1632,False
