snapshot_key,query,layers,same_mode,divergence
w00_s000,0,deep,True,0.4757142857142858
w00_s000,0,front,True,0.6533333333333334
w00_s000,0,deep,True,0.4095238095238096
w00_s000,0,front,True,0.6192857142857144
w00_s000,0,deep,False,0.42809523809523814
w00_s000,0,front,False,0.6380952380952383
w00_s000,0,deep,False,0.4776190476190477
w00_s000,0,front,False,0.6823809523809525
w00_s000,0,deep,True,0.41666666666666674
w00_s000,0,front,True,0.602857142857143
w00_s000,0,deep,True,0.43619047619047624
w00_s000,0,front,True,0.653809523809524
w00_s000,0,deep,False,0.4014285714285715
w00_s000,0,front,False,0.6492857142857145
w00_s000,0,deep,False,0.4147619047619048
w00_s000,0,front,False,0.633809523809524
w00_s000,0,deep,False,0.46000000000000013
w00_s000,0,front,False,0.6111904761904763
w00_s000,0,deep,False,0.472857142857143
w00_s000,0,front,False,0.6673809523809525
w00_s000,0,deep,True,0.4642857142857144
w00_s000,0,front,True,0.6966666666666668
w00_s000,0,deep,False,0.4395238095238096
w00_s000,0,front,False,0.6871428571428573
w00_s000,0,deep,False,0.47809523809523824
w00_s000,0,front,False,0.6340476190476192
w00_s000,0,deep,True,0.4380952380952382
w00_s000,0,front,True,0.6409523809523809
w00_s000,0,deep,True,0.47047619047619055
w00_s000,0,front,True,0.6721428571428573
w00_s000,0,deep,True,0.40666666666666673
w00_s000,0,front,True,0.6383333333333335
w00_s000,0,deep,False,0.5023809523809525
w00_s000,0,front,False,0.6342857142857145
w00_s000,0,deep,False,0.43142857142857155
w00_s000,0,front,False,0.5964285714285715
w00_s000,0,deep,True,0.5028571428571429
w00_s000,0,front,True,0.6016666666666668
w00_s000,0,deep,True,0.47761904761904767
w00_s000,0,front,True,0.6607142857142858
w00_s000,0,deep,False,0.37619047619047624
w00_s000,0,front,False,0.6140476190476192
w00_s000,0,deep,False,0.4076190476190477
w00_s000,0,front,False,0.5811904761904764
w00_s000,0,deep,False,0.3947619047619048
w00_s000,0,front,False,0.543809523809524
w00_s000,0,deep,False,0.450952380952381
w00_s000,0,front,False,0.591904761904762
w00_s000,0,deep,True,0.3961904761904762
w00_s000,0,front,True,0.5314285714285716
w00_s000,0,deep,False,0.4504761904761906
w00_s000,0,front,False,0.6192857142857144
w00_s000,0,deep,False,0.4261904761904763
w00_s000,0,front,False,0.5990476190476192
w00_s000,0,deep,True,0.4542857142857144
w00_s000,0,front,True,0.6142857142857144
w00_s000,0,deep,True,0.48809523809523825
w00_s000,0,front,True,0.6090476190476191
w00_s000,0,deep,False,0.4228571428571429
w00_s000,0,front,False,0.6209523809523811
w00_s000,0,deep,False,0.4242857142857143
w00_s000,0,front,False,0.6378571428571429
w00_s000,0,deep,True,0.45619047619047626
w00_s000,0,front,True,0.5930952380952383
w00_s000,0,deep,True,0.4161904761904762
w00_s000,0,front,True,0.6035714285714286
w00_s000,0,deep,False,0.38000000000000006
w00_s000,0,front,False,0.6492857142857145
w00_s000,0,deep,False,0.4380952380952382
w00_s000,0,front,False,0.5647619047619048
w00_s000,0,deep,False,0.36666666666666675
w00_s000,0,front,False,0.5721428571428573
w00_s000,0,deep,False,0.44761904761904764
w00_s000,0,front,False,0.5466666666666667
w00_s000,0,deep,True,0.3680952380952381
w00_s000,0,front,True,0.5885714285714287
w00_s000,0,deep,False,0.4047619047619048
w00_s000,0,front,False,0.6002380952380953
w00_s000,0,deep,False,0.44476190476190486
w00_s000,0,front,False,0.5795238095238096
w00_s000,0,deep,True,0.3466666666666667
w00_s000,0,front,True,0.553809523809524
w00_s000,0,deep,True,0.46119047619047626
w00_s000,0,front,True,0.6142857142857143
w00_s000,0,deep,True,0.40142857142857147
w00_s000,0,front,True,0.6609523809523811
w00_s000,0,deep,False,0.42809523809523814
w00_s000,0,front,False,0.562857142857143
w00_s000,0,deep,False,0.44476190476190486
w00_s000,0,front,False,0.6366666666666667
w00_s000,0,deep,True,0.44666666666666677
w00_s000,0,front,True,0.6461904761904763
w00_s000,0,deep,True,0.4514285714285715
w00_s000,0,front,True,0.5740476190476191
w00_s000,0,deep,True,0.4514285714285715
w00_s000,0,front,True,0.6447619047619049
w00_s000,0,deep,True,0.4114285714285715
w00_s000,0,front,True,0.5845238095238097
w00_s000,0,deep,False,0.3733333333333334
w00_s000,0,front,False,0.6538095238095238
w00_s000,0,deep,True,0.4366666666666667
w00_s000,0,front,True,0.6223809523809525
w00_s000,0,deep,True,0.43000000000000005
w00_s000,0,front,True,0.6438095238095239
w00_s000,0,deep,False,0.41666666666666674
w00_s000,0,front,False,0.5942857142857143
w00_s000,0,deep,False,0.45095238095238105
w00_s000,0,front,False,0.5771428571428573
w00_s000,0,deep,False,0.41476190476190483
w00_s000,0,front,False,0.6157142857142859
w00_s000,0,deep,False,0.4742857142857144
w00_s000,0,front,False,0.6559523809523811
w00_s000,0,deep,True,0.3895238095238096
w00_s000,0,front,True,0.566904761904762
w00_s000,0,deep,True,0.3995238095238096
w00_s000,0,front,True,0.5921428571428573
w00_s000,0,deep,True,0.43333333333333346
w00_s000,0,front,True,0.5930952380952383
w00_s000,0,deep,True,0.41809523809523813
w00_s000,0,front,True,0.578809523809524
w00_s000,0,deep,False,0.43166666666666675
w00_s000,0,front,False,0.5688095238095239
w00_s000,0,deep,True,0.4314285714285715
w00_s000,0,front,True,0.6235714285714287
w00_s000,0,deep,True,0.41809523809523813
w00_s000,0,front,True,0.6497619047619048
w00_s000,0,deep,False,0.3397619047619048
w00_s000,0,front,False,0.6192857142857143
w00_s000,0,deep,False,0.38333333333333336
w00_s000,0,front,False,0.5747619047619049
w00_s000,0,deep,True,0.35000000000000003
w00_s000,0,front,True,0.5757142857142858
w00_s000,0,deep,False,0.40666666666666673
w00_s000,0,front,False,0.6076190476190477
w00_s000,0,deep,False,0.39142857142857146
w00_s000,0,front,False,0.6078571428571429
w00_s000,0,deep,False,0.42809523809523814
w00_s000,0,front,False,0.5819047619047621
w00_s000,0,deep,False,0.3847619047619048
w00_s000,0,front,False,0.5607142857142858
w00_s000,0,deep,True,0.4028571428571429
w00_s000,0,front,True,0.5852380952380953
w00_s000,0,deep,False,0.5080952380952383
w00_s000,0,front,False,0.6097619047619048
w00_s000,0,deep,False,0.47809523809523824
w00_s000,0,front,False,0.6064285714285715
w00_s000,0,deep,True,0.42500000000000004
w00_s000,0,front,True,0.5209523809523811
w00_s000,0,deep,True,0.42476190476190484
w00_s000,0,front,True,0.5723809523809524
w00_s000,0,deep,False,0.42809523809523814
w00_s000,0,front,False,0.6557142857142859
w00_s000,0,deep,False,0.40666666666666673
w00_s000,0,front,False,0.596904761904762
w00_s000,0,deep,False,0.4433333333333334
w00_s000,0,front,False,0.5880952380952382
w00_s000,0,deep,False,0.3861904761904763
w00_s000,0,front,False,0.5700000000000001
w00_s000,0,deep,True,0.440952380952381
w00_s000,0,front,True,0.6261904761904763
w00_s000,0,deep,False,0.4747619047619049
w00_s000,0,front,False,0.6169047619047621
w00_s000,0,deep,False,0.4300000000000001
w00_s000,0,front,False,0.600952380952381
w00_s000,0,deep,True,0.44952380952380966
w00_s000,0,front,True,0.6133333333333335
w00_s000,0,deep,True,0.4866666666666667
w00_s000,0,front,True,0.5597619047619048
w00_s000,0,deep,True,0.3747619047619048
w00_s000,0,front,True,0.5966666666666668
w00_s000,0,deep,True,0.40666666666666673
w00_s000,0,front,True,0.6047619047619048
w00_s000,0,deep,True,0.4247619047619048
w00_s000,0,front,True,0.6104761904761906
w00_s000,0,deep,False,0.42000000000000004
w00_s000,0,front,False,0.566904761904762
w00_s000,0,deep,True,0.4347619047619048
w00_s000,0,front,True,0.6207142857142858
w00_s000,0,deep,True,0.4280952380952382
w00_s000,0,front,True,0.6321428571428573
w00_s000,0,deep,False,0.36809523809523814
w00_s000,0,front,False,0.5985714285714288
w00_s000,0,deep,False,0.4123809523809524
w00_s000,0,front,False,0.6019047619047619
w00_s000,0,deep,True,0.3966666666666667
w00_s000,0,front,True,0.5647619047619049
w00_s000,0,deep,True,0.43952380952380954
w00_s000,0,front,True,0.5038095238095239
w00_s000,0,deep,False,0.3980952380952381
w00_s000,0,front,False,0.5854761904761906
w00_s000,0,deep,True,0.43285714285714294
