quantity,representation,direction,quantile,mode,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
query_hard_churn,L2,high,0.9,global,1,23,0.002053388090349076,0.0016069307622441137,0.041666666666666664,0,22,0.0,0.0,0.08574773446608608,0.4859214873268304
query_hard_churn,L2,high,0.925,per_task,1,9,0.002053388090349076,0.0006287989939216097,0.1,0,8,0.0,0.0,0.19370033874891363,0.5162613583739066
query_hard_churn,L2,high,0.925,global,1,10,0.002053388090349076,0.0006986655488017886,0.09090909090909091,0,9,0.0,0.0,0.15720096536618178,0.5782985536846325
query_hard_churn,L2,high,0.95,per_task,1,5,0.002053388090349076,0.0003493327744008943,0.16666666666666666,0,4,0.0,0.0,0.2785921825797672,0.5982460280232244
query_hard_churn,L2,high,0.95,global,1,5,0.002053388090349076,0.0003493327744008943,0.16666666666666666,0,4,0.0,0.0,0.2658804303702985,0.6268481904988107
query_hard_churn,L2,high,0.96,per_task,1,3,0.002053388090349076,0.00020959966464053657,0.25,0,2,0.0,0.0,0.37782602420511296,0.6616802019552809
query_hard_churn,L2,high,0.96,global,1,2,0.002053388090349076,0.00013973310976035772,0.3333333333333333,0,1,0.0,0.0,0.5168290484178334,0.6449585880549192
query_hard_churn,L2,high,0.975,per_task,1,1,0.002053388090349076,6.986655488017886e-05,0.5,0,0,0.0,0.0,0.688064085447263,0.7266764979819932
query_hard_churn,L2,high,0.975,global,1,1,0.002053388090349076,6.986655488017886e-05,0.5,0,0,0.0,0.0,0.688064085447263,0.7266764979819932
query_hard_churn,L2,high,0.98,per_task,1,1,0.002053388090349076,6.986655488017886e-05,0.5,0,0,0.0,0.0,0.688064085447263,0.7266764979819932
query_hard_churn,L2,high,0.98,global,1,1,0.002053388090349076,6.986655488017886e-05,0.5,0,0,0.0,0.0,0.688064085447263,0.7266764979819932
query_hard_churn,L2,high,0.99,per_task,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
