quantity,representation,direction,quantile,mode,distinct_alarm_chunks,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
as_entropy,A0,high,0.95,per_task,4,87,23,0.17864476386036962,0.0016069307622441137,0.7909090909090909,0,0,0.0,0.0,0.743518804081989,1.0637378457235038
as_entropy,A0,high,0.95,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A0,high,0.96,per_task,2,81,19,0.16632443531827515,0.0013274645427233983,0.81,0,0,0.0,0.0,0.7564473756779114,1.0707949105832986
as_entropy,A0,high,0.96,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A0,high,0.975,per_task,1,39,13,0.08008213552361396,0.0009082652134423251,0.75,0,0,0.0,0.0,0.7362497967149129,1.018676002827355
as_entropy,A0,high,0.975,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A0,high,0.98,per_task,2,32,11,0.06570841889117043,0.0007685321036819675,0.7441860465116279,0,0,0.0,0.0,0.7370975016941109,1.0096168346809276
as_entropy,A0,high,0.98,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A0,high,0.99,per_task,2,13,4,0.026694045174537988,0.00027946621952071543,0.7647058823529411,0,0,0.0,0.0,0.7653487831385887,0.9991599897983621
as_entropy,A0,high,0.99,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A0,high,0.995,per_task,1,4,0,0.008213552361396304,0.0,1.0,0,0,0.0,0.0,0.7317124735729387,1.3666570355388616
as_entropy,A0,high,0.995,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,low,0.5,per_task,3,247,67,0.5071868583162218,0.0046810591769719835,0.7866242038216561,0,0,0.0,0.0,0.6683186974710738,1.1770195967855632
as_entropy,A1,low,0.5,global,2,348,4159,0.7145790554414785,0.2905750017466639,0.07721322387397382,126,3874,0.0315,0.3620689655172414,0.07721322387397382,1.0
as_entropy,A1,low,0.6,per_task,3,247,67,0.5071868583162218,0.0046810591769719835,0.7866242038216561,0,0,0.0,0.0,0.6683186974710738,1.1770195967855632
as_entropy,A1,low,0.6,global,2,348,4159,0.7145790554414785,0.2905750017466639,0.07721322387397382,126,3874,0.0315,0.3620689655172414,0.07721322387397382,1.0
as_entropy,A1,low,0.7,per_task,4,247,67,0.5071868583162218,0.0046810591769719835,0.7866242038216561,0,0,0.0,0.0,0.669210315751912,1.175451401907665
as_entropy,A1,low,0.7,global,2,348,4159,0.7145790554414785,0.2905750017466639,0.07721322387397382,126,3874,0.0315,0.3620689655172414,0.07721322387397382,1.0
as_entropy,A1,low,0.75,per_task,4,247,67,0.5071868583162218,0.0046810591769719835,0.7866242038216561,0,0,0.0,0.0,0.669210315751912,1.175451401907665
as_entropy,A1,low,0.75,global,2,348,278,0.7145790554414785,0.019422902256689724,0.5559105431309904,0,0,0.0,0.0,0.5559105431309904,1.0
as_entropy,A1,low,0.8,per_task,4,247,67,0.5071868583162218,0.0046810591769719835,0.7866242038216561,0,0,0.0,0.0,0.6701019340327502,1.1738873802193968
as_entropy,A1,low,0.8,global,2,348,278,0.7145790554414785,0.019422902256689724,0.5559105431309904,0,0,0.0,0.0,0.5559105431309904,1.0
as_entropy,A1,low,0.85,per_task,4,247,56,0.5071868583162218,0.003912527073290016,0.8151815181518152,0,0,0.0,0.0,0.689263138172173,1.182685498478215
as_entropy,A1,low,0.85,global,2,348,278,0.7145790554414785,0.019422902256689724,0.5559105431309904,0,0,0.0,0.0,0.5559105431309904,1.0
as_entropy,A1,low,0.9,per_task,4,204,47,0.4188911704312115,0.0032837280793684065,0.8127490039840638,0,0,0.0,0.0,0.7436817931962252,1.0928719936668059
as_entropy,A1,low,0.9,global,2,348,278,0.7145790554414785,0.019422902256689724,0.5559105431309904,0,0,0.0,0.0,0.5559105431309904,1.0
as_entropy,A1,low,0.925,per_task,5,176,43,0.3613963039014374,0.0030042618598476907,0.8036529680365296,0,0,0.0,0.0,0.7287997255729668,1.1027075612641248
as_entropy,A1,low,0.925,global,2,348,278,0.7145790554414785,0.019422902256689724,0.5559105431309904,0,0,0.0,0.0,0.5559105431309904,1.0
as_entropy,A1,low,0.95,per_task,6,134,36,0.2751540041067762,0.0025151959756864388,0.788235294117647,0,0,0.0,0.0,0.7135945845118474,1.1045982007512845
as_entropy,A1,low,0.95,global,2,348,278,0.7145790554414785,0.019422902256689724,0.5559105431309904,0,0,0.0,0.0,0.5559105431309904,1.0
as_entropy,A1,low,0.96,per_task,6,130,34,0.2669404517453799,0.0023754628659260813,0.7926829268292683,0,0,0.0,0.0,0.7343339524820912,1.0794583638002222
as_entropy,A1,low,0.96,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,low,0.975,per_task,3,71,15,0.1457905544147844,0.0010479983232026828,0.8255813953488372,0,0,0.0,0.0,0.7644197022897468,1.080010618349954
as_entropy,A1,low,0.975,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,low,0.98,per_task,5,47,11,0.09650924024640657,0.0007685321036819675,0.8103448275862069,0,0,0.0,0.0,0.7065897950918691,1.1468391324288059
as_entropy,A1,low,0.98,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,low,0.99,per_task,3,13,3,0.026694045174537988,0.00020959966464053657,0.8125,0,0,0.0,0.0,0.6706982190050752,1.2114241203820042
as_entropy,A1,low,0.99,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,low,0.995,per_task,1,4,0,0.008213552361396304,0.0,1.0,0,0,0.0,0.0,0.8363636363636364,1.1956521739130435
as_entropy,A1,low,0.995,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,high,0.5,per_task,4,114,101,0.23408624229979466,0.007056522042898064,0.5302325581395348,17,62,0.21518987341772153,0.14912280701754385,0.3586809474083538,1.4782847039150693
as_entropy,A1,high,0.5,global,1,37,3963,0.07597535934291581,0.2768811569901488,0.00925,37,3963,0.00925,1.0,0.009249999999999998,1.0000000000000002
as_entropy,A1,high,0.6,per_task,4,114,101,0.23408624229979466,0.007056522042898064,0.5302325581395348,17,62,0.21518987341772153,0.14912280701754385,0.3586809474083538,1.4782847039150693
as_entropy,A1,high,0.6,global,1,37,3963,0.07597535934291581,0.2768811569901488,0.00925,37,3963,0.00925,1.0,0.009249999999999998,1.0000000000000002
as_entropy,A1,high,0.7,per_task,3,106,39,0.21765913757700206,0.0027247956403269754,0.7310344827586207,9,0,1.0,0.08490566037735849,0.484769891443662,1.5080030663240531
as_entropy,A1,high,0.7,global,1,37,3963,0.07597535934291581,0.2768811569901488,0.00925,37,3963,0.00925,1.0,0.009249999999999998,1.0000000000000002
as_entropy,A1,high,0.75,per_task,3,106,39,0.21765913757700206,0.0027247956403269754,0.7310344827586207,9,0,1.0,0.08490566037735849,0.484769891443662,1.5080030663240531
as_entropy,A1,high,0.75,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,high,0.8,per_task,3,106,39,0.21765913757700206,0.0027247956403269754,0.7310344827586207,9,0,1.0,0.08490566037735849,0.484769891443662,1.5080030663240531
as_entropy,A1,high,0.8,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,high,0.85,per_task,3,98,39,0.20123203285420946,0.0027247956403269754,0.7153284671532847,9,0,1.0,0.09183673469387756,0.48979387475627356,1.4604683807228898
as_entropy,A1,high,0.85,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,high,0.9,per_task,2,59,25,0.12114989733059549,0.0017466638720044715,0.7023809523809523,9,0,1.0,0.15254237288135594,0.5472482077286241,1.2834778487374365
as_entropy,A1,high,0.9,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,high,0.925,per_task,2,59,25,0.12114989733059549,0.0017466638720044715,0.7023809523809523,9,0,1.0,0.15254237288135594,0.5472482077286241,1.2834778487374365
as_entropy,A1,high,0.925,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,high,0.95,per_task,2,57,4,0.11704312114989733,0.00027946621952071543,0.9344262295081968,9,0,1.0,0.15789473684210525,0.5299887633685817,1.7631057375047559
as_entropy,A1,high,0.95,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,high,0.96,per_task,2,57,4,0.11704312114989733,0.00027946621952071543,0.9344262295081968,0,0,0.0,0.0,0.5643576540534803,1.6557341302925745
as_entropy,A1,high,0.96,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,high,0.975,per_task,2,34,3,0.06981519507186858,0.00020959966464053657,0.918918918918919,0,0,0.0,0.0,0.5457637502088488,1.683730219471839
as_entropy,A1,high,0.975,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,high,0.98,per_task,2,20,1,0.04106776180698152,6.986655488017886e-05,0.9523809523809523,0,0,0.0,0.0,0.5745195340426427,1.6576998621430052
as_entropy,A1,high,0.98,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,high,0.99,per_task,2,9,1,0.018480492813141684,6.986655488017886e-05,0.9,0,0,0.0,0.0,0.672093023255814,1.3391003460207611
as_entropy,A1,high,0.99,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A1,high,0.995,per_task,1,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.5930232558139535,1.6862745098039214
as_entropy,A1,high,0.995,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,low,0.5,per_task,1,84,23,0.17248459958932238,0.0016069307622441137,0.7850467289719626,0,0,0.0,0.0,0.43786982248520706,1.7928769891386716
as_entropy,A2,low,0.5,global,1,37,3963,0.07597535934291581,0.2768811569901488,0.00925,37,3963,0.00925,1.0,0.009249999999999998,1.0000000000000002
as_entropy,A2,low,0.6,per_task,1,84,23,0.17248459958932238,0.0016069307622441137,0.7850467289719626,0,0,0.0,0.0,0.43786982248520706,1.7928769891386716
as_entropy,A2,low,0.6,global,1,37,3963,0.07597535934291581,0.2768811569901488,0.00925,37,3963,0.00925,1.0,0.009249999999999998,1.0000000000000002
as_entropy,A2,low,0.7,per_task,1,84,23,0.17248459958932238,0.0016069307622441137,0.7850467289719626,0,0,0.0,0.0,0.43786982248520706,1.7928769891386716
as_entropy,A2,low,0.7,global,1,37,3963,0.07597535934291581,0.2768811569901488,0.00925,37,3963,0.00925,1.0,0.009249999999999998,1.0000000000000002
as_entropy,A2,low,0.75,per_task,1,84,23,0.17248459958932238,0.0016069307622441137,0.7850467289719626,0,0,0.0,0.0,0.43786982248520706,1.7928769891386716
as_entropy,A2,low,0.75,global,1,37,1244,0.07597535934291581,0.0869139942709425,0.02888368462138954,37,1244,0.02888368462138954,1.0,0.02888368462138954,1.0
as_entropy,A2,low,0.8,per_task,1,84,23,0.17248459958932238,0.0016069307622441137,0.7850467289719626,0,0,0.0,0.0,0.43786982248520706,1.7928769891386716
as_entropy,A2,low,0.8,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,low,0.85,per_task,1,84,23,0.17248459958932238,0.0016069307622441137,0.7850467289719626,0,0,0.0,0.0,0.43786982248520706,1.7928769891386716
as_entropy,A2,low,0.85,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,low,0.9,per_task,1,41,17,0.08418891170431211,0.0011877314329630407,0.7068965517241379,0,0,0.0,0.0,0.43786982248520717,1.6143988816402606
as_entropy,A2,low,0.9,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,low,0.925,per_task,1,41,17,0.08418891170431211,0.0011877314329630407,0.7068965517241379,0,0,0.0,0.0,0.43786982248520717,1.6143988816402606
as_entropy,A2,low,0.925,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,low,0.95,per_task,2,31,12,0.06365503080082136,0.0008383986585621463,0.7209302325581395,0,0,0.0,0.0,0.43829750928856487,1.6448421843152565
as_entropy,A2,low,0.95,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,low,0.96,per_task,2,31,12,0.06365503080082136,0.0008383986585621463,0.7209302325581395,0,0,0.0,0.0,0.43915288289528004,1.6416383920905553
as_entropy,A2,low,0.96,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,low,0.975,per_task,1,16,4,0.03285420944558522,0.00027946621952071543,0.8,0,0,0.0,0.0,0.4378698224852071,1.827027027027027
as_entropy,A2,low,0.975,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,low,0.98,per_task,2,16,1,0.03285420944558522,6.986655488017886e-05,0.9411764705882353,0,0,0.0,0.0,0.43895161851722936,2.1441462586868054
as_entropy,A2,low,0.98,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,low,0.99,per_task,1,6,0,0.012320328542094456,0.0,1.0,0,0,0.0,0.0,0.4378698224852071,2.2837837837837838
as_entropy,A2,low,0.99,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,low,0.995,per_task,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,low,0.995,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,high,0.5,per_task,2,134,62,0.2751540041067762,0.0043317264025710895,0.6836734693877551,8,62,0.11428571428571428,0.05970149253731343,0.6776773950686995,1.0088479774634473
as_entropy,A2,high,0.5,global,2,348,2578,0.7145790554414785,0.18011597848110109,0.11893369788106631,222,2578,0.07928571428571428,0.6379310344827587,0.11893369788106631,1.0
as_entropy,A2,high,0.6,per_task,2,134,62,0.2751540041067762,0.0043317264025710895,0.6836734693877551,8,62,0.11428571428571428,0.05970149253731343,0.6776773950686995,1.0088479774634473
as_entropy,A2,high,0.6,global,2,348,2578,0.7145790554414785,0.18011597848110109,0.11893369788106631,222,2578,0.07928571428571428,0.6379310344827587,0.11893369788106631,1.0
as_entropy,A2,high,0.7,per_task,1,126,0,0.2587268993839836,0.0,1.0,0,0,0.0,0.0,1.0,1.0
as_entropy,A2,high,0.7,global,2,348,2578,0.7145790554414785,0.18011597848110109,0.11893369788106631,222,2578,0.07928571428571428,0.6379310344827587,0.11893369788106631,1.0
as_entropy,A2,high,0.75,per_task,1,126,0,0.2587268993839836,0.0,1.0,0,0,0.0,0.0,1.0,1.0
as_entropy,A2,high,0.75,global,1,222,2329,0.45585215605749485,0.16271920631593656,0.08702469619756958,222,2329,0.08702469619756958,1.0,0.08702469619756958,1.0
as_entropy,A2,high,0.8,per_task,1,126,0,0.2587268993839836,0.0,1.0,0,0,0.0,0.0,1.0,1.0
as_entropy,A2,high,0.8,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,high,0.85,per_task,1,126,0,0.2587268993839836,0.0,1.0,0,0,0.0,0.0,1.0,1.0
as_entropy,A2,high,0.85,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,high,0.9,per_task,1,126,0,0.2587268993839836,0.0,1.0,0,0,0.0,0.0,1.0,1.0
as_entropy,A2,high,0.9,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,high,0.925,per_task,1,98,0,0.20123203285420946,0.0,1.0,0,0,0.0,0.0,1.0,1.0
as_entropy,A2,high,0.925,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,high,0.95,per_task,1,66,0,0.13552361396303902,0.0,1.0,0,0,0.0,0.0,1.0,1.0
as_entropy,A2,high,0.95,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,high,0.96,per_task,1,66,0,0.13552361396303902,0.0,1.0,0,0,0.0,0.0,1.0,1.0
as_entropy,A2,high,0.96,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,high,0.975,per_task,1,41,0,0.08418891170431211,0.0,1.0,0,0,0.0,0.0,1.0,1.0
as_entropy,A2,high,0.975,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,high,0.98,per_task,1,17,0,0.03490759753593429,0.0,1.0,0,0,0.0,0.0,1.0,1.0
as_entropy,A2,high,0.98,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,high,0.99,per_task,1,3,0,0.006160164271047228,0.0,1.0,0,0,0.0,0.0,1.0,1.0
as_entropy,A2,high,0.99,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A2,high,0.995,per_task,1,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,1.0,1.0
as_entropy,A2,high,0.995,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A3,low,0.5,per_task,1,50,25,0.1026694045174538,0.0017466638720044715,0.6666666666666666,0,0,0.0,0.0,0.5930232558139535,1.1241830065359475
as_entropy,A3,low,0.5,global,1,102,3898,0.20944558521560575,0.2723398309229372,0.0255,102,3898,0.0255,1.0,0.02550000000000001,0.9999999999999996
as_entropy,A3,low,0.6,per_task,1,50,25,0.1026694045174538,0.0017466638720044715,0.6666666666666666,0,0,0.0,0.0,0.5930232558139535,1.1241830065359475
as_entropy,A3,low,0.6,global,1,102,3898,0.20944558521560575,0.2723398309229372,0.0255,102,3898,0.0255,1.0,0.02550000000000001,0.9999999999999996
as_entropy,A3,low,0.7,per_task,1,50,25,0.1026694045174538,0.0017466638720044715,0.6666666666666666,0,0,0.0,0.0,0.5930232558139535,1.1241830065359475
as_entropy,A3,low,0.7,global,1,102,3898,0.20944558521560575,0.2723398309229372,0.0255,102,3898,0.0255,1.0,0.02550000000000001,0.9999999999999996
as_entropy,A3,low,0.75,per_task,1,50,25,0.1026694045174538,0.0017466638720044715,0.6666666666666666,0,0,0.0,0.0,0.5930232558139535,1.1241830065359475
as_entropy,A3,low,0.75,global,1,102,70,0.20944558521560575,0.00489065884161252,0.5930232558139535,0,0,0.0,0.0,0.5930232558139535,1.0
as_entropy,A3,low,0.8,per_task,1,50,25,0.1026694045174538,0.0017466638720044715,0.6666666666666666,0,0,0.0,0.0,0.5930232558139535,1.1241830065359475
as_entropy,A3,low,0.8,global,1,102,70,0.20944558521560575,0.00489065884161252,0.5930232558139535,0,0,0.0,0.0,0.5930232558139535,1.0
as_entropy,A3,low,0.85,per_task,1,50,25,0.1026694045174538,0.0017466638720044715,0.6666666666666666,0,0,0.0,0.0,0.5930232558139535,1.1241830065359475
as_entropy,A3,low,0.85,global,1,102,70,0.20944558521560575,0.00489065884161252,0.5930232558139535,0,0,0.0,0.0,0.5930232558139535,1.0
as_entropy,A3,low,0.9,per_task,1,50,25,0.1026694045174538,0.0017466638720044715,0.6666666666666666,0,0,0.0,0.0,0.5930232558139535,1.1241830065359475
as_entropy,A3,low,0.9,global,1,102,70,0.20944558521560575,0.00489065884161252,0.5930232558139535,0,0,0.0,0.0,0.5930232558139535,1.0
as_entropy,A3,low,0.925,per_task,1,50,25,0.1026694045174538,0.0017466638720044715,0.6666666666666666,0,0,0.0,0.0,0.5930232558139535,1.1241830065359475
as_entropy,A3,low,0.925,global,1,102,70,0.20944558521560575,0.00489065884161252,0.5930232558139535,0,0,0.0,0.0,0.5930232558139535,1.0
as_entropy,A3,low,0.95,per_task,1,48,4,0.09856262833675565,0.00027946621952071543,0.9230769230769231,0,0,0.0,0.0,0.5930232558139535,1.5565610859728507
as_entropy,A3,low,0.95,global,1,102,70,0.20944558521560575,0.00489065884161252,0.5930232558139535,0,0,0.0,0.0,0.5930232558139535,1.0
as_entropy,A3,low,0.96,per_task,1,48,4,0.09856262833675565,0.00027946621952071543,0.9230769230769231,0,0,0.0,0.0,0.5930232558139535,1.5565610859728507
as_entropy,A3,low,0.96,global,1,102,70,0.20944558521560575,0.00489065884161252,0.5930232558139535,0,0,0.0,0.0,0.5930232558139535,1.0
as_entropy,A3,low,0.975,per_task,1,25,3,0.0513347022587269,0.00020959966464053657,0.8928571428571429,0,0,0.0,0.0,0.5930232558139535,1.5056022408963585
as_entropy,A3,low,0.975,global,1,102,16,0.20944558521560575,0.0011178648780828617,0.864406779661017,0,0,0.0,0.0,0.8644067796610169,1.0000000000000002
as_entropy,A3,low,0.98,per_task,1,18,1,0.03696098562628337,6.986655488017886e-05,0.9473684210526315,0,0,0.0,0.0,0.5930232558139535,1.5975232198142413
as_entropy,A3,low,0.98,global,1,102,16,0.20944558521560575,0.0011178648780828617,0.864406779661017,0,0,0.0,0.0,0.8644067796610169,1.0000000000000002
as_entropy,A3,low,0.99,per_task,2,9,1,0.018480492813141684,6.986655488017886e-05,0.9,0,0,0.0,0.0,0.672093023255814,1.3391003460207611
as_entropy,A3,low,0.99,global,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
as_entropy,A3,low,0.995,per_task,1,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.5930232558139535,1.6862745098039214
