cohort,quantity,layer_group,n,mean,sd,q05,median,q95
development_main,query_hard_churn,front_L2_L5,827924,0.839397668838501,0.04373142495751381,0.762380838394165,0.8430474996566772,0.904761791229248
development_main,query_hard_churn,back_L12_L15,827924,0.8678494095802307,0.07248356938362122,0.738761842250824,0.8823809027671814,0.9495237469673157
development_main,query_hard_churn_d9,front_L2_L5,827924,0.7997864484786987,0.09149207174777985,0.631428599357605,0.8114286661148071,0.9285714030265808
development_main,query_hard_churn_d9,back_L12_L15,827924,0.8592548966407776,0.1019822284579277,0.6723809242248535,0.8809524774551392,0.9714285731315613
development_main,query_top1_churn,front_L2_L5,827924,0.8934015035629272,0.06405526399612427,0.7699999809265137,0.8999999761581421,0.9800000190734863
development_main,query_top1_churn,back_L12_L15,827924,0.920268714427948,0.09209206700325012,0.7400000095367432,0.949999988079071,1.0
development_main,denoise_hard_churn,front_L2_L5,887124,0.337859183549881,0.033924926072359085,0.2821163833141327,0.3377777636051178,0.39386245608329773
development_main,denoise_hard_churn,back_L12_L15,887124,0.2397860586643219,0.03755521774291992,0.17925924062728882,0.23851850628852844,0.3028571307659149
development_main,set_dwell,front_L2_L5,887124,0.007089877035468817,0.03195368871092796,0.0,0.0,0.10000000149011612
development_main,set_dwell,back_L12_L15,887124,0.005561905913054943,0.048666007816791534,0.0,0.0,0.0
development_main,tie_margin,front_L2_L5,887124,0.00043053459376096725,0.00011873045878019184,0.0002624511835165322,0.00041564941057004035,0.0006488037179224193
development_main,tie_margin,back_L12_L15,887124,0.0004720747238025069,0.0001821070909500122,0.0002456665097270161,0.00043487548828125,0.0008190918015316129
development_main,selected_mass,front_L2_L5,887124,0.14416326582431793,0.004266154486685991,0.1377951055765152,0.14357727766036987,0.1518886834383011
development_main,selected_mass,back_L12_L15,887124,0.14488142728805542,0.006369701121002436,0.136637881398201,0.14363586902618408,0.15677063167095184
development_main,hb_entropy_action,front_L2_L5,887124,3.4601047039031982,0.0023869648575782776,3.4556055068969727,3.460683584213257,3.4632227420806885
development_main,hb_entropy_action,back_L12_L15,887124,3.4600367546081543,0.0034174504689872265,3.4533398151397705,3.4609375,3.463984489440918
development_main,mobility,front_L2_L5,827924,0.04007236659526825,0.014495884999632835,0.021622734144330025,0.03759748861193657,0.06839210540056229
development_main,mobility,back_L12_L15,827924,0.05839225649833679,0.019522184506058693,0.0297582745552063,0.05664081126451492,0.09299851953983307
development_main,mobility_allstep,front_L2_L5,827924,0.03857836127281189,0.008806157857179642,0.025989249348640442,0.037387024611234665,0.05477244034409523
development_main,mobility_allstep,back_L12_L15,827924,0.04206712543964386,0.014558130875229836,0.022560561075806618,0.03976086154580116,0.06915002316236496
development_extra,query_hard_churn,front_L2_L5,122964,0.8340250849723816,0.04265602305531502,0.7600952386856079,0.8365713357925415,0.8995237946510315
development_extra,query_hard_churn,back_L12_L15,122964,0.8589260578155518,0.07513855397701263,0.7307617664337158,0.8733331561088562,0.9423808455467224
development_extra,query_hard_churn_d9,front_L2_L5,122964,0.7958060503005981,0.08750934153795242,0.6390475630760193,0.8038095235824585,0.9238095283508301
development_extra,query_hard_churn_d9,back_L12_L15,122964,0.8518085479736328,0.10312516987323761,0.6771427989006042,0.8761904835700989,0.9571428298950195
development_extra,query_top1_churn,front_L2_L5,122964,0.8857583403587341,0.06471206992864609,0.7699999809265137,0.8899999856948853,0.9800000190734863
development_extra,query_top1_churn,back_L12_L15,122964,0.9126073122024536,0.09803503751754761,0.7200000286102295,0.9399999976158142,1.0
development_extra,denoise_hard_churn,front_L2_L5,127764,0.34122025966644287,0.03204720839858055,0.28867724537849426,0.3411639928817749,0.3938624858856201
development_extra,denoise_hard_churn,back_L12_L15,127764,0.2471642941236496,0.03595198690891266,0.1881481409072876,0.24740737676620483,0.30666664242744446
development_extra,set_dwell,front_L2_L5,127764,0.007473153993487358,0.032554611563682556,0.0,0.0,0.10000000149011612
development_extra,set_dwell,back_L12_L15,127764,0.007845715619623661,0.0659475326538086,0.0,0.0,0.0
development_extra,tie_margin,front_L2_L5,127764,0.0004340180312283337,8.051169425016269e-05,0.0003219604550395161,0.00042327880510129035,0.0005825805710628629
development_extra,tie_margin,back_L12_L15,127764,0.00044509622966870666,0.00012100942694814876,0.0002764892706181854,0.00042968749767169356,0.0006661987281404436
development_extra,selected_mass,front_L2_L5,127764,0.14444823563098907,0.002548754680901766,0.14131870865821838,0.14394530653953552,0.1494801938533783
development_extra,selected_mass,back_L12_L15,127764,0.14387696981430054,0.0038344713393598795,0.13827240467071533,0.14353729784488678,0.15067613124847412
development_extra,hb_entropy_action,front_L2_L5,127764,3.459977388381958,0.0016530315624549985,3.4566991329193115,3.4603710174560547,3.461660146713257
development_extra,hb_entropy_action,back_L12_L15,127764,3.460679531097412,0.002034619217738509,3.456777334213257,3.4610157012939453,3.4633984565734863
development_extra,mobility,front_L2_L5,122964,0.04091222211718559,0.013201083987951279,0.02525332011282444,0.03776466101408005,0.068581722676754
development_extra,mobility,back_L12_L15,122964,0.05467228963971138,0.013290971517562866,0.03434338793158531,0.054527901113033295,0.07625910639762878
development_extra,mobility_allstep,front_L2_L5,122964,0.03921598941087723,0.0065185003913939,0.03093888610601425,0.038005661219358444,0.05194341018795967
development_extra,mobility_allstep,back_L12_L15,122964,0.03932888060808182,0.009738031774759293,0.02517426200211048,0.038485247641801834,0.05664707347750664
external_8b,query_hard_churn,front_L2_L5,930620,0.8387840390205383,0.044609617441892624,0.760857105255127,0.8419045805931091,0.9063808917999268
external_8b,query_hard_churn,back_L12_L15,930620,0.8664312362670898,0.07323013991117477,0.7351428270339966,0.881142795085907,0.9485714435577393
external_8b,query_hard_churn_d9,front_L2_L5,930620,0.7994791269302368,0.0910210907459259,0.6323808431625366,0.8114285469055176,0.9285714030265808
external_8b,query_hard_churn_d9,back_L12_L15,930620,0.857744038105011,0.10286211967468262,0.6704761385917664,0.8809523582458496,0.9714285731315613
external_8b,query_top1_churn,front_L2_L5,930620,0.8916070461273193,0.06434893608093262,0.7699999809265137,0.8999999761581421,0.9800000190734863
external_8b,query_top1_churn,back_L12_L15,930620,0.9188541173934937,0.09370361268520355,0.7400000095367432,0.949999988079071,1.0
external_8b,denoise_hard_churn,front_L2_L5,993020,0.3388049304485321,0.03380782902240753,0.28296297788619995,0.3387301564216614,0.3944973945617676
external_8b,denoise_hard_churn,back_L12_L15,993020,0.24097418785095215,0.03733892738819122,0.18074071407318115,0.23999997973442078,0.3037036657333374
external_8b,set_dwell,front_L2_L5,993020,0.0072052935138344765,0.03263526409864426,0.0,0.0,0.10000000149011612
external_8b,set_dwell,back_L12_L15,993020,0.006123945116996765,0.05433902144432068,0.0,0.0,0.0
external_8b,tie_margin,front_L2_L5,993020,0.00043079780880361795,0.00011589033238124102,0.0002651977411005646,0.00041625977610237896,0.0006451415829360485
external_8b,tie_margin,back_L12_L15,993020,0.0004691008944064379,0.00017693838162813336,0.00024963379837572575,0.0004336547863204032,0.0008071899646893144
external_8b,selected_mass,front_L2_L5,993020,0.14421042799949646,0.004169698804616928,0.1378631591796875,0.14364472031593323,0.15192261338233948
external_8b,selected_mass,back_L12_L15,993020,0.144776850938797,0.006162254139780998,0.136820986866951,0.14359435439109802,0.15641173720359802
external_8b,hb_entropy_action,front_L2_L5,993020,3.460059881210327,0.0023538805544376373,3.4555273056030273,3.4606053829193115,3.463144540786743
external_8b,hb_entropy_action,back_L12_L15,993020,3.460108995437622,0.0033043744042515755,3.4535937309265137,3.4609570503234863,3.4639062881469727
external_8b,mobility,front_L2_L5,930620,0.040153421461582184,0.014418808743357658,0.02187577821314335,0.037518199533224106,0.06853397190570831
external_8b,mobility,back_L12_L15,930620,0.057883840054273605,0.018903322517871857,0.03028123639523983,0.056138619780540466,0.09180103987455368
external_8b,mobility_allstep,front_L2_L5,930620,0.03874316066503525,0.008788022212684155,0.026196807622909546,0.037514522671699524,0.05521910637617111
external_8b,mobility_allstep,back_L12_L15,930620,0.0417325533926487,0.014119166880846024,0.022840235382318497,0.03945750370621681,0.06829438358545303
