corpus,suite,task,scene,K,loop_valid,n_fail,n_loop,n_static,r1_commitment_mean,r1_commitment_std,r2_flow_instability_mean,r2_flow_instability_std,r3_loop_graph_evidence_mean,r3_loop_graph_evidence_std,r3_static_authority_loss_mean,r3_static_authority_loss_std,r4_healthy_energy_mean,r4_healthy_energy_std,n_success_disjoint,p_success,n_loop_disjoint,p_loop,n_static_disjoint,p_static,n_other_failure_disjoint,p_other_failure
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,0,32,0,0,0,0,0.0023287287913262844,2.854646509282913e-05,0.23670646268874407,0.020549944359918144,0.6451635789126158,0.011627989878855846,0.4073333851993084,0.033535979277689,4.428857088088989,1.5570429918087663,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,3,32,0,0,0,0,0.0018517179414629936,3.1175169584085265e-05,0.17601626878604293,0.01687820267391738,0.5140058239921927,0.015219818205306697,0.38746844977140427,0.025754588835060672,8.725843951106071,2.477715943816965,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,7,32,0,0,0,0,0.002136489376425743,3.1453303654085504e-05,0.2150445096194744,0.018817649213323406,0.6204188968986273,0.01329831478228279,0.29791142605245113,0.024686928293727737,3.478954941034317,1.256369057285696,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,10,32,0,0,0,0,0.002485215198248625,2.8068385717138835e-05,0.2753905849531293,0.01893557615388327,0.6654164791107178,0.010236171825028176,0.3495494229719043,0.03845405484114077,2.659511659294367,0.8135353191887703,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,13,32,0,0,0,0,0.0024314168840646744,3.460262654670954e-05,0.3066344987601042,0.020995859066287023,0.6756526585668325,0.008270352812008821,0.3141971919685602,0.036863753073898484,3.6703873202204704,1.7260030190422397,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,16,32,0,0,0,0,0.0023038433864712715,2.7751860918609242e-05,0.2516639376990497,0.01921289534990901,0.6402777414768934,0.012026206958232439,0.347076048143208,0.04289182079142012,3.534771967679262,1.1838664630283355,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,20,32,0,0,0,0,0.002215547487139702,3.802317905460979e-05,0.23728719586506486,0.019074513636302165,0.6365202739834785,0.01153472591523417,0.2943639289587736,0.030651911651337578,2.852201145142317,0.8368600644138595,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,23,32,0,0,0,0,0.0019203112460672855,3.390222113370723e-05,0.1901676612906158,0.017571474288464662,0.48620267678052187,0.017675134805822727,0.42616926319897175,0.03654249232155988,4.500063594430685,1.92331833023534,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,26,32,0,0,0,0,0.002662136685103178,3.68113100420214e-05,0.2839858755469322,0.018566866448591318,0.7444908935576677,0.006805219882565567,0.24189981212839484,0.026046296247068976,3.301697090268135,0.9190947751094277,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,29,32,0,0,0,0,0.002340095117688179,2.999763030093972e-05,0.2775703934021294,0.014881567967933405,0.6416826248168945,0.00984253006207414,0.3915645880624652,0.036411520552609385,4.853078030049801,2.9651642971001886,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,33,32,0,0,0,0,0.002122859936207533,2.4574676257469706e-05,0.29854380898177624,0.017082713503827243,0.5884410701692104,0.011676580405327232,0.2918496271595359,0.01914215272666008,3.6215622574090958,1.8755783910362915,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,36,32,0,0,0,0,0.0025271051563322544,3.199701197593265e-05,0.2067382181994617,0.024573677057333494,0.6595764569938183,0.009437198798900703,0.40082149393856525,0.03994724216134486,8.916667778044939,3.715092175838777,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,39,32,0,0,0,0,0.0019068173132836819,3.1992307813465595e-05,0.16347978776320815,0.02098104531280799,0.5511654820293188,0.013618820839177547,0.30848230980336666,0.023385310709704413,7.87298820912838,2.8700218643929567,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,42,32,0,0,0,0,0.002099048811942339,2.4891901873136267e-05,0.22628766391426325,0.017725202432364796,0.5740935634821653,0.013302667045389656,0.3273354824632406,0.028332659053753984,5.668806500732899,2.1657781803009803,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,46,32,0,0,0,0,0.002096700482070446,2.9397845195013796e-05,0.20412141410633922,0.01884441191922973,0.5814732778817415,0.013022598781773717,0.3702016230672598,0.027996024841253256,3.268765889108181,1.341007324070028,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
main16x32,libero_goal,open_the_middle_drawer_of_the_cabinet,49,32,0,0,0,0,0.0020094462670385838,2.8291393266351285e-05,0.16380288917571306,0.02309532089611078,0.47038023732602596,0.015488475076888409,0.5514276251196861,0.04315500389887144,6.4556392803788185,3.226462315810814,32,0.9558823529411765,0,0.014705882352941176,0,0.014705882352941176,0,0.014705882352941176
