key,family,query,layer_group,metric,denoise_step,feature_kind,suite_eta_squared,permutation_p_raw,permutation_p_max_118,goal_mean,object_mean,spatial_mean,long_value
q0|action|front_2_5|entropy|d0,level_front_2_5,0,front_2_5,entropy,0,level,0.9962190614211577,9.999000099990002e-05,9.999000099990002e-05,0.9991374015808105,0.9980778694152832,0.9977871179580688,0.9987780451774597
q0|action|front_2_5|entropy|d1,level_front_2_5,0,front_2_5,entropy,1,level,0.9959714096096907,9.999000099990002e-05,9.999000099990002e-05,0.9990943074226379,0.9980304837226868,0.9977041482925415,0.9987323880195618
q0|action|front_2_5|entropy|d2,level_front_2_5,0,front_2_5,entropy,2,level,0.9952528199654602,9.999000099990002e-05,9.999000099990002e-05,0.9990500211715698,0.9978941679000854,0.9975441694259644,0.9986728429794312
q0|action|front_2_5|entropy|d3,level_front_2_5,0,front_2_5,entropy,3,level,0.9940478748738388,9.999000099990002e-05,9.999000099990002e-05,0.999012291431427,0.9978259205818176,0.997486412525177,0.9985987544059753
q0|action|front_2_5|entropy|d4,level_front_2_5,0,front_2_5,entropy,4,level,0.9928393434673172,9.999000099990002e-05,9.999000099990002e-05,0.9989558458328247,0.9976871609687805,0.997338593006134,0.9985343217849731
q0|action|front_2_5|entropy|d5,level_front_2_5,0,front_2_5,entropy,5,level,0.9907884068170948,9.999000099990002e-05,9.999000099990002e-05,0.9989045262336731,0.9975444078445435,0.9971771240234375,0.9984664916992188
q0|action|front_2_5|entropy|d6,level_front_2_5,0,front_2_5,entropy,6,level,0.9855995848847404,9.999000099990002e-05,9.999000099990002e-05,0.998874306678772,0.9974257349967957,0.9970301389694214,0.9984657168388367
q0|action|front_2_5|entropy|d7,level_front_2_5,0,front_2_5,entropy,7,level,0.978453292568988,9.999000099990002e-05,9.999000099990002e-05,0.9987937808036804,0.997179388999939,0.9967633485794067,0.9984215497970581
q0|action|front_2_5|entropy|d8,level_front_2_5,0,front_2_5,entropy,8,level,0.9639861121954701,9.999000099990002e-05,9.999000099990002e-05,0.9987002611160278,0.9969189763069153,0.9964481592178345,0.9982823729515076
q0|action|front_2_5|entropy|d9,level_front_2_5,0,front_2_5,entropy,9,level,0.9336100213783128,9.999000099990002e-05,9.999000099990002e-05,0.998339831829071,0.9963799715042114,0.9956390261650085,0.9978704452514648
