run_role,episode_index,init_state_id,noise_mode,success,action_steps,closure_query,alarm_count,first_alarm_query,first_alarm_relative_query,continued_after_alarm,post_alarm_action_steps,classification,closure_eligible,pot_max_displacement_m,pot_final_displacement_m,eef_max_displacement_m,eef_pot_max_separation_m,pot_max_lift_m
hardware_replay_of_development_noise,0,0,archived_replay,True,377,29,1,34,5,True,37,false_positive_successful_grasp,True,0.4111725172720678,0.4019819681876839,0.4222385634688677,0.07580788886968012,0.1772121787071228
fresh_random_test,0,7,fresh_random,True,382,30,1,31,1,True,72,false_positive_successful_grasp,True,0.4101955772185755,0.4101955772185755,0.40135677629562266,0.0783590736748117,0.1455797553062439
fresh_random_test,1,3,fresh_random,False,520,,0,,,False,0,out_of_scope_no_near_pot_closure,False,,,,,
fresh_random_test,2,20,fresh_random,False,520,,0,,,False,0,out_of_scope_no_near_pot_closure,False,,,,,
fresh_random_test,3,0,fresh_random,False,520,42,3,43,1,True,90,alerted_failed_grasp_geometry_confirmed,True,8.182420149321352e-06,8.182420149321352e-06,0.4364495506580805,0.49665129148371734,3.3974647521972656e-06
