fold,suite,seed,reference_cap,method,calibration,alpha,scope,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__current,task_init,0.1,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__current,task_init,0.15,seen,560,12,548,11,6,0.9166666666666666,0.010948905109489052,0.6470588235294118,0.9528588807785887,0.5055555555555555,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__current,task_init,0.15,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__current,task_init,0.2,seen,560,12,548,11,6,0.9166666666666666,0.010948905109489052,0.6470588235294118,0.9528588807785887,0.5055555555555555,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__current,task_init,0.2,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.01,seen,560,12,548,11,6,0.9166666666666666,0.010948905109489052,0.6470588235294118,0.9528588807785887,0.5055555555555555,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.01,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.03,seen,560,12,548,11,6,0.9166666666666666,0.010948905109489052,0.6470588235294118,0.9528588807785887,0.5055555555555555,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.03,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.05,seen,560,12,548,11,6,0.9166666666666666,0.010948905109489052,0.6470588235294118,0.9528588807785887,0.5055555555555555,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.05,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.1,seen,560,12,548,11,6,0.9166666666666666,0.010948905109489052,0.6470588235294118,0.9528588807785887,0.5055555555555555,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.1,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.15,seen,560,12,548,11,6,0.9166666666666666,0.010948905109489052,0.6470588235294118,0.9528588807785887,0.5055555555555555,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.15,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.2,seen,560,12,548,11,6,0.9166666666666666,0.010948905109489052,0.6470588235294118,0.9528588807785887,0.5055555555555555,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,episode,0.2,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.01,seen,560,12,548,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.01,unseen,1200,78,1122,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.03,seen,560,12,548,9,3,0.75,0.005474452554744526,0.75,0.8722627737226277,0.6277777777777778,15.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.03,unseen,1200,78,1122,49,19,0.6282051282051282,0.01693404634581105,0.7205882352941176,0.8056355409296586,0.835042735042735,22.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.05,seen,560,12,548,11,6,0.9166666666666666,0.010948905109489052,0.6470588235294118,0.9528588807785887,0.5055555555555555,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.05,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.1,seen,560,12,548,11,6,0.9166666666666666,0.010948905109489052,0.6470588235294118,0.9528588807785887,0.5055555555555555,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.1,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.15,seen,560,12,548,11,6,0.9166666666666666,0.010948905109489052,0.6470588235294118,0.9528588807785887,0.5055555555555555,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.15,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.2,seen,560,12,548,11,6,0.9166666666666666,0.010948905109489052,0.6470588235294118,0.9528588807785887,0.5055555555555555,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_positive__cumsum,task_init,0.2,unseen,1200,78,1122,68,126,0.8717948717948718,0.11229946524064172,0.35051546391752575,0.879747703277115,0.6799145299145299,20.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.01,seen,560,12,548,4,5,0.3333333333333333,0.009124087591240875,0.4444444444444444,0.6621046228710462,0.7944444444444444,10.5
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.01,unseen,1200,78,1122,8,63,0.10256410256410256,0.05614973262032086,0.11267605633802817,0.5232071849718909,0.9119658119658118,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.03,seen,560,12,548,7,14,0.5833333333333334,0.025547445255474453,0.3333333333333333,0.7788929440389295,0.6333333333333333,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.03,unseen,1200,78,1122,29,225,0.3717948717948718,0.20053475935828877,0.1141732283464567,0.5856300562182916,0.6782051282051282,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.05,seen,560,12,548,7,22,0.5833333333333334,0.040145985401459854,0.2413793103448276,0.7715936739659368,0.6138888888888888,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.05,unseen,1200,78,1122,43,404,0.5512820512820513,0.3600713012477718,0.09619686800894854,0.5956053750171397,0.52008547008547,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.1,seen,560,12,548,7,66,0.5833333333333334,0.12043795620437957,0.0958904109589041,0.731447688564477,0.611111111111111,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.1,unseen,1200,78,1122,66,668,0.8461538461538461,0.5953654188948306,0.08991825613079019,0.6253942136295079,0.2696581196581197,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.15,seen,560,12,548,7,89,0.5833333333333334,0.1624087591240876,0.07291666666666667,0.7104622871046229,0.611111111111111,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.15,unseen,1200,78,1122,74,767,0.9487179487179487,0.6836007130124777,0.08799048751486326,0.6325586178527355,0.17350427350427353,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.2,seen,560,12,548,9,111,0.75,0.20255474452554745,0.075,0.7737226277372262,0.45,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,episode,0.2,unseen,1200,78,1122,78,826,1.0,0.7361853832442068,0.08628318584070796,0.6319073083778965,0.12991452991452992,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.01,seen,560,12,548,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.01,unseen,1200,78,1122,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.03,seen,560,12,548,1,2,0.08333333333333333,0.0036496350364963502,0.3333333333333333,0.5398418491484185,0.9500000000000001,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.03,unseen,1200,78,1122,2,3,0.02564102564102564,0.00267379679144385,0.4,0.5114836144247908,0.97991452991453,5.5
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.05,seen,560,12,548,4,5,0.3333333333333333,0.009124087591240875,0.4444444444444444,0.6621046228710462,0.7944444444444444,10.5
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.05,unseen,1200,78,1122,8,63,0.10256410256410256,0.05614973262032086,0.11267605633802817,0.5232071849718909,0.9119658119658118,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.1,seen,560,12,548,6,12,0.5,0.021897810218978103,0.3333333333333333,0.7390510948905109,0.6861111111111112,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.1,unseen,1200,78,1122,25,180,0.32051282051282054,0.16042780748663102,0.12195121951219512,0.5800425065130947,0.7243589743589743,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.15,seen,560,12,548,7,17,0.5833333333333334,0.03102189781021898,0.2916666666666667,0.7761557177615572,0.6333333333333333,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.15,unseen,1200,78,1122,37,337,0.47435897435897434,0.3003565062388592,0.09893048128342247,0.5870012340600577,0.5876068376068375,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.2,seen,560,12,548,7,20,0.5833333333333334,0.0364963503649635,0.25925925925925924,0.773418491484185,0.6138888888888888,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,task_init,0.2,unseen,1200,78,1122,39,377,0.5,0.3360071301247772,0.09375,0.5819964349376114,0.5636752136752137,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.01,seen,560,12,548,12,5,1.0,0.009124087591240875,0.7058823529411765,0.9954379562043796,0.6611111111111111,19.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.01,unseen,1200,78,1122,78,46,1.0,0.040998217468805706,0.6290322580645161,0.9795008912655971,0.6662393162393161,19.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.03,seen,560,12,548,12,17,1.0,0.03102189781021898,0.41379310344827586,0.9844890510948905,0.35555555555555557,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.03,unseen,1200,78,1122,78,960,1.0,0.8556149732620321,0.07514450867052024,0.572192513368984,0.2478632478632479,6.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.05,seen,560,12,548,12,25,1.0,0.04562043795620438,0.32432432432432434,0.9771897810218978,0.33888888888888896,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.05,unseen,1200,78,1122,78,1041,1.0,0.9278074866310161,0.06970509383378017,0.536096256684492,0.2252136752136753,6.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.1,seen,560,12,548,12,50,1.0,0.09124087591240876,0.1935483870967742,0.9543795620437956,0.31388888888888894,6.5
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.1,unseen,1200,78,1122,78,1109,1.0,0.9884135472370766,0.06571187868576242,0.5057932263814617,0.1974358974358974,5.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.15,seen,560,12,548,12,91,1.0,0.16605839416058393,0.11650485436893204,0.916970802919708,0.3055555555555556,6.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.15,unseen,1200,78,1122,78,1121,1.0,0.9991087344028521,0.06505421184320268,0.500445632798574,0.182051282051282,5.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.2,seen,560,12,548,12,116,1.0,0.2116788321167883,0.09375,0.8941605839416058,0.29444444444444445,6.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,episode,0.2,unseen,1200,78,1122,78,1122,1.0,1.0,0.065,0.5,0.17179487179487174,4.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.01,seen,560,12,548,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.01,unseen,1200,78,1122,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.03,seen,560,12,548,12,0,1.0,0.0,1.0,1.0,0.6694444444444444,19.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.03,unseen,1200,78,1122,78,17,1.0,0.015151515151515152,0.8210526315789474,0.9924242424242424,0.6773504273504273,19.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.05,seen,560,12,548,12,11,1.0,0.020072992700729927,0.5217391304347826,0.989963503649635,0.5166666666666666,14.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.05,unseen,1200,78,1122,78,462,1.0,0.4117647058823529,0.14444444444444443,0.7941176470588236,0.4363247863247863,14.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.1,seen,560,12,548,12,21,1.0,0.03832116788321168,0.36363636363636365,0.9808394160583942,0.34722222222222227,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.1,unseen,1200,78,1122,78,1016,1.0,0.9055258467023173,0.0712979890310786,0.5472370766488414,0.23119658119658126,6.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.15,seen,560,12,548,12,29,1.0,0.05291970802919708,0.2926829268292683,0.9735401459854015,0.3361111111111111,9.5
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.15,unseen,1200,78,1122,78,1070,1.0,0.9536541889483066,0.06794425087108014,0.5231729055258467,0.22136752136752144,6.0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.2,seen,560,12,548,12,37,1.0,0.06751824817518248,0.24489795918367346,0.9662408759124088,0.3277777777777778,8.5
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,task_init,0.2,unseen,1200,78,1122,78,1102,1.0,0.982174688057041,0.06610169491525424,0.5089126559714795,0.20940170940170938,5.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.01,seen,560,12,548,8,7,0.6666666666666666,0.012773722627737226,0.5333333333333333,0.8269464720194647,0.5111111111111112,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.01,unseen,1200,78,1122,22,19,0.28205128205128205,0.01693404634581105,0.5365853658536586,0.6325586178527355,0.876923076923077,15.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.03,seen,560,12,548,8,36,0.6666666666666666,0.06569343065693431,0.18181818181818182,0.8004866180048661,0.5055555555555556,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.03,unseen,1200,78,1122,39,138,0.5,0.12299465240641712,0.22033898305084745,0.6885026737967914,0.717948717948718,12.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.05,seen,560,12,548,9,48,0.75,0.08759124087591241,0.15789473684210525,0.8312043795620438,0.44722222222222224,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.05,unseen,1200,78,1122,51,239,0.6538461538461539,0.21301247771836007,0.17586206896551723,0.7204168380638969,0.5944444444444446,10.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.1,seen,560,12,548,12,94,1.0,0.17153284671532848,0.11320754716981132,0.9142335766423357,0.29444444444444445,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.1,unseen,1200,78,1122,67,502,0.8589743589743589,0.4474153297682709,0.11775043936731107,0.7057795146030441,0.37478632478632473,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.15,seen,560,12,548,12,132,1.0,0.24087591240875914,0.08333333333333333,0.8795620437956204,0.2916666666666667,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.15,unseen,1200,78,1122,75,737,0.9615384615384616,0.6568627450980392,0.09236453201970443,0.6523378582202113,0.2474358974358975,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.2,seen,560,12,548,12,147,1.0,0.26824817518248173,0.07547169811320754,0.8658759124087592,0.2916666666666667,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,episode,0.2,unseen,1200,78,1122,77,829,0.9871794871794872,0.7388591800356507,0.08498896247240618,0.6241601535719183,0.20256410256410257,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.01,seen,560,12,548,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.01,unseen,1200,78,1122,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.03,seen,560,12,548,1,0,0.08333333333333333,0.0,1.0,0.5416666666666666,0.9861111111111112,24.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.03,unseen,1200,78,1122,4,1,0.05128205128205128,0.00089126559714795,0.8,0.5251953928424516,0.976923076923077,14.5
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.05,seen,560,12,548,2,3,0.16666666666666666,0.005474452554744526,0.4,0.5805961070559611,0.9333333333333335,17.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.05,unseen,1200,78,1122,7,6,0.08974358974358974,0.0053475935828877,0.5384615384615384,0.542197998080351,0.9611111111111111,17.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.1,seen,560,12,548,8,14,0.6666666666666666,0.025547445255474453,0.36363636363636365,0.820559610705596,0.5083333333333334,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.1,unseen,1200,78,1122,31,38,0.3974358974358974,0.0338680926916221,0.4492753623188406,0.6817839023721376,0.8038461538461538,14.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.15,seen,560,12,548,8,20,0.6666666666666666,0.0364963503649635,0.2857142857142857,0.8150851581508515,0.5055555555555556,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.15,unseen,1200,78,1122,32,70,0.41025641025641024,0.062388591800356503,0.3137254901960784,0.6739339092280268,0.7893162393162394,13.5
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.2,seen,560,12,548,9,48,0.75,0.08759124087591241,0.15789473684210525,0.8312043795620438,0.44722222222222224,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,task_init,0.2,unseen,1200,78,1122,51,233,0.6538461538461539,0.20766488413547238,0.1795774647887324,0.7230906348553406,0.5944444444444446,10.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.01,seen,560,12,548,12,13,1.0,0.023722627737226276,0.48,0.9881386861313869,0.425,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.01,unseen,1200,78,1122,78,78,1.0,0.06951871657754011,0.5,0.9652406417112299,0.6235042735042735,19.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.03,seen,560,12,548,12,39,1.0,0.07116788321167883,0.23529411764705882,0.9644160583941606,0.3972222222222222,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.03,unseen,1200,78,1122,78,376,1.0,0.33511586452762926,0.17180616740088106,0.8324420677361853,0.42435897435897435,10.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.05,seen,560,12,548,12,50,1.0,0.09124087591240876,0.1935483870967742,0.9543795620437956,0.3888888888888889,5.5
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.05,unseen,1200,78,1122,78,489,1.0,0.4358288770053476,0.13756613756613756,0.7820855614973262,0.3611111111111111,9.5
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.1,seen,560,12,548,12,77,1.0,0.14051094890510948,0.1348314606741573,0.9297445255474452,0.375,5.5
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.1,unseen,1200,78,1122,78,720,1.0,0.6417112299465241,0.09774436090225563,0.679144385026738,0.25213675213675213,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.15,seen,560,12,548,12,100,1.0,0.18248175182481752,0.10714285714285714,0.9087591240875912,0.3555555555555556,5.5
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.15,unseen,1200,78,1122,78,858,1.0,0.7647058823529411,0.08333333333333333,0.6176470588235294,0.21452991452991454,5.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.2,seen,560,12,548,12,114,1.0,0.20802919708029197,0.09523809523809523,0.8959854014598541,0.325,5.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,episode,0.2,unseen,1200,78,1122,78,951,1.0,0.8475935828877005,0.07580174927113703,0.5762032085561497,0.1978632478632478,3.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.01,seen,560,12,548,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.01,unseen,1200,78,1122,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.03,seen,560,12,548,4,0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.9722222222222223,26.5
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.03,unseen,1200,78,1122,7,0,0.08974358974358974,0.0,1.0,0.5448717948717948,0.9927350427350428,27.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.05,seen,560,12,548,9,2,0.75,0.0036496350364963502,0.8181818181818182,0.8731751824817519,0.8111111111111112,22.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.05,unseen,1200,78,1122,56,2,0.717948717948718,0.0017825311942959,0.9655172413793104,0.8580830933772111,0.8995726495726496,26.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.1,seen,560,12,548,12,25,1.0,0.04562043795620438,0.32432432432432434,0.9771897810218978,0.41111111111111115,6.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.1,unseen,1200,78,1122,78,221,1.0,0.19696969696969696,0.2608695652173913,0.9015151515151515,0.52008547008547,17.0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,task_init,0.15,seen,560,12,548,12,34,1.0,0.06204379562043796,0.2608695652173913,0.968978102189781,0.40277777777777785,6.0
