fold,suite,seed,reference_cap,method,view,scope,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc,scorable_fraction,mixed_tasks
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,q14,unseen,428,78,0.48512820512820515,0.22358660705439148,0.38108882521489973,0.1835912698412698,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,q19,seen,23,12,0.9924242424242424,0.9935897435897437,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,q19,unseen,127,78,0.7278911564625851,0.8148587008248271,0.5917075163398693,0.2916666666666667,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,q29,seen,12,12,,1.0,,,1.0,0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__current,q29,unseen,79,78,0.7948717948717948,0.9971190592917978,0.8235294117647058,0.75,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,full,seen,560,12,1.0,1.0,1.0,1.0,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,full,unseen,1200,78,0.9998971616618676,0.9984597112652892,0.9998689064928742,0.9972222222222222,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,common_horizon,seen,560,12,0.4204683698296837,0.019418027500172946,0.7587725507029304,0.46507936507936504,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,common_horizon,unseen,1200,78,0.659216600393071,0.16742135721921506,0.48714575748248556,0.3847959183673469,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,q0,seen,560,12,0.36891727493917276,0.017680197681523496,0.49718696534361095,0.5761904761904763,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,q0,unseen,1200,78,0.44716394716394714,0.07348453086037612,0.4061969307487696,0.425506424792139,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,q4,seen,560,12,0.7335766423357665,0.05342831358377803,0.5834250430769418,0.6698412698412698,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,q4,unseen,1200,78,0.5940056675350793,0.08669551665178653,0.4413304798451936,0.39272864701436133,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,q9,seen,316,12,0.8908991228070176,0.5649387247213334,0.8553973277074544,0.6428571428571428,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,q9,unseen,469,78,0.5415109187487704,0.17998290542223722,0.4544092258159505,0.3739285714285714,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,q14,seen,43,12,0.9758064516129032,0.9642857142857144,0.7647058823529411,0.8571428571428571,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,q14,unseen,428,78,0.5321978021978022,0.19599410933492953,0.23504129445474464,0.24319444444444444,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,q19,seen,23,12,0.9924242424242424,0.9935897435897437,0.9090909090909091,0.6666666666666666,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,q19,unseen,127,78,0.771585557299843,0.8335635335007204,0.3978758169934641,0.2916666666666667,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,q29,seen,12,12,,1.0,,,1.0,0
libero_goal_20260907,libero_goal,20260907,4096,stats_ratio__cumsum,q29,unseen,79,78,0.8846153846153846,0.9984597112652889,0.8627450980392157,0.5,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,full,seen,560,12,0.9805352798053528,0.6045314725394284,0.98989898989899,1.0,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,full,unseen,1200,78,0.907845422551305,0.47899634030807897,0.890892806466435,0.8454629629629631,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,common_horizon,seen,560,12,0.781021897810219,0.3165618263264574,0.7044520323792476,0.5666666666666667,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,common_horizon,unseen,1200,78,0.6806069747246218,0.21471793921543136,0.5772468039564816,0.5071598639455782,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,q0,seen,560,12,0.22947080291970803,0.013938091536051739,0.43692148656547386,0.5,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,q0,unseen,1200,78,0.5439805292746469,0.07739916187606188,0.4240701072211823,0.43835600907029476,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,q4,seen,560,12,0.5865267639902676,0.042379018357392675,0.3106918720051632,0.3904761904761905,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,q4,unseen,1200,78,0.4229512317747612,0.05674864260643127,0.46196805208614905,0.41972222222222216,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,q9,seen,316,12,0.856359649122807,0.5411200627231506,0.6009317862165964,0.7142857142857142,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,q9,unseen,469,78,0.5879401927995278,0.269714739520272,0.5353048061072218,0.5653306878306879,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,q14,seen,43,12,0.8064516129032258,0.7341134085213034,0.058823529411764705,0.0,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,q14,unseen,428,78,0.5691575091575092,0.3988035594919591,0.2439088338296159,0.20829365079365078,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,q19,seen,23,12,0.696969696969697,0.8000525303156883,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,q19,unseen,127,78,0.6533228676085819,0.7543733358350893,0.41768790849673204,0.125,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,q29,seen,12,12,,1.0,,,1.0,0
libero_goal_20260907,libero_goal,20260907,4096,success_only__current,q29,unseen,79,78,0.16666666666666666,0.9781869621489332,0.09803921568627451,0.25,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,full,seen,560,12,1.0,1.0,1.0,1.0,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,full,unseen,1200,78,0.9987088075323369,0.9706835000524393,0.9987947960420677,0.9958333333333332,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,common_horizon,seen,560,12,0.6470498783454988,0.06475527709103757,0.6670949625854689,0.6793650793650793,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,common_horizon,unseen,1200,78,0.670860185566068,0.20811413316528576,0.5398931167649782,0.5494860166288736,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,q0,seen,560,12,0.22947080291970803,0.013938091536051739,0.43692148656547386,0.5,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,q0,unseen,1200,78,0.5439805292746469,0.07739916187606188,0.4240701072211823,0.43835600907029476,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,q4,seen,560,12,0.6341240875912408,0.047599842185407595,0.5025956521209686,0.5777777777777777,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,q4,unseen,1200,78,0.5634284016636958,0.08072570127303175,0.47165964758013096,0.4538265306122449,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,q9,seen,316,12,0.831140350877193,0.589624711692663,0.6451593999062354,0.9285714285714286,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,q9,unseen,469,78,0.6587645091481409,0.32491264066524256,0.6585975644013983,0.7121957671957672,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,q14,seen,43,12,0.9301075268817204,0.9316239316239318,0.4117647058823529,0.5714285714285714,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,q14,unseen,428,78,0.6077289377289378,0.3856472547748476,0.2733205985354983,0.20095238095238094,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,q19,seen,23,12,0.946969696969697,0.9692982456140352,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,q19,unseen,127,78,0.6763474620617478,0.7937287900133104,0.38480392156862747,0.25,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,q29,seen,12,12,,1.0,,,1.0,0
libero_goal_20260907,libero_goal,20260907,4096,success_only__cumsum,q29,unseen,79,78,0.2948717948717949,0.9849099858821535,0.0392156862745098,0.25,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,full,seen,560,22,0.9866508955728287,0.6252781498846947,0.9831283553823817,1.0,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,full,unseen,1200,9,0.9986006157290792,0.8814555327713223,0.9974424552429667,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,common_horizon,seen,560,22,0.8251098344035147,0.48711855389063585,0.6194245463054304,0.6373015873015873,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,common_horizon,unseen,1200,9,0.44080604534005036,0.0075,0.4322250639386189,0.4523809523809524,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,q0,seen,560,22,0.5083220682663062,0.040746753246753246,0.4921615165053363,0.5166666666666667,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,q0,unseen,1200,9,0.48404701931150296,0.0075,0.49232736572890023,0.5,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,q4,seen,560,22,0.60256843528219,0.05808199960742333,0.4744741250930752,0.49833333333333335,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,q4,unseen,1200,9,0.46809403862300586,0.0075,0.4744245524296675,0.4523809523809524,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,q9,seen,319,22,0.78099173553719,0.3176053565604482,0.5338669645073219,0.541005291005291,1.0,3
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,q9,unseen,450,9,0.6402116402116402,0.11115942028985507,0.5853658536585366,0.5,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,q14,seen,124,22,0.7667112299465241,0.6434128542554938,0.5132385190918473,0.5615079365079365,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,q14,unseen,14,9,0.9444444444444444,0.9603174603174602,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,q19,seen,36,22,0.9675324675324676,0.9823232323232323,1.0,1.0,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,q19,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,q29,seen,22,22,,0.9999999999999998,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__current,q29,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,full,seen,560,22,0.997803311929706,0.9461532149722167,0.9935467858029288,1.0,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,full,unseen,1200,9,0.9996268308610878,0.9575757575757577,0.9988633134413185,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,common_horizon,seen,560,22,0.8235890503548496,0.49229810593446965,0.6218755266975873,0.633968253968254,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,common_horizon,unseen,1200,9,0.44080604534005036,0.0075,0.4322250639386189,0.4523809523809524,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,q0,seen,560,22,0.5083220682663062,0.040746753246753246,0.4921615165053363,0.5166666666666667,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,q0,unseen,1200,9,0.48404701931150296,0.0075,0.49232736572890023,0.5,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,q4,seen,560,22,0.6027374112875972,0.05872121286625382,0.4747192231322909,0.49833333333333335,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,q4,unseen,1200,9,0.46809403862300586,0.0075,0.4744245524296675,0.4523809523809524,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,q9,seen,319,22,0.7739516375880012,0.2882482077215397,0.5281480102589559,0.5335978835978835,1.0,3
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,q9,unseen,450,9,0.6402116402116402,0.11115942028985507,0.5853658536585366,0.5,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,q14,seen,124,22,0.7711675579322638,0.6868884985819075,0.5058855779153767,0.5726190476190476,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,q14,unseen,14,9,0.9444444444444444,0.9603174603174602,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,q19,seen,36,22,0.9675324675324676,0.9823232323232323,1.0,1.0,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,q19,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,q29,seen,22,22,,0.9999999999999998,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_positive__cumsum,q29,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,full,seen,560,22,0.9887630956404191,0.7933153252120536,0.9908507073715562,0.99,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,full,unseen,1200,9,0.9978542774512548,0.7976851851851852,0.9968741119636261,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,common_horizon,seen,560,22,0.8535822913146334,0.4588072397551183,0.6273260604744759,0.6096825396825396,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,common_horizon,unseen,1200,9,0.39285381098983113,0.0064207014363241825,0.4075021312872975,0.44761904761904764,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,q0,seen,560,22,0.6619635011828321,0.06020815255021397,0.4641460043354953,0.46777777777777774,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,q0,unseen,1200,9,0.6157290792051497,0.012947176596717618,0.670076726342711,0.5396825396825397,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,q4,seen,560,22,0.7500844880027037,0.09104925124494542,0.5590137719731555,0.5174603174603174,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,q4,unseen,1200,9,0.6071461890101688,0.010404895647121467,0.6609832338732594,0.5396825396825397,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,q9,seen,319,22,0.8261401897765535,0.3739690132569188,0.39975283362290065,0.605026455026455,1.0,3
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,q9,unseen,450,9,0.8221214411690602,0.18333524217950753,0.7046070460704607,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,q14,seen,124,22,0.7584670231729055,0.528061100014267,0.4018640350877193,0.47896825396825393,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,q14,unseen,14,9,1.0,1.0000000000000002,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,q19,seen,36,22,0.9675324675324676,0.9847374033591041,0.9791666666666667,1.0,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,q19,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,q29,seen,22,22,,0.9999999999999998,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__current,q29,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,full,seen,560,22,1.0,1.0,1.0,1.0,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,full,unseen,1200,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,common_horizon,seen,560,22,0.7400304156809733,0.29167835078914855,0.682819312916774,0.5733333333333333,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,common_horizon,unseen,1200,9,0.46804739248064187,0.007366620699050529,0.4026712134129014,0.5174603174603174,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,q0,seen,560,22,0.6619635011828321,0.06020815255021397,0.4641460043354953,0.46777777777777774,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,q0,unseen,1200,9,0.6157290792051497,0.012947176596717618,0.670076726342711,0.5396825396825397,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,q4,seen,560,22,0.8055086177762758,0.17446635927483892,0.38797051853514075,0.5426984126984127,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,q4,unseen,1200,9,0.4580651180147402,0.007177616294333217,0.6075589656152316,0.6349206349206349,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,q9,seen,319,22,0.8290480563207836,0.19491725307246188,0.597767229254571,0.6761904761904761,1.0,3
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,q9,unseen,450,9,0.7699672461577224,0.05972026203811336,0.5636856368563685,0.3333333333333333,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,q14,seen,124,22,0.8172905525846702,0.579969041472979,0.6564757481940144,0.6821428571428572,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,q14,unseen,14,9,1.0,1.0000000000000002,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,q19,seen,36,22,0.987012987012987,0.9922595520421607,0.9583333333333333,0.8333333333333333,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,q19,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,q29,seen,22,22,,0.9999999999999998,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,stats_ratio__cumsum,q29,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,full,seen,560,22,0.8936296045961474,0.24840789946008293,0.9080776527708361,0.7266666666666667,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,full,unseen,1200,9,0.9945890474857729,0.840097300690521,0.9974424552429667,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,common_horizon,seen,560,22,0.8556944913822238,0.3089900691857086,0.7928212059923675,0.44761904761904764,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,common_horizon,unseen,1200,9,0.3884690736076126,0.006304442199359098,0.491332764990054,0.4825396825396826,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,q0,seen,560,22,0.49281851977019264,0.051679906605667694,0.6073028578520016,0.4480952380952381,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,q0,unseen,1200,9,0.09441179214478962,0.0044768314221887385,0.25689116226200626,0.5047619047619047,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,q4,seen,560,22,0.689929030077729,0.12261470009514717,0.547491638410176,0.4187301587301587,1.0,5
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,q4,unseen,1200,9,0.6160089560593339,0.011473915124730883,0.6851378232452401,0.3841269841269841,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,q9,seen,319,22,0.7225283134374043,0.2136895653257242,0.6114658310581617,0.6373015873015873,1.0,3
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,q9,unseen,450,9,0.9763164525069287,0.30564156053286484,0.7804878048780488,0.3333333333333333,1.0,1
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,q14,seen,124,22,0.6421568627450981,0.33449073874183377,0.3529089267285862,0.26666666666666666,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,q14,unseen,14,9,1.0,1.0000000000000002,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,q19,seen,36,22,0.41233766233766234,0.6589684627635396,0.8541666666666667,0.5,1.0,2
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,q19,unseen,9,9,,1.0,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,q29,seen,22,22,,0.9999999999999998,,,1.0,0
libero_goal_20260908,libero_goal,20260908,4096,success_only__current,q29,unseen,9,9,,1.0,,,1.0,0
