run_role,episode_index,init_state_id,failure_family,query,raw_reject,alarm,consecutive_raw_rejects,matched_reference_queries,mean_local_match_distance,front_route_acceleration,back_route_acceleration,back_front_acceleration_ratio,matched_healthy_ratio_max,normalized_acceleration_excess,normalized_excess_threshold
preliminary_gpu4,0,3,target_missed_grasp_proxy,1,False,False,0,"[1,1,1,1,1]",0.03552577421069145,0.011837726455028083,0.007570793524377531,0.6395479362645545,0.6245312705468044,1.0240446978813447,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,2,False,False,0,"[3,2,2,2,2]",0.03373247236013412,0.011413322808235742,0.006952604648539411,0.6091656886741589,0.5989438330880729,1.017066467707637,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,3,False,False,0,"[3,2,3,4,2]",0.03344731628894806,0.01130808007984221,0.006856792345412593,0.6063622026904032,0.5989438330880729,1.0123857517057688,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,4,False,False,0,"[3,4,3,4,2]",0.0330034501850605,0.011378105344079629,0.00692144794371643,0.6083128723463497,0.5989438330880729,1.0156426007593589,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,5,False,False,0,"[4,5,3,5,3]",0.032927772402763365,0.01167448108142544,0.006986192263400128,0.5984156567365924,0.6149633754617149,0.9730915378290642,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,6,False,False,0,"[4,6,5,4,5]",0.03309061229228973,0.01123917715448818,0.0064976365578983675,0.5781238669508508,0.6149633754617149,0.9400947926643519,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,7,False,False,0,"[5,7,6,5,6]",0.03476054072380066,0.011503188250718267,0.00635789484049386,0.5527071888175757,0.6008329675961909,0.9199015676999941,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,8,False,False,0,"[7,7,7,7,8]",0.03515597879886627,0.011867640956606437,0.006607886901947582,0.5567986869596966,0.5787599046395695,0.962054700915141,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,9,False,False,0,"[8,8,7,10,9]",0.03519255891442299,0.012000613236740466,0.006650302600224885,0.554163563897273,0.60794908589749,0.9115295618533323,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,10,False,False,0,"[8,9,9,9,8]",0.03512023314833641,0.012648362243125388,0.0076692734194672265,0.6063451751340861,0.5857311328802768,1.0351936939947888,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,11,False,False,0,"[8,9,9,10,10]",0.0379193052649498,0.012430104156320588,0.00787763438491817,0.6337544952036841,0.60794908589749,1.0424466619077133,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,12,True,False,1,"[9,8,9,11,11]",0.03913969323039055,0.012582161292960387,0.008315663929821271,0.6609090231957061,0.6052103784524164,1.0920318730913319,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,13,False,False,0,"[12,12,12,15,12]",0.03666352927684784,0.011702846252093235,0.00750412098122958,0.6412218719772852,0.6199205487700584,1.034361376227146,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,14,False,False,0,"[14,14,13,15,14]",0.03571029901504517,0.011680018024866883,0.007186121775472907,0.615249202541775,0.6113863161608575,1.0063182414764762,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,15,False,False,0,"[14,14,14,16,15]",0.03466992005705834,0.011688114893389032,0.007061832221518941,0.6041891516238616,0.6093120342941075,0.991592349433602,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,16,False,False,0,"[14,15,15,18,14]",0.032483508437871934,0.011682368442244179,0.0067194037186644965,0.5751747817135017,0.6014170011513145,0.9563660166114752,1.0457019658379743
preliminary_gpu4,0,3,target_missed_grasp_proxy,17,False,False,0,"[15,16,16,19,16]",0.033154211938381195,0.01179068553628239,0.006828054572320133,0.5791058163080332,0.5968401262168652,0.9702863310795758,1.0457019658379743
