context,feature,calibration_quantile,calibration_used_outcomes,threshold,external_n,selected_n,selected_fraction,late_selected,late_n,late_recall,persistent_selected,persistent_n,persistent_extension_rate,timely_selected,timely_n,nonpersistent_precision,late_precision_risk_only
alarm_all_alarms,route_activity_w4,0.5,False,0.3006172813475132,491,206,0.4195519348268839,9,27,0.3333333333333333,178,383,0.46475195822454307,19,81,0.13592233009708737,0.0481283422459893
alarm_all_alarms,route_activity_w4,0.75,False,0.4814676959067583,491,108,0.219959266802444,4,27,0.14814814814814814,99,383,0.2584856396866841,5,81,0.08333333333333333,0.038834951456310676
alarm_all_alarms,response_history_score,0.5,False,0.5128678194120188,491,233,0.4745417515274949,8,27,0.2962962962962963,201,383,0.5248041775456919,24,81,0.13733905579399142,0.03827751196172249
alarm_all_alarms,response_history_score,0.75,False,0.591282439487552,491,119,0.24236252545824846,4,27,0.14814814814814814,101,383,0.26370757180156656,14,81,0.15126050420168066,0.0380952380952381
terminal_original_failures,route_activity_w4,0.5,False,0.512233778834343,564,289,0.5124113475177305,29,41,0.7073170731707317,260,523,0.497131931166348,0,0,0.10034602076124567,0.10034602076124567
terminal_original_failures,route_activity_w4,0.75,False,0.6995073445141315,564,151,0.26773049645390073,17,41,0.4146341463414634,134,523,0.25621414913957935,0,0,0.11258278145695365,0.11258278145695365
terminal_original_failures,response_history_score,0.5,False,0.5574299772599569,564,290,0.5141843971631206,19,41,0.4634146341463415,271,523,0.5181644359464627,0,0,0.06551724137931035,0.06551724137931035
terminal_original_failures,response_history_score,0.75,False,0.6244510269707164,564,163,0.28900709219858156,8,41,0.1951219512195122,155,523,0.29636711281070743,0,0,0.049079754601226995,0.049079754601226995
