row,event,query,success,joint_threshold_fraction
15,periodic_return,13,True,0.2683636546134949
80,periodic_return,13,True,0.26600539684295654
81,periodic_return,13,True,0.272906094789505
395,periodic_return,13,True,0.2749287784099579
481,periodic_return,13,True,0.2803286612033844
484,periodic_return,13,True,0.28017744421958923
490,periodic_return,13,True,0.28037354350090027
495,periodic_return,13,True,0.2806132435798645
500,periodic_return,13,True,0.2811732888221741
502,periodic_return,13,True,0.28059327602386475
510,periodic_return,13,True,0.28053876757621765
511,periodic_return,13,True,0.2797011435031891
512,periodic_return,14,True,0.3016066551208496
513,periodic_return,14,True,0.30217885971069336
514,periodic_return,14,True,0.30169907212257385
515,periodic_return,14,True,0.29903537034988403
516,periodic_return,14,True,0.30200710892677307
517,periodic_return,14,True,0.3021233081817627
518,periodic_return,14,True,0.3033663332462311
519,periodic_return,14,True,0.3039962649345398
520,periodic_return,14,True,0.30018293857574463
521,periodic_return,14,True,0.30205798149108887
522,periodic_return,14,True,0.30384111404418945
523,periodic_return,14,True,0.3018626868724823
524,periodic_return,14,True,0.3016577363014221
525,periodic_return,14,True,0.29973742365837097
526,periodic_return,16,True,0.30019694566726685
527,periodic_return,14,True,0.303933709859848
528,periodic_return,14,True,0.3038574159145355
529,periodic_return,14,True,0.29607445001602173
530,periodic_return,14,True,0.3028833270072937
531,periodic_return,14,True,0.2999638319015503
532,periodic_return,14,True,0.3035634160041809
533,periodic_return,14,True,0.3023313879966736
534,periodic_return,14,True,0.30333808064460754
535,periodic_return,14,True,0.3022122383117676
536,periodic_return,14,True,0.30284297466278076
537,periodic_return,14,True,0.3023657202720642
538,periodic_return,14,True,0.30295827984809875
539,periodic_return,14,True,0.30403855443000793
540,periodic_return,14,True,0.2992982566356659
541,periodic_return,14,True,0.30105721950531006
542,periodic_return,14,True,0.3032449185848236
543,periodic_return,14,True,0.3022056818008423
544,periodic_return,14,True,0.29213348031044006
545,periodic_return,14,True,0.2918907403945923
546,periodic_return,14,True,0.2925744950771332
547,periodic_return,14,True,0.29264843463897705
548,periodic_return,14,True,0.2920660972595215
549,periodic_return,14,True,0.2916078269481659
550,periodic_return,14,True,0.29054686427116394
551,periodic_return,14,True,0.2937493920326233
552,periodic_return,14,True,0.2913859188556671
553,periodic_return,14,True,0.29186534881591797
554,periodic_return,14,True,0.2907882630825043
555,periodic_return,14,True,0.29266953468322754
556,periodic_return,14,True,0.2898266315460205
557,periodic_return,14,True,0.292187362909317
558,periodic_return,14,True,0.29254090785980225
