tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,n_alarm,median_alarm_chunk,mode__approached_target_without_observed_contact__n,mode__approached_target_without_observed_contact__hit,mode__approached_target_without_observed_contact__coverage,mode__goal_predicate_regressed__n,mode__goal_predicate_regressed__hit,mode__goal_predicate_regressed__coverage,mode__object_moved_but_goal_unmet__n,mode__object_moved_but_goal_unmet__hit,mode__object_moved_but_goal_unmet__coverage,mode__object_released_or_dropped_before_goal__n,mode__object_released_or_dropped_before_goal__hit,mode__object_released_or_dropped_before_goal__coverage,mode__object_released_outside_goal__n,mode__object_released_outside_goal__hit,mode__object_released_outside_goal__coverage,mode__stable_grasp_not_observed__n,mode__stable_grasp_not_observed__hit,mode__stable_grasp_not_observed__coverage,mode__timeout_while_holding_target__n,mode__timeout_while_holding_target__hit,mode__timeout_while_holding_target__coverage,worst_mode_coverage,mean_mode_coverage,mode_cv,n_modes_scored,heads,n_heads,k,frames,n_frames,has_duplicate_pair,fits_dev_fp_cap,pool,mode
364,67,0.7474332648870636,0.0046810591769719835,0.8445475638051044,75,39,0.6578947368421053,0.20604395604395603,0.54457822028993,1.5508287557946638,431,22.0,14,11,0.7857142857142857,28,27,0.9642857142857143,72,40,0.5555555555555556,218,162,0.7431192660550459,18,10,0.5555555555555556,116,99,0.853448275862069,14,9,0.6428571428571429,0.5555555555555556,0.7286479708407668,0.19536432292864347,7,conditional_effective_rank|global+conditional_energy|global+conditional_query_d1|global+expert_load_effective_rank|global+mobility|global,5,1,adjacent_query+expert_load+token_graph,3,False,True,primary,global
364,67,0.7474332648870636,0.0046810591769719835,0.8445475638051044,75,39,0.6578947368421053,0.20604395604395603,0.54457822028993,1.5508287557946638,431,22.0,14,11,0.7857142857142857,28,27,0.9642857142857143,72,40,0.5555555555555556,218,162,0.7431192660550459,18,10,0.5555555555555556,116,99,0.853448275862069,14,9,0.6428571428571429,0.5555555555555556,0.7286479708407668,0.19536432292864347,7,conditional_effective_rank|global+conditional_query_d1|global+expert_load_effective_rank|global+mobility|global+state_action_alignment|global,5,1,adjacent_query+expert_load+token_graph,3,False,True,primary,global
358,57,0.7351129363449692,0.0039823936281701946,0.8626506024096385,56,31,0.6436781609195402,0.1564245810055866,0.5861297989533691,1.4717740062867348,415,24.0,14,8,0.5714285714285714,28,25,0.8928571428571429,72,40,0.5555555555555556,218,162,0.7431192660550459,18,12,0.6666666666666666,116,93,0.8017241379310345,14,12,0.8571428571428571,0.5555555555555556,0.7269277425195533,0.170496124134148,7,action_consensus|global+conditional_query_d1|global+expert_load_effective_rank|global+flow_path|global+mobility|global,5,1,adjacent_query+denoising_steps+expert_load+token_graph,4,False,True,primary,global
357,67,0.7330595482546202,0.0046810591769719835,0.8419811320754716,83,48,0.6335877862595419,0.23249299719887956,0.539434141880172,1.5608599209919982,424,22.0,14,11,0.7857142857142857,28,23,0.8214285714285714,72,41,0.5694444444444444,218,160,0.7339449541284404,18,10,0.5555555555555556,116,95,0.8189655172413793,14,11,0.7857142857142857,0.5555555555555556,0.7243953734609946,0.14617521315103185,7,expert_load_effective_rank|global+flow_path|global+mobility|global+partial_edge_std|global,4,1,adjacent_query+denoising_steps+expert_load+token_graph,4,False,True,primary,global
357,68,0.7330595482546202,0.004750925731852163,0.84,84,48,0.6363636363636364,0.23529411764705882,0.5385051218815987,1.5598737428252187,425,22.0,14,11,0.7857142857142857,28,23,0.8214285714285714,72,41,0.5694444444444444,218,160,0.7339449541284404,18,10,0.5555555555555556,116,95,0.8189655172413793,14,11,0.7857142857142857,0.5555555555555556,0.7243953734609946,0.14617521315103185,7,expert_load_effective_rank|global+flow_path|global+flow_settling_log_ratio|global+mobility|global+partial_edge_std|global,5,1,adjacent_query+denoising_steps+expert_load+token_graph,4,False,True,primary,global
357,69,0.7330595482546202,0.004820792286732341,0.8380281690140845,83,50,0.6240601503759399,0.23249299719887956,0.5362125586880215,1.5628656125931302,426,22.0,14,11,0.7857142857142857,28,23,0.8214285714285714,72,41,0.5694444444444444,218,160,0.7339449541284404,18,10,0.5555555555555556,116,95,0.8189655172413793,14,11,0.7857142857142857,0.5555555555555556,0.7243953734609946,0.14617521315103185,7,conditional_effective_rank|global+expert_load_effective_rank|global+flow_path|global+mobility|global+partial_edge_std|global,5,1,adjacent_query+denoising_steps+expert_load+token_graph,4,False,True,primary,global
357,69,0.7330595482546202,0.004820792286732341,0.8380281690140845,84,50,0.6268656716417911,0.23529411764705882,0.5335258205255398,1.5707359171269355,426,22.0,14,11,0.7857142857142857,28,23,0.8214285714285714,72,41,0.5694444444444444,218,160,0.7339449541284404,18,10,0.5555555555555556,116,95,0.8189655172413793,14,11,0.7857142857142857,0.5555555555555556,0.7243953734609946,0.14617521315103185,7,expert_load_effective_rank|global+flow_endpoint|global+flow_path|global+mobility|global+partial_edge_std|global,5,1,adjacent_query+denoising_steps+expert_load+token_graph,4,False,True,primary,global
357,68,0.7330595482546202,0.004750925731852163,0.84,77,44,0.6363636363636364,0.21568627450980393,0.5426032555334673,1.548092444034718,425,22.0,14,12,0.8571428571428571,28,25,0.8928571428571429,72,40,0.5555555555555556,218,160,0.7339449541284404,18,10,0.5555555555555556,116,95,0.8189655172413793,14,9,0.6428571428571429,0.5555555555555556,0.7224112464768676,0.18023459931416005,7,conditional_query_d1|global+expert_load_effective_rank|global+flow_endpoint|global+mobility|global+partial_query_d1|global,5,1,adjacent_query+denoising_steps+expert_load,3,False,True,primary,global
360,69,0.7392197125256673,0.004820792286732341,0.8391608391608392,76,42,0.6440677966101694,0.2111111111111111,0.5391651644000549,1.5564077476974951,429,22.0,14,11,0.7857142857142857,28,26,0.9285714285714286,72,40,0.5555555555555556,218,160,0.7339449541284404,18,10,0.5555555555555556,116,98,0.8448275862068966,14,9,0.6428571428571429,0.5555555555555556,0.7210037869413294,0.18431729336390254,7,conditional_effective_rank|global+conditional_query_d1|global+expert_load_effective_rank|global+flow_endpoint|global+mobility|global,5,1,adjacent_query+denoising_steps+expert_load+token_graph,4,False,True,primary,global
357,51,0.7330595482546202,0.0035631942988891218,0.875,54,25,0.6835443037974683,0.15126050420168066,0.5941888393250254,1.4725958181812449,408,24.0,14,8,0.5714285714285714,28,25,0.8928571428571429,72,40,0.5555555555555556,218,162,0.7431192660550459,18,11,0.6111111111111112,116,93,0.8017241379310345,14,12,0.8571428571428571,0.5555555555555556,0.7189912345830454,0.1797098364869511,7,conditional_query_d1|global+expert_load_effective_rank|global+flow_path|global+mobility|global,4,1,adjacent_query+denoising_steps+expert_load,3,False,True,primary,global
357,52,0.7330595482546202,0.0036330608537693005,0.8728606356968215,55,25,0.6875,0.15406162464985995,0.5930896016799433,1.471717988689093,409,24.0,14,8,0.5714285714285714,28,25,0.8928571428571429,72,40,0.5555555555555556,218,162,0.7431192660550459,18,11,0.6111111111111112,116,93,0.8017241379310345,14,12,0.8571428571428571,0.5555555555555556,0.7189912345830454,0.1797098364869511,7,conditional_query_d1|global+expert_load_effective_rank|global+flow_path|global+flow_settling_log_ratio|global+mobility|global,5,1,adjacent_query+denoising_steps+expert_load,3,False,True,primary,global
357,53,0.7330595482546202,0.0037029274086494797,0.8707317073170732,55,27,0.6707317073170732,0.15406162464985995,0.5877828532470668,1.481383307639756,410,24.0,14,8,0.5714285714285714,28,25,0.8928571428571429,72,40,0.5555555555555556,218,162,0.7431192660550459,18,11,0.6111111111111112,116,93,0.8017241379310345,14,12,0.8571428571428571,0.5555555555555556,0.7189912345830454,0.1797098364869511,7,conditional_query_d1|global+expert_load_effective_rank|global+flow_endpoint|global+flow_path|global+mobility|global,5,1,adjacent_query+denoising_steps+expert_load,3,False,True,primary,global
357,70,0.7330595482546202,0.00489065884161252,0.8360655737704918,86,50,0.6323529411764706,0.24089635854341737,0.524924382403636,1.5927352620621964,427,22.0,14,11,0.7857142857142857,28,24,0.8571428571428571,72,42,0.5833333333333334,218,160,0.7339449541284404,18,10,0.5555555555555556,116,96,0.8275862068965517,14,8,0.5714285714285714,0.5555555555555556,0.702100823457085,0.17061553123148682,7,conditional_energy|global+expert_load_effective_rank|global+flow_endpoint|global+mobility|global+partial_edge_std|global,5,1,adjacent_query+denoising_steps+expert_load+token_graph,4,False,True,primary,global
357,70,0.7330595482546202,0.00489065884161252,0.8360655737704918,86,50,0.6323529411764706,0.24089635854341737,0.524924382403636,1.5927352620621964,427,22.0,14,11,0.7857142857142857,28,24,0.8571428571428571,72,42,0.5833333333333334,218,160,0.7339449541284404,18,10,0.5555555555555556,116,96,0.8275862068965517,14,8,0.5714285714285714,0.5555555555555556,0.702100823457085,0.17061553123148682,7,expert_load_effective_rank|global+flow_endpoint|global+mobility|global+partial_edge_std|global+state_action_alignment|global,5,1,adjacent_query+denoising_steps+expert_load+token_graph,4,False,True,primary,global
354,58,0.7268993839835729,0.004052260183050374,0.8592233009708737,56,30,0.6511627906976745,0.15819209039548024,0.5790828041858337,1.4837658703730736,412,24.0,14,8,0.5714285714285714,28,25,0.8928571428571429,72,40,0.5555555555555556,218,161,0.7385321100917431,18,11,0.6111111111111112,116,94,0.8103448275862069,14,9,0.6428571428571429,0.5555555555555556,0.6889552087839249,0.17223237535440442,7,action_consensus|global+conditional_energy|global+conditional_query_d1|global+expert_load_effective_rank|global+mobility|global,5,1,adjacent_query+expert_load+token_graph,3,False,True,primary,global
354,58,0.7268993839835729,0.004052260183050374,0.8592233009708737,56,30,0.6511627906976745,0.15819209039548024,0.5790828041858337,1.4837658703730736,412,24.0,14,8,0.5714285714285714,28,25,0.8928571428571429,72,40,0.5555555555555556,218,161,0.7385321100917431,18,11,0.6111111111111112,116,94,0.8103448275862069,14,9,0.6428571428571429,0.5555555555555556,0.6889552087839249,0.17223237535440442,7,action_consensus|global+conditional_query_d1|global+expert_load_effective_rank|global+mobility|global+state_action_alignment|global,5,1,adjacent_query+expert_load+token_graph,3,False,True,primary,global
350,59,0.7186858316221766,0.004122126737930553,0.8557457212713936,57,33,0.6333333333333333,0.16285714285714287,0.575325159688271,1.4874123039136045,409,24.0,14,8,0.5714285714285714,28,24,0.8571428571428571,72,40,0.5555555555555556,218,159,0.7293577981651376,18,11,0.6111111111111112,116,93,0.8017241379310345,14,9,0.6428571428571429,0.5555555555555556,0.6813110248844872,0.15887858034826477,7,action_consensus|global+conditional_query_d1|global+expert_load_effective_rank|global+flow_endpoint|global+mobility|global,5,1,adjacent_query+denoising_steps+expert_load+token_graph,4,False,True,primary,global
353,52,0.7248459958932238,0.0036330608537693005,0.8716049382716049,54,24,0.6923076923076923,0.1529745042492918,0.5870797412432733,1.4846448907022163,405,24.0,14,8,0.5714285714285714,28,25,0.8928571428571429,72,40,0.5555555555555556,218,161,0.7385321100917431,18,10,0.5555555555555556,116,94,0.8103448275862069,14,9,0.6428571428571429,0.5555555555555556,0.681018700847417,0.18395243780654255,7,conditional_energy|global+conditional_query_d1|global+expert_load_effective_rank|global+mobility|global,4,1,adjacent_query+expert_load+token_graph,3,False,True,primary,global
353,52,0.7248459958932238,0.0036330608537693005,0.8716049382716049,54,24,0.6923076923076923,0.1529745042492918,0.5870797412432733,1.4846448907022163,405,24.0,14,8,0.5714285714285714,28,25,0.8928571428571429,72,40,0.5555555555555556,218,161,0.7385321100917431,18,10,0.5555555555555556,116,94,0.8103448275862069,14,9,0.6428571428571429,0.5555555555555556,0.681018700847417,0.18395243780654255,7,conditional_query_d1|global+expert_load_effective_rank|global+mobility|global+state_action_alignment|global,4,1,adjacent_query+expert_load+token_graph,3,False,True,primary,global
353,52,0.7248459958932238,0.0036330608537693005,0.8716049382716049,54,24,0.6923076923076923,0.1529745042492918,0.5870797412432733,1.4846448907022163,405,24.0,14,8,0.5714285714285714,28,25,0.8928571428571429,72,40,0.5555555555555556,218,161,0.7385321100917431,18,10,0.5555555555555556,116,94,0.8103448275862069,14,9,0.6428571428571429,0.5555555555555556,0.681018700847417,0.18395243780654255,7,conditional_energy|global+conditional_query_d1|global+expert_load_effective_rank|global+mobility|global+state_action_alignment|global,5,1,adjacent_query+expert_load+token_graph,3,True,True,primary,global
