tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,n_alarm,median_alarm_chunk,mode__approached_target_without_observed_contact__n,mode__approached_target_without_observed_contact__hit,mode__approached_target_without_observed_contact__coverage,mode__goal_predicate_regressed__n,mode__goal_predicate_regressed__hit,mode__goal_predicate_regressed__coverage,mode__object_moved_but_goal_unmet__n,mode__object_moved_but_goal_unmet__hit,mode__object_moved_but_goal_unmet__coverage,mode__object_released_or_dropped_before_goal__n,mode__object_released_or_dropped_before_goal__hit,mode__object_released_or_dropped_before_goal__coverage,mode__object_released_outside_goal__n,mode__object_released_outside_goal__hit,mode__object_released_outside_goal__coverage,mode__stable_grasp_not_observed__n,mode__stable_grasp_not_observed__hit,mode__stable_grasp_not_observed__coverage,mode__timeout_while_holding_target__n,mode__timeout_while_holding_target__hit,mode__timeout_while_holding_target__coverage,worst_mode_coverage,mean_mode_coverage,mode_cv,n_modes_scored,heads,n_heads,k,frames,n_frames,has_duplicate_pair,fits_dev_fp_cap,pool,mode
347,69,0.7125256673511293,0.004820792286732341,0.8341346153846154,79,49,0.6171875,0.2276657060518732,0.5488615376666433,1.5197541786781856,416,18.0,14,4,0.2857142857142857,28,19,0.6785714285714286,72,46,0.6388888888888888,218,200,0.9174311926605505,18,16,0.8888888888888888,116,53,0.45689655172413796,14,9,0.6428571428571429,0.2857142857142857,0.6441783399007605,0.32101315890532656,7,action_consensus|per_task+conditional_energy|per_task+expert_load_effective_rank|per_task,3,1,expert_load+token_graph,2,False,True,primary,per_task
347,69,0.7125256673511293,0.004820792286732341,0.8341346153846154,79,49,0.6171875,0.2276657060518732,0.5488317379736143,1.5198366961509748,416,18.0,14,4,0.2857142857142857,28,19,0.6785714285714286,72,46,0.6388888888888888,218,200,0.9174311926605505,18,16,0.8888888888888888,116,53,0.45689655172413796,14,9,0.6428571428571429,0.2857142857142857,0.6441783399007605,0.32101315890532656,7,action_consensus|per_task+expert_load_effective_rank|per_task+state_action_alignment|per_task,3,1,expert_load+token_graph,2,False,True,primary,per_task
347,69,0.7125256673511293,0.004820792286732341,0.8341346153846154,79,49,0.6171875,0.2276657060518732,0.5488317379736143,1.5198366961509748,416,18.0,14,4,0.2857142857142857,28,19,0.6785714285714286,72,46,0.6388888888888888,218,200,0.9174311926605505,18,16,0.8888888888888888,116,53,0.45689655172413796,14,9,0.6428571428571429,0.2857142857142857,0.6441783399007605,0.32101315890532656,7,action_consensus|per_task+conditional_energy|per_task+expert_load_effective_rank|per_task+state_action_alignment|per_task,4,1,expert_load+token_graph,2,False,True,primary,per_task
345,65,0.7084188911704312,0.004541326067211626,0.8414634146341463,76,46,0.6229508196721312,0.22028985507246376,0.5586186782724678,1.5063288202900373,410,18.0,14,4,0.2857142857142857,28,19,0.6785714285714286,72,46,0.6388888888888888,218,199,0.9128440366972477,18,15,0.8333333333333334,116,53,0.45689655172413796,14,9,0.6428571428571429,0.2857142857142857,0.6355865239694951,0.3102719011021394,7,action_consensus|per_task+expert_load_effective_rank|per_task,2,1,expert_load+token_graph,2,False,True,primary,per_task
343,69,0.704312114989733,0.004820792286732341,0.8325242718446602,68,49,0.5811965811965812,0.19825072886297376,0.5639514824515133,1.4762338565467605,412,18.0,14,4,0.2857142857142857,28,20,0.7142857142857143,72,50,0.6944444444444444,218,193,0.8853211009174312,18,14,0.7777777777777778,116,52,0.4482758620689655,14,9,0.6428571428571429,0.2857142857142857,0.6355251897236803,0.2972402891176923,7,expert_load_effective_rank|per_task+flow_path|per_task,2,1,denoising_steps+expert_load,2,False,True,primary,per_task
345,65,0.7084188911704312,0.004541326067211626,0.8414634146341463,66,46,0.5892857142857143,0.19130434782608696,0.565153648801354,1.488910876571041,410,19.0,14,4,0.2857142857142857,28,22,0.7857142857142857,72,44,0.6111111111111112,218,196,0.8990825688073395,18,15,0.8333333333333334,116,53,0.45689655172413796,14,4,0.2857142857142857,0.2857142857142857,0.5939380603026827,0.40060019567993993,7,conditional_energy|per_task+expert_load_effective_rank|per_task+partial_query_d1|per_task,3,1,adjacent_query+expert_load+token_graph,3,False,True,primary,per_task
345,65,0.7084188911704312,0.004541326067211626,0.8414634146341463,66,46,0.5892857142857143,0.19130434782608696,0.5651234130152564,1.4889905377383996,410,19.0,14,4,0.2857142857142857,28,22,0.7857142857142857,72,44,0.6111111111111112,218,196,0.8990825688073395,18,15,0.8333333333333334,116,53,0.45689655172413796,14,4,0.2857142857142857,0.2857142857142857,0.5939380603026827,0.40060019567993993,7,expert_load_effective_rank|per_task+partial_query_d1|per_task+state_action_alignment|per_task,3,1,adjacent_query+expert_load+token_graph,3,False,True,primary,per_task
345,65,0.7084188911704312,0.004541326067211626,0.8414634146341463,66,46,0.5892857142857143,0.19130434782608696,0.5651234130152564,1.4889905377383996,410,19.0,14,4,0.2857142857142857,28,22,0.7857142857142857,72,44,0.6111111111111112,218,196,0.8990825688073395,18,15,0.8333333333333334,116,53,0.45689655172413796,14,4,0.2857142857142857,0.2857142857142857,0.5939380603026827,0.40060019567993993,7,conditional_energy|per_task+expert_load_effective_rank|per_task+partial_query_d1|per_task+state_action_alignment|per_task,4,1,adjacent_query+expert_load+token_graph,3,False,True,primary,per_task
343,61,0.704312114989733,0.00426185984769091,0.849009900990099,63,43,0.5943396226415094,0.1836734693877551,0.5759692954923136,1.4740540991241593,404,19.0,14,4,0.2857142857142857,28,22,0.7857142857142857,72,44,0.6111111111111112,218,195,0.8944954128440367,18,14,0.7777777777777778,116,53,0.45689655172413796,14,4,0.2857142857142857,0.2857142857142857,0.5853462443714171,0.3924904046474832,7,expert_load_effective_rank|per_task+partial_query_d1|per_task,2,1,adjacent_query+expert_load,2,False,True,primary,per_task
343,69,0.704312114989733,0.004820792286732341,0.8325242718446602,63,47,0.5727272727272728,0.1836734693877551,0.5665844695238685,1.4693736179254528,412,19.0,14,4,0.2857142857142857,28,22,0.7857142857142857,72,44,0.6111111111111112,218,195,0.8944954128440367,18,14,0.7777777777777778,116,53,0.45689655172413796,14,4,0.2857142857142857,0.2857142857142857,0.5853462443714171,0.3924904046474832,7,expert_load_effective_rank|per_task+partial_edge_std|per_task+partial_query_d1|per_task,3,1,adjacent_query+expert_load+token_graph,3,False,True,primary,per_task
285,70,0.5852156057494866,0.00489065884161252,0.8028169014084507,58,45,0.5631067961165048,0.20350877192982456,0.5654985799076216,1.4196620998404572,355,20.0,14,4,0.2857142857142857,28,16,0.5714285714285714,72,35,0.4861111111111111,218,161,0.7385321100917431,18,16,0.8888888888888888,116,37,0.31896551724137934,14,9,0.6428571428571429,0.2857142857142857,0.5617853753333032,0.35967935468091883,7,conditional_query_d1|per_task+flow_endpoint|per_task+partial_edge_std|per_task+partial_query_d1|per_task,4,1,adjacent_query+denoising_steps+token_graph,3,False,True,primary,per_task
274,71,0.5626283367556468,0.004960525396492699,0.7942028985507247,60,47,0.5607476635514018,0.21897810218978103,0.5542235731202098,1.4330009351270665,345,19.0,14,4,0.2857142857142857,28,16,0.5714285714285714,72,36,0.5,218,156,0.7155963302752294,18,11,0.6111111111111112,116,35,0.3017241379310345,14,9,0.6428571428571429,0.2857142857142857,0.5183473684739107,0.2981707615743779,7,conditional_query_d1|per_task+flow_path|per_task+partial_edge_std|per_task+partial_query_d1|per_task,4,1,adjacent_query+denoising_steps+token_graph,3,False,True,primary,per_task
247,66,0.5071868583162218,0.004611192622091804,0.7891373801916933,63,41,0.6057692307692307,0.2550607287449393,0.5481940188833812,1.4395220542520526,313,19.0,14,4,0.2857142857142857,28,10,0.35714285714285715,72,32,0.4444444444444444,218,137,0.6284403669724771,18,15,0.8333333333333334,116,34,0.29310344827586204,14,8,0.5714285714285714,0.2857142857142857,0.487658186758833,0.3827439993570878,7,action_consensus|per_task+conditional_energy|per_task+conditional_query_d1|per_task+partial_edge_std|per_task,4,1,adjacent_query+token_graph,2,False,True,primary,per_task
247,66,0.5071868583162218,0.004611192622091804,0.7891373801916933,63,41,0.6057692307692307,0.2550607287449393,0.548154412901592,1.4396260645143508,313,19.0,14,4,0.2857142857142857,28,10,0.35714285714285715,72,32,0.4444444444444444,218,137,0.6284403669724771,18,15,0.8333333333333334,116,34,0.29310344827586204,14,8,0.5714285714285714,0.2857142857142857,0.487658186758833,0.3827439993570878,7,action_consensus|per_task+conditional_query_d1|per_task+partial_edge_std|per_task+state_action_alignment|per_task,4,1,adjacent_query+token_graph,2,False,True,primary,per_task
247,66,0.5071868583162218,0.004611192622091804,0.7891373801916933,63,41,0.6057692307692307,0.2550607287449393,0.548154412901592,1.4396260645143508,313,19.0,14,4,0.2857142857142857,28,10,0.35714285714285715,72,32,0.4444444444444444,218,137,0.6284403669724771,18,15,0.8333333333333334,116,34,0.29310344827586204,14,8,0.5714285714285714,0.2857142857142857,0.487658186758833,0.3827439993570878,7,action_consensus|per_task+conditional_energy|per_task+conditional_query_d1|per_task+partial_edge_std|per_task+state_action_alignment|per_task,5,1,adjacent_query+token_graph,2,False,True,primary,per_task
245,61,0.5030800821355236,0.00426185984769091,0.8006535947712419,60,37,0.6185567010309279,0.24489795918367346,0.5590772958621729,1.4320982102063822,306,19.0,14,4,0.2857142857142857,28,10,0.35714285714285715,72,32,0.4444444444444444,218,136,0.6238532110091743,18,14,0.7777777777777778,116,34,0.29310344827586204,14,8,0.5714285714285714,0.2857142857142857,0.4790663708275676,0.35874182332462945,7,action_consensus|per_task+conditional_query_d1|per_task+partial_edge_std|per_task,3,1,adjacent_query+token_graph,2,False,True,primary,per_task
247,62,0.5071868583162218,0.0043317264025710895,0.7993527508090615,60,40,0.6,0.242914979757085,0.5533976560614449,1.4444454942185512,309,19.0,14,4,0.2857142857142857,28,9,0.32142857142857145,72,35,0.4861111111111111,218,138,0.6330275229357798,18,12,0.6666666666666666,116,34,0.29310344827586204,14,8,0.5714285714285714,0.2857142857142857,0.46535431108012115,0.327893774119087,7,conditional_energy|per_task+conditional_query_d1|per_task+flow_path|per_task+partial_edge_std|per_task,4,1,adjacent_query+denoising_steps+token_graph,3,False,True,primary,per_task
