tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,n_alarm,median_alarm_chunk,mode__approached_target_without_observed_contact__n,mode__approached_target_without_observed_contact__hit,mode__approached_target_without_observed_contact__coverage,mode__goal_predicate_regressed__n,mode__goal_predicate_regressed__hit,mode__goal_predicate_regressed__coverage,mode__object_moved_but_goal_unmet__n,mode__object_moved_but_goal_unmet__hit,mode__object_moved_but_goal_unmet__coverage,mode__object_released_or_dropped_before_goal__n,mode__object_released_or_dropped_before_goal__hit,mode__object_released_or_dropped_before_goal__coverage,mode__object_released_outside_goal__n,mode__object_released_outside_goal__hit,mode__object_released_outside_goal__coverage,mode__stable_grasp_not_observed__n,mode__stable_grasp_not_observed__hit,mode__stable_grasp_not_observed__coverage,mode__timeout_while_holding_target__n,mode__timeout_while_holding_target__hit,mode__timeout_while_holding_target__coverage,worst_mode_coverage,mean_mode_coverage,mode_cv,n_modes_scored,pool,mode,role,heads,n_heads,k,frames,n_frames,dev_tp,dev_fp,dev_worst_mode_coverage,dev_mode_cv,dev_fits_fp_cap,fits_ext_fp_cap,lift_vs_single_head_anchor,libero_goal__tp,libero_goal__fp,libero_goal__low_prior_tp,libero_goal__low_prior_fp,libero_goal__precision,libero_goal__lift,libero_long__tp,libero_long__fp,libero_long__low_prior_tp,libero_long__low_prior_fp,libero_long__precision,libero_long__lift,libero_object__tp,libero_object__fp,libero_object__low_prior_tp,libero_object__low_prior_fp,libero_object__precision,libero_object__lift,libero_spatial__tp,libero_spatial__fp,libero_spatial__low_prior_tp,libero_spatial__low_prior_fp,libero_spatial__precision,libero_spatial__lift
378,60,0.6702127659574468,0.0039904229848363925,0.863013698630137,60,33,0.6451612903225806,0.15873015873015872,0.5790056913354016,1.4905098715691512,438,20.0,14,5,0.35714285714285715,26,16,0.6153846153846154,89,50,0.5617977528089888,241,167,0.6929460580912863,25,12,0.48,143,113,0.7902097902097902,23,12,0.5217391304347826,0.35714285714285715,0.5741743148674744,0.2293125748984031,7,secondary_with_v7,global,watch_a2,mobility|global+flow_endpoint|global+expert_load_effective_rank|global+conditional_energy|global,4,1,adjacent_query+denoising_steps+expert_load+token_graph,4,333,32,0.2142857142857142,0.2957091610243288,True,True,-0.2735575555746341,45,1,14,1,0.9782608695652174,1.457353427976015,191,34,31,11,0.8488888888888889,1.8538178373230842,2,0,0,0,1.0,1.033966033966034,140,25,15,21,0.8484848484848485,1.1888417038718768
458,87,0.8120567375886525,0.00578611332801277,0.8403669724770643,62,51,0.5486725663716814,0.13537117903930132,0.6001716188646629,1.4002111163916346,545,24.0,14,13,0.9285714285714286,26,22,0.8461538461538461,89,62,0.6966292134831461,241,199,0.8257261410788381,25,19,0.76,143,122,0.8531468531468531,23,18,0.782608695652174,0.6966292134831461,0.8132623111551837,0.08506843601679402,7,secondary_with_v7,global,watch_a3,v7_guard|global+flow_endpoint|global,2,1,adjacent_query+denoising_steps,2,395,70,0.6111111111111112,0.1376122729616438,True,False,-0.36385631075215064,73,1,18,0,0.9864864864864865,1.2900170720918116,236,69,36,42,0.7737704918032787,1.795855500345823,22,7,3,2,0.7586206896551724,1.2005572484798814,127,10,5,7,0.927007299270073,1.051615098868542
464,89,0.8226950354609929,0.005919127427507316,0.8390596745027125,63,53,0.5431034482758621,0.13577586206896552,0.5959923236887223,1.4078363783439272,553,24.0,14,13,0.9285714285714286,26,22,0.8461538461538461,89,62,0.6966292134831461,241,200,0.8298755186721992,25,22,0.88,143,124,0.8671328671328671,23,18,0.782608695652174,0.6966292134831461,0.8329959385236657,0.08345260762234623,7,secondary_with_v7,global,watch_a3_free,v7_guard|global+flow_endpoint|global+flow_path|global,3,1,adjacent_query+denoising_steps,2,400,70,0.6527777777777778,0.1215487716159447,True,False,-0.3562310487998581,75,1,18,0,0.9868421052631579,1.2807260245725185,237,71,36,44,0.7694805194805194,1.800593667846912,25,7,4,2,0.78125,1.2895609502609027,127,10,5,7,0.927007299270073,1.0582140855205207
439,80,0.7783687943262412,0.005320563979781857,0.8458574181117534,57,44,0.5643564356435643,0.12984054669703873,0.6060370916824788,1.3957188919963397,519,25.0,14,13,0.9285714285714286,26,22,0.8461538461538461,89,60,0.6741573033707865,241,188,0.7800829875518672,25,16,0.64,143,119,0.8321678321678322,23,18,0.782608695652174,0.64,0.7833917276382764,0.1180827066715281,7,secondary_with_v7,global,watch_a3_prefix,v7_guard|global,1,1,adjacent_query,1,382,67,0.5,0.1744384862697351,True,False,-0.3683485351474456,73,1,18,0,0.9864864864864865,1.2900170720918116,236,69,36,42,0.7737704918032787,1.795855500345823,22,7,3,2,0.7586206896551724,1.2005572484798814,108,3,0,0,0.972972972972973,0.9980931124149237
464,89,0.8226950354609929,0.005919127427507316,0.8390596745027125,63,53,0.5431034482758621,0.13577586206896552,0.5959923236887223,1.4078363783439272,553,24.0,14,13,0.9285714285714286,26,22,0.8461538461538461,89,62,0.6966292134831461,241,200,0.8298755186721992,25,22,0.88,143,124,0.8671328671328671,23,18,0.782608695652174,0.6966292134831461,0.8329959385236657,0.08345260762234623,7,secondary_with_v7,global,watch_b,flow_endpoint|global+flow_path|global+v7_guard|global,3,1,adjacent_query+denoising_steps,2,400,70,0.6527777777777778,0.1215487716159447,True,False,-0.3562310487998581,75,1,18,0,0.9868421052631579,1.2807260245725185,237,71,36,44,0.7694805194805194,1.800593667846912,25,7,4,2,0.78125,1.2895609502609027,127,10,5,7,0.927007299270073,1.0582140855205207
464,91,0.8226950354609929,0.006052141527001862,0.836036036036036,63,55,0.5338983050847458,0.13577586206896552,0.5938974740797025,1.407711048664669,555,24.0,14,13,0.9285714285714286,26,22,0.8461538461538461,89,62,0.6966292134831461,241,200,0.8298755186721992,25,22,0.88,143,124,0.8671328671328671,23,18,0.782608695652174,0.6966292134831461,0.8329959385236657,0.08345260762234623,7,secondary_with_v7,global,watch_b4,flow_endpoint|global+flow_path|global+flow_settling_log_ratio|global+v7_guard|global,4,1,adjacent_query+denoising_steps,2,400,71,0.6527777777777778,0.1215487716159447,True,False,-0.3563563784791164,75,1,18,0,0.9868421052631579,1.2807260245725185,237,71,36,44,0.7694805194805194,1.800593667846912,25,9,4,4,0.7352941176470589,1.2876120343625796,127,10,5,7,0.927007299270073,1.0582140855205207
439,81,0.7783687943262412,0.00538707102952913,0.8442307692307692,57,45,0.5588235294117647,0.12984054669703873,0.6051157628672902,1.39515580494954,520,25.0,14,13,0.9285714285714286,26,22,0.8461538461538461,89,60,0.6741573033707865,241,188,0.7800829875518672,25,16,0.64,143,119,0.8321678321678322,23,18,0.782608695652174,0.64,0.7833917276382764,0.1180827066715281,7,secondary_with_v7,global,same_frame_control_size2,mobility|global+v7_guard|global,2,1,adjacent_query,1,383,69,0.5,0.174546073049987,True,False,-0.3689116221942452,73,2,18,1,0.9733333333333334,1.2871296234173868,236,69,36,42,0.7737704918032787,1.795855500345823,22,7,3,2,0.7586206896551724,1.2005572484798814,108,3,0,0,0.972972972972973,0.9980931124149237
439,81,0.7783687943262412,0.00538707102952913,0.8442307692307692,57,45,0.5588235294117647,0.12984054669703873,0.6051157628672902,1.39515580494954,520,25.0,14,13,0.9285714285714286,26,22,0.8461538461538461,89,60,0.6741573033707865,241,188,0.7800829875518672,25,16,0.64,143,119,0.8321678321678322,23,18,0.782608695652174,0.64,0.7833917276382764,0.1180827066715281,7,secondary_with_v7,global,same_frame_maxtp_size2,mobility|global+v7_guard|global,2,1,adjacent_query,1,383,69,0.5,0.174546073049987,True,False,-0.3689116221942452,73,2,18,1,0.9733333333333334,1.2871296234173868,236,69,36,42,0.7737704918032787,1.795855500345823,22,7,3,2,0.7586206896551724,1.2005572484798814,108,3,0,0,0.972972972972973,0.9980931124149237
277,207,0.49113475177304966,0.013766959297685556,0.5723140495867769,90,180,0.3333333333333333,0.3249097472924188,0.32486571806403713,1.7616941947502232,484,20.0,14,11,0.7857142857142857,26,19,0.7307692307692307,89,36,0.4044943820224719,241,92,0.3817427385892116,25,6,0.24,143,98,0.6853146853146853,23,12,0.5217391304347826,0.24,0.5356820646920954,0.35384121737412333,7,secondary_with_v7,global,same_frame_control_size3,conditional_query_d1|global+mobility|global+partial_query_d1|global,3,1,adjacent_query,1,246,54,0.2222222222222222,0.3875083789782943,True,False,-0.0023732323935621302,37,1,14,1,0.9736842105263158,1.5464798007494602,219,202,76,177,0.5201900237529691,1.9621146549198503,3,0,0,0,1.0,1.0301924353019243,18,4,0,2,0.8181818181818182,0.9582953474738137
277,207,0.49113475177304966,0.013766959297685556,0.5723140495867769,90,180,0.3333333333333333,0.3249097472924188,0.32486571806403713,1.7616941947502232,484,20.0,14,11,0.7857142857142857,26,19,0.7307692307692307,89,36,0.4044943820224719,241,92,0.3817427385892116,25,6,0.24,143,98,0.6853146853146853,23,12,0.5217391304347826,0.24,0.5356820646920954,0.35384121737412333,7,secondary_with_v7,global,same_frame_maxtp_size3,conditional_query_d1|global+mobility|global+partial_query_d1|global,3,1,adjacent_query,1,246,54,0.2222222222222222,0.3875083789782943,True,False,-0.0023732323935621302,37,1,14,1,0.9736842105263158,1.5464798007494602,219,202,76,177,0.5201900237529691,1.9621146549198503,3,0,0,0,1.0,1.0301924353019243,18,4,0,2,0.8181818181818182,0.9582953474738137
146,206,0.25886524822695034,0.013700452247938281,0.4147727272727273,77,197,0.28102189781021897,0.5273972602739726,0.20893177300472796,1.985206564361761,352,17.0,14,6,0.42857142857142855,26,9,0.34615384615384615,89,19,0.21348314606741572,241,44,0.1825726141078838,25,4,0.16,143,60,0.4195804195804196,23,4,0.17391304347826086,0.16,0.274896356851322,0.40161549234621036,7,secondary_with_v7,global,same_frame_control_size4,action_consensus|global+conditional_effective_rank|global+conditional_energy|global+partial_edge_std|global,4,1,token_graph,1,109,53,0.0714285714285714,0.6977665255014948,True,False,0.22113913721797562,22,5,13,5,0.8148148148148148,2.0078534035403313,115,200,64,191,0.36507936507936506,2.089405127020312,0,0,0,0,0.0,,9,1,0,1,0.9,1.1924605321250048
146,206,0.25886524822695034,0.013700452247938281,0.4147727272727273,77,197,0.28102189781021897,0.5273972602739726,0.20893177300472796,1.985206564361761,352,17.0,14,6,0.42857142857142855,26,9,0.34615384615384615,89,19,0.21348314606741572,241,44,0.1825726141078838,25,4,0.16,143,60,0.4195804195804196,23,4,0.17391304347826086,0.16,0.274896356851322,0.40161549234621036,7,secondary_with_v7,global,same_frame_maxtp_size4,action_consensus|global+conditional_effective_rank|global+conditional_energy|global+partial_edge_std|global,4,1,token_graph,1,109,53,0.0714285714285714,0.6977665255014948,True,False,0.22113913721797562,22,5,13,5,0.8148148148148148,2.0078534035403313,115,200,64,191,0.36507936507936506,2.089405127020312,0,0,0,0,0.0,,9,1,0,1,0.9,1.1924605321250048
381,54,0.675531914893617,0.003591380686352753,0.8758620689655172,59,29,0.6704545454545454,0.15485564304461943,0.588476586988446,1.488354997176317,435,20.0,14,5,0.35714285714285715,26,17,0.6538461538461539,89,50,0.5617977528089888,241,165,0.6846473029045643,25,15,0.6,143,114,0.7972027972027972,23,12,0.5217391304347826,0.35714285714285715,0.596625142048592,0.21524000465632676,7,secondary_with_v7,global,reference_controller_trio,mobility|global+flow_path|global+expert_load_effective_rank|global,3,1,adjacent_query+denoising_steps+expert_load,3,334,28,0.2142857142857142,0.303144544122534,True,True,-0.27571242996746825,39,1,14,1,0.975,1.5059403497303,194,33,31,12,0.8546255506607929,1.8484056630265588,8,0,1,0,1.0,1.3887907435192715,140,20,13,16,0.875,1.1727831959246366
122,6,0.21631205673758866,0.0003990422984836393,0.953125,0,0,0.0,0.0,0.7729380928923875,1.2331194551860432,128,31.0,14,6,0.42857142857142855,26,5,0.19230769230769232,89,15,0.16853932584269662,241,44,0.1825726141078838,25,3,0.12,143,47,0.32867132867132864,23,2,0.08695652173913043,0.08695652173913043,0.2153741301771658,0.5196406649819653,7,secondary_with_v7,global,act_a,flow_endpoint|global+partial_edge_std|global+v7_guard|global,3,2,adjacent_query+denoising_steps+token_graph,3,104,0,0.0714285714285714,0.7136317606535354,True,True,-0.5309479719577421,1,0,0,0,1.0,1.0849056603773586,74,4,0,0,0.9487179487179487,1.4800674510198046,0,0,0,0,0.0,,47,2,0,0,0.9591836734693877,0.9788278411961833
325,23,0.5762411347517731,0.0015296621441872838,0.9339080459770115,41,5,0.8913043478260869,0.12615384615384614,0.6587118692041721,1.4177792896085504,348,26.0,14,5,0.35714285714285715,26,15,0.5769230769230769,89,43,0.48314606741573035,241,136,0.5643153526970954,25,8,0.32,143,104,0.7272727272727273,23,11,0.4782608695652174,0.32,0.5010087072881005,0.2561255660889797,7,secondary_with_v7,global,act_b,expert_load_effective_rank|global+mobility|global+v7_guard|global,3,2,adjacent_query+expert_load,2,294,15,0.2142857142857142,0.3250928873760547,True,True,-0.3462881375352349,37,0,14,0,1.0,1.554729092106557,180,20,27,5,0.9,1.8511419891574186,2,0,0,0,1.0,1.033966033966034,106,3,0,0,0.9724770642201835,0.9975362820592213
