cohort,method,episodes,failures,successes,tp,fp,fn,tn,recall,fpr,precision,tp_with_four_later_queries,median_first_tp,median_first_fp
all,v7_frozen,250,160,90,119,2,41,88,0.74375,0.022222222222222223,0.9834710743801653,116,30.0,22.0
all,v8_frozen,250,160,90,129,2,31,88,0.80625,0.022222222222222223,0.9847328244274809,125,30.0,22.0
all,v82_frozen,250,160,90,140,3,20,87,0.875,0.03333333333333333,0.9790209790209791,136,30.0,32.0
all,knn20,250,160,90,159,5,1,85,0.99375,0.05555555555555555,0.9695121951219512,157,25.0,25.0
all,c4_assigned_radius,250,160,90,160,7,0,83,1.0,0.07777777777777778,0.9580838323353293,157,25.0,24.0
all,c32_assigned_radius,250,160,90,156,3,4,87,0.975,0.03333333333333333,0.9811320754716981,154,29.0,12.0
all,c32_union_radius,250,160,90,151,5,9,85,0.94375,0.05555555555555555,0.967948717948718,147,29.0,14.0
all,norm_only,250,160,90,134,5,26,85,0.8375,0.05555555555555555,0.9640287769784173,133,29.0,25.0
all,cosine_knn20,250,160,90,0,0,160,90,0.0,0.0,,0,,
all,knn_euclidean_OR_cosine,250,160,90,159,5,1,85,0.99375,0.05555555555555555,0.9695121951219512,157,25.0,25.0
all,knn_euclidean_AND_cosine_latched,250,160,90,0,0,160,90,0.0,0.0,,0,,
primary,v7_frozen,225,158,67,118,2,40,65,0.7468354430379747,0.029850746268656716,0.9833333333333333,115,29.5,22.0
primary,v8_frozen,225,158,67,128,2,30,65,0.810126582278481,0.029850746268656716,0.9846153846153847,124,30.0,22.0
primary,v82_frozen,225,158,67,139,3,19,64,0.879746835443038,0.04477611940298507,0.9788732394366197,135,30.0,32.0
primary,knn20,225,158,67,157,2,1,65,0.9936708860759493,0.029850746268656716,0.9874213836477987,156,25.0,20.0
primary,c4_assigned_radius,225,158,67,158,4,0,63,1.0,0.05970149253731343,0.9753086419753086,156,24.5,15.5
primary,c32_assigned_radius,225,158,67,154,2,4,65,0.9746835443037974,0.029850746268656716,0.9871794871794872,153,28.5,11.5
primary,c32_union_radius,225,158,67,149,3,9,64,0.9430379746835443,0.04477611940298507,0.9802631578947368,146,29.0,13.0
primary,norm_only,225,158,67,133,2,25,65,0.8417721518987342,0.029850746268656716,0.9851851851851852,132,29.0,22.5
primary,cosine_knn20,225,158,67,0,0,158,67,0.0,0.0,,0,,
primary,knn_euclidean_OR_cosine,225,158,67,157,2,1,65,0.9936708860759493,0.029850746268656716,0.9874213836477987,156,25.0,20.0
primary,knn_euclidean_AND_cosine_latched,225,158,67,0,0,158,67,0.0,0.0,,0,,
unchanged_scene_controls,v7_frozen,25,2,23,1,0,1,23,0.5,0.0,1.0,1,33.0,
unchanged_scene_controls,v8_frozen,25,2,23,1,0,1,23,0.5,0.0,1.0,1,33.0,
unchanged_scene_controls,v82_frozen,25,2,23,1,0,1,23,0.5,0.0,1.0,1,33.0,
unchanged_scene_controls,knn20,25,2,23,2,3,0,20,1.0,0.13043478260869565,0.4,1,41.0,25.0
unchanged_scene_controls,c4_assigned_radius,25,2,23,2,3,0,20,1.0,0.13043478260869565,0.4,1,41.0,24.0
unchanged_scene_controls,c32_assigned_radius,25,2,23,2,1,0,22,1.0,0.043478260869565216,0.6666666666666666,1,41.5,25.0
unchanged_scene_controls,c32_union_radius,25,2,23,2,2,0,21,1.0,0.08695652173913043,0.5,1,41.5,19.5
unchanged_scene_controls,norm_only,25,2,23,1,3,1,20,0.5,0.13043478260869565,0.25,1,32.0,25.0
unchanged_scene_controls,cosine_knn20,25,2,23,0,0,2,23,0.0,0.0,,0,,
unchanged_scene_controls,knn_euclidean_OR_cosine,25,2,23,2,3,0,20,1.0,0.13043478260869565,0.4,1,41.0,25.0
unchanged_scene_controls,knn_euclidean_AND_cosine_latched,25,2,23,0,0,2,23,0.0,0.0,,0,,
all_pro,v7_frozen,250,160,90,119,2,41,88,0.74375,0.022222222222222223,0.9834710743801653,116,30.0,22.0
all_pro,v8_frozen,250,160,90,129,2,31,88,0.80625,0.022222222222222223,0.9847328244274809,125,30.0,22.0
all_pro,v82_frozen,250,160,90,140,3,20,87,0.875,0.03333333333333333,0.9790209790209791,136,30.0,32.0
all_pro,knn20,250,160,90,159,5,1,85,0.99375,0.05555555555555555,0.9695121951219512,157,25.0,25.0
all_pro,c4_assigned_radius,250,160,90,160,7,0,83,1.0,0.07777777777777778,0.9580838323353293,157,25.0,24.0
all_pro,c32_assigned_radius,250,160,90,156,3,4,87,0.975,0.03333333333333333,0.9811320754716981,154,29.0,12.0
all_pro,c32_union_radius,250,160,90,151,5,9,85,0.94375,0.05555555555555555,0.967948717948718,147,29.0,14.0
all_pro,norm_only,250,160,90,134,5,26,85,0.8375,0.05555555555555555,0.9640287769784173,133,29.0,25.0
all_pro,cosine_knn20,250,160,90,0,0,160,90,0.0,0.0,,0,,
all_pro,knn_euclidean_OR_cosine,250,160,90,159,5,1,85,0.99375,0.05555555555555555,0.9695121951219512,157,25.0,25.0
all_pro,knn_euclidean_AND_cosine_latched,250,160,90,0,0,160,90,0.0,0.0,,0,,
primary_pro,v7_frozen,225,158,67,118,2,40,65,0.7468354430379747,0.029850746268656716,0.9833333333333333,115,29.5,22.0
primary_pro,v8_frozen,225,158,67,128,2,30,65,0.810126582278481,0.029850746268656716,0.9846153846153847,124,30.0,22.0
primary_pro,v82_frozen,225,158,67,139,3,19,64,0.879746835443038,0.04477611940298507,0.9788732394366197,135,30.0,32.0
primary_pro,knn20,225,158,67,157,2,1,65,0.9936708860759493,0.029850746268656716,0.9874213836477987,156,25.0,20.0
primary_pro,c4_assigned_radius,225,158,67,158,4,0,63,1.0,0.05970149253731343,0.9753086419753086,156,24.5,15.5
primary_pro,c32_assigned_radius,225,158,67,154,2,4,65,0.9746835443037974,0.029850746268656716,0.9871794871794872,153,28.5,11.5
primary_pro,c32_union_radius,225,158,67,149,3,9,64,0.9430379746835443,0.04477611940298507,0.9802631578947368,146,29.0,13.0
primary_pro,norm_only,225,158,67,133,2,25,65,0.8417721518987342,0.029850746268656716,0.9851851851851852,132,29.0,22.5
