suite,metric,layer_group,query,denoise_step,token_position,previous_token_position,task_mean,task_sd,tasks
goal,entropy,back_12_15,1,3,8,,0.999501347435813,5.125221757797058e-05,10
goal,entropy,back_12_15,1,3,9,,0.9994589781124137,5.511537567810135e-05,10
goal,entropy,back_12_15,1,3,10,,0.9993020434060556,7.839125723811957e-05,10
goal,entropy,back_12_15,1,4,1,,0.9992208236317832,0.00015817229855537459,10
goal,entropy,back_12_15,1,4,2,,0.9994654649755368,9.622749028426376e-05,10
goal,entropy,back_12_15,1,4,3,,0.9995360423558847,7.713513919203995e-05,10
goal,entropy,back_12_15,1,4,4,,0.9995975815104838,4.507655102299991e-05,10
goal,entropy,back_12_15,1,4,5,,0.9995657541861369,6.1025635630220786e-05,10
goal,entropy,back_12_15,1,4,6,,0.9995714010214997,4.016836858157857e-05,10
goal,entropy,back_12_15,1,4,7,,0.999592986349031,5.564835774541551e-05,10
goal,entropy,back_12_15,1,4,8,,0.9994520477490297,5.939041877741056e-05,10
goal,entropy,back_12_15,1,4,9,,0.9993914864232899,6.333779683897194e-05,10
goal,entropy,back_12_15,1,4,10,,0.9992094008665804,8.57720606386233e-05,10
goal,entropy,back_12_15,1,5,1,,0.999118550816284,0.0001865307359052119,10
goal,entropy,back_12_15,1,5,2,,0.9993909014672985,0.0001235922623278512,10
goal,entropy,back_12_15,1,5,3,,0.9994679572191261,9.540459699335263e-05,10
goal,entropy,back_12_15,1,5,4,,0.9995358352242795,5.0344868251525796e-05,10
goal,entropy,back_12_15,1,5,5,,0.9995204175170755,6.809753071010943e-05,10
goal,entropy,back_12_15,1,5,6,,0.9995142048587915,4.768323228196714e-05,10
goal,entropy,back_12_15,1,5,7,,0.9995362302469306,6.8461813467886e-05,10
goal,entropy,back_12_15,1,5,8,,0.9993735687332771,7.106303430397536e-05,10
goal,entropy,back_12_15,1,5,9,,0.9993013006559821,6.758794204556299e-05,10
goal,entropy,back_12_15,1,5,10,,0.9990658148086473,9.326001861644907e-05,10
goal,entropy,back_12_15,1,6,1,,0.99898384357768,0.00023379986948224627,10
goal,entropy,back_12_15,1,6,2,,0.9992928682391213,0.0001574812646755062,10
goal,entropy,back_12_15,1,6,3,,0.9993841189015052,0.00012069011606009137,10
goal,entropy,back_12_15,1,6,4,,0.9994718645574645,5.915603584892589e-05,10
goal,entropy,back_12_15,1,6,5,,0.9994705936056748,8.316490644631374e-05,10
goal,entropy,back_12_15,1,6,6,,0.9994385270104648,5.440643131975142e-05,10
goal,entropy,back_12_15,1,6,7,,0.9994622538444669,7.911018370455025e-05,10
goal,entropy,back_12_15,1,6,8,,0.9992878142064583,8.314242604777129e-05,10
goal,entropy,back_12_15,1,6,9,,0.9992116325564536,7.610139831642205e-05,10
goal,entropy,back_12_15,1,6,10,,0.9989010720899401,0.0001014939100717012,10
goal,entropy,back_12_15,1,7,1,,0.9988039818641352,0.00031590343171692515,10
goal,entropy,back_12_15,1,7,2,,0.9991487070067103,0.0002090949759837463,10
goal,entropy,back_12_15,1,7,3,,0.9992425060220234,0.0001596807113111755,10
goal,entropy,back_12_15,1,7,4,,0.9993637016586405,8.18166047610195e-05,10
goal,entropy,back_12_15,1,7,5,,0.9993874660063586,9.957952354958195e-05,10
goal,entropy,back_12_15,1,7,6,,0.9993254351963563,6.837853243593244e-05,10
goal,entropy,back_12_15,1,7,7,,0.9993500599947742,9.097757570732345e-05,10
goal,entropy,back_12_15,1,7,8,,0.999136020491491,0.00010511123008239487,10
goal,entropy,back_12_15,1,7,9,,0.9990657034498808,8.987869428837624e-05,10
goal,entropy,back_12_15,1,7,10,,0.9986687559903498,0.00012568616156904643,10
goal,entropy,back_12_15,1,8,1,,0.9985023885730376,0.00045037967251723016,10
goal,entropy,back_12_15,1,8,2,,0.9988914190262147,0.00030037934917504357,10
goal,entropy,back_12_15,1,8,3,,0.9989945382113345,0.00022600678681540277,10
goal,entropy,back_12_15,1,8,4,,0.9991759211114261,0.00012209946269443363,10
goal,entropy,back_12_15,1,8,5,,0.9992248730707869,0.00012180521290503749,10
goal,entropy,back_12_15,1,8,6,,0.999134778239306,9.045900136439774e-05,10
goal,entropy,back_12_15,1,8,7,,0.9991581259590522,0.00010612865736946759,10
goal,entropy,back_12_15,1,8,8,,0.9989273101931124,0.00011815694366540625,10
goal,entropy,back_12_15,1,8,9,,0.9988683480910472,0.00010178970292262463,10
goal,entropy,back_12_15,1,8,10,,0.9983531583669706,0.00015619799632631727,10
goal,entropy,back_12_15,1,9,1,,0.9977495920255846,0.0007695923610810496,10
goal,entropy,back_12_15,1,9,2,,0.9983224365686014,0.0004867378713927635,10
goal,entropy,back_12_15,1,9,3,,0.9984660073630742,0.0003683557572587483,10
goal,entropy,back_12_15,1,9,4,,0.9987518933711794,0.00024103838357954658,10
goal,entropy,back_12_15,1,9,5,,0.9987963816283262,0.00018445266670287147,10
goal,entropy,back_12_15,1,9,6,,0.9987208689908333,0.0001613535236450671,10
goal,entropy,back_12_15,1,9,7,,0.9987349436210236,0.00014129114664725766,10
goal,entropy,back_12_15,1,9,8,,0.9984827084908103,0.00013669078552192468,10
goal,entropy,back_12_15,1,9,9,,0.9984050006022684,0.0001388739726091701,10
goal,entropy,back_12_15,1,9,10,,0.9976856474786349,0.00023944314453022334,10
goal,entropy,back_12_15,2,0,1,,0.9994273162138791,8.884859187283484e-05,10
goal,entropy,back_12_15,2,0,2,,0.9995116548935247,7.674104416438992e-05,10
goal,entropy,back_12_15,2,0,3,,0.9996083634253339,9.357923016731454e-05,10
goal,entropy,back_12_15,2,0,4,,0.9996035514582517,5.438929114451088e-05,10
goal,entropy,back_12_15,2,0,5,,0.9995269683362468,6.180577836249256e-05,10
goal,entropy,back_12_15,2,0,6,,0.999643762614361,5.902436184192798e-05,10
goal,entropy,back_12_15,2,0,7,,0.9994859768088593,5.956692275611517e-05,10
goal,entropy,back_12_15,2,0,8,,0.9995419313643176,6.302332965614825e-05,10
goal,entropy,back_12_15,2,0,9,,0.9994538438928398,0.00010104593437917831,10
goal,entropy,back_12_15,2,0,10,,0.9992944065164442,0.00018211785236409622,10
goal,entropy,back_12_15,2,1,1,,0.9993986209085826,9.408095596024898e-05,10
goal,entropy,back_12_15,2,1,2,,0.9994926710185659,8.329778420325306e-05,10
goal,entropy,back_12_15,2,1,3,,0.9995899998702991,9.7616258239905e-05,10
goal,entropy,back_12_15,2,1,4,,0.9995943518912789,6.334795993072845e-05,10
goal,entropy,back_12_15,2,1,5,,0.9995473234503788,6.389407075141766e-05,10
goal,entropy,back_12_15,2,1,6,,0.9996460644946537,6.025834532761368e-05,10
goal,entropy,back_12_15,2,1,7,,0.9994995713924751,6.151653156839775e-05,10
goal,entropy,back_12_15,2,1,8,,0.9995345082706388,6.584907567127788e-05,10
goal,entropy,back_12_15,2,1,9,,0.999448585093333,0.00010651000596712533,10
goal,entropy,back_12_15,2,1,10,,0.9992388731035021,0.0002086478857611338,10
goal,entropy,back_12_15,2,2,1,,0.9993379159773295,9.809491076784485e-05,10
goal,entropy,back_12_15,2,2,2,,0.9994558391065681,8.971377918984914e-05,10
goal,entropy,back_12_15,2,2,3,,0.9995488364677498,0.00010581363016339232,10
goal,entropy,back_12_15,2,2,4,,0.9995733337840278,7.090324795889369e-05,10
goal,entropy,back_12_15,2,2,5,,0.9995350140071215,7.004283031086049e-05,10
goal,entropy,back_12_15,2,2,6,,0.9996249086937926,6.762308981533263e-05,10
goal,entropy,back_12_15,2,2,7,,0.9994764359638137,6.869837427129812e-05,10
goal,entropy,back_12_15,2,2,8,,0.9995134159958697,6.909939031620428e-05,10
goal,entropy,back_12_15,2,2,9,,0.9994142191975699,0.00011604540144142136,10
goal,entropy,back_12_15,2,2,10,,0.9991635539464918,0.0002444190154024632,10
goal,entropy,back_12_15,2,3,1,,0.9992458292642837,0.00011025792061660146,10
goal,entropy,back_12_15,2,3,2,,0.9993968118660739,9.861172331579647e-05,10
goal,entropy,back_12_15,2,3,3,,0.9994941194349536,0.0001167568278222565,10
goal,entropy,back_12_15,2,3,4,,0.999521493591024,8.764309696084219e-05,10
goal,entropy,back_12_15,2,3,5,,0.9995067446813535,8.077481791681206e-05,10
goal,entropy,back_12_15,2,3,6,,0.9995790118987353,7.882630777714518e-05,10
goal,entropy,back_12_15,2,3,7,,0.9994381534856449,7.960815381445525e-05,10
goal,entropy,back_12_15,2,3,8,,0.9994735986800312,7.836996221747335e-05,10
goal,entropy,back_12_15,2,3,9,,0.9993516430950752,0.00012620842494107595,10
goal,entropy,back_12_15,2,3,10,,0.9990691467575294,0.0002860095818192299,10
goal,entropy,back_12_15,2,4,1,,0.9991503936190693,0.00011382871291275012,10
goal,entropy,back_12_15,2,4,2,,0.9993390155914031,0.00011183621577119333,10
goal,entropy,back_12_15,2,4,3,,0.9994261727442291,0.00013001283863580144,10
goal,entropy,back_12_15,2,4,4,,0.9994648425058299,0.00010129277853560096,10
goal,entropy,back_12_15,2,4,5,,0.9994639015457514,9.422633429294976e-05,10
goal,entropy,back_12_15,2,4,6,,0.9995251508020948,9.021088584270682e-05,10
goal,entropy,back_12_15,2,4,7,,0.999395774058265,9.36945674792619e-05,10
goal,entropy,back_12_15,2,4,8,,0.9994247070220872,8.794134331919393e-05,10
goal,entropy,back_12_15,2,4,9,,0.999281131175624,0.00013058257727320818,10
goal,entropy,back_12_15,2,4,10,,0.9989410929902416,0.00033602000138429006,10
goal,entropy,back_12_15,2,5,1,,0.9990263282369443,0.00011167662360161917,10
goal,entropy,back_12_15,2,5,2,,0.999256538623953,0.00012307506476993111,10
goal,entropy,back_12_15,2,5,3,,0.999333920390393,0.00014303622084485405,10
goal,entropy,back_12_15,2,5,4,,0.9993929458035717,0.00011576345009826128,10
goal,entropy,back_12_15,2,5,5,,0.9993990419436098,0.0001157282546216809,10
goal,entropy,back_12_15,2,5,6,,0.9994460899475364,0.00010922385460691621,10
goal,entropy,back_12_15,2,5,7,,0.9993235491916111,0.00011465088382254963,10
goal,entropy,back_12_15,2,5,8,,0.9993449493153255,0.00010411179201127324,10
goal,entropy,back_12_15,2,5,9,,0.999161374711327,0.0001413776484915435,10
goal,entropy,back_12_15,2,5,10,,0.9987881982638414,0.00037724987861493647,10
goal,entropy,back_12_15,2,6,1,,0.9988726500220801,0.00011614092452604285,10
goal,entropy,back_12_15,2,6,2,,0.9991529905570975,0.00013561164547811383,10
goal,entropy,back_12_15,2,6,3,,0.9992335723832241,0.00014891760178540014,10
goal,entropy,back_12_15,2,6,4,,0.999306968021774,0.00013629591836645955,10
goal,entropy,back_12_15,2,6,5,,0.9993172922477944,0.00013994364935268345,10
goal,entropy,back_12_15,2,6,6,,0.9993601693499704,0.00012932178400373273,10
goal,entropy,back_12_15,2,6,7,,0.999241905372615,0.00014515776121068206,10
goal,entropy,back_12_15,2,6,8,,0.9992542551243062,0.0001277456020506793,10
goal,entropy,back_12_15,2,6,9,,0.9990415959967747,0.00015213767901807676,10
goal,entropy,back_12_15,2,6,10,,0.9986193442998654,0.00041605981684559993,10
goal,entropy,back_12_15,2,7,1,,0.9986581869040301,0.00013191921991784,10
goal,entropy,back_12_15,2,7,2,,0.999003165613526,0.0001566497036466287,10
goal,entropy,back_12_15,2,7,3,,0.999079530747521,0.0001641000840519434,10
goal,entropy,back_12_15,2,7,4,,0.9991717276369524,0.00015890669437786662,10
goal,entropy,back_12_15,2,7,5,,0.9991859307166846,0.00017303695320538285,10
goal,entropy,back_12_15,2,7,6,,0.9992183886799143,0.00015673074580330523,10
goal,entropy,back_12_15,2,7,7,,0.9991038786538713,0.00018508048767460598,10
goal,entropy,back_12_15,2,7,8,,0.999110575013361,0.00014892171059307483,10
goal,entropy,back_12_15,2,7,9,,0.9988743498556056,0.00017495896263008704,10
goal,entropy,back_12_15,2,7,10,,0.9983758117067643,0.00042412564342456414,10
goal,entropy,back_12_15,2,8,1,,0.9982605265764113,0.0001904582667533615,10
goal,entropy,back_12_15,2,8,2,,0.9987276438174076,0.00018514639806687427,10
goal,entropy,back_12_15,2,8,3,,0.998827865417328,0.00018162261956589107,10
goal,entropy,back_12_15,2,8,4,,0.9989459600992611,0.00018571874648204623,10
goal,entropy,back_12_15,2,8,5,,0.9989707390371301,0.00022389988652262002,10
goal,entropy,back_12_15,2,8,6,,0.9990077646445885,0.00020815652986958734,10
goal,entropy,back_12_15,2,8,7,,0.9988888391789625,0.00025006349401161554,10
goal,entropy,back_12_15,2,8,8,,0.9988884374919836,0.00019486692246788005,10
goal,entropy,back_12_15,2,8,9,,0.9986338644726102,0.00022787266217776155,10
goal,entropy,back_12_15,2,8,10,,0.998042110437131,0.0004222935968809438,10
goal,entropy,back_12_15,2,9,1,,0.9974225523964435,0.00031125982894429015,10
goal,entropy,back_12_15,2,9,2,,0.9981597233526636,0.00025110450053818673,10
goal,entropy,back_12_15,2,9,3,,0.9983118610329322,0.00023435603997488128,10
goal,entropy,back_12_15,2,9,4,,0.9984872353966484,0.00024252280117606343,10
goal,entropy,back_12_15,2,9,5,,0.9984955314097697,0.0002940179070212014,10
goal,entropy,back_12_15,2,9,6,,0.9985601027259927,0.00029078887479278616,10
goal,entropy,back_12_15,2,9,7,,0.9984564474924476,0.0003154384558493302,10
goal,entropy,back_12_15,2,9,8,,0.9984102910035875,0.00029829790507734775,10
goal,entropy,back_12_15,2,9,9,,0.9981511705479468,0.00036662717063097003,10
goal,entropy,back_12_15,2,9,10,,0.9973849897731577,0.0004947253616481013,10
goal,entropy,back_12_15,3,0,1,,0.9993123869801244,0.00010788851467680716,10
goal,entropy,back_12_15,3,0,2,,0.9994192578592838,0.00015195527267372976,10
goal,entropy,back_12_15,3,0,3,,0.9994702618941368,0.00015291073280448777,10
goal,entropy,back_12_15,3,0,4,,0.9995192215927171,0.00014297755454438006,10
goal,entropy,back_12_15,3,0,5,,0.9995495155842423,0.00017345001517812133,10
goal,entropy,back_12_15,3,0,6,,0.9995358083519905,0.0001695877102158711,10
goal,entropy,back_12_15,3,0,7,,0.999419114038792,0.00023217984633123732,10
goal,entropy,back_12_15,3,0,8,,0.9993676983204682,0.0003094760330094263,10
goal,entropy,back_12_15,3,0,9,,0.9992852014675242,0.00034466183333784194,10
goal,entropy,back_12_15,3,0,10,,0.9990932640996384,0.0003995225357640902,10
goal,entropy,back_12_15,3,1,1,,0.9993059234421484,0.00012070586813190529,10
goal,entropy,back_12_15,3,1,2,,0.9994010456489815,0.00015791485782442582,10
goal,entropy,back_12_15,3,1,3,,0.999446175293927,0.00015629602318961464,10
goal,entropy,back_12_15,3,1,4,,0.9994918840904491,0.00015069893644428643,10
goal,entropy,back_12_15,3,1,5,,0.9995231252764242,0.00018823897961624952,10
goal,entropy,back_12_15,3,1,6,,0.9995118586929662,0.0001849403107527383,10
goal,entropy,back_12_15,3,1,7,,0.9993779721340743,0.00024251364356537065,10
goal,entropy,back_12_15,3,1,8,,0.99934748294224,0.00032145947738939626,10
goal,entropy,back_12_15,3,1,9,,0.9992409404424546,0.00036295220133043,10
goal,entropy,back_12_15,3,1,10,,0.9990204352514123,0.0004163961371134511,10
goal,entropy,back_12_15,3,2,1,,0.9992585168543944,0.0001518312504424482,10
goal,entropy,back_12_15,3,2,2,,0.9993542346586454,0.0001665677955032555,10
goal,entropy,back_12_15,3,2,3,,0.9994049260075416,0.00016474628442995077,10
goal,entropy,back_12_15,3,2,4,,0.9994502389214992,0.00016266675731767803,10
goal,entropy,back_12_15,3,2,5,,0.9994796146331583,0.00020974322404428614,10
goal,entropy,back_12_15,3,2,6,,0.9994651817416086,0.00020900042702887354,10
goal,entropy,back_12_15,3,2,7,,0.9993307810620798,0.0002653186765117201,10
goal,entropy,back_12_15,3,2,8,,0.9992827776945278,0.00035018660674043247,10
goal,entropy,back_12_15,3,2,9,,0.9991765388516104,0.00038558781497180657,10
goal,entropy,back_12_15,3,2,10,,0.99891209112587,0.0004473479693034998,10
goal,entropy,back_12_15,3,3,1,,0.9991659485899266,0.00018015608877548523,10
goal,entropy,back_12_15,3,3,2,,0.999306813774834,0.00017459483638064422,10
goal,entropy,back_12_15,3,3,3,,0.9993378509463893,0.0001795102390334748,10
goal,entropy,back_12_15,3,3,4,,0.9993800627981738,0.00017858857657375503,10
goal,entropy,back_12_15,3,3,5,,0.9994216417538031,0.0002359380253716947,10
goal,entropy,back_12_15,3,3,6,,0.999406521684074,0.00024162450015987764,10
goal,entropy,back_12_15,3,3,7,,0.9992495697794508,0.0003017320568709044,10
goal,entropy,back_12_15,3,3,8,,0.9992009822083316,0.000379256747688192,10
goal,entropy,back_12_15,3,3,9,,0.999079527307868,0.00042219870861555847,10
goal,entropy,back_12_15,3,3,10,,0.9987528110061108,0.0004965571327805616,10
goal,entropy,back_12_15,3,4,1,,0.9990467492419292,0.00020972741306831408,10
goal,entropy,back_12_15,3,4,2,,0.9992353901323547,0.0001883603294183636,10
goal,entropy,back_12_15,3,4,3,,0.9992689261043379,0.00019324387798350258,10
goal,entropy,back_12_15,3,4,4,,0.9993102586948199,0.0001870225280475697,10
goal,entropy,back_12_15,3,4,5,,0.9993470183741044,0.00026620667144263755,10
goal,entropy,back_12_15,3,4,6,,0.9993277810397139,0.0002783145004358544,10
goal,entropy,back_12_15,3,4,7,,0.9991557358301618,0.00033832789260281867,10
goal,entropy,back_12_15,3,4,8,,0.9991145542619451,0.00041366248136943343,10
goal,entropy,back_12_15,3,4,9,,0.9989830001102666,0.00046673879243557686,10
goal,entropy,back_12_15,3,4,10,,0.9985828674245522,0.0005472241905939568,10
goal,entropy,back_12_15,3,5,1,,0.9988936114825456,0.00024526559659489403,10
goal,entropy,back_12_15,3,5,2,,0.9991426817020264,0.00020982527691557727,10
goal,entropy,back_12_15,3,5,3,,0.9991790822600383,0.00020805282552257287,10
goal,entropy,back_12_15,3,5,4,,0.9992155839653464,0.00020349995004259502,10
goal,entropy,back_12_15,3,5,5,,0.9992611522735407,0.0003001297954182733,10
goal,entropy,back_12_15,3,5,6,,0.9992266881326884,0.00032207998101338215,10
goal,entropy,back_12_15,3,5,7,,0.9990420715288041,0.000388628780020341,10
goal,entropy,back_12_15,3,5,8,,0.9989956094482713,0.00044408915025452675,10
goal,entropy,back_12_15,3,5,9,,0.9988526035093173,0.0005029983041669126,10
goal,entropy,back_12_15,3,5,10,,0.9983614063324386,0.0005830310441141861,10
goal,entropy,back_12_15,3,6,1,,0.9987216629057455,0.00027136589620292326,10
goal,entropy,back_12_15,3,6,2,,0.999023839647986,0.0002295636595020579,10
goal,entropy,back_12_15,3,6,3,,0.9990750478047481,0.00022531699318463976,10
goal,entropy,back_12_15,3,6,4,,0.9991044013736408,0.00022501589930017706,10
goal,entropy,back_12_15,3,6,5,,0.999152664542485,0.0003350448184803759,10
goal,entropy,back_12_15,3,6,6,,0.9991156736540241,0.00037684649208840606,10
goal,entropy,back_12_15,3,6,7,,0.9989165079628115,0.0004466327327579889,10
goal,entropy,back_12_15,3,6,8,,0.9988748706405701,0.0004740542618325712,10
goal,entropy,back_12_15,3,6,9,,0.9987148550800005,0.000542400670344144,10
goal,entropy,back_12_15,3,6,10,,0.9981252515800811,0.0006179244056573237,10
goal,entropy,back_12_15,3,7,1,,0.9984713769839015,0.0003161122575963768,10
goal,entropy,back_12_15,3,7,2,,0.9988473874904951,0.00025290710087434243,10
goal,entropy,back_12_15,3,7,3,,0.9988914421363834,0.00024200217389440723,10
goal,entropy,back_12_15,3,7,4,,0.9989305498088086,0.00026120339729405215,10
goal,entropy,back_12_15,3,7,5,,0.9989993553378962,0.00037225617913751576,10
goal,entropy,back_12_15,3,7,6,,0.9989566785955086,0.0004181107053395226,10
goal,entropy,back_12_15,3,7,7,,0.9987517493357091,0.00046477655350475816,10
goal,entropy,back_12_15,3,7,8,,0.9986923750127277,0.0005052355814444636,10
goal,entropy,back_12_15,3,7,9,,0.9985104858387078,0.0005835669345768818,10
goal,entropy,back_12_15,3,7,10,,0.9978121354513757,0.0006502460146561402,10
goal,entropy,back_12_15,3,8,1,,0.998080955836014,0.0003507778164668281,10
goal,entropy,back_12_15,3,8,2,,0.9985466312174612,0.0002741704099043567,10
goal,entropy,back_12_15,3,8,3,,0.9986123320297438,0.0002757941082273349,10
goal,entropy,back_12_15,3,8,4,,0.9986859997233493,0.0002963949662388458,10
goal,entropy,back_12_15,3,8,5,,0.9987604199485418,0.0004204168722444067,10
goal,entropy,back_12_15,3,8,6,,0.9986917780179508,0.00048220395774629173,10
goal,entropy,back_12_15,3,8,7,,0.9985218826990238,0.0004965900884471081,10
goal,entropy,back_12_15,3,8,8,,0.9984163697303821,0.0005595900513422114,10
goal,entropy,back_12_15,3,8,9,,0.998212170214468,0.0006550889607379516,10
goal,entropy,back_12_15,3,8,10,,0.997415365133975,0.0007102865336833069,10
goal,entropy,back_12_15,3,9,1,,0.9972470174439272,0.00042679253377325964,10
goal,entropy,back_12_15,3,9,2,,0.9979312299974452,0.00030530732152139495,10
goal,entropy,back_12_15,3,9,3,,0.9980696286286715,0.0003263064408463164,10
goal,entropy,back_12_15,3,9,4,,0.9981652181983586,0.00039677274584283534,10
goal,entropy,back_12_15,3,9,5,,0.9981802851684438,0.0005335082336842366,10
goal,entropy,back_12_15,3,9,6,,0.9981057877660371,0.0006137077942696389,10
goal,entropy,back_12_15,3,9,7,,0.9979549431803244,0.0006584445135140277,10
goal,entropy,back_12_15,3,9,8,,0.9977806154385279,0.000714428526044947,10
goal,entropy,back_12_15,3,9,9,,0.9975485207666006,0.0008384413214889779,10
goal,entropy,back_12_15,3,9,10,,0.9966004382415603,0.0008804746355565769,10
goal,entropy_centered,back_12_15,0,0,1,,-0.0001792652239668846,6.989161749455526e-05,10
goal,entropy_centered,back_12_15,0,0,2,,-5.441498826552759e-06,4.879356772479512e-05,10
goal,entropy_centered,back_12_15,0,0,3,,7.280286809681069e-05,4.019717475840295e-05,10
goal,entropy_centered,back_12_15,0,0,4,,4.525615968642427e-07,3.297380333415383e-05,10
goal,entropy_centered,back_12_15,0,0,5,,-6.028927068424394e-06,3.14506593001753e-05,10
goal,entropy_centered,back_12_15,0,0,6,,0.00010941217005097092,4.621499042044956e-05,10
goal,entropy_centered,back_12_15,0,0,7,,4.3283013478567775e-05,3.259519565351972e-05,10
goal,entropy_centered,back_12_15,0,0,8,,3.6197296016338144e-06,3.9282407256530367e-05,10
goal,entropy_centered,back_12_15,0,0,9,,4.3561378147871645e-06,3.149219364647512e-05,10
goal,entropy_centered,back_12_15,0,0,10,,-4.3190830777684044e-05,4.5927244618594426e-05,10
goal,entropy_centered,back_12_15,0,1,1,,-0.00019267457151875834,7.19056133286077e-05,10
goal,entropy_centered,back_12_15,0,1,2,,-1.5583390990348e-05,5.0583880865490636e-05,10
goal,entropy_centered,back_12_15,0,1,3,,7.355844162653114e-05,4.022753204590456e-05,10
goal,entropy_centered,back_12_15,0,1,4,,5.489643219869223e-06,3.542127206137207e-05,10
goal,entropy_centered,back_12_15,0,1,5,,6.208143738972715e-07,3.428854095440882e-05,10
goal,entropy_centered,back_12_15,0,1,6,,0.00010843523335165583,4.795014380743709e-05,10
goal,entropy_centered,back_12_15,0,1,7,,4.9912761937753734e-05,3.37699753569834e-05,10
goal,entropy_centered,back_12_15,0,1,8,,1.2233942873485227e-05,3.905070920943047e-05,10
goal,entropy_centered,back_12_15,0,1,9,,2.1285712255869617e-05,3.321692824376499e-05,10
goal,entropy_centered,back_12_15,0,1,10,,-6.327858712998902e-05,5.1689019887879435e-05,10
goal,entropy_centered,back_12_15,0,2,1,,-0.00018900340835558137,7.16568876858902e-05,10
goal,entropy_centered,back_12_15,0,2,2,,-3.284574111191985e-05,5.743593640559965e-05,10
goal,entropy_centered,back_12_15,0,2,3,,6.744572676044003e-05,4.6000283552122625e-05,10
goal,entropy_centered,back_12_15,0,2,4,,1.4724294653656323e-06,3.84498136473084e-05,10
goal,entropy_centered,back_12_15,0,2,5,,-2.1068519665323747e-06,3.8404936864283784e-05,10
goal,entropy_centered,back_12_15,0,2,6,,0.0001209026641715183,5.290648018197575e-05,10
goal,entropy_centered,back_12_15,0,2,7,,6.903957597735877e-05,3.638792816210675e-05,10
goal,entropy_centered,back_12_15,0,2,8,,1.5605318778277867e-05,3.967863707889947e-05,10
goal,entropy_centered,back_12_15,0,2,9,,4.18276210445101e-05,3.6677817903434353e-05,10
goal,entropy_centered,back_12_15,0,2,10,,-9.23373347634704e-05,6.112955029618547e-05,10
goal,entropy_centered,back_12_15,0,3,1,,-0.0001833631728270113,6.892052725303061e-05,10
goal,entropy_centered,back_12_15,0,3,2,,-3.9566866103302176e-05,6.275449023389898e-05,10
goal,entropy_centered,back_12_15,0,3,3,,6.846285365542659e-05,5.10099266990694e-05,10
goal,entropy_centered,back_12_15,0,3,4,,9.13765321852722e-07,4.074273289456282e-05,10
goal,entropy_centered,back_12_15,0,3,5,,6.0675479224947536e-06,4.236405196051325e-05,10
goal,entropy_centered,back_12_15,0,3,6,,0.00012522755488839633,5.570162677409568e-05,10
goal,entropy_centered,back_12_15,0,3,7,,8.311846273788559e-05,3.939315033498936e-05,10
goal,entropy_centered,back_12_15,0,3,8,,1.7778061598017202e-05,4.150205069932784e-05,10
goal,entropy_centered,back_12_15,0,3,9,,5.453720343676638e-05,4.338751129044743e-05,10
goal,entropy_centered,back_12_15,0,3,10,,-0.00013317541063052608,7.020122901589673e-05,10
goal,entropy_centered,back_12_15,0,4,1,,-0.00018676463494687878,6.824804507139852e-05,10
goal,entropy_centered,back_12_15,0,4,2,,-3.788226379131121e-05,7.228363420656385e-05,10
goal,entropy_centered,back_12_15,0,4,3,,6.370014885402897e-05,5.583204220287007e-05,10
goal,entropy_centered,back_12_15,0,4,4,,3.573294285852402e-06,4.461420105217635e-05,10
goal,entropy_centered,back_12_15,0,4,5,,5.17810739670832e-06,4.4781349979689696e-05,10
goal,entropy_centered,back_12_15,0,4,6,,0.0001330120593589501,5.8880544067038775e-05,10
goal,entropy_centered,back_12_15,0,4,7,,0.0001007329580860028,4.0318371266297954e-05,10
goal,entropy_centered,back_12_15,0,4,8,,2.7514031710140774e-05,4.710768296361684e-05,10
goal,entropy_centered,back_12_15,0,4,9,,6.639124738339053e-05,4.513203981192183e-05,10
goal,entropy_centered,back_12_15,0,4,10,,-0.00017545494833697272,7.354664617047393e-05,10
goal,entropy_centered,back_12_15,0,5,1,,-0.0001946747404971805,6.950942966387101e-05,10
goal,entropy_centered,back_12_15,0,5,2,,-3.800746716119408e-05,8.331698824708548e-05,10
goal,entropy_centered,back_12_15,0,5,3,,6.16238023102067e-05,6.404912131144027e-05,10
goal,entropy_centered,back_12_15,0,5,4,,2.264737414510165e-05,5.051782589904093e-05,10
goal,entropy_centered,back_12_15,0,5,5,,1.707696357283739e-05,5.439742382486322e-05,10
goal,entropy_centered,back_12_15,0,5,6,,0.0001486656192708491,6.677586869929403e-05,10
goal,entropy_centered,back_12_15,0,5,7,,0.00010691919553537099,4.3236270264221095e-05,10
goal,entropy_centered,back_12_15,0,5,8,,3.911675525928304e-05,4.8024434195290785e-05,10
goal,entropy_centered,back_12_15,0,5,9,,7.135544060927756e-05,5.201405931127459e-05,10
goal,entropy_centered,back_12_15,0,5,10,,-0.000234722943044563,8.529451366696609e-05,10
goal,entropy_centered,back_12_15,0,6,1,,-0.0002384094019146743,7.692441865724335e-05,10
goal,entropy_centered,back_12_15,0,6,2,,-3.4971339187406245e-05,9.31873807973418e-05,10
goal,entropy_centered,back_12_15,0,6,3,,5.255073932585175e-05,7.01977843846831e-05,10
goal,entropy_centered,back_12_15,0,6,4,,5.614936880602439e-05,5.7696943522527684e-05,10
goal,entropy_centered,back_12_15,0,6,5,,3.4678947183164335e-05,6.0788233041805086e-05,10
goal,entropy_centered,back_12_15,0,6,6,,0.00016191783917332003,7.519064446208139e-05,10
