key,metric,layer_group,query,denoise_step,token_position,previous_token_position,suite_eta_squared,permutation_p_raw,permutation_p_max_global,goal_mean,object_mean,spatial_mean,long_value
q0|front_2_5|top1_centered|d0|t1,top1_centered,front_2_5,0,0,1,,0.9348082072019513,9.999000099990002e-05,9.999000099990002e-05,0.0017795920139178634,0.002444786485284567,0.003974035382270813,0.0029350481927394867
q0|front_2_5|top1_centered|d0|t2,top1_centered,front_2_5,0,0,2,,0.9311312986863761,9.999000099990002e-05,9.999000099990002e-05,0.0007037401082925498,0.0024575269781053066,0.0017840538639575243,-0.00010878220200538635
q0|front_2_5|top1_centered|d0|t3,top1_centered,front_2_5,0,0,3,,0.7011373031259363,9.999000099990002e-05,0.0004999500049995,-0.000699504860676825,-0.0009549975511617959,-0.00021635628945659846,-0.0008682310581207275
q0|front_2_5|top1_centered|d0|t4,top1_centered,front_2_5,0,0,4,,0.8295674784045192,9.999000099990002e-05,9.999000099990002e-05,-0.0002982892037834972,-0.0013018820900470018,-0.0007073864107951522,0.0005082562565803528
q0|front_2_5|top1_centered|d0|t5,top1_centered,front_2_5,0,0,5,,0.9523690579669233,9.999000099990002e-05,9.999000099990002e-05,-0.0006286565330810845,-0.000951891764998436,-0.0020386893302202225,-0.0011572577059268951
q0|front_2_5|top1_centered|d0|t6,top1_centered,front_2_5,0,0,6,,0.8299071283351819,9.999000099990002e-05,9.999000099990002e-05,-0.000546997063793242,-0.001599992043338716,-0.0011559814447537065,-0.0005694292485713959
q0|front_2_5|top1_centered|d0|t7,top1_centered,front_2_5,0,0,7,,0.9015013920240892,9.999000099990002e-05,9.999000099990002e-05,-0.0005947441095486283,-5.280114783090539e-05,-0.0014355595922097564,-3.452971577644348e-05
q0|front_2_5|top1_centered|d0|t8,top1_centered,front_2_5,0,0,8,,0.866741070639504,9.999000099990002e-05,9.999000099990002e-05,0.00029704644111916423,-0.0004934534663334489,-0.0008330788696184754,-0.0006530322134494781
q0|front_2_5|top1_centered|d0|t9,top1_centered,front_2_5,0,0,9,,0.571820347930648,9.999000099990002e-05,0.023997600239976002,0.00015386156155727804,-0.0005128491902723908,3.328509774291888e-05,-0.00011010468006134033
q0|front_2_5|top1_centered|d0|t10,top1_centered,front_2_5,0,0,10,,0.8022442099695967,9.999000099990002e-05,9.999000099990002e-05,-0.000166057056048885,0.0009655609610490501,0.0005956810200586915,5.8028846979141235e-05
q0|front_2_5|top1_centered|d1|t1,top1_centered,front_2_5,0,1,1,,0.9442014056412474,9.999000099990002e-05,9.999000099990002e-05,0.0020932420156896114,0.0027098320424556732,0.004195022396743298,0.002915516495704651
q0|front_2_5|top1_centered|d1|t2,top1_centered,front_2_5,0,1,2,,0.9303160598648158,9.999000099990002e-05,9.999000099990002e-05,0.001163811655715108,0.0027885399758815765,0.002431302098557353,-2.3368746042251587e-05
q0|front_2_5|top1_centered|d1|t3,top1_centered,front_2_5,0,1,3,,0.6643739356377896,9.999000099990002e-05,0.0011998800119988001,-0.0010696962708607316,-0.0006249871221370995,-0.0003362063434906304,-0.0005980618298053741
q0|front_2_5|top1_centered|d1|t4,top1_centered,front_2_5,0,1,4,,0.8957399653673943,9.999000099990002e-05,9.999000099990002e-05,-6.71383022563532e-05,-0.0013589110458269715,-0.0005813669413328171,0.0007281340658664703
q0|front_2_5|top1_centered|d1|t5,top1_centered,front_2_5,0,1,5,,0.9157234911600077,9.999000099990002e-05,9.999000099990002e-05,-0.0009025260806083679,-0.0008427273714914918,-0.001945859519764781,-0.0008701086044311523
q0|front_2_5|top1_centered|d1|t6,top1_centered,front_2_5,0,1,6,,0.8516304930376849,9.999000099990002e-05,9.999000099990002e-05,-0.0002514172228984535,-0.0012585881631821394,-0.0011880286037921906,-0.0006931647658348083
q0|front_2_5|top1_centered|d1|t7,top1_centered,front_2_5,0,1,7,,0.8947759171405025,9.999000099990002e-05,9.999000099990002e-05,-0.0007480539497919381,0.0001386743097100407,-0.0013611577451229095,-0.00047760456800460815
q0|front_2_5|top1_centered|d1|t8,top1_centered,front_2_5,0,1,8,,0.9160941990625636,9.999000099990002e-05,9.999000099990002e-05,-0.00016422421322204173,-0.0013928115367889404,-0.001337709603831172,-0.0006240718066692352
q0|front_2_5|top1_centered|d1|t9,top1_centered,front_2_5,0,1,9,,0.38451984786528015,0.0021997800219978004,0.7441255874412559,0.0002118382544722408,-0.00019880756735801697,-0.0002398226351942867,-0.00043698400259017944
