setting,method,budget,checkpoint,available_episodes,retained,coverage,retained_failures,selective_risk,detected_failures,false_alarms
reference_64,token_front_collapse__mean,0.03,q3,15600,15591,0.999423076923077,564,0.03617471618241293,0,9
reference_64,token_front_collapse__mean,0.03,q7,15600,15590,0.9993589743589744,564,0.036177036561898655,0,10
reference_64,token_front_collapse__mean,0.03,q11,15600,15578,0.9985897435897436,564,0.03620490435229169,0,22
reference_64,token_front_collapse__mean,0.03,q15,15600,15578,0.9985897435897436,564,0.03620490435229169,0,22
reference_64,token_front_collapse__mean,0.03,q19,15600,15578,0.9985897435897436,564,0.03620490435229169,0,22
reference_64,token_front_collapse__mean,0.03,full_rollout,15600,15578,0.9985897435897436,564,0.03620490435229169,0,22
reference_64,freeze__current,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,freeze__current,0.03,q3,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,freeze__current,0.03,q7,15600,15597,0.9998076923076923,562,0.03603257036609604,2,1
reference_64,freeze__current,0.03,q11,15600,15582,0.9988461538461538,547,0.035104607880888206,17,1
reference_64,freeze__current,0.03,q15,15600,15531,0.995576923076923,513,0.033030712768012366,51,18
reference_64,freeze__current,0.03,q19,15600,15460,0.9910256410256411,457,0.029560155239327295,107,33
reference_64,freeze__current,0.03,full_rollout,15600,15170,0.9724358974358974,209,0.013777191825972314,355,75
reference_64,freeze__mean,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,freeze__mean,0.03,q3,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,freeze__mean,0.03,q7,15600,15592,0.9994871794871795,557,0.035723447922011285,7,1
reference_64,freeze__mean,0.03,q11,15600,15476,0.992051282051282,513,0.03314810028431119,51,73
reference_64,freeze__mean,0.03,q15,15600,15427,0.9889102564102564,509,0.03299410125105335,55,118
reference_64,freeze__mean,0.03,q19,15600,15376,0.9856410256410256,469,0.030502081165452652,95,129
reference_64,freeze__mean,0.03,full_rollout,15600,15222,0.9757692307692307,334,0.02194192615950598,230,148
reference_64,deviation_global__current,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,deviation_global__current,0.03,q3,15600,15596,0.9997435897435898,564,0.036163118748397026,0,4
reference_64,deviation_global__current,0.03,q7,15600,15319,0.9819871794871795,552,0.036033683660813366,12,269
reference_64,deviation_global__current,0.03,q11,15600,15188,0.9735897435897436,533,0.0350934948643666,31,381
reference_64,deviation_global__current,0.03,q15,15600,15140,0.9705128205128205,518,0.034214002642007926,46,414
reference_64,deviation_global__current,0.03,q19,15600,15125,0.969551282051282,513,0.033917355371900826,51,424
reference_64,deviation_global__current,0.03,full_rollout,15600,15107,0.9683974358974359,503,0.033295823128351096,61,432
reference_64,deviation_global__mean,0.03,q0,15600,15464,0.9912820512820513,561,0.036277806518365235,3,133
reference_64,deviation_global__mean,0.03,q3,15600,15464,0.9912820512820513,561,0.036277806518365235,3,133
reference_64,deviation_global__mean,0.03,q7,15600,15449,0.9903205128205128,561,0.03631302996957732,3,148
reference_64,deviation_global__mean,0.03,q11,15600,15446,0.9901282051282051,560,0.03625534118865726,4,150
reference_64,deviation_global__mean,0.03,q15,15600,15443,0.9899358974358974,557,0.03606812147898724,7,150
reference_64,deviation_global__mean,0.03,q19,15600,15443,0.9899358974358974,557,0.03606812147898724,7,150
reference_64,deviation_global__mean,0.03,full_rollout,15600,15443,0.9899358974358974,557,0.03606812147898724,7,150
reference_64,deviation_step__current,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,deviation_step__current,0.03,q3,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,deviation_step__current,0.03,q7,15600,15426,0.9888461538461538,558,0.03617269544924154,6,168
reference_64,deviation_step__current,0.03,q11,15600,15291,0.9801923076923077,549,0.03590347263095939,15,294
reference_64,deviation_step__current,0.03,q15,15600,15276,0.9792307692307692,544,0.0356114166012045,20,304
reference_64,deviation_step__current,0.03,q19,15600,15276,0.9792307692307692,544,0.0356114166012045,20,304
reference_64,deviation_step__current,0.03,full_rollout,15600,15276,0.9792307692307692,544,0.0356114166012045,20,304
reference_64,deviation_step__mean,0.03,q0,15600,15575,0.9983974358974359,564,0.03621187800963082,0,25
reference_64,deviation_step__mean,0.03,q3,15600,15438,0.9896153846153846,556,0.03601502785334888,8,154
reference_64,deviation_step__mean,0.03,q7,15600,15280,0.9794871794871794,551,0.03606020942408377,13,307
reference_64,deviation_step__mean,0.03,q11,15600,15230,0.9762820512820513,548,0.03598161523309258,16,354
reference_64,deviation_step__mean,0.03,q15,15600,15228,0.9761538461538461,548,0.03598634095087996,16,356
reference_64,deviation_step__mean,0.03,q19,15600,15228,0.9761538461538461,548,0.03598634095087996,16,356
reference_64,deviation_step__mean,0.03,full_rollout,15600,15228,0.9761538461538461,548,0.03598634095087996,16,356
reference_64,clock,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,clock,0.03,q3,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,clock,0.03,q7,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,clock,0.03,q11,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,clock,0.03,q15,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,clock,0.03,q19,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,clock,0.03,full_rollout,15600,15031,0.963525641025641,290,0.019293460182289935,274,295
reference_64,random,0.03,q0,15600,15552,0.9969230769230769,561,0.03607253086419753,3,45
reference_64,random,0.03,q3,15600,15416,0.9882051282051282,556,0.036066424494032176,8,176
reference_64,random,0.03,q7,15600,15248,0.9774358974358974,554,0.03633263378803778,10,342
reference_64,random,0.03,q11,15600,15097,0.9677564102564102,539,0.03570245744187587,25,478
reference_64,random,0.03,q15,15600,15026,0.9632051282051282,534,0.0355384001064821,30,544
reference_64,random,0.03,q19,15600,14973,0.9598076923076924,527,0.035196687370600416,37,590
reference_64,random,0.03,full_rollout,15600,14901,0.9551923076923077,503,0.03375612375008389,61,638
reference_64,v7_unlabeled_budget,0.03,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,v7_unlabeled_budget,0.03,q3,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,v7_unlabeled_budget,0.03,q7,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,v7_unlabeled_budget,0.03,q11,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,v7_unlabeled_budget,0.03,q15,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,v7_unlabeled_budget,0.03,q19,15600,15596,0.9997435897435898,560,0.03590664272890485,4,0
reference_64,v7_unlabeled_budget,0.03,full_rollout,15600,15554,0.997051282051282,523,0.03362479105053363,41,5
reference_64,entropy_high__current,0.05,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,entropy_high__current,0.05,q3,15600,15545,0.996474358974359,564,0.03628176262463815,0,55
reference_64,entropy_high__current,0.05,q7,15600,15386,0.9862820512820513,562,0.03652671259586637,2,212
reference_64,entropy_high__current,0.05,q11,15600,14983,0.960448717948718,562,0.03750917706734299,2,615
reference_64,entropy_high__current,0.05,q15,15600,14980,0.9602564102564103,562,0.037516688918558076,2,618
reference_64,entropy_high__current,0.05,q19,15600,14979,0.9601923076923077,562,0.03751919353761933,2,619
reference_64,entropy_high__current,0.05,full_rollout,15600,14979,0.9601923076923077,562,0.03751919353761933,2,619
reference_64,entropy_high__mean,0.05,q0,15600,15581,0.9987820512820513,564,0.03619793338039921,0,19
reference_64,entropy_high__mean,0.05,q3,15600,15382,0.986025641025641,564,0.03666623325965414,0,218
reference_64,entropy_high__mean,0.05,q7,15600,15382,0.986025641025641,564,0.03666623325965414,0,218
reference_64,entropy_high__mean,0.05,q11,15600,15350,0.9839743589743589,564,0.036742671009771986,0,250
reference_64,entropy_high__mean,0.05,q15,15600,15350,0.9839743589743589,564,0.036742671009771986,0,250
reference_64,entropy_high__mean,0.05,q19,15600,15350,0.9839743589743589,564,0.036742671009771986,0,250
reference_64,entropy_high__mean,0.05,full_rollout,15600,15350,0.9839743589743589,564,0.036742671009771986,0,250
reference_64,entropy_low__current,0.05,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,entropy_low__current,0.05,q3,15600,15587,0.9991666666666666,563,0.036119843459293,1,12
reference_64,entropy_low__current,0.05,q7,15600,15258,0.9780769230769231,549,0.035981124655918205,15,327
reference_64,entropy_low__current,0.05,q11,15600,15124,0.9694871794871794,530,0.035043639248875956,34,442
reference_64,entropy_low__current,0.05,q15,15600,15095,0.9676282051282051,518,0.03431599867505797,46,459
reference_64,entropy_low__current,0.05,q19,15600,15082,0.9667948717948718,508,0.03368253547274897,56,462
reference_64,entropy_low__current,0.05,full_rollout,15600,15074,0.9662820512820512,501,0.03323603555791429,63,463
reference_64,entropy_low__mean,0.05,q0,15600,14973,0.9598076923076924,548,0.03659921191477994,16,611
reference_64,entropy_low__mean,0.05,q3,15600,14898,0.955,544,0.03651496845214123,20,682
reference_64,entropy_low__mean,0.05,q7,15600,14708,0.9428205128205128,531,0.03610280119662768,33,859
reference_64,entropy_low__mean,0.05,q11,15600,14674,0.9406410256410257,528,0.035982008995502246,36,890
reference_64,entropy_low__mean,0.05,q15,15600,14654,0.9393589743589743,512,0.03493926572949366,52,894
reference_64,entropy_low__mean,0.05,q19,15600,14639,0.9383974358974358,497,0.033950406448527905,67,894
reference_64,entropy_low__mean,0.05,full_rollout,15600,14633,0.9380128205128205,491,0.03355429508644844,73,894
reference_64,margin_low__current,0.05,q0,15600,15599,0.9999358974358974,564,0.03615616385665748,0,1
reference_64,margin_low__current,0.05,q3,15600,15569,0.9980128205128205,563,0.03616160318581797,1,30
reference_64,margin_low__current,0.05,q7,15600,15492,0.9930769230769231,561,0.03621223857474826,3,105
reference_64,margin_low__current,0.05,q11,15600,15334,0.982948717948718,556,0.03625929307421417,8,258
reference_64,margin_low__current,0.05,q15,15600,15328,0.9825641025641025,556,0.03627348643006263,8,264
reference_64,margin_low__current,0.05,q19,15600,15325,0.9823717948717948,555,0.036215334420880915,9,266
reference_64,margin_low__current,0.05,full_rollout,15600,15318,0.9819230769230769,552,0.036036036036036036,12,270
reference_64,margin_low__mean,0.05,q0,15600,15075,0.9663461538461539,547,0.03628524046434494,17,508
reference_64,margin_low__mean,0.05,q3,15600,14691,0.9417307692307693,539,0.03668912939895174,25,884
reference_64,margin_low__mean,0.05,q7,15600,14679,0.9409615384615385,539,0.03671912255603243,25,896
reference_64,margin_low__mean,0.05,q11,15600,14652,0.9392307692307692,539,0.03678678678678678,25,923
reference_64,margin_low__mean,0.05,q15,15600,14652,0.9392307692307692,539,0.03678678678678678,25,923
reference_64,margin_low__mean,0.05,q19,15600,14652,0.9392307692307692,539,0.03678678678678678,25,923
reference_64,margin_low__mean,0.05,full_rollout,15600,14652,0.9392307692307692,539,0.03678678678678678,25,923
reference_64,token_collapse__current,0.05,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,token_collapse__current,0.05,q3,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,token_collapse__current,0.05,q7,15600,15518,0.9947435897435898,560,0.03608712462946256,4,78
reference_64,token_collapse__current,0.05,q11,15600,14925,0.9567307692307693,535,0.03584589614740368,29,646
reference_64,token_collapse__current,0.05,q15,15600,14902,0.9552564102564103,534,0.03583411622600993,30,668
reference_64,token_collapse__current,0.05,q19,15600,14871,0.9532692307692308,505,0.03395871158630892,59,670
reference_64,token_collapse__current,0.05,full_rollout,15600,14867,0.9530128205128205,501,0.03369879599112127,63,670
reference_64,token_collapse__mean,0.05,q0,15600,15225,0.9759615384615384,512,0.03362889983579639,52,323
reference_64,token_collapse__mean,0.05,q3,15600,15225,0.9759615384615384,512,0.03362889983579639,52,323
reference_64,token_collapse__mean,0.05,q7,15600,15225,0.9759615384615384,512,0.03362889983579639,52,323
reference_64,token_collapse__mean,0.05,q11,15600,15187,0.973525641025641,512,0.033713044050832947,52,361
reference_64,token_collapse__mean,0.05,q15,15600,15187,0.973525641025641,512,0.033713044050832947,52,361
reference_64,token_collapse__mean,0.05,q19,15600,15187,0.973525641025641,512,0.033713044050832947,52,361
reference_64,token_collapse__mean,0.05,full_rollout,15600,15187,0.973525641025641,512,0.033713044050832947,52,361
reference_64,flow_path_high__current,0.05,q0,15600,15573,0.9982692307692308,564,0.03621652860720478,0,27
reference_64,flow_path_high__current,0.05,q3,15600,15529,0.9954487179487179,561,0.03612595788524696,3,68
reference_64,flow_path_high__current,0.05,q7,15600,14931,0.9571153846153846,528,0.03536266827406068,36,633
reference_64,flow_path_high__current,0.05,q11,15600,14436,0.9253846153846154,478,0.03311166528124134,86,1078
reference_64,flow_path_high__current,0.05,q15,15600,14283,0.9155769230769231,424,0.029685640271651614,140,1177
reference_64,flow_path_high__current,0.05,q19,15600,14243,0.9130128205128205,416,0.029207329916450187,148,1209
reference_64,flow_path_high__current,0.05,full_rollout,15600,14206,0.9106410256410257,394,0.027734759960580037,170,1224
reference_64,flow_path_high__mean,0.05,q0,15600,14479,0.9281410256410256,518,0.035775951377857586,46,1075
reference_64,flow_path_high__mean,0.05,q3,15600,14408,0.9235897435897436,511,0.03546640755136036,53,1139
reference_64,flow_path_high__mean,0.05,q7,15600,14272,0.9148717948717948,505,0.03538396860986547,59,1269
reference_64,flow_path_high__mean,0.05,q11,15600,14238,0.9126923076923077,494,0.034695884253406375,70,1292
reference_64,flow_path_high__mean,0.05,q15,15600,14205,0.9105769230769231,466,0.032805350228792676,98,1297
reference_64,flow_path_high__mean,0.05,q19,15600,14194,0.9098717948717949,455,0.032055798224601945,109,1297
reference_64,flow_path_high__mean,0.05,full_rollout,15600,14189,0.9095512820512821,450,0.03171470857706674,114,1297
reference_64,frontback_inversion__current,0.05,q0,15600,15599,0.9999358974358974,564,0.03615616385665748,0,1
reference_64,frontback_inversion__current,0.05,q3,15600,15589,0.9992948717948718,563,0.03611520944255565,1,10
reference_64,frontback_inversion__current,0.05,q7,15600,15037,0.9639102564102564,523,0.034780873844516856,41,522
reference_64,frontback_inversion__current,0.05,q11,15600,14837,0.9510897435897436,482,0.0324863516883467,82,681
reference_64,frontback_inversion__current,0.05,q15,15600,14659,0.9396794871794871,401,0.027355208404393205,163,778
reference_64,frontback_inversion__current,0.05,q19,15600,14575,0.9342948717948718,366,0.0251114922813036,198,827
reference_64,frontback_inversion__current,0.05,full_rollout,15600,14493,0.9290384615384616,309,0.021320637549161664,255,852
reference_64,frontback_inversion__mean,0.05,q0,15600,15073,0.9662179487179487,539,0.03575930471704372,25,502
reference_64,frontback_inversion__mean,0.05,q3,15600,15067,0.9658333333333333,538,0.03570717462003053,26,507
reference_64,frontback_inversion__mean,0.05,q7,15600,15027,0.9632692307692308,533,0.035469488254475275,31,542
reference_64,frontback_inversion__mean,0.05,q11,15600,15014,0.9624358974358974,530,0.0353003863061143,34,552
reference_64,frontback_inversion__mean,0.05,q15,15600,15008,0.9620512820512821,525,0.034981343283582086,39,553
reference_64,frontback_inversion__mean,0.05,q19,15600,14987,0.9607051282051282,504,0.03362914525922466,60,553
reference_64,frontback_inversion__mean,0.05,full_rollout,15600,14972,0.9597435897435898,489,0.03266096713865883,75,553
reference_64,entropy_front_low__current,0.05,q0,15600,15501,0.9936538461538461,564,0.03638474937100832,0,99
reference_64,entropy_front_low__current,0.05,q3,15600,15500,0.9935897435897436,564,0.03638709677419355,0,100
reference_64,entropy_front_low__current,0.05,q7,15600,15401,0.9872435897435897,559,0.03629634439322122,5,194
reference_64,entropy_front_low__current,0.05,q11,15600,14922,0.9565384615384616,523,0.03504892105615869,41,637
reference_64,entropy_front_low__current,0.05,q15,15600,14845,0.951602564102564,494,0.033277197709666556,70,685
reference_64,entropy_front_low__current,0.05,q19,15600,14829,0.9505769230769231,480,0.03236900667610763,84,687
reference_64,entropy_front_low__current,0.05,full_rollout,15600,14827,0.950448717948718,478,0.032238483847035815,86,687
reference_64,entropy_front_low__mean,0.05,q0,15600,14689,0.9416025641025642,551,0.03751106269997958,13,898
reference_64,entropy_front_low__mean,0.05,q3,15600,14689,0.9416025641025642,551,0.03751106269997958,13,898
reference_64,entropy_front_low__mean,0.05,q7,15600,14689,0.9416025641025642,551,0.03751106269997958,13,898
reference_64,entropy_front_low__mean,0.05,q11,15600,14689,0.9416025641025642,551,0.03751106269997958,13,898
reference_64,entropy_front_low__mean,0.05,q15,15600,14689,0.9416025641025642,551,0.03751106269997958,13,898
reference_64,entropy_front_low__mean,0.05,q19,15600,14689,0.9416025641025642,551,0.03751106269997958,13,898
reference_64,entropy_front_low__mean,0.05,full_rollout,15600,14689,0.9416025641025642,551,0.03751106269997958,13,898
reference_64,entropy_first_flow_low__current,0.05,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,entropy_first_flow_low__current,0.05,q3,15600,15544,0.9964102564102564,561,0.036091096242923316,3,53
reference_64,entropy_first_flow_low__current,0.05,q7,15600,14895,0.9548076923076924,534,0.03585095669687815,30,675
reference_64,entropy_first_flow_low__current,0.05,q11,15600,14697,0.9421153846153846,501,0.03408858950806287,63,840
reference_64,entropy_first_flow_low__current,0.05,q15,15600,14615,0.9368589743589744,443,0.030311323982210057,121,864
reference_64,entropy_first_flow_low__current,0.05,q19,15600,14610,0.9365384615384615,438,0.02997946611909651,126,864
reference_64,entropy_first_flow_low__current,0.05,full_rollout,15600,14605,0.9362179487179487,434,0.0297158507360493,130,865
reference_64,entropy_first_flow_low__mean,0.05,q0,15600,15333,0.9828846153846154,550,0.035870345007500165,14,253
reference_64,entropy_first_flow_low__mean,0.05,q3,15600,15264,0.9784615384615385,543,0.03557389937106918,21,315
reference_64,entropy_first_flow_low__mean,0.05,q7,15600,15012,0.9623076923076923,537,0.035771382893685054,27,561
reference_64,entropy_first_flow_low__mean,0.05,q11,15600,14944,0.9579487179487179,528,0.035331905781584586,36,620
reference_64,entropy_first_flow_low__mean,0.05,q15,15600,14906,0.9555128205128205,496,0.03327519119817523,68,626
reference_64,entropy_first_flow_low__mean,0.05,q19,15600,14884,0.9541025641025641,474,0.031846277882289706,90,626
reference_64,entropy_first_flow_low__mean,0.05,full_rollout,15600,14879,0.9537820512820513,469,0.031520935546743734,95,626
reference_64,token_front_collapse__current,0.05,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,token_front_collapse__current,0.05,q3,15600,15309,0.9813461538461539,564,0.03684107387811091,0,291
reference_64,token_front_collapse__current,0.05,q7,15600,14731,0.9442948717948718,558,0.03787930215192451,6,863
reference_64,token_front_collapse__current,0.05,q11,15600,14414,0.923974358974359,558,0.038712362980435684,6,1180
reference_64,token_front_collapse__current,0.05,q15,15600,14362,0.9206410256410257,558,0.03885252750313327,6,1232
reference_64,token_front_collapse__current,0.05,q19,15600,14362,0.9206410256410257,558,0.03885252750313327,6,1232
reference_64,token_front_collapse__current,0.05,full_rollout,15600,14362,0.9206410256410257,558,0.03885252750313327,6,1232
reference_64,token_front_collapse__mean,0.05,q0,15600,15585,0.9990384615384615,563,0.03612447866538338,1,14
reference_64,token_front_collapse__mean,0.05,q3,15600,14187,0.9094230769230769,543,0.038274476633537745,21,1392
reference_64,token_front_collapse__mean,0.05,q7,15600,13799,0.8845512820512821,511,0.03703166896151895,53,1748
reference_64,token_front_collapse__mean,0.05,q11,15600,13799,0.8845512820512821,511,0.03703166896151895,53,1748
reference_64,token_front_collapse__mean,0.05,q15,15600,13799,0.8845512820512821,511,0.03703166896151895,53,1748
reference_64,token_front_collapse__mean,0.05,q19,15600,13799,0.8845512820512821,511,0.03703166896151895,53,1748
reference_64,token_front_collapse__mean,0.05,full_rollout,15600,13799,0.8845512820512821,511,0.03703166896151895,53,1748
reference_64,freeze__current,0.05,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,freeze__current,0.05,q3,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,freeze__current,0.05,q7,15600,15592,0.9994871794871795,557,0.035723447922011285,7,1
reference_64,freeze__current,0.05,q11,15600,15404,0.9874358974358974,520,0.033757465593352375,44,152
reference_64,freeze__current,0.05,q15,15600,15131,0.9699358974358975,474,0.03132641596721961,90,379
reference_64,freeze__current,0.05,q19,15600,15012,0.9623076923076923,397,0.026445510258459898,167,421
reference_64,freeze__current,0.05,full_rollout,15600,14705,0.9426282051282051,151,0.010268616116967017,413,482
reference_64,freeze__mean,0.05,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,freeze__mean,0.05,q3,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,freeze__mean,0.05,q7,15600,15582,0.9988461538461538,556,0.03568219740726479,8,10
reference_64,freeze__mean,0.05,q11,15600,15211,0.9750641025641026,471,0.030964433633554663,93,296
reference_64,freeze__mean,0.05,q15,15600,14989,0.9608333333333333,448,0.02988858496230569,116,495
reference_64,freeze__mean,0.05,q19,15600,14936,0.9574358974358974,407,0.027249598286020353,157,507
reference_64,freeze__mean,0.05,full_rollout,15600,14759,0.9460897435897436,263,0.01781963547665831,301,540
reference_64,deviation_global__current,0.05,q0,15600,15599,0.9999358974358974,564,0.03615616385665748,0,1
reference_64,deviation_global__current,0.05,q3,15600,15589,0.9992948717948718,564,0.036179357239078835,0,11
reference_64,deviation_global__current,0.05,q7,15600,15137,0.9703205128205128,543,0.03587236572636586,21,442
reference_64,deviation_global__current,0.05,q11,15600,14900,0.9551282051282052,519,0.03483221476510067,45,655
reference_64,deviation_global__current,0.05,q15,15600,14834,0.9508974358974359,501,0.03377376297694486,63,703
reference_64,deviation_global__current,0.05,q19,15600,14815,0.9496794871794871,495,0.03341208234897064,69,716
reference_64,deviation_global__current,0.05,full_rollout,15600,14795,0.9483974358974359,484,0.03271375464684015,80,725
reference_64,deviation_global__mean,0.05,q0,15600,14904,0.9553846153846154,538,0.036097691894793345,26,670
reference_64,deviation_global__mean,0.05,q3,15600,14812,0.9494871794871795,532,0.035916824196597356,32,756
reference_64,deviation_global__mean,0.05,q7,15600,14624,0.9374358974358974,522,0.03569474835886215,42,934
reference_64,deviation_global__mean,0.05,q11,15600,14571,0.9340384615384615,518,0.03555006519799602,46,983
reference_64,deviation_global__mean,0.05,q15,15600,14564,0.9335897435897436,513,0.03522383960450426,51,985
reference_64,deviation_global__mean,0.05,q19,15600,14553,0.9328846153846154,502,0.03449460592317735,62,985
reference_64,deviation_global__mean,0.05,full_rollout,15600,14550,0.9326923076923077,499,0.03429553264604811,65,985
reference_64,deviation_step__current,0.05,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,deviation_step__current,0.05,q3,15600,15595,0.9996794871794872,564,0.03616543764026932,0,5
reference_64,deviation_step__current,0.05,q7,15600,15287,0.9799358974358975,556,0.036370772551841436,8,305
reference_64,deviation_step__current,0.05,q11,15600,15018,0.9626923076923077,534,0.035557331202556934,30,552
reference_64,deviation_step__current,0.05,q15,15600,14985,0.9605769230769231,524,0.0349683016349683,40,575
reference_64,deviation_step__current,0.05,q19,15600,14985,0.9605769230769231,524,0.0349683016349683,40,575
reference_64,deviation_step__current,0.05,full_rollout,15600,14985,0.9605769230769231,524,0.0349683016349683,40,575
reference_64,deviation_step__mean,0.05,q0,15600,15458,0.990897435897436,560,0.0362271962737741,4,138
reference_64,deviation_step__mean,0.05,q3,15600,15183,0.9732692307692308,548,0.036092998748600405,16,401
reference_64,deviation_step__mean,0.05,q7,15600,14839,0.9512179487179487,535,0.03605364242873509,29,732
reference_64,deviation_step__mean,0.05,q11,15600,14732,0.9443589743589743,518,0.03516155308172685,46,822
reference_64,deviation_step__mean,0.05,q15,15600,14722,0.9437179487179487,510,0.03464203233256351,54,824
reference_64,deviation_step__mean,0.05,q19,15600,14722,0.9437179487179487,510,0.03464203233256351,54,824
reference_64,deviation_step__mean,0.05,full_rollout,15600,14722,0.9437179487179487,510,0.03464203233256351,54,824
reference_64,clock,0.05,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,clock,0.05,q3,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,clock,0.05,q7,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,clock,0.05,q11,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,clock,0.05,q15,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,clock,0.05,q19,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,clock,0.05,full_rollout,15600,14831,0.9507051282051282,184,0.012406445957791112,380,389
reference_64,random,0.05,q0,15600,15520,0.9948717948717949,561,0.03614690721649485,3,77
reference_64,random,0.05,q3,15600,15276,0.9792307692307692,552,0.03613511390416339,12,312
reference_64,random,0.05,q7,15600,15001,0.9616025641025641,548,0.03653089794013732,16,583
reference_64,random,0.05,q11,15600,14761,0.9462179487179487,531,0.03597317254928528,33,806
reference_64,random,0.05,q15,15600,14646,0.9388461538461539,521,0.03557285265601529,43,911
reference_64,random,0.05,q19,15600,14568,0.9338461538461539,512,0.03514552443712246,52,980
reference_64,random,0.05,full_rollout,15600,14456,0.9266666666666666,475,0.032858328721638075,89,1055
reference_64,v7_unlabeled_budget,0.05,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,v7_unlabeled_budget,0.05,q3,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,v7_unlabeled_budget,0.05,q7,15600,15592,0.9994871794871795,557,0.035723447922011285,7,1
reference_64,v7_unlabeled_budget,0.05,q11,15600,15486,0.9926923076923077,529,0.034159886348960354,35,79
reference_64,v7_unlabeled_budget,0.05,q15,15600,15251,0.9776282051282051,462,0.030293095534719035,102,247
reference_64,v7_unlabeled_budget,0.05,q19,15600,14877,0.9536538461538462,306,0.0205686630369026,258,465
reference_64,v7_unlabeled_budget,0.05,full_rollout,15600,14332,0.9187179487179488,36,0.0025118615685180016,528,740
reference_64,entropy_high__current,0.1,q0,15600,15600,1.0,564,0.036153846153846154,0,0
reference_64,entropy_high__current,0.1,q3,15600,15522,0.995,564,0.0363355237727097,0,78
reference_64,entropy_high__current,0.1,q7,15600,15307,0.9812179487179488,560,0.03658456915136866,4,289
reference_64,entropy_high__current,0.1,q11,15600,14746,0.9452564102564103,560,0.037976400379764005,4,850
reference_64,entropy_high__current,0.1,q15,15600,14741,0.9449358974358975,560,0.037989281595549824,4,855
reference_64,entropy_high__current,0.1,q19,15600,14739,0.9448076923076923,560,0.03799443652893683,4,857
reference_64,entropy_high__current,0.1,full_rollout,15600,14739,0.9448076923076923,560,0.03799443652893683,4,857
reference_64,entropy_high__mean,0.1,q0,15600,15378,0.9857692307692307,554,0.03602549096111328,10,212
reference_64,entropy_high__mean,0.1,q3,15600,14809,0.9492948717948718,547,0.03693699777162536,17,774
reference_64,entropy_high__mean,0.1,q7,15600,14730,0.9442307692307692,547,0.03713509843856076,17,853
reference_64,entropy_high__mean,0.1,q11,15600,14616,0.936923076923077,547,0.03742474001094691,17,967
reference_64,entropy_high__mean,0.1,q15,15600,14616,0.936923076923077,547,0.03742474001094691,17,967
reference_64,entropy_high__mean,0.1,q19,15600,14616,0.936923076923077,547,0.03742474001094691,17,967
reference_64,entropy_high__mean,0.1,full_rollout,15600,14616,0.936923076923077,547,0.03742474001094691,17,967
reference_64,entropy_low__current,0.1,q0,15600,15585,0.9990384615384615,564,0.03618864292589028,0,15
reference_64,entropy_low__current,0.1,q3,15600,15541,0.9962179487179487,560,0.036033717264011327,4,55
reference_64,entropy_low__current,0.1,q7,15600,14927,0.9568589743589744,537,0.03597507871641991,27,646
reference_64,entropy_low__current,0.1,q11,15600,14691,0.9417307692307693,501,0.034102511741882786,63,846
reference_64,entropy_low__current,0.1,q15,15600,14641,0.9385256410256411,479,0.032716344511986885,85,874
reference_64,entropy_low__current,0.1,q19,15600,14623,0.9373717948717949,465,0.031799220406209396,99,878
