setting,method,reason,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,alarm_rate,t_det,median_lead_detected,tp_lead0,recall_lead0,tp_lead2,recall_lead2,tp_lead4,recall_lead4,tp_lead8,recall_lead8
cohort_transfer,entropy_first_flow_low__mean,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__current,approached_target_without_observed_contact,14,14,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__current,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__current,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__current,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__current,object_moved_but_goal_unmet,89,89,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__current,object_released_or_dropped_before_goal,241,241,0,2,0,0.008298755186721992,,1.0,,0.008298755186721992,0.9929889826870798,24.5,2,0.008298755186721992,2,0.008298755186721992,2,0.008298755186721992,2,0.008298755186721992
cohort_transfer,token_front_collapse__current,object_released_outside_goal,25,25,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__current,stable_grasp_not_observed,143,143,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__current,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__mean,approached_target_without_observed_contact,14,14,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__mean,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__mean,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__mean,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__mean,object_moved_but_goal_unmet,89,89,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__mean,object_released_or_dropped_before_goal,241,241,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__mean,object_released_outside_goal,25,25,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__mean,stable_grasp_not_observed,143,143,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__mean,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,freeze__current,approached_target_without_observed_contact,14,14,0,5,0,0.35714285714285715,,1.0,,0.35714285714285715,0.8827531012404962,4.0,5,0.35714285714285715,5,0.35714285714285715,3,0.21428571428571427,2,0.14285714285714285
cohort_transfer,freeze__current,goal_predicate_regressed,26,26,0,20,0,0.7692307692307693,,1.0,,0.7692307692307693,0.7737556561085973,18.0,20,0.7692307692307693,19,0.7307692307692307,17,0.6538461538461539,15,0.5769230769230769
cohort_transfer,freeze__current,mechanism_threshold_not_reached,1,1,0,1,0,1.0,,1.0,,1.0,0.5686274509803921,22.0,1,1.0,1,1.0,1,1.0,1,1.0
cohort_transfer,freeze__current,no_meaningful_target_progress,2,2,0,2,0,1.0,,1.0,,1.0,0.19607843137254902,41.0,2,1.0,2,1.0,2,1.0,2,1.0
cohort_transfer,freeze__current,object_moved_but_goal_unmet,89,89,0,55,0,0.6179775280898876,,1.0,,0.6179775280898876,0.7565415248711738,19.0,55,0.6179775280898876,48,0.5393258426966292,41,0.4606741573033708,39,0.43820224719101125
cohort_transfer,freeze__current,object_released_or_dropped_before_goal,241,241,0,156,0,0.6473029045643154,,1.0,,0.6473029045643154,0.8473961371960749,5.0,156,0.6473029045643154,131,0.5435684647302904,111,0.4605809128630705,54,0.22406639004149378
cohort_transfer,freeze__current,object_released_outside_goal,25,25,0,11,0,0.44,,1.0,,0.44,0.9211861296242635,5.0,11,0.44,9,0.36,7,0.28,5,0.2
cohort_transfer,freeze__current,stable_grasp_not_observed,143,143,0,103,0,0.7202797202797203,,1.0,,0.7202797202797203,0.7627470568647038,19.0,103,0.7202797202797203,94,0.6573426573426573,83,0.5804195804195804,80,0.5594405594405595
cohort_transfer,freeze__current,timeout_while_holding_target,23,23,0,17,0,0.7391304347826086,,1.0,,0.7391304347826086,0.6313346594676518,17.0,17,0.7391304347826086,17,0.7391304347826086,17,0.7391304347826086,17,0.7391304347826086
cohort_transfer,freeze__mean,approached_target_without_observed_contact,14,14,0,5,0,0.35714285714285715,,1.0,,0.35714285714285715,0.7899159663865547,41.0,5,0.35714285714285715,5,0.35714285714285715,5,0.35714285714285715,4,0.2857142857142857
cohort_transfer,freeze__mean,goal_predicate_regressed,26,26,0,10,0,0.38461538461538464,,1.0,,0.38461538461538464,0.8831070889894419,12.0,10,0.38461538461538464,9,0.34615384615384615,8,0.3076923076923077,8,0.3076923076923077
cohort_transfer,freeze__mean,mechanism_threshold_not_reached,1,1,0,1,0,1.0,,1.0,,1.0,0.6666666666666666,17.0,1,1.0,1,1.0,1,1.0,1,1.0
cohort_transfer,freeze__mean,no_meaningful_target_progress,2,2,0,2,0,1.0,,1.0,,1.0,0.17647058823529413,42.0,2,1.0,2,1.0,2,1.0,2,1.0
cohort_transfer,freeze__mean,object_moved_but_goal_unmet,89,89,0,36,0,0.4044943820224719,,1.0,,0.4044943820224719,0.7594270563707856,40.0,36,0.4044943820224719,35,0.39325842696629215,34,0.38202247191011235,32,0.3595505617977528
cohort_transfer,freeze__mean,object_released_or_dropped_before_goal,241,241,0,90,0,0.37344398340248963,,1.0,,0.37344398340248963,0.9082644520264983,5.0,90,0.37344398340248963,69,0.2863070539419087,48,0.1991701244813278,39,0.16182572614107885
cohort_transfer,freeze__mean,object_released_outside_goal,25,25,0,4,0,0.16,,1.0,,0.16,0.9859943977591036,2.0,4,0.16,3,0.12,1,0.04,1,0.04
cohort_transfer,freeze__mean,stable_grasp_not_observed,143,143,0,93,0,0.6503496503496503,,1.0,,0.6503496503496503,0.7309161426808486,15.0,93,0.6503496503496503,85,0.5944055944055944,83,0.5804195804195804,79,0.5524475524475524
cohort_transfer,freeze__mean,timeout_while_holding_target,23,23,0,15,0,0.6521739130434783,,1.0,,0.6521739130434783,0.6700767263427109,12.0,15,0.6521739130434783,15,0.6521739130434783,15,0.6521739130434783,13,0.5652173913043478
cohort_transfer,deviation_global__current,approached_target_without_observed_contact,14,14,0,3,0,0.21428571428571427,,1.0,,0.21428571428571427,0.857142857142857,16.0,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427
cohort_transfer,deviation_global__current,goal_predicate_regressed,26,26,0,1,0,0.038461538461538464,,1.0,,0.038461538461538464,0.9811463046757164,25.0,1,0.038461538461538464,1,0.038461538461538464,1,0.038461538461538464,1,0.038461538461538464
cohort_transfer,deviation_global__current,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_global__current,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_global__current,object_moved_but_goal_unmet,89,89,0,7,0,0.07865168539325842,,1.0,,0.07865168539325842,0.962915813361377,9.0,7,0.07865168539325842,7,0.07865168539325842,7,0.07865168539325842,7,0.07865168539325842
cohort_transfer,deviation_global__current,object_released_or_dropped_before_goal,241,241,0,39,0,0.16182572614107885,,1.0,,0.16182572614107885,0.9189611330454505,11.0,39,0.16182572614107885,38,0.15767634854771784,36,0.14937759336099585,34,0.14107883817427386
cohort_transfer,deviation_global__current,object_released_outside_goal,25,25,0,7,0,0.28,,1.0,,0.28,0.856376573617953,11.0,7,0.28,7,0.28,7,0.28,6,0.24
cohort_transfer,deviation_global__current,stable_grasp_not_observed,143,143,0,6,0,0.04195804195804196,,1.0,,0.04195804195804196,0.9802638200204122,11.5,6,0.04195804195804196,6,0.04195804195804196,6,0.04195804195804196,5,0.03496503496503497
cohort_transfer,deviation_global__current,timeout_while_holding_target,23,23,0,1,0,0.043478260869565216,,1.0,,0.043478260869565216,0.9910044977511244,6.0,1,0.043478260869565216,1,0.043478260869565216,1,0.043478260869565216,0,0.0
cohort_transfer,deviation_global__mean,approached_target_without_observed_contact,14,14,0,1,0,0.07142857142857142,,1.0,,0.07142857142857142,0.9965986394557823,1.0,1,0.07142857142857142,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_global__mean,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_global__mean,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_global__mean,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_global__mean,object_moved_but_goal_unmet,89,89,0,5,0,0.056179775280898875,,1.0,,0.056179775280898875,0.958266452648475,21.0,5,0.056179775280898875,4,0.0449438202247191,4,0.0449438202247191,4,0.0449438202247191
cohort_transfer,deviation_global__mean,object_released_or_dropped_before_goal,241,241,0,18,0,0.07468879668049792,,1.0,,0.07468879668049792,0.9506026476980833,14.0,18,0.07468879668049792,17,0.07053941908713693,15,0.06224066390041494,14,0.058091286307053944
cohort_transfer,deviation_global__mean,object_released_outside_goal,25,25,0,3,0,0.12,,1.0,,0.12,0.9676190476190476,4.0,3,0.12,2,0.08,2,0.08,1,0.04
cohort_transfer,deviation_global__mean,stable_grasp_not_observed,143,143,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_global__mean,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_step__current,approached_target_without_observed_contact,14,14,0,2,0,0.14285714285714285,,1.0,,0.14285714285714285,0.9379751900760304,15.0,2,0.14285714285714285,2,0.14285714285714285,2,0.14285714285714285,2,0.14285714285714285
cohort_transfer,deviation_step__current,goal_predicate_regressed,26,26,0,3,0,0.11538461538461539,,1.0,,0.11538461538461539,0.9524886877828055,21.0,3,0.11538461538461539,3,0.11538461538461539,3,0.11538461538461539,3,0.11538461538461539
cohort_transfer,deviation_step__current,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_step__current,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_step__current,object_moved_but_goal_unmet,89,89,0,18,0,0.20224719101123595,,1.0,,0.20224719101123595,0.93266651014446,9.0,18,0.20224719101123595,17,0.19101123595505617,16,0.1797752808988764,11,0.12359550561797752
cohort_transfer,deviation_step__current,object_released_or_dropped_before_goal,241,241,0,71,0,0.2946058091286307,,1.0,,0.2946058091286307,0.8989879476694892,8.0,71,0.2946058091286307,56,0.23236514522821577,51,0.21161825726141079,37,0.15352697095435686
cohort_transfer,deviation_step__current,object_released_outside_goal,25,25,0,11,0,0.44,,1.0,,0.44,0.8376573617952928,9.0,11,0.44,11,0.44,11,0.44,9,0.36
cohort_transfer,deviation_step__current,stable_grasp_not_observed,143,143,0,15,0,0.1048951048951049,,1.0,,0.1048951048951049,0.9617461645859212,10.0,15,0.1048951048951049,15,0.1048951048951049,15,0.1048951048951049,9,0.06293706293706294
cohort_transfer,deviation_step__current,timeout_while_holding_target,23,23,0,4,0,0.17391304347826086,,1.0,,0.17391304347826086,0.9448609028818925,14.0,4,0.17391304347826086,4,0.17391304347826086,4,0.17391304347826086,3,0.13043478260869565
cohort_transfer,deviation_step__mean,approached_target_without_observed_contact,14,14,0,1,0,0.07142857142857142,,1.0,,0.07142857142857142,0.9795918367346939,6.0,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142,0,0.0
cohort_transfer,deviation_step__mean,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_step__mean,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_step__mean,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_step__mean,object_moved_but_goal_unmet,89,89,0,6,0,0.06741573033707865,,1.0,,0.06741573033707865,0.9780631353665062,4.0,6,0.06741573033707865,6,0.06741573033707865,4,0.0449438202247191,1,0.011235955056179775
cohort_transfer,deviation_step__mean,object_released_or_dropped_before_goal,241,241,0,52,0,0.2157676348547718,,1.0,,0.2157676348547718,0.9189883422248568,5.0,52,0.2157676348547718,39,0.16182572614107885,32,0.13278008298755187,18,0.07468879668049792
cohort_transfer,deviation_step__mean,object_released_outside_goal,25,25,0,4,0,0.16,,1.0,,0.16,0.9371428571428573,8.5,4,0.16,4,0.16,3,0.12,2,0.08
cohort_transfer,deviation_step__mean,stable_grasp_not_observed,143,143,0,3,0,0.02097902097902098,,1.0,,0.02097902097902098,0.9963369963369964,4.0,3,0.02097902097902098,3,0.02097902097902098,2,0.013986013986013986,0,0.0
cohort_transfer,deviation_step__mean,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,clock,approached_target_without_observed_contact,14,14,0,11,0,0.7857142857142857,,1.0,,0.7857142857142857,0.799719887955182,13.0,11,0.7857142857142857,11,0.7857142857142857,11,0.7857142857142857,11,0.7857142857142857
cohort_transfer,clock,goal_predicate_regressed,26,26,0,26,0,1.0,,1.0,,1.0,0.7450980392156864,13.0,26,1.0,26,1.0,26,1.0,26,1.0
cohort_transfer,clock,mechanism_threshold_not_reached,1,1,0,1,0,1.0,,1.0,,1.0,0.7450980392156863,13.0,1,1.0,1,1.0,1,1.0,1,1.0
cohort_transfer,clock,no_meaningful_target_progress,2,2,0,2,0,1.0,,1.0,,1.0,0.7450980392156863,13.0,2,1.0,2,1.0,2,1.0,2,1.0
cohort_transfer,clock,object_moved_but_goal_unmet,89,89,0,49,0,0.550561797752809,,1.0,,0.550561797752809,0.8596607182198721,13.0,49,0.550561797752809,49,0.550561797752809,49,0.550561797752809,49,0.550561797752809
cohort_transfer,clock,object_released_or_dropped_before_goal,241,241,0,50,0,0.2074688796680498,,1.0,,0.2074688796680498,0.9471157757708895,13.0,50,0.2074688796680498,50,0.2074688796680498,50,0.2074688796680498,50,0.2074688796680498
cohort_transfer,clock,object_released_outside_goal,25,25,0,7,0,0.28,,1.0,,0.28,0.9286274509803921,13.0,7,0.28,7,0.28,7,0.28,7,0.28
cohort_transfer,clock,stable_grasp_not_observed,143,143,0,112,0,0.7832167832167832,,1.0,,0.7832167832167832,0.8003565062388593,13.0,112,0.7832167832167832,112,0.7832167832167832,112,0.7832167832167832,112,0.7832167832167832
cohort_transfer,clock,timeout_while_holding_target,23,23,0,16,0,0.6956521739130435,,1.0,,0.6956521739130435,0.8226768968456948,13.0,16,0.6956521739130435,16,0.6956521739130435,16,0.6956521739130435,16,0.6956521739130435
cohort_transfer,random,approached_target_without_observed_contact,14,14,0,3,0,0.21428571428571427,,1.0,,0.21428571428571427,0.8711484593837534,32.0,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427
cohort_transfer,random,goal_predicate_regressed,26,26,0,1,0,0.038461538461538464,,1.0,,0.038461538461538464,0.9615384615384616,51.0,1,0.038461538461538464,1,0.038461538461538464,1,0.038461538461538464,1,0.038461538461538464
cohort_transfer,random,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,random,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,random,object_moved_but_goal_unmet,89,89,0,6,0,0.06741573033707865,,1.0,,0.06741573033707865,0.9539056571442559,38.0,6,0.06741573033707865,6,0.06741573033707865,6,0.06741573033707865,6,0.06741573033707865
cohort_transfer,random,object_released_or_dropped_before_goal,241,241,0,18,0,0.07468879668049792,,1.0,,0.07468879668049792,0.9694241410972745,11.5,18,0.07468879668049792,15,0.06224066390041494,14,0.058091286307053944,10,0.04149377593360996
cohort_transfer,random,object_released_outside_goal,25,25,0,3,0,0.12,,1.0,,0.12,0.9466666666666668,27.0,3,0.12,3,0.12,3,0.12,3,0.12
cohort_transfer,random,stable_grasp_not_observed,143,143,0,13,0,0.09090909090909091,,1.0,,0.09090909090909091,0.9495406554230084,32.0,13,0.09090909090909091,12,0.08391608391608392,12,0.08391608391608392,11,0.07692307692307693
cohort_transfer,random,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,v7_unlabeled_budget,approached_target_without_observed_contact,14,14,0,12,0,0.8571428571428571,,1.0,,0.8571428571428571,0.7565026010404161,11.5,12,0.8571428571428571,12,0.8571428571428571,11,0.7857142857142857,11,0.7857142857142857
cohort_transfer,v7_unlabeled_budget,goal_predicate_regressed,26,26,0,20,0,0.7692307692307693,,1.0,,0.7692307692307693,0.7647058823529412,19.0,20,0.7692307692307693,18,0.6923076923076923,18,0.6923076923076923,16,0.6153846153846154
cohort_transfer,v7_unlabeled_budget,mechanism_threshold_not_reached,1,1,0,1,0,1.0,,1.0,,1.0,0.6078431372549019,20.0,1,1.0,1,1.0,1,1.0,1,1.0
cohort_transfer,v7_unlabeled_budget,no_meaningful_target_progress,2,2,0,2,0,1.0,,1.0,,1.0,0.23529411764705882,39.0,2,1.0,2,1.0,2,1.0,2,1.0
cohort_transfer,v7_unlabeled_budget,object_moved_but_goal_unmet,89,89,0,57,0,0.6404494382022472,,1.0,,0.6404494382022472,0.7695560207810361,15.0,57,0.6404494382022472,52,0.5842696629213483,49,0.550561797752809,39,0.43820224719101125
cohort_transfer,v7_unlabeled_budget,object_released_or_dropped_before_goal,241,241,0,172,0,0.7136929460580913,,1.0,,0.7136929460580913,0.8324453388293205,4.5,172,0.7136929460580913,144,0.5975103734439834,107,0.44398340248962653,65,0.2697095435684647
cohort_transfer,v7_unlabeled_budget,object_released_outside_goal,25,25,0,15,0,0.6,,1.0,,0.6,0.8794668212112431,6.0,15,0.6,9,0.36,8,0.32,7,0.28
cohort_transfer,v7_unlabeled_budget,stable_grasp_not_observed,143,143,0,124,0,0.8671328671328671,,1.0,,0.8671328671328671,0.7371452077334429,17.0,124,0.8671328671328671,108,0.7552447552447552,106,0.7412587412587412,104,0.7272727272727273
cohort_transfer,v7_unlabeled_budget,timeout_while_holding_target,23,23,0,16,0,0.6956521739130435,,1.0,,0.6956521739130435,0.7399829497016198,16.0,16,0.6956521739130435,15,0.6521739130434783,15,0.6521739130434783,12,0.5217391304347826
task_heldout,entropy_high__current,approached_target_without_observed_contact,14,14,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__current,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__current,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__current,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__current,object_moved_but_goal_unmet,89,89,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__current,object_released_or_dropped_before_goal,241,241,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__current,object_released_outside_goal,25,25,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__current,stable_grasp_not_observed,143,143,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__current,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__mean,approached_target_without_observed_contact,14,14,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__mean,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__mean,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__mean,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__mean,object_moved_but_goal_unmet,89,89,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__mean,object_released_or_dropped_before_goal,241,241,0,3,0,0.012448132780082987,,1.0,,0.012448132780082987,0.9882672771498069,27.0,3,0.012448132780082987,3,0.012448132780082987,3,0.012448132780082987,3,0.012448132780082987
task_heldout,entropy_high__mean,object_released_outside_goal,25,25,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__mean,stable_grasp_not_observed,143,143,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_high__mean,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_low__current,approached_target_without_observed_contact,14,14,0,3,0,0.21428571428571427,,1.0,,0.21428571428571427,0.8333333333333331,16.0,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427
task_heldout,entropy_low__current,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_low__current,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_low__current,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_low__current,object_moved_but_goal_unmet,89,89,0,8,0,0.0898876404494382,,1.0,,0.0898876404494382,0.949705724986624,14.0,8,0.0898876404494382,7,0.07865168539325842,7,0.07865168539325842,7,0.07865168539325842
task_heldout,entropy_low__current,object_released_or_dropped_before_goal,241,241,0,49,0,0.2033195020746888,,1.0,,0.2033195020746888,0.9054709020537677,10.0,49,0.2033195020746888,47,0.1950207468879668,46,0.1908713692946058,33,0.13692946058091288
task_heldout,entropy_low__current,object_released_outside_goal,25,25,0,5,0,0.2,,1.0,,0.2,0.8761904761904762,12.0,5,0.2,5,0.2,5,0.2,5,0.2
task_heldout,entropy_low__current,stable_grasp_not_observed,143,143,0,5,0,0.03496503496503497,,1.0,,0.03496503496503497,0.9786879786879787,13.0,5,0.03496503496503497,5,0.03496503496503497,5,0.03496503496503497,5,0.03496503496503497
task_heldout,entropy_low__current,timeout_while_holding_target,23,23,0,1,0,0.043478260869565216,,1.0,,0.043478260869565216,0.9910044977511244,6.0,1,0.043478260869565216,1,0.043478260869565216,1,0.043478260869565216,0,0.0
task_heldout,entropy_low__mean,approached_target_without_observed_contact,14,14,0,1,0,0.07142857142857142,,1.0,,0.07142857142857142,0.9421768707482993,17.0,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142
task_heldout,entropy_low__mean,goal_predicate_regressed,26,26,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_low__mean,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_low__mean,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,entropy_low__mean,object_moved_but_goal_unmet,89,89,0,6,0,0.06741573033707865,,1.0,,0.06741573033707865,0.9695024077046548,8.5,6,0.06741573033707865,5,0.056179775280898875,3,0.033707865168539325,3,0.033707865168539325
task_heldout,entropy_low__mean,object_released_or_dropped_before_goal,241,241,0,34,0,0.14107883817427386,,1.0,,0.14107883817427386,0.9282750444576171,9.5,34,0.14107883817427386,28,0.11618257261410789,25,0.1037344398340249,19,0.07883817427385892
task_heldout,entropy_low__mean,object_released_outside_goal,25,25,0,2,0,0.08,,1.0,,0.08,0.9771428571428571,6.0,2,0.08,1,0.04,1,0.04,1,0.04
task_heldout,entropy_low__mean,stable_grasp_not_observed,143,143,0,1,0,0.006993006993006993,,1.0,,0.006993006993006993,0.9943389943389944,17.0,1,0.006993006993006993,1,0.006993006993006993,1,0.006993006993006993,1,0.006993006993006993
task_heldout,entropy_low__mean,timeout_while_holding_target,23,23,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,margin_low__current,approached_target_without_observed_contact,14,14,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,margin_low__current,goal_predicate_regressed,26,26,0,2,0,0.07692307692307693,,1.0,,0.07692307692307693,0.9374057315233786,41.5,2,0.07692307692307693,2,0.07692307692307693,2,0.07692307692307693,2,0.07692307692307693
task_heldout,margin_low__current,mechanism_threshold_not_reached,1,1,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,margin_low__current,no_meaningful_target_progress,2,2,0,0,0,0.0,,,,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
task_heldout,margin_low__current,object_moved_but_goal_unmet,89,89,0,1,0,0.011235955056179775,,1.0,,0.011235955056179775,0.9905265476977307,43.0,1,0.011235955056179775,1,0.011235955056179775,1,0.011235955056179775,1,0.011235955056179775
task_heldout,margin_low__current,object_released_or_dropped_before_goal,241,241,0,5,0,0.02074688796680498,,1.0,,0.02074688796680498,0.9844040635284018,24.0,5,0.02074688796680498,5,0.02074688796680498,5,0.02074688796680498,5,0.02074688796680498
task_heldout,margin_low__current,object_released_outside_goal,25,25,0,2,0,0.08,,1.0,,0.08,0.9380662609871535,30.0,2,0.08,2,0.08,2,0.08,2,0.08
