setting,method,budget,available_episodes,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,alarm_rate,t_det,median_lead_detected,tp_lead0,recall_lead0,tp_lead2,recall_lead2,tp_lead4,recall_lead4,tp_lead8,recall_lead8,recall_lo,recall_hi,fpr_lo,fpr_hi,recall_lead4_lo,recall_lead4_hi
state_heldout,flow_path_high__mean,0.05,15600,15600,564,15036,91,746,0.16134751773049646,0.04961425911146582,0.1087216248506571,0.5558666293095152,0.053653846153846156,0.9181864235055724,8.0,91,0.16134751773049646,83,0.14716312056737588,74,0.13120567375886524,50,0.08865248226950355,,,,,,
state_heldout,frontback_inversion__current,0.05,15600,15600,564,15036,233,659,0.41312056737588654,0.043828145783453044,0.26121076233183854,0.6846462107962167,0.057179487179487176,0.816450228905453,11.0,233,0.41312056737588654,227,0.4024822695035461,216,0.3829787234042553,188,0.3333333333333333,,,,,,
state_heldout,frontback_inversion__mean,0.05,15600,15600,564,15036,79,627,0.1400709219858156,0.041699920191540306,0.11189801699716714,0.5491855008971377,0.04525641025641026,0.9257493002907528,8.0,79,0.1400709219858156,73,0.12943262411347517,65,0.11524822695035461,42,0.07446808510638298,,,,,,
state_heldout,entropy_front_low__current,0.05,15600,15600,564,15036,87,727,0.15425531914893617,0.048350625166267626,0.10687960687960688,0.5529523469913343,0.05217948717948718,0.9314222142757812,10.0,87,0.15425531914893617,85,0.15070921985815602,81,0.14361702127659576,69,0.12234042553191489,,,,,,
state_heldout,entropy_front_low__mean,0.05,15600,15600,564,15036,14,958,0.024822695035460994,0.06371375365788774,0.01440329218106996,0.48055447068878665,0.06230769230769231,0.975177304964539,21.0,14,0.024822695035460994,14,0.024822695035460994,14,0.024822695035460994,14,0.024822695035460994,,,,,,
state_heldout,entropy_first_flow_low__current,0.05,15600,15600,564,15036,128,759,0.22695035460992907,0.050478850758180364,0.14430665163472378,0.5882357519258743,0.05685897435897436,0.8925381815452738,9.0,128,0.22695035460992907,124,0.2198581560283688,118,0.20921985815602837,104,0.18439716312056736,,,,,,
state_heldout,entropy_first_flow_low__mean,0.05,15600,15600,564,15036,102,772,0.18085106382978725,0.05134344240489492,0.11670480549199085,0.5647538107124462,0.056025641025641025,0.9108409321175279,8.0,102,0.18085106382978725,96,0.1702127659574468,90,0.1595744680851064,55,0.0975177304964539,,,,,,
state_heldout,token_front_collapse__current,0.05,15600,15600,564,15036,4,965,0.0070921985815602835,0.06417930300611865,0.0041279669762641896,0.4714564477877208,0.062115384615384614,0.9940083149914405,24.5,4,0.0070921985815602835,4,0.0070921985815602835,4,0.0070921985815602835,4,0.0070921985815602835,,,,,,
state_heldout,token_front_collapse__mean,0.05,15600,15600,564,15036,2,777,0.0035460992907801418,0.051675977653631286,0.0025673940949935813,0.4759350608185744,0.049935897435897436,0.9974321349963317,21.0,2,0.0035460992907801418,2,0.0035460992907801418,2,0.0035460992907801418,2,0.0035460992907801418,,,,,,
state_heldout,freeze__current,0.05,15600,15600,564,15036,402,323,0.7127659574468085,0.02148177706836925,0.5544827586206896,0.8456420901892197,0.046474358974358976,0.7606898279542246,15.0,402,0.7127659574468085,376,0.6666666666666666,321,0.5691489361702128,235,0.4166666666666667,,,,,,
state_heldout,freeze__mean,0.05,15600,15600,564,15036,295,507,0.5230496453900709,0.03371907422186752,0.36783042394014964,0.7446652855841017,0.051410256410256414,0.7804309490432949,14.0,295,0.5230496453900709,254,0.450354609929078,224,0.3971631205673759,204,0.3617021276595745,,,,,,
state_heldout,deviation_global__current,0.05,15600,15600,564,15036,83,777,0.14716312056737588,0.051675977653631286,0.09651162790697675,0.5477435714568722,0.05512820512820513,0.9225100028870548,12.0,83,0.14716312056737588,81,0.14361702127659576,78,0.13829787234042554,71,0.12588652482269502,,,,,,
state_heldout,deviation_global__mean,0.05,15600,15600,564,15036,45,758,0.0797872340425532,0.050412343708433095,0.05603985056039851,0.51468744516706,0.05147435897435897,0.941067207024654,20.0,45,0.0797872340425532,43,0.07624113475177305,40,0.07092198581560284,36,0.06382978723404255,,,,,,
state_heldout,deviation_step__current,0.05,15600,15600,564,15036,161,695,0.2854609929078014,0.04622239957435488,0.18808411214953272,0.6196192966667232,0.054871794871794874,0.8932135529138967,10.0,161,0.2854609929078014,141,0.25,137,0.2429078014184397,102,0.18085106382978725,,,,,,
state_heldout,deviation_step__mean,0.05,15600,15600,564,15036,83,732,0.14716312056737588,0.04868316041500399,0.10184049079754601,0.5492399800761859,0.052243589743589745,0.9332995609591355,7.0,83,0.14716312056737588,75,0.13297872340425532,68,0.12056737588652482,33,0.05851063829787234,,,,,,
state_heldout,clock,0.05,15600,15600,564,15036,380,389,0.6737588652482269,0.025871242351689278,0.494148244473342,0.8239438114482688,0.0492948717948718,0.774425886764586,23.0,380,0.6737588652482269,274,0.4858156028368794,274,0.4858156028368794,274,0.4858156028368794,,,,,,
state_heldout,random,0.05,15600,15600,564,15036,68,774,0.12056737588652482,0.051476456504389465,0.08076009501187649,0.5345454596910677,0.053974358974358976,0.9377357339501111,19.0,68,0.12056737588652482,62,0.1099290780141844,61,0.10815602836879433,52,0.09219858156028368,,,,,,
state_heldout,v7_unlabeled_budget,0.05,15600,15600,564,15036,506,296,0.8971631205673759,0.01968608672519287,0.6309226932668329,0.9387385169210916,0.051410256410256414,0.7110595848349938,14.0,506,0.8971631205673759,468,0.8297872340425532,407,0.7216312056737588,310,0.549645390070922,,,,,,
state_heldout,entropy_high__current,0.1,15600,15600,564,15036,9,1350,0.015957446808510637,0.08978451715881884,0.006622516556291391,0.4630864648248459,0.08711538461538462,0.9866104181951577,25.0,9,0.015957446808510637,9,0.015957446808510637,9,0.015957446808510637,9,0.015957446808510637,,,,,,
state_heldout,entropy_high__mean,0.1,15600,15600,564,15036,45,1549,0.0797872340425532,0.1030194200585262,0.028230865746549563,0.4883839069920135,0.10217948717948717,0.9218719280326461,50.0,45,0.0797872340425532,45,0.0797872340425532,45,0.0797872340425532,45,0.0797872340425532,,,,,,
state_heldout,entropy_low__current,0.1,15600,15600,564,15036,126,1514,0.22340425531914893,0.10069167331737164,0.07682926829268293,0.5613562910008886,0.10512820512820513,0.8722908744487442,12.0,126,0.22340425531914893,124,0.2198581560283688,122,0.21631205673758866,113,0.20035460992907803,,,,,,
state_heldout,entropy_low__mean,0.1,15600,15600,564,15036,96,1504,0.1702127659574468,0.1000266028198989,0.06,0.535093081568774,0.10256410256410256,0.8801080715974333,15.5,96,0.1702127659574468,96,0.1702127659574468,92,0.16312056737588654,79,0.1400709219858156,,,,,,
state_heldout,margin_low__current,0.1,15600,15600,564,15036,64,1489,0.11347517730496454,0.09902899707368981,0.0412105602060528,0.5072230901156374,0.09955128205128205,0.9232337836088215,26.0,64,0.11347517730496454,63,0.11170212765957446,63,0.11170212765957446,63,0.11170212765957446,,,,,,
state_heldout,margin_low__mean,0.1,15600,15600,564,15036,48,1497,0.0851063829787234,0.09956105347166799,0.031067961165048542,0.49277266475352766,0.09903846153846153,0.9167889459525557,29.0,48,0.0851063829787234,48,0.0851063829787234,48,0.0851063829787234,48,0.0851063829787234,,,,,,
state_heldout,token_collapse__current,0.1,15600,15600,564,15036,80,1296,0.14184397163120568,0.08619313647246608,0.05813953488372093,0.5278254175793697,0.0882051282051282,0.9204009801523935,18.0,80,0.14184397163120568,80,0.14184397163120568,79,0.1400709219858156,79,0.1400709219858156,,,,,,
state_heldout,token_collapse__mean,0.1,15600,15600,564,15036,89,1355,0.15780141843971632,0.0901170524075552,0.061634349030470915,0.5338421830160806,0.09256410256410257,0.8453274926992074,51.0,89,0.15780141843971632,89,0.15780141843971632,89,0.15780141843971632,89,0.15780141843971632,,,,,,
state_heldout,flow_path_high__current,0.1,15600,15600,564,15036,178,1429,0.31560283687943264,0.09503857408885343,0.11076540136901059,0.6102821313952895,0.10301282051282051,0.8408758302375323,11.0,178,0.31560283687943264,174,0.30851063829787234,167,0.29609929078014185,158,0.2801418439716312,,,,,,
state_heldout,flow_path_high__mean,0.1,15600,15600,564,15036,120,1513,0.2127659574468085,0.10062516626762437,0.07348438456827924,0.5560703955895921,0.10467948717948718,0.8516548463356973,18.0,120,0.2127659574468085,117,0.2074468085106383,114,0.20212765957446807,98,0.17375886524822695,,,,,,
state_heldout,frontback_inversion__current,0.1,15600,15600,564,15036,284,1364,0.5035460992907801,0.09071561585528067,0.17233009708737865,0.7064152417177497,0.10564102564102563,0.7469829213172184,14.0,284,0.5035460992907801,275,0.4875886524822695,272,0.48226950354609927,254,0.450354609929078,,,,,,
state_heldout,frontback_inversion__mean,0.1,15600,15600,564,15036,134,1320,0.2375886524822695,0.08778930566640064,0.0921595598349381,0.5748996734079344,0.0932051282051282,0.8626315149303656,11.5,134,0.2375886524822695,123,0.21808510638297873,116,0.20567375886524822,91,0.16134751773049646,,,,,,
state_heldout,entropy_front_low__current,0.1,15600,15600,564,15036,128,1536,0.22695035460992907,0.10215482841181166,0.07692307692307693,0.5623977630990586,0.10666666666666667,0.8869624287855411,10.0,128,0.22695035460992907,127,0.225177304964539,125,0.22163120567375885,107,0.18971631205673758,,,,,,
state_heldout,entropy_front_low__mean,0.1,15600,15600,564,15036,45,1776,0.0797872340425532,0.11811652035115722,0.02471169686985173,0.480835356845698,0.11673076923076924,0.9202127659574468,21.0,45,0.0797872340425532,45,0.0797872340425532,45,0.0797872340425532,45,0.0797872340425532,,,,,,
state_heldout,entropy_first_flow_low__current,0.1,15600,15600,564,15036,141,1518,0.25,0.10095770151636073,0.08499095840867993,0.5745211492418196,0.10634615384615384,0.8629873541221059,11.0,141,0.25,140,0.24822695035460993,136,0.24113475177304963,128,0.22695035460992907,,,,,,
state_heldout,entropy_first_flow_low__mean,0.1,15600,15600,564,15036,124,1537,0.2198581560283688,0.10222133546155893,0.07465382299819386,0.558818410283405,0.10647435897435897,0.856805133400878,12.0,124,0.2198581560283688,122,0.21631205673758866,121,0.21453900709219859,106,0.1879432624113475,,,,,,
state_heldout,token_front_collapse__current,0.1,15600,15600,564,15036,17,1628,0.030141843971631204,0.10827347698856078,0.01033434650455927,0.4609341834915352,0.10544871794871795,0.974810467106872,25.0,17,0.030141843971631204,17,0.030141843971631204,17,0.030141843971631204,17,0.030141843971631204,,,,,,
state_heldout,token_front_collapse__mean,0.1,15600,15600,564,15036,42,1519,0.07446808510638298,0.10102420856610801,0.026905829596412557,0.4867219382701375,0.10006410256410256,0.9342748838346784,25.0,42,0.07446808510638298,42,0.07446808510638298,42,0.07446808510638298,42,0.07446808510638298,,,,,,
state_heldout,freeze__current,0.1,15600,15600,564,15036,434,958,0.7695035460992907,0.06371375365788774,0.3117816091954023,0.8528948962207015,0.08923076923076922,0.7144107146948342,15.0,434,0.7695035460992907,416,0.7375886524822695,370,0.6560283687943262,263,0.46631205673758863,,,,,,
state_heldout,freeze__mean,0.1,15600,15600,564,15036,350,1151,0.6205673758865248,0.07654961425911147,0.23317788141239174,0.7720088808137067,0.09621794871794871,0.7164457533237474,15.5,350,0.6205673758865248,301,0.5336879432624113,265,0.4698581560283688,239,0.4237588652482269,,,,,,
state_heldout,deviation_global__current,0.1,15600,15600,564,15036,147,1480,0.26063829787234044,0.09843043362596435,0.09035033804548248,0.5811039321231881,0.10429487179487179,0.8592442683440051,13.0,147,0.26063829787234044,142,0.25177304964539005,137,0.2429078014184397,130,0.23049645390070922,,,,,,
state_heldout,deviation_global__mean,0.1,15600,15600,564,15036,91,1460,0.16134751773049646,0.0971002926310189,0.05867182462927144,0.5321236125497387,0.09942307692307692,0.8795170550489699,18.0,91,0.16134751773049646,90,0.1595744680851064,88,0.15602836879432624,80,0.14184397163120568,,,,,,
state_heldout,deviation_step__current,0.1,15600,15600,564,15036,223,1437,0.3953900709219858,0.0955706304868316,0.13433734939759037,0.6499097202175771,0.1064102564102564,0.8361637391567045,11.0,223,0.3953900709219858,207,0.3670212765957447,201,0.35638297872340424,159,0.28191489361702127,,,,,,
state_heldout,deviation_step__mean,0.1,15600,15600,564,15036,121,1480,0.21453900709219859,0.09843043362596435,0.07557776389756403,0.5580542867331172,0.10262820512820513,0.8738789448009306,12.0,121,0.21453900709219859,116,0.20567375886524822,114,0.20212765957446807,90,0.1595744680851064,,,,,,
state_heldout,clock,0.1,15600,15600,564,15036,424,1061,0.75177304964539,0.07056397978185688,0.2855218855218855,0.8406045349317666,0.09519230769230769,0.724682060536505,26.0,424,0.75177304964539,412,0.7304964539007093,355,0.6294326241134752,274,0.4858156028368794,,,,,,
state_heldout,random,0.1,15600,15600,564,15036,115,1495,0.20390070921985815,0.09942803937217345,0.07142857142857142,0.5522363349238424,0.1032051282051282,0.8899252943208751,21.0,115,0.20390070921985815,109,0.19326241134751773,107,0.18971631205673758,97,0.17198581560283688,,,,,,
state_heldout,v7_unlabeled_budget,0.1,15600,15600,564,15036,532,969,0.9432624113475178,0.06444533120510774,0.35443037974683544,0.939408540071205,0.09621794871794871,0.6234344312437619,15.0,532,0.9432624113475178,513,0.9095744680851063,451,0.799645390070922,368,0.6524822695035462,,,,,,
task_heldout,entropy_high__current,0.01,15600,15600,564,15036,0,153,0.0,0.010175578611332801,0.0,0.4949122106943336,0.009807692307692307,1.0,,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,
task_heldout,entropy_high__mean,0.01,15600,15600,564,15036,0,195,0.0,0.012968874700718277,0.0,0.49351556264964086,0.0125,1.0,,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,
task_heldout,entropy_low__current,0.01,15600,15600,564,15036,35,226,0.06205673758865248,0.015030593242883746,0.13409961685823754,0.5235130721728843,0.01673076923076923,0.9713487987515866,10.0,35,0.06205673758865248,33,0.05851063829787234,29,0.051418439716312055,26,0.04609929078014184,,,,,,
task_heldout,entropy_low__mean,0.01,15600,15600,564,15036,9,224,0.015957446808510637,0.0148975791433892,0.03862660944206009,0.5005299338325607,0.014935897435897436,0.9902904424181019,17.0,9,0.015957446808510637,8,0.014184397163120567,7,0.012411347517730497,5,0.008865248226950355,,,,,,
task_heldout,margin_low__current,0.01,15600,15600,564,15036,4,153,0.0070921985815602835,0.010175578611332801,0.025477707006369428,0.4984583099851137,0.010064102564102563,0.994143781259141,31.0,4,0.0070921985815602835,4,0.0070921985815602835,4,0.0070921985815602835,4,0.0070921985815602835,,,,,,
task_heldout,margin_low__mean,0.01,15600,15600,564,15036,4,163,0.0070921985815602835,0.010840649108805533,0.023952095808383235,0.4981257747363773,0.010705128205128206,0.9929078014184397,29.0,4,0.0070921985815602835,4,0.0070921985815602835,4,0.0070921985815602835,4,0.0070921985815602835,,,,,,
task_heldout,token_collapse__current,0.01,15600,15600,564,15036,20,235,0.03546099290780142,0.015629156690609203,0.0784313725490196,0.509915918108596,0.016346153846153847,0.9841150149905347,10.5,20,0.03546099290780142,20,0.03546099290780142,19,0.03368794326241135,19,0.03368794326241135,,,,,,
task_heldout,token_collapse__mean,0.01,15600,15600,564,15036,39,208,0.06914893617021277,0.013833466347432828,0.15789473684210525,0.5276577349113899,0.015833333333333335,0.9308510638297872,51.0,39,0.06914893617021277,39,0.06914893617021277,39,0.06914893617021277,39,0.06914893617021277,,,,,,
task_heldout,flow_path_high__current,0.01,15600,15600,564,15036,71,138,0.12588652482269502,0.009177972865123703,0.3397129186602871,0.5583542759787856,0.013397435897435897,0.9551997315868823,8.0,71,0.12588652482269502,67,0.11879432624113476,57,0.10106382978723404,37,0.06560283687943262,,,,,,
task_heldout,flow_path_high__mean,0.01,15600,15600,564,15036,33,211,0.05851063829787234,0.014032987496674648,0.13524590163934427,0.5222388254005988,0.01564102564102564,0.9826072272880783,2.0,33,0.05851063829787234,19,0.03368794326241135,12,0.02127659574468085,11,0.01950354609929078,,,,,,
task_heldout,frontback_inversion__current,0.01,15600,15600,564,15036,103,105,0.18262411347517732,0.006983240223463687,0.4951923076923077,0.5878204366258568,0.013333333333333334,0.9361080836236563,9.0,103,0.18262411347517732,100,0.1773049645390071,94,0.16666666666666666,63,0.11170212765957446,,,,,,
task_heldout,frontback_inversion__mean,0.01,15600,15600,564,15036,32,289,0.05673758865248227,0.019220537376961958,0.09968847352024922,0.5187585256377601,0.020576923076923076,0.9700551615445232,11.5,32,0.05673758865248227,23,0.040780141843971635,20,0.03546099290780142,18,0.031914893617021274,,,,,,
task_heldout,entropy_front_low__current,0.01,15600,15600,564,15036,24,163,0.0425531914893617,0.010840649108805533,0.12834224598930483,0.5158562711902781,0.011987179487179487,0.9842958459979736,9.0,24,0.0425531914893617,21,0.03723404255319149,19,0.03368794326241135,17,0.030141843971631204,,,,,,
task_heldout,entropy_front_low__mean,0.01,15600,15600,564,15036,3,325,0.005319148936170213,0.021614791167863794,0.009146341463414634,0.49185217888415317,0.021025641025641025,0.9946808510638298,21.0,3,0.005319148936170213,3,0.005319148936170213,3,0.005319148936170213,3,0.005319148936170213,,,,,,
task_heldout,entropy_first_flow_low__current,0.01,15600,15600,564,15036,56,193,0.09929078014184398,0.01283586060122373,0.2248995983935743,0.5432274597703101,0.01596153846153846,0.961837217156366,8.5,56,0.09929078014184398,53,0.09397163120567376,48,0.0851063829787234,36,0.06382978723404255,,,,,,
task_heldout,entropy_first_flow_low__mean,0.01,15600,15600,564,15036,67,223,0.11879432624113476,0.014831072093641927,0.23103448275862068,0.5519816270737464,0.01858974358974359,0.9616683552853766,5.0,67,0.11879432624113476,58,0.10283687943262411,42,0.07446808510638298,22,0.03900709219858156,,,,,,
task_heldout,token_front_collapse__current,0.01,15600,15600,564,15036,0,296,0.0,0.01968608672519287,0.0,0.49015695663740355,0.018974358974358976,1.0,,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,
task_heldout,token_front_collapse__mean,0.01,15600,15600,564,15036,0,312,0.0,0.020750199521149242,0.0,0.4896249002394254,0.02,1.0,,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,
task_heldout,freeze__current,0.01,15600,15600,564,15036,189,12,0.3351063829787234,0.0007980845969672786,0.9402985074626866,0.6671541491908781,0.012884615384615385,0.9057205203213864,15.0,189,0.3351063829787234,159,0.28191489361702127,146,0.25886524822695034,131,0.2322695035460993,,,,,,
task_heldout,freeze__mean,0.01,15600,15600,564,15036,168,25,0.2978723404255319,0.0016626762436818302,0.8704663212435233,0.6481048320909251,0.012371794871794873,0.887903823250449,12.0,168,0.2978723404255319,157,0.2783687943262411,151,0.26773049645390073,140,0.24822695035460993,,,,,,
task_heldout,deviation_global__current,0.01,15600,15600,564,15036,29,212,0.051418439716312055,0.01409949454642192,0.12033195020746888,0.518659472584945,0.015448717948717949,0.975549908558842,11.0,29,0.051418439716312055,28,0.04964539007092199,27,0.047872340425531915,24,0.0425531914893617,,,,,,
task_heldout,deviation_global__mean,0.01,15600,15600,564,15036,9,226,0.015957446808510637,0.015030593242883746,0.03829787234042553,0.5004634267828134,0.015064102564102564,0.9879263762242485,21.0,9,0.015957446808510637,9,0.015957446808510637,9,0.015957446808510637,9,0.015957446808510637,,,,,,
task_heldout,deviation_step__current,0.01,15600,15600,564,15036,70,229,0.12411347517730496,0.015230114392125566,0.23411371237458195,0.5544416803925897,0.019166666666666665,0.964427288809059,7.0,70,0.12411347517730496,56,0.09929078014184398,48,0.0851063829787234,32,0.05673758865248227,,,,,,
task_heldout,deviation_step__mean,0.01,15600,15600,564,15036,32,182,0.05673758865248227,0.012104283054003724,0.14953271028037382,0.5223166527992393,0.013717948717948718,0.9797365754812563,3.0,32,0.05673758865248227,22,0.03900709219858156,15,0.026595744680851064,12,0.02127659574468085,,,,,,
task_heldout,clock,0.01,15600,15600,564,15036,198,254,0.35106382978723405,0.016892790635807394,0.43805309734513276,0.6670855195757133,0.028974358974358974,0.8692115143929913,19.0,198,0.35106382978723405,198,0.35106382978723405,198,0.35106382978723405,198,0.35106382978723405,,,,,,
task_heldout,random,0.01,15600,15600,564,15036,15,178,0.026595744680851064,0.011838254855014631,0.07772020725388601,0.5073787449129182,0.012371794871794873,0.9862846635896282,23.0,15,0.026595744680851064,12,0.02127659574468085,12,0.02127659574468085,11,0.01950354609929078,,,,,,
task_heldout,v7_unlabeled_budget,0.01,15600,15600,564,15036,215,16,0.38120567375886527,0.0010641127959563714,0.9307359307359307,0.6900707804814544,0.014807692307692308,0.9094582399683603,11.0,215,0.38120567375886527,182,0.32269503546099293,170,0.30141843971631205,137,0.2429078014184397,,,,,,
task_heldout,entropy_high__current,0.03,15600,15600,564,15036,0,425,0.0,0.028265496142591114,0.0,0.48586725192870445,0.027243589743589744,1.0,,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.003115464881566817,0.060111093900400925,0.0,0.0
task_heldout,entropy_high__mean,0.03,15600,15600,564,15036,3,544,0.005319148936170213,0.036179835062516624,0.005484460694698354,0.48456965693682674,0.03506410256410256,0.9949865492785522,27.0,3,0.005319148936170213,3,0.005319148936170213,3,0.005319148936170213,3,0.005319148936170213,0.0,0.023380443086325437,0.0015513395400779454,0.08291011895467316,0.0,0.023380443086325437
task_heldout,entropy_low__current,0.03,15600,15600,564,15036,71,517,0.12588652482269502,0.03438414471934025,0.12074829931972789,0.5457511900516774,0.03769230769230769,0.9362751948419378,11.0,71,0.12588652482269502,68,0.12056737588652482,67,0.11879432624113476,53,0.09397163120567376,0.03601960757277002,0.29145237157443454,0.004702637071553179,0.07922507439610811,0.03296959180570038,0.2819383416017009
task_heldout,entropy_low__mean,0.03,15600,15600,564,15036,44,496,0.07801418439716312,0.03298749667464751,0.08148148148148149,0.5225133438612578,0.03461538461538462,0.9606551840594395,10.5,44,0.07801418439716312,36,0.06382978723404255,31,0.0549645390070922,25,0.044326241134751775,0.006910864213117859,0.21169148316260808,0.002421865035562157,0.07407358164293566,0.004433600713012478,0.15670964908967286
task_heldout,margin_low__current,0.03,15600,15600,564,15036,15,464,0.026595744680851064,0.03085927108273477,0.031315240083507306,0.4978682367990582,0.030705128205128204,0.9811342242937772,27.0,15,0.026595744680851064,15,0.026595744680851064,15,0.026595744680851064,15,0.026595744680851064,0.0031733630952380954,0.04714353099730458,0.013637198648984305,0.05598037143556963,0.0031733630952380954,0.04714353099730458
task_heldout,margin_low__mean,0.03,15600,15600,564,15036,12,474,0.02127659574468085,0.031524341580207504,0.024691358024691357,0.4948761270822366,0.031153846153846153,0.9790291024700416,29.0,12,0.02127659574468085,12,0.02127659574468085,12,0.02127659574468085,12,0.02127659574468085,0.00237970362970363,0.056318572723240964,0.012915950049308627,0.05269161668810916,0.00237970362970363,0.056318572723240964
task_heldout,token_collapse__current,0.03,15600,15600,564,15036,40,509,0.07092198581560284,0.033852088321362064,0.07285974499089254,0.5185349487471205,0.03519230769230769,0.9657515434096792,10.0,40,0.07092198581560284,40,0.07092198581560284,39,0.06914893617021277,39,0.06914893617021277,0.006732880645924124,0.18448223152745866,0.004580213980498258,0.07680871629164573,0.006688405797101449,0.17789352479435055
task_heldout,token_collapse__mean,0.03,15600,15600,564,15036,59,402,0.10460992907801418,0.026735833998403832,0.1279826464208243,0.5389370475398052,0.02955128205128205,0.8953900709219859,51.0,59,0.10460992907801418,59,0.10460992907801418,59,0.10460992907801418,59,0.10460992907801418,0.0,0.2677050313796404,0.002794142404233796,0.06428118497521246,0.0,0.2677050313796404
task_heldout,flow_path_high__current,0.03,15600,15600,564,15036,122,459,0.21631205673758866,0.030526735833998404,0.2099827882960413,0.5928926604517951,0.037243589743589746,0.8993964015866394,9.0,122,0.21631205673758866,118,0.20921985815602837,116,0.20567375886524822,95,0.16843971631205673,0.06875092949088686,0.4454929805397095,0.007391117757862125,0.06210633398798083,0.06584630423058485,0.42627838668979656
task_heldout,flow_path_high__mean,0.03,15600,15600,564,15036,70,562,0.12411347517730496,0.037376961957967546,0.11075949367088607,0.5433682566096687,0.04051282051282051,0.94064505234718,8.0,70,0.12411347517730496,63,0.11170212765957446,52,0.09219858156028368,36,0.06382978723404255,0.024058315375520917,0.31787334961594277,0.00356662501050934,0.07859782380159877,0.018032264230398203,0.23577829208949025
task_heldout,frontback_inversion__current,0.03,15600,15600,564,15036,197,387,0.34929078014184395,0.025738228252194732,0.3373287671232877,0.6617762759448246,0.03743589743589744,0.8542379153775582,10.0,197,0.34929078014184395,193,0.3421985815602837,184,0.3262411347517731,144,0.2553191489361702,0.18169407731292855,0.6084713595583161,0.013442960845520869,0.04000895256384973,0.1701206552068621,0.5661338707302708
task_heldout,frontback_inversion__mean,0.03,15600,15600,564,15036,63,460,0.11170212765957446,0.030593242883745677,0.12045889101338432,0.5405544423879144,0.033525641025641026,0.9351715985978643,14.0,63,0.11170212765957446,58,0.10283687943262411,49,0.08687943262411348,39,0.06914893617021277,0.025334500663181072,0.27507314928518367,0.0007975919970942895,0.08045124931187699,0.015218804796817812,0.22201222412480967
task_heldout,entropy_front_low__current,0.03,15600,15600,564,15036,57,464,0.10106382978723404,0.03085927108273477,0.10940499040307101,0.5351022793522496,0.0333974358974359,0.9570246538331646,10.0,57,0.10106382978723404,55,0.0975177304964539,51,0.09042553191489362,43,0.07624113475177305,0.026842053386618398,0.2370570184828373,0.008264713412894531,0.0600597082547682,0.02369517449375269,0.216128574929114
task_heldout,entropy_front_low__mean,0.03,15600,15600,564,15036,12,848,0.02127659574468085,0.05639797818568768,0.013953488372093023,0.48243930877949653,0.05512820512820513,0.9787234042553191,21.0,12,0.02127659574468085,12,0.02127659574468085,12,0.02127659574468085,12,0.02127659574468085,0.0,0.08743157380254152,0.0024317481264673627,0.1182899063853295,0.0,0.08743157380254152
task_heldout,entropy_first_flow_low__current,0.03,15600,15600,564,15036,107,537,0.18971631205673758,0.03571428571428571,0.16614906832298137,0.5770010131712259,0.041282051282051285,0.9135896281286352,9.0,107,0.18971631205673758,104,0.18439716312056736,99,0.17553191489361702,80,0.14184397163120568,0.05744110442559348,0.4014703132304815,0.008322005108061714,0.07396877131164306,0.04921950070654734,0.3772379590040241
task_heldout,entropy_first_flow_low__mean,0.03,15600,15600,564,15036,85,539,0.15070921985815602,0.03584729981378026,0.1362179487179487,0.557430960022188,0.04,0.925869638635596,8.0,85,0.15070921985815602,79,0.1400709219858156,73,0.12943262411347517,45,0.0797872340425532,0.043144587162488396,0.3638006866174375,0.005144417659597707,0.07896713144590646,0.03039094135879618,0.3179050333501873
task_heldout,token_front_collapse__current,0.03,15600,15600,564,15036,1,737,0.0017730496453900709,0.04901569566374036,0.0013550135501355014,0.47637867699082487,0.04730769230769231,0.9984715089263879,25.0,1,0.0017730496453900709,1,0.0017730496453900709,1,0.0017730496453900709,1,0.0017730496453900709,0.0,0.008878397052049744,0.008066052217227716,0.10270088398535086,0.0,0.008878397052049744
task_heldout,token_front_collapse__mean,0.03,15600,15600,564,15036,2,795,0.0035460992907801418,0.0528731045490822,0.002509410288582183,0.47533649737084893,0.05108974358974359,0.9972487160674981,22.5,2,0.0035460992907801418,2,0.0035460992907801418,2,0.0035460992907801418,2,0.0035460992907801418,0.0,0.014458704382748384,0.0,0.12378275432095681,0.0,0.014458704382748384
task_heldout,freeze__current,0.03,15600,15600,564,15036,375,92,0.6648936170212766,0.006118648576749135,0.8029978586723768,0.8293874842222637,0.029935897435897436,0.7887659968745521,15.0,375,0.6648936170212766,340,0.6028368794326241,292,0.5177304964539007,222,0.39361702127659576,0.5063715490276077,0.7564627921279212,0.002197443932715914,0.011446199652574181,0.3064111969692414,0.6544024382735053
task_heldout,freeze__mean,0.03,15600,15600,564,15036,268,292,0.475177304964539,0.01942005852620378,0.4785714285714286,0.7278786232191675,0.035897435897435895,0.8029060758837923,14.0,268,0.475177304964539,236,0.41843971631205673,207,0.3670212765957447,191,0.33865248226950356,0.26468755990032583,0.6292672601203688,0.005050426586561868,0.03993556271246857,0.12039592666334827,0.5569130883017295
