setting,fold,method,budget,episodes,alarms,actual_rate
task_heldout,2,entropy_front_low__current,0.1,12800,1280,0.1
task_heldout,2,entropy_front_low__mean,0.01,12800,128,0.01
task_heldout,2,entropy_front_low__mean,0.03,12800,384,0.03
task_heldout,2,entropy_front_low__mean,0.05,12800,640,0.05
task_heldout,2,entropy_front_low__mean,0.1,12800,1280,0.1
task_heldout,2,entropy_first_flow_low__current,0.01,12800,127,0.009921875
task_heldout,2,entropy_first_flow_low__current,0.03,12800,384,0.03
task_heldout,2,entropy_first_flow_low__current,0.05,12800,640,0.05
task_heldout,2,entropy_first_flow_low__current,0.1,12800,1280,0.1
task_heldout,2,entropy_first_flow_low__mean,0.01,12800,128,0.01
task_heldout,2,entropy_first_flow_low__mean,0.03,12800,384,0.03
task_heldout,2,entropy_first_flow_low__mean,0.05,12800,640,0.05
task_heldout,2,entropy_first_flow_low__mean,0.1,12800,1280,0.1
task_heldout,2,token_front_collapse__current,0.01,12800,128,0.01
task_heldout,2,token_front_collapse__current,0.03,12800,384,0.03
task_heldout,2,token_front_collapse__current,0.05,12800,640,0.05
task_heldout,2,token_front_collapse__current,0.1,12800,1280,0.1
task_heldout,2,token_front_collapse__mean,0.01,12800,128,0.01
task_heldout,2,token_front_collapse__mean,0.03,12800,384,0.03
task_heldout,2,token_front_collapse__mean,0.05,12800,640,0.05
task_heldout,2,token_front_collapse__mean,0.1,12800,1280,0.1
task_heldout,2,freeze__current,0.01,12800,128,0.01
task_heldout,2,freeze__current,0.03,12800,384,0.03
task_heldout,2,freeze__current,0.05,12800,640,0.05
task_heldout,2,freeze__current,0.1,12800,1280,0.1
task_heldout,2,freeze__mean,0.01,12800,128,0.01
task_heldout,2,freeze__mean,0.03,12800,384,0.03
task_heldout,2,freeze__mean,0.05,12800,640,0.05
task_heldout,2,freeze__mean,0.1,12800,1280,0.1
task_heldout,2,deviation_global__current,0.01,12800,128,0.01
task_heldout,2,deviation_global__current,0.03,12800,384,0.03
task_heldout,2,deviation_global__current,0.05,12800,640,0.05
task_heldout,2,deviation_global__current,0.1,12800,1280,0.1
task_heldout,2,deviation_global__mean,0.01,12800,128,0.01
task_heldout,2,deviation_global__mean,0.03,12800,384,0.03
task_heldout,2,deviation_global__mean,0.05,12800,640,0.05
task_heldout,2,deviation_global__mean,0.1,12800,1280,0.1
task_heldout,2,deviation_step__current,0.01,12800,128,0.01
task_heldout,2,deviation_step__current,0.03,12800,384,0.03
task_heldout,2,deviation_step__current,0.05,12800,640,0.05
task_heldout,2,deviation_step__current,0.1,12800,1280,0.1
task_heldout,2,deviation_step__mean,0.01,12800,128,0.01
task_heldout,2,deviation_step__mean,0.03,12800,384,0.03
task_heldout,2,deviation_step__mean,0.05,12800,640,0.05
task_heldout,2,deviation_step__mean,0.1,12800,1280,0.1
task_heldout,2,clock,0.01,12800,0,0.0
task_heldout,2,clock,0.03,12800,348,0.0271875
task_heldout,2,clock,0.05,12800,550,0.04296875
task_heldout,2,clock,0.1,12800,1013,0.079140625
task_heldout,2,random,0.01,12800,128,0.01
task_heldout,2,random,0.03,12800,384,0.03
task_heldout,2,random,0.05,12800,640,0.05
task_heldout,2,random,0.1,12800,1280,0.1
task_heldout,2,v7_unlabeled_budget,0.01,12800,127,0.009921875
task_heldout,2,v7_unlabeled_budget,0.03,12800,383,0.029921875
task_heldout,2,v7_unlabeled_budget,0.05,12800,639,0.049921875
task_heldout,2,v7_unlabeled_budget,0.1,12800,1279,0.099921875
task_heldout,3,entropy_high__current,0.01,12800,128,0.01
task_heldout,3,entropy_high__current,0.03,12800,384,0.03
task_heldout,3,entropy_high__current,0.05,12800,640,0.05
task_heldout,3,entropy_high__current,0.1,12800,1279,0.099921875
task_heldout,3,entropy_high__mean,0.01,12800,128,0.01
task_heldout,3,entropy_high__mean,0.03,12800,384,0.03
task_heldout,3,entropy_high__mean,0.05,12800,640,0.05
task_heldout,3,entropy_high__mean,0.1,12800,1279,0.099921875
task_heldout,3,entropy_low__current,0.01,12800,128,0.01
task_heldout,3,entropy_low__current,0.03,12800,384,0.03
task_heldout,3,entropy_low__current,0.05,12800,640,0.05
task_heldout,3,entropy_low__current,0.1,12800,1280,0.1
task_heldout,3,entropy_low__mean,0.01,12800,128,0.01
task_heldout,3,entropy_low__mean,0.03,12800,384,0.03
task_heldout,3,entropy_low__mean,0.05,12800,640,0.05
task_heldout,3,entropy_low__mean,0.1,12800,1280,0.1
task_heldout,3,margin_low__current,0.01,12800,128,0.01
task_heldout,3,margin_low__current,0.03,12800,384,0.03
task_heldout,3,margin_low__current,0.05,12800,640,0.05
task_heldout,3,margin_low__current,0.1,12800,1280,0.1
task_heldout,3,margin_low__mean,0.01,12800,128,0.01
task_heldout,3,margin_low__mean,0.03,12800,384,0.03
task_heldout,3,margin_low__mean,0.05,12800,640,0.05
task_heldout,3,margin_low__mean,0.1,12800,1280,0.1
task_heldout,3,token_collapse__current,0.01,12800,128,0.01
task_heldout,3,token_collapse__current,0.03,12800,384,0.03
task_heldout,3,token_collapse__current,0.05,12800,640,0.05
task_heldout,3,token_collapse__current,0.1,12800,1280,0.1
task_heldout,3,token_collapse__mean,0.01,12800,128,0.01
task_heldout,3,token_collapse__mean,0.03,12800,384,0.03
task_heldout,3,token_collapse__mean,0.05,12800,640,0.05
task_heldout,3,token_collapse__mean,0.1,12800,1280,0.1
task_heldout,3,flow_path_high__current,0.01,12800,128,0.01
task_heldout,3,flow_path_high__current,0.03,12800,384,0.03
task_heldout,3,flow_path_high__current,0.05,12800,640,0.05
task_heldout,3,flow_path_high__current,0.1,12800,1280,0.1
task_heldout,3,flow_path_high__mean,0.01,12800,128,0.01
task_heldout,3,flow_path_high__mean,0.03,12800,384,0.03
task_heldout,3,flow_path_high__mean,0.05,12800,640,0.05
task_heldout,3,flow_path_high__mean,0.1,12800,1280,0.1
task_heldout,3,frontback_inversion__current,0.01,12800,128,0.01
task_heldout,3,frontback_inversion__current,0.03,12800,384,0.03
task_heldout,3,frontback_inversion__current,0.05,12800,640,0.05
task_heldout,3,frontback_inversion__current,0.1,12800,1280,0.1
task_heldout,3,frontback_inversion__mean,0.01,12800,128,0.01
task_heldout,3,frontback_inversion__mean,0.03,12800,384,0.03
task_heldout,3,frontback_inversion__mean,0.05,12800,640,0.05
task_heldout,3,frontback_inversion__mean,0.1,12800,1280,0.1
task_heldout,3,entropy_front_low__current,0.01,12800,128,0.01
task_heldout,3,entropy_front_low__current,0.03,12800,384,0.03
task_heldout,3,entropy_front_low__current,0.05,12800,640,0.05
task_heldout,3,entropy_front_low__current,0.1,12800,1280,0.1
task_heldout,3,entropy_front_low__mean,0.01,12800,128,0.01
task_heldout,3,entropy_front_low__mean,0.03,12800,384,0.03
task_heldout,3,entropy_front_low__mean,0.05,12800,640,0.05
task_heldout,3,entropy_front_low__mean,0.1,12800,1280,0.1
task_heldout,3,entropy_first_flow_low__current,0.01,12800,128,0.01
task_heldout,3,entropy_first_flow_low__current,0.03,12800,384,0.03
task_heldout,3,entropy_first_flow_low__current,0.05,12800,640,0.05
task_heldout,3,entropy_first_flow_low__current,0.1,12800,1280,0.1
task_heldout,3,entropy_first_flow_low__mean,0.01,12800,128,0.01
task_heldout,3,entropy_first_flow_low__mean,0.03,12800,384,0.03
task_heldout,3,entropy_first_flow_low__mean,0.05,12800,640,0.05
task_heldout,3,entropy_first_flow_low__mean,0.1,12800,1280,0.1
task_heldout,3,token_front_collapse__current,0.01,12800,128,0.01
task_heldout,3,token_front_collapse__current,0.03,12800,384,0.03
task_heldout,3,token_front_collapse__current,0.05,12800,640,0.05
task_heldout,3,token_front_collapse__current,0.1,12800,1280,0.1
task_heldout,3,token_front_collapse__mean,0.01,12800,128,0.01
task_heldout,3,token_front_collapse__mean,0.03,12800,384,0.03
task_heldout,3,token_front_collapse__mean,0.05,12800,640,0.05
task_heldout,3,token_front_collapse__mean,0.1,12800,1280,0.1
task_heldout,3,freeze__current,0.01,12800,128,0.01
task_heldout,3,freeze__current,0.03,12800,384,0.03
task_heldout,3,freeze__current,0.05,12800,640,0.05
task_heldout,3,freeze__current,0.1,12800,1280,0.1
task_heldout,3,freeze__mean,0.01,12800,128,0.01
task_heldout,3,freeze__mean,0.03,12800,384,0.03
task_heldout,3,freeze__mean,0.05,12800,640,0.05
task_heldout,3,freeze__mean,0.1,12800,1280,0.1
task_heldout,3,deviation_global__current,0.01,12800,128,0.01
task_heldout,3,deviation_global__current,0.03,12800,384,0.03
task_heldout,3,deviation_global__current,0.05,12800,640,0.05
task_heldout,3,deviation_global__current,0.1,12800,1280,0.1
task_heldout,3,deviation_global__mean,0.01,12800,128,0.01
task_heldout,3,deviation_global__mean,0.03,12800,384,0.03
task_heldout,3,deviation_global__mean,0.05,12800,640,0.05
task_heldout,3,deviation_global__mean,0.1,12800,1280,0.1
task_heldout,3,deviation_step__current,0.01,12800,128,0.01
task_heldout,3,deviation_step__current,0.03,12800,384,0.03
task_heldout,3,deviation_step__current,0.05,12800,640,0.05
task_heldout,3,deviation_step__current,0.1,12800,1280,0.1
task_heldout,3,deviation_step__mean,0.01,12800,128,0.01
task_heldout,3,deviation_step__mean,0.03,12800,384,0.03
task_heldout,3,deviation_step__mean,0.05,12800,640,0.05
task_heldout,3,deviation_step__mean,0.1,12800,1280,0.1
task_heldout,3,clock,0.01,12800,122,0.00953125
task_heldout,3,clock,0.03,12800,281,0.021953125
task_heldout,3,clock,0.05,12800,403,0.031484375
task_heldout,3,clock,0.1,12800,1032,0.080625
task_heldout,3,random,0.01,12800,128,0.01
task_heldout,3,random,0.03,12800,384,0.03
task_heldout,3,random,0.05,12800,640,0.05
task_heldout,3,random,0.1,12800,1280,0.1
task_heldout,3,v7_unlabeled_budget,0.01,12800,127,0.009921875
task_heldout,3,v7_unlabeled_budget,0.03,12800,384,0.03
task_heldout,3,v7_unlabeled_budget,0.05,12800,640,0.05
task_heldout,3,v7_unlabeled_budget,0.1,12800,1279,0.099921875
task_heldout,4,entropy_high__current,0.01,12800,128,0.01
task_heldout,4,entropy_high__current,0.03,12800,384,0.03
task_heldout,4,entropy_high__current,0.05,12800,640,0.05
task_heldout,4,entropy_high__current,0.1,12800,1280,0.1
task_heldout,4,entropy_high__mean,0.01,12800,128,0.01
task_heldout,4,entropy_high__mean,0.03,12800,384,0.03
task_heldout,4,entropy_high__mean,0.05,12800,640,0.05
task_heldout,4,entropy_high__mean,0.1,12800,1280,0.1
task_heldout,4,entropy_low__current,0.01,12800,128,0.01
task_heldout,4,entropy_low__current,0.03,12800,384,0.03
task_heldout,4,entropy_low__current,0.05,12800,640,0.05
task_heldout,4,entropy_low__current,0.1,12800,1280,0.1
task_heldout,4,entropy_low__mean,0.01,12800,128,0.01
task_heldout,4,entropy_low__mean,0.03,12800,384,0.03
task_heldout,4,entropy_low__mean,0.05,12800,639,0.049921875
task_heldout,4,entropy_low__mean,0.1,12800,1280,0.1
task_heldout,4,margin_low__current,0.01,12800,128,0.01
task_heldout,4,margin_low__current,0.03,12800,384,0.03
task_heldout,4,margin_low__current,0.05,12800,639,0.049921875
task_heldout,4,margin_low__current,0.1,12800,1280,0.1
task_heldout,4,margin_low__mean,0.01,12800,128,0.01
task_heldout,4,margin_low__mean,0.03,12800,384,0.03
task_heldout,4,margin_low__mean,0.05,12800,640,0.05
task_heldout,4,margin_low__mean,0.1,12800,1280,0.1
task_heldout,4,token_collapse__current,0.01,12800,128,0.01
task_heldout,4,token_collapse__current,0.03,12800,384,0.03
task_heldout,4,token_collapse__current,0.05,12800,640,0.05
task_heldout,4,token_collapse__current,0.1,12800,1280,0.1
task_heldout,4,token_collapse__mean,0.01,12800,128,0.01
task_heldout,4,token_collapse__mean,0.03,12800,384,0.03
task_heldout,4,token_collapse__mean,0.05,12800,640,0.05
task_heldout,4,token_collapse__mean,0.1,12800,1279,0.099921875
task_heldout,4,flow_path_high__current,0.01,12800,128,0.01
task_heldout,4,flow_path_high__current,0.03,12800,384,0.03
task_heldout,4,flow_path_high__current,0.05,12800,640,0.05
task_heldout,4,flow_path_high__current,0.1,12800,1280,0.1
task_heldout,4,flow_path_high__mean,0.01,12800,128,0.01
task_heldout,4,flow_path_high__mean,0.03,12800,384,0.03
task_heldout,4,flow_path_high__mean,0.05,12800,640,0.05
task_heldout,4,flow_path_high__mean,0.1,12800,1280,0.1
task_heldout,4,frontback_inversion__current,0.01,12800,128,0.01
task_heldout,4,frontback_inversion__current,0.03,12800,384,0.03
task_heldout,4,frontback_inversion__current,0.05,12800,640,0.05
task_heldout,4,frontback_inversion__current,0.1,12800,1280,0.1
task_heldout,4,frontback_inversion__mean,0.01,12800,128,0.01
task_heldout,4,frontback_inversion__mean,0.03,12800,384,0.03
task_heldout,4,frontback_inversion__mean,0.05,12800,640,0.05
task_heldout,4,frontback_inversion__mean,0.1,12800,1280,0.1
task_heldout,4,entropy_front_low__current,0.01,12800,128,0.01
task_heldout,4,entropy_front_low__current,0.03,12800,384,0.03
task_heldout,4,entropy_front_low__current,0.05,12800,640,0.05
task_heldout,4,entropy_front_low__current,0.1,12800,1280,0.1
task_heldout,4,entropy_front_low__mean,0.01,12800,128,0.01
task_heldout,4,entropy_front_low__mean,0.03,12800,384,0.03
task_heldout,4,entropy_front_low__mean,0.05,12800,640,0.05
task_heldout,4,entropy_front_low__mean,0.1,12800,1280,0.1
task_heldout,4,entropy_first_flow_low__current,0.01,12800,128,0.01
task_heldout,4,entropy_first_flow_low__current,0.03,12800,384,0.03
task_heldout,4,entropy_first_flow_low__current,0.05,12800,640,0.05
task_heldout,4,entropy_first_flow_low__current,0.1,12800,1280,0.1
task_heldout,4,entropy_first_flow_low__mean,0.01,12800,128,0.01
task_heldout,4,entropy_first_flow_low__mean,0.03,12800,384,0.03
task_heldout,4,entropy_first_flow_low__mean,0.05,12800,639,0.049921875
task_heldout,4,entropy_first_flow_low__mean,0.1,12800,1280,0.1
task_heldout,4,token_front_collapse__current,0.01,12800,128,0.01
task_heldout,4,token_front_collapse__current,0.03,12800,384,0.03
task_heldout,4,token_front_collapse__current,0.05,12800,640,0.05
task_heldout,4,token_front_collapse__current,0.1,12800,1280,0.1
task_heldout,4,token_front_collapse__mean,0.01,12800,128,0.01
task_heldout,4,token_front_collapse__mean,0.03,12800,384,0.03
task_heldout,4,token_front_collapse__mean,0.05,12800,640,0.05
task_heldout,4,token_front_collapse__mean,0.1,12800,1280,0.1
task_heldout,4,freeze__current,0.01,12800,128,0.01
task_heldout,4,freeze__current,0.03,12800,384,0.03
task_heldout,4,freeze__current,0.05,12800,640,0.05
task_heldout,4,freeze__current,0.1,12800,1280,0.1
task_heldout,4,freeze__mean,0.01,12800,128,0.01
task_heldout,4,freeze__mean,0.03,12800,384,0.03
task_heldout,4,freeze__mean,0.05,12800,640,0.05
task_heldout,4,freeze__mean,0.1,12800,1280,0.1
task_heldout,4,deviation_global__current,0.01,12800,128,0.01
task_heldout,4,deviation_global__current,0.03,12800,384,0.03
task_heldout,4,deviation_global__current,0.05,12800,640,0.05
task_heldout,4,deviation_global__current,0.1,12800,1280,0.1
task_heldout,4,deviation_global__mean,0.01,12800,128,0.01
task_heldout,4,deviation_global__mean,0.03,12800,384,0.03
task_heldout,4,deviation_global__mean,0.05,12800,640,0.05
task_heldout,4,deviation_global__mean,0.1,12800,1280,0.1
task_heldout,4,deviation_step__current,0.01,12800,128,0.01
task_heldout,4,deviation_step__current,0.03,12800,384,0.03
task_heldout,4,deviation_step__current,0.05,12800,640,0.05
task_heldout,4,deviation_step__current,0.1,12800,1280,0.1
task_heldout,4,deviation_step__mean,0.01,12800,128,0.01
task_heldout,4,deviation_step__mean,0.03,12800,384,0.03
task_heldout,4,deviation_step__mean,0.05,12800,640,0.05
task_heldout,4,deviation_step__mean,0.1,12800,1280,0.1
task_heldout,4,clock,0.01,12800,0,0.0
task_heldout,4,clock,0.03,12800,337,0.026328125
task_heldout,4,clock,0.05,12800,563,0.043984375
task_heldout,4,clock,0.1,12800,1037,0.081015625
task_heldout,4,random,0.01,12800,128,0.01
task_heldout,4,random,0.03,12800,384,0.03
task_heldout,4,random,0.05,12800,640,0.05
task_heldout,4,random,0.1,12800,1280,0.1
task_heldout,4,v7_unlabeled_budget,0.01,12800,128,0.01
task_heldout,4,v7_unlabeled_budget,0.03,12800,384,0.03
task_heldout,4,v7_unlabeled_budget,0.05,12800,639,0.049921875
task_heldout,4,v7_unlabeled_budget,0.1,12800,1280,0.1
suite_heldout,libero_goal,entropy_high__current,0.01,12000,120,0.01
suite_heldout,libero_goal,entropy_high__current,0.03,12000,360,0.03
suite_heldout,libero_goal,entropy_high__current,0.05,12000,600,0.05
suite_heldout,libero_goal,entropy_high__current,0.1,12000,1200,0.1
suite_heldout,libero_goal,entropy_high__mean,0.01,12000,120,0.01
suite_heldout,libero_goal,entropy_high__mean,0.03,12000,359,0.029916666666666668
suite_heldout,libero_goal,entropy_high__mean,0.05,12000,600,0.05
suite_heldout,libero_goal,entropy_high__mean,0.1,12000,1200,0.1
suite_heldout,libero_goal,entropy_low__current,0.01,12000,120,0.01
suite_heldout,libero_goal,entropy_low__current,0.03,12000,360,0.03
suite_heldout,libero_goal,entropy_low__current,0.05,12000,600,0.05
suite_heldout,libero_goal,entropy_low__current,0.1,12000,1200,0.1
suite_heldout,libero_goal,entropy_low__mean,0.01,12000,120,0.01
suite_heldout,libero_goal,entropy_low__mean,0.03,12000,360,0.03
suite_heldout,libero_goal,entropy_low__mean,0.05,12000,600,0.05
suite_heldout,libero_goal,entropy_low__mean,0.1,12000,1200,0.1
suite_heldout,libero_goal,margin_low__current,0.01,12000,120,0.01
suite_heldout,libero_goal,margin_low__current,0.03,12000,360,0.03
suite_heldout,libero_goal,margin_low__current,0.05,12000,600,0.05
suite_heldout,libero_goal,margin_low__current,0.1,12000,1200,0.1
suite_heldout,libero_goal,margin_low__mean,0.01,12000,120,0.01
suite_heldout,libero_goal,margin_low__mean,0.03,12000,360,0.03
suite_heldout,libero_goal,margin_low__mean,0.05,12000,600,0.05
suite_heldout,libero_goal,margin_low__mean,0.1,12000,1200,0.1
suite_heldout,libero_goal,token_collapse__current,0.01,12000,120,0.01
suite_heldout,libero_goal,token_collapse__current,0.03,12000,360,0.03
suite_heldout,libero_goal,token_collapse__current,0.05,12000,600,0.05
suite_heldout,libero_goal,token_collapse__current,0.1,12000,1200,0.1
suite_heldout,libero_goal,token_collapse__mean,0.01,12000,120,0.01
suite_heldout,libero_goal,token_collapse__mean,0.03,12000,360,0.03
suite_heldout,libero_goal,token_collapse__mean,0.05,12000,600,0.05
suite_heldout,libero_goal,token_collapse__mean,0.1,12000,1200,0.1
suite_heldout,libero_goal,flow_path_high__current,0.01,12000,120,0.01
suite_heldout,libero_goal,flow_path_high__current,0.03,12000,360,0.03
suite_heldout,libero_goal,flow_path_high__current,0.05,12000,600,0.05
suite_heldout,libero_goal,flow_path_high__current,0.1,12000,1200,0.1
suite_heldout,libero_goal,flow_path_high__mean,0.01,12000,120,0.01
suite_heldout,libero_goal,flow_path_high__mean,0.03,12000,360,0.03
suite_heldout,libero_goal,flow_path_high__mean,0.05,12000,600,0.05
suite_heldout,libero_goal,flow_path_high__mean,0.1,12000,1200,0.1
suite_heldout,libero_goal,frontback_inversion__current,0.01,12000,120,0.01
suite_heldout,libero_goal,frontback_inversion__current,0.03,12000,360,0.03
suite_heldout,libero_goal,frontback_inversion__current,0.05,12000,600,0.05
suite_heldout,libero_goal,frontback_inversion__current,0.1,12000,1200,0.1
suite_heldout,libero_goal,frontback_inversion__mean,0.01,12000,120,0.01
suite_heldout,libero_goal,frontback_inversion__mean,0.03,12000,360,0.03
suite_heldout,libero_goal,frontback_inversion__mean,0.05,12000,600,0.05
suite_heldout,libero_goal,frontback_inversion__mean,0.1,12000,1200,0.1
suite_heldout,libero_goal,entropy_front_low__current,0.01,12000,120,0.01
suite_heldout,libero_goal,entropy_front_low__current,0.03,12000,360,0.03
suite_heldout,libero_goal,entropy_front_low__current,0.05,12000,600,0.05
suite_heldout,libero_goal,entropy_front_low__current,0.1,12000,1200,0.1
suite_heldout,libero_goal,entropy_front_low__mean,0.01,12000,120,0.01
suite_heldout,libero_goal,entropy_front_low__mean,0.03,12000,360,0.03
suite_heldout,libero_goal,entropy_front_low__mean,0.05,12000,600,0.05
suite_heldout,libero_goal,entropy_front_low__mean,0.1,12000,1200,0.1
suite_heldout,libero_goal,entropy_first_flow_low__current,0.01,12000,120,0.01
suite_heldout,libero_goal,entropy_first_flow_low__current,0.03,12000,360,0.03
suite_heldout,libero_goal,entropy_first_flow_low__current,0.05,12000,600,0.05
suite_heldout,libero_goal,entropy_first_flow_low__current,0.1,12000,1200,0.1
suite_heldout,libero_goal,entropy_first_flow_low__mean,0.01,12000,120,0.01
suite_heldout,libero_goal,entropy_first_flow_low__mean,0.03,12000,360,0.03
suite_heldout,libero_goal,entropy_first_flow_low__mean,0.05,12000,600,0.05
suite_heldout,libero_goal,entropy_first_flow_low__mean,0.1,12000,1200,0.1
suite_heldout,libero_goal,token_front_collapse__current,0.01,12000,120,0.01
suite_heldout,libero_goal,token_front_collapse__current,0.03,12000,360,0.03
suite_heldout,libero_goal,token_front_collapse__current,0.05,12000,600,0.05
suite_heldout,libero_goal,token_front_collapse__current,0.1,12000,1200,0.1
suite_heldout,libero_goal,token_front_collapse__mean,0.01,12000,120,0.01
suite_heldout,libero_goal,token_front_collapse__mean,0.03,12000,360,0.03
suite_heldout,libero_goal,token_front_collapse__mean,0.05,12000,600,0.05
suite_heldout,libero_goal,token_front_collapse__mean,0.1,12000,1200,0.1
suite_heldout,libero_goal,freeze__current,0.01,12000,120,0.01
suite_heldout,libero_goal,freeze__current,0.03,12000,360,0.03
suite_heldout,libero_goal,freeze__current,0.05,12000,600,0.05
suite_heldout,libero_goal,freeze__current,0.1,12000,1200,0.1
suite_heldout,libero_goal,freeze__mean,0.01,12000,120,0.01
suite_heldout,libero_goal,freeze__mean,0.03,12000,360,0.03
suite_heldout,libero_goal,freeze__mean,0.05,12000,600,0.05
suite_heldout,libero_goal,freeze__mean,0.1,12000,1200,0.1
suite_heldout,libero_goal,deviation_global__current,0.01,12000,120,0.01
suite_heldout,libero_goal,deviation_global__current,0.03,12000,360,0.03
suite_heldout,libero_goal,deviation_global__current,0.05,12000,600,0.05
suite_heldout,libero_goal,deviation_global__current,0.1,12000,1200,0.1
suite_heldout,libero_goal,deviation_global__mean,0.01,12000,120,0.01
suite_heldout,libero_goal,deviation_global__mean,0.03,12000,360,0.03
suite_heldout,libero_goal,deviation_global__mean,0.05,12000,600,0.05
suite_heldout,libero_goal,deviation_global__mean,0.1,12000,1200,0.1
suite_heldout,libero_goal,deviation_step__current,0.01,12000,120,0.01
suite_heldout,libero_goal,deviation_step__current,0.03,12000,360,0.03
suite_heldout,libero_goal,deviation_step__current,0.05,12000,600,0.05
suite_heldout,libero_goal,deviation_step__current,0.1,12000,1200,0.1
suite_heldout,libero_goal,deviation_step__mean,0.01,12000,120,0.01
suite_heldout,libero_goal,deviation_step__mean,0.03,12000,360,0.03
suite_heldout,libero_goal,deviation_step__mean,0.05,12000,600,0.05
suite_heldout,libero_goal,deviation_step__mean,0.1,12000,1200,0.1
suite_heldout,libero_goal,clock,0.01,12000,0,0.0
suite_heldout,libero_goal,clock,0.03,12000,324,0.027
suite_heldout,libero_goal,clock,0.05,12000,585,0.04875
suite_heldout,libero_goal,clock,0.1,12000,1041,0.08675
suite_heldout,libero_goal,random,0.01,12000,120,0.01
suite_heldout,libero_goal,random,0.03,12000,360,0.03
suite_heldout,libero_goal,random,0.05,12000,600,0.05
suite_heldout,libero_goal,random,0.1,12000,1199,0.09991666666666667
suite_heldout,libero_goal,v7_unlabeled_budget,0.01,12000,120,0.01
suite_heldout,libero_goal,v7_unlabeled_budget,0.03,12000,360,0.03
suite_heldout,libero_goal,v7_unlabeled_budget,0.05,12000,599,0.049916666666666665
suite_heldout,libero_goal,v7_unlabeled_budget,0.1,12000,1198,0.09983333333333333
suite_heldout,libero_long,entropy_high__current,0.01,12000,120,0.01
suite_heldout,libero_long,entropy_high__current,0.03,12000,360,0.03
suite_heldout,libero_long,entropy_high__current,0.05,12000,600,0.05
suite_heldout,libero_long,entropy_high__current,0.1,12000,1200,0.1
suite_heldout,libero_long,entropy_high__mean,0.01,12000,120,0.01
suite_heldout,libero_long,entropy_high__mean,0.03,12000,360,0.03
suite_heldout,libero_long,entropy_high__mean,0.05,12000,600,0.05
suite_heldout,libero_long,entropy_high__mean,0.1,12000,1200,0.1
suite_heldout,libero_long,entropy_low__current,0.01,12000,120,0.01
suite_heldout,libero_long,entropy_low__current,0.03,12000,360,0.03
suite_heldout,libero_long,entropy_low__current,0.05,12000,600,0.05
suite_heldout,libero_long,entropy_low__current,0.1,12000,1200,0.1
suite_heldout,libero_long,entropy_low__mean,0.01,12000,120,0.01
suite_heldout,libero_long,entropy_low__mean,0.03,12000,360,0.03
suite_heldout,libero_long,entropy_low__mean,0.05,12000,600,0.05
suite_heldout,libero_long,entropy_low__mean,0.1,12000,1200,0.1
suite_heldout,libero_long,margin_low__current,0.01,12000,120,0.01
suite_heldout,libero_long,margin_low__current,0.03,12000,360,0.03
suite_heldout,libero_long,margin_low__current,0.05,12000,600,0.05
suite_heldout,libero_long,margin_low__current,0.1,12000,1200,0.1
suite_heldout,libero_long,margin_low__mean,0.01,12000,120,0.01
suite_heldout,libero_long,margin_low__mean,0.03,12000,360,0.03
suite_heldout,libero_long,margin_low__mean,0.05,12000,600,0.05
suite_heldout,libero_long,margin_low__mean,0.1,12000,1200,0.1
suite_heldout,libero_long,token_collapse__current,0.01,12000,120,0.01
suite_heldout,libero_long,token_collapse__current,0.03,12000,360,0.03
suite_heldout,libero_long,token_collapse__current,0.05,12000,600,0.05
suite_heldout,libero_long,token_collapse__current,0.1,12000,1200,0.1
suite_heldout,libero_long,token_collapse__mean,0.01,12000,120,0.01
suite_heldout,libero_long,token_collapse__mean,0.03,12000,360,0.03
suite_heldout,libero_long,token_collapse__mean,0.05,12000,600,0.05
suite_heldout,libero_long,token_collapse__mean,0.1,12000,1200,0.1
suite_heldout,libero_long,flow_path_high__current,0.01,12000,120,0.01
suite_heldout,libero_long,flow_path_high__current,0.03,12000,360,0.03
suite_heldout,libero_long,flow_path_high__current,0.05,12000,600,0.05
suite_heldout,libero_long,flow_path_high__current,0.1,12000,1200,0.1
suite_heldout,libero_long,flow_path_high__mean,0.01,12000,120,0.01
suite_heldout,libero_long,flow_path_high__mean,0.03,12000,360,0.03
suite_heldout,libero_long,flow_path_high__mean,0.05,12000,600,0.05
suite_heldout,libero_long,flow_path_high__mean,0.1,12000,1200,0.1
suite_heldout,libero_long,frontback_inversion__current,0.01,12000,120,0.01
suite_heldout,libero_long,frontback_inversion__current,0.03,12000,360,0.03
suite_heldout,libero_long,frontback_inversion__current,0.05,12000,600,0.05
suite_heldout,libero_long,frontback_inversion__current,0.1,12000,1200,0.1
suite_heldout,libero_long,frontback_inversion__mean,0.01,12000,120,0.01
suite_heldout,libero_long,frontback_inversion__mean,0.03,12000,360,0.03
suite_heldout,libero_long,frontback_inversion__mean,0.05,12000,600,0.05
suite_heldout,libero_long,frontback_inversion__mean,0.1,12000,1200,0.1
suite_heldout,libero_long,entropy_front_low__current,0.01,12000,120,0.01
suite_heldout,libero_long,entropy_front_low__current,0.03,12000,360,0.03
suite_heldout,libero_long,entropy_front_low__current,0.05,12000,600,0.05
suite_heldout,libero_long,entropy_front_low__current,0.1,12000,1200,0.1
suite_heldout,libero_long,entropy_front_low__mean,0.01,12000,120,0.01
suite_heldout,libero_long,entropy_front_low__mean,0.03,12000,360,0.03
suite_heldout,libero_long,entropy_front_low__mean,0.05,12000,600,0.05
