setting,method,checkpoint,scope,eligible_episodes,scored_episodes,overall_coverage,eligible_score_coverage,scored_failures,scored_successes,failure_coverage,auc,ap,task_macro_auc,task_macro_ap,macro_tasks
cohort_transfer,token_collapse__current,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.49179909572113106,0.06394399647414517,0.4393416811146363,0.09946515672628428,10
cohort_transfer,token_collapse__current,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.3803794793779581,0.24710282565135305,0.40327741181561155,0.49943222477681526,19
cohort_transfer,token_collapse__current,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.7110761582206695,0.11100268469339761,0.6193973819627161,0.10379550795347421,10
cohort_transfer,token_collapse__current,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.45253831417624524,0.7612078537336054,0.3594290921496804,0.72177757888068,15
cohort_transfer,token_collapse__current,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.5606382433957715,0.0837026535777,0.49370408016896405,0.1325242506019088,10
cohort_transfer,token_collapse__current,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.538409555169365,0.0334707044299762,0.5562399544739137,0.23113016685825022,26
cohort_transfer,token_collapse__current,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.7721882334042495,0.40607312033016624,0.670319044398381,0.2405967203032689,10
cohort_transfer,token_collapse__current,safe_task_min_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.3797184365376993,0.018674543990628775,0.2937011872463765,0.031189674911944,26
cohort_transfer,token_collapse__current,safe_task_min_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.7331500679776359,0.20585035750254152,0.45361866992959987,0.09901398663689959,10
cohort_transfer,token_collapse__current,full_rollout_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.515757645050154,0.050488755639844445,0.6316202001730276,0.43654664663476683,26
cohort_transfer,token_collapse__current,full_rollout_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.7405183931418989,0.20869282304215236,0.4817832881971575,0.12483718371643004,10
cohort_transfer,token_collapse__mean,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.4993408335619988,0.025136946548433202,0.47439839798836203,0.03387742719444212,26
cohort_transfer,token_collapse__mean,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.5824400249186031,0.09429379531251869,0.5435934424328306,0.09045734197818242,10
cohort_transfer,token_collapse__mean,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.44978993261989697,0.0214583058104161,0.4605698346097794,0.03314604679917537,26
cohort_transfer,token_collapse__mean,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.6040381066563231,0.0811247929070127,0.47544263392400943,0.0772622248253738,10
cohort_transfer,token_collapse__mean,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.44898215217102805,0.022543545311027348,0.3533441719850477,0.030220205802360102,26
cohort_transfer,token_collapse__mean,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.8034618639585317,0.3266333904391101,0.5568385932734731,0.22342106363782982,10
cohort_transfer,token_collapse__mean,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.3779374548567454,0.03539096003840213,0.33176410163629627,0.19655960374880682,22
cohort_transfer,token_collapse__mean,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.7993832058018031,0.32804058631213856,0.4727879854346881,0.18871849356746878,10
cohort_transfer,token_collapse__mean,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.2526474814063556,0.17651140856478,0.32011343241173307,0.49172057601778524,19
cohort_transfer,token_collapse__mean,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.8053965989432459,0.29928745092495,0.537099953840052,0.20067673112228807,10
cohort_transfer,token_collapse__mean,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.2025862068965517,0.573465751322706,0.34710137901314375,0.6978172445463557,15
cohort_transfer,token_collapse__mean,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.8175198484243946,0.2807349487839902,0.4787850422080333,0.21049110738803473,10
cohort_transfer,token_collapse__mean,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.4328662459221318,0.02094382213876002,0.3546769861124641,0.17834962612316446,26
cohort_transfer,token_collapse__mean,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.7580740584019966,0.38350444744507106,0.46351846543013675,0.19845488088967983,10
cohort_transfer,token_collapse__mean,safe_task_min_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.4548410012500381,0.02218449823838925,0.4176201944420693,0.02885027910515705,26
cohort_transfer,token_collapse__mean,safe_task_min_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.6607333160940482,0.10749007592333287,0.5639747440456568,0.09312105665589315,10
cohort_transfer,token_collapse__mean,full_rollout_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.4668599652428428,0.023418176787609442,0.4811289922003272,0.0749169675122647,26
cohort_transfer,token_collapse__mean,full_rollout_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.6647747530668296,0.10834961057772889,0.5664428947943471,0.09413632909068843,10
cohort_transfer,token_collapse__max,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.4993408335619988,0.025136946548433202,0.47439839798836203,0.03387742719444212,26
cohort_transfer,token_collapse__max,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.5824400249186031,0.09429379531251869,0.5435934424328306,0.09045734197818242,10
cohort_transfer,token_collapse__max,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.4361837251135705,0.02091270985384755,0.4422529789440652,0.041483873667540326,26
cohort_transfer,token_collapse__max,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.647989958116373,0.09690756182339663,0.5305041129517687,0.08249164525732607,10
cohort_transfer,token_collapse__max,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.4630524015715225,0.028373326651761073,0.358769663198099,0.032142095441886245,26
cohort_transfer,token_collapse__max,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.7044686969843005,0.1380377403610172,0.552754359628587,0.11161115471261429,10
cohort_transfer,token_collapse__max,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.3130692062812659,0.03619849286601264,0.3063928307727456,0.2036585460325269,22
cohort_transfer,token_collapse__max,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.728640917443414,0.20480135007408873,0.503172796354472,0.1009606266198482,10
cohort_transfer,token_collapse__max,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.2335594151453685,0.19741606904970724,0.32904471233924387,0.453454198707656,19
cohort_transfer,token_collapse__max,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.6929381439224783,0.18119425082856155,0.45007227269033967,0.0979000102893695,10
cohort_transfer,token_collapse__max,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.29323116219667944,0.7007899357451958,0.5062102576073164,0.7597247851957937,15
cohort_transfer,token_collapse__max,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.6986810745993509,0.1919149650396107,0.44347034393396373,0.10083578109912864,10
cohort_transfer,token_collapse__max,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5810282325680661,0.08941142925964835,0.688962533952518,0.30544803228437445,26
cohort_transfer,token_collapse__max,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.7935904141738268,0.2538781118739473,0.5530885441765346,0.13204314840166623,10
cohort_transfer,flow_path_high__current,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5343347358151164,0.03040979462590175,0.5481660336044515,0.04304709171799167,26
cohort_transfer,flow_path_high__current,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.5074197491684004,0.06666604746163748,0.5780325328232669,0.08315374031249444,10
cohort_transfer,flow_path_high__current,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5560933260160371,0.03430760557338242,0.5290474383842884,0.04688949678815103,26
cohort_transfer,flow_path_high__current,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.3791330206753882,0.05012093511716017,0.5326668691070319,0.07667639328921982,10
cohort_transfer,flow_path_high__current,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.6213272760379857,0.04429755325388633,0.7559313539531575,0.1968779658147654,26
cohort_transfer,flow_path_high__current,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.24182603210425066,0.053735217284526224,0.5933447915290445,0.10744916693469644,10
cohort_transfer,flow_path_high__current,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.6769326663278136,0.1149108567047769,0.6274297247540779,0.358771700909863,22
cohort_transfer,flow_path_high__current,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.6537891165258138,0.09610787258608357,0.6505950269796479,0.11323980867793229,10
cohort_transfer,flow_path_high__current,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.8084896889790399,0.6920374921532199,0.6384404494864067,0.6964071152260607,19
cohort_transfer,flow_path_high__current,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.3465641659981268,0.04812714323674795,0.5465847848013221,0.11492389389354599,10
cohort_transfer,flow_path_high__current,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.7119093231162197,0.8976722181928685,0.6255431061313413,0.7721541961720002,15
cohort_transfer,flow_path_high__current,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.4862207874506323,0.07531644302922183,0.5947709579875513,0.2137495678096395,10
cohort_transfer,flow_path_high__current,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5924750754596176,0.06945576165457172,0.6446267937288479,0.28666691427756696,26
cohort_transfer,flow_path_high__current,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.34491597807476365,0.06966972150401628,0.6350694863383414,0.22149703779577828,10
cohort_transfer,flow_path_high__current,safe_task_min_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.569524680630507,0.04187415233502669,0.610572615851267,0.14434548575626044,26
cohort_transfer,flow_path_high__current,safe_task_min_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.33063234873506747,0.04816891122939986,0.5371522735737925,0.1337053052377195,10
cohort_transfer,flow_path_high__current,full_rollout_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.7320930516174273,0.2282950118600429,0.9433416855624139,0.5083132706345297,26
cohort_transfer,flow_path_high__current,full_rollout_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.5065146866955816,0.09450723855510434,0.762144944709646,0.34355853303082906,10
cohort_transfer,flow_path_high__mean,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5343347358151164,0.03040979462590175,0.5481660336044515,0.04304709171799167,26
cohort_transfer,flow_path_high__mean,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.5074197491684004,0.06666604746163748,0.5780325328232669,0.08315374031249444,10
cohort_transfer,flow_path_high__mean,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5535790725326991,0.03423409367526712,0.5975398661857437,0.04737424977811929,26
cohort_transfer,flow_path_high__mean,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.43722990154017344,0.05594185718377064,0.5489179514715239,0.08132859393966105,10
cohort_transfer,flow_path_high__mean,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.5634926562495177,0.04848255493376121,0.7262029875367225,0.16600759487167105,26
cohort_transfer,flow_path_high__mean,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.2598885911194173,0.04280521356140898,0.533633734071088,0.08923242147554017,10
cohort_transfer,flow_path_high__mean,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.6227340092560392,0.18238742924351434,0.755122668662435,0.4829191086940732,22
cohort_transfer,flow_path_high__mean,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.2785839102616845,0.052116223605007575,0.6521872565205661,0.16971680919881232,10
cohort_transfer,flow_path_high__mean,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.7681583840432725,0.6981454143357041,0.7191855829503673,0.7602984966301681,19
cohort_transfer,flow_path_high__mean,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.2960018020937484,0.06821510633355898,0.6823254129811944,0.19470329042595996,10
cohort_transfer,flow_path_high__mean,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.8043422733077905,0.91389800755401,0.6588854772678302,0.8701112719210552,15
cohort_transfer,flow_path_high__mean,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.2689688207443506,0.05701050346053178,0.7009863313761666,0.3109064383460919,10
cohort_transfer,flow_path_high__mean,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.6094774230921675,0.04337487760362252,0.7456501903771973,0.359995264871131,26
cohort_transfer,flow_path_high__mean,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.37427271765577064,0.10155472006911116,0.7684014487235797,0.44265518702509443,10
cohort_transfer,flow_path_high__mean,safe_task_min_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5556608433183938,0.0329525680476393,0.667308670163661,0.1104119700966905,26
cohort_transfer,flow_path_high__mean,safe_task_min_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.45854245761682555,0.06132853393851483,0.694436653187819,0.1503710961983253,10
cohort_transfer,flow_path_high__mean,full_rollout_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.6434225128814903,0.07805439900647014,0.8805386833124569,0.4572137636486262,26
cohort_transfer,flow_path_high__mean,full_rollout_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.6186229337345385,0.13517637264390264,0.8721906722126009,0.45188336272631824,10
cohort_transfer,flow_path_high__max,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5343347358151164,0.03040979462590175,0.5481660336044515,0.04304709171799167,26
cohort_transfer,flow_path_high__max,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.5074197491684004,0.06666604746163748,0.5780325328232669,0.08315374031249444,10
cohort_transfer,flow_path_high__max,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5473634866916675,0.033491259537278814,0.5472858601368504,0.0416000309440061,26
cohort_transfer,flow_path_high__max,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.5237314432807927,0.06819350511556414,0.573017581377909,0.08252254464923552,10
cohort_transfer,flow_path_high__max,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.5624578340025369,0.04111393745029523,0.6143467894608362,0.13702393180046377,26
cohort_transfer,flow_path_high__max,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.250924652569633,0.053134337950259146,0.45041030888717604,0.08236076012944071,10
cohort_transfer,flow_path_high__max,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.6063995077713277,0.11179322889619518,0.6158986501478217,0.3392014036909463,22
cohort_transfer,flow_path_high__max,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.3254169752106915,0.05318141872533815,0.45507267301954146,0.11498915709710981,10
cohort_transfer,flow_path_high__max,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.736143509127789,0.6472611569848921,0.6374144979400964,0.6084157135917132,19
cohort_transfer,flow_path_high__max,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.29742450768458617,0.04635338744641318,0.4437815576418697,0.12449814446775713,10
cohort_transfer,flow_path_high__max,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.8186143039591316,0.9262434394830086,0.6792537228566641,0.8316301677753284,15
cohort_transfer,flow_path_high__max,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.2747830595484737,0.048451509072805536,0.52459681938902,0.14104359174441722,10
cohort_transfer,flow_path_high__max,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.663467483764749,0.09057315322749113,0.8615828998348258,0.4075319478623201,26
cohort_transfer,flow_path_high__max,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.54950270539237,0.10633811233414095,0.800354535181605,0.4384194943075787,10
cohort_transfer,frontback_inversion__current,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5076150187505717,0.02999563248861501,0.5246089303482553,0.04894283879264653,26
cohort_transfer,frontback_inversion__current,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.5157597431346506,0.06893573521154031,0.4938194471428963,0.08734964535247204,10
cohort_transfer,frontback_inversion__current,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.6009975913899814,0.036269118242077035,0.5551458842830035,0.05289043649789629,26
cohort_transfer,frontback_inversion__current,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.529547743024946,0.06633036959524483,0.4713793421948479,0.07589529340173648,10
cohort_transfer,frontback_inversion__current,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.6859768160312576,0.052489265199798706,0.7571185952775381,0.20737986854734422,26
cohort_transfer,frontback_inversion__current,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.2758217066108741,0.055336975436442316,0.6173476339603947,0.10142651577781969,10
cohort_transfer,frontback_inversion__current,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.7571793156951392,0.1367447962422813,0.656074955803565,0.43734437149073896,22
cohort_transfer,frontback_inversion__current,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.5583608574193574,0.09675710925195317,0.6471193343887165,0.1283108406042707,10
cohort_transfer,frontback_inversion__current,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.8300498647734956,0.6952866139919861,0.6514634461930653,0.7069438998289016,19
cohort_transfer,frontback_inversion__current,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.4013699469251775,0.05337066495772421,0.552496190825454,0.12066694010180949,10
cohort_transfer,frontback_inversion__current,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.6335568326947637,0.8585549793070039,0.7305333800186742,0.8267960539159535,15
cohort_transfer,frontback_inversion__current,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.4203235917273517,0.06766626337381877,0.6158439991236399,0.23257613802532787,10
cohort_transfer,frontback_inversion__current,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.674758681667124,0.09296169443228328,0.680496995376354,0.2775586301295271,26
cohort_transfer,frontback_inversion__current,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.3338681429763626,0.11845901759230257,0.6164115235815733,0.2569705559813615,10
cohort_transfer,frontback_inversion__current,safe_task_min_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.6575759931705235,0.05659393442380692,0.6824938374407701,0.15628551775526484,26
cohort_transfer,frontback_inversion__current,safe_task_min_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.4237440788932379,0.07434503845054992,0.6185128130371859,0.20752839883730548,10
cohort_transfer,frontback_inversion__current,full_rollout_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.8576023659257904,0.36908072698186367,0.9248174672288587,0.46807072111502684,26
cohort_transfer,frontback_inversion__current,full_rollout_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.5990352856823818,0.22931648717069555,0.8463883770323413,0.4619440437105061,10
cohort_transfer,frontback_inversion__mean,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5076150187505717,0.02999563248861501,0.5246089303482553,0.04894283879264653,26
cohort_transfer,frontback_inversion__mean,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.5157597431346506,0.06893573521154031,0.4938194471428963,0.08734964535247204,10
cohort_transfer,frontback_inversion__mean,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5425235525473338,0.0347717821977223,0.600365456148091,0.05374991948835425,26
cohort_transfer,frontback_inversion__mean,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.5396386018939706,0.0693793688212733,0.48899534362920266,0.08175949866660824,10
cohort_transfer,frontback_inversion__mean,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.5805127508741825,0.048100986979951986,0.7119235243697163,0.17512523239408515,26
cohort_transfer,frontback_inversion__mean,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.3851070206988963,0.051040200702475946,0.5549401651817868,0.09158048641854796,10
cohort_transfer,frontback_inversion__mean,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.7537144538669377,0.1650514766274116,0.741008581394341,0.4460395449290331,22
cohort_transfer,frontback_inversion__mean,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.2770916346368584,0.060905687439723896,0.6382918226271275,0.15417117408993603,10
cohort_transfer,frontback_inversion__mean,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.834512339418526,0.7685469115234665,0.7254169206375091,0.770995090143878,19
cohort_transfer,frontback_inversion__mean,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.31684493299451866,0.07978799457146969,0.6877803455609892,0.2667942444770671,10
cohort_transfer,frontback_inversion__mean,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.803639846743295,0.9248297782560979,0.7136800617682971,0.8949708094889901,15
cohort_transfer,frontback_inversion__mean,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.3051728589198958,0.06942375011271558,0.701040397932784,0.3373825473344898,10
cohort_transfer,frontback_inversion__mean,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.6710265556876734,0.05810487655483827,0.7606931487878723,0.3725967786811898,26
cohort_transfer,frontback_inversion__mean,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.3687199047137691,0.10379551167312666,0.7479652528053891,0.4842349026311482,10
cohort_transfer,frontback_inversion__mean,safe_task_min_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5527430714351047,0.034676912684715774,0.6665978232930814,0.1282455449004512,26
cohort_transfer,frontback_inversion__mean,safe_task_min_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.5435311541309638,0.07865860258217487,0.6421641727507317,0.1707079903159336,10
cohort_transfer,frontback_inversion__mean,full_rollout_prefixmax,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.724119028019147,0.09237673424333014,0.8413122852516278,0.4541562929233555,26
cohort_transfer,frontback_inversion__mean,full_rollout_prefixmax,long,4000,4000,1.0,1.0,274,3726,1.0,0.6942632360489126,0.1519324822696128,0.8540296478474371,0.4373046872249323,10
cohort_transfer,frontback_inversion__max,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5076150187505717,0.02999563248861501,0.5246089303482553,0.04894283879264653,26
cohort_transfer,frontback_inversion__max,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.5157597431346506,0.06893573521154031,0.4938194471428963,0.08734964535247204,10
cohort_transfer,frontback_inversion__max,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5371948839903655,0.03368671152488646,0.5718425863607672,0.04780400382866319,26
cohort_transfer,frontback_inversion__max,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.5594334152199381,0.08573948827678665,0.49494297308783064,0.08355599212655736,10
cohort_transfer,frontback_inversion__max,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.5978993386149493,0.04889666801283884,0.6475364327192565,0.13299529743003624,26
cohort_transfer,frontback_inversion__max,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.33284064239845473,0.05797055426854866,0.5385485095335529,0.08996163331055705,10
cohort_transfer,frontback_inversion__max,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.6741515743292047,0.11563735955149257,0.6518247828967823,0.36398656692372655,22
cohort_transfer,frontback_inversion__max,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.32531755546935914,0.08323087612043902,0.5657370861840623,0.16317333700164152,10
cohort_transfer,frontback_inversion__max,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.7637339418526031,0.5406001617188116,0.6159357302103169,0.6148716456234029,19
cohort_transfer,frontback_inversion__max,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.38428512996020375,0.08083541090593593,0.5821530499119454,0.1742816937452391,10
cohort_transfer,frontback_inversion__max,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.7401660280970626,0.8844272323455443,0.6089403325432737,0.7916003869180587,15
cohort_transfer,frontback_inversion__max,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.37071319906886835,0.0792336804627618,0.5906291500039889,0.21754914756292648,10
cohort_transfer,frontback_inversion__max,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.780656422451904,0.1484186863534165,0.8771292567756218,0.3821436847411462,26
cohort_transfer,frontback_inversion__max,retrospective_half,long,4000,4000,1.0,1.0,274,3726,1.0,0.5823538284926204,0.21296648098183824,0.8202413926478058,0.5071932291909279,10
cohort_transfer,entropy_front_low__current,q0,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5203115948656971,0.026168463652096713,0.47337407681261545,0.04051245506344879,26
cohort_transfer,entropy_front_low__current,q0,long,4000,4000,1.0,1.0,274,3726,1.0,0.4983382700377305,0.0637135051194069,0.49079665838977177,0.09742201643327209,10
cohort_transfer,entropy_front_low__current,q3,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5481281441507363,0.030549435205496852,0.4684643009114508,0.034010347991864476,26
cohort_transfer,entropy_front_low__current,q3,long,4000,4000,1.0,1.0,274,3726,1.0,0.30188192265046176,0.04848977468134004,0.5113394525783431,0.08069331749484386,10
cohort_transfer,entropy_front_low__current,q7,standard_3_suites,11463,11463,0.9881896551724138,1.0,290,11173,1.0,0.6059356453519414,0.04061308242018385,0.6897092610069318,0.13876795344819517,26
cohort_transfer,entropy_front_low__current,q7,long,4000,4000,1.0,1.0,274,3726,1.0,0.46832869048038833,0.05918913238008075,0.5521733747463755,0.1453975714984113,10
cohort_transfer,entropy_front_low__current,q11,standard_3_suites,6735,6735,0.5806034482758621,1.0,290,6445,1.0,0.651029132446965,0.06697050712856,0.48481985341347456,0.23132159421424453,22
cohort_transfer,entropy_front_low__current,q11,long,4000,4000,1.0,1.0,274,3726,1.0,0.7114785233768626,0.11952221523872028,0.5821802877914855,0.0743517164428687,10
cohort_transfer,entropy_front_low__current,q15,standard_3_suites,1106,1106,0.0953448275862069,1.0,290,816,1.0,0.7480687964841108,0.5116970390166241,0.5737594929727848,0.5850938055072643,19
cohort_transfer,entropy_front_low__current,q15,long,3968,3968,0.992,1.0,274,3694,1.0,0.3614882488470157,0.049972532234160434,0.6310722463307931,0.12263589981033114,10
cohort_transfer,entropy_front_low__current,q19,standard_3_suites,398,398,0.03431034482758621,1.0,290,108,1.0,0.7384578544061303,0.8772592673753904,0.5995613074289545,0.7570096737172186,15
cohort_transfer,entropy_front_low__current,q19,long,3695,3695,0.92375,1.0,274,3421,1.0,0.5888821085737086,0.11130654939351857,0.6040426158578913,0.12411161342293611,10
cohort_transfer,entropy_front_low__current,retrospective_half,standard_3_suites,11600,11600,1.0,1.0,290,11310,1.0,0.5744265069056983,0.06398267754415642,0.602056601637188,0.19470748433905666,26
