setting,method,scope,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,alarm_rate,t_det,median_lead_detected,tp_lead0,recall_lead0,tp_lead2,recall_lead2,tp_lead4,recall_lead4,tp_lead8,recall_lead8
cohort_transfer,entropy_low__mean,standard_3_suites,11600,290,11310,36,432,0.12413793103448276,0.03819628647214854,0.07692307692307693,0.5429708222811671,0.040344827586206895,0.9389162561576354,11.0,36,0.12413793103448276,26,0.0896551724137931,22,0.07586206896551724,22,0.07586206896551724
cohort_transfer,entropy_low__mean,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,margin_low__current,all,15600,564,15036,14,421,0.024822695035460994,0.027999467943602023,0.03218390804597701,0.49841161354592955,0.027884615384615386,0.981990179295,27.0,14,0.024822695035460994,14,0.024822695035460994,14,0.024822695035460994,14,0.024822695035460994
cohort_transfer,margin_low__current,standard_3_suites,11600,290,11310,5,401,0.017241379310344827,0.0354553492484527,0.012315270935960592,0.490893015030946,0.035,0.9857312722948869,25.0,5,0.017241379310344827,5,0.017241379310344827,5,0.017241379310344827,5,0.017241379310344827
cohort_transfer,margin_low__current,long,4000,274,3726,9,20,0.032846715328467155,0.005367686527106817,0.3103448275862069,0.5137395144006801,0.00725,0.9780306283097179,35.0,9,0.032846715328467155,9,0.032846715328467155,9,0.032846715328467155,9,0.032846715328467155
cohort_transfer,margin_low__mean,all,15600,564,15036,12,460,0.02127659574468085,0.030593242883745677,0.025423728813559324,0.49534167643046756,0.030256410256410255,0.9790291024700416,29.0,12,0.02127659574468085,12,0.02127659574468085,12,0.02127659574468085,12,0.02127659574468085
cohort_transfer,margin_low__mean,standard_3_suites,11600,290,11310,10,412,0.034482758620689655,0.03642793987621574,0.023696682464454975,0.499027409372237,0.03637931034482759,0.9661117717003567,29.0,10,0.034482758620689655,10,0.034482758620689655,10,0.034482758620689655,10,0.034482758620689655
cohort_transfer,margin_low__mean,long,4000,274,3726,2,48,0.0072992700729927005,0.01288244766505636,0.04,0.49720841120396825,0.0125,0.9927007299270073,51.0,2,0.0072992700729927005,2,0.0072992700729927005,2,0.0072992700729927005,2,0.0072992700729927005
cohort_transfer,token_collapse__current,all,15600,564,15036,40,389,0.07092198581560284,0.025871242351689278,0.09324009324009325,0.5225253717319568,0.0275,0.9691082296889845,10.0,40,0.07092198581560284,40,0.07092198581560284,39,0.06914893617021277,39,0.06914893617021277
cohort_transfer,token_collapse__current,standard_3_suites,11600,290,11310,39,389,0.13448275862068965,0.03439434129089301,0.0911214953271028,0.5500442086648983,0.03689655172413793,0.9428282027568591,10.0,39,0.13448275862068965,39,0.13448275862068965,38,0.1310344827586207,38,0.1310344827586207
cohort_transfer,token_collapse__current,long,4000,274,3726,1,0,0.0036496350364963502,0.0,1.0,0.5018248175182481,0.00025,0.9969228567339343,43.0,1,0.0036496350364963502,1,0.0036496350364963502,1,0.0036496350364963502,1,0.0036496350364963502
cohort_transfer,token_collapse__mean,all,15600,564,15036,51,358,0.09042553191489362,0.023809523809523808,0.12469437652811736,0.533308004052685,0.02621794871794872,0.9095744680851063,51.0,51,0.09042553191489362,51,0.09042553191489362,51,0.09042553191489362,51,0.09042553191489362
cohort_transfer,token_collapse__mean,standard_3_suites,11600,290,11310,0,38,0.0,0.0033598585322723255,0.0,0.49832007073386386,0.0032758620689655174,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_collapse__mean,long,4000,274,3726,51,320,0.18613138686131386,0.08588298443370908,0.13746630727762804,0.5501242012138025,0.09275,0.8138686131386861,51.0,51,0.18613138686131386,51,0.18613138686131386,51,0.18613138686131386,51,0.18613138686131386
cohort_transfer,flow_path_high__current,all,15600,564,15036,121,389,0.21453900709219859,0.025871242351689278,0.2372549019607843,0.5943338823702546,0.032692307692307694,0.9052916674944208,9.0,121,0.21453900709219859,118,0.20921985815602837,115,0.20390070921985815,91,0.16134751773049646
cohort_transfer,flow_path_high__current,standard_3_suites,11600,290,11310,120,376,0.41379310344827586,0.03324491600353669,0.24193548387096775,0.6902740937223696,0.04275862068965517,0.817296113847838,9.0,120,0.41379310344827586,117,0.40344827586206894,114,0.3931034482758621,90,0.3103448275862069
cohort_transfer,flow_path_high__current,long,4000,274,3726,1,13,0.0036496350364963502,0.003488996242619431,0.07142857142857142,0.5000803193969384,0.0035,0.9984256476313152,22.0,1,0.0036496350364963502,1,0.0036496350364963502,1,0.0036496350364963502,1,0.0036496350364963502
cohort_transfer,flow_path_high__mean,all,15600,564,15036,70,450,0.12411347517730496,0.029928172386272944,0.1346153846153846,0.547092651395516,0.03333333333333333,0.9542384329618372,4.5,70,0.12411347517730496,57,0.10106382978723404,44,0.07801418439716312,23,0.040780141843971635
cohort_transfer,flow_path_high__mean,standard_3_suites,11600,290,11310,70,450,0.2413793103448276,0.03978779840848806,0.1346153846153846,0.6007957559681698,0.04482758620689655,0.9110016420361249,4.5,70,0.2413793103448276,57,0.19655172413793104,44,0.15172413793103448,23,0.07931034482758621
cohort_transfer,flow_path_high__mean,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,frontback_inversion__current,all,15600,564,15036,190,354,0.33687943262411346,0.023543495610534718,0.3492647058823529,0.6566679685067894,0.03487179487179487,0.8604325238695788,10.0,190,0.33687943262411346,186,0.32978723404255317,176,0.3120567375886525,138,0.24468085106382978
cohort_transfer,frontback_inversion__current,standard_3_suites,11600,290,11310,159,319,0.5482758620689655,0.028205128205128206,0.33263598326359833,0.7600353669319186,0.04120689655172414,0.7683219145763736,10.0,159,0.5482758620689655,157,0.5413793103448276,149,0.5137931034482759,115,0.39655172413793105
cohort_transfer,frontback_inversion__current,long,4000,274,3726,31,35,0.11313868613138686,0.00939345142243693,0.4696969696969697,0.5518726173544749,0.0165,0.9579218548733363,19.0,31,0.11313868613138686,29,0.10583941605839416,27,0.09854014598540146,23,0.08394160583941605
cohort_transfer,frontback_inversion__mean,all,15600,564,15036,54,372,0.09574468085106383,0.024740622505985636,0.1267605633802817,0.5355020291725391,0.027307692307692307,0.9545522184309173,6.0,54,0.09574468085106383,45,0.0797872340425532,39,0.06914893617021277,25,0.044326241134751775
cohort_transfer,frontback_inversion__mean,standard_3_suites,11600,290,11310,54,372,0.18620689655172415,0.03289124668435013,0.1267605633802817,0.576657824933687,0.03672413793103448,0.9116119006725427,6.0,54,0.18620689655172415,45,0.15517241379310345,39,0.13448275862068965,25,0.08620689655172414
cohort_transfer,frontback_inversion__mean,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__current,all,15600,564,15036,58,435,0.10283687943262411,0.028930566640063847,0.11764705882352941,0.5369531563962802,0.0316025641025641,0.9560114826072272,10.0,58,0.10283687943262411,56,0.09929078014184398,52,0.09219858156028368,44,0.07801418439716312
cohort_transfer,entropy_front_low__current,standard_3_suites,11600,290,11310,58,433,0.2,0.03828470380194518,0.11812627291242363,0.5808576480990274,0.04232758620689655,0.9144499178981939,10.0,58,0.2,56,0.19310344827586207,52,0.1793103448275862,44,0.15172413793103448
cohort_transfer,entropy_front_low__current,long,4000,274,3726,0,2,0.0,0.0005367686527106817,0.0,0.49973161567364466,0.0005,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_front_low__mean,all,15600,564,15036,5,585,0.008865248226950355,0.03890662410215483,0.00847457627118644,0.4849793120623978,0.03782051282051282,0.9911347517730497,21.0,5,0.008865248226950355,5,0.008865248226950355,5,0.008865248226950355,5,0.008865248226950355
cohort_transfer,entropy_front_low__mean,standard_3_suites,11600,290,11310,5,585,0.017241379310344827,0.05172413793103448,0.00847457627118644,0.48275862068965514,0.05086206896551724,0.9827586206896551,21.0,5,0.017241379310344827,5,0.017241379310344827,5,0.017241379310344827,5,0.017241379310344827
cohort_transfer,entropy_front_low__mean,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_first_flow_low__current,all,15600,564,15036,107,461,0.18971631205673758,0.03065974993349295,0.18838028169014084,0.5795282810616224,0.03641025641025641,0.9181770422905174,9.0,107,0.18971631205673758,105,0.18617021276595744,98,0.17375886524822695,75,0.13297872340425532
cohort_transfer,entropy_first_flow_low__current,standard_3_suites,11600,290,11310,107,461,0.3689655172413793,0.04076038903625111,0.18838028169014084,0.6641025641025641,0.04896551724137931,0.8408684546615581,9.0,107,0.3689655172413793,105,0.3620689655172414,98,0.33793103448275863,75,0.25862068965517243
cohort_transfer,entropy_first_flow_low__current,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,entropy_first_flow_low__mean,all,15600,564,15036,86,459,0.1524822695035461,0.030526735833998404,0.1577981651376147,0.5609777668347738,0.03493589743589744,0.9364235055724417,7.0,86,0.1524822695035461,80,0.14184397163120568,67,0.11879432624113476,36,0.06382978723404255
cohort_transfer,entropy_first_flow_low__mean,standard_3_suites,11600,290,11310,86,459,0.296551724137931,0.040583554376657824,0.1577981651376147,0.6279840848806366,0.04698275862068965,0.8763546798029557,7.0,86,0.296551724137931,80,0.27586206896551724,67,0.23103448275862068,36,0.12413793103448276
cohort_transfer,entropy_first_flow_low__mean,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__current,all,15600,564,15036,2,650,0.0035460992907801418,0.04322958233572759,0.003067484662576687,0.48015825847752625,0.0417948717948718,0.9970041574957204,24.5,2,0.0035460992907801418,2,0.0035460992907801418,2,0.0035460992907801418,2,0.0035460992907801418
cohort_transfer,token_front_collapse__current,standard_3_suites,11600,290,11310,2,650,0.006896551724137931,0.05747126436781609,0.003067484662576687,0.4747126436781609,0.05620689655172414,0.9941736028537456,24.5,2,0.006896551724137931,2,0.006896551724137931,2,0.006896551724137931,2,0.006896551724137931
cohort_transfer,token_front_collapse__current,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__mean,all,15600,564,15036,0,449,0.0,0.02986166533652567,0.0,0.48506916733173716,0.02878205128205128,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__mean,standard_3_suites,11600,290,11310,0,449,0.0,0.03969938107869142,0.0,0.4801503094606543,0.038706896551724136,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,token_front_collapse__mean,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,freeze__current,all,15600,564,15036,370,93,0.6560283687943262,0.006185155626496409,0.7991360691144709,0.8249216065839149,0.02967948717948718,0.8007354948718435,14.0,370,0.6560283687943262,326,0.5780141843971631,282,0.5,215,0.38120567375886527
cohort_transfer,freeze__current,standard_3_suites,11600,290,11310,166,28,0.5724137931034483,0.002475685234305924,0.8556701030927835,0.7849690539345712,0.016724137931034482,0.8936684093640097,4.0,166,0.5724137931034483,127,0.4379310344827586,89,0.30689655172413793,30,0.10344827586206896
cohort_transfer,freeze__current,long,4000,274,3726,204,65,0.7445255474452555,0.017444981213097156,0.758364312267658,0.8635402831160791,0.06725,0.7023758408472879,19.0,204,0.7445255474452555,199,0.7262773722627737,193,0.7043795620437956,185,0.6751824817518248
cohort_transfer,freeze__mean,all,15600,564,15036,256,242,0.45390070921985815,0.016094706038840115,0.5140562248995983,0.718903001590509,0.03192307692307692,0.8264230313739038,13.0,256,0.45390070921985815,224,0.3971631205673759,197,0.34929078014184395,179,0.3173758865248227
cohort_transfer,freeze__mean,standard_3_suites,11600,290,11310,79,137,0.27241379310344827,0.0121131741821397,0.36574074074074076,0.6301503094606543,0.018620689655172412,0.9527540280215668,2.0,79,0.27241379310344827,52,0.1793103448275862,29,0.1,22,0.07586206896551724
cohort_transfer,freeze__mean,long,4000,274,3726,177,105,0.6459854014598541,0.02818035426731079,0.6276595744680851,0.8089025235962717,0.0705,0.6927150422212681,16.0,177,0.6459854014598541,172,0.6277372262773723,168,0.6131386861313869,157,0.572992700729927
cohort_transfer,deviation_global__current,all,15600,564,15036,64,477,0.11347517730496454,0.03172386272944932,0.11829944547134935,0.5408756572877575,0.03467948717948718,0.9433673553658304,11.0,64,0.11347517730496454,63,0.11170212765957446,61,0.10815602836879433,56,0.09929078014184398
cohort_transfer,deviation_global__current,standard_3_suites,11600,290,11310,57,450,0.19655172413793104,0.03978779840848806,0.11242603550295859,0.5783819628647215,0.04370689655172414,0.9000012582652297,10.0,57,0.19655172413793104,57,0.19655172413793104,56,0.19310344827586207,51,0.17586206896551723
cohort_transfer,deviation_global__current,long,4000,274,3726,7,27,0.025547445255474453,0.007246376811594203,0.20588235294117646,0.5091505342219401,0.0085,0.9892657793044225,22.0,7,0.025547445255474453,6,0.021897810218978103,5,0.01824817518248175,5,0.01824817518248175
cohort_transfer,deviation_global__mean,all,15600,564,15036,27,463,0.047872340425531915,0.0307927640329875,0.05510204081632653,0.5085397881962722,0.03141025641025641,0.9707868963188112,14.0,27,0.047872340425531915,23,0.040780141843971635,21,0.03723404255319149,19,0.03368794326241135
cohort_transfer,deviation_global__mean,standard_3_suites,11600,290,11310,27,463,0.09310344827586207,0.040937223695844384,0.05510204081632653,0.5260831122900089,0.04224137931034483,0.9431855500821018,14.0,27,0.09310344827586207,23,0.07931034482758621,21,0.07241379310344828,19,0.06551724137931035
cohort_transfer,deviation_global__mean,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,deviation_step__current,all,15600,564,15036,124,405,0.2198581560283688,0.02693535514764565,0.23440453686200377,0.5964614004403616,0.03391025641025641,0.9233381377332869,9.0,124,0.2198581560283688,108,0.19148936170212766,102,0.18085106382978725,74,0.13120567375886524
cohort_transfer,deviation_step__current,standard_3_suites,11600,290,11310,95,354,0.3275862068965517,0.03129973474801061,0.21158129175946547,0.6481432360742705,0.038706896551724136,0.8840363890304436,8.0,95,0.3275862068965517,81,0.2793103448275862,77,0.2655172413793103,50,0.1724137931034483
cohort_transfer,deviation_step__current,long,4000,274,3726,29,51,0.10583941605839416,0.013687600644122383,0.3625,0.5460759077071359,0.02,0.9649348790611134,17.0,29,0.10583941605839416,27,0.09854014598540146,25,0.09124087591240876,24,0.08759124087591241
cohort_transfer,deviation_step__mean,all,15600,564,15036,66,416,0.11702127659574468,0.027666932694865656,0.13692946058091288,0.5446771719504395,0.030897435897435897,0.9577001013171226,5.0,66,0.11702127659574468,53,0.09397163120567376,42,0.07446808510638298,21,0.03723404255319149
cohort_transfer,deviation_step__mean,standard_3_suites,11600,290,11310,66,416,0.22758620689655173,0.0367816091954023,0.13692946058091288,0.5954022988505747,0.04155172413793103,0.9177339901477833,5.0,66,0.22758620689655173,53,0.18275862068965518,42,0.14482758620689656,21,0.07241379310344828
cohort_transfer,deviation_step__mean,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,clock,all,15600,564,15036,274,185,0.4858156028368794,0.012303804203245543,0.5969498910675382,0.736755899316817,0.029423076923076923,0.876164650257266,13.0,274,0.4858156028368794,274,0.4858156028368794,274,0.4858156028368794,274,0.4858156028368794
cohort_transfer,clock,standard_3_suites,11600,290,11310,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
cohort_transfer,clock,long,4000,274,3726,274,185,1.0,0.049651100375738055,0.5969498910675382,0.975174449812131,0.11475,0.7450980392156863,13.0,274,1.0,274,1.0,274,1.0,274,1.0
cohort_transfer,random,all,15600,564,15036,44,486,0.07801418439716312,0.03232242617717478,0.0830188679245283,0.5228458791099941,0.03397435897435897,0.9595317026840625,18.5,44,0.07801418439716312,40,0.07092198581560284,39,0.06914893617021277,34,0.06028368794326241
cohort_transfer,random,standard_3_suites,11600,290,11310,14,306,0.04827586206896552,0.027055702917771884,0.04375,0.5106100795755969,0.027586206896551724,0.9776179780936022,13.0,14,0.04827586206896552,12,0.041379310344827586,11,0.03793103448275862,9,0.03103448275862069
cohort_transfer,random,long,4000,274,3726,30,180,0.10948905109489052,0.04830917874396135,0.14285714285714285,0.5305899361754646,0.0525,0.9403892944038929,31.0,30,0.10948905109489052,28,0.10218978102189781,28,0.10218978102189781,25,0.09124087591240876
cohort_transfer,v7_unlabeled_budget,all,15600,564,15036,419,92,0.7429078014184397,0.006118648576749135,0.8199608610567515,0.8683945764208454,0.032756410256410254,0.7891483622605859,13.0,419,0.7429078014184397,361,0.6400709219858156,317,0.5620567375886525,257,0.45567375886524825
cohort_transfer,v7_unlabeled_budget,standard_3_suites,11600,290,11310,182,7,0.6275862068965518,0.000618921308576481,0.9629629629629629,0.8134836427939877,0.01629310344827586,0.896150337529648,3.0,182,0.6275862068965518,128,0.4413793103448276,86,0.296551724137931,35,0.1206896551724138
cohort_transfer,v7_unlabeled_budget,long,4000,274,3726,237,85,0.864963503649635,0.022812667740203973,0.7360248447204969,0.9210754179547155,0.0805,0.6758980964648633,18.0,237,0.864963503649635,233,0.8503649635036497,231,0.843065693430657,222,0.8102189781021898
state_heldout,entropy_high__current,all,15600,564,15036,0,362,0.0,0.024075552008512902,0.0,0.48796222399574357,0.023205128205128205,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
state_heldout,entropy_high__current,standard_3_suites,11600,290,11310,0,362,0.0,0.032007073386383735,0.0,0.4839964633068081,0.031206896551724136,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
state_heldout,entropy_high__current,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
state_heldout,entropy_high__mean,all,15600,564,15036,0,450,0.0,0.029928172386272944,0.0,0.4850359138068635,0.028846153846153848,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
state_heldout,entropy_high__mean,standard_3_suites,11600,290,11310,0,437,0.0,0.03863837312113174,0.0,0.48068081343943414,0.037672413793103446,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
state_heldout,entropy_high__mean,long,4000,274,3726,0,13,0.0,0.003488996242619431,0.0,0.4982555018786903,0.00325,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
state_heldout,entropy_low__current,all,15600,564,15036,62,455,0.1099290780141844,0.03026070763500931,0.11992263056092843,0.5398341851895876,0.03314102564102564,0.9475889401982364,10.0,62,0.1099290780141844,57,0.10106382978723404,55,0.0975177304964539,45,0.0797872340425532
state_heldout,entropy_low__current,standard_3_suites,11600,290,11310,60,449,0.20689655172413793,0.03969938107869142,0.11787819253438114,0.5835985853227232,0.04387931034482759,0.9004359889021006,10.0,60,0.20689655172413793,56,0.19310344827586207,54,0.18620689655172415,44,0.15172413793103448
state_heldout,entropy_low__current,long,4000,274,3726,2,6,0.0072992700729927005,0.001610305958132045,0.25,0.5028444820574304,0.002,0.9974953485043653,17.5,2,0.0072992700729927005,1,0.0036496350364963502,1,0.0036496350364963502,1,0.0036496350364963502
state_heldout,entropy_low__mean,all,15600,564,15036,38,426,0.0673758865248227,0.028332003192338386,0.08189655172413793,0.5195219416662421,0.029743589743589743,0.9681695373184734,10.5,38,0.0673758865248227,27,0.047872340425531915,22,0.03900709219858156,22,0.03900709219858156
state_heldout,entropy_low__mean,standard_3_suites,11600,290,11310,38,426,0.1310344827586207,0.0376657824933687,0.08189655172413793,0.5466843501326261,0.04,0.9380952380952381,10.5,38,0.1310344827586207,27,0.09310344827586207,22,0.07586206896551724,22,0.07586206896551724
state_heldout,entropy_low__mean,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
state_heldout,margin_low__current,all,15600,564,15036,15,423,0.026595744680851064,0.02813248204309657,0.03424657534246575,0.49923163131887727,0.028076923076923076,0.9815010621514442,27.0,15,0.026595744680851064,15,0.026595744680851064,15,0.026595744680851064,15,0.026595744680851064
state_heldout,margin_low__current,standard_3_suites,11600,290,11310,6,403,0.020689655172413793,0.035632183908045977,0.014669926650366748,0.4925287356321839,0.03525862068965517,0.9847800237812129,24.5,6,0.020689655172413793,6,0.020689655172413793,6,0.020689655172413793,6,0.020689655172413793
state_heldout,margin_low__current,long,4000,274,3726,9,20,0.032846715328467155,0.005367686527106817,0.3103448275862069,0.5137395144006801,0.00725,0.9780306283097179,35.0,9,0.032846715328467155,9,0.032846715328467155,9,0.032846715328467155,9,0.032846715328467155
state_heldout,margin_low__mean,all,15600,564,15036,12,463,0.02127659574468085,0.0307927640329875,0.02526315789473684,0.49524191585584665,0.030448717948717948,0.9790291024700416,29.0,12,0.02127659574468085,12,0.02127659574468085,12,0.02127659574468085,12,0.02127659574468085
state_heldout,margin_low__mean,standard_3_suites,11600,290,11310,10,415,0.034482758620689655,0.03669319186560566,0.023529411764705882,0.498894783377542,0.036637931034482756,0.9661117717003567,29.0,10,0.034482758620689655,10,0.034482758620689655,10,0.034482758620689655,10,0.034482758620689655
state_heldout,margin_low__mean,long,4000,274,3726,2,48,0.0072992700729927005,0.01288244766505636,0.04,0.49720841120396825,0.0125,0.9927007299270073,51.0,2,0.0072992700729927005,2,0.0072992700729927005,2,0.0072992700729927005,2,0.0072992700729927005
state_heldout,token_collapse__current,all,15600,564,15036,38,389,0.0673758865248227,0.025871242351689278,0.08899297423887588,0.5207523220865666,0.02737179487179487,0.9711534106863039,10.0,38,0.0673758865248227,38,0.0673758865248227,37,0.06560283687943262,37,0.06560283687943262
state_heldout,token_collapse__current,standard_3_suites,11600,290,11310,38,389,0.1310344827586207,0.03439434129089301,0.08899297423887588,0.5483200707338639,0.03681034482758621,0.9438983573347426,10.0,38,0.1310344827586207,38,0.1310344827586207,37,0.12758620689655173,37,0.12758620689655173
state_heldout,token_collapse__current,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
state_heldout,token_collapse__mean,all,15600,564,15036,50,359,0.08865248226950355,0.023876030859271084,0.12224938875305623,0.5323882257051162,0.02621794871794872,0.9113475177304965,51.0,50,0.08865248226950355,50,0.08865248226950355,50,0.08865248226950355,50,0.08865248226950355
state_heldout,token_collapse__mean,standard_3_suites,11600,290,11310,0,39,0.0,0.0034482758620689655,0.0,0.4982758620689655,0.0033620689655172414,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
state_heldout,token_collapse__mean,long,4000,274,3726,50,320,0.18248175182481752,0.08588298443370908,0.13513513513513514,0.5482993836955543,0.0925,0.8175182481751825,51.0,50,0.18248175182481752,50,0.18248175182481752,50,0.18248175182481752,50,0.18248175182481752
state_heldout,flow_path_high__current,all,15600,564,15036,120,396,0.2127659574468085,0.026336791699920193,0.23255813953488372,0.5932145828734442,0.03307692307692308,0.905985877408489,9.0,120,0.2127659574468085,117,0.2074468085106383,114,0.20212765957446807,89,0.15780141843971632
state_heldout,flow_path_high__current,standard_3_suites,11600,290,11310,119,383,0.4103448275862069,0.033863837312113176,0.23705179282868527,0.6882404951370469,0.04327586206896552,0.8186462324393359,9.0,119,0.4103448275862069,116,0.4,113,0.3896551724137931,88,0.30344827586206896
state_heldout,flow_path_high__current,long,4000,274,3726,1,13,0.0036496350364963502,0.003488996242619431,0.07142857142857142,0.5000803193969384,0.0035,0.9984256476313152,22.0,1,0.0036496350364963502,1,0.0036496350364963502,1,0.0036496350364963502,1,0.0036496350364963502
state_heldout,flow_path_high__mean,all,15600,564,15036,70,454,0.12411347517730496,0.030194200585262038,0.13358778625954199,0.5469596372960215,0.03358974358974359,0.9515366430260048,5.0,70,0.12411347517730496,56,0.09929078014184398,44,0.07801418439716312,25,0.044326241134751775
state_heldout,flow_path_high__mean,standard_3_suites,11600,290,11310,70,454,0.2413793103448276,0.04014146772767462,0.13358778625954199,0.6006189213085765,0.045172413793103446,0.9057471264367815,5.0,70,0.2413793103448276,56,0.19310344827586207,44,0.15172413793103448,25,0.08620689655172414
state_heldout,flow_path_high__mean,long,4000,274,3726,0,0,0.0,0.0,,0.5,0.0,1.0,,0,0.0,0,0.0,0,0.0,0,0.0
state_heldout,frontback_inversion__current,all,15600,564,15036,192,354,0.3404255319148936,0.023543495610534718,0.3516483516483517,0.6584410181521795,0.035,0.8583465831102963,10.0,192,0.3404255319148936,188,0.3333333333333333,180,0.3191489361702128,141,0.25
state_heldout,frontback_inversion__current,standard_3_suites,11600,290,11310,160,321,0.5517241379310345,0.028381962864721486,0.33264033264033266,0.7616710875331565,0.04146551724137931,0.7648736387143046,10.0,160,0.5517241379310345,158,0.5448275862068965,152,0.5241379310344828,117,0.40344827586206894
state_heldout,frontback_inversion__current,long,4000,274,3726,32,33,0.11678832116788321,0.008856682769726247,0.49230769230769234,0.5539658191990785,0.01625,0.9572778016316016,19.0,32,0.11678832116788321,30,0.10948905109489052,28,0.10218978102189781,24,0.08759124087591241
