setting,method,checkpoint,eligible_episodes,scored_episodes,overall_coverage,eligible_score_coverage,scored_failures,scored_successes,failure_coverage,auc,ap,task_macro_auc,task_macro_ap,macro_tasks
cohort_transfer,entropy_high__mean,full_rollout_prefixmax,15600,15600,1.0,1.0,564,15036,1.0,0.5519955416692609,0.03988616369071279,0.37274386350013156,0.045661738534018774,36
cohort_transfer,entropy_high__max,q0,15600,15600,1.0,1.0,564,15036,1.0,0.5559956341187768,0.04304993150138409,0.46803025096048156,0.04753835361376385,36
cohort_transfer,entropy_high__max,q3,15600,15600,1.0,1.0,564,15036,1.0,0.5407152267182874,0.038282326975136886,0.42891459279774463,0.05368937253102979,36
cohort_transfer,entropy_high__max,q7,15463,15463,0.9912179487179488,1.0,564,14899,1.0,0.5416180532845509,0.03959010583283247,0.4018719164787532,0.04981165550940858,36
cohort_transfer,entropy_high__max,q11,10735,10735,0.6881410256410256,1.0,564,10171,1.0,0.39123915443086343,0.039732237249823645,0.33459031125663624,0.15394489190013777,32
cohort_transfer,entropy_high__max,q15,5074,5074,0.3252564102564103,1.0,564,4510,1.0,0.4672557830510607,0.11173351772808567,0.3340494974314054,0.31397069718862,29
cohort_transfer,entropy_high__max,q19,4093,4093,0.26237179487179485,1.0,564,3529,1.0,0.5312042167330869,0.21836425779432245,0.4043695589473193,0.4500949219744683,25
cohort_transfer,entropy_high__max,retrospective_half,15600,15600,1.0,1.0,564,15036,1.0,0.6057787551012322,0.04988814290591969,0.5650872101144295,0.16628493396395128,36
cohort_transfer,entropy_low__current,q0,15600,15600,1.0,1.0,564,15036,1.0,0.4440043658812231,0.03212869638002033,0.5319697490395184,0.06113511466175666,36
cohort_transfer,entropy_low__current,q3,15600,15600,1.0,1.0,564,15036,1.0,0.43419487084425273,0.03325568029798774,0.5121934445572721,0.0662812148252337,36
cohort_transfer,entropy_low__current,q7,15463,15463,0.9912179487179488,1.0,564,14899,1.0,0.45034622010425757,0.035260828003868455,0.6521906267013339,0.13620100771765933,36
cohort_transfer,entropy_low__current,q11,10735,10735,0.6881410256410256,1.0,564,10171,1.0,0.571756823565261,0.07194313101075735,0.5823765373223183,0.23059781133081733,32
cohort_transfer,entropy_low__current,q15,5074,5074,0.3252564102564103,1.0,564,4510,1.0,0.5622943891431177,0.2541558890196759,0.5583203718483868,0.459159315614991,29
cohort_transfer,entropy_low__current,q19,4093,4093,0.26237179487179485,1.0,564,3529,1.0,0.5445463022695437,0.3974521937778928,0.6196270636652216,0.5026325427092958,25
cohort_transfer,entropy_low__current,retrospective_half,15600,15600,1.0,1.0,564,15036,1.0,0.42349283704923785,0.03495872457750055,0.5691064702890638,0.14690465279515927,36
