setting,method,checkpoint,eligible_episodes,scored_episodes,overall_coverage,eligible_score_coverage,scored_failures,scored_successes,failure_coverage,auc,ap,task_macro_auc,task_macro_ap,macro_tasks
state_heldout,token_front_collapse__mean,q19,4093,4093,0.26237179487179485,1.0,564,3529,1.0,0.5145345857725955,0.22951509517357943,0.4331447521263804,0.49056082215041014,25
state_heldout,token_front_collapse__mean,retrospective_half,15600,15600,1.0,1.0,564,15036,1.0,0.5245125056837585,0.036324503900105554,0.4369238659567868,0.16079510888462364,36
state_heldout,token_front_collapse__mean,safe_task_min_prefixmax,15600,15600,1.0,1.0,564,15036,1.0,0.5717750802329727,0.04328887902401883,0.43270450219836254,0.04254579859001337,36
state_heldout,token_front_collapse__mean,full_rollout_prefixmax,15600,15600,1.0,1.0,564,15036,1.0,0.5723915086062953,0.043464784652488035,0.4653417087090065,0.04360029540452273,36
state_heldout,token_front_collapse__max,q0,15600,15600,1.0,1.0,564,15036,1.0,0.6249639753480536,0.05871780607388001,0.5080383299975277,0.04686767232387051,36
state_heldout,token_front_collapse__max,q3,15600,15600,1.0,1.0,564,15036,1.0,0.5417375367675499,0.03808328837982251,0.4808258453820114,0.043796771398260034,36
state_heldout,token_front_collapse__max,q7,15463,15463,0.9912179487179488,1.0,564,14899,1.0,0.5308689026204338,0.03762323223958086,0.4322910838464647,0.043165032039494275,36
state_heldout,token_front_collapse__max,q11,10735,10735,0.6881410256410256,1.0,564,10171,1.0,0.4514614803177718,0.047994259264843075,0.3587391146733792,0.15426291746965093,32
state_heldout,token_front_collapse__max,q15,5074,5074,0.3252564102564103,1.0,564,4510,1.0,0.43947689138400087,0.10719616866709128,0.3742958343054288,0.33779629770037134,29
state_heldout,token_front_collapse__max,q19,4093,4093,0.26237179487179485,1.0,564,3529,1.0,0.46841896625528295,0.15359986660493471,0.36606697958348206,0.4190219340360863,25
state_heldout,token_front_collapse__max,retrospective_half,15600,15600,1.0,1.0,564,15036,1.0,0.5776222762768882,0.04351682103880124,0.6361149333545018,0.17125213508096518,36
state_heldout,freeze__current,q0,15600,0,0.0,0.0,0,0,0.0,,,,,0
state_heldout,freeze__current,q3,15600,0,0.0,0.0,0,0,0.0,,,,,0
state_heldout,freeze__current,q7,15463,15463,0.9912179487179488,1.0,564,14899,1.0,0.6535005324266134,0.11540751920297668,0.4735592594917585,0.08503512243270495,36
state_heldout,freeze__current,q11,10735,10735,0.6881410256410256,1.0,564,10171,1.0,0.5488168279861182,0.10330273773213572,0.4840381930672707,0.24845051402289714,32
state_heldout,freeze__current,q15,5074,5074,0.3252564102564103,1.0,564,4510,1.0,0.6346365837933041,0.26081159457688174,0.5567058598272937,0.4705966946676527,29
state_heldout,freeze__current,q19,4093,4093,0.26237179487179485,1.0,564,3529,1.0,0.7524071070702929,0.4612227318257117,0.5928379813362956,0.561990139201872,25
state_heldout,freeze__current,retrospective_half,15600,9146,0.5862820512820512,0.5862820512820512,564,8582,1.0,0.6832786253927484,0.27553065683490624,0.5852129239072923,0.4833692836876731,32
state_heldout,freeze__current,safe_task_min_prefixmax,15600,15600,1.0,1.0,564,15036,1.0,0.6241367054765962,0.2445962433895302,0.47568780562180063,0.11706607256369193,36
state_heldout,freeze__current,full_rollout_prefixmax,15600,15600,1.0,1.0,564,15036,1.0,0.9172133451819652,0.7070384065393907,0.8911678047201393,0.796830345517158,36
state_heldout,freeze__mean,q0,15600,0,0.0,0.0,0,0,0.0,,,,,0
state_heldout,freeze__mean,q3,15600,0,0.0,0.0,0,0,0.0,,,,,0
state_heldout,freeze__mean,q7,15463,15463,0.9912179487179488,1.0,564,14899,1.0,0.66126552355601,0.10636451269681764,0.48032709437004356,0.08399893741346877,36
state_heldout,freeze__mean,q11,10735,10735,0.6881410256410256,1.0,564,10171,1.0,0.5988213255459306,0.15893656932970818,0.4712324372097769,0.24299825076342693,32
state_heldout,freeze__mean,q15,5074,5074,0.3252564102564103,1.0,564,4510,1.0,0.7077982733405671,0.3071740763777059,0.5735590281881925,0.45640943421304664,29
state_heldout,freeze__mean,q19,4093,4093,0.26237179487179485,1.0,564,3529,1.0,0.7559692838869027,0.4517538639189191,0.6392071322774329,0.6125034212846947,25
state_heldout,freeze__mean,retrospective_half,15600,9146,0.5862820512820512,0.5862820512820512,564,8582,1.0,0.7061439827050184,0.2304758652378445,0.5735499427375699,0.45558497261574904,32
state_heldout,freeze__mean,safe_task_min_prefixmax,15600,15600,1.0,1.0,564,15036,1.0,0.63247496787851,0.17385982725383428,0.44932665182569287,0.08922442466794146,36
state_heldout,freeze__mean,full_rollout_prefixmax,15600,15600,1.0,1.0,564,15036,1.0,0.8283770251632488,0.4970780528717203,0.7974221236605783,0.6050750861770493,36
state_heldout,freeze__max,q0,15600,0,0.0,0.0,0,0,0.0,,,,,0
state_heldout,freeze__max,q3,15600,0,0.0,0.0,0,0,0.0,,,,,0
state_heldout,freeze__max,q7,15463,15463,0.9912179487179488,1.0,564,14899,1.0,0.6612545156298272,0.11660749508190263,0.4781439479636732,0.08378516136837626,36
state_heldout,freeze__max,q11,10735,10735,0.6881410256410256,1.0,564,10171,1.0,0.5382388462259895,0.10774406142974152,0.4504729666748172,0.2218166691007687,32
state_heldout,freeze__max,q15,5074,5074,0.3252564102564103,1.0,564,4510,1.0,0.6936062099982702,0.312063602110003,0.5018550024768109,0.453828158638101,29
state_heldout,freeze__max,q19,4093,4093,0.26237179487179485,1.0,564,3529,1.0,0.7672356101119598,0.49732983293871635,0.5253734422705175,0.5564268040368058,25
state_heldout,freeze__max,retrospective_half,15600,9146,0.5862820512820512,0.5862820512820512,564,8582,1.0,0.8236276323031382,0.3682112490988232,0.7663445445529958,0.5909395820367846,32
state_heldout,deviation_global__current,q0,15600,15600,1.0,1.0,564,15036,1.0,0.43939315147192837,0.032024639392967555,0.46808948461781597,0.05802987796343964,36
state_heldout,deviation_global__current,q3,15600,15600,1.0,1.0,564,15036,1.0,0.5267317067878698,0.0368338054921736,0.5221716403686034,0.055635261569389534,36
state_heldout,deviation_global__current,q7,15463,15463,0.9912179487179488,1.0,564,14899,1.0,0.604622305557182,0.04760294882879562,0.6270390474589131,0.12626189811836486,36
state_heldout,deviation_global__current,q11,10735,10735,0.6881410256410256,1.0,564,10171,1.0,0.4859697052738596,0.057937382220561745,0.5363066968455209,0.2364050591065675,32
state_heldout,deviation_global__current,q15,5074,5074,0.3252564102564103,1.0,564,4510,1.0,0.6438584076363008,0.20422335748624237,0.542503709844725,0.4366022125860083,29
state_heldout,deviation_global__current,q19,4093,4093,0.26237179487179485,1.0,564,3529,1.0,0.707784938975741,0.4590795898458104,0.6646347976445433,0.5420702109136275,25
state_heldout,deviation_global__current,retrospective_half,15600,15600,1.0,1.0,564,15036,1.0,0.5953413934217453,0.046143765836956334,0.599649755822548,0.2261486809373293,36
state_heldout,deviation_global__current,safe_task_min_prefixmax,15600,15600,1.0,1.0,564,15036,1.0,0.47066579216971466,0.03764371402045411,0.5526663306745694,0.1277438349964862,36
state_heldout,deviation_global__current,full_rollout_prefixmax,15600,15600,1.0,1.0,564,15036,1.0,0.5817549701048453,0.06451928041524413,0.8405091533951903,0.34417510214471775,36
state_heldout,deviation_global__mean,q0,15600,15600,1.0,1.0,564,15036,1.0,0.43939315147192837,0.032024639392967555,0.46808948461781597,0.05802987796343964,36
state_heldout,deviation_global__mean,q3,15600,15600,1.0,1.0,564,15036,1.0,0.48181173693773244,0.034492769942845745,0.4775933869786846,0.054251176772089606,36
state_heldout,deviation_global__mean,q7,15463,15463,0.9912179487179488,1.0,564,14899,1.0,0.4866011522502105,0.03644723900259641,0.6154407765496124,0.12975583605123558,36
state_heldout,deviation_global__mean,q11,10735,10735,0.6881410256410256,1.0,564,10171,1.0,0.535180331229591,0.09445370730945495,0.5618299304014722,0.2900409810123509,32
state_heldout,deviation_global__mean,q15,5074,5074,0.3252564102564103,1.0,564,4510,1.0,0.7286196159833939,0.41769233839414033,0.4714249819041816,0.4139239591437363,29
state_heldout,deviation_global__mean,q19,4093,4093,0.26237179487179485,1.0,564,3529,1.0,0.7922522403027398,0.5781866688394274,0.6013857510137152,0.5431529737894477,25
state_heldout,deviation_global__mean,retrospective_half,15600,15600,1.0,1.0,564,15036,1.0,0.49794618211799957,0.03851022525355924,0.6486151132433357,0.25157827117742726,36
state_heldout,deviation_global__mean,safe_task_min_prefixmax,15600,15600,1.0,1.0,564,15036,1.0,0.4684901036566614,0.034067624986903196,0.5322355845917719,0.07523737812804383,36
state_heldout,deviation_global__mean,full_rollout_prefixmax,15600,15600,1.0,1.0,564,15036,1.0,0.49722132602793484,0.039570016554394676,0.7088313696988595,0.20185559304145606,36
state_heldout,deviation_global__max,q0,15600,15600,1.0,1.0,564,15036,1.0,0.43939315147192837,0.032024639392967555,0.46808948461781597,0.05802987796343964,36
state_heldout,deviation_global__max,q3,15600,15600,1.0,1.0,564,15036,1.0,0.45670320309271933,0.0327618755950847,0.47172417491207574,0.05032069958990573,36
state_heldout,deviation_global__max,q7,15463,15463,0.9912179487179488,1.0,564,14899,1.0,0.44825394059956425,0.03467644285250511,0.5553089480041338,0.09641821140494175,36
state_heldout,deviation_global__max,q11,10735,10735,0.6881410256410256,1.0,564,10171,1.0,0.4926676700757473,0.06270324269033471,0.5382383992567427,0.24120685055864308,32
state_heldout,deviation_global__max,q15,5074,5074,0.3252564102564103,1.0,564,4510,1.0,0.6291888789294082,0.27269718356293515,0.5624135936062299,0.4278551149367789,29
state_heldout,deviation_global__max,q19,4093,4093,0.26237179487179485,1.0,564,3529,1.0,0.6397086752319685,0.3580172011687247,0.5918026158081489,0.5710823359860662,25
state_heldout,deviation_global__max,retrospective_half,15600,15600,1.0,1.0,564,15036,1.0,0.5927044596514465,0.058043259130807885,0.7725659452360802,0.30375126310459444,36
state_heldout,deviation_step__current,q0,15600,15600,1.0,1.0,564,15036,1.0,0.5228570815385863,0.038698716938754534,0.4728739909220702,0.05834596212530853,36
state_heldout,deviation_step__current,q3,15600,15600,1.0,1.0,564,15036,1.0,0.5167363693565702,0.03616945813275492,0.5259666019148307,0.05816343504401449,36
state_heldout,deviation_step__current,q7,15463,15463,0.9912179487179488,1.0,564,14899,1.0,0.6174029838739237,0.04905798789871719,0.6211075704449291,0.12611918999526361,36
state_heldout,deviation_step__current,q11,10735,10735,0.6881410256410256,1.0,564,10171,1.0,0.4985222552508139,0.05904009454543116,0.5418164695167332,0.23555758950677994,32
state_heldout,deviation_step__current,q15,5074,5074,0.3252564102564103,1.0,564,4510,1.0,0.624583667500118,0.2017788203317253,0.5255147151588319,0.43245324354892944,29
state_heldout,deviation_step__current,q19,4093,4093,0.26237179487179485,1.0,564,3529,1.0,0.710499026304842,0.470750104753426,0.6560162892002807,0.5412736766612708,25
state_heldout,deviation_step__current,retrospective_half,15600,15600,1.0,1.0,564,15036,1.0,0.7047334034251602,0.0928216491519737,0.7385287284151922,0.324602299251857,36
