contrast,key,family,token_role,scope,metric,layer,layer_group,denoise_step,relative_query,expert,positive_mean,success_mean,adjusted_difference,within_init_residual_sd,effect_sigma,permutation_p_raw,permutation_p_max_family,permutation_p_max_global,effect_ci95_low,effect_ci95_high
active_return_vs_success,state_layer_summary|state|layer|entropy_mean|L2,state_layer_summary,state,layer,entropy_mean,2.0,,,,,0.9220269310575984,0.9247887621209424,0.006448596510106205,0.012184017787603429,0.5292668332007279,0.03798100949525238,0.3548225887056472,0.999000499750125,-0.6907093984081122,1.4029748890145604
active_return_vs_success,state_layer_summary|state|layer|entropy_std_query|L2,state_layer_summary,state,layer,entropy_std_query,2.0,,,,,0.030479842240281378,0.027343610410648807,0.00026329933396393435,0.007909578635241995,0.03328866758979743,0.881559220389805,1.0,1.0,,
active_return_vs_success,state_layer_summary|state|layer|top1_mean|L2,state_layer_summary,state,layer,top1_mean,2.0,,,,,0.14653732608526182,0.14010713309315698,-0.00883139508779899,0.022041820537600065,-0.40066541113216786,0.11744127936031984,0.8135932033983009,1.0,,
active_return_vs_success,state_layer_summary|state|layer|top1_std_query|L2,state_layer_summary,state,layer,top1_std_query,2.0,,,,,0.04835614046225181,0.03916608409989359,0.0033491699829494128,0.014570225361344157,0.22986397944365355,0.3363318340829585,1.0,1.0,,
active_return_vs_success,state_layer_summary|state|layer|p4p5_gap_mean|L2,state_layer_summary,state,layer,p4p5_gap_mean,2.0,,,,,0.00759271901841156,0.007247309942613356,0.0006237837034076542,0.0021583972415237535,0.28900319709790057,0.16741629185407297,0.9940029985007496,1.0,,
active_return_vs_success,state_layer_summary|state|layer|query_speed_mean|L2,state_layer_summary,state,layer,query_speed_mean,2.0,,,,,0.10863817559602933,0.11143639417631286,-0.0009902131131219797,0.007573454715055788,-0.1307478753591102,0.591704147926037,1.0,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E0,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,0.0,0.017240640826714344,0.014650902494655125,0.0024849304818961877,0.001690670435572863,1.4697899895872961,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.34574878781352025,2.6834384784263943
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E1,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,1.0,0.033755205905972384,0.03701397360834692,-0.0016501474464061837,0.001956498560378681,-0.8434186867414802,0.0004997501249375312,0.033483258370814596,0.19740129935032483,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E2,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,2.0,0.024090170836410463,0.02754089588831578,-0.0011365131032575074,0.003986429182406685,-0.2850955206412001,0.20439780109945027,1.0,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E3,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,3.0,0.02684879097609948,0.030731035296672156,-0.0004813697344080972,0.001813407967216946,-0.26545032508424443,0.21689155422288856,1.0,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E4,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,4.0,0.029048392358116615,0.029435952293819616,0.0042738727960494605,0.004784128147027886,0.8933441297354422,0.0004997501249375312,0.015992003998001,0.10394802598700649,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E5,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,5.0,0.031109264215979822,0.029963778182198957,-0.0006849702265117991,0.001493062457753078,-0.45876863553492364,0.030984507746126936,0.8800599700149925,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E6,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,6.0,0.02615876753742878,0.02512862844326134,0.0012297116570143154,0.002265362419827519,0.542832195966217,0.013993003498250875,0.6436781609195402,0.9985007496251874,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E7,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,7.0,0.027267746197489593,0.025946761764186834,0.0025004350593947184,0.001550562320521117,1.6125988786792949,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.26717960960229775,2.5030783742074716
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E8,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,8.0,0.019626521194974583,0.022935141185631176,-3.5754279601364726e-06,0.0020203457133045493,-0.0017697109641143423,0.993503248375812,1.0,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E9,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,9.0,0.05961162147995753,0.082177060622988,-0.0029773710336146856,0.01014215453619659,-0.29356395852465783,0.2178910544727636,1.0,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E10,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,10.0,0.027430035699254427,0.02581030018960259,0.002001921185168918,0.0018561179940472412,1.078552759894189,0.0004997501249375312,0.0014992503748125937,0.005497251374312844,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E11,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,11.0,0.021932936774996612,0.021054432394781282,0.00010141430137164268,0.001480911054552585,0.06848102123343398,0.7671164417791104,1.0,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E12,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,12.0,0.01978771474498969,0.041931262223183045,-0.007590586015559166,0.013052479458014557,-0.5815436093943325,0.0009995002498750624,0.5062468765617192,0.9910044977511244,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E13,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,13.0,0.09327246516178815,0.0845141198951751,0.002846881001720813,0.007983650036581948,0.35658890215328787,0.11794102948525736,0.993503248375812,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E14,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,14.0,0.03686825568095232,0.037363883473777344,0.0050762190815337995,0.005725291656140951,0.88663065332035,0.0004997501249375312,0.017991004497751123,0.11544227886056972,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E15,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,15.0,0.02156223299411627,0.021764931086051677,-0.0009873726533182754,0.00245925297370372,-0.40149291832765704,0.06196901549225387,0.9705147426286856,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E16,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,16.0,0.019655337079595298,0.019193122038684254,0.0002647513812957706,0.0014556640048476593,0.18187671084405072,0.32233883058470764,1.0,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E17,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,17.0,0.025479464481274288,0.025402338526743864,0.0017211110667046483,0.0020244706297041877,0.8501536359438983,0.0009995002498750624,0.02848575712143928,0.18040979510244878,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E18,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,18.0,0.11483787324948189,0.07752027074872915,-0.008434680046257281,0.030518343332313472,-0.2763806657003712,0.2813593203398301,1.0,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E19,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,19.0,0.01835880941974047,0.020053162139707377,0.00023589330402293867,0.0013545442199348235,0.17414957780727833,0.4542728635682159,1.0,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E20,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,20.0,0.020947705858793013,0.02054285818511354,-0.0004027337055575209,0.0009394182164686735,-0.4287054460913264,0.07596201899050475,0.9365317341329336,1.0,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E21,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,21.0,0.027920799902998485,0.027962856027962908,0.0008387093428907041,0.0011009433393957772,0.7618097252407258,0.0009995002498750624,0.08695652173913043,0.4592703648175912,,
active_return_vs_success,state_expert_probability|state|layer_expert|mean_probability|L2|E22,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,22.0,0.05183865416508455,0.04881674995911973,-0.00036673093625281335,0.004754185798834575,-0.07713853681164765,0.7456271864067966,1.0,1.0,,
