estimator,stage,saving,mean_relative_error,median_relative_error,p90_relative_error,p95_relative_error,unsafe_rate,unsafe_count,unsafe_query_count,unsafe_query_any_rate,unsafe_rollout_count,physical_rms,physical_max_abs_p95,gripper_sign_flip_rate
current,2,0.8,1.1682861347083415,1.1179911565289755,1.4838236830297864,1.5611504562792309,1.0,704,44,1.0,4,0.4683658593789895,2.5645172260185354,0.9957386363636364
current,3,0.7,1.025071414480164,0.9813360121998971,1.3011738973603768,1.3675905082745494,1.0,704,44,1.0,4,0.41141519164105117,2.2441226457043997,0.9872159090909091
current,4,0.6,0.8809842647697169,0.8454724200298703,1.1182987015371515,1.1748543850089002,1.0,704,44,1.0,4,0.354110318311354,1.9282255238848538,0.9744318181818182
current,5,0.5,0.7366899050289013,0.7065746540651923,0.934795093123295,0.9788809864934477,1.0,704,44,1.0,4,0.29683090813391605,1.6170714008076172,0.9346590909090909
current,6,0.4,0.5921684035761547,0.5691477035059896,0.7510951545557644,0.7871607794917055,1.0,704,44,1.0,4,0.239301372978339,1.3033851705973756,0.7528409090909091
current,7,0.3,0.4470316244714491,0.42984927224765856,0.5684132022615676,0.5956406977689158,1.0,704,44,1.0,4,0.18167342321308622,0.9923445157411482,0.35795454545454547
current,8,0.2,0.30067800175613385,0.2890270247247882,0.382338531224137,0.4023344546456445,1.0,704,44,1.0,4,0.12353955712613249,0.6748222482672811,0.015625
current,9,0.1,0.15136788706516097,0.1446848738979769,0.19287733076010927,0.20349404016291112,1.0,704,44,1.0,4,0.06349283243972526,0.3578290733735653,0.0
constant_velocity,2,0.8,0.07104140459456154,0.06761665665718097,0.10090582495279106,0.10826323246600225,0.8309659090909091,585,43,0.9772727272727273,4,0.02638768255565319,0.15268580464945727,0.0
constant_velocity,3,0.7,0.06486934435423847,0.061531173089271654,0.09220473302635405,0.09850978206127185,0.7514204545454546,529,41,0.9318181818181818,4,0.02398272806538732,0.14095092653815808,0.0
constant_velocity,4,0.6,0.05796128212354881,0.05308422154196987,0.08420082104793114,0.09084627424860717,0.5951704545454546,419,37,0.8409090909090909,4,0.02106129055443328,0.11826538762113528,0.0
constant_velocity,5,0.5,0.052557412891055796,0.048146187380288835,0.07657713513669474,0.08194118751565256,0.44176136363636365,311,30,0.6818181818181818,4,0.019446885816451542,0.10919491645948483,0.0
constant_velocity,6,0.4,0.046625898098496515,0.04235043535451114,0.06808597785594606,0.0728593529556126,0.2940340909090909,207,21,0.4772727272727273,4,0.017411152955965917,0.10427230679638654,0.0
constant_velocity,7,0.3,0.03990959043324967,0.03578209083208168,0.059541606971424604,0.06301560494190718,0.20170454545454544,142,12,0.2727272727272727,4,0.015563258335679463,0.09410584599573744,0.0
constant_velocity,8,0.2,0.031582339757912296,0.028756266581034307,0.04562948551021914,0.04866279422011481,0.041193181818181816,29,5,0.11363636363636363,4,0.013171123174451708,0.08214421598109976,0.0
constant_velocity,9,0.1,0.020566750988072077,0.018688957266797562,0.029488312227306912,0.03246163106277257,0.0,0,0,0.0,0,0.008671917553988813,0.055121871024299524,0.0
mean_last2_velocity,2,0.8,0.07287178659342458,0.0689662593726049,0.10433713097935325,0.11205962015288239,0.8394886363636364,591,43,0.9772727272727273,4,0.026892846768556876,0.16286175477505402,0.0
mean_last2_velocity,3,0.7,0.06712895021812008,0.06371159860248579,0.09527588108458568,0.1024332462404398,0.7883522727272727,555,41,0.9318181818181818,4,0.02484978839825257,0.1440594546559605,0.0
mean_last2_velocity,4,0.6,0.06045490528848945,0.05624169046659202,0.0870407552824642,0.09355300956467243,0.6534090909090909,460,36,0.8181818181818182,4,0.022158482897682096,0.12870585952776417,0.0
mean_last2_velocity,5,0.5,0.05446017992799656,0.04980979177806835,0.07880198135964472,0.08453225589774013,0.4971590909090909,350,30,0.6818181818181818,4,0.019960374836534053,0.11120744917145498,0.0
mean_last2_velocity,6,0.4,0.048645647379663176,0.044250136250528246,0.07082088498645735,0.07525094949318303,0.3409090909090909,240,23,0.5227272727272727,4,0.018071428493865213,0.10387549096554421,0.0
mean_last2_velocity,7,0.3,0.042041355137235344,0.03794085807564164,0.062301142067174166,0.06633009132496731,0.22301136363636365,157,13,0.29545454545454547,4,0.016089268286498138,0.0981497776163149,0.0
mean_last2_velocity,8,0.2,0.03389446252923472,0.030699108016755104,0.04966123418005164,0.052693204000343885,0.09659090909090909,68,8,0.18181818181818182,4,0.01380057638886108,0.08614089416586958,0.0
mean_last2_velocity,9,0.1,0.022545855972208293,0.020575290058859372,0.03249057081577904,0.035612738957309806,0.0,0,0,0.0,0,0.009570468896910815,0.06102234538712804,0.0
constant_acceleration,2,0.8,0.10598981965649608,0.10019342025118559,0.14692082959399597,0.1615648763040743,1.0,704,44,1.0,4,0.04424852379701372,0.27797565139313424,0.0
constant_acceleration,3,0.7,0.07544672896630727,0.07164593942260572,0.10200282905388494,0.10917178342734739,0.9786931818181818,689,44,1.0,4,0.028925799001691264,0.1757256953169502,0.0
constant_acceleration,4,0.6,0.06446251537597644,0.05874003855132503,0.09268100273874888,0.10467721166119828,0.8338068181818182,587,44,1.0,4,0.022123387556437755,0.12710905209452664,0.0
constant_acceleration,5,0.5,0.05373516787519472,0.04925557469923497,0.07529587227684854,0.08253447509643254,0.4715909090909091,332,42,0.9545454545454546,4,0.02159515149832206,0.13197501703304348,0.0
constant_acceleration,6,0.4,0.04550160181041867,0.041485252969105324,0.06446067776141817,0.07212269814264305,0.2755681818181818,194,20,0.45454545454545453,4,0.0178050774418518,0.10916656958815064,0.0
constant_acceleration,7,0.3,0.03764669928137024,0.03461013768144296,0.05483743348574808,0.057995276230974856,0.16477272727272727,116,10,0.22727272727272727,4,0.015831010504395174,0.10544390250936064,0.0
constant_acceleration,8,0.2,0.028713820546606105,0.02714874533916376,0.03917252285847319,0.0429080899994809,0.002840909090909091,2,2,0.045454545454545456,2,0.012599034856418922,0.08665113784988493,0.0
constant_acceleration,9,0.1,0.019160058613865792,0.017522691824624882,0.027890362764569267,0.030006241368206656,0.0,0,0,0.0,0,0.007633018189502045,0.045890767591755345,0.0
linear_fit_3,2,0.8,0.07297525274690668,0.06907286583638281,0.10452991971019722,0.11223516938269319,0.8409090909090909,592,43,0.9772727272727273,4,0.026927010394590157,0.16346802585251866,0.0
linear_fit_3,3,0.7,0.06725450521164537,0.0638573661354423,0.0954893096443505,0.10264186939399453,0.7897727272727273,556,41,0.9318181818181818,4,0.024898648171804483,0.14438382944342087,0.0
linear_fit_3,4,0.6,0.06061520262367292,0.05643199755185606,0.08719956951246241,0.0937964339862207,0.6576704545454546,463,36,0.8181818181818182,4,0.022226738095284023,0.12870585952776417,0.0
linear_fit_3,5,0.5,0.054605677792003565,0.04994163593938084,0.07902938701611491,0.08464529894876847,0.49857954545454547,351,30,0.6818181818181818,4,0.020003034731996886,0.11168613770228908,0.0
linear_fit_3,6,0.4,0.04883661406296431,0.04446740900690807,0.07105238067493909,0.07549314575578782,0.34232954545454547,241,23,0.5227272727272727,4,0.018136290548143415,0.10436365728765842,0.0
linear_fit_3,7,0.3,0.04230950997614078,0.03811351212094276,0.06262118407170988,0.06669517702252328,0.22301136363636365,157,13,0.29545454545454547,4,0.016160826061295333,0.09837027731072136,0.0
linear_fit_3,8,0.2,0.03433131906071952,0.03106690491399888,0.05044152177159268,0.05320729364179224,0.10653409090909091,75,8,0.18181818181818182,4,0.013923583944554185,0.08710463588972804,0.0
linear_fit_3,9,0.1,0.023352747139767024,0.021347093616160353,0.03367598960172224,0.036870406146931926,0.0,0,0,0.0,0,0.009912914563550939,0.06256400266686632,0.0
linear_fit_4,2,0.8,0.07297525274690668,0.06907286583638281,0.10452991971019722,0.11223516938269319,0.8409090909090909,592,43,0.9772727272727273,4,0.026927010394590157,0.16346802585251866,0.0
linear_fit_4,3,0.7,0.06933086605112676,0.06584018228447913,0.09848346917995573,0.10594833118815952,0.8125,572,43,0.9772727272727273,4,0.02559859664054084,0.15158506832959306,0.0
linear_fit_4,4,0.6,0.06307771227860205,0.05918011213884271,0.09026848001637569,0.09724104877863686,0.7244318181818182,510,39,0.8863636363636364,4,0.023248756273663594,0.13532678731531353,0.0
linear_fit_4,5,0.5,0.05688425699500839,0.05269385007253003,0.08229817356626634,0.08811415839246076,0.5667613636363636,399,35,0.7954545454545454,4,0.020889155475866512,0.11901178199414711,0.0
linear_fit_4,6,0.4,0.05087737266863157,0.046376998011059066,0.07378783315983352,0.07894123841704877,0.4005681818181818,282,25,0.5681818181818182,4,0.018756852455385983,0.10686120397818341,0.0
linear_fit_4,7,0.3,0.04451595568751413,0.040154905999271934,0.06555186025666487,0.06951482894231618,0.2599431818181818,183,15,0.3409090909090909,4,0.01681813028881402,0.10028510986299696,0.0
linear_fit_4,8,0.2,0.03679230437892548,0.03317381548967181,0.054351622502185865,0.05747232780396436,0.15056818181818182,106,10,0.22727272727272727,4,0.014566594704189412,0.0885690950649182,0.0
linear_fit_4,9,0.1,0.0260747461262596,0.023784948940480923,0.03812332424965144,0.04132832369830803,0.0,0,0,0.0,0,0.01089142002841423,0.06828348110766497,0.0
quadratic_fit_3,2,0.8,0.10598981965649608,0.10019342025118559,0.14692082959399597,0.1615648763040743,1.0,704,44,1.0,4,0.04424852379701372,0.27797565139313424,0.0
quadratic_fit_3,3,0.7,0.07544672896630727,0.07164593942260572,0.10200282905388494,0.10917178342734739,0.9786931818181818,689,44,1.0,4,0.028925799001691264,0.1757256953169502,0.0
quadratic_fit_3,4,0.6,0.06446251537597644,0.05874003855132503,0.09268100273874888,0.10467721166119828,0.8338068181818182,587,44,1.0,4,0.022123387556437755,0.12710905209452664,0.0
quadratic_fit_3,5,0.5,0.05373516787519472,0.04925557469923497,0.07529587227684854,0.08253447509643254,0.4715909090909091,332,42,0.9545454545454546,4,0.02159515149832206,0.13197501703304348,0.0
quadratic_fit_3,6,0.4,0.04550160181041867,0.041485252969105324,0.06446067776141817,0.07212269814264305,0.2755681818181818,194,20,0.45454545454545453,4,0.0178050774418518,0.10916656958815064,0.0
quadratic_fit_3,7,0.3,0.03764669928137024,0.03461013768144296,0.05483743348574808,0.057995276230974856,0.16477272727272727,116,10,0.22727272727272727,4,0.015831010504395174,0.10544390250936064,0.0
quadratic_fit_3,8,0.2,0.028713820546606105,0.02714874533916376,0.03917252285847319,0.0429080899994809,0.002840909090909091,2,2,0.045454545454545456,2,0.012599034856418922,0.08665113784988493,0.0
quadratic_fit_3,9,0.1,0.019160058613865792,0.017522691824624882,0.027890362764569267,0.030006241368206656,0.0,0,0,0.0,0,0.007633018189502045,0.045890767591755345,0.0
learned_velocity_scalar,2,0.8,0.06714672100955131,0.06045921386066955,0.10154403958717968,0.1097714577390568,0.8011363636363636,564,44,1.0,4,0.023334225518393825,0.14057089603708067,0.0
learned_velocity_scalar,3,0.7,0.06206813082808846,0.055954323319176345,0.09129359820511851,0.0995648319846448,0.6946022727272727,489,42,0.9545454545454546,4,0.021352802712373165,0.12976482856647498,0.0
learned_velocity_scalar,4,0.6,0.056460538942240394,0.05051355357729137,0.08458719013414524,0.09167106741996757,0.5198863636363636,366,40,0.9090909090909091,4,0.01938889374403304,0.11351853506252109,0.0
learned_velocity_scalar,5,0.5,0.051144348513293546,0.04553668642690581,0.07582928619571074,0.08209608873268621,0.3494318181818182,246,26,0.5909090909090909,4,0.01771422167189157,0.10066363619065483,0.0
learned_velocity_scalar,6,0.4,0.045300960249955294,0.04031530247588573,0.06715329470029148,0.0716051870004082,0.2684659090909091,189,16,0.36363636363636365,4,0.015955388129910323,0.09089220424720983,0.0
learned_velocity_scalar,7,0.3,0.03896909693638961,0.03470658506387232,0.0577910768734114,0.061736068661561484,0.19318181818181818,136,12,0.2727272727272727,4,0.01430967131308249,0.08388136955950663,0.0
learned_velocity_scalar,8,0.2,0.03115887203852782,0.028433089690862806,0.04467827922562703,0.048286837544574086,0.03125,22,4,0.09090909090909091,4,0.012459886820854766,0.07550798703570566,0.0
learned_velocity_scalar,9,0.1,0.020569823207330116,0.018693923442922738,0.029401516482400063,0.03252156938304113,0.0,0,0,0.0,0,0.008644877365762126,0.05469902851801939,0.0
learned_two_velocity_scalar,2,0.8,0.06481950450326214,0.05808111757725126,0.09775132240860371,0.10659312921548732,0.7684659090909091,541,44,1.0,4,0.022876297914439694,0.1280370413304412,0.0
learned_two_velocity_scalar,3,0.7,0.06096534626438899,0.05501846917196758,0.08841016480397679,0.09620005601227824,0.6761363636363636,476,42,0.9545454545454546,4,0.02110246427238339,0.1345030876088873,0.0
learned_two_velocity_scalar,4,0.6,0.0549237471547911,0.04899054407019192,0.0819256026772847,0.08895458796182955,0.4616477272727273,325,38,0.8636363636363636,4,0.018926621354930364,0.1083295220474012,0.0
learned_two_velocity_scalar,5,0.5,0.04923905374126882,0.04401596300315229,0.07135352191125155,0.07806179794720573,0.31392045454545453,221,23,0.5227272727272727,4,0.017700983959958196,0.10239431351201768,0.0
