held_out_suite,train_rows,test_rows,log_loss_clock,accuracy_clock,log_loss_clock_routing,accuracy_clock_routing,log_loss_gain
libero_goal,122768,26212,0.8610668554885191,0.6823210743171066,0.9280109173665627,0.6991072791088051,-0.06694406187804358
libero_long,90447,58533,0.7036297006033946,0.8020774605777937,0.20184791075811626,0.9328071344369843,0.5017817898452783
libero_object,118507,30473,0.3084127031036602,0.8953499819512355,0.20650116673646707,0.9367965083844715,0.10191153636719313
libero_spatial,115218,33762,0.4883321435352241,0.8083940524850424,0.4862890146424417,0.8375984835021621,0.0020431288927824087
