evaluation_role,run_role,episode_index,init_state_id,success,query,raw_reject,alarm,consecutive_raw_rejects,matched_reference_queries,mean_local_match_distance,layer5_gap,back_chunk_jump,front_action_distance,layer5_gap_ratio,back_chunk_jump_ratio,front_action_distance_ratio
online_route_replay,hardware_replay_of_development_noise,0,0,True,1,False,False,0,"[1,1,1,1,1,1,1]",0.03543930979711669,0.29872362220135984,0.03872780397296624,0.024265442468418413,0.8877141970402807,1.0117635447677562,0.845016955569781
online_route_replay,hardware_replay_of_development_noise,0,0,True,2,False,False,0,"[3,3,3,3,2,2,3]",0.031173026987484524,0.22972514018002763,0.029142503634483098,0.02283241166924176,0.930404613723596,0.8327010477416307,0.8853617681273239
online_route_replay,hardware_replay_of_development_noise,0,0,True,3,False,False,0,"[3,3,3,4,3,3,4]",0.030363546152200018,0.23408197279217405,0.025868781834597458,0.023917282889180522,0.9480501233112091,0.916386366808444,0.952138983483298
online_route_replay,hardware_replay_of_development_noise,0,0,True,4,False,False,0,"[3,3,3,5,3,5,4]",0.02924321618463312,0.23217258283796532,0.025155623147602578,0.0205186808250889,0.9403169460829741,0.8973970041005677,0.840692083930326
online_route_replay,hardware_replay_of_development_noise,0,0,True,5,False,False,0,"[5,5,5,5,4,5,4]",0.02862397607948099,0.23884607754793935,0.024807063512915947,0.019150967915311238,0.9580371021839276,0.8547271171364049,0.7457265396396221
online_route_replay,hardware_replay_of_development_noise,0,0,True,6,False,False,0,"[6,6,6,6,4,6,6]",0.029626464205128804,0.2325232112693138,0.02211196780118257,0.023567239695450035,0.9931333402556456,0.8601081435274308,0.794078891165342
online_route_replay,hardware_replay_of_development_noise,0,0,True,7,False,False,0,"[7,7,7,7,6,7,7]",0.032289594411849976,0.2285403892021604,0.026128963202346808,0.024757026517696828,0.9899062961307542,0.8760004047787737,0.876814326543388
online_route_replay,hardware_replay_of_development_noise,0,0,True,8,False,False,0,"[7,8,9,8,7,8,7]",0.034793304545538764,0.22919051447349306,0.02423678171658599,0.027280653335614177,0.9895299387464171,0.7566625953548464,0.8915732829385788
online_route_replay,hardware_replay_of_development_noise,0,0,True,9,False,False,0,"[8,9,9,9,7,9,8]",0.03478003825460162,0.21187675258311733,0.02463300774037753,0.02426408347923597,0.9483353104419674,0.7690326127529924,0.7729195682383416
online_route_replay,hardware_replay_of_development_noise,0,0,True,10,False,False,0,"[10,10,11,10,9,9,8]",0.03595455576266561,0.2193111108175585,0.028894780359925622,0.02755113512545829,0.969916467915192,1.0668233490736567,0.9045424496011669
online_route_replay,hardware_replay_of_development_noise,0,0,True,11,False,False,0,"[11,12,12,9,11,12,9]",0.03648430587989943,0.2339859836032442,0.03498516143900127,0.02667175810284263,0.8044990148744348,0.9047663699935476,0.8055262250735062
online_route_replay,hardware_replay_of_development_noise,0,0,True,12,False,False,0,"[12,15,13,9,13,13,9]",0.036119981801935604,0.6069267226978592,0.04241319848550559,0.025897984605582187,0.9777540188680413,0.8939619618488979,0.7924836792160254
online_route_replay,hardware_replay_of_development_noise,0,0,True,13,False,False,0,"[13,16,14,16,15,14,16]",0.03258111248058932,0.625220834141779,0.031312198067837686,0.024628650589559396,0.9841385404888607,0.8557679995698504,0.9210870545817464
online_route_replay,hardware_replay_of_development_noise,0,0,True,14,False,False,0,"[14,17,14,17,16,15,17]",0.031371364636080604,0.6284489520039148,0.026675254918817434,0.02051843058117804,0.926469659660509,0.9282094973029706,0.7532281105901062
online_route_replay,hardware_replay_of_development_noise,0,0,True,15,False,False,0,"[14,17,15,17,16,16,17]",0.030797449073621204,0.6801732187122583,0.02690420099717361,0.023191340104136145,1.0027224143523013,0.9361760537594026,0.8568266933886921
online_route_replay,hardware_replay_of_development_noise,0,0,True,16,False,False,0,"[15,18,16,19,17,17,19]",0.03321935183235577,0.6700339312819626,0.028829434388763397,0.02641319035295056,0.9631422309239973,0.9851180534623293,0.9565744518696352
online_route_replay,hardware_replay_of_development_noise,0,0,True,17,False,False,0,"[17,19,18,20,18,18,20]",0.036908348223992755,0.5019189696732429,0.035617548762764566,0.028675547586236902,0.7366506927369263,0.9881094749587924,0.8546720093742998
online_route_replay,hardware_replay_of_development_noise,0,0,True,18,False,False,0,"[18,20,19,21,20,19,21]",0.03955140230911119,0.25113281012343897,0.039069861555745024,0.029118022892289805,0.4282179955775306,0.8904483949339895,0.7878789954206852
online_route_replay,hardware_replay_of_development_noise,0,0,True,19,False,False,0,"[19,23,20,22,21,20,22]",0.03903719782829285,0.1951653532670568,0.03872611114783863,0.028659081635161475,0.5368765298223122,0.9603795721886205,0.7525850593019747
online_route_replay,hardware_replay_of_development_noise,0,0,True,20,False,False,0,"[20,25,21,23,22,20,24]",0.03718793711491993,0.22230547848929677,0.03124146471765408,0.026583344710556372,0.6115357662305334,0.9118768083012099,0.7220342602484453
online_route_replay,hardware_replay_of_development_noise,0,0,True,21,False,False,0,"[21,25,22,24,24,28,25]",0.0355359252010073,0.24489326300610373,0.027137722396533292,0.027830561183036274,0.9808886055616339,0.9147217192066054,0.9823237932557639
online_route_replay,hardware_replay_of_development_noise,0,0,True,22,False,False,0,"[21,25,22,25,25,29,25]",0.03473874234727451,0.22764321831863868,0.026193984874017334,0.02571453114103136,0.911795760492467,0.940459601945475,0.9078222308009204
