representation,direction,width,confirmations,quantile,structure,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
front_max,high,2,2,0.6,single,136,708,0.2792607802874743,0.04946552085516663,0.16113744075829384,79,697,0.1018041237113402,0.5808823529411765,0.08895643943193969,1.8114196317578517
front_max,high,2,2,0.6,or_l5,142,711,0.2915811088295688,0.049675120519807166,0.16647127784290738,82,699,0.10499359795134443,0.5774647887323944,0.09099610514370655,1.8294330024346193
front_max,high,2,2,0.7,single,119,457,0.24435318275154005,0.03192901558024174,0.2065972222222222,66,451,0.1276595744680851,0.5546218487394958,0.10547613501145153,1.9587105860467107
front_max,high,2,2,0.7,or_l5,125,460,0.25667351129363447,0.032138615244882277,0.21367521367521367,70,453,0.1338432122370937,0.56,0.10655443106863861,2.005315138303086
front_max,high,2,2,0.75,single,107,341,0.21971252566735114,0.02382449521414099,0.23883928571428573,58,336,0.14720812182741116,0.5420560747663551,0.11904545692925604,2.0062864377614877
front_max,high,2,2,0.75,or_l5,114,346,0.23408624229979466,0.024173827988541886,0.24782608695652175,63,339,0.15671641791044777,0.5526315789473685,0.12066238453749617,2.0538802370469407
front_max,high,2,2,0.8,single,90,252,0.18480492813141683,0.01760637182980507,0.2631578947368421,49,249,0.1644295302013423,0.5444444444444444,0.12786840967610721,2.0580368161567457
front_max,high,2,2,0.8,or_l5,100,258,0.2053388090349076,0.018025571159086144,0.27932960893854747,56,252,0.18181818181818182,0.56,0.1327340957241163,2.104429968914132
front_max,high,2,2,0.85,single,75,177,0.1540041067761807,0.012366380213791658,0.2976190476190476,40,174,0.18691588785046728,0.5333333333333333,0.14206335481968665,2.094974090938507
front_max,high,2,2,0.85,or_l5,86,183,0.17659137577002054,0.012785579543072731,0.31970260223048325,47,177,0.20982142857142858,0.5465116279069767,0.15015659256748315,2.129127977426652
front_max,high,2,2,0.9,single,63,120,0.1293634496919918,0.008383986585621462,0.3442622950819672,35,118,0.22875816993464052,0.5555555555555556,0.15730966073448563,2.188437083104697
front_max,high,2,2,0.9,or_l5,75,126,0.1540041067761807,0.008803185914902536,0.373134328358209,42,121,0.25766871165644173,0.56,0.17104390995275023,2.181511919724502
front_max,high,2,2,0.925,single,54,88,0.11088295687885011,0.00614825682945574,0.38028169014084506,29,86,0.25217391304347825,0.5370370370370371,0.17412575249071688,2.1839485814203097
front_max,high,2,2,0.925,or_l5,67,94,0.1375770020533881,0.006567456158736813,0.4161490683229814,36,89,0.288,0.5373134328358209,0.19420330924528995,2.1428526112156057
front_max,high,2,2,0.95,single,44,57,0.09034907597535935,0.0039823936281701946,0.43564356435643564,22,56,0.28205128205128205,0.5,0.18448096487591498,2.361455365595344
front_max,high,2,2,0.95,or_l5,62,63,0.1273100616016427,0.004401592957451268,0.496,31,59,0.34444444444444444,0.5,0.22472123731391255,2.20717901845271
front_max,high,2,2,0.96,single,37,44,0.07597535934291581,0.00307412841472787,0.4567901234567901,19,43,0.3064516129032258,0.5135135135135135,0.18979817454782827,2.4067150516333395
front_max,high,2,2,0.96,or_l5,56,50,0.11498973305954825,0.003493327744008943,0.5283018867924528,28,46,0.3783783783783784,0.5,0.2383235595406678,2.2167421794583544
front_max,high,2,2,0.975,single,28,27,0.057494866529774126,0.0018863969817648292,0.509090909090909,14,26,0.35,0.5,0.20904167672452725,2.4353560355420574
front_max,high,2,2,0.975,or_l5,49,33,0.10061601642710473,0.002305596311045902,0.5975609756097561,23,29,0.4423076923076923,0.46938775510204084,0.2756514623203441,2.1678135518661237
front_max,high,2,2,0.98,single,21,22,0.043121149897330596,0.001537064207363935,0.4883720930232558,9,21,0.3,0.42857142857142855,0.22363035510422608,2.1838363257780595
front_max,high,2,2,0.98,or_l5,42,28,0.08624229979466119,0.001956263536645008,0.6,18,24,0.42857142857142855,0.42857142857142855,0.29603189942715624,2.0268086012387334
front_max,high,2,2,0.99,single,9,10,0.018480492813141684,0.0006986655488017886,0.47368421052631576,3,10,0.23076923076923078,0.3333333333333333,0.25311285355604785,1.8714348318206837
front_max,high,2,2,0.99,or_l5,31,17,0.06365503080082136,0.0011877314329630407,0.6458333333333334,13,14,0.48148148148148145,0.41935483870967744,0.3400174689246196,1.8994122136604452
front_max,high,2,2,0.995,single,8,2,0.01642710472279261,0.00013973310976035772,0.8,2,2,0.5,0.25,0.4327659802334697,1.84857414062079
front_max,high,2,2,0.995,or_l5,30,9,0.061601642710472276,0.0006287989939216097,0.7692307692307693,12,6,0.6666666666666666,0.4,0.4061372844397828,1.8940166261559312
front_max,high,2,4,0.5,single,22,41,0.045174537987679675,0.0028645287500873333,0.3492063492063492,8,39,0.1702127659574468,0.36363636363636365,0.2338861116446833,1.4930615022445577
front_max,high,2,4,0.5,or_l5,36,48,0.07392197125256673,0.003353594634248585,0.42857142857142855,16,43,0.2711864406779661,0.4444444444444444,0.2570908101409322,1.6670040766392777
front_max,high,2,4,0.6,single,17,27,0.03490759753593429,0.0018863969817648292,0.38636363636363635,5,25,0.16666666666666666,0.29411764705882354,0.27238613639966,1.41844089963794
front_max,high,2,4,0.6,or_l5,33,34,0.06776180698151951,0.0023754628659260813,0.4925373134328358,14,29,0.32558139534883723,0.42424242424242425,0.2991694054257477,1.646349207172125
front_max,high,2,4,0.7,single,11,14,0.022587268993839837,0.000978131768322504,0.44,2,12,0.14285714285714285,0.18181818181818182,0.34420925681422615,1.2782921763126007
front_max,high,2,4,0.7,or_l5,31,21,0.06365503080082136,0.001467197652483756,0.5961538461538461,13,16,0.4482758620689655,0.41935483870967744,0.34621723101164137,1.7219069207268913
front_max,high,2,4,0.75,single,9,10,0.018480492813141684,0.0006986655488017886,0.47368421052631576,2,9,0.18181818181818182,0.2222222222222222,0.3796201938341288,1.247784544183883
front_max,high,2,4,0.75,or_l5,30,17,0.061601642710472276,0.0011877314329630407,0.6382978723404256,13,13,0.5,0.43333333333333335,0.3626838806967064,1.7599289803403224
front_max,high,2,4,0.8,single,8,8,0.01642710472279261,0.0005589324390414309,0.5,2,7,0.2222222222222222,0.25,0.37985048480765743,1.3163073893486854
front_max,high,2,4,0.8,or_l5,30,15,0.061601642710472276,0.0010479983232026828,0.6666666666666666,13,11,0.5416666666666666,0.43333333333333335,0.3757992548182061,1.7739967765214661
front_max,high,2,4,0.85,single,5,4,0.01026694045174538,0.00027946621952071543,0.5555555555555556,1,3,0.25,0.2,0.3964278662700016,1.4014038941883422
front_max,high,2,4,0.85,or_l5,29,11,0.059548254620123205,0.0007685321036819675,0.725,13,7,0.65,0.4482758620689655,0.3900998201631394,1.8584986778430344
front_max,high,2,4,0.9,single,4,1,0.008213552361396304,6.986655488017886e-05,0.8,0,0,0.0,0.0,0.6298947119365905,1.2700535261526906
front_max,high,2,4,0.9,or_l5,29,8,0.059548254620123205,0.0005589324390414309,0.7837837837837838,12,4,0.75,0.41379310344827586,0.4342360662404702,1.804971638053072
front_max,high,2,4,0.925,single,4,1,0.008213552361396304,6.986655488017886e-05,0.8,0,0,0.0,0.0,0.6298947119365905,1.2700535261526906
front_max,high,2,4,0.925,or_l5,29,8,0.059548254620123205,0.0005589324390414309,0.7837837837837838,12,4,0.75,0.41379310344827586,0.4342360662404702,1.804971638053072
front_max,high,2,4,0.95,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,4,0.95,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,4,0.96,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,4,0.96,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,4,0.975,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,4,0.975,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,4,0.98,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,4,0.98,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,4,0.99,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,4,0.99,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,4,0.995,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,4,0.995,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,6,0.5,single,5,0,0.01026694045174538,0.0,1.0,1,0,1.0,0.2,0.6002508472390586,1.665970159975027
front_max,high,2,6,0.5,or_l5,28,7,0.057494866529774126,0.000489065884161252,0.8,12,4,0.75,0.42857142857142855,0.4351752295075173,1.8383399278156312
front_max,high,2,6,0.6,single,3,0,0.006160164271047228,0.0,1.0,1,0,1.0,0.3333333333333333,0.7215500788316321,1.3859051912505465
front_max,high,2,6,0.6,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.43624702516317404,1.8203393977570193
front_max,high,2,6,0.7,single,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.9951456310679612,1.0048780487804878
front_max,high,2,6,0.7,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4370830347466986,1.8168576309969022
front_max,high,2,6,0.75,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,6,0.75,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,6,0.8,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,6,0.8,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,6,0.85,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,6,0.85,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,6,0.9,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,6,0.9,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,6,0.925,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,6,0.925,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,6,0.95,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,6,0.95,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,6,0.96,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,6,0.96,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,6,0.975,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,6,0.975,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,6,0.98,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,6,0.98,or_l5,27,7,0.055441478439425054,0.000489065884161252,0.7941176470588235,12,4,0.75,0.4444444444444444,0.4373685858603479,1.815671433047059
front_max,high,2,6,0.99,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,6,0.99,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,6,0.995,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,6,0.995,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.5,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,8,0.5,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.6,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,8,0.6,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.7,single,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,1.0,1.0
front_max,high,2,8,0.7,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.75,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,8,0.75,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.8,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,8,0.8,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.85,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,8,0.85,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.9,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,8,0.9,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.925,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,8,0.925,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.95,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,8,0.95,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.96,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,8,0.96,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.975,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,8,0.975,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.98,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,8,0.98,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.99,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,8,0.99,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,2,8,0.995,single,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
front_max,high,2,8,0.995,or_l5,26,7,0.053388090349075976,0.000489065884161252,0.7878787878787878,12,4,0.75,0.46153846153846156,0.42031914906823714,1.8744775003122183
front_max,high,4,1,0.5,single,358,7015,0.7351129363449692,0.4901138824844547,0.0485555404855554,275,6958,0.03802018526199364,0.7681564245810056,0.04832067796410287,1.0048604972311648
front_max,high,4,1,0.5,or_l5,358,7015,0.7351129363449692,0.4901138824844547,0.0485555404855554,275,6958,0.03802018526199364,0.7681564245810056,0.04832067796410287,1.0048604972311648
front_max,high,4,1,0.6,single,335,5594,0.6878850102669405,0.39083350799972055,0.05650193961882274,249,5538,0.04302747537584241,0.7432835820895523,0.05159527104785186,1.0950991916763109
front_max,high,4,1,0.6,or_l5,335,5594,0.6878850102669405,0.39083350799972055,0.05650193961882274,249,5538,0.04302747537584241,0.7432835820895523,0.05159527104785186,1.0950991916763109
front_max,high,4,1,0.7,single,296,4162,0.6078028747433265,0.2907846014113044,0.06639748766262898,202,4122,0.04671600370027752,0.6824324324324325,0.05630419436202363,1.179263612861729
front_max,high,4,1,0.7,or_l5,296,4162,0.6078028747433265,0.2907846014113044,0.06639748766262898,202,4122,0.04671600370027752,0.6824324324324325,0.05630419436202363,1.179263612861729
front_max,high,4,1,0.75,single,276,3446,0.5667351129363449,0.24076014811709634,0.07415368081676518,178,3409,0.04962364092556454,0.644927536231884,0.06022271853263097,1.2313240355728194
front_max,high,4,1,0.75,or_l5,276,3446,0.5667351129363449,0.24076014811709634,0.07415368081676518,178,3409,0.04962364092556454,0.644927536231884,0.06022271853263097,1.2313240355728194
front_max,high,4,1,0.8,single,257,2739,0.5277207392197125,0.1913644938168099,0.08578104138851803,153,2706,0.053515215110178385,0.5953307392996109,0.06562702453839225,1.3070993541438944
front_max,high,4,1,0.8,or_l5,257,2739,0.5277207392197125,0.1913644938168099,0.08578104138851803,153,2706,0.053515215110178385,0.5953307392996109,0.06562702453839225,1.3070993541438944
front_max,high,4,1,0.85,single,230,2030,0.4722792607802875,0.14182910640676308,0.10176991150442478,129,1997,0.06067732831608655,0.5608695652173913,0.07280210519453256,1.3978979211176397
front_max,high,4,1,0.85,or_l5,230,2030,0.4722792607802875,0.14182910640676308,0.10176991150442478,129,1997,0.06067732831608655,0.5608695652173913,0.07280210519453256,1.3978979211176397
front_max,high,4,1,0.9,single,195,1351,0.4004106776180698,0.09438971564312164,0.1261319534282018,103,1328,0.07197763801537387,0.5282051282051282,0.08341527594624298,1.5120965794021661
front_max,high,4,1,0.9,or_l5,196,1351,0.4024640657084189,0.09438971564312164,0.12669683257918551,103,1328,0.07197763801537387,0.5255102040816326,0.08388129569423311,1.5104300849265015
front_max,high,4,1,0.925,single,168,1000,0.34496919917864477,0.06986655488017886,0.14383561643835616,92,975,0.08622305529522024,0.5476190476190477,0.09208367835961977,1.5620098914448934
front_max,high,4,1,0.925,or_l5,169,1001,0.3470225872689938,0.06993642143505904,0.14444444444444443,92,976,0.08614232209737828,0.5443786982248521,0.09255709851223429,1.5605982335903887
front_max,high,4,1,0.95,single,133,654,0.2731006160164271,0.045692726891636976,0.16899618805590852,73,627,0.10428571428571429,0.5488721804511278,0.10569548391569233,1.5988969612997637
front_max,high,4,1,0.95,or_l5,136,656,0.2792607802874743,0.04583246000139733,0.1717171717171717,73,629,0.10398860398860399,0.5367647058823529,0.10701291758323245,1.6046396602878679
front_max,high,4,1,0.96,single,124,511,0.2546201232032854,0.0357018095437714,0.1952755905511811,65,491,0.11690647482014388,0.5241935483870968,0.12006075766380425,1.6264730820539584
front_max,high,4,1,0.96,or_l5,127,514,0.26078028747433263,0.03591140920841193,0.1981279251170047,65,493,0.11648745519713262,0.5118110236220472,0.1209811185849298,1.637676419547379
front_max,high,4,1,0.975,single,102,322,0.20944558521560575,0.022497030671417593,0.24056603773584906,51,309,0.14166666666666666,0.5,0.13766129623856455,1.7475212300700151
front_max,high,4,1,0.975,or_l5,107,326,0.21971252566735114,0.02277649689093831,0.2471131639722864,53,311,0.14560439560439561,0.4953271028037383,0.14210063641342394,1.7390011066054742
front_max,high,4,1,0.98,single,88,245,0.1806981519507187,0.01711730594564382,0.26426426426426425,43,235,0.15467625899280577,0.48863636363636365,0.1493719361057452,1.7691694380742515
front_max,high,4,1,0.98,or_l5,94,249,0.19301848049281314,0.017396772165164536,0.27405247813411077,45,237,0.1595744680851064,0.4787234042553192,0.15487019630946916,1.7695624120375348
front_max,high,4,1,0.99,single,56,132,0.11498973305954825,0.009222385244183609,0.2978723404255319,27,125,0.17763157894736842,0.48214285714285715,0.16606534416752677,1.79370561581493
front_max,high,4,1,0.99,or_l5,64,137,0.13141683778234087,0.009571718018584504,0.31840796019900497,30,128,0.189873417721519,0.46875,0.17909010777386644,1.777920423170734
front_max,high,4,1,0.995,single,34,62,0.06981519507186858,0.0043317264025710895,0.3541666666666667,15,60,0.2,0.4411764705882353,0.18968744416613936,1.8671065352984924
front_max,high,4,1,0.995,or_l5,48,68,0.09856262833675565,0.004750925731852163,0.41379310344827586,20,64,0.23809523809523808,0.4166666666666667,0.22937097558230138,1.8040342828807534
front_max,high,4,2,0.5,single,271,3699,0.5564681724845996,0.2584363865017816,0.06826196473551638,170,3664,0.04434011476264997,0.6273062730627307,0.05751640832961982,1.1868259287734906
front_max,high,4,2,0.5,or_l5,271,3699,0.5564681724845996,0.2584363865017816,0.06826196473551638,170,3664,0.04434011476264997,0.6273062730627307,0.05751640832961982,1.1868259287734906
front_max,high,4,2,0.6,single,244,2704,0.5010266940451745,0.18891916439600362,0.08276797829036635,143,2673,0.05078125,0.5860655737704918,0.06453645411400745,1.2824996263995514
front_max,high,4,2,0.6,or_l5,244,2704,0.5010266940451745,0.18891916439600362,0.08276797829036635,143,2673,0.05078125,0.5860655737704918,0.06453645411400745,1.2824996263995514
front_max,high,4,2,0.7,single,216,1871,0.44353182751540043,0.13072032418081464,0.10349784379492094,118,1847,0.06005089058524173,0.5462962962962963,0.0740990888562392,1.396749209638984
front_max,high,4,2,0.7,or_l5,216,1871,0.44353182751540043,0.13072032418081464,0.10349784379492094,118,1847,0.06005089058524173,0.5462962962962963,0.0740990888562392,1.396749209638984
front_max,high,4,2,0.75,single,195,1503,0.4004106776180698,0.10500943198490882,0.11484098939929328,105,1480,0.06624605678233439,0.5384615384615384,0.07779624587398652,1.4761764929545755
front_max,high,4,2,0.75,or_l5,195,1503,0.4004106776180698,0.10500943198490882,0.11484098939929328,105,1480,0.06624605678233439,0.5384615384615384,0.07779624587398652,1.4761764929545755
front_max,high,4,2,0.8,single,177,1123,0.36344969199178645,0.07846014113044086,0.13615384615384615,93,1106,0.07756463719766472,0.5254237288135594,0.08540725384086494,1.594171923704921
front_max,high,4,2,0.8,or_l5,177,1123,0.36344969199178645,0.07846014113044086,0.13615384615384615,93,1106,0.07756463719766472,0.5254237288135594,0.08540725384086494,1.594171923704921
front_max,high,4,2,0.85,single,162,778,0.3326488706365503,0.05435617969677915,0.1723404255319149,79,765,0.09360189573459715,0.4876543209876543,0.10086584930128749,1.7086102652755344
front_max,high,4,2,0.85,or_l5,162,778,0.3326488706365503,0.05435617969677915,0.1723404255319149,79,765,0.09360189573459715,0.4876543209876543,0.10086584930128749,1.7086102652755344
front_max,high,4,2,0.9,single,133,502,0.2731006160164271,0.035073010549849785,0.2094488188976378,64,492,0.11510791366906475,0.48120300751879697,0.11718406786766794,1.7873489349606926
front_max,high,4,2,0.9,or_l5,135,503,0.27720739219712526,0.035142877104729964,0.2115987460815047,64,493,0.11490125673249552,0.4740740740740741,0.11906373569602859,1.7771888715277615
front_max,high,4,2,0.925,single,115,390,0.23613963039014374,0.027247956403269755,0.22772277227722773,57,378,0.1310344827586207,0.4956521739130435,0.12939703278028072,1.7598763077041069
front_max,high,4,2,0.925,or_l5,118,392,0.24229979466119098,0.02738768951303011,0.23137254901960785,57,379,0.13073394495412843,0.4830508474576271,0.13232407244556665,1.7485295361868958
front_max,high,4,2,0.95,single,91,247,0.1868583162217659,0.01725703905540418,0.2692307692307692,46,235,0.16370106761565836,0.5054945054945055,0.15228659957362542,1.7679216029812606
front_max,high,4,2,0.95,or_l5,95,251,0.19507186858316222,0.017536505274924893,0.2745664739884393,47,237,0.16549295774647887,0.49473684210526314,0.1578312030475707,1.7396209918369836
front_max,high,4,2,0.96,single,84,193,0.17248459958932238,0.013484245091874519,0.30324909747292417,39,182,0.17647058823529413,0.4642857142857143,0.17599850908008713,1.7230208315851834
front_max,high,4,2,0.96,or_l5,88,197,0.1806981519507187,0.013763711311395236,0.3087719298245614,41,184,0.18222222222222223,0.4659090909090909,0.18013794203982808,1.7140860294512117
front_max,high,4,2,0.975,single,67,111,0.1375770020533881,0.007755187591699853,0.37640449438202245,31,105,0.22794117647058823,0.4626865671641791,0.20758473245943795,1.8132571211881965
front_max,high,4,2,0.975,or_l5,73,115,0.14989733059548255,0.008034653811220569,0.3882978723404255,34,107,0.24113475177304963,0.4657534246575342,0.21309414712368377,1.8221892885450781
front_max,high,4,2,0.98,single,61,77,0.12525667351129363,0.0053797247257737725,0.4420289855072464,26,72,0.2653061224489796,0.4262295081967213,0.2446912175095353,1.8064767097332421
front_max,high,4,2,0.98,or_l5,69,82,0.14168377823408623,0.0057290575001746665,0.45695364238410596,31,75,0.29245283018867924,0.4492753623188406,0.2453281198028075,1.862622363679309
front_max,high,4,2,0.99,single,30,38,0.061601642710472276,0.0026549290854467967,0.4411764705882353,15,34,0.30612244897959184,0.5,0.2154878523601671,2.047338008876953
front_max,high,4,2,0.99,or_l5,46,44,0.0944558521560575,0.00307412841472787,0.5111111111111111,21,38,0.3559322033898305,0.45652173913043476,0.2591296304368613,1.9724147726735817
front_max,high,4,2,0.995,single,19,16,0.039014373716632446,0.0011178648780828617,0.5428571428571428,8,14,0.36363636363636365,0.42105263157894735,0.26538001510941667,2.045584113156832
front_max,high,4,2,0.995,or_l5,39,23,0.08008213552361396,0.0016069307622441137,0.6290322580645161,17,18,0.4857142857142857,0.4358974358974359,0.3225876988048261,1.949957361657169
front_max,high,4,4,0.5,single,86,312,0.17659137577002054,0.021798365122615803,0.21608040201005024,52,299,0.14814814814814814,0.6046511627906976,0.10794286210218229,2.001803526438843
front_max,high,4,4,0.5,or_l5,86,312,0.17659137577002054,0.021798365122615803,0.21608040201005024,52,299,0.14814814814814814,0.6046511627906976,0.10794286210218229,2.001803526438843
front_max,high,4,4,0.6,single,79,277,0.162217659137577,0.019353035701809542,0.22191011235955055,48,265,0.15335463258785942,0.6075949367088608,0.1102620486952289,2.0125701906094977
front_max,high,4,4,0.6,or_l5,79,277,0.162217659137577,0.019353035701809542,0.22191011235955055,48,265,0.15335463258785942,0.6075949367088608,0.1102620486952289,2.0125701906094977
front_max,high,4,4,0.7,single,66,248,0.13552361396303902,0.017326905610284358,0.21019108280254778,39,233,0.14338235294117646,0.5909090909090909,0.1158663117425318,1.8140827962973087
front_max,high,4,4,0.7,or_l5,66,248,0.13552361396303902,0.017326905610284358,0.21019108280254778,39,233,0.14338235294117646,0.5909090909090909,0.1158663117425318,1.8140827962973087
front_max,high,4,4,0.75,single,63,233,0.1293634496919918,0.016278907287081673,0.21283783783783783,36,219,0.1411764705882353,0.5714285714285714,0.11817940670986153,1.8009722993479667
