corpus,mode,K,nstates,t,variant,det_auc,res_det_auc,res_auc_succ,npairs,base_det_auc,p_raw,p_res
B,order1,16,16,30,absorb,0.7223605577689243,0.5956175298804781,0.4043824701195219,2008,0.750996015936255,0.004975124378109453,0.07462686567164178
B,order1,16,16,30,absorb_w8,0.7602091633466135,0.6528884462151394,0.3471115537848606,2008,0.750996015936255,0.004975124378109453,0.004975124378109453
B,order1,16,16,30,emp_pool,0.7054282868525896,0.602589641434263,0.39741035856573703,2008,0.750996015936255,0.004975124378109453,0.04975124378109453
B,order1,16,16,30,emp_pool_w8,0.7462649402390438,0.6279880478087649,0.37201195219123506,2008,0.750996015936255,0.004975124378109453,0.004975124378109453
B,order1,32,32,20,absorb,0.5717131474103586,0.5473107569721115,0.5473107569721115,2008,0.6444223107569721,0.18407960199004975,0.4079601990049751
B,order1,32,32,20,absorb_w8,0.5420816733067729,0.5328685258964143,0.5328685258964143,2008,0.6444223107569721,0.4925373134328358,0.6567164179104478
B,order1,32,32,20,emp_pool,0.5328685258964143,0.5109561752988048,0.48904382470119523,2008,0.6444223107569721,0.6368159203980099,0.8009950248756219
B,order1,32,32,20,emp_pool_w8,0.5122011952191234,0.5258964143426295,0.5258964143426295,2008,0.6444223107569721,0.9253731343283582,0.7711442786069652
B,order1,32,32,25,absorb,0.5373505976095617,0.5388446215139442,0.5388446215139442,2008,0.5249003984063745,0.7960199004975125,0.746268656716418
B,order1,32,32,25,absorb_w8,0.6058266932270916,0.600597609561753,0.600597609561753,2008,0.5249003984063745,0.05472636815920398,0.05472636815920398
B,order1,32,32,25,emp_pool,0.5343625498007969,0.5393426294820718,0.46065737051792827,2008,0.5249003984063745,0.7014925373134329,0.6119402985074627
B,order1,32,32,25,emp_pool_w8,0.5211653386454184,0.5383466135458167,0.5383466135458167,2008,0.5249003984063745,0.8557213930348259,0.7213930348258707
B,order1,32,32,30,absorb,0.7450199203187251,0.6135458167330677,0.38645418326693226,2008,0.750996015936255,0.004975124378109453,0.024875621890547265
B,order1,32,32,30,absorb_w8,0.7589641434262948,0.6354581673306773,0.3645418326693227,2008,0.750996015936255,0.004975124378109453,0.014925373134328358
B,order1,32,32,30,emp_pool,0.724601593625498,0.5956175298804781,0.4043824701195219,2008,0.750996015936255,0.004975124378109453,0.07960199004975124
B,order1,32,32,30,emp_pool_w8,0.7211155378486056,0.6085657370517928,0.39143426294820716,2008,0.750996015936255,0.004975124378109453,0.03482587064676617
B,order1,64,64,20,absorb,0.6050796812749004,0.5811752988047809,0.5811752988047809,2008,0.6444223107569721,0.05970149253731343,0.1890547263681592
B,order1,64,64,20,absorb_w8,0.5303784860557769,0.5338645418326693,0.5338645418326693,2008,0.6444223107569721,0.7263681592039801,0.6616915422885572
B,order1,64,64,20,emp_pool,0.5199203187250996,0.5134462151394422,0.5134462151394422,2008,0.6444223107569721,0.6567164179104478,0.7611940298507462
B,order1,64,64,20,emp_pool_w8,0.5577689243027888,0.5164342629482072,0.48356573705179284,2008,0.6444223107569721,0.29850746268656714,0.7761194029850746
B,order1,64,64,25,absorb,0.5281374501992032,0.5338645418326693,0.5338645418326693,2008,0.5249003984063745,0.845771144278607,0.7860696517412935
B,order1,64,64,25,absorb_w8,0.5896414342629482,0.5956175298804781,0.5956175298804781,2008,0.5249003984063745,0.18407960199004975,0.13432835820895522
B,order1,64,64,25,emp_pool,0.5575199203187251,0.5428286852589641,0.45717131474103584,2008,0.5249003984063745,0.2935323383084577,0.4079601990049751
B,order1,64,64,25,emp_pool_w8,0.5602589641434264,0.5353585657370519,0.4646414342629482,2008,0.5249003984063745,0.24378109452736318,0.5223880597014925
B,order1,64,64,30,absorb,0.7437749003984064,0.6115537848605578,0.3884462151394422,2008,0.750996015936255,0.004975124378109453,0.01990049751243781
B,order1,64,64,30,absorb_w8,0.7310756972111554,0.6010956175298805,0.3989043824701195,2008,0.750996015936255,0.004975124378109453,0.07462686567164178
B,order1,64,64,30,emp_pool,0.7243525896414342,0.6105577689243028,0.3894422310756972,2008,0.750996015936255,0.004975124378109453,0.04975124378109453
B,order1,64,64,30,emp_pool_w8,0.8047808764940239,0.6937250996015936,0.3062749003984064,2008,0.750996015936255,0.004975124378109453,0.004975124378109453
B,order2,4,14,20,absorb,0.6008466135458167,0.5722111553784861,0.5722111553784861,2008,0.6444223107569721,0.07960199004975124,0.31840796019900497
B,order2,4,14,20,absorb_w8,0.5229083665338645,0.5109561752988048,0.48904382470119523,2008,0.6444223107569721,0.8756218905472637,0.9601990049751243
B,order2,4,14,20,emp_pool,0.6262450199203188,0.5801792828685259,0.5801792828685259,2008,0.6444223107569721,0.024875621890547265,0.19900497512437812
B,order2,4,14,20,emp_pool_w8,0.5186752988047809,0.5074701195219123,0.49252988047808766,2008,0.6444223107569721,0.9104477611940298,0.9751243781094527
B,order2,4,14,25,absorb,0.5535358565737052,0.5577689243027888,0.5577689243027888,2008,0.5249003984063745,0.6218905472636815,0.5621890547263682
B,order2,4,14,25,absorb_w8,0.6065737051792829,0.5911354581673307,0.5911354581673307,2008,0.5249003984063745,0.06467661691542288,0.14925373134328357
B,order2,4,14,25,emp_pool,0.5600099601593626,0.5662350597609562,0.5662350597609562,2008,0.5249003984063745,0.46766169154228854,0.38308457711442784
B,order2,4,14,25,emp_pool_w8,0.6008466135458167,0.5861553784860558,0.5861553784860558,2008,0.5249003984063745,0.09950248756218906,0.1691542288557214
B,order2,4,14,30,absorb,0.7076693227091633,0.5642430278884463,0.4357569721115538,2008,0.750996015936255,0.004975124378109453,0.2935323383084577
B,order2,4,14,30,absorb_w8,0.7163844621513944,0.5921314741035857,0.40786852589641437,2008,0.750996015936255,0.004975124378109453,0.0945273631840796
B,order2,4,14,30,emp_pool,0.7101593625498008,0.5851593625498008,0.4148406374501992,2008,0.750996015936255,0.004975124378109453,0.1691542288557214
B,order2,4,14,30,emp_pool_w8,0.718874501992032,0.6058266932270917,0.39417330677290835,2008,0.750996015936255,0.004975124378109453,0.029850746268656716
B,order2,8,38,20,absorb,0.5819223107569721,0.5393426294820717,0.5393426294820717,2008,0.6444223107569721,0.08955223880597014,0.44776119402985076
B,order2,8,38,20,absorb_w8,0.5069721115537849,0.5117031872509961,0.488296812749004,2008,0.6444223107569721,0.8805970149253731,0.8308457711442786
B,order2,8,38,20,emp_pool,0.5913844621513944,0.5727091633466136,0.5727091633466136,2008,0.6444223107569721,0.08955223880597014,0.24378109452736318
B,order2,8,38,20,emp_pool_w8,0.5323705179282868,0.5249003984063745,0.5249003984063745,2008,0.6444223107569721,0.7810945273631841,0.8407960199004975
B,order2,8,38,25,absorb,0.5221613545816733,0.522410358565737,0.522410358565737,2008,0.5249003984063745,0.7711442786069652,0.7810945273631841
B,order2,8,38,25,absorb_w8,0.5754482071713147,0.5552788844621513,0.5552788844621513,2008,0.5249003984063745,0.14925373134328357,0.3034825870646766
B,order2,8,38,25,emp_pool,0.5590139442231076,0.5333665338645418,0.5333665338645418,2008,0.5249003984063745,0.35323383084577115,0.6716417910447762
B,order2,8,38,25,emp_pool_w8,0.5998505976095617,0.577191235059761,0.577191235059761,2008,0.5249003984063745,0.0945273631840796,0.22885572139303484
B,order2,8,38,30,absorb,0.726593625498008,0.600597609561753,0.399402390438247,2008,0.750996015936255,0.004975124378109453,0.03980099502487562
B,order2,8,38,30,absorb_w8,0.6994521912350598,0.5906374501992031,0.40936254980079684,2008,0.750996015936255,0.004975124378109453,0.04975124378109453
B,order2,8,38,30,emp_pool,0.7400398406374502,0.6359561752988048,0.36404382470119523,2008,0.750996015936255,0.004975124378109453,0.004975124378109453
B,order2,8,38,30,emp_pool_w8,0.7328187250996017,0.6364541832669323,0.36354581673306774,2008,0.750996015936255,0.004975124378109453,0.004975124378109453
B,order2,16,80,20,absorb,0.5866533864541833,0.5866533864541833,0.5866533864541833,2008,0.6444223107569721,0.15422885572139303,0.1791044776119403
B,order2,16,80,20,absorb_w8,0.5742031872509961,0.5667330677290837,0.5667330677290837,2008,0.6444223107569721,0.2736318407960199,0.3283582089552239
B,order2,16,80,20,emp_pool,0.5348605577689243,0.5428286852589641,0.5428286852589641,2008,0.6444223107569721,0.48756218905472637,0.40298507462686567
B,order2,16,80,20,emp_pool_w8,0.525398406374502,0.5,0.5,2008,0.6444223107569721,0.7114427860696517,1.0
B,order2,16,80,25,absorb,0.5689741035856574,0.5687250996015937,0.5687250996015937,2008,0.5249003984063745,0.373134328358209,0.3482587064676617
B,order2,16,80,25,absorb_w8,0.5883964143426295,0.5702191235059761,0.5702191235059761,2008,0.5249003984063745,0.15920398009950248,0.3383084577114428
B,order2,16,80,25,emp_pool,0.5082171314741036,0.5039840637450199,0.5039840637450199,2008,0.5249003984063745,0.9502487562189055,0.9800995024875622
B,order2,16,80,25,emp_pool_w8,0.531125498007968,0.5423306772908367,0.45766932270916333,2008,0.5249003984063745,0.7064676616915423,0.5771144278606966
B,order2,16,80,30,absorb,0.7497509960159363,0.624003984063745,0.375996015936255,2008,0.750996015936255,0.004975124378109453,0.004975124378109453
B,order2,16,80,30,absorb_w8,0.7592131474103585,0.6424302788844621,0.35756972111553786,2008,0.750996015936255,0.004975124378109453,0.004975124378109453
B,order2,16,80,30,emp_pool,0.765687250996016,0.6703187250996017,0.3296812749003984,2008,0.750996015936255,0.004975124378109453,0.004975124378109453
B,order2,16,80,30,emp_pool_w8,0.7816235059760956,0.6877490039840637,0.31225099601593626,2008,0.750996015936255,0.004975124378109453,0.004975124378109453
B,semi,4,16,20,absorb,0.5047310756972112,0.5049800796812749,0.4950199203187251,2008,0.6444223107569721,0.9651741293532339,0.9154228855721394
B,semi,4,16,20,absorb_w8,0.531374501992032,0.5094621513944223,0.4905378486055777,2008,0.6444223107569721,0.7761194029850746,0.9552238805970149
B,semi,4,16,20,emp_pool,0.5107071713147411,0.5159362549800797,0.5159362549800797,2008,0.6444223107569721,0.9402985074626866,0.9054726368159204
B,semi,4,16,20,emp_pool_w8,0.5059760956175299,0.5129482071713147,0.5129482071713147,2008,0.6444223107569721,0.945273631840796,0.9402985074626866
B,semi,4,16,25,absorb,0.6053286852589641,0.6100597609561753,0.6100597609561753,2008,0.5249003984063745,0.05472636815920398,0.05472636815920398
B,semi,4,16,25,absorb_w8,0.5734561752988048,0.576195219123506,0.576195219123506,2008,0.5249003984063745,0.3333333333333333,0.26865671641791045
B,semi,4,16,25,emp_pool,0.5555278884462151,0.5293824701195219,0.5293824701195219,2008,0.5249003984063745,0.4975124378109453,0.7960199004975125
B,semi,4,16,25,emp_pool_w8,0.6053286852589641,0.5851593625498008,0.5851593625498008,2008,0.5249003984063745,0.07462686567164178,0.20398009950248755
B,semi,4,16,30,absorb,0.6800298804780877,0.5273904382470119,0.47260956175298807,2008,0.750996015936255,0.004975124378109453,0.7661691542288557
B,semi,4,16,30,absorb_w8,0.6578685258964143,0.5303784860557769,0.46962151394422313,2008,0.750996015936255,0.004975124378109453,0.6318407960199005
B,semi,4,16,30,emp_pool,0.7104083665338645,0.5906374501992031,0.40936254980079684,2008,0.750996015936255,0.004975124378109453,0.13930348258706468
B,semi,4,16,30,emp_pool_w8,0.7131474103585658,0.6175298804780877,0.38247011952191234,2008,0.750996015936255,0.004975124378109453,0.009950248756218905
B,semi,8,28,20,absorb,0.5769422310756972,0.5423306772908366,0.5423306772908366,2008,0.6444223107569721,0.1044776119402985,0.4527363184079602
B,semi,8,28,20,absorb_w8,0.5034860557768924,0.5074701195219123,0.49252988047808766,2008,0.6444223107569721,0.9601990049751243,0.9203980099502488
B,semi,8,28,20,emp_pool,0.638695219123506,0.62300796812749,0.62300796812749,2008,0.6444223107569721,0.004975124378109453,0.014925373134328358
B,semi,8,28,20,emp_pool_w8,0.5298804780876494,0.524402390438247,0.524402390438247,2008,0.6444223107569721,0.7761194029850746,0.8208955223880597
B,semi,8,28,25,absorb,0.5049800796812749,0.5014940239043825,0.5014940239043825,2008,0.5249003984063745,0.9303482587064676,0.9751243781094527
B,semi,8,28,25,absorb_w8,0.5540338645418327,0.5463147410358565,0.5463147410358565,2008,0.5249003984063745,0.31840796019900497,0.373134328358209
B,semi,8,28,25,emp_pool,0.5278884462151394,0.5174302788844621,0.5174302788844621,2008,0.5249003984063745,0.7661691542288557,0.8656716417910447
B,semi,8,28,25,emp_pool_w8,0.6068227091633466,0.5876494023904383,0.5876494023904383,2008,0.5249003984063745,0.06965174129353234,0.15920398009950248
B,semi,8,28,30,absorb,0.703187250996016,0.5592629482071714,0.4407370517928287,2008,0.750996015936255,0.004975124378109453,0.24875621890547264
B,semi,8,28,30,absorb_w8,0.6797808764940239,0.5637450199203187,0.4362549800796813,2008,0.750996015936255,0.004975124378109453,0.1791044776119403
B,semi,8,28,30,emp_pool,0.7335657370517928,0.6185258964143426,0.38147410358565736,2008,0.750996015936255,0.004975124378109453,0.029850746268656716
B,semi,8,28,30,emp_pool_w8,0.7410358565737052,0.6334661354581673,0.3665338645418327,2008,0.750996015936255,0.004975124378109453,0.004975124378109453
B,semi,16,46,20,absorb,0.6237549800796812,0.601593625498008,0.601593625498008,2008,0.6444223107569721,0.004975124378109453,0.04477611940298507
B,semi,16,46,20,absorb_w8,0.5629980079681275,0.5607569721115537,0.5607569721115537,2008,0.6444223107569721,0.46766169154228854,0.47761194029850745
B,semi,16,46,20,emp_pool,0.5654880478087649,0.5657370517928287,0.5657370517928287,2008,0.6444223107569721,0.23880597014925373,0.23880597014925373
B,semi,16,46,20,emp_pool_w8,0.536105577689243,0.5139442231075697,0.5139442231075697,2008,0.6444223107569721,0.6666666666666666,0.9154228855721394
B,semi,16,46,25,absorb,0.5565239043824701,0.5547808764940239,0.5547808764940239,2008,0.5249003984063745,0.5522388059701493,0.5671641791044776
B,semi,16,46,25,absorb_w8,0.6235059760956175,0.6145418326693227,0.6145418326693227,2008,0.5249003984063745,0.014925373134328358,0.03980099502487562
B,semi,16,46,25,emp_pool,0.5067231075697212,0.5129482071713147,0.5129482071713147,2008,0.5249003984063745,0.9303482587064676,0.900497512437811
B,semi,16,46,25,emp_pool_w8,0.5159362549800797,0.5303784860557769,0.46962151394422313,2008,0.5249003984063745,0.9402985074626866,0.7761194029850746
B,semi,16,46,30,absorb,0.7417828685258965,0.6145418326693227,0.3854581673306773,2008,0.750996015936255,0.004975124378109453,0.029850746268656716
B,semi,16,46,30,absorb_w8,0.7532370517928286,0.6349601593625498,0.3650398406374502,2008,0.750996015936255,0.004975124378109453,0.009950248756218905
B,semi,16,46,30,emp_pool,0.735308764940239,0.6180278884462151,0.38197211155378485,2008,0.750996015936255,0.004975124378109453,0.01990049751243781
B,semi,16,46,30,emp_pool_w8,0.7502490039840637,0.6374501992031872,0.36254980079681276,2008,0.750996015936255,0.004975124378109453,0.004975124378109453
B,semi,32,81,20,absorb,0.5425796812749004,0.524402390438247,0.524402390438247,2008,0.6444223107569721,0.5174129353233831,0.7313432835820896
B,semi,32,81,20,absorb_w8,0.5014940239043825,0.5059760956175299,0.5059760956175299,2008,0.6444223107569721,1.0,0.9502487562189055
B,semi,32,81,20,emp_pool,0.5226593625498008,0.5139442231075697,0.5139442231075697,2008,0.6444223107569721,0.6666666666666666,0.7711442786069652
B,semi,32,81,20,emp_pool_w8,0.5154382470119522,0.5453187250996016,0.5453187250996016,2008,0.6444223107569721,0.8407960199004975,0.5422885572139303
B,semi,32,81,25,absorb,0.5727091633466136,0.5672310756972112,0.5672310756972112,2008,0.5249003984063745,0.32338308457711445,0.373134328358209
B,semi,32,81,25,absorb_w8,0.5968625498007968,0.5921314741035857,0.5921314741035857,2008,0.5249003984063745,0.08955223880597014,0.13432835820895522
B,semi,32,81,25,emp_pool,0.5199203187250996,0.5283864541832669,0.4716135458167331,2008,0.5249003984063745,0.8507462686567164,0.736318407960199
B,semi,32,81,25,emp_pool_w8,0.5097111553784861,0.5219123505976095,0.5219123505976095,2008,0.5249003984063745,0.945273631840796,0.8855721393034826
B,semi,32,81,30,absorb,0.7574701195219123,0.6254980079681275,0.3745019920318725,2008,0.750996015936255,0.004975124378109453,0.01990049751243781
B,semi,32,81,30,absorb_w8,0.6792828685258965,0.5577689243027888,0.44223107569721115,2008,0.750996015936255,0.004975124378109453,0.4925373134328358
B,semi,32,81,30,emp_pool,0.7206175298804781,0.603585657370518,0.39641434262948205,2008,0.750996015936255,0.004975124378109453,0.03482587064676617
B,semi,32,81,30,emp_pool_w8,0.7231075697211156,0.6225099601593626,0.37749003984063745,2008,0.750996015936255,0.004975124378109453,0.01990049751243781
B,semi,64,140,20,absorb,0.5971115537848606,0.5747011952191236,0.5747011952191236,2008,0.6444223107569721,0.09950248756218906,0.27860696517412936
B,semi,64,140,20,absorb_w8,0.5074701195219123,0.5258964143426295,0.5258964143426295,2008,0.6444223107569721,0.9552238805970149,0.8159203980099502
B,semi,64,140,20,emp_pool,0.522410358565737,0.5258964143426295,0.5258964143426295,2008,0.6444223107569721,0.6567164179104478,0.582089552238806
B,semi,64,140,20,emp_pool_w8,0.599601593625498,0.5617529880478087,0.43824701195219123,2008,0.6444223107569721,0.07462686567164178,0.3333333333333333
B,semi,64,140,25,absorb,0.5649900398406374,0.5627490039840638,0.5627490039840638,2008,0.5249003984063745,0.4427860696517413,0.48258706467661694
B,semi,64,140,25,absorb_w8,0.5881474103585658,0.5831673306772909,0.5831673306772909,2008,0.5249003984063745,0.19900497512437812,0.21393034825870647
B,semi,64,140,25,emp_pool,0.5107071713147411,0.5004980079681275,0.4995019920318725,2008,0.5249003984063745,0.8706467661691543,1.0
B,semi,64,140,25,emp_pool_w8,0.5617529880478087,0.5363545816733069,0.4636454183266932,2008,0.5249003984063745,0.22388059701492538,0.5323383084577115
B,semi,64,140,30,absorb,0.6745517928286853,0.5737051792828685,0.4262948207171315,2008,0.750996015936255,0.004975124378109453,0.23880597014925373
B,semi,64,140,30,absorb_w8,0.5199203187250996,0.5268924302788844,0.5268924302788844,2008,0.750996015936255,0.9651741293532339,0.9253731343283582
B,semi,64,140,30,emp_pool,0.7124003984063745,0.6055776892430279,0.3944223107569721,2008,0.750996015936255,0.004975124378109453,0.03482587064676617
B,semi,64,140,30,emp_pool_w8,0.7933266932270916,0.6822709163346614,0.31772908366533864,2008,0.750996015936255,0.004975124378109453,0.004975124378109453
