feat,K,t,variant,res_A,res_B,raw_A,raw_B,p_res_A,p_res_B,both
cell1280,4,30,absorb_max_w8,0.5806341629730651,0.5916334661354581,0.5937606546198432,0.6802788844621515,0.26865671641791045,0.12935323383084577,False
cell1280,4,30,frac_hirisk_w8,0.5796113194681214,0.5385956175298805,0.5663143539038527,0.577191235059761,0.15422885572139303,0.26865671641791045,False
cell1280,4,30,emp_pool,0.5704057279236276,0.5507968127490039,0.5799522673031026,0.6812749003984064,0.3482587064676617,0.5323383084577115,False
cell1280,4,30,emp_pool_w8,0.5564268666893966,0.5717131474103585,0.6495056256392773,0.6994521912350598,0.5323383084577115,0.19900497512437812,False
cell1280,4,30,emp_time,0.5693828844186839,0.548804780876494,0.536310944425503,0.646414342629482,0.39800995024875624,0.7064676616915423,False
cell1280,4,30,esteps,0.528128196385953,0.6115537848605578,0.515854074326628,0.700199203187251,0.6218905472636815,0.009950248756218905,False
cell1280,4,30,esteps_w8,0.5523354926696216,0.5936254980079682,0.5697238322536652,0.68949203187251,0.3781094527363184,0.009950248756218905,False
cell1280,4,30,dwell,0.5073303784520968,0.6095617529880478,0.6346743948175929,0.526394422310757,0.9054726368159204,0.009950248756218905,False
cell1280,4,30,stayp_w8,0.504943743607228,0.62699203187251,0.59563586771224,0.7044322709163346,0.9253731343283582,0.009950248756218905,False
cell1280,4,30,nll_w8,0.5066484827821343,0.7116533864541832,0.6621206955335834,0.7328187250996017,0.9154228855721394,0.004975124378109453,False
cell1280,8,20,absorb,0.5635867712240027,0.5323705179282868,0.528128196385953,0.5610059760956175,0.472636815920398,0.6019900497512438,False
cell1280,8,20,absorb_w8,0.5584725536992841,0.5064741035856574,0.5647800886464371,0.5079681274900398,0.44776119402985076,0.9402985074626866,False
cell1280,8,20,absorb_drift,0.5260825093760655,0.5652390438247012,0.5093760654619843,0.5854083665338645,0.6467661691542289,0.07462686567164178,False
cell1280,8,20,absorb_max_w8,0.5441527446300716,0.5249003984063745,0.5223320831912718,0.5545318725099602,0.7064676616915423,0.7412935323383084,False
cell1280,8,20,frac_hirisk_w8,0.5806341629730651,0.5333665338645419,0.5905216501875215,0.5271414342629482,0.13432835820895522,0.3781094527363184,False
cell1280,8,20,emp_pool,0.5918854415274463,0.547808764940239,0.5536992840095465,0.5659860557768924,0.20398009950248755,0.4577114427860697,False
cell1280,8,20,emp_pool_w8,0.5441527446300716,0.525398406374502,0.548073644732356,0.5383466135458167,0.5771144278606966,0.8905472636815921,False
cell1280,8,20,emp_time,0.5615410842141152,0.5174302788844621,0.5871121718377088,0.5639940239043825,0.46766169154228854,0.7263681592039801,False
cell1280,8,20,esteps,0.5629048755540402,0.5139442231075697,0.5056256392771906,0.539093625498008,0.2537313432835821,0.6616915422885572,False
cell1280,8,20,esteps_w8,0.5813160586430276,0.5069721115537849,0.5685305148312308,0.5014940239043825,0.11940298507462686,0.8756218905472637,False
cell1280,8,20,dwell,0.5912035458574838,0.5199203187250996,0.5574497101943403,0.5443227091633467,0.09950248756218906,0.6616915422885572,False
cell1280,8,20,stayp_w8,0.557108762359359,0.524402390438247,0.5453460620525059,0.5383466135458167,0.24378109452736318,0.5522388059701493,False
cell1280,8,20,nll_w8,0.5482441186498466,0.525398406374502,0.5482441186498466,0.5393426294820717,0.4079601990049751,0.4925373134328358,False
cell1280,8,25,absorb,0.5141493351517218,0.5288844621513944,0.528980565973406,0.5211653386454184,0.8656716417910447,0.5920398009950248,False
cell1280,8,25,absorb_w8,0.5247187180361405,0.549800796812749,0.5187521309239687,0.5577689243027888,0.7910447761194029,0.30845771144278605,False
cell1280,8,25,absorb_drift,0.5584725536992841,0.5756972111553785,0.5375042618479373,0.5537848605577689,0.2736318407960199,0.04975124378109453,False
cell1280,8,25,absorb_max_w8,0.5107398568019093,0.5074701195219123,0.5146607569041937,0.5104581673306773,0.9601990049751243,0.8606965174129353,False
cell1280,8,25,frac_hirisk_w8,0.5192635526764405,0.5159362549800797,0.5098874872144562,0.5268924302788844,0.6965174129353234,0.6069651741293532,False
cell1280,8,25,emp_pool,0.5857483804977839,0.5637450199203188,0.6220593249232867,0.5744521912350598,0.14427860696517414,0.34328358208955223,False
cell1280,8,25,emp_pool_w8,0.6430276167746335,0.5831673306772909,0.6268325946130242,0.600597609561753,0.024875621890547265,0.18407960199004975,False
cell1280,8,25,emp_time,0.5277872485509717,0.5577689243027888,0.5156836004091374,0.5629980079681275,0.5870646766169154,0.6368159203980099,False
cell1280,8,25,esteps,0.5356290487555404,0.5433266932270916,0.5071599045346062,0.5107071713147411,0.4975124378109453,0.208955223880597,False
cell1280,8,25,esteps_w8,0.5114217524718718,0.5712151394422311,0.5531878622570747,0.5612549800796812,0.8606965174129353,0.03482587064676617,False
cell1280,8,25,dwell,0.5588135015342652,0.5473107569721115,0.5971701329696556,0.5181772908366534,0.2835820895522388,0.1791044776119403,False
cell1280,8,25,stayp_w8,0.5461984316399591,0.5353585657370519,0.6016024548244119,0.5099601593625498,0.3582089552238806,0.2935323383084577,False
cell1280,8,25,nll_w8,0.5216501875213093,0.525398406374502,0.5335833617456529,0.5062250996015937,0.6616915422885572,0.48756218905472637,False
cell1280,8,30,absorb,0.6385952949198773,0.5493027888446216,0.5748380497783839,0.686503984063745,0.04975124378109453,0.29850746268656714,False
cell1280,8,30,absorb_w8,0.5809751108080464,0.5697211155378485,0.559836345039209,0.6820219123505976,0.2935323383084577,0.0945273631840796,False
cell1280,8,30,absorb_drift,0.6252983293556086,0.6145418326693227,0.5271053528810092,0.7440239043824701,0.024875621890547265,0.004975124378109453,False
cell1280,8,30,absorb_max_w8,0.524036822366178,0.5901394422310757,0.5294919877258779,0.6740537848605578,0.7711442786069652,0.06467661691542288,False
cell1280,8,30,frac_hirisk_w8,0.6072280941016025,0.5747011952191234,0.647800886464371,0.6822709163346614,0.04975124378109453,0.029850746268656716,False
cell1280,8,30,emp_pool,0.5584725536992841,0.5816733067729083,0.5659734060688715,0.6845119521912351,0.40298507462686567,0.12437810945273632,False
cell1280,8,30,emp_pool_w8,0.642345721104671,0.6130478087649402,0.7344016365496079,0.7223605577689243,0.01990049751243781,0.014925373134328358,True
cell1280,8,30,emp_time,0.6024548244118649,0.5732071713147411,0.5230139788612342,0.6511454183266931,0.14427860696517414,0.23383084577114427,False
cell1280,8,30,esteps,0.5005114217524719,0.5517928286852589,0.5854074326628026,0.5405876494023905,0.9950248756218906,0.13432835820895522,False
cell1280,8,30,esteps_w8,0.5506307534947154,0.5333665338645418,0.5124445959768156,0.5336155378486056,0.3333333333333333,0.31840796019900497,False
cell1280,8,30,dwell,0.528128196385953,0.5194223107569721,0.5422775315376747,0.6090637450199203,0.6119402985074627,0.6368159203980099,False
cell1280,8,30,stayp_w8,0.576201841118309,0.577191235059761,0.6614387998636209,0.686503984063745,0.19900497512437812,0.029850746268656716,False
cell1280,8,30,nll_w8,0.5438117967950904,0.5861553784860558,0.5064780088646437,0.5654880478087649,0.35323383084577115,0.03482587064676617,False
cell1280,16,20,absorb,0.5257415615410842,0.6095617529880478,0.561200136379134,0.6364541832669323,0.6616915422885572,0.029850746268656716,False
cell1280,16,20,absorb_w8,0.5472212751449028,0.5707171314741036,0.5555744971019434,0.5908864541832669,0.47761194029850745,0.3482587064676617,False
cell1280,16,20,absorb_drift,0.5421070576201841,0.5249003984063745,0.5669962495738152,0.5784362549800797,0.40298507462686567,0.48258706467661694,False
cell1280,16,20,absorb_max_w8,0.5025571087623594,0.6120517928286853,0.5296624616433685,0.6372011952191236,0.9651741293532339,0.014925373134328358,False
cell1280,16,20,frac_hirisk_w8,0.5642686668939652,0.5438247011952191,0.5828503239004432,0.5575199203187251,0.23383084577114427,0.19402985074626866,False
cell1280,16,20,emp_pool,0.5533583361745653,0.545816733067729,0.5748380497783839,0.5194223107569721,0.39800995024875624,0.5621890547263682,False
cell1280,16,20,emp_pool_w8,0.5884759631776338,0.521414342629482,0.619672690078418,0.5405876494023905,0.12437810945273632,0.845771144278607,False
cell1280,16,20,emp_time,0.562563927719059,0.5502988047808764,0.5620525059665871,0.5039840637450199,0.40298507462686567,0.7611940298507462,False
cell1280,16,20,esteps,0.518581657006478,0.5348605577689243,0.5073303784520968,0.576195219123506,0.7810945273631841,0.3383084577114428,False
cell1280,16,20,esteps_w8,0.5025571087623594,0.5448207171314741,0.5085236958745313,0.5674800796812749,0.9502487562189055,0.22388059701492538,False
cell1280,16,20,dwell,0.5642686668939652,0.549800796812749,0.5277872485509717,0.5692231075697212,0.21890547263681592,0.18407960199004975,False
cell1280,16,20,stayp_w8,0.5424480054551654,0.5099601593625498,0.5412546880327309,0.5017430278884463,0.4228855721393035,0.7661691542288557,False
cell1280,16,20,nll_w8,0.5768837367882714,0.5258964143426295,0.5927378111148994,0.5418326693227091,0.14925373134328357,0.4527363184079602,False
cell1280,16,25,absorb,0.6385952949198772,0.5657370517928287,0.6309239686327992,0.5527888446215139,0.029850746268656716,0.39303482587064675,False
cell1280,16,25,absorb_w8,0.5577906580293215,0.6175298804780877,0.5654619843163997,0.6334661354581673,0.42786069651741293,0.029850746268656716,False
cell1280,16,25,absorb_drift,0.6703034435731333,0.5024900398406374,0.5842141152403681,0.5117031872509961,0.004975124378109453,0.9751243781094527,False
cell1280,16,25,absorb_max_w8,0.5775656324582339,0.5662350597609562,0.5750085236958745,0.5610059760956175,0.1890547263681592,0.3781094527363184,False
cell1280,16,25,frac_hirisk_w8,0.5018752130923969,0.5199203187250996,0.5409137401977497,0.5117031872509961,0.9850746268656716,0.6119402985074627,False
cell1280,16,25,emp_pool,0.6413228775997273,0.5557768924302788,0.6486532560518241,0.5587649402390438,0.01990049751243781,0.4626865671641791,False
cell1280,16,25,emp_pool_w8,0.6276849642004774,0.5273904382470119,0.650017047391749,0.5363545816733067,0.03980099502487562,0.8656716417910447,False
cell1280,16,25,emp_time,0.6965564268666894,0.5375996015936255,0.6882032049096488,0.5572709163346613,0.004975124378109453,0.8855721393034826,False
cell1280,16,25,esteps,0.5908625980225025,0.5428286852589641,0.6053528810092056,0.5483067729083665,0.0845771144278607,0.25870646766169153,False
cell1280,16,25,esteps_w8,0.5710876235935902,0.6120517928286853,0.568871462666212,0.6444223107569721,0.17412935323383086,0.004975124378109453,False
cell1280,16,25,dwell,0.5424480054551654,0.5602589641434262,0.5100579611319468,0.5326195219123506,0.39800995024875624,0.0845771144278607,False
cell1280,16,25,stayp_w8,0.5571087623593591,0.5323705179282868,0.5511421752471872,0.5318725099601593,0.2736318407960199,0.4129353233830846,False
cell1280,16,25,nll_w8,0.5144902829867031,0.5926294820717131,0.5190930787589498,0.5908864541832669,0.7810945273631841,0.009950248756218905,False
cell1280,16,30,absorb,0.5741561541084214,0.5956175298804781,0.5888169110126151,0.7223605577689243,0.31840796019900497,0.07462686567164178,False
cell1280,16,30,absorb_w8,0.5189226048414592,0.6528884462151394,0.6109785202863962,0.7602091633466135,0.8208955223880597,0.004975124378109453,False
cell1280,16,30,absorb_drift,0.5063075349471531,0.6190239043824701,0.5329014660756904,0.7422808764940239,0.9154228855721394,0.004975124378109453,False
cell1280,16,30,absorb_max_w8,0.5223320831912718,0.601593625498008,0.559836345039209,0.6904880478087649,0.7910447761194029,0.06965174129353234,False
cell1280,16,30,frac_hirisk_w8,0.5257415615410842,0.6772908366533865,0.5668257756563246,0.7569721115537849,0.6417910447761194,0.004975124378109453,False
cell1280,16,30,emp_pool,0.5121036481418343,0.602589641434263,0.6027957722468462,0.7054282868525896,0.9054726368159204,0.04975124378109453,False
cell1280,16,30,emp_pool_w8,0.6181384248210025,0.6279880478087649,0.6968973747016707,0.7462649402390438,0.014925373134328358,0.004975124378109453,True
cell1280,16,30,emp_time,0.5492669621547903,0.593625498007968,0.6293897033753836,0.6745517928286853,0.527363184079602,0.14427860696517414,False
cell1280,16,30,esteps,0.5121036481418344,0.5094621513944223,0.5161950221616092,0.5550298804780877,0.8756218905472637,0.7761194029850746,False
cell1280,16,30,esteps_w8,0.5789294237981589,0.5049800796812749,0.6273440163654961,0.5017430278884463,0.11442786069651742,0.9154228855721394,False
cell1280,16,30,dwell,0.5254006137061029,0.5388446215139442,0.5976815547221275,0.6531374501992031,0.6368159203980099,0.31840796019900497,False
cell1280,16,30,stayp_w8,0.5482441186498466,0.6185258964143426,0.5987043982270712,0.737300796812749,0.417910447761194,0.004975124378109453,False
cell1280,16,30,nll_w8,0.563927719058984,0.548804780876494,0.5494374360722809,0.6182768924302788,0.208955223880597,0.13930348258706468,False
cell1280,32,20,absorb,0.5468803273099216,0.5473107569721115,0.5859188544152745,0.5717131474103586,0.46766169154228854,0.4079601990049751,False
cell1280,32,20,absorb_w8,0.5772246846232527,0.5328685258964143,0.5929082850323901,0.5420816733067729,0.3333333333333333,0.6567164179104478,False
cell1280,32,20,absorb_drift,0.5219911353562905,0.5014940239043825,0.5763723150357996,0.5328685258964143,0.6865671641791045,0.9651741293532339,False
cell1280,32,20,absorb_max_w8,0.5857483804977839,0.5667330677290837,0.6195022161609274,0.5893924302788844,0.20398009950248755,0.24378109452736318,False
cell1280,32,20,frac_hirisk_w8,0.5751789976133652,0.5219123505976095,0.5831912717354244,0.5044820717131474,0.17412935323383086,0.6119402985074627,False
cell1280,32,20,emp_pool,0.6426866689396522,0.5109561752988048,0.6714967609955677,0.5328685258964143,0.024875621890547265,0.8009950248756219,False
cell1280,32,20,emp_pool_w8,0.6559836345039209,0.5258964143426295,0.6931469485168769,0.5122011952191234,0.014925373134328358,0.7711442786069652,False
cell1280,32,20,emp_time,0.6372315035799523,0.5438247011952191,0.6687691783157177,0.5169322709163346,0.029850746268656716,0.7810945273631841,False
cell1280,32,20,esteps,0.605182407091715,0.522410358565737,0.6333106034776679,0.5597609561752988,0.04975124378109453,0.5373134328358209,False
cell1280,32,20,esteps_w8,0.5833617456529151,0.5174302788844621,0.6065461984316399,0.512699203187251,0.12437810945273632,0.6318407960199005,False
cell1280,32,20,dwell,0.5165359699965906,0.5306274900398407,0.5519945448346403,0.549800796812749,0.7512437810945274,0.29850746268656714,False
cell1280,32,20,stayp_w8,0.5574497101943403,0.5169322709163346,0.5973406068871463,0.5470617529880478,0.2835820895522388,0.6517412935323383,False
cell1280,32,20,nll_w8,0.5516535969996591,0.5433266932270917,0.5334128878281623,0.5704681274900398,0.36318407960199006,0.17412935323383086,False
cell1280,32,25,absorb,0.6532560518240709,0.5388446215139442,0.650017047391749,0.5373505976095617,0.009950248756218905,0.746268656716418,False
cell1280,32,25,absorb_w8,0.680872826457552,0.600597609561753,0.6721786566655301,0.6058266932270916,0.01990049751243781,0.05472636815920398,False
cell1280,32,25,absorb_drift,0.5717695192635527,0.5,0.5054551653597,0.5054780876494024,0.1691542288557214,1.0,False
cell1280,32,25,absorb_max_w8,0.6532560518240709,0.5587649402390438,0.660927378111149,0.5527888446215139,0.014925373134328358,0.417910447761194,False
cell1280,32,25,frac_hirisk_w8,0.6287078077054211,0.5261454183266931,0.5514831230821684,0.5069721115537849,0.014925373134328358,0.4975124378109453,False
cell1280,32,25,emp_pool,0.6648482782134333,0.5393426294820718,0.6882032049096488,0.5343625498007969,0.004975124378109453,0.6119402985074627,False
cell1280,32,25,emp_pool_w8,0.7122400272758268,0.5383466135458167,0.7236617797476985,0.5211653386454184,0.004975124378109453,0.7213930348258707,False
cell1280,32,25,emp_time,0.7013296965564269,0.5159362549800797,0.6965564268666894,0.5129482071713147,0.004975124378109453,0.8855721393034826,False
cell1280,32,25,esteps,0.7006478008864644,0.5094621513944223,0.6888851005796113,0.5004980079681275,0.004975124378109453,0.8009950248756219,False
cell1280,32,25,esteps_w8,0.6757586089328332,0.5901394422310757,0.69672690078418,0.6008466135458167,0.004975124378109453,0.014925373134328358,True
cell1280,32,25,dwell,0.6389362427548585,0.5473107569721115,0.6019434026593932,0.5161852589641435,0.014925373134328358,0.19900497512437812,False
cell1280,32,25,stayp_w8,0.5349471530855779,0.5034860557768924,0.581145584725537,0.5007470119521913,0.5970149253731343,0.9253731343283582,False
cell1280,32,25,nll_w8,0.5618820320490965,0.525398406374502,0.5533583361745653,0.5316235059760956,0.24875621890547264,0.5124378109452736,False
cell1280,32,30,absorb,0.5376747357654279,0.6135458167330677,0.6326287078077054,0.7450199203187251,0.6119402985074627,0.024875621890547265,False
cell1280,32,30,absorb_w8,0.513126491646778,0.6354581673306773,0.6379133992499147,0.7589641434262948,0.8706467661691543,0.014925373134328358,False
cell1280,32,30,absorb_drift,0.5772246846232526,0.6369521912350598,0.5744971019434026,0.7589641434262948,0.14427860696517414,0.004975124378109453,False
cell1280,32,30,absorb_max_w8,0.5540402318445278,0.5099601593625498,0.6276849642004774,0.6167828685258965,0.417910447761194,0.8905472636815921,False
cell1280,32,30,frac_hirisk_w8,0.5554040231844528,0.703187250996016,0.5726218888510057,0.7756474103585658,0.2935323383084577,0.004975124378109453,False
cell1280,32,30,emp_pool,0.5601772928741903,0.5956175298804781,0.7400272758267985,0.724601593625498,0.417910447761194,0.07960199004975124,False
cell1280,32,30,emp_pool_w8,0.5632458233890214,0.6085657370517928,0.7395158540743266,0.7211155378486056,0.3034825870646766,0.03482587064676617,False
cell1280,32,30,emp_time,0.513126491646778,0.5956175298804781,0.6866689396522332,0.6847609561752988,0.8905472636815921,0.13930348258706468,False
cell1280,32,30,esteps,0.5025571087623594,0.5249003984063745,0.5664848278213434,0.6000996015936255,0.9751243781094527,0.48756218905472637,False
cell1280,32,30,esteps_w8,0.6096147289464712,0.5667330677290836,0.6116604159563587,0.5921314741035857,0.05970149253731343,0.04975124378109453,False
cell1280,32,30,dwell,0.5168769178315717,0.5951195219123506,0.6305830207978179,0.6603585657370519,0.746268656716418,0.009950248756218905,False
cell1280,32,30,stayp_w8,0.5339243095806342,0.576195219123506,0.6051824070917149,0.6902390438247012,0.5472636815920398,0.024875621890547265,False
cell1280,32,30,nll_w8,0.5809751108080463,0.5707171314741036,0.5271053528810092,0.5846613545816733,0.14427860696517414,0.05472636815920398,False
cell1280,64,20,absorb,0.5189226048414592,0.5811752988047809,0.5658029321513809,0.6050796812749004,0.8159203980099502,0.1890547263681592,False
cell1280,64,20,absorb_w8,0.5659734060688715,0.5338645418326693,0.571599045346062,0.5303784860557769,0.5472636815920398,0.6616915422885572,False
cell1280,64,20,absorb_drift,0.5438117967950904,0.5562749003984063,0.5905216501875212,0.5854083665338645,0.40298507462686567,0.1691542288557214,False
cell1280,64,20,absorb_max_w8,0.5860893283327651,0.5901394422310757,0.6229116945107398,0.6110557768924303,0.2935323383084577,0.12935323383084577,False
cell1280,64,20,frac_hirisk_w8,0.5567678145243777,0.5089641434262948,0.5005114217524719,0.5114541832669323,0.24875621890547264,0.7910447761194029,False
cell1280,64,20,emp_pool,0.6593931128537334,0.5134462151394422,0.6957040572792363,0.5199203187250996,0.004975124378109453,0.7611940298507462,False
cell1280,64,20,emp_pool_w8,0.6784861916126832,0.5164342629482072,0.7185475622229799,0.5577689243027888,0.009950248756218905,0.7761194029850746,False
cell1280,64,20,emp_time,0.6430276167746335,0.5219123505976095,0.6834299352199114,0.5174302788844621,0.03482587064676617,0.8009950248756219,False
cell1280,64,20,esteps,0.59836345039209,0.500996015936255,0.6479713603818615,0.5353585657370518,0.05472636815920398,0.9900497512437811,False
cell1280,64,20,esteps_w8,0.6975792703716331,0.5368525896414342,0.7321854756222298,0.5184262948207171,0.004975124378109453,0.263681592039801,False
cell1280,64,20,dwell,0.5141493351517218,0.5077191235059761,0.5746675758608932,0.5405876494023905,0.7860696517412935,0.7910447761194029,False
cell1280,64,20,stayp_w8,0.5230139788612342,0.5692231075697212,0.5801227412205933,0.609312749003984,0.6467661691542289,0.06965174129353234,False
cell1280,64,20,nll_w8,0.5090351176270029,0.6105577689243028,0.5023866348448688,0.62300796812749,0.8955223880597015,0.004975124378109453,False
cell1280,64,25,absorb,0.6501875213092396,0.5338645418326693,0.636038186157518,0.5281374501992032,0.03980099502487562,0.7860696517412935,False
cell1280,64,25,absorb_w8,0.6102966246164336,0.5956175298804781,0.6167746334810774,0.5896414342629482,0.1890547263681592,0.13432835820895522,False
cell1280,64,25,absorb_drift,0.6208660075008523,0.5249003984063745,0.5531878622570747,0.524402390438247,0.009950248756218905,0.4427860696517413,False
cell1280,64,25,absorb_max_w8,0.6726900784180021,0.5881474103585658,0.6766109785202864,0.5702191235059761,0.01990049751243781,0.19900497512437812,False
cell1280,64,25,frac_hirisk_w8,0.5257415615410842,0.5131972111553785,0.5231844527787248,0.5383466135458167,0.6069651741293532,0.6865671641791045,False
cell1280,64,25,emp_pool,0.7217865666553017,0.5428286852589641,0.7393453801568359,0.5575199203187251,0.004975124378109453,0.4079601990049751,False
cell1280,64,25,emp_pool_w8,0.686327991817252,0.5353585657370519,0.6941697920218206,0.5602589641434264,0.004975124378109453,0.5223880597014925,False
cell1280,64,25,emp_time,0.7241732015001705,0.5836653386454183,0.7151380838731674,0.5844123505976095,0.004975124378109453,0.16417910447761194,False
cell1280,64,25,esteps,0.6542788953290146,0.5268924302788844,0.6401295601772928,0.5375996015936255,0.014925373134328358,0.5124378109452736,False
cell1280,64,25,esteps_w8,0.6628025912035459,0.5398406374501992,0.6713262870780771,0.5448207171314741,0.004975124378109453,0.3034825870646766,False
cell1280,64,25,dwell,0.5669962495738153,0.5393426294820717,0.5141493351517218,0.5179282868525896,0.21890547263681592,0.2885572139303483,False
cell1280,64,25,stayp_w8,0.5980225025571089,0.5722111553784861,0.5103989089669281,0.5737051792828686,0.04477611940298507,0.06467661691542288,False
cell1280,64,25,nll_w8,0.519945448346403,0.5039840637450199,0.5225025571087624,0.5077191235059761,0.7114427860696517,0.900497512437811,False
cell1280,64,30,absorb,0.5025571087623594,0.6115537848605578,0.6997954312990112,0.7437749003984064,0.9651741293532339,0.01990049751243781,False
cell1280,64,30,absorb_w8,0.515854074326628,0.6010956175298805,0.6928060006818957,0.7310756972111554,0.835820895522388,0.07462686567164178,False
cell1280,64,30,absorb_drift,0.5243777702011593,0.624003984063745,0.6515513126491647,0.7405378486055777,0.7263681592039801,0.004975124378109453,False
cell1280,64,30,absorb_max_w8,0.5178997613365155,0.575199203187251,0.6220593249232867,0.6792828685258965,0.8258706467661692,0.11940298507462686,False
cell1280,64,30,frac_hirisk_w8,0.5322195704057279,0.6947211155378485,0.5588135015342652,0.7684262948207171,0.5422885572139303,0.004975124378109453,False
cell1280,64,30,emp_pool,0.5792703716331401,0.6105577689243028,0.7574156154108421,0.7243525896414342,0.24875621890547264,0.04975124378109453,False
cell1280,64,30,emp_pool_w8,0.6362086600750085,0.6937250996015936,0.7964541425161951,0.8047808764940239,0.03482587064676617,0.004975124378109453,True
cell1280,64,30,emp_time,0.5581316058643028,0.5893924302788844,0.7156495056256393,0.671812749003984,0.4577114427860697,0.0945273631840796,False
cell1280,64,30,esteps,0.5366518922604842,0.5717131474103585,0.621036481418343,0.6645916334661355,0.5074626865671642,0.0945273631840796,False
cell1280,64,30,esteps_w8,0.5772246846232526,0.5517928286852589,0.5952949198772588,0.5991035856573705,0.14427860696517414,0.19900497512437812,False
cell1280,64,30,dwell,0.6062052505966586,0.5216633466135459,0.6588816911012615,0.6080677290836654,0.024875621890547265,0.5771144278606966,False
cell1280,64,30,stayp_w8,0.517217865666553,0.5438247011952191,0.6085918854415274,0.6608565737051793,0.8109452736318408,0.25870646766169153,False
cell1280,64,30,nll_w8,0.5615410842141153,0.5258964143426295,0.5144902829867031,0.5104581673306773,0.23383084577114427,0.5124378109452736,False
mean32,4,20,absorb,0.5966587112171837,0.5667330677290837,0.6089328332765088,0.548804780876494,0.22885572139303484,0.43781094527363185,False
